scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_energy,mean_integrity,mean_stress,mean_dependent_health,mean_dependent_energy,mean_dependent_skill,mean_dependent_safety,mean_dependent_trust,mean_resource_level,mean_shelter_safety,mean_promise_standing,mean_social_access,mean_protection_actions,mean_sharing_actions,mean_repair_actions,mean_teaching_actions,mean_shelter_actions,mean_promise_actions,mean_arbitration_actions,mean_neglect_events,mean_dependent_failures,mean_care_misses,mean_continuity_resets
0,no_dependent_control,easy stable task with no fragile companion; care machinery should be rejected,no_priority_arbitration,self_only_baseline,249.9846479544733,1.0,1.0,146.53749609329842,0.6759098382010568,0.9628296531223696,0.1645399999999971,0.98,0.98,0.96,0.98,0.98,0.718,0.82,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,no_dependent_control,easy stable task with no fragile companion; care machinery should be rejected,no_continuity,self_only_baseline,250.0164394688749,1.0,1.0,146.55144770147066,0.676807625084729,0.963046860378031,0.1645399999999971,0.98,0.98,0.96,0.98,0.98,0.718,0.82,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,no_dependent_control,easy stable task with no fragile companion; care machinery should be rejected,self_only_baseline,self_only_baseline,249.99633919659314,1.0,1.0,146.54567176421517,0.6764359431506556,0.9625232713729632,0.1645399999999971,0.98,0.98,0.96,0.98,0.98,0.718,0.82,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,no_dependent_control,easy stable task with no fragile companion; care machinery should be rejected,omniscient_care_control,self_only_baseline,212.73141826586945,1.0,1.0,146.56551218041085,0.6777126752095795,0.9621989551315769,0.1645399999999971,0.98,0.98,0.96,0.98,0.98,0.718,0.82,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",full_control,protection_shelter_planner,260.686640535509,1.0,1.0,94.59410771840338,0.6201094141170213,0.8822018869520661,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_dependent_state,protection_shelter_planner,-223.4000484326671,0.0,0.0,81.75496365601647,0.6303702962129997,0.8558484482442964,0.38199599999999756,0.1846399999999964,0.0,0.7399999999999999,0.847799999999996,0.754,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,3.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,3.0,17.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_identity_memory,protection_shelter_planner,-35.22275641016842,0.0,1.0,95.21031972051433,0.6261867191808117,0.8948167726514978,0.5254859999999985,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7932000000000059,0.0,0.47455999999998766,0.8307399999999937,0.3524800000000054,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,13.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_protection_planning,protection_shelter_planner,-338.3811444147749,0.0,0.0,78.59089044227626,0.7256000058866553,0.7787033155476317,0.5366039999999951,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.0,0.6999999999999998,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,0.0,0.0,0.0,0.0,1.0,0.0,11.0,10.0,7.0,20.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_resource_sharing,protection_shelter_planner,260.7016832205823,1.0,1.0,94.59332679031446,0.6200372129253696,0.8832630639663573,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_repair_care,protection_shelter_planner,260.6882219925168,1.0,1.0,94.59834813729917,0.6205014646806123,0.8816436512704741,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_teaching_support,protection_shelter_planner,260.6794641951168,1.0,1.0,94.59774377377732,0.6204455878757074,0.8811899384579932,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_shelter_coordination,protection_shelter_planner,135.12156277664113,1.0,1.0,95.65749308978819,0.619535191865136,0.9004751635631595,0.23978800000000325,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7222000000000058,0.7719999999999999,0.47455999999998766,0.0,0.8564799999999998,0.809759999999993,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_promise_commitment,protection_shelter_planner,260.6796562669279,1.0,1.0,94.59134377005857,0.6198538715555573,0.8821936594987623,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_social_trust,protection_shelter_planner,260.68955840947734,1.0,1.0,94.59655325286236,0.6203355175248425,0.8820053047635792,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_priority_arbitration,protection_shelter_planner,-170.87337976394988,0.0,0.0,55.850718589145735,0.010438934916458231,0.8433499180150504,1.2,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000059,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",no_continuity,protection_shelter_planner,260.7088415743754,1.0,1.0,94.60601458229922,0.6212102706162675,0.8817444163884773,0.40618399999999893,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.7582000000000061,0.718,0.47455999999998766,0.8307399999999937,0.8564799999999998,0.809759999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",self_only_baseline,protection_shelter_planner,-996.76418058154,0.0,0.0,24.36158976210486,0.002933711943670842,0.7002156415785371,1.2,0.1846399999999964,0.0,0.7399999999999999,0.0,0.0,0.47455999999998766,0.0,0.3524800000000054,0.809759999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,80.0,0.0
1,fragile_companion_protection,"dependent is vulnerable to hazards, so protection, shelter, and priority tradeoffs matter",omniscient_care_control,protection_shelter_planner,209.49432097321838,1.0,1.0,90.55844201569613,0.6332200747849905,0.8381398600601475,0.46257999999999794,0.7726400000000059,0.3843600000000007,0.7399999999999999,0.3693999999999975,0.6999999999999998,0.47455999999998766,0.5219399999999936,0.8564799999999998,0.809759999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,full_control,sharing_priority_planner,235.56458269485938,1.0,1.0,83.52445756540475,0.4312464013296155,0.9424574192613195,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_dependent_state,sharing_priority_planner,-24.241711018561034,1.0,0.0,72.6122661630607,0.3980707142766476,0.9276669618720229,0.5056180000000018,0.2383999999999895,0.16347199999999867,0.7399999999999999,0.12017999999999913,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_identity_memory,sharing_priority_planner,149.34824024440755,1.0,1.0,83.19238452686834,0.4314144825376341,0.9420772998085964,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,0.7074374399999955,0.0,0.7859800000000009,0.3407200000000133,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_protection_planning,sharing_priority_planner,235.54775016254644,1.0,1.0,83.52154175940962,0.4309338149236203,0.9419002102724523,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_resource_sharing,sharing_priority_planner,-376.6165587839537,0.0,0.14583333333333334,81.92313799709477,0.6731345516122871,0.926846316238847,0.5147619999999926,0.8263999999999897,0.0,0.7399999999999999,0.95318000000001,0.14560000000000395,0.24223999999999898,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,8.0,20.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_repair_care,sharing_priority_planner,235.55510338834304,1.0,1.0,83.52605209847572,0.4314173418389396,0.94159436377779,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_teaching_support,sharing_priority_planner,235.54280821719036,1.0,1.0,83.52694712457092,0.43151329232084273,0.940674025967895,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_shelter_coordination,sharing_priority_planner,235.5739351633894,1.0,1.0,83.52749746677594,0.4315722912707816,0.9425260647675812,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_promise_commitment,sharing_priority_planner,235.53713959758204,1.0,1.0,83.51782182598193,0.4305350227465512,0.9418683379784772,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_social_trust,sharing_priority_planner,235.56172484890348,1.0,1.0,83.52099975205564,0.4308757095040258,0.9428656090489863,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_priority_arbitration,sharing_priority_planner,-185.91044473116258,0.0,0.0,53.49542007258923,0.0,0.8788314497655269,1.2,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,no_continuity,sharing_priority_planner,235.5630901129048,1.0,1.0,83.52296870266893,0.43108678911522685,0.9426167990245382,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,self_only_baseline,sharing_priority_planner,-842.788097439896,0.0,0.0,34.4521181475435,0.0001849220827705668,0.860471603702281,1.2,0.2383999999999895,0.0,0.7399999999999999,0.12017999999999913,0.0,0.24223999999999898,0.7859800000000009,0.3407200000000133,0.7996800000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,63.0,0.0
2,resource_sharing_tradeoff,dependent viability competes with the agent's resource plan and future options,omniscient_care_control,sharing_priority_planner,208.7470672035945,1.0,1.0,83.52657395094782,0.4313609785722275,0.9411158497182113,0.3079040000000023,0.8263999999999897,0.6894240000000038,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.8447200000000114,0.7996800000000063,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,full_control,repair_teaching_planner,246.65693024488826,1.0,1.0,97.48860520250196,0.6503284641730018,0.9399458509761373,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_dependent_state,repair_teaching_planner,-133.5673773184958,0.0,1.0,87.01207472374654,0.6690336879166323,0.9198970594432211,0.4954720000000005,0.692319999999993,0.0,0.8602000000000091,0.21719999999999282,0.754,0.43455999999998934,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,2.0,1.0,0.0,0.0,3.0,7.0,3.0,17.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_identity_memory,repair_teaching_planner,-56.53595589172491,0.0,1.0,95.97356933725719,0.6534140882908788,0.9343535848977357,0.44654400000000044,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7351999999999902,0.0,0.47455999999998766,0.7822000000000088,0.3407200000000133,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,13.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_protection_planning,repair_teaching_planner,246.65289386748827,1.0,1.0,97.49262907065605,0.6507059731470228,0.9390645766549851,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_resource_sharing,repair_teaching_planner,246.6560523409377,1.0,1.0,97.49507661095588,0.6509355950909023,0.938879388032957,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_repair_care,repair_teaching_planner,-257.52803977425896,0.0,1.0,82.47854974950137,0.7055490566665283,0.9351170980984342,0.3652040000000001,0.0,0.3843600000000007,0.8602000000000091,0.9101999999999904,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,6.0,20.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_teaching_support,repair_teaching_planner,76.53439656033005,1.0,1.0,90.68445346782046,0.6461012632628741,0.924465680018991,0.4427040000000024,0.7155199999999954,0.3843600000000007,0.0,0.7701999999999902,0.6999999999999998,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_shelter_coordination,repair_teaching_planner,246.64746741342935,1.0,1.0,97.48999437543267,0.6504587928089629,0.9391372720658252,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_promise_commitment,repair_teaching_planner,246.66114053366718,1.0,1.0,97.49332356968965,0.6507711292623793,0.9394714309862103,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_social_trust,repair_teaching_planner,246.65784496258323,1.0,1.0,97.4924091954698,0.6506853450218474,0.9394083904227354,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_priority_arbitration,repair_teaching_planner,-188.66081064462514,0.0,0.0,58.817562109565046,0.03367869634715963,0.877045506515948,1.2,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,no_continuity,repair_teaching_planner,246.6583711708116,1.0,1.0,97.49044070438117,0.6505006662444157,0.9397489879074806,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8602000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,self_only_baseline,repair_teaching_planner,-943.1264523794074,0.0,0.0,33.32950143439074,0.015202131470309644,0.8544657551673095,1.2,0.0,0.0,0.0,0.11219999999999292,0.0,0.47455999999998766,0.7822000000000088,0.3407200000000133,0.7996800000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,80.0,0.0
3,repair_teaching_burden,dependent damage and low skill create delayed burden unless repair and teaching are planned,omniscient_care_control,repair_teaching_planner,223.09053813525998,1.0,1.0,97.51902667720412,0.6505585287852702,0.9391649373432162,0.3268120000000004,0.7155199999999954,0.3843600000000007,0.8642000000000091,0.7001999999999903,0.714,0.47455999999998766,0.7822000000000088,0.8447200000000114,0.7996800000000063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",full_control,promise_trust_planner,293.35271917561835,1.0,1.0,87.50383823797495,0.411165915393858,0.9332213932088699,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_dependent_state,promise_trust_planner,80.3888202498275,1.0,0.4375,77.98837292646427,0.40039799178631275,0.9220436359239059,0.4476620000000042,0.2182399999999928,0.35765375999999577,0.7399999999999999,0.15517999999999912,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,38.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,17.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_identity_memory,promise_trust_planner,120.85230696400221,1.0,1.0,85.74594112482139,0.4106331698571461,0.9340009450916642,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,0.6508831999999953,0.0,0.7859800000000009,0.4092400000000136,0.9714399999999997,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_protection_planning,promise_trust_planner,293.36281120391817,1.0,1.0,87.50980499405188,0.41183259205049727,0.9328125460661569,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_resource_sharing,promise_trust_planner,-124.21226641331539,0.0,1.0,89.28391792529953,0.6813339235039161,0.9293290553326511,0.37399599999999933,0.8062399999999929,0.0,0.7399999999999999,0.9181800000000099,0.4203999999999988,0.3689599999999988,0.7859800000000009,0.913240000000008,0.9831999999999997,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,5.0,20.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_repair_care,promise_trust_planner,293.35669643553535,1.0,1.0,87.50273815234159,0.4110430007979539,0.9336616419016698,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
