seed,proposal_id,bottleneck_id,resident,question,materials,source_belief_id,resident_generated,avatar_answer,predeclared_tech
36263,36263-PDP-07,36263-BOT-07,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36263-BEL-004,True,False,False
36281,36281-PDP-01,36281-BOT-01,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36281-BEL-004,True,False,False
36281,36281-PDP-02,36281-BOT-02,Ari,try a local workaround for material_shortage,iron_sand+dry_resin,36281-BEL-004,True,False,False
36281,36281-PDP-03,36281-BOT-03,Fay,try a local workaround for safety_limit,reed_fiber+wet_wood,36281-BEL-004,True,False,False
36281,36281-PDP-04,36281-BOT-04,Milo,try a local workaround for test_time_conflict,reed_fiber+dry_resin,36281-BEL-004,True,False,False
36281,36281-PDP-05,36281-BOT-05,Sera,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36281-BEL-004,True,False,False
36281,36281-PDP-06,36281-BOT-06,Tovan,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36281-BEL-004,True,False,False
36281,36281-PDP-07,36281-BOT-07,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36281-BEL-004,True,False,False
36307,36307-PDP-01,36307-BOT-01,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36307-BEL-004,True,False,False
36307,36307-PDP-02,36307-BOT-02,Milo,try a local workaround for material_shortage,iron_sand+dry_resin,36307-BEL-004,True,False,False
36307,36307-PDP-03,36307-BOT-03,Sera,try a local workaround for safety_limit,reed_fiber+wet_wood,36307-BEL-004,True,False,False
36307,36307-PDP-04,36307-BOT-04,Tovan,try a local workaround for test_time_conflict,reed_fiber+dry_resin,36307-BEL-004,True,False,False
36307,36307-PDP-05,36307-BOT-05,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36307-BEL-004,True,False,False
36307,36307-PDP-06,36307-BOT-06,Ari,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36307-BEL-004,True,False,False
36307,36307-PDP-07,36307-BOT-07,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36307-BEL-004,True,False,False
36319,36319-PDP-01,36319-BOT-01,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36319-BEL-004,True,False,False
36319,36319-PDP-02,36319-BOT-02,Milo,try a local workaround for material_shortage,iron_sand+dry_resin,36319-BEL-004,True,False,False
36319,36319-PDP-03,36319-BOT-03,Sera,try a local workaround for safety_limit,reed_fiber+wet_wood,36319-BEL-004,True,False,False
36319,36319-PDP-04,36319-BOT-04,Tovan,try a local workaround for test_time_conflict,reed_fiber+dry_resin,36319-BEL-004,True,False,False
36319,36319-PDP-05,36319-BOT-05,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36319-BEL-004,True,False,False
36319,36319-PDP-06,36319-BOT-06,Ari,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36319-BEL-004,True,False,False
36319,36319-PDP-07,36319-BOT-07,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36319-BEL-004,True,False,False
36343,36343-PDP-01,36343-BOT-01,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36343-BEL-004,True,False,False
36343,36343-PDP-02,36343-BOT-02,Milo,try a local workaround for material_shortage,iron_sand+dry_resin,36343-BEL-004,True,False,False
36343,36343-PDP-03,36343-BOT-03,Sera,try a local workaround for safety_limit,reed_fiber+wet_wood,36343-BEL-004,True,False,False
36343,36343-PDP-04,36343-BOT-04,Tovan,try a local workaround for test_time_conflict,reed_fiber+dry_resin,36343-BEL-004,True,False,False
36343,36343-PDP-05,36343-BOT-05,Nia,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36343-BEL-004,True,False,False
36343,36343-PDP-06,36343-BOT-06,Ari,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36343-BEL-004,True,False,False
36343,36343-PDP-07,36343-BOT-07,Fay,try a local workaround for schedule_conflict,reed_fiber+dry_resin,36343-BEL-004,True,False,False
