tick_id,day,infrastructure_id,steward,durability_before,wear_delta,repair_delta,durability_after,weather_pressure,usable,visible_damage,maintenance_due
253,15,river_mill_bridge,Ari,0.829872,0.005,0.0,0.824872,dry work,True,False,False
254,15,roof_greenhouse_cistern,Fay,0.94242,0.011,0.0,0.93142,dry work,True,False,False
255,15,archive_public_kiosk,Nia,0.966,0.015,0.0,0.951,rain swell,True,False,False
256,15,dusk_signal_workshop,Milo,0.69498,0.009,0.086388,0.772368,rain swell,True,False,False
257,15,river_mill_bridge,Ari,0.824872,0.011,0.0,0.813872,dry work,True,False,False
258,15,roof_greenhouse_cistern,Fay,0.93142,0.005,0.0,0.92642,dry work,True,False,False
259,15,archive_public_kiosk,Nia,0.951,0.005,0.0,0.946,dry work,True,False,False
260,15,dusk_signal_workshop,Milo,0.772368,0.011,0.0,0.761368,dry work,True,False,False
261,15,river_mill_bridge,Ari,0.813872,0.005,0.0,0.808872,dry work,True,False,False
262,15,roof_greenhouse_cistern,Fay,0.92642,0.005,0.0,0.92142,dry work,True,False,False
263,15,archive_public_kiosk,Nia,0.946,0.011,0.0,0.935,dry work,True,False,False
264,15,dusk_signal_workshop,Milo,0.761368,0.015,0.0,0.746368,rain swell,True,False,False
265,15,river_mill_bridge,Ari,0.808872,0.009,0.0,0.799872,rain swell,True,False,False
266,15,roof_greenhouse_cistern,Fay,0.92142,0.011,0.084552,0.98,dry work,True,False,False
267,15,archive_public_kiosk,Nia,0.935,0.005,0.0,0.93,dry work,True,False,False
268,15,dusk_signal_workshop,Milo,0.746368,0.005,0.0,0.741368,dry work,True,False,False
269,15,river_mill_bridge,Ari,0.799872,0.005,0.0,0.794872,dry work,True,False,False
270,16,archive_public_kiosk,Nia,0.93,0.005,0.0,0.925,dry work,True,False,False
271,16,dusk_signal_workshop,Milo,0.741368,0.011,0.0,0.730368,dry work,True,False,False
272,16,river_mill_bridge,Ari,0.794872,0.015,0.0,0.779872,rain swell,True,False,False
273,16,roof_greenhouse_cistern,Fay,0.98,0.015,0.0,0.965,rain swell,True,False,False
274,16,archive_public_kiosk,Nia,0.925,0.005,0.0,0.92,dry work,True,False,False
275,16,dusk_signal_workshop,Milo,0.730368,0.014,0.0,0.716368,cold wet,True,False,False
276,16,river_mill_bridge,Ari,0.779872,0.005,0.0,0.774872,dry work,True,False,False
277,16,roof_greenhouse_cistern,Fay,0.965,0.005,0.0,0.96,dry work,True,False,False
278,16,archive_public_kiosk,Nia,0.92,0.011,0.0,0.909,dry work,True,False,False
279,16,dusk_signal_workshop,Milo,0.716368,0.005,0.087828,0.799196,dry work,True,False,False
280,16,river_mill_bridge,Ari,0.774872,0.005,0.0,0.769872,dry work,True,False,False
281,16,roof_greenhouse_cistern,Fay,0.96,0.015,0.0,0.945,rain swell,True,False,False
282,16,archive_public_kiosk,Nia,0.909,0.015,0.0,0.894,rain swell,True,False,False
283,16,dusk_signal_workshop,Milo,0.799196,0.005,0.0,0.794196,dry work,True,False,False
284,16,river_mill_bridge,Ari,0.769872,0.011,0.0,0.758872,dry work,True,False,False
285,16,roof_greenhouse_cistern,Fay,0.945,0.0056,0.0,0.9394,dry work,True,True,True
286,16,archive_public_kiosk,Nia,0.894,0.005,0.0,0.889,dry work,True,False,False
287,16,dusk_signal_workshop,Milo,0.794196,0.005,0.087972,0.877168,dry work,True,False,False
288,17,river_mill_bridge,Ari,0.758872,0.005,0.0,0.753872,dry work,True,False,False
289,17,roof_greenhouse_cistern,Fay,0.9394,0.0096,0.0,0.9298,rain swell,True,True,True
290,17,archive_public_kiosk,Nia,0.889,0.015,0.0,0.874,rain swell,True,False,False
291,17,dusk_signal_workshop,Milo,0.877168,0.005,0.0,0.872168,dry work,True,False,False
292,17,river_mill_bridge,Ari,0.753872,0.005,0.0,0.748872,dry work,True,False,False
293,17,roof_greenhouse_cistern,Fay,0.9298,0.0116,0.0,0.9182,dry work,True,True,True
294,17,archive_public_kiosk,Nia,0.874,0.005,0.0,0.869,dry work,True,False,False
295,17,dusk_signal_workshop,Milo,0.872168,0.005,0.0,0.867168,dry work,True,False,False
296,17,river_mill_bridge,Ari,0.748872,0.011,0.0,0.737872,dry work,True,False,False
