tick_id,day,region_id,replay_event,state_hash,includes_supply_chain,includes_season,includes_guild,includes_apprenticeship,includes_collapse_recovery,includes_migration,replay_exportable
57,4,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-526199,True,True,True,True,False,True,True
58,4,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-464211,True,True,True,True,False,True,True
59,4,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-454614,True,True,True,True,False,True,True
60,4,riverbend,spring_rain:riverbend->roofward:water:stable,v28-425314,True,True,True,True,False,True,True
61,4,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-492685,True,True,True,True,False,True,True
62,4,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-537408,True,True,True,True,False,True,True
63,4,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-499804,True,True,True,True,False,True,True
64,5,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-445529,True,True,True,True,False,True,True
65,5,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-516456,True,True,True,True,False,True,True
66,5,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-455676,True,True,True,True,False,True,True
67,5,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-538224,True,True,True,True,False,True,True
68,5,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-444285,True,True,True,True,False,True,True
69,5,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-444929,True,True,True,True,False,True,True
70,5,riverbend,spring_rain:riverbend->archive_quarter:thread:stable,v28-514112,True,True,True,True,False,True,True
71,5,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-455062,True,True,True,True,False,True,True
72,5,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-524926,True,True,True,True,False,True,True
73,5,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-443675,True,True,True,True,False,True,True
74,5,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-444319,True,True,True,True,False,True,True
75,5,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-516406,True,True,True,True,False,True,True
76,5,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-445753,True,True,True,True,False,True,True
77,5,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-525513,True,True,True,True,False,True,True
78,5,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-444435,True,True,True,True,False,True,True
79,5,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-446245,True,True,True,True,False,True,True
80,6,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-503321,True,True,True,True,False,True,True
81,6,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-537035,True,True,True,True,False,True,True
82,6,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-464145,True,True,True,True,False,True,True
83,6,orchard_fen,spring_rain:orchard_fen->riverbend:oil:stable,v28-432385,True,True,True,True,False,True,True
84,6,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-436409,True,True,True,True,False,True,True
85,6,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-492906,True,True,True,True,False,True,True
86,6,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-526725,True,True,True,True,False,True,True
87,6,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-464717,True,True,True,True,False,True,True
88,6,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-455116,True,True,True,True,False,True,True
89,6,riverbend,spring_rain:riverbend->roofward:water:stable,v28-425616,True,True,True,True,False,True,True
90,6,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-492280,True,True,True,True,False,True,True
91,6,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-537193,True,True,True,True,False,True,True
92,6,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-499394,True,True,True,True,False,True,True
93,6,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-454502,True,True,True,True,False,True,True
94,6,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-436366,True,True,True,True,False,True,True
95,6,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-504057,True,True,True,True,False,True,True
96,7,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-537799,True,True,True,True,False,True,True
97,7,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-444094,True,True,True,True,False,True,True
98,7,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-444544,True,True,True,True,False,True,True
99,7,riverbend,spring_rain:riverbend->archive_quarter:thread:stable,v28-515121,True,True,True,True,False,True,True
100,7,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463315,True,True,True,True,False,True,True
101,7,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-533837,True,True,True,True,False,True,True
102,7,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-451811,True,True,True,True,False,True,True
103,7,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-452463,True,True,True,True,False,True,True
104,7,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-524508,True,True,True,True,False,True,True
105,7,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453027,True,True,True,True,False,True,True
106,7,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-533687,True,True,True,True,False,True,True
107,7,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-451689,True,True,True,True,False,True,True
108,7,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-453716,True,True,True,True,False,True,True
109,7,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-525100,True,True,True,True,False,True,True
110,7,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463468,True,True,True,True,False,True,True
111,7,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-546558,True,True,True,True,False,True,True
112,8,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-507749,True,True,True,True,False,True,True
113,8,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462245,True,True,True,True,False,True,True
114,8,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-444147,True,True,True,True,False,True,True
115,8,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-512267,True,True,True,True,False,True,True
116,8,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546494,True,True,True,True,False,True,True
117,8,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472706,True,True,True,True,False,True,True
118,8,orchard_fen,spring_rain:orchard_fen->riverbend:oil:stable,v28-440836,True,True,True,True,False,True,True
119,8,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-444029,True,True,True,True,False,True,True
120,8,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-500537,True,True,True,True,False,True,True
121,8,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-534641,True,True,True,True,False,True,True
122,8,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472080,True,True,True,True,False,True,True
123,8,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462398,True,True,True,True,False,True,True
124,8,riverbend,spring_rain:riverbend->roofward:water:stable,v28-433325,True,True,True,True,False,True,True
125,8,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501327,True,True,True,True,False,True,True
126,8,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546442,True,True,True,True,False,True,True
127,8,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-508495,True,True,True,True,False,True,True
128,9,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-453726,True,True,True,True,False,True,True
129,9,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-525312,True,True,True,True,False,True,True
130,9,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463477,True,True,True,True,False,True,True
131,9,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-546772,True,True,True,True,False,True,True
132,9,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-451973,True,True,True,True,False,True,True
133,9,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-452625,True,True,True,True,False,True,True
134,9,riverbend,spring_rain:riverbend->archive_quarter:thread:stable,v28-522943,True,True,True,True,False,True,True
135,9,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463351,True,True,True,True,False,True,True
136,9,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-533849,True,True,True,True,False,True,True
137,9,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-451851,True,True,True,True,False,True,True
138,9,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-452503,True,True,True,True,False,True,True
139,9,riverbend,spring_rain:riverbend->archive_quarter:planks:stable,v28-525262,True,True,True,True,False,True,True
140,9,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453463,True,True,True,True,False,True,True
141,9,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-533948,True,True,True,True,False,True,True
142,9,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452125,True,True,True,True,False,True,True
143,9,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-453956,True,True,True,True,False,True,True
144,10,riverbend,spring_rain:riverbend->roofward:water:stable,v28-433529,True,True,True,True,False,True,True
145,10,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501333,True,True,True,True,False,True,True
146,10,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546656,True,True,True,True,False,True,True
147,10,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-508500,True,True,True,True,False,True,True
148,10,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:shored,v28-464233,True,True,True,True,True,True,True
149,10,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-444191,True,True,True,True,False,True,True
150,10,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-511791,True,True,True,True,False,True,True
151,10,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546006,True,True,True,True,False,True,True
152,10,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472242,True,True,True,True,False,True,True
153,10,orchard_fen,spring_rain:orchard_fen->riverbend:oil:shored,v28-441415,True,True,True,True,True,True,True
154,10,riverbend,spring_rain:riverbend->roofward:planks:stable,v28-444266,True,True,True,True,False,True,True
155,10,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501489,True,True,True,True,False,True,True
156,10,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-535398,True,True,True,True,False,True,True
157,10,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-473022,True,True,True,True,False,True,True
158,10,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:shored,v28-464188,True,True,True,True,True,True,True
159,10,riverbend,spring_rain:riverbend->roofward:water:stable,v28-433373,True,True,True,True,False,True,True
160,11,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453473,True,True,True,True,False,True,True
161,11,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-534161,True,True,True,True,False,True,True
162,11,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452135,True,True,True,True,False,True,True
163,11,orchard_fen,spring_rain:orchard_fen->roofward:water:shored,v28-455203,True,True,True,True,True,True,True
164,11,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-525933,True,True,True,True,True,True,True
165,11,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463513,True,True,True,True,False,True,True
166,11,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-539967,True,True,True,True,False,True,True
167,11,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452013,True,True,True,True,False,True,True
168,11,orchard_fen,spring_rain:orchard_fen->roofward:seeds:shored,v28-453706,True,True,True,True,True,True,True
169,11,riverbend,spring_rain:riverbend->archive_quarter:thread:shored,v28-524798,True,True,True,True,True,True,True
170,11,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463792,True,True,True,True,False,True,True
171,11,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-534110,True,True,True,True,False,True,True
172,11,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452287,True,True,True,True,False,True,True
173,11,orchard_fen,spring_rain:orchard_fen->roofward:seeds:shored,v28-453784,True,True,True,True,True,True,True
174,11,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-525883,True,True,True,True,True,True,True
175,11,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453503,True,True,True,True,False,True,True
176,12,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-508293,True,True,True,True,False,True,True
177,12,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:shored,v28-463840,True,True,True,True,True,True,True
178,12,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-445722,True,True,True,True,True,True,True
179,12,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-512811,True,True,True,True,False,True,True
180,12,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546542,True,True,True,True,False,True,True
181,12,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472754,True,True,True,True,False,True,True
182,12,orchard_fen,spring_rain:orchard_fen->riverbend:oil:shored,v28-441915,True,True,True,True,True,True,True
183,12,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-445108,True,True,True,True,True,True,True
184,12,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501081,True,True,True,True,False,True,True
185,12,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-535185,True,True,True,True,False,True,True
186,12,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472624,True,True,True,True,False,True,True
187,12,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:shored,v28-463993,True,True,True,True,True,True,True
188,12,riverbend,spring_rain:riverbend->roofward:water:shored,v28-434890,True,True,True,True,True,True,True
189,12,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501871,True,True,True,True,False,True,True
190,12,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546490,True,True,True,True,False,True,True
191,12,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-508543,True,True,True,True,False,True,True
192,13,orchard_fen,spring_rain:orchard_fen->roofward:water:shored,v28-454815,True,True,True,True,True,True,True
193,13,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-526461,True,True,True,True,True,True,True
194,13,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-464021,True,True,True,True,False,True,True
195,13,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-547316,True,True,True,True,False,True,True
196,13,signal_ridge,spring_rain:signal_ridge->riverbend:oil:shored,v28-453558,True,True,True,True,True,True,True
197,13,orchard_fen,spring_rain:orchard_fen->roofward:seeds:shored,v28-454210,True,True,True,True,True,True,True
198,13,riverbend,spring_rain:riverbend->archive_quarter:thread:shored,v28-517875,True,True,True,True,True,True,True
199,13,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463895,True,True,True,True,False,True,True
200,13,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-533410,True,True,True,True,False,True,True
201,13,signal_ridge,spring_rain:signal_ridge->riverbend:oil:shored,v28-452453,True,True,True,True,True,True,True
202,13,orchard_fen,spring_rain:orchard_fen->roofward:seeds:shored,v28-453105,True,True,True,True,True,True,True
203,13,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-525924,True,True,True,True,True,True,True
204,13,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453520,True,True,True,True,False,True,True
205,13,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-534005,True,True,True,True,False,True,True
206,13,signal_ridge,spring_rain:signal_ridge->riverbend:oil:shored,v28-453223,True,True,True,True,True,True,True
207,13,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-454013,True,True,True,True,True,True,True
208,14,riverbend,spring_rain:riverbend->roofward:water:shored,v28-434607,True,True,True,True,True,True,True
209,14,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501390,True,True,True,True,False,True,True
210,14,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546217,True,True,True,True,False,True,True
211,14,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:shored,v28-509152,True,True,True,True,True,True,True
212,14,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462743,True,True,True,True,False,True,True
213,14,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-444783,True,True,True,True,True,True,True
214,14,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-511848,True,True,True,True,False,True,True
215,14,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546063,True,True,True,True,False,True,True
216,14,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:shored,v28-473360,True,True,True,True,True,True,True
217,14,orchard_fen,spring_rain:orchard_fen->riverbend:oil:stable,v28-440441,True,True,True,True,False,True,True
218,14,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-445354,True,True,True,True,True,True,True
219,14,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501546,True,True,True,True,False,True,True
220,14,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-534959,True,True,True,True,False,True,True
221,14,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:shored,v28-473644,True,True,True,True,True,True,True
222,14,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462698,True,True,True,True,False,True,True
223,14,riverbend,spring_rain:riverbend->roofward:water:shored,v28-433955,True,True,True,True,True,True,True
224,15,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453530,True,True,True,True,False,True,True
225,15,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-534218,True,True,True,True,False,True,True
226,15,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452192,True,True,True,True,True,True,True
227,15,orchard_fen,spring_rain:orchard_fen->roofward:water:stable,v28-454219,True,True,True,True,False,True,True
228,15,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-525990,True,True,True,True,True,True,True
229,15,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463570,True,True,True,True,False,True,True
230,15,archive_quarter,spring_rain:archive_quarter->orchard_fen:planks:stable,v28-546341,True,True,True,True,False,True,True
231,15,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-451574,True,True,True,True,False,True,True
232,15,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-452226,True,True,True,True,False,True,True
233,15,riverbend,spring_rain:riverbend->archive_quarter:thread:shored,v28-524359,True,True,True,True,True,True,True
234,15,roofward,spring_rain:roofward->signal_ridge:herbs:stable,v28-463849,True,True,True,True,False,True,True
235,15,archive_quarter,spring_rain:archive_quarter->orchard_fen:paper:stable,v28-534167,True,True,True,True,False,True,True
236,15,signal_ridge,spring_rain:signal_ridge->riverbend:oil:stable,v28-452344,True,True,True,True,False,True,True
237,15,orchard_fen,spring_rain:orchard_fen->roofward:seeds:stable,v28-452800,True,True,True,True,False,True,True
238,15,riverbend,spring_rain:riverbend->archive_quarter:planks:shored,v28-525940,True,True,True,True,True,True,True
239,15,roofward,spring_rain:roofward->signal_ridge:wire:stable,v28-453560,True,True,True,True,False,True,True
240,16,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-535172,True,True,True,True,False,True,True
241,16,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472591,True,True,True,True,False,True,True
242,16,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462905,True,True,True,True,False,True,True
243,16,riverbend,spring_rain:riverbend->roofward:water:shored,v28-434159,True,True,True,True,True,True,True
244,16,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-500918,True,True,True,True,False,True,True
245,16,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546225,True,True,True,True,False,True,True
246,16,signal_ridge,spring_rain:signal_ridge->orchard_fen:planks:stable,v28-508081,True,True,True,True,False,True,True
247,16,orchard_fen,spring_rain:orchard_fen->riverbend:seeds:stable,v28-462779,True,True,True,True,False,True,True
248,16,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-445516,True,True,True,True,True,True,True
249,16,roofward,spring_rain:roofward->archive_quarter:thread:stable,v28-512805,True,True,True,True,False,True,True
250,16,archive_quarter,spring_rain:archive_quarter->signal_ridge:paper:stable,v28-546327,True,True,True,True,False,True,True
251,16,signal_ridge,spring_rain:signal_ridge->orchard_fen:oil:stable,v28-472745,True,True,True,True,False,True,True
252,16,orchard_fen,spring_rain:orchard_fen->riverbend:oil:stable,v28-440678,True,True,True,True,False,True,True
253,16,riverbend,spring_rain:riverbend->roofward:planks:shored,v28-444902,True,True,True,True,True,True,True
254,16,roofward,spring_rain:roofward->archive_quarter:herbs:stable,v28-501074,True,True,True,True,False,True,True
