arc_id,day,arc_turn,conflict_topic,participants,remembered_prior_arc,public_conflict_summary,active_counterproposal_count,arc_state_version,arc_ready
v17-arc-04,11,4,route safety,Keth|Nari|Vonn,v17-arc-02,route safety conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-04,11,5,ritual noise,Melo|Ori,v17-arc-02,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-04,11,6,rest space,Nari|Vonn,v17-arc-02,rest space conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-04,11,7,route safety,Ori|Sova,v17-arc-02,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-04,11,8,route safety,Vonn|Keth|Nari,v17-arc-02,route safety conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-04,11,9,repair interruption,Sova|Melo,v17-arc-02,repair interruption conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-04,12,0,archive privacy,Melo|Ori,v17-arc-02,archive privacy conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-04,12,1,tool access,Nari|Vonn,v17-arc-02,tool access conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-04,12,2,ritual noise,Ori|Sova|Melo,v17-arc-02,ritual noise conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-04,12,3,tool access,Vonn|Keth,v17-arc-02,tool access conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-04,12,4,ritual noise,Sova|Melo,v17-arc-03,ritual noise conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-04,12,5,rest space,Keth|Nari,v17-arc-03,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-04,12,6,repair interruption,Melo|Ori|Sova,v17-arc-03,repair interruption conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-04,12,7,repair interruption,Nari|Vonn,v17-arc-03,repair interruption conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-04,12,8,rest space,Ori|Sova,v17-arc-03,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-04,12,9,archive privacy,Vonn|Keth,v17-arc-03,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-05,13,0,ritual noise,Keth|Nari|Vonn,v17-arc-03,ritual noise conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-05,13,1,repair interruption,Melo|Ori,v17-arc-03,repair interruption conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-05,13,2,ritual noise,Nari|Vonn,v17-arc-03,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-05,13,3,rest space,Ori|Sova,v17-arc-03,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-05,13,4,tool access,Vonn|Keth|Nari,v17-arc-03,tool access conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-05,13,5,tool access,Sova|Melo,v17-arc-03,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-05,13,6,route safety,Keth|Nari,v17-arc-03,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-05,13,7,market debt,Melo|Ori,v17-arc-03,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-05,13,8,rest space,Nari|Vonn|Keth,v17-arc-03,rest space conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-05,13,9,route safety,Ori|Sova,v17-arc-03,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-05,14,0,tool access,Sova|Melo,v17-arc-04,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-05,14,1,route safety,Keth|Nari,v17-arc-04,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-05,14,2,archive privacy,Melo|Ori|Sova,v17-arc-04,archive privacy conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-05,14,3,market debt,Nari|Vonn,v17-arc-04,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-05,14,4,archive privacy,Ori|Sova,v17-arc-04,archive privacy conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-05,14,5,ritual noise,Vonn|Keth,v17-arc-04,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-05,14,6,ritual noise,Sova|Melo|Ori,v17-arc-04,ritual noise conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-05,14,7,tool access,Keth|Nari,v17-arc-04,tool access conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-05,14,8,market debt,Melo|Ori,v17-arc-04,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-05,14,9,archive privacy,Nari|Vonn,v17-arc-04,archive privacy conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-05,15,0,route safety,Vonn|Keth|Nari,v17-arc-04,route safety conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-05,15,1,tool access,Sova|Melo,v17-arc-04,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-05,15,2,rest space,Keth|Nari,v17-arc-04,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-05,15,3,market debt,Melo|Ori,v17-arc-05,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-05,15,4,archive privacy,Nari|Vonn|Keth,v17-arc-05,archive privacy conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-05,15,5,route safety,Ori|Sova,v17-arc-05,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-05,15,6,rest space,Vonn|Keth,v17-arc-05,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-05,15,7,archive privacy,Sova|Melo,v17-arc-05,archive privacy conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-05,15,8,market debt,Keth|Nari|Vonn,v17-arc-05,market debt conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-05,15,9,route safety,Melo|Ori,v17-arc-05,route safety conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-06,16,0,ritual noise,Ori|Sova,v17-arc-05,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-06,16,1,archive privacy,Vonn|Keth,v17-arc-05,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-06,16,2,rest space,Sova|Melo|Ori,v17-arc-05,rest space conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-06,16,3,route safety,Keth|Nari,v17-arc-05,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-06,16,4,ritual noise,Melo|Ori,v17-arc-05,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-06,16,5,archive privacy,Nari|Vonn,v17-arc-05,archive privacy conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-06,16,6,archive privacy,Ori|Sova|Melo,v17-arc-05,archive privacy conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-06,16,7,rest space,Vonn|Keth,v17-arc-05,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-06,16,8,route safety,Sova|Melo,v17-arc-05,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-06,16,9,archive privacy,Keth|Nari,v17-arc-05,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-06,17,0,tool access,Nari|Vonn|Keth,v17-arc-06,tool access conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-06,17,1,ritual noise,Ori|Sova,v17-arc-06,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-06,17,2,repair interruption,Vonn|Keth,v17-arc-03,repair interruption conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-06,17,3,archive privacy,Sova|Melo,v17-arc-03,archive privacy conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-06,17,4,tool access,Keth|Nari|Vonn,v17-arc-03,tool access conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-06,17,5,tool access,Melo|Ori,v17-arc-03,tool access conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-06,17,6,rest space,Nari|Vonn,v17-arc-03,rest space conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-06,17,7,market debt,Ori|Sova,v17-arc-03,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-06,17,8,repair interruption,Vonn|Keth|Nari,v17-arc-03,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-06,17,9,market debt,Sova|Melo,v17-arc-03,market debt conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-06,18,0,tool access,Melo|Ori,v17-arc-03,tool access conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-06,18,1,repair interruption,Nari|Vonn,v17-arc-03,repair interruption conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-06,18,2,repair interruption,Ori|Sova|Melo,v17-arc-04,repair interruption conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-06,18,3,tool access,Vonn|Keth,v17-arc-04,tool access conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-06,18,4,rest space,Sova|Melo,v17-arc-04,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-06,18,5,archive privacy,Keth|Nari,v17-arc-04,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-06,18,6,tool access,Melo|Ori|Sova,v17-arc-04,tool access conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-06,18,7,route safety,Nari|Vonn,v17-arc-04,route safety conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-06,18,8,route safety,Ori|Sova,v17-arc-04,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-06,18,9,rest space,Vonn|Keth,v17-arc-04,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-07,19,0,repair interruption,Keth|Nari|Vonn,v17-arc-04,repair interruption conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-07,19,1,rest space,Melo|Ori,v17-arc-04,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-07,19,2,ritual noise,Nari|Vonn,v17-arc-04,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-07,19,3,tool access,Ori|Sova,v17-arc-04,tool access conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-07,19,4,repair interruption,Vonn|Keth|Nari,v17-arc-04,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-07,19,5,route safety,Sova|Melo,v17-arc-04,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-07,19,6,repair interruption,Keth|Nari,v17-arc-05,repair interruption conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-07,19,7,route safety,Melo|Ori,v17-arc-05,route safety conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-07,19,8,tool access,Nari|Vonn|Keth,v17-arc-05,tool access conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-07,19,9,market debt,Ori|Sova,v17-arc-05,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-07,20,0,repair interruption,Sova|Melo,v17-arc-05,repair interruption conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-07,20,1,archive privacy,Keth|Nari,v17-arc-05,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-07,20,2,archive privacy,Melo|Ori|Sova,v17-arc-05,archive privacy conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-07,20,3,market debt,Nari|Vonn,v17-arc-05,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-07,20,4,tool access,Ori|Sova,v17-arc-05,tool access conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-07,20,5,rest space,Vonn|Keth,v17-arc-05,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-07,20,6,tool access,Sova|Melo|Ori,v17-arc-05,tool access conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-07,20,7,rest space,Keth|Nari,v17-arc-05,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-07,20,8,repair interruption,Melo|Ori,v17-arc-05,repair interruption conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-07,20,9,ritual noise,Nari|Vonn,v17-arc-05,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-07,21,0,tool access,Vonn|Keth|Nari,v17-arc-06,tool access conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-07,21,1,repair interruption,Sova|Melo,v17-arc-06,repair interruption conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-07,21,2,rest space,Keth|Nari,v17-arc-06,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-07,21,3,rest space,Melo|Ori,v17-arc-06,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-07,21,4,ritual noise,Nari|Vonn|Keth,v17-arc-06,ritual noise conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
