tick_id,day,route_id,export_hash,import_hash,exported_bytes,import_attempted,import_accepted,roundtrip_ok,rejected_reason,visible_import_notice
83,6,riverbend_roofward,v31-492148,v31-450286,69,False,False,True,none,export ready
84,6,roofward_archive,v31-511118,v31-442680,69,True,True,v31-511118,none,import accepted
85,6,archive_signal,v31-538915,v31-467593,71,False,False,True,none,export ready
86,6,signal_orchard,v31-546179,v31-502429,74,False,False,True,none,export ready
87,6,orchard_riverbend,v31-616522,v31-542502,77,False,False,True,none,export ready
88,6,central_repair_ring,v31-593570,v31-520337,75,False,False,True,none,export ready
89,6,riverbend_roofward,v31-519770,v31-450641,69,True,True,v31-519770,none,import accepted
90,7,roofward_archive,v31-513428,v31-442788,69,False,False,True,none,export ready
91,7,archive_signal,v31-538915,v31-467948,71,True,True,v31-538915,none,import accepted
92,7,signal_orchard,v31-546179,v31-502429,74,False,False,True,none,export ready
93,7,orchard_riverbend,v31-587500,v31-542502,77,False,False,True,none,export ready
94,7,central_repair_ring,v31-571266,v31-526729,76,False,False,True,none,export ready
95,7,riverbend_roofward,v31-492379,v31-450641,69,False,False,True,none,export ready
96,7,roofward_archive,v31-485022,v31-442788,69,False,False,True,none,export ready
97,7,archive_signal,v31-510840,v31-467948,71,False,False,True,none,export ready
98,7,signal_orchard,v31-546414,v31-502897,74,True,True,v31-546414,none,import accepted
99,7,orchard_riverbend,v31-587500,v31-542873,77,True,True,v31-587500,none,import accepted
100,7,central_repair_ring,v31-600080,v31-526729,76,False,False,True,none,export ready
101,7,riverbend_roofward,v31-492503,v31-450641,69,False,False,True,none,export ready
102,7,roofward_archive,v31-512749,v31-442896,69,False,False,True,none,export ready
103,7,archive_signal,v31-538614,v31-467948,71,False,False,True,none,export ready
104,7,signal_orchard,v31-546647,v31-503259,74,True,True,v31-546647,none,import accepted
105,8,orchard_riverbend,v31-587848,v31-543353,77,True,True,v31-587848,none,import accepted
106,8,central_repair_ring,v31-571397,v31-527100,76,True,True,v31-571397,none,import accepted
107,8,riverbend_roofward,v31-492503,v31-450641,69,False,False,True,none,export ready
108,8,roofward_archive,v31-512749,v31-442896,69,False,False,True,none,export ready
109,8,archive_signal,v31-517612,v31-474264,72,False,False,True,none,export ready
110,8,signal_orchard,v31-546880,v31-503259,74,False,False,True,none,export ready
111,8,orchard_riverbend,v31-588087,v31-543353,77,False,False,True,none,export ready
112,8,central_repair_ring,v31-571637,v31-527100,76,False,False,True,none,export ready
113,8,riverbend_roofward,v31-498850,v31-456537,70,False,False,True,none,export ready
114,8,roofward_archive,v31-485130,v31-443250,69,True,True,v31-485130,none,import accepted
115,8,archive_signal,v31-545858,v31-474264,72,False,False,True,none,export ready
116,8,signal_orchard,v31-547009,v31-503259,74,False,False,True,none,export ready
117,8,orchard_riverbend,v31-617772,v31-543462,77,False,False,True,none,export ready
118,8,central_repair_ring,v31-600723,v31-527100,76,False,False,True,none,export ready
119,8,riverbend_roofward,v31-498975,v31-456895,70,True,True,v31-498975,none,import accepted
120,9,roofward_archive,v31-485468,v31-443358,69,False,False,True,none,export ready
121,9,archive_signal,v31-517739,v31-474622,72,True,True,v31-517739,none,import accepted
122,9,signal_orchard,v31-547009,v31-503259,74,False,False,True,none,export ready
123,9,orchard_riverbend,v31-617772,v31-543462,77,False,False,True,none,export ready
124,9,central_repair_ring,v31-571879,v31-527211,76,False,False,True,none,export ready
125,9,riverbend_roofward,v31-499208,v31-456895,70,False,False,True,none,export ready
126,9,roofward_archive,v31-485592,v31-443358,69,False,False,True,none,export ready
127,9,archive_signal,v31-517970,v31-474622,72,False,False,True,none,export ready
128,9,signal_orchard,v31-547244,v31-503365,74,False,False,True,none,export ready
129,9,orchard_riverbend,v31-588196,v31-543833,77,True,True,v31-588196,none,import accepted
130,9,central_repair_ring,v31-586593,v31-527211,76,False,False,True,none,export ready
131,9,riverbend_roofward,v31-499333,v31-456895,70,False,False,True,none,export ready
132,9,roofward_archive,v31-485824,v31-443466,69,False,False,True,none,export ready
133,9,archive_signal,v31-532256,v31-474622,72,False,False,True,none,export ready
134,9,signal_orchard,v31-575910,v31-503727,74,True,True,v31-575910,none,import accepted
135,10,central_repair_ring,v31-572121,v31-527322,76,False,False,True,none,export ready
136,10,riverbend_roofward,v31-499333,v31-457253,70,True,True,v31-499333,none,import accepted
137,10,roofward_archive,v31-485948,v31-443466,69,False,False,True,none,export ready
138,10,archive_signal,v31-518097,v31-474622,72,False,False,True,none,export ready
139,10,signal_orchard,v31-430093,v31-389295,65,False,False,True,none,export ready
140,10,orchard_riverbend,v31-588435,v31-543833,77,False,False,True,none,export ready
141,10,central_repair_ring,v31-572121,v31-527322,76,False,False,True,none,export ready
142,10,riverbend_roofward,v31-499566,v31-457253,70,False,False,True,none,export ready
143,10,roofward_archive,v31-491391,v31-443574,69,False,False,True,none,export ready
144,10,archive_signal,v31-523552,v31-474980,72,True,True,v31-523552,none,import accepted
145,10,signal_orchard,v31-456485,v31-389295,65,False,False,True,none,export ready
146,10,orchard_riverbend,v31-588567,v31-543833,77,False,False,True,none,export ready
147,10,central_repair_ring,v31-594453,v31-527804,76,True,True,v31-594453,none,import accepted
148,10,riverbend_roofward,v31-528194,v31-457253,70,False,False,True,none,export ready
149,10,roofward_archive,v31-519614,v31-443928,69,True,True,v31-519614,none,import accepted
150,11,archive_signal,v31-446706,v31-400001,66,False,False,True,none,export ready
151,11,signal_orchard,v31-430213,v31-389639,65,True,True,v31-430213,none,import accepted
152,11,orchard_riverbend,v31-588567,v31-543833,77,False,False,True,none,export ready
153,11,central_repair_ring,v31-572472,v31-527804,76,False,False,True,none,export ready
154,11,riverbend_roofward,v31-630232,v31-584892,80,True,True,v31-630232,none,import accepted
155,11,roofward_archive,v31-491621,v31-443928,69,False,False,True,none,export ready
156,11,archive_signal,v31-446706,v31-400001,66,False,False,True,none,export ready
157,11,signal_orchard,v31-430557,v31-389639,65,False,False,True,none,export ready
158,11,orchard_riverbend,v31-588808,v31-543942,77,False,False,True,none,export ready
159,11,central_repair_ring,v31-572472,v31-528175,76,True,True,v31-572472,none,import accepted
160,11,riverbend_roofward,v31-630585,v31-585002,80,False,False,True,none,export ready
161,11,roofward_archive,v31-491746,v31-443928,69,False,False,True,none,export ready
162,11,archive_signal,v31-475045,v31-400107,66,False,False,True,none,export ready
163,11,signal_orchard,v31-435732,v31-389639,65,False,False,True,none,export ready
164,11,orchard_riverbend,v31-610913,v31-544313,77,True,True,v31-610913,none,import accepted
165,12,central_repair_ring,v31-572823,v31-528286,76,False,False,True,none,export ready
166,12,riverbend_roofward,v31-630720,v31-585380,80,True,True,v31-630720,none,import accepted
167,12,roofward_archive,v31-520334,v31-444036,69,False,False,True,none,export ready
168,12,archive_signal,v31-475045,v31-400107,66,False,False,True,none,export ready
169,12,signal_orchard,v31-435959,v31-389745,65,False,False,True,none,export ready
170,12,orchard_riverbend,v31-589047,v31-544313,77,False,False,True,none,export ready
171,12,central_repair_ring,v31-595591,v31-528286,76,False,False,True,none,export ready
172,12,riverbend_roofward,v31-630963,v31-585380,80,False,False,True,none,export ready
173,12,roofward_archive,v31-491114,v31-443171,69,False,False,True,none,export ready
174,12,archive_signal,v31-474663,v31-400453,66,True,True,v31-474663,none,import accepted
175,12,signal_orchard,v31-455672,v31-389745,65,False,False,True,none,export ready
176,12,orchard_riverbend,v31-611429,v31-544313,77,False,False,True,none,export ready
177,12,central_repair_ring,v31-594880,v31-528397,76,False,False,True,none,export ready
178,12,riverbend_roofward,v31-652832,v31-585380,80,False,False,True,none,export ready
179,12,roofward_archive,v31-512744,v31-443633,69,True,True,v31-512744,none,import accepted
180,13,archive_signal,v31-447143,v31-400559,66,False,False,True,none,export ready
181,13,signal_orchard,v31-436080,v31-390089,65,True,True,v31-436080,none,import accepted
182,13,orchard_riverbend,v31-589179,v31-544313,77,False,False,True,none,export ready
183,13,central_repair_ring,v31-594880,v31-528397,76,False,False,True,none,export ready
184,13,riverbend_roofward,v31-631208,v31-585490,80,False,False,True,none,export ready
185,13,roofward_archive,v31-491452,v31-443633,69,False,False,True,none,export ready
186,13,archive_signal,v31-447249,v31-400665,66,False,False,True,none,export ready
187,13,signal_orchard,v31-436304,v31-390089,65,False,False,True,none,export ready
188,13,orchard_riverbend,v31-594943,v31-544422,77,False,False,True,none,export ready
189,13,central_repair_ring,v31-578549,v31-528768,76,True,True,v31-578549,none,import accepted
190,13,riverbend_roofward,v31-653790,v31-585490,80,False,False,True,none,export ready
191,13,roofward_archive,v31-491577,v31-443633,69,False,False,True,none,export ready
192,13,archive_signal,v31-475331,v31-400771,66,False,False,True,none,export ready
193,13,signal_orchard,v31-456660,v31-390089,65,False,False,True,none,export ready
194,13,orchard_riverbend,v31-616504,v31-543811,77,True,True,v31-616504,none,import accepted
195,14,central_repair_ring,v31-578032,v31-527879,76,False,False,True,none,export ready
196,14,riverbend_roofward,v31-636983,v31-591284,80,True,True,v31-636983,none,import accepted
197,14,roofward_archive,v31-491577,v31-443633,69,False,False,True,none,export ready
198,14,archive_signal,v31-474691,v31-400771,66,False,False,True,none,export ready
199,14,signal_orchard,v31-435576,v31-389240,65,False,False,True,none,export ready
200,14,orchard_riverbend,v31-594200,v31-543811,77,False,False,True,none,export ready
201,14,central_repair_ring,v31-578032,v31-527879,76,False,False,True,none,export ready
202,14,riverbend_roofward,v31-643009,v31-591284,80,False,False,True,none,export ready
203,14,roofward_archive,v31-491810,v31-444095,69,True,True,v31-491810,none,import accepted
204,14,archive_signal,v31-447355,v31-401117,66,True,True,v31-447355,none,import accepted
205,14,signal_orchard,v31-456293,v31-389346,65,False,False,True,none,export ready
206,14,orchard_riverbend,v31-594333,v31-543811,77,False,False,True,none,export ready
207,14,central_repair_ring,v31-599550,v31-527990,76,False,False,True,none,export ready
208,14,riverbend_roofward,v31-666196,v31-591284,80,False,False,True,none,export ready
209,14,roofward_archive,v31-492040,v31-449436,69,True,True,v31-492040,none,import accepted
210,15,signal_orchard,v31-435909,v31-509570,74,True,True,v31-435909,none,import accepted
211,15,orchard_riverbend,v31-617540,v31-549590,77,True,True,v31-617540,none,import accepted
212,15,central_repair_ring,v31-599550,v31-527990,76,False,False,True,none,export ready
213,15,riverbend_roofward,v31-643146,v31-591284,80,False,False,True,none,export ready
214,15,roofward_archive,v31-568171,v31-517753,75,False,False,True,none,export ready
215,15,archive_signal,v31-447580,v31-401117,66,False,False,True,none,export ready
216,15,signal_orchard,v31-559617,v31-509570,74,False,False,True,none,export ready
217,15,orchard_riverbend,v31-600457,v31-549699,77,True,False,True,stale branch revision,rejected: stale branch revision
218,15,central_repair_ring,v31-578386,v31-528101,76,False,False,True,none,export ready
219,15,riverbend_roofward,v31-643146,v31-597016,80,True,True,v31-643146,none,import accepted
220,15,roofward_archive,v31-597748,v31-517753,75,False,False,True,none,export ready
221,15,archive_signal,v31-447702,v31-401117,66,False,False,True,none,export ready
222,15,signal_orchard,v31-574437,v31-509676,74,False,False,True,none,export ready
223,15,orchard_riverbend,v31-615741,v31-549808,77,False,False,True,none,export ready
224,15,central_repair_ring,v31-592653,v31-533732,76,True,True,v31-592653,none,import accepted
225,16,riverbend_roofward,v31-511218,v31-468124,70,False,False,True,none,export ready
226,16,roofward_archive,v31-568303,v31-523278,75,True,True,v31-568303,none,import accepted
227,16,archive_signal,v31-474380,v31-401117,66,False,False,True,none,export ready
228,16,signal_orchard,v31-574437,v31-509676,74,False,False,True,none,export ready
229,16,orchard_riverbend,v31-479631,v31-432060,68,False,False,True,none,export ready
230,16,central_repair_ring,v31-584366,v31-533843,76,False,False,True,none,export ready
231,16,riverbend_roofward,v31-511345,v31-468124,70,False,False,True,none,export ready
232,16,roofward_archive,v31-568540,v31-523278,75,False,False,True,none,export ready
233,16,archive_signal,v31-446975,v31-400268,66,False,False,True,none,export ready
234,16,signal_orchard,v31-559723,v31-515158,74,True,True,v31-559723,none,import accepted
235,16,orchard_riverbend,v31-493703,v31-432060,68,False,False,True,none,export ready
236,16,central_repair_ring,v31-584610,v31-533954,76,False,False,True,none,export ready
237,16,riverbend_roofward,v31-511582,v31-468234,70,False,False,True,none,export ready
238,16,roofward_archive,v31-568540,v31-523278,75,False,False,True,none,export ready
239,16,archive_signal,v31-475087,v31-405484,66,True,True,v31-475087,none,import accepted
240,17,signal_orchard,v31-560063,v31-515264,74,False,False,True,none,export ready
241,17,orchard_riverbend,v31-479756,v31-437299,68,True,True,v31-479756,none,import accepted
242,17,central_repair_ring,v31-584610,v31-533954,76,False,False,True,none,export ready
243,17,riverbend_roofward,v31-511709,v31-468234,70,False,False,True,none,export ready
244,17,roofward_archive,v31-583469,v31-523386,75,False,False,True,none,export ready
245,17,archive_signal,v31-452440,v31-405484,66,False,False,True,none,export ready
246,17,signal_orchard,v31-560063,v31-515264,74,False,False,True,none,export ready
247,17,orchard_riverbend,v31-479987,v31-437299,68,False,False,True,none,export ready
248,17,central_repair_ring,v31-584854,v31-534065,76,False,False,True,none,export ready
249,17,riverbend_roofward,v31-511709,v31-468595,70,True,True,v31-511709,none,import accepted
250,17,roofward_archive,v31-568780,v31-523386,75,False,False,True,none,export ready
251,17,archive_signal,v31-452563,v31-405484,66,False,False,True,none,export ready
252,17,signal_orchard,v31-574608,v31-515735,74,True,True,v31-574608,none,import accepted
253,17,orchard_riverbend,v31-493533,v31-437299,68,False,False,True,none,export ready
254,17,central_repair_ring,v31-599782,v31-539634,76,True,True,v31-599782,none,import accepted
255,18,riverbend_roofward,v31-512053,v31-468705,70,False,False,True,none,export ready
256,18,roofward_archive,v31-568912,v31-523755,75,True,True,v31-568912,none,import accepted
257,18,archive_signal,v31-452563,v31-405484,66,False,False,True,none,export ready
258,18,signal_orchard,v31-560403,v31-515735,74,False,False,True,none,export ready
259,18,orchard_riverbend,v31-480221,v31-437764,68,True,True,v31-480221,none,import accepted
260,18,central_repair_ring,v31-585095,v31-539634,76,False,False,True,none,export ready
261,18,riverbend_roofward,v31-512053,v31-468705,70,False,False,True,none,export ready
262,18,roofward_archive,v31-569149,v31-523755,75,False,False,True,none,export ready
263,18,archive_signal,v31-452792,v31-405590,66,False,False,True,none,export ready
264,18,signal_orchard,v31-560403,v31-516100,74,True,True,v31-560403,none,import accepted
265,18,orchard_riverbend,v31-480452,v31-437764,68,False,False,True,none,export ready
266,18,central_repair_ring,v31-585228,v31-539634,76,False,False,True,none,export ready
267,18,riverbend_roofward,v31-512163,v31-468815,70,False,False,True,none,export ready
268,18,roofward_archive,v31-583693,v31-523755,75,False,False,True,none,export ready
269,18,archive_signal,v31-452915,v31-410744,66,True,True,v31-452915,none,import accepted
270,19,signal_orchard,v31-559788,v31-515251,74,False,False,True,none,export ready
271,19,orchard_riverbend,v31-480577,v31-438120,68,True,True,v31-480577,none,import accepted
272,19,central_repair_ring,v31-585228,v31-539634,76,False,False,True,none,export ready
273,19,riverbend_roofward,v31-526449,v31-468815,70,False,False,True,none,export ready
274,19,roofward_archive,v31-568416,v31-522890,75,False,False,True,none,export ready
275,19,archive_signal,v31-453264,v31-410744,66,False,False,True,none,export ready
276,19,signal_orchard,v31-559919,v31-515251,74,False,False,True,none,export ready
277,19,orchard_riverbend,v31-480808,v31-438120,68,False,False,True,none,export ready
278,19,central_repair_ring,v31-599988,v31-539745,76,False,False,True,none,export ready
279,19,riverbend_roofward,v31-532398,v31-468815,70,True,False,True,stale branch revision,rejected: stale branch revision
280,19,roofward_archive,v31-583237,v31-522890,75,False,False,True,none,export ready
281,19,archive_signal,v31-453387,v31-410744,66,False,False,True,none,export ready
282,19,signal_orchard,v31-560156,v31-515357,74,False,False,True,none,export ready
283,19,orchard_riverbend,v31-494880,v31-438120,68,False,False,True,none,export ready
284,19,central_repair_ring,v31-599988,v31-540119,76,True,True,v31-599988,none,import accepted
285,20,roofward_archive,v31-568548,v31-522890,75,False,False,True,none,export ready
286,20,archive_signal,v31-453387,v31-411093,66,True,True,v31-453387,none,import accepted
287,20,signal_orchard,v31-560287,v31-515357,74,False,False,True,none,export ready
288,20,orchard_riverbend,v31-480933,v31-438120,68,False,False,True,none,export ready
289,20,central_repair_ring,v31-613458,v31-567335,78,False,False,True,none,export ready
290,20,riverbend_roofward,v31-532267,v31-468815,70,False,False,True,none,export ready
291,20,roofward_archive,v31-568548,v31-522890,75,False,False,True,none,export ready
292,20,archive_signal,v31-453613,v31-411093,66,False,False,True,none,export ready
293,20,signal_orchard,v31-560524,v31-515463,74,False,False,True,none,export ready
294,20,orchard_riverbend,v31-481058,v31-437494,68,True,True,v31-481058,none,import accepted
295,20,central_repair_ring,v31-636040,v31-567335,78,False,False,True,none,export ready
296,20,riverbend_roofward,v31-512290,v31-468815,70,False,False,True,none,export ready
297,20,roofward_archive,v31-591038,v31-522998,75,False,False,True,none,export ready
298,20,archive_signal,v31-474287,v31-411093,66,False,False,True,none,export ready
299,20,signal_orchard,v31-583299,v31-515828,74,True,True,v31-583299,none,import accepted
300,21,orchard_riverbend,v31-601809,v31-555883,77,False,False,True,none,export ready
301,21,central_repair_ring,v31-613593,v31-567713,78,True,True,v31-613593,none,import accepted
302,21,riverbend_roofward,v31-512290,v31-468815,70,False,False,True,none,export ready
303,21,roofward_archive,v31-591038,v31-522998,75,False,False,True,none,export ready
304,21,archive_signal,v31-453736,v31-411093,66,False,False,True,none,export ready
305,21,signal_orchard,v31-560758,v31-515828,74,False,False,True,none,export ready
306,21,orchard_riverbend,v31-601809,v31-555883,77,False,False,True,none,export ready
307,21,central_repair_ring,v31-613971,v31-567713,78,False,False,True,none,export ready
308,21,riverbend_roofward,v31-643878,v31-597337,80,True,True,v31-643878,none,import accepted
309,21,roofward_archive,v31-568656,v31-523367,75,True,True,v31-568656,none,import accepted
310,21,archive_signal,v31-474669,v31-411093,66,False,False,True,none,export ready
311,21,signal_orchard,v31-560889,v31-515828,74,False,False,True,none,export ready
312,21,orchard_riverbend,v31-632767,v31-555992,77,False,False,True,none,export ready
313,21,central_repair_ring,v31-614106,v31-567713,78,False,False,True,none,export ready
314,21,riverbend_roofward,v31-644122,v31-597718,80,True,True,v31-644122,none,import accepted
315,22,roofward_archive,v31-569001,v31-523844,75,True,True,v31-569001,none,import accepted
316,22,archive_signal,v31-452751,v31-411442,66,True,True,v31-452751,none,import accepted
317,22,signal_orchard,v31-590662,v31-515828,74,False,False,True,none,export ready
318,22,orchard_riverbend,v31-632767,v31-555992,77,False,False,True,none,export ready
319,22,central_repair_ring,v31-614352,v31-567824,78,False,False,True,none,export ready
320,22,riverbend_roofward,v31-644476,v31-597828,80,False,False,True,none,export ready
321,22,roofward_archive,v31-569238,v31-523844,75,False,False,True,none,export ready
322,22,archive_signal,v31-452977,v31-411442,66,False,False,True,none,export ready
323,22,signal_orchard,v31-559840,v31-515828,74,False,False,True,none,export ready
324,22,orchard_riverbend,v31-633045,v31-556366,77,True,True,v31-633045,none,import accepted
325,22,central_repair_ring,v31-614352,v31-567824,78,False,False,True,none,export ready
326,22,riverbend_roofward,v31-644723,v31-597938,80,False,False,True,none,export ready
327,22,roofward_archive,v31-520008,v31-455461,69,False,False,True,none,export ready
328,22,archive_signal,v31-472998,v31-411442,66,False,False,True,none,export ready
329,22,signal_orchard,v31-589063,v31-516193,74,True,True,v31-589063,none,import accepted
330,23,orchard_riverbend,v31-602267,v31-556475,77,False,False,True,none,export ready
331,23,central_repair_ring,v31-613271,v31-568202,78,True,True,v31-613271,none,import accepted
332,23,riverbend_roofward,v31-644723,v31-597938,80,False,False,True,none,export ready
333,23,roofward_archive,v31-591976,v31-524060,75,False,False,True,none,export ready
334,23,archive_signal,v31-530793,v31-487173,72,False,False,True,none,export ready
335,23,signal_orchard,v31-560074,v31-516193,74,False,False,True,none,export ready
336,23,orchard_riverbend,v31-602267,v31-556475,77,False,False,True,none,export ready
337,23,central_repair_ring,v31-613514,v31-568202,78,False,False,True,none,export ready
338,23,riverbend_roofward,v31-512588,v31-468986,70,False,False,True,none,export ready
339,23,roofward_archive,v31-569562,v31-524537,75,True,True,v31-569562,none,import accepted
340,23,archive_signal,v31-552421,v31-487173,72,False,False,True,none,export ready
341,23,signal_orchard,v31-560205,v31-516193,74,False,False,True,none,export ready
342,23,orchard_riverbend,v31-632835,v31-556475,77,False,False,True,none,export ready
343,23,central_repair_ring,v31-636096,v31-568202,78,False,False,True,none,export ready
344,23,riverbend_roofward,v31-533225,v31-469347,70,True,True,v31-533225,none,import accepted
345,24,roofward_archive,v31-499412,v31-456142,69,False,False,True,none,export ready
346,24,archive_signal,v31-552527,v31-487640,72,True,True,v31-552527,none,import accepted
347,24,signal_orchard,v31-560205,v31-516193,74,False,False,True,none,export ready
348,24,orchard_riverbend,v31-632835,v31-556475,77,False,False,True,none,export ready
349,24,central_repair_ring,v31-613760,v31-568313,78,False,False,True,none,export ready
350,24,riverbend_roofward,v31-512822,v31-469347,70,False,False,True,none,export ready
351,24,roofward_archive,v31-499412,v31-456142,69,False,False,True,none,export ready
352,24,archive_signal,v31-453644,v31-412109,66,False,False,True,none,export ready
353,24,signal_orchard,v31-560442,v31-516299,74,False,False,True,none,export ready
354,24,orchard_riverbend,v31-602267,v31-556849,77,True,True,v31-602267,none,import accepted
355,24,central_repair_ring,v31-636625,v31-568313,78,False,False,True,none,export ready
