frame_id,generation,household,memory_type,memory_sentence,elder_source,child_receiver,trust_charge,caution_charge,gratitude_charge,recall_probability
15,3,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g03,Marketroof-child-g03,0.5556,0.4494,0.399,0.85702
15,3,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g03,Marketroof-child-g03,0.5556,0.3894,0.399,0.87702
15,3,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g03,Marketroof-child-g03,0.5556,0.3894,0.449,0.89702
16,3,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g03,Quietledger-child-g03,0.5828,0.4182,0.437,0.84118
16,3,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g03,Quietledger-child-g03,0.5428,0.4782,0.387,0.85718
16,3,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g03,Quietledger-child-g03,0.5428,0.4182,0.387,0.87718
16,3,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g03,Quietledger-child-g03,0.5428,0.4182,0.437,0.89718
17,3,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g03,Orchardring-child-g03,0.602,0.3858,0.455,0.841732
17,3,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g03,Orchardring-child-g03,0.562,0.4458,0.405,0.857732
17,3,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g03,Orchardring-child-g03,0.562,0.3858,0.405,0.877732
17,3,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g03,Orchardring-child-g03,0.562,0.3858,0.455,0.897732
18,3,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g03,Rainloft-child-g03,0.586,0.411,0.44,0.84114
18,3,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g03,Rainloft-child-g03,0.546,0.471,0.39,0.85714
18,3,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g03,Rainloft-child-g03,0.546,0.411,0.39,0.87714
18,3,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g03,Rainloft-child-g03,0.546,0.411,0.44,0.89714
19,4,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g04,Hearthnest-child-g04,0.6344,0.4176,0.476,0.8488
19,4,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g04,Hearthnest-child-g04,0.5944,0.4776,0.426,0.8648
19,4,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g04,Hearthnest-child-g04,0.5944,0.4176,0.426,0.8848
19,4,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g04,Hearthnest-child-g04,0.5944,0.4176,0.476,0.9048
20,4,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g04,Routehall-child-g04,0.5992,0.414,0.443,0.843168
20,4,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g04,Routehall-child-g04,0.5592,0.474,0.393,0.859168
20,4,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g04,Routehall-child-g04,0.5592,0.414,0.393,0.879168
20,4,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g04,Routehall-child-g04,0.5592,0.414,0.443,0.899168
21,4,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g04,Marketroof-child-g04,0.6056,0.4014,0.449,0.84322
21,4,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g04,Marketroof-child-g04,0.5656,0.4614,0.399,0.85922
21,4,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g04,Marketroof-child-g04,0.5656,0.4014,0.399,0.87922
21,4,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g04,Marketroof-child-g04,0.5656,0.4014,0.449,0.89922
22,4,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g04,Quietledger-child-g04,0.5928,0.4302,0.437,0.84338
22,4,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g04,Quietledger-child-g04,0.5528,0.4902,0.387,0.85938
22,4,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g04,Quietledger-child-g04,0.5528,0.4302,0.387,0.87938
22,4,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g04,Quietledger-child-g04,0.5528,0.4302,0.437,0.89938
23,4,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g04,Orchardring-child-g04,0.612,0.3978,0.455,0.843932
23,4,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g04,Orchardring-child-g04,0.572,0.4578,0.405,0.859932
23,4,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g04,Orchardring-child-g04,0.572,0.3978,0.405,0.879932
23,4,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g04,Orchardring-child-g04,0.572,0.3978,0.455,0.899932
24,4,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g04,Rainloft-child-g04,0.596,0.423,0.44,0.84334
24,4,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g04,Rainloft-child-g04,0.556,0.483,0.39,0.85934
24,4,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g04,Rainloft-child-g04,0.556,0.423,0.39,0.87934
24,4,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g04,Rainloft-child-g04,0.556,0.423,0.44,0.89934
25,5,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g05,Hearthnest-child-g05,0.6444,0.4296,0.476,0.851
25,5,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g05,Hearthnest-child-g05,0.6044,0.4896,0.426,0.867
25,5,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g05,Hearthnest-child-g05,0.6044,0.4296,0.426,0.887
25,5,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g05,Hearthnest-child-g05,0.6044,0.4296,0.476,0.907
26,5,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g05,Routehall-child-g05,0.6092,0.426,0.443,0.845368
26,5,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g05,Routehall-child-g05,0.5692,0.486,0.393,0.861368
26,5,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g05,Routehall-child-g05,0.5692,0.426,0.393,0.881368
26,5,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g05,Routehall-child-g05,0.5692,0.426,0.443,0.901368
27,5,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g05,Marketroof-child-g05,0.6156,0.4134,0.449,0.84542
27,5,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g05,Marketroof-child-g05,0.5756,0.4734,0.399,0.86142
27,5,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g05,Marketroof-child-g05,0.5756,0.4134,0.399,0.88142
27,5,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g05,Marketroof-child-g05,0.5756,0.4134,0.449,0.90142
28,5,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g05,Quietledger-child-g05,0.6028,0.4422,0.437,0.84558
28,5,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g05,Quietledger-child-g05,0.5628,0.5022,0.387,0.86158
28,5,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g05,Quietledger-child-g05,0.5628,0.4422,0.387,0.88158
28,5,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g05,Quietledger-child-g05,0.5628,0.4422,0.437,0.90158
29,5,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g05,Orchardring-child-g05,0.622,0.4098,0.455,0.846132
29,5,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g05,Orchardring-child-g05,0.582,0.4698,0.405,0.862132
29,5,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g05,Orchardring-child-g05,0.582,0.4098,0.405,0.882132
29,5,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g05,Orchardring-child-g05,0.582,0.4098,0.455,0.902132
30,5,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g05,Rainloft-child-g05,0.606,0.435,0.44,0.84554
30,5,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g05,Rainloft-child-g05,0.566,0.495,0.39,0.86154
30,5,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g05,Rainloft-child-g05,0.566,0.435,0.39,0.88154
30,5,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g05,Rainloft-child-g05,0.566,0.435,0.44,0.90154
31,6,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g06,Hearthnest-child-g06,0.6544,0.4416,0.476,0.8532
31,6,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g06,Hearthnest-child-g06,0.6144,0.5016,0.426,0.8692
31,6,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g06,Hearthnest-child-g06,0.6144,0.4416,0.426,0.8892
31,6,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g06,Hearthnest-child-g06,0.6144,0.4416,0.476,0.9092
32,6,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g06,Routehall-child-g06,0.6192,0.438,0.443,0.847568
32,6,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g06,Routehall-child-g06,0.5792,0.498,0.393,0.863568
32,6,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g06,Routehall-child-g06,0.5792,0.438,0.393,0.883568
32,6,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g06,Routehall-child-g06,0.5792,0.438,0.443,0.903568
33,6,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g06,Marketroof-child-g06,0.6256,0.4254,0.449,0.84762
33,6,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g06,Marketroof-child-g06,0.5856,0.4854,0.399,0.86362
33,6,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g06,Marketroof-child-g06,0.5856,0.4254,0.399,0.88362
33,6,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g06,Marketroof-child-g06,0.5856,0.4254,0.449,0.90362
34,6,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g06,Quietledger-child-g06,0.6128,0.4542,0.437,0.84778
34,6,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g06,Quietledger-child-g06,0.5728,0.5142,0.387,0.86378
34,6,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g06,Quietledger-child-g06,0.5728,0.4542,0.387,0.88378
34,6,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g06,Quietledger-child-g06,0.5728,0.4542,0.437,0.90378
35,6,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g06,Orchardring-child-g06,0.632,0.4218,0.455,0.848332
35,6,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g06,Orchardring-child-g06,0.592,0.4818,0.405,0.864332
35,6,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g06,Orchardring-child-g06,0.592,0.4218,0.405,0.884332
35,6,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g06,Orchardring-child-g06,0.592,0.4218,0.455,0.904332
36,6,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g06,Rainloft-child-g06,0.616,0.447,0.44,0.84774
36,6,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g06,Rainloft-child-g06,0.576,0.507,0.39,0.86374
36,6,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g06,Rainloft-child-g06,0.576,0.447,0.39,0.88374
36,6,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g06,Rainloft-child-g06,0.576,0.447,0.44,0.90374
37,7,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g07,Hearthnest-child-g07,0.6644,0.4536,0.476,0.8554
37,7,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g07,Hearthnest-child-g07,0.6244,0.5136,0.426,0.8714
37,7,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g07,Hearthnest-child-g07,0.6244,0.4536,0.426,0.8914
37,7,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g07,Hearthnest-child-g07,0.6244,0.4536,0.476,0.9114
38,7,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g07,Routehall-child-g07,0.6292,0.45,0.443,0.849768
38,7,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g07,Routehall-child-g07,0.5892,0.51,0.393,0.865768
38,7,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g07,Routehall-child-g07,0.5892,0.45,0.393,0.885768
38,7,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g07,Routehall-child-g07,0.5892,0.45,0.443,0.905768
39,7,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g07,Marketroof-child-g07,0.6356,0.4374,0.449,0.84982
39,7,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g07,Marketroof-child-g07,0.5956,0.4974,0.399,0.86582
39,7,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g07,Marketroof-child-g07,0.5956,0.4374,0.399,0.88582
39,7,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g07,Marketroof-child-g07,0.5956,0.4374,0.449,0.90582
40,7,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g07,Quietledger-child-g07,0.6228,0.4662,0.437,0.84998
40,7,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g07,Quietledger-child-g07,0.5828,0.5262,0.387,0.86598
40,7,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g07,Quietledger-child-g07,0.5828,0.4662,0.387,0.88598
40,7,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g07,Quietledger-child-g07,0.5828,0.4662,0.437,0.90598
41,7,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g07,Orchardring-child-g07,0.642,0.4338,0.455,0.850532
41,7,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g07,Orchardring-child-g07,0.602,0.4938,0.405,0.866532
41,7,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g07,Orchardring-child-g07,0.602,0.4338,0.405,0.886532
41,7,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g07,Orchardring-child-g07,0.602,0.4338,0.455,0.906532
42,7,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g07,Rainloft-child-g07,0.626,0.459,0.44,0.84994
42,7,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g07,Rainloft-child-g07,0.586,0.519,0.39,0.86594
42,7,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g07,Rainloft-child-g07,0.586,0.459,0.39,0.88594
42,7,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g07,Rainloft-child-g07,0.586,0.459,0.44,0.90594
43,8,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g08,Hearthnest-child-g08,0.6744,0.4656,0.476,0.8576
43,8,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g08,Hearthnest-child-g08,0.6344,0.5256,0.426,0.8736
43,8,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g08,Hearthnest-child-g08,0.6344,0.4656,0.426,0.8936
