tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,minigame_id,step_index,required_action,chosen_action,step_success,progress_before,progress_after,failure_recoverable,browser_control_visible,no_llm_call
90,6,canvas-session-001,lichen_bridge,Rin,b522b59c7e,test rope bridge,a2abe7644a,1,mark,mark,True,0.26,0.28,True,True,True
91,6,canvas-session-001,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,84d5da3603,2,stabilize,bind,False,0.246,0.252,True,True,True
92,6,canvas-session-001,moss_ward,Ari,acb2c21249,copy root ledger,1727ac9a88,3,align,align,True,0.24,0.26,True,True,True
93,6,canvas-session-001,glass_harbor,Oren,65ab173ea1,mark crossing rope,9063c1bfb9,4,thread,thread,True,0.24,0.26,True,True,True
94,6,canvas-session-001,cinder_garden,Vale,7525471538,shade seed rows,718cdd8aa2,1,cool,cool,True,0.26,0.28,True,True,True
95,6,canvas-session-001,lichen_bridge,Sol,032f2286f3,weave spare rope,1f1f71d287,2,share,share,True,0.26,0.28,True,True,True
96,6,canvas-session-001,orchid_engine,Bea,a0d3597080,tend orchid lamp,0819130bbe,3,listen,listen,True,0.26,0.28,True,True,True
97,6,canvas-session-001,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,79f6372f98,4,press,press,True,0.246,0.266,True,True,True
98,6,canvas-session-001,glass_harbor,Puck,d99abac1ce,relight public lamp,8f8749b8c7,1,seal,press,False,0.26,0.266,True,True,True
99,6,canvas-session-001,cinder_garden,Wren,efccb1106a,sort ember fruit,1d78198bbe,2,record,record,True,0.26,0.28,True,True,True
100,6,canvas-session-001,lichen_bridge,Kio,096f63fbc9,mark signal bell,555ad4a2e0,3,tension,tension,True,0.26,0.28,True,True,True
101,6,canvas-session-001,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,34e7ce41f8,4,clean,clean,True,0.26,0.28,True,True,True
102,6,canvas-session-001,moss_ward,Milo,42164b006a,drain rain path,69427e7485,1,bind,bind,True,0.26,0.28,True,True,True
103,6,canvas-session-001,glass_harbor,Sera,b557cb5ab1,mend fog net,c75b425da6,2,test,test,True,0.26,0.28,True,True,True
104,6,canvas-session-001,cinder_garden,Juno,f754fc777c,cool ash path,93897bd117,3,shade,shade,True,0.246,0.266,True,True,True
105,6,canvas-session-001,lichen_bridge,Luma,7017cc792d,repair meal ledger,40c5de4c9f,4,file,align,False,0.26,0.266,True,True,True
106,6,canvas-session-001,orchid_engine,Dax,947f5c8b39,listen to valve pulse,2ceca97187,1,tend,tend,True,0.26,0.28,True,True,True
107,6,canvas-session-001,moss_ward,Tala,f91d6085d8,patch blanket loom,efa84ca14c,2,inspect,inspect,True,0.26,0.28,True,True,True
108,7,canvas-session-002,cinder_garden,Wren,9ee5bba78b,cool ash path,74ca09c0f8,1,record,record,True,0.26,0.28,True,True,True
109,7,canvas-session-002,lichen_bridge,Kio,1356a31e8d,repair meal ledger,ee05dec59e,2,tension,tension,True,0.26,0.28,True,True,True
110,7,canvas-session-002,orchid_engine,Cai,aa06bc447d,listen to valve pulse,019ea9efee,3,clean,clean,True,0.24,0.26,True,True,True
111,7,canvas-session-002,moss_ward,Milo,214b5191fa,patch blanket loom,b59a9a9f8b,4,bind,bind,True,0.24,0.26,True,True,True
112,7,canvas-session-002,glass_harbor,Sera,35df557118,seal fog catcher,d4b3df69f7,1,test,press,False,0.26,0.266,True,True,True
113,7,canvas-session-002,cinder_garden,Juno,a3cdbd8180,repair seed calendar,c6793d7d50,2,shade,shade,True,0.26,0.28,True,True,True
114,7,canvas-session-002,lichen_bridge,Luma,a72c4caf94,test rope bridge,25e74a75c3,3,file,file,True,0.26,0.28,True,True,True
115,7,canvas-session-002,orchid_engine,Dax,e5be4a3317,clean gear wash,49576b9b01,4,tend,tend,True,0.26,0.28,True,True,True
116,7,canvas-session-002,moss_ward,Tala,ab7eb655b8,copy root ledger,b7cd61cf10,1,inspect,inspect,True,0.26,0.28,True,True,True
117,7,canvas-session-002,glass_harbor,Nia,35100ce116,mark crossing rope,d55ee69c6e,2,trim,trim,True,0.26,0.28,True,True,True
118,7,canvas-session-002,cinder_garden,Pax,cfb8cd3fed,shade seed rows,563208d6c7,3,sort,sort,True,0.246,0.266,True,True,True
119,7,canvas-session-002,lichen_bridge,Rin,d21d02a5bc,weave spare rope,935baf9e4a,4,mark,align,False,0.26,0.266,True,True,True
120,7,canvas-session-002,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,ebda8f6571,1,stabilize,stabilize,True,0.26,0.28,True,True,True
121,7,canvas-session-002,moss_ward,Ari,808faa30ed,raise warm-cup shelf,5e5e496817,2,align,align,True,0.26,0.28,True,True,True
122,7,canvas-session-002,glass_harbor,Oren,f949aa8fd3,relight public lamp,39df73cc49,3,thread,thread,True,0.26,0.28,True,True,True
123,7,canvas-session-002,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,eedfe9ed81,4,cool,cool,True,0.26,0.28,True,True,True
124,7,canvas-session-002,lichen_bridge,Sol,910495b9ec,mark signal bell,dcf384d411,1,share,share,True,0.26,0.28,True,True,True
125,7,canvas-session-002,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,98d97e0f27,2,listen,listen,True,0.246,0.266,True,True,True
126,8,canvas-session-002,glass_harbor,Nia,24a6670b6c,relight public lamp,d19d841aba,1,trim,press,False,0.246,0.252,True,True,True
127,8,canvas-session-002,cinder_garden,Pax,9dfff354ca,sort ember fruit,c58e871e8d,2,sort,sort,True,0.26,0.28,True,True,True
128,8,canvas-session-002,lichen_bridge,Rin,48fc2b7680,mark signal bell,9c44755896,3,mark,mark,True,0.24,0.26,True,True,True
129,8,canvas-session-002,orchid_engine,Eli,86759406ca,stabilize steam kettle,ff3a0e27fe,4,stabilize,stabilize,True,0.24,0.26,True,True,True
130,8,canvas-session-002,moss_ward,Ari,da0f22a6f5,drain rain path,9d53d671b4,1,align,align,True,0.26,0.28,True,True,True
131,8,canvas-session-002,glass_harbor,Oren,9f03b2f23d,mend fog net,67e4d154bc,2,thread,thread,True,0.26,0.28,True,True,True
132,8,canvas-session-002,cinder_garden,Vale,58b08d67ce,cool ash path,9ca1e1a571,3,cool,cool,True,0.246,0.266,True,True,True
133,8,canvas-session-002,lichen_bridge,Sol,6a6945c048,repair meal ledger,badf07305e,4,share,align,False,0.26,0.266,True,True,True
134,8,canvas-session-002,orchid_engine,Bea,1a39418cc8,listen to valve pulse,0c652f91ff,1,listen,listen,True,0.26,0.28,True,True,True
135,8,canvas-session-002,moss_ward,Fay,cbe617b6af,patch blanket loom,f803228b46,2,press,press,True,0.26,0.28,True,True,True
136,8,canvas-session-002,glass_harbor,Puck,19e61c2da4,seal fog catcher,c098c91ec8,3,seal,seal,True,0.26,0.28,True,True,True
137,8,canvas-session-002,cinder_garden,Wren,b1df32837e,repair seed calendar,b9e873bf6a,4,record,record,True,0.26,0.28,True,True,True
138,8,canvas-session-002,lichen_bridge,Kio,0c14394478,test rope bridge,c76f61d5ef,1,tension,tension,True,0.26,0.28,True,True,True
139,8,canvas-session-002,orchid_engine,Cai,80ecb7dbcd,clean gear wash,3514bf36fb,2,clean,clean,True,0.246,0.266,True,True,True
140,8,canvas-session-002,moss_ward,Milo,4f19e26857,copy root ledger,a95d389acc,3,bind,inspect,False,0.26,0.266,True,True,True
141,8,canvas-session-002,glass_harbor,Sera,ee1d01c438,mark crossing rope,719b176de5,4,test,test,True,0.26,0.28,True,True,True
142,8,canvas-session-002,cinder_garden,Juno,9c5554028b,shade seed rows,56d1be7e28,1,shade,shade,True,0.26,0.28,True,True,True
143,8,canvas-session-002,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,f35a124811,2,file,file,True,0.26,0.28,True,True,True
144,9,canvas-session-002,moss_ward,Fay,6a7b5adb25,copy root ledger,6f32cf2143,1,press,press,True,0.28,0.3,True,True,True
145,9,canvas-session-002,glass_harbor,Puck,c10ea1470a,mark crossing rope,523814636a,2,seal,seal,True,0.28,0.3,True,True,True
146,9,canvas-session-002,cinder_garden,Wren,81aa359945,shade seed rows,59e3ef7874,3,record,record,True,0.246,0.266,True,True,True
147,9,canvas-session-002,lichen_bridge,Kio,ebef679159,weave spare rope,19bf02bd01,4,tension,align,False,0.26,0.266,True,True,True
148,9,canvas-session-002,orchid_engine,Cai,2fe151eb17,tend orchid lamp,ff7ac058bd,1,clean,clean,True,0.28,0.3,True,True,True
149,9,canvas-session-002,moss_ward,Milo,b03af16c10,raise warm-cup shelf,147219802d,2,bind,bind,True,0.28,0.3,True,True,True
150,9,canvas-session-002,glass_harbor,Sera,768a4d2ad8,relight public lamp,e6989df673,3,test,test,True,0.26,0.28,True,True,True
151,9,canvas-session-002,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,1ce06d5462,4,shade,shade,True,0.26,0.28,True,True,True
152,9,canvas-session-002,lichen_bridge,Luma,450c18baea,mark signal bell,db5cbd2f2e,1,file,file,True,0.266,0.286,True,True,True
153,9,canvas-session-002,orchid_engine,Dax,363676d602,stabilize steam kettle,dec856c369,2,tend,tend,True,0.266,0.286,True,True,True
154,9,canvas-session-002,moss_ward,Tala,572744cec7,drain rain path,c58f7bb2c6,3,inspect,inspect,True,0.28,0.3,True,True,True
155,9,canvas-session-002,glass_harbor,Nia,2c46e6f05e,mend fog net,540ab0aaa6,4,trim,trim,True,0.28,0.3,True,True,True
156,9,canvas-session-002,cinder_garden,Pax,1e5830ef22,cool ash path,48f39bf8cc,1,sort,sort,True,0.28,0.3,True,True,True
157,9,canvas-session-002,lichen_bridge,Rin,9611f49c07,repair meal ledger,955a3a327f,2,mark,mark,True,0.28,0.3,True,True,True
158,9,canvas-session-002,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,58b4e5eb79,3,stabilize,stabilize,True,0.28,0.3,True,True,True
159,9,canvas-session-002,moss_ward,Ari,2378d81ec8,patch blanket loom,91a919ae3b,4,align,align,True,0.28,0.3,True,True,True
160,9,canvas-session-002,glass_harbor,Oren,d2b7153668,seal fog catcher,3a5bb51de4,1,thread,thread,True,0.266,0.286,True,True,True
161,9,canvas-session-002,cinder_garden,Vale,b4da23a954,repair seed calendar,19a6397514,2,cool,bind,False,0.28,0.286,True,True,True
162,10,canvas-session-002,orchid_engine,Dax,947f5c8b39,listen to valve pulse,36011191e0,1,tend,tend,True,0.28,0.3,True,True,True
163,10,canvas-session-002,moss_ward,Tala,f91d6085d8,patch blanket loom,573cd87b91,2,inspect,inspect,True,0.28,0.3,True,True,True
164,10,canvas-session-002,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,87c2cc92ad,3,trim,trim,True,0.26,0.28,True,True,True
165,10,canvas-session-002,cinder_garden,Pax,2ac4db2919,repair seed calendar,1e778d6b4d,4,sort,sort,True,0.26,0.28,True,True,True
166,10,canvas-session-002,lichen_bridge,Rin,b522b59c7e,test rope bridge,8c69e8e6b7,1,mark,mark,True,0.28,0.3,True,True,True
167,10,canvas-session-002,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,43b192e703,2,stabilize,stabilize,True,0.252,0.272,True,True,True
168,10,canvas-session-002,moss_ward,Ari,acb2c21249,copy root ledger,d4559ad762,3,align,inspect,False,0.26,0.266,True,True,True
169,10,canvas-session-002,glass_harbor,Oren,65ab173ea1,mark crossing rope,f79fa7a4e5,4,thread,thread,True,0.26,0.28,True,True,True
170,10,canvas-session-002,cinder_garden,Vale,7525471538,shade seed rows,7c56a4630e,1,cool,cool,True,0.28,0.3,True,True,True
171,10,canvas-session-002,lichen_bridge,Sol,032f2286f3,weave spare rope,99440d2700,2,share,share,True,0.28,0.3,True,True,True
172,10,canvas-session-002,orchid_engine,Bea,a0d3597080,tend orchid lamp,b50b4064f5,3,listen,listen,True,0.28,0.3,True,True,True
173,10,canvas-session-002,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,fd64e0e31a,4,press,press,True,0.266,0.286,True,True,True
174,10,canvas-session-002,glass_harbor,Puck,d99abac1ce,relight public lamp,a111e31622,1,seal,seal,True,0.266,0.286,True,True,True
175,10,canvas-session-002,cinder_garden,Wren,efccb1106a,sort ember fruit,60c3c3e5e3,2,record,bind,False,0.28,0.286,True,True,True
176,10,canvas-session-002,lichen_bridge,Kio,096f63fbc9,mark signal bell,498c737193,3,tension,tension,True,0.28,0.3,True,True,True
177,10,canvas-session-002,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,1c65da58f5,4,clean,clean,True,0.28,0.3,True,True,True
178,10,canvas-session-002,moss_ward,Milo,42164b006a,drain rain path,d7b1d39a79,1,bind,bind,True,0.28,0.3,True,True,True
179,10,canvas-session-002,glass_harbor,Sera,b557cb5ab1,mend fog net,010163e0a6,2,test,test,True,0.28,0.3,True,True,True
180,11,canvas-session-002,lichen_bridge,Sol,910495b9ec,mark signal bell,dcf384d411,1,share,share,True,0.28,0.3,True,True,True
181,11,canvas-session-002,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,98d97e0f27,2,listen,listen,True,0.266,0.286,True,True,True
182,11,canvas-session-002,moss_ward,Fay,9c82c8d116,drain rain path,656955daa2,3,press,inspect,False,0.26,0.266,True,True,True
183,11,canvas-session-002,glass_harbor,Puck,4a73f95e3d,mend fog net,ec62b467de,4,seal,seal,True,0.26,0.28,True,True,True
184,11,canvas-session-002,cinder_garden,Wren,9ee5bba78b,cool ash path,74ca09c0f8,1,record,record,True,0.28,0.3,True,True,True
185,11,canvas-session-002,lichen_bridge,Kio,1356a31e8d,repair meal ledger,ee05dec59e,2,tension,tension,True,0.28,0.3,True,True,True
186,11,canvas-session-002,orchid_engine,Cai,aa06bc447d,listen to valve pulse,019ea9efee,3,clean,clean,True,0.26,0.28,True,True,True
187,11,canvas-session-002,moss_ward,Milo,214b5191fa,patch blanket loom,b59a9a9f8b,4,bind,bind,True,0.26,0.28,True,True,True
188,11,canvas-session-002,glass_harbor,Sera,35df557118,seal fog catcher,d4b3df69f7,1,test,test,True,0.266,0.286,True,True,True
189,11,canvas-session-002,cinder_garden,Juno,a3cdbd8180,repair seed calendar,c6793d7d50,2,shade,bind,False,0.28,0.286,True,True,True
190,11,canvas-session-002,lichen_bridge,Luma,a72c4caf94,test rope bridge,25e74a75c3,3,file,file,True,0.28,0.3,True,True,True
191,11,canvas-session-002,orchid_engine,Dax,e5be4a3317,clean gear wash,49576b9b01,4,tend,tend,True,0.28,0.3,True,True,True
192,11,canvas-session-002,moss_ward,Tala,ab7eb655b8,copy root ledger,b7cd61cf10,1,inspect,inspect,True,0.28,0.3,True,True,True
193,11,canvas-session-002,glass_harbor,Nia,35100ce116,mark crossing rope,d55ee69c6e,2,trim,trim,True,0.28,0.3,True,True,True
194,11,canvas-session-002,cinder_garden,Pax,cfb8cd3fed,shade seed rows,563208d6c7,3,sort,sort,True,0.266,0.286,True,True,True
195,11,canvas-session-002,lichen_bridge,Rin,d21d02a5bc,weave spare rope,935baf9e4a,4,mark,mark,True,0.266,0.286,True,True,True
196,11,canvas-session-002,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,ebda8f6571,1,stabilize,press,False,0.28,0.286,True,True,True
