tick_id,day,project_id,replay_event,state_hash,includes_materials,includes_body_cost,includes_blocker,includes_reshape,replay_exportable
26,2,north_lantern_relay,north_lantern_relay:clean:work active,v25-165758,true,true,true,false,true
27,2,archive_weather_log,archive_weather_log:sort:work active,v25-173206,true,true,false,false,true
28,2,west_bridge_repair,west_bridge_repair:measure:work active,v25-159064,true,true,true,false,true
29,2,herb_roof_garden,herb_roof_garden:clear:work active,v25-154656,true,true,false,false,true
30,2,north_lantern_relay,north_lantern_relay:clean:work active,v25-169187,true,true,false,false,true
31,2,archive_weather_log,archive_weather_log:sort:blocked: obligation_time_conflict,v25-340777,true,true,true,false,true
32,2,west_bridge_repair,west_bridge_repair:measure:work active,v25-166825,true,true,true,false,true
33,2,herb_roof_garden,herb_roof_garden:clear:work active,v25-157527,true,true,false,false,true
34,2,north_lantern_relay,north_lantern_relay:clean:work active,v25-174261,true,true,false,false,true
35,2,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-164485,true,true,false,false,true
36,3,herb_roof_garden,herb_roof_garden:clear:work active,v25-157581,true,true,false,false,true
37,3,north_lantern_relay,north_lantern_relay:clean:work active,v25-174315,true,true,false,false,true
38,3,archive_weather_log,archive_weather_log:sort:work active,v25-164539,true,true,true,false,true
39,3,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-170640,true,true,false,false,true
40,3,herb_roof_garden,herb_roof_garden:clear:work active,v25-161733,true,true,true,false,true
41,3,north_lantern_relay,north_lantern_relay:clean:work active,v25-165702,true,true,false,false,true
42,3,archive_weather_log,archive_weather_log:sort:work active,v25-173113,true,true,false,false,true
43,3,west_bridge_repair,west_bridge_repair:measure:work active,v25-158815,true,true,false,false,true
44,3,herb_roof_garden,herb_roof_garden:clear:work active,v25-154600,true,true,true,false,true
45,3,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-182234,true,true,false,false,true
46,3,archive_weather_log,archive_weather_log:sort:work active,v25-180170,true,true,false,false,true
47,3,west_bridge_repair,west_bridge_repair:measure:work active,v25-166739,true,true,false,false,true
48,3,herb_roof_garden,herb_roof_garden:clear:work active,v25-157634,true,true,false,false,true
49,3,north_lantern_relay,north_lantern_relay:clean:work active,v25-175005,true,true,true,false,true
50,3,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-176725,true,true,false,false,true
51,3,west_bridge_repair,west_bridge_repair:measure:work active,v25-170530,true,true,false,false,true
52,3,herb_roof_garden,herb_roof_garden:clear:work active,v25-161786,true,true,false,false,true
53,3,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-166392,true,true,false,false,true
54,4,archive_weather_log,archive_weather_log:sort:work active,v25-173783,true,true,false,false,true
55,4,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-158868,true,true,false,false,true
56,4,herb_roof_garden,herb_roof_garden:clear:work active,v25-154653,true,true,false,false,true
57,4,north_lantern_relay,north_lantern_relay:clean:work active,v25-182287,true,true,true,false,true
58,4,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-180478,true,true,false,false,true
59,4,west_bridge_repair,west_bridge_repair:measure:work active,v25-166792,true,true,false,false,true
60,4,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-157678,true,true,false,false,true
61,4,north_lantern_relay,north_lantern_relay:clean:work active,v25-174895,true,true,true,false,true
62,4,archive_weather_log,archive_weather_log:sort:work active,v25-176521,true,true,false,false,true
63,4,west_bridge_repair,west_bridge_repair:measure:work active,v25-170583,true,true,true,false,true
64,4,herb_roof_garden,herb_roof_garden:clear:work active,v25-162040,true,true,false,false,true
65,4,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-174461,true,true,false,false,true
66,4,archive_weather_log,archive_weather_log:sort:work active,v25-173579,true,true,true,false,true
67,4,west_bridge_repair,west_bridge_repair:measure:work active,v25-158921,true,true,true,false,true
68,4,herb_roof_garden,herb_roof_garden:clear:work active,v25-154907,true,true,false,false,true
69,4,north_lantern_relay,north_lantern_relay:clean:work active,v25-182093,true,true,false,false,true
70,4,archive_weather_log,archive_weather_log:sort:work active,v25-180368,true,true,false,false,true
71,4,west_bridge_repair,west_bridge_repair:measure:work active,v25-166682,true,true,false,false,true
72,5,herb_roof_garden,herb_roof_garden:clear:work active,v25-157731,true,true,false,false,true
73,5,north_lantern_relay,north_lantern_relay:clean:work active,v25-174701,true,true,false,false,true
74,5,archive_weather_log,archive_weather_log:sort:work active,v25-176574,true,true,true,false,true
75,5,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-170806,true,true,true,false,true
76,5,herb_roof_garden,herb_roof_garden:clear:work active,v25-162093,true,true,false,false,true
77,5,north_lantern_relay,north_lantern_relay:clean:work active,v25-174514,true,true,false,false,true
78,5,archive_weather_log,archive_weather_log:sort:work active,v25-173632,true,true,true,false,true
79,5,west_bridge_repair,west_bridge_repair:measure:work active,v25-159193,true,true,false,false,true
80,5,herb_roof_garden,herb_roof_garden:clear:work active,v25-154797,true,true,true,false,true
81,5,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-177181,true,true,false,false,true
82,5,archive_weather_log,archive_weather_log:sort:work active,v25-180421,true,true,false,false,true
83,5,west_bridge_repair,west_bridge_repair:measure:work active,v25-166954,true,true,false,false,true
84,5,herb_roof_garden,herb_roof_garden:clear:work active,v25-157784,true,true,true,false,true
85,5,north_lantern_relay,north_lantern_relay:clean:work active,v25-174193,true,true,false,false,true
86,5,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-172532,true,true,false,false,true
87,5,west_bridge_repair,west_bridge_repair:measure:work active,v25-170859,true,true,false,false,true
88,5,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-162146,true,true,false,false,true
89,5,north_lantern_relay,north_lantern_relay:clean:work active,v25-174006,true,true,true,false,true
90,6,west_bridge_repair,west_bridge_repair:measure:work active,v25-170750,true,true,false,false,true
91,6,herb_roof_garden,herb_roof_garden:clear:work active,v25-162037,true,true,false,false,true
92,6,north_lantern_relay,north_lantern_relay:clean:work active,v25-173897,true,true,true,false,true
93,6,archive_weather_log,archive_weather_log:sort:work active,v25-173205,true,true,false,false,true
94,6,west_bridge_repair,west_bridge_repair:measure:work active,v25-159137,true,true,false,false,true
95,6,herb_roof_garden,herb_roof_garden:clear:blocked: obligation_time_conflict,v25-305227,true,true,true,false,true
96,6,north_lantern_relay,north_lantern_relay:clean:work active,v25-177288,true,true,true,false,true
97,6,archive_weather_log,archive_weather_log:sort:work active,v25-180157,true,true,false,false,true
98,6,west_bridge_repair,west_bridge_repair:measure:work active,v25-167061,true,true,true,false,true
99,6,herb_roof_garden,herb_roof_garden:clear:work active,v25-158360,true,true,false,false,true
100,6,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-178947,true,true,false,false,true
101,6,archive_weather_log,archive_weather_log:sort:work active,v25-177436,true,true,true,false,true
102,6,west_bridge_repair,west_bridge_repair:measure:work active,v25-175727,true,true,true,false,true
103,6,herb_roof_garden,herb_roof_garden:clear:work active,v25-167311,true,true,false,false,true
104,6,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-179030,true,true,false,false,true
105,6,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-177709,true,true,false,false,true
106,6,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-163961,true,true,false,false,true
107,6,herb_roof_garden,herb_roof_garden:clear:work active,v25-159736,true,true,true,false,true
108,7,north_lantern_relay,north_lantern_relay:clean:work active,v25-182514,true,true,false,false,true
109,7,archive_weather_log,archive_weather_log:sort:blocked: obligation_time_conflict,v25-347937,true,true,true,false,true
110,7,west_bridge_repair,west_bridge_repair:measure:blocked: obligation_time_conflict,v25-322485,true,true,true,false,true
111,7,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-161951,true,true,false,false,true
112,7,north_lantern_relay,north_lantern_relay:clean:work active,v25-178951,true,true,false,false,true
113,7,archive_weather_log,archive_weather_log:sort:work active,v25-177338,true,true,true,false,true
114,7,west_bridge_repair,west_bridge_repair:measure:work active,v25-172037,true,true,false,false,true
115,7,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-166664,true,true,true,false,true
116,7,north_lantern_relay,north_lantern_relay:clean:work active,v25-179086,true,true,false,false,true
117,7,archive_weather_log,archive_weather_log:sort:work active,v25-177765,true,true,false,false,true
118,7,west_bridge_repair,west_bridge_repair:measure:work active,v25-160428,true,true,false,false,true
119,7,herb_roof_garden,herb_roof_garden:clear:work active,v25-159190,true,true,true,false,true
120,7,north_lantern_relay,north_lantern_relay:clean:work active,v25-182398,true,true,false,false,true
121,7,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-185597,true,true,false,false,true
122,7,west_bridge_repair,west_bridge_repair:measure:work active,v25-168136,true,true,false,false,true
123,7,herb_roof_garden,herb_roof_garden:clear:work active,v25-162346,true,true,false,false,true
124,7,north_lantern_relay,north_lantern_relay:clean:work active,v25-179007,true,true,true,false,true
125,7,archive_weather_log,archive_weather_log:sort:work active,v25-177598,true,true,false,false,true
126,8,west_bridge_repair,west_bridge_repair:measure:work active,v25-172093,true,true,false,false,true
127,8,herb_roof_garden,herb_roof_garden:clear:work active,v25-166720,true,true,true,false,true
128,8,north_lantern_relay,north_lantern_relay:clean:work active,v25-179142,true,true,false,false,true
129,8,archive_weather_log,archive_weather_log:sort:work active,v25-178025,true,true,false,false,true
130,8,west_bridge_repair,west_bridge_repair:measure:work active,v25-160312,true,true,false,false,true
131,8,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-158622,true,true,false,false,true
132,8,north_lantern_relay,north_lantern_relay:clean:work active,v25-182454,true,true,true,false,true
133,8,archive_weather_log,archive_weather_log:sort:work active,v25-185653,true,true,false,false,true
134,8,west_bridge_repair,west_bridge_repair:measure:work active,v25-168192,true,true,false,false,true
135,8,herb_roof_garden,herb_roof_garden:clear:work active,v25-162302,true,true,false,false,true
136,8,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-178522,true,true,true,false,true
137,8,archive_weather_log,archive_weather_log:sort:reserved work slot,v25-182141,true,true,false,false,true
138,8,west_bridge_repair,west_bridge_repair:measure:work active,v25-172149,true,true,true,false,true
139,8,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-166556,true,true,false,false,true
140,8,north_lantern_relay,north_lantern_relay:clean:work active,v25-178858,true,true,false,false,true
141,8,archive_weather_log,archive_weather_log:sort:blocked: obligation_time_conflict,v25-336642,true,true,true,false,true
142,8,west_bridge_repair,west_bridge_repair:measure:work active,v25-160368,true,true,true,false,true
143,8,herb_roof_garden,herb_roof_garden:clear:work active,v25-158659,true,true,false,false,true
144,9,archive_weather_log,archive_weather_log:sort:work active,v25-178088,true,true,true,false,true
145,9,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-160425,true,true,true,false,true
146,9,herb_roof_garden,herb_roof_garden:clear:work active,v25-158716,true,true,false,false,true
147,9,north_lantern_relay,north_lantern_relay:clean:work active,v25-182399,true,true,false,false,true
148,9,archive_weather_log,archive_weather_log:sort:work active,v25-186261,true,true,true,false,true
149,9,west_bridge_repair,west_bridge_repair:measure:work active,v25-168305,true,true,false,false,true
150,9,herb_roof_garden,herb_roof_garden:clear:reserved work slot,v25-162601,true,true,true,false,true
151,9,north_lantern_relay,north_lantern_relay:clean:work active,v25-178463,true,true,false,false,true
152,9,archive_weather_log,archive_weather_log:sort:work active,v25-182445,true,true,false,false,true
153,9,west_bridge_repair,west_bridge_repair:measure:work active,v25-172090,true,true,false,false,true
154,9,herb_roof_garden,herb_roof_garden:plant:work active,v25-159121,true,true,true,false,true
155,9,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-179288,true,true,false,false,true
156,9,archive_weather_log,archive_weather_log:sort:work active,v25-178144,true,true,false,false,true
157,9,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-176069,true,true,false,false,true
158,9,herb_roof_garden,herb_roof_garden:plant:work active,v25-162753,true,true,false,false,true
159,9,north_lantern_relay,north_lantern_relay:clean:work active,v25-182822,true,true,true,false,true
160,9,archive_weather_log,archive_weather_log:sort:work active,v25-186145,true,true,false,false,true
161,9,west_bridge_repair,west_bridge_repair:measure:work active,v25-172204,true,true,false,false,true
162,10,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-166902,true,true,true,false,true
163,10,north_lantern_relay,north_lantern_relay:clean:work active,v25-178886,true,true,false,false,true
164,10,archive_weather_log,archive_weather_log:sort:work active,v25-182501,true,true,false,false,true
165,10,west_bridge_repair,west_bridge_repair:measure:reshaped plan posted,v25-171267,true,true,false,true,true
166,10,herb_roof_garden,herb_roof_garden:plant:work active,v25-159177,true,true,false,false,true
167,10,north_lantern_relay,north_lantern_relay:clean:work active,v25-179344,true,true,true,false,true
168,10,archive_weather_log,archive_weather_log:sort:work active,v25-178200,true,true,false,false,true
169,10,west_bridge_repair,west_bridge_repair:measure:work active,v25-176216,true,true,false,true,true
170,10,herb_roof_garden,herb_roof_garden:plant:work active,v25-162637,true,true,false,false,true
171,10,north_lantern_relay,north_lantern_relay:clean:reserved work slot,v25-186867,true,true,true,false,true
172,10,archive_weather_log,archive_weather_log:sort:work active,v25-186201,true,true,false,false,true
173,10,west_bridge_repair,west_bridge_repair:measure:work active,v25-172351,true,true,true,true,true
174,10,herb_roof_garden,herb_roof_garden:plant:work active,v25-166958,true,true,false,false,true
175,10,north_lantern_relay,north_lantern_relay:fit:work active,v25-179072,true,true,false,false,true
176,10,archive_weather_log,archive_weather_log:sort:blocked: obligation_time_conflict,v25-330354,true,true,true,false,true
177,10,west_bridge_repair,west_bridge_repair:measure:work active,v25-176309,true,true,true,true,true
178,10,herb_roof_garden,herb_roof_garden:plant:work active,v25-159233,true,true,false,false,true
179,10,north_lantern_relay,north_lantern_relay:fit:work active,v25-187019,true,true,false,false,true
180,11,archive_weather_log,archive_weather_log:sort:work active,v25-177864,true,true,false,false,true
181,11,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-176100,true,true,false,true,true
182,11,herb_roof_garden,herb_roof_garden:plant:work active,v25-162693,true,true,false,false,true
183,11,north_lantern_relay,north_lantern_relay:fit:work active,v25-178670,true,true,false,false,true
184,11,archive_weather_log,archive_weather_log:sort:work active,v25-186037,true,true,true,false,true
185,11,west_bridge_repair,west_bridge_repair:measure:work active,v25-172407,true,true,true,true,true
186,11,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-166779,true,true,false,false,true
187,11,north_lantern_relay,north_lantern_relay:fit:work active,v25-179128,true,true,false,false,true
188,11,archive_weather_log,archive_weather_log:sort:blocked: obligation_time_conflict,v25-342032,true,true,true,false,true
189,11,west_bridge_repair,west_bridge_repair:measure:work active,v25-176365,true,true,false,true,true
190,11,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-155540,true,true,true,false,true
191,11,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-182872,true,true,false,false,true
192,11,archive_weather_log,archive_weather_log:copy:work active,v25-185315,true,true,false,false,true
193,11,west_bridge_repair,west_bridge_repair:measure:work active,v25-176156,true,true,false,true,true
194,11,herb_roof_garden,herb_roof_garden:plant:work active,v25-162690,true,true,true,false,true
195,11,north_lantern_relay,north_lantern_relay:fit:work active,v25-174746,true,true,false,false,true
196,11,archive_weather_log,archive_weather_log:copy:work active,v25-181298,true,true,false,false,true
197,11,west_bridge_repair,west_bridge_repair:measure:work active,v25-172463,true,true,false,true,true
198,12,north_lantern_relay,north_lantern_relay:fit:work active,v25-174803,true,true,false,false,true
199,12,archive_weather_log,archive_weather_log:copy:work active,v25-181355,true,true,false,false,true
200,12,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-171889,true,true,false,true,true
201,12,herb_roof_garden,herb_roof_garden:plant:work active,v25-166636,true,true,false,false,true
202,12,north_lantern_relay,north_lantern_relay:fit:work active,v25-174919,true,true,true,false,true
203,12,archive_weather_log,archive_weather_log:copy:work active,v25-177092,true,true,false,false,true
204,12,west_bridge_repair,west_bridge_repair:measure:work active,v25-175896,true,true,false,true,true
205,12,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-158981,true,true,false,false,true
206,12,north_lantern_relay,north_lantern_relay:fit:blocked: obligation_time_conflict,v25-349077,true,true,true,false,true
207,12,archive_weather_log,archive_weather_log:copy:work active,v25-185265,true,true,false,false,true
208,12,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-179795,true,true,true,true,true
209,12,herb_roof_garden,herb_roof_garden:plant:work active,v25-162557,true,true,false,false,true
210,12,north_lantern_relay,north_lantern_relay:fit:work active,v25-178286,true,true,false,false,true
211,12,archive_weather_log,archive_weather_log:copy:blocked: obligation_time_conflict,v25-342114,true,true,true,false,true
212,12,west_bridge_repair,west_bridge_repair:measure:work active,v25-171691,true,true,true,true,true
213,12,herb_roof_garden,herb_roof_garden:plant:work active,v25-166609,true,true,false,false,true
214,12,north_lantern_relay,north_lantern_relay:fit:work active,v25-178744,true,true,false,false,true
215,12,archive_weather_log,archive_weather_log:copy:work active,v25-177417,true,true,false,false,true
216,13,west_bridge_repair,west_bridge_repair:measure:work active,v25-175698,true,true,false,true,true
217,13,herb_roof_garden,herb_roof_garden:plant:work active,v25-159037,true,true,false,false,true
218,13,north_lantern_relay,north_lantern_relay:fit:work active,v25-186316,true,true,false,false,true
219,13,archive_weather_log,archive_weather_log:copy:work active,v25-185590,true,true,true,false,true
220,13,west_bridge_repair,west_bridge_repair:measure:work active,v25-179679,true,true,true,true,true
221,13,herb_roof_garden,herb_roof_garden:plant:blocked: obligation_time_conflict,v25-311683,true,true,true,false,true
222,13,north_lantern_relay,north_lantern_relay:fit:work active,v25-178342,true,true,false,false,true
223,13,archive_weather_log,archive_weather_log:copy:work active,v25-181456,true,true,true,false,true
224,13,west_bridge_repair,west_bridge_repair:measure:work active,v25-171747,true,true,false,true,true
225,13,herb_roof_garden,herb_roof_garden:plant:work active,v25-166313,true,true,true,false,true
226,13,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-179590,true,true,false,false,true
227,13,archive_weather_log,archive_weather_log:copy:work active,v25-177473,true,true,false,false,true
228,13,west_bridge_repair,west_bridge_repair:measure:work active,v25-175754,true,true,false,true,true
229,13,herb_roof_garden,herb_roof_garden:plant:work active,v25-158741,true,true,true,false,true
230,13,north_lantern_relay,north_lantern_relay:fit:work active,v25-186883,true,true,false,false,true
231,13,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-185392,true,true,false,false,true
232,13,west_bridge_repair,west_bridge_repair:measure:work active,v25-179735,true,true,false,true,true
233,13,herb_roof_garden,herb_roof_garden:plant:work active,v25-159437,true,true,false,false,true
234,14,north_lantern_relay,north_lantern_relay:fit:work active,v25-179081,true,true,false,false,true
235,14,archive_weather_log,archive_weather_log:copy:work active,v25-177876,true,true,false,false,true
236,14,west_bridge_repair,west_bridge_repair:measure:blocked: obligation_time_conflict,v25-328773,true,true,true,true,true
237,14,herb_roof_garden,herb_roof_garden:plant:work active,v25-166369,true,true,true,false,true
238,14,north_lantern_relay,north_lantern_relay:fit:work active,v25-179646,true,true,false,false,true
239,14,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-174445,true,true,false,false,true
240,14,west_bridge_repair,west_bridge_repair:measure:work active,v25-176149,true,true,false,true,true
241,14,herb_roof_garden,herb_roof_garden:plant:blocked: material_shortage,v25-247578,true,true,true,true,true
242,14,north_lantern_relay,north_lantern_relay:fit:work active,v25-186939,true,true,true,false,true
243,14,archive_weather_log,archive_weather_log:copy:work active,v25-189750,true,true,false,false,true
244,14,west_bridge_repair,west_bridge_repair:measure:work active,v25-180302,true,true,false,true,true
245,14,herb_roof_garden,herb_roof_garden:plant:work active,v25-159756,true,true,false,true,true
246,14,north_lantern_relay,north_lantern_relay:fit:work active,v25-179137,true,true,true,false,true
247,14,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-181664,true,true,false,false,true
248,14,west_bridge_repair,west_bridge_repair:measure:work active,v25-172321,true,true,true,true,true
249,14,herb_roof_garden,herb_roof_garden:plant:work active,v25-166688,true,true,false,true,true
250,14,north_lantern_relay,north_lantern_relay:fit:work active,v25-179530,true,true,false,false,true
251,14,archive_weather_log,archive_weather_log:copy:work active,v25-174276,true,true,true,false,true
252,15,herb_roof_garden,herb_roof_garden:plant:work active,v25-166573,true,true,false,true,true
253,15,north_lantern_relay,north_lantern_relay:fit:work active,v25-179587,true,true,false,false,true
254,15,archive_weather_log,archive_weather_log:copy:work active,v25-174333,true,true,true,false,true
255,15,west_bridge_repair,west_bridge_repair:measure:reserved work slot,v25-175643,true,true,true,true,true
256,15,herb_roof_garden,herb_roof_garden:plant:work active,v25-159001,true,true,false,true,true
257,15,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-191627,true,true,false,false,true
258,15,archive_weather_log,archive_weather_log:copy:work active,v25-189810,true,true,true,false,true
259,15,west_bridge_repair,west_bridge_repair:brace:reserved work slot,v25-171574,true,true,false,true,true
260,15,herb_roof_garden,herb_roof_garden:plant:work active,v25-159697,true,true,true,true,true
261,15,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-179373,true,true,false,false,true
262,15,archive_weather_log,archive_weather_log:copy:work active,v25-181605,true,true,false,false,true
263,15,west_bridge_repair,west_bridge_repair:brace:work active,v25-175464,true,true,false,true,true
264,15,herb_roof_garden,herb_roof_garden:plant:work active,v25-166629,true,true,true,true,true
265,15,north_lantern_relay,north_lantern_relay:fit:work active,v25-179508,true,true,false,false,true
266,15,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-177975,true,true,false,false,true
267,15,west_bridge_repair,west_bridge_repair:brace:work active,v25-179667,true,true,false,true,true
268,15,herb_roof_garden,herb_roof_garden:plant:work active,v25-159057,true,true,false,true,true
269,15,north_lantern_relay,north_lantern_relay:fit:work active,v25-191280,true,true,true,false,true
270,16,archive_weather_log,archive_weather_log:copy:work active,v25-189565,true,true,false,false,true
271,16,west_bridge_repair,west_bridge_repair:brace:reserved work slot,v25-171458,true,true,false,true,true
272,16,herb_roof_garden,herb_roof_garden:plant:work active,v25-159753,true,true,true,true,true
273,16,north_lantern_relay,north_lantern_relay:fit:work active,v25-179429,true,true,false,false,true
274,16,archive_weather_log,archive_weather_log:copy:work active,v25-181532,true,true,false,false,true
275,16,west_bridge_repair,west_bridge_repair:brace:work active,v25-175520,true,true,false,true,true
276,16,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-167316,true,true,false,true,true
277,16,north_lantern_relay,north_lantern_relay:fit:work active,v25-179564,true,true,true,false,true
278,16,archive_weather_log,archive_weather_log:copy:work active,v25-178031,true,true,false,false,true
279,16,west_bridge_repair,west_bridge_repair:brace:work active,v25-179723,true,true,false,true,true
280,16,herb_roof_garden,herb_roof_garden:plant:work active,v25-159200,true,true,false,true,true
281,16,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-191878,true,true,true,false,true
282,16,archive_weather_log,archive_weather_log:copy:work active,v25-189621,true,true,false,false,true
283,16,west_bridge_repair,west_bridge_repair:brace:work active,v25-171514,true,true,true,true,true
284,16,herb_roof_garden,herb_roof_garden:plant:work active,v25-160068,true,true,false,true,true
285,16,north_lantern_relay,north_lantern_relay:fit:reserved work slot,v25-178753,true,true,false,false,true
286,16,archive_weather_log,archive_weather_log:copy:work active,v25-181588,true,true,true,false,true
287,16,west_bridge_repair,west_bridge_repair:brace:reserved work slot,v25-175576,true,true,true,true,true
288,17,herb_roof_garden,herb_roof_garden:plant:work active,v25-167372,true,true,false,true,true
289,17,north_lantern_relay,north_lantern_relay:wire:work active,v25-191490,true,true,true,false,true
290,17,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-178180,true,true,false,false,true
291,17,west_bridge_repair,west_bridge_repair:brace:reserved work slot,v25-179436,true,true,false,true,true
292,17,herb_roof_garden,herb_roof_garden:plant:reserved work slot,v25-159930,true,true,false,true,true
293,17,north_lantern_relay,north_lantern_relay:wire:work active,v25-178733,true,true,false,false,true
294,17,archive_weather_log,archive_weather_log:copy:work active,v25-189512,true,true,true,false,true
295,17,west_bridge_repair,west_bridge_repair:brace:work active,v25-171814,true,true,true,true,true
296,17,herb_roof_garden,herb_roof_garden:plant:work active,v25-160392,true,true,false,true,true
297,17,north_lantern_relay,north_lantern_relay:wire:blocked: material_shortage,v25-278105,true,true,true,false,true
298,17,archive_weather_log,archive_weather_log:copy:work active,v25-181479,true,true,true,false,true
299,17,west_bridge_repair,west_bridge_repair:brace:work active,v25-175876,true,true,false,true,true
300,17,herb_roof_garden,herb_roof_garden:plant:work active,v25-167361,true,true,true,true,true
301,17,north_lantern_relay,north_lantern_relay:wire:work active,v25-191538,true,true,false,false,true
302,17,archive_weather_log,archive_weather_log:copy:reserved work slot,v25-178195,true,true,false,false,true
303,17,west_bridge_repair,west_bridge_repair:brace:work active,v25-179329,true,true,false,true,true
304,17,herb_roof_garden,herb_roof_garden:plant:work active,v25-159823,true,true,true,true,true
305,17,north_lantern_relay,north_lantern_relay:wire:work active,v25-178953,true,true,false,false,true
306,18,west_bridge_repair,west_bridge_repair:brace:work active,v25-179386,true,true,false,true,true
307,18,herb_roof_garden,herb_roof_garden:plant:work active,v25-159880,true,true,true,true,true
308,18,north_lantern_relay,north_lantern_relay:wire:reshaped plan posted,v25-166479,true,true,false,true,true
309,18,archive_weather_log,archive_weather_log:copy:work active,v25-190119,true,true,false,false,true
