tick_id,day,region_id,building,tier_before,upgrade_attempt,upgrade_success,tier_after,required_resource,resource_spent,durability_bonus,visible_upgrade_marker
27,2,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
28,2,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
29,2,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
30,2,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
31,2,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
32,3,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
33,3,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
34,3,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
35,3,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
36,3,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
37,3,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
38,3,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
39,3,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
40,3,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
41,3,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
42,3,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
43,3,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
44,3,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
45,3,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
46,3,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
47,3,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
48,4,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
49,4,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
50,4,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
51,4,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
52,4,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
53,4,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
54,4,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
55,4,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
56,4,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
57,4,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
58,4,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
59,4,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
60,4,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
61,4,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
62,4,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
63,4,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
64,5,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
65,5,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
66,5,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
67,5,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
68,5,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
69,5,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
70,5,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
71,5,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
72,5,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
73,5,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
74,5,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
75,5,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
76,5,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
77,5,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
78,5,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
79,5,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
80,6,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
81,6,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
82,6,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
83,6,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
84,6,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
85,6,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
86,6,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
87,6,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
88,6,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
89,6,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
90,6,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
91,6,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
92,6,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
93,6,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
94,6,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
95,6,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
96,7,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
97,7,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
98,7,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
99,7,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
100,7,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
101,7,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
102,7,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
103,7,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
104,7,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
105,7,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
106,7,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
107,7,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
108,7,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
109,7,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
110,7,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
111,7,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
112,8,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
113,8,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
114,8,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
115,8,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
116,8,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
117,8,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
118,8,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
119,8,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
120,8,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
121,8,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
122,8,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
123,8,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
124,8,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
125,8,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
126,8,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
127,8,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
128,9,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
129,9,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
130,9,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
131,9,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
132,9,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
133,9,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
134,9,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
135,9,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
136,9,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
137,9,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
138,9,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
139,9,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
140,9,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
141,9,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
142,9,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
143,9,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
144,10,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
145,10,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
146,10,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
147,10,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
148,10,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
149,10,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
150,10,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
151,10,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
152,10,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
153,10,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
154,10,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
155,10,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
156,10,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
157,10,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
158,10,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
159,10,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
160,11,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
161,11,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
162,11,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
163,11,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
164,11,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
165,11,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
166,11,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
167,11,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
168,11,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
169,11,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
170,11,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
171,11,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
172,11,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
173,11,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
174,11,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
175,11,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
176,12,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
177,12,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
178,12,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
179,12,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
180,12,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
181,12,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
182,12,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
183,12,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
184,12,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
185,12,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
186,12,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
187,12,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
188,12,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
189,12,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
190,12,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
191,12,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
192,13,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
193,13,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
194,13,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
195,13,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
196,13,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
197,13,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
198,13,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
199,13,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
200,13,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
201,13,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
202,13,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
203,13,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
204,13,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
205,13,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
206,13,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
207,13,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
208,14,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
209,14,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
210,14,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
211,14,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
212,14,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
213,14,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
214,14,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
215,14,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
216,14,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
217,14,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
218,14,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
219,14,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
220,14,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
221,14,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
222,14,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
223,14,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
224,15,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
225,15,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
226,15,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
227,15,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
228,15,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
229,15,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
230,15,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
231,15,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
232,15,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
233,15,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
234,15,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
235,15,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
236,15,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
237,15,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
238,15,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
239,15,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
240,16,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
241,16,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
242,16,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
243,16,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
244,16,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
245,16,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
246,16,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
247,16,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
248,16,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
249,16,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
250,16,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
251,16,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
252,16,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
253,16,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
254,16,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
255,16,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
256,17,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
257,17,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
258,17,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
259,17,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
260,17,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
261,17,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
262,17,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
263,17,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
264,17,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
265,17,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
266,17,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
267,17,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
268,17,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
269,17,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
270,17,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
271,17,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
272,18,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
273,18,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
274,18,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
275,18,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
276,18,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
277,18,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
278,18,roofward,roof cistern,1,True,False,1,water,0.0,0.0,no upgrade
279,18,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
280,18,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
281,18,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
282,18,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
283,18,roofward,roof cistern,1,True,False,1,water,0.0,0.0,no upgrade
284,18,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
285,18,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
286,18,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
287,18,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
288,19,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
289,19,archive_quarter,public kiosk,1,False,False,1,thread,0.0,0.0,no upgrade
290,19,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
291,19,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
292,19,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
293,19,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
294,19,archive_quarter,public kiosk,1,True,False,1,thread,0.0,0.0,no upgrade
295,19,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
296,19,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
297,19,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
298,19,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
299,19,archive_quarter,public kiosk,1,True,True,2,thread,0.75,0.085,tier 2
300,19,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
301,19,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
302,19,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
303,19,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
304,20,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
305,20,signal_ridge,signal tower,1,False,False,1,wire,0.0,0.0,no upgrade
306,20,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
307,20,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
308,20,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
309,20,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
310,20,signal_ridge,signal tower,1,True,True,2,wire,0.75,0.085,tier 2
311,20,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
312,20,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
313,20,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
314,20,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
315,20,signal_ridge,signal tower,2,True,False,2,wire,0.0,0.0,no upgrade
316,20,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
317,20,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
318,20,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
319,20,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
320,21,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
321,21,orchard_fen,seed pier,1,False,False,1,planks,0.0,0.0,no upgrade
322,21,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
323,21,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
324,21,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
325,21,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
326,21,orchard_fen,seed pier,1,True,True,2,planks,0.75,0.085,tier 2
327,21,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
328,21,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
329,21,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
330,21,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
331,21,orchard_fen,seed pier,2,True,True,3,planks,0.75,0.1,tier 3
332,21,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
333,21,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
334,21,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
335,21,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
336,22,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
337,22,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
338,22,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
339,22,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
340,22,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
341,22,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
342,22,riverbend,river mill,1,True,False,1,oil,0.0,0.0,no upgrade
343,22,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
344,22,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
345,22,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
