scenario,model,policy,episodes,success_rate,mean_final_distance,mean_total_loss,mean_prediction_mae,mean_effective_slope,mean_effective_bias,mean_slope_abs_error,mean_bias_abs_error
world_drift,action_table_memory,identity_no_state,500,1.0,1.518,34.58270000000001,0.9239354838709677,1.0,0.086,0.0,0.0
world_drift,affine_sgd_predictive_state,action_component_ablation,500,1.0,0.0,18.596400000000006,0.0438421234235412,1.000629108338111,0.0826157381171549,0.002883820387640377,0.04111998711483171
world_drift,affine_sgd_predictive_state,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.0438421234235412,1.000629108338111,0.0826157381171549,0.002883820387640377,0.04111998711483171
world_drift,affine_sgd_predictive_state,full_model,500,1.0,0.0,18.596400000000006,0.0438421234235412,1.000629108338111,0.0826157381171549,0.002883820387640377,0.04111998711483171
world_drift,affine_sgd_predictive_state,identity_no_state,500,1.0,1.518,34.58270000000001,0.0438421234235412,1.000629108338111,0.0826157381171549,0.002883820387640377,0.04111998711483171
world_drift,bias_sgd_world,action_component_ablation,500,1.0,0.0,18.596400000000006,0.046837769956052336,1.0,0.08334647680090876,0.0,0.04683776995605231
world_drift,bias_sgd_world,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.046837769956052336,1.0,0.08334647680090876,0.0,0.04683776995605231
world_drift,bias_sgd_world,full_model,500,1.0,0.0,18.596400000000006,0.046837769956052336,1.0,0.08334647680090876,0.0,0.04683776995605231
world_drift,bias_sgd_world,identity_no_state,500,1.0,1.518,34.58270000000001,0.046837769956052336,1.0,0.08334647680090876,0.0,0.04683776995605231
world_drift,gain_sgd_action_effect,action_component_ablation,500,1.0,1.518,34.58270000000001,1.518,1.0008911387314432,0.0,0.027620053998847552,1.518
world_drift,gain_sgd_action_effect,bias_component_ablation,500,1.0,1.518,34.56510000000001,1.518,1.0008911387314432,0.0,0.027620053998847552,1.518
world_drift,gain_sgd_action_effect,full_model,500,1.0,1.518,34.56510000000001,1.518,1.0008911387314432,0.0,0.027620053998847552,1.518
world_drift,gain_sgd_action_effect,identity_no_state,500,1.0,1.518,34.58270000000001,1.518,1.0008911387314432,0.0,0.027620053998847552,1.518
world_drift,least_squares_predictive_state,action_component_ablation,500,1.0,0.0,18.596400000000006,0.0,1.0,0.086,0.0,0.0
world_drift,least_squares_predictive_state,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.0,1.0,0.086,0.0,0.0
world_drift,least_squares_predictive_state,full_model,500,1.0,0.0,18.596400000000006,0.0,1.0,0.086,0.0,0.0
world_drift,least_squares_predictive_state,identity_no_state,500,1.0,1.518,34.58270000000001,0.0,1.0,0.086,0.0,0.0
world_drift,mean_delta_memory,action_component_ablation,500,0.804,1.472,34.1242,7.859428571428571,0.0,0.2297142857142857,1.0,1.5011428571428571
world_drift,mean_delta_memory,bias_component_ablation,500,0.0,28.968,353.292,7.859428571428571,0.0,0.2297142857142857,1.0,1.5011428571428571
world_drift,mean_delta_memory,full_model,500,0.0,28.968,353.292,7.859428571428571,0.0,0.2297142857142857,1.0,1.5011428571428571
world_drift,mean_delta_memory,identity_no_state,500,1.0,1.518,34.58270000000001,7.859428571428571,0.0,0.2297142857142857,1.0,1.5011428571428571
world_drift,random_feature_predictive_state,action_component_ablation,500,0.976,1.0,29.144400000000008,5.181581283520934,0.29405168416619426,0.014828902718516642,0.7059483158338057,1.01012291193304
world_drift,random_feature_predictive_state,bias_component_ablation,500,0.002,10.78,96.2432,5.181581283520934,0.29405168416619426,0.014828902718516642,0.7059483158338057,1.01012291193304
world_drift,random_feature_predictive_state,full_model,500,0.234,6.838,80.5331,5.181581283520934,0.29405168416619426,0.014828902718516642,0.7059483158338057,1.01012291193304
world_drift,random_feature_predictive_state,identity_no_state,500,1.0,1.518,34.58270000000001,5.181581283520934,0.29405168416619426,0.014828902718516642,0.7059483158338057,1.01012291193304
world_drift,symmetric_probe_predictive_state,action_component_ablation,500,1.0,0.0,18.596400000000006,0.0,1.0,0.086,0.0,0.0
world_drift,symmetric_probe_predictive_state,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.0,1.0,0.086,0.0,0.0
world_drift,symmetric_probe_predictive_state,full_model,500,1.0,0.0,18.596400000000006,0.0,1.0,0.086,0.0,0.0
world_drift,symmetric_probe_predictive_state,identity_no_state,500,1.0,1.518,34.58270000000001,0.0,1.0,0.086,0.0,0.0
