tick_id,day,settlement_id,reload_index,goal_count,request_count,plan_count,refusal_count,phrase_learning_count,checksum,restored_goals_visible,restored_requests_visible,restored_plans_visible,restored_refusals_visible,restored_phrase_learning_visible,replay_exportable
810,46,moss_ward,22,163,163,103,93,163,81136c8b3d81d547,True,True,True,True,True,True
819,46,orchid_engine,21,164,164,107,96,164,c222da4ca7ad14de,True,True,True,True,True,True
828,47,orchid_engine,22,166,166,109,97,166,15157f73da56fb4f,True,True,True,True,True,True
837,47,lichen_bridge,22,167,167,109,91,167,5d83cdbeae954ba9,True,True,True,True,True,True
846,48,lichen_bridge,23,169,169,111,92,169,1518e853942469af,True,True,True,True,True,True
855,48,cinder_garden,23,171,171,109,105,171,12dc0aa4cd551a5e,True,True,True,True,True,True
864,49,cinder_garden,24,173,173,111,106,173,2872c6ee924e3551,True,True,True,True,True,True
873,49,glass_harbor,23,175,175,111,104,175,1867f510ddef1492,True,True,True,True,True,True
882,50,glass_harbor,24,177,177,113,105,177,f6d177d6c25ded8e,True,True,True,True,True,True
891,50,moss_ward,23,179,179,115,101,179,2acbd12423f041e4,True,True,True,True,True,True
900,51,moss_ward,24,181,181,117,103,181,685e323e7df24396,True,True,True,True,True,True
909,51,orchid_engine,23,182,182,122,105,182,162ef7e3c2f3542d,True,True,True,True,True,True
918,52,orchid_engine,24,184,184,124,107,184,f53ab830b6840fb6,True,True,True,True,True,True
927,52,lichen_bridge,24,185,185,124,104,185,5f48350507c960e0,True,True,True,True,True,True
936,53,lichen_bridge,25,187,187,126,105,187,eda8f7c0b687229e,True,True,True,True,True,True
945,53,cinder_garden,25,189,189,123,115,189,ece3380444a91a02,True,True,True,True,True,True
954,54,cinder_garden,26,191,191,125,116,191,e44a02ca8b2e70ae,True,True,True,True,True,True
963,54,glass_harbor,25,193,193,125,113,193,c0fb3f33e379f1b6,True,True,True,True,True,True
972,55,glass_harbor,26,195,195,127,114,195,6380438b210e0610,True,True,True,True,True,True
981,55,moss_ward,25,197,197,129,112,197,5873ffec93c3b2c0,True,True,True,True,True,True
990,56,moss_ward,26,199,199,131,113,199,5c6c47e93de2bd72,True,True,True,True,True,True
999,56,orchid_engine,25,200,200,137,116,200,9145d7fa2bcd0f71,True,True,True,True,True,True
1008,57,orchid_engine,26,202,202,139,117,202,06c721001e662b61,True,True,True,True,True,True
1017,57,lichen_bridge,26,203,203,139,112,203,7e784552906b9562,True,True,True,True,True,True
1026,58,lichen_bridge,27,205,205,141,114,205,2e2747220c97e4d4,True,True,True,True,True,True
1035,58,cinder_garden,27,207,207,137,125,207,742191a2199dd33b,True,True,True,True,True,True
1044,59,cinder_garden,28,209,209,139,126,209,c4d0f19906017914,True,True,True,True,True,True
1053,59,glass_harbor,27,211,211,139,122,211,e59dbd13dd37dea4,True,True,True,True,True,True
1062,60,glass_harbor,28,213,213,141,124,213,ca7d8cc895be0741,True,True,True,True,True,True
1071,60,moss_ward,27,215,215,143,122,215,984efd8c2b70a107,True,True,True,True,True,True
1080,61,moss_ward,28,217,217,145,124,217,51e292733a22778a,True,True,True,True,True,True
1089,61,orchid_engine,27,218,218,152,123,218,bdde38e0034259fa,True,True,True,True,True,True
1098,62,orchid_engine,28,220,220,154,124,220,e401a5a2040c5942,True,True,True,True,True,True
1107,62,lichen_bridge,28,221,221,154,123,221,87117e4e61d16f1c,True,True,True,True,True,True
1116,63,lichen_bridge,29,223,223,156,125,223,8d12975af9d7a477,True,True,True,True,True,True
1125,63,cinder_garden,29,225,225,151,137,225,06ca3197598be02f,True,True,True,True,True,True
1134,64,cinder_garden,30,227,227,153,138,227,6dd37ea88c77ce17,True,True,True,True,True,True
1143,64,glass_harbor,29,229,229,153,132,229,eb95124fed0772dd,True,True,True,True,True,True
1152,65,glass_harbor,30,231,231,155,134,231,815d0f824b62e286,True,True,True,True,True,True
1161,65,moss_ward,29,233,233,157,134,233,a8a546a5549d6d11,True,True,True,True,True,True
1170,66,moss_ward,30,235,235,159,135,235,c8402f8a3fd6926c,True,True,True,True,True,True
1179,66,orchid_engine,29,236,236,167,135,236,65a8d13fdca244ed,True,True,True,True,True,True
1188,67,orchid_engine,30,238,238,169,136,238,7d545bce2ac15810,True,True,True,True,True,True
1197,67,lichen_bridge,30,239,239,169,138,239,9a43cd6e1e7cd3bf,True,True,True,True,True,True
1206,68,lichen_bridge,31,241,241,171,139,241,7920142552a1a102,True,True,True,True,True,True
1215,68,cinder_garden,31,243,243,165,144,243,67cdcd724d512f8c,True,True,True,True,True,True
1224,69,cinder_garden,32,245,245,167,145,245,c6b4b76dd41a04c1,True,True,True,True,True,True
1233,69,glass_harbor,31,247,247,167,142,247,d0c1ebd99d3f9806,True,True,True,True,True,True
1242,70,glass_harbor,32,249,249,169,143,249,692eca74d25acb56,True,True,True,True,True,True
1251,70,moss_ward,31,251,251,171,144,251,d9a8396c6f09d654,True,True,True,True,True,True
1260,71,moss_ward,32,253,253,173,145,253,771612957ff743d8,True,True,True,True,True,True
1269,71,orchid_engine,31,254,254,182,146,254,4ef9de2a594e7c79,True,True,True,True,True,True
1278,72,orchid_engine,32,256,256,184,148,256,06064cdacb574bff,True,True,True,True,True,True
1287,72,lichen_bridge,32,257,257,184,149,257,4dd9079193266da4,True,True,True,True,True,True
1296,73,lichen_bridge,33,259,259,186,151,259,154f5e4b248f5902,True,True,True,True,True,True
1305,73,cinder_garden,33,261,261,179,155,261,cf4fb8ddd2dc9cb2,True,True,True,True,True,True
1314,74,cinder_garden,34,263,263,181,156,263,015460c815006d47,True,True,True,True,True,True
1323,74,glass_harbor,33,265,265,181,155,265,5816b82232234887,True,True,True,True,True,True
1332,75,glass_harbor,34,267,267,183,156,267,eacfaff1d0665d3d,True,True,True,True,True,True
1341,75,moss_ward,33,269,269,185,152,269,f7bd9b02ad696b5d,True,True,True,True,True,True
1350,76,moss_ward,34,271,271,187,154,271,40baeb469b3f9713,True,True,True,True,True,True
1359,76,orchid_engine,33,272,272,197,156,272,c5741c2edaee1ef0,True,True,True,True,True,True
1368,77,orchid_engine,34,274,274,199,158,274,c0c042945359de30,True,True,True,True,True,True
1377,77,lichen_bridge,34,275,275,199,161,275,52a3ff6d90703d21,True,True,True,True,True,True
1386,78,lichen_bridge,35,277,277,201,162,277,b25315d7b5ce2328,True,True,True,True,True,True
1395,78,cinder_garden,35,279,279,193,165,279,50903df75333bcbc,True,True,True,True,True,True
1404,79,cinder_garden,36,281,281,195,166,281,94fcaea71adb446f,True,True,True,True,True,True
1413,79,glass_harbor,35,283,283,195,165,283,1492ba2230ab0585,True,True,True,True,True,True
1422,80,glass_harbor,36,285,285,197,166,285,992445a2d412ba8b,True,True,True,True,True,True
1431,80,moss_ward,35,287,287,199,164,287,637156659f9c40f6,True,True,True,True,True,True
1440,81,moss_ward,36,289,289,201,165,289,31dffa500f97b680,True,True,True,True,True,True
1449,81,orchid_engine,35,290,290,212,168,290,f47ada5196564f48,True,True,True,True,True,True
1458,82,orchid_engine,36,292,292,214,170,292,6e8c2e338fa8c652,True,True,True,True,True,True
1467,82,lichen_bridge,36,293,293,214,169,293,37bea089a0bd137e,True,True,True,True,True,True
1476,83,lichen_bridge,37,295,295,216,170,295,fb1347dcdcfef58f,True,True,True,True,True,True
1485,83,cinder_garden,37,297,297,207,176,297,0007d2b2116dc17c,True,True,True,True,True,True
1494,84,cinder_garden,38,299,299,209,177,299,13aa814d1db5f6d0,True,True,True,True,True,True
1503,84,glass_harbor,37,301,301,209,175,301,acc617d41d9a3499,True,True,True,True,True,True
1512,85,glass_harbor,38,303,303,211,176,303,c2b47b7a87935e29,True,True,True,True,True,True
1521,85,moss_ward,37,305,305,213,174,305,ec7cd33792db0563,True,True,True,True,True,True
1530,86,moss_ward,38,307,307,215,176,307,207e4427af467776,True,True,True,True,True,True
1539,86,orchid_engine,37,308,308,227,180,308,580a0f965cb6fcc5,True,True,True,True,True,True
1548,87,orchid_engine,38,310,310,229,182,310,775de5364055892d,True,True,True,True,True,True
1557,87,lichen_bridge,38,311,311,229,179,311,3358c103ab902ab6,True,True,True,True,True,True
1566,88,lichen_bridge,39,313,313,231,181,313,1361d200a43e726c,True,True,True,True,True,True
1575,88,cinder_garden,39,315,315,221,187,315,d0b8d4342746d852,True,True,True,True,True,True
1584,89,cinder_garden,40,317,317,223,188,317,66f22f66aa0658e6,True,True,True,True,True,True
1593,89,glass_harbor,39,319,319,223,183,319,b8447a37a8b0bd7d,True,True,True,True,True,True
1602,90,glass_harbor,40,321,321,225,185,321,459df2b21c11843a,True,True,True,True,True,True
1611,90,moss_ward,39,323,323,227,186,323,19130c386139e72c,True,True,True,True,True,True
1620,91,moss_ward,40,325,325,229,187,325,8b5e08c1e0cede42,True,True,True,True,True,True
1629,91,orchid_engine,39,326,326,242,192,326,534101fa591086a3,True,True,True,True,True,True
1638,92,orchid_engine,40,328,328,244,194,328,ae042201d23b6c11,True,True,True,True,True,True
1647,92,lichen_bridge,40,329,329,244,189,329,148d5c7fca870579,True,True,True,True,True,True
1656,93,lichen_bridge,41,331,331,246,191,331,3631f1757a574bc5,True,True,True,True,True,True
1665,93,cinder_garden,41,333,333,235,197,333,d785e6d476685a5a,True,True,True,True,True,True
1674,94,cinder_garden,42,335,335,237,198,335,75a438bc7ab74e47,True,True,True,True,True,True
1683,94,glass_harbor,41,337,337,237,195,337,0d34c126620060df,True,True,True,True,True,True
1692,95,glass_harbor,42,339,339,239,196,339,395acc8e8f348b3c,True,True,True,True,True,True
1701,95,moss_ward,41,341,341,241,199,341,ecc7e9fd56b9a7ba,True,True,True,True,True,True
1710,96,moss_ward,42,343,343,243,200,343,68fa626cde81153e,True,True,True,True,True,True
1719,96,orchid_engine,41,344,344,257,201,344,92a96425b3199a81,True,True,True,True,True,True
1728,97,orchid_engine,42,346,346,259,203,346,346f802603c5ab69,True,True,True,True,True,True
1737,97,lichen_bridge,42,347,347,259,202,347,9a82995209bae9ed,True,True,True,True,True,True
1746,98,lichen_bridge,43,349,349,261,203,349,e9e9735b467df71b,True,True,True,True,True,True
1755,98,cinder_garden,43,351,351,249,209,351,238b7862345aefc1,True,True,True,True,True,True
1764,99,cinder_garden,44,353,353,251,211,353,2fce15b569aeeb8e,True,True,True,True,True,True
1773,99,glass_harbor,43,355,355,251,207,355,9f683ab86e89c4b1,True,True,True,True,True,True
1782,100,glass_harbor,44,357,357,253,209,357,ac510e4dca4b587a,True,True,True,True,True,True
1791,100,moss_ward,43,359,359,255,209,359,14f83cd9efaff547,True,True,True,True,True,True
1800,101,moss_ward,44,361,361,257,211,361,4ec7f1ccd67d6362,True,True,True,True,True,True
1809,101,orchid_engine,43,362,362,272,213,362,979c60d602556980,True,True,True,True,True,True
1818,102,orchid_engine,44,364,364,274,214,364,805028020158b566,True,True,True,True,True,True
1827,102,lichen_bridge,44,365,365,274,216,365,ae761dece87d8251,True,True,True,True,True,True
1836,103,lichen_bridge,45,367,367,276,217,367,7a9b01fcc65dbd35,True,True,True,True,True,True
1845,103,cinder_garden,45,369,369,263,222,369,0df280df7f1a10f5,True,True,True,True,True,True
1854,104,cinder_garden,46,371,371,265,223,371,3deff42da27005eb,True,True,True,True,True,True
1863,104,glass_harbor,45,373,373,265,217,373,38cf375cebd27282,True,True,True,True,True,True
1872,105,glass_harbor,46,375,375,267,219,375,75134049ae75ca51,True,True,True,True,True,True
1881,105,moss_ward,45,377,377,269,222,377,6ffa486ddf73b8be,True,True,True,True,True,True
1890,106,moss_ward,46,379,379,271,223,379,0a14c38944759edd,True,True,True,True,True,True
1899,106,orchid_engine,45,380,380,287,224,380,79e7fdae76c2d49b,True,True,True,True,True,True
1908,107,orchid_engine,46,382,382,289,226,382,a98a7d88beeaddc1,True,True,True,True,True,True
1917,107,lichen_bridge,46,383,383,289,225,383,d468211396477311,True,True,True,True,True,True
1926,108,lichen_bridge,47,385,385,291,227,385,767c26e06e4b2cc7,True,True,True,True,True,True
1935,108,cinder_garden,47,387,387,277,231,387,49a21c680914db47,True,True,True,True,True,True
1944,109,cinder_garden,48,389,389,279,232,389,4c6b922a47f6b896,True,True,True,True,True,True
1953,109,glass_harbor,47,391,391,279,229,391,191d11fbd28bf0d7,True,True,True,True,True,True
1962,110,glass_harbor,48,393,393,281,230,393,e6c46059d0baf7f7,True,True,True,True,True,True
1971,110,moss_ward,47,395,395,283,232,395,b9c307c37b60fb73,True,True,True,True,True,True
1980,111,moss_ward,48,397,397,285,234,397,8b942674af02ac19,True,True,True,True,True,True
1989,111,orchid_engine,47,398,398,302,236,398,103331fe3e7e48e5,True,True,True,True,True,True
1998,112,orchid_engine,48,400,400,304,238,400,98ab88857a94a30e,True,True,True,True,True,True
2007,112,lichen_bridge,48,401,401,304,239,401,a9dd66fe6ec60bc9,True,True,True,True,True,True
2016,113,lichen_bridge,49,403,403,306,240,403,b60a6afb605c7657,True,True,True,True,True,True
2025,113,cinder_garden,49,405,405,291,241,405,a205f0c68e23b58e,True,True,True,True,True,True
2034,114,cinder_garden,50,407,407,293,243,407,7387155143ad32c6,True,True,True,True,True,True
2043,114,glass_harbor,49,409,409,293,241,409,55f036df58f05980,True,True,True,True,True,True
2052,115,glass_harbor,50,411,411,295,242,411,e7f09706a14de855,True,True,True,True,True,True
2061,115,moss_ward,49,413,413,297,242,413,df2e0712f4e349ab,True,True,True,True,True,True
2070,116,moss_ward,50,415,415,299,243,415,ad527a62cca4f6aa,True,True,True,True,True,True
2079,116,orchid_engine,49,416,416,317,245,416,3948c764c2c1bc35,True,True,True,True,True,True
2088,117,orchid_engine,50,418,418,319,246,418,17710b64e4dfa30b,True,True,True,True,True,True
2097,117,lichen_bridge,50,419,419,319,249,419,4f90b0faefb441cd,True,True,True,True,True,True
2106,118,lichen_bridge,51,421,421,321,250,421,acba09bdab00c911,True,True,True,True,True,True
2115,118,cinder_garden,51,423,423,305,252,423,f2ab6d1b4171d6c2,True,True,True,True,True,True
2124,119,cinder_garden,52,425,425,307,253,425,23956e4ebd228aff,True,True,True,True,True,True
2133,119,glass_harbor,51,427,427,307,252,427,dce18299a6e096a7,True,True,True,True,True,True
2142,120,glass_harbor,52,429,429,309,254,429,09bf9b5484c72c13,True,True,True,True,True,True
2151,120,moss_ward,51,431,431,311,252,431,d054123d2d0cfc9c,True,True,True,True,True,True
2160,121,moss_ward,52,433,433,313,254,433,2d4522a1bec145fb,True,True,True,True,True,True
2169,121,orchid_engine,51,434,434,332,254,434,0c989de9d7f53ce9,True,True,True,True,True,True
2178,122,orchid_engine,52,436,436,334,256,436,3dd0ad4809764963,True,True,True,True,True,True
2187,122,lichen_bridge,52,437,437,334,259,437,de8452620c5ca1b0,True,True,True,True,True,True
2196,123,lichen_bridge,53,439,439,336,261,439,1e2d5241d3a712fb,True,True,True,True,True,True
2205,123,cinder_garden,53,441,441,319,266,441,35c4d880a8e8f217,True,True,True,True,True,True
2214,124,cinder_garden,54,443,443,321,267,443,5820458d6e1bb3a6,True,True,True,True,True,True
2223,124,glass_harbor,53,445,445,321,260,445,5c78296b3e841f45,True,True,True,True,True,True
2232,125,glass_harbor,54,447,447,323,261,447,103e9371987bb626,True,True,True,True,True,True
2241,125,moss_ward,53,449,449,325,262,449,03e102704ec4ad12,True,True,True,True,True,True
2250,126,moss_ward,54,451,451,327,263,451,25b1bd611ddc3a0f,True,True,True,True,True,True
2259,126,orchid_engine,53,452,452,347,266,452,84bdcf999c5e1161,True,True,True,True,True,True
2268,127,orchid_engine,54,454,454,349,268,454,03433117deaee77c,True,True,True,True,True,True
2277,127,lichen_bridge,54,455,455,349,269,455,bae5b2166c0674c7,True,True,True,True,True,True
2286,128,lichen_bridge,55,457,457,351,271,457,b5a873913e2b36b7,True,True,True,True,True,True
2295,128,cinder_garden,55,459,459,333,279,459,522fb4dd8812be35,True,True,True,True,True,True
2304,129,cinder_garden,56,461,461,335,280,461,2a43f494daa84e27,True,True,True,True,True,True
2313,129,glass_harbor,55,463,463,335,269,463,a7d79e36b6dc4284,True,True,True,True,True,True
2322,130,glass_harbor,56,465,465,337,270,465,112528efdcefd298,True,True,True,True,True,True
2331,130,moss_ward,55,467,467,339,276,467,ade470473d8c4d81,True,True,True,True,True,True
2340,131,moss_ward,56,469,469,341,277,469,f774b90fdcf998f8,True,True,True,True,True,True
2349,131,orchid_engine,55,470,470,362,275,470,35039b5158ee7a92,True,True,True,True,True,True
2358,132,orchid_engine,56,472,472,364,276,472,1e45f701e96f0f2c,True,True,True,True,True,True
2367,132,lichen_bridge,56,473,473,364,280,473,65160895b137be46,True,True,True,True,True,True
2376,133,lichen_bridge,57,475,475,366,281,475,d01908839e2e71f4,True,True,True,True,True,True
2385,133,cinder_garden,57,477,477,347,291,477,079682be6e83d177,True,True,True,True,True,True
2394,134,cinder_garden,58,479,479,349,292,479,0d056fa95ef8fb01,True,True,True,True,True,True
2403,134,glass_harbor,57,481,481,349,278,481,6b4a26a8c87ad72f,True,True,True,True,True,True
2412,135,glass_harbor,58,483,483,351,280,483,be4f45437ec351ce,True,True,True,True,True,True
2421,135,moss_ward,57,485,485,353,286,485,d0c7db821d997c37,True,True,True,True,True,True
2430,136,moss_ward,58,487,487,355,287,487,908f9344d5611534,True,True,True,True,True,True
2439,136,orchid_engine,57,488,488,377,284,488,f7438d635ce67707,True,True,True,True,True,True
2448,137,orchid_engine,58,490,490,379,286,490,5f0d3d8bc1bf1c11,True,True,True,True,True,True
2457,137,lichen_bridge,58,491,491,379,291,491,16d55211c2e98540,True,True,True,True,True,True
2466,138,lichen_bridge,59,493,493,381,293,493,3529be0b082a7fc1,True,True,True,True,True,True
2475,138,cinder_garden,59,495,495,361,303,495,f1bee8bb2ec21e60,True,True,True,True,True,True
