tick_id,day,route_id,agent,follows_body_reaction_tick,delay_ticks,dialogue_line,bounded_refusal_available,recovery_choice_available,dialogue_visible,localstorage_memory_key,memory_written,private_workspace_hidden
38,4,archive_signal,Milo,38,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
39,4,signal_orchard,Ivo,39,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
42,4,riverbend_roofward,Ari,42,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
44,4,archive_signal,Nia,44,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
45,4,signal_orchard,Milo,45,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
47,4,central_repair_ring,Juno,41,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
48,5,riverbend_roofward,Ari,48,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
50,5,archive_signal,Nia,50,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
51,5,signal_orchard,Milo,51,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
54,5,riverbend_roofward,Fay,54,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
56,5,archive_signal,Milo,56,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
57,5,signal_orchard,Ivo,57,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
59,5,central_repair_ring,Pax,53,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
60,6,riverbend_roofward,Fay,60,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
62,6,archive_signal,Milo,62,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
63,6,signal_orchard,Ivo,63,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
66,6,riverbend_roofward,Ari,66,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
68,6,archive_signal,Nia,68,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
69,6,signal_orchard,Milo,69,2,The loop gave us light. I trust that more than the short road tonight.,True,True,False,ssrm.v34.memory.signal_orchard,True,True
71,6,central_repair_ring,Juno,65,1,Back up. Sparks near my hands make me lose the thread.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
72,7,riverbend_roofward,Ari,72,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
74,7,archive_signal,Nia,74,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
75,7,signal_orchard,Milo,75,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
78,7,riverbend_roofward,Fay,78,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
80,7,archive_signal,Milo,80,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
81,7,signal_orchard,Ivo,81,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
83,7,central_repair_ring,Pax,77,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
85,8,archive_signal,Milo,80,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
86,8,signal_orchard,Ivo,86,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
89,8,riverbend_roofward,Fay,89,5,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
90,8,roofward_archive,Nia,90,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
92,8,signal_orchard,Ivo,92,1,The loop gave us light. I trust that more than the short road tonight.,True,True,False,ssrm.v34.memory.signal_orchard,True,True
93,8,orchard_riverbend,Ari,93,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
95,8,riverbend_roofward,Fay,89,3,I will not cross the wet plank while my hands are numb.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
96,9,roofward_archive,Nia,96,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
98,9,signal_orchard,Ivo,98,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
99,9,orchard_riverbend,Ari,99,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
102,9,roofward_archive,Fay,102,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
104,9,signal_orchard,Milo,104,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
105,9,orchard_riverbend,Ivo,105,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
107,9,riverbend_roofward,Ari,101,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
108,10,roofward_archive,Fay,108,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
110,10,signal_orchard,Milo,110,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
111,10,orchard_riverbend,Ivo,111,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
114,10,roofward_archive,Nia,114,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
116,10,signal_orchard,Ivo,116,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
117,10,orchard_riverbend,Ari,117,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
119,10,riverbend_roofward,Fay,113,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
120,11,roofward_archive,Nia,120,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
122,11,signal_orchard,Ivo,122,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
123,11,orchard_riverbend,Ari,123,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
126,11,roofward_archive,Fay,126,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
128,11,signal_orchard,Milo,128,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
129,11,orchard_riverbend,Ivo,129,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
131,11,riverbend_roofward,Ari,125,1,I will not cross the wet plank while my hands are numb.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
132,12,roofward_archive,Fay,132,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
134,12,signal_orchard,Milo,134,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
135,12,orchard_riverbend,Ivo,135,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
138,12,roofward_archive,Nia,138,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,False,ssrm.v34.memory.roofward_archive,True,True
140,12,signal_orchard,Ivo,140,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
141,12,orchard_riverbend,Ari,141,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
143,12,riverbend_roofward,Fay,137,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
144,13,roofward_archive,Nia,144,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
146,13,signal_orchard,Ivo,146,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
147,13,orchard_riverbend,Ari,147,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
150,13,roofward_archive,Fay,150,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
152,13,signal_orchard,Milo,152,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
153,13,orchard_riverbend,Ivo,153,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
155,13,riverbend_roofward,Ari,149,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
156,14,roofward_archive,Fay,156,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
158,14,signal_orchard,Milo,158,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
159,14,orchard_riverbend,Ivo,159,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
162,14,roofward_archive,Nia,162,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
164,14,signal_orchard,Ivo,164,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
165,14,orchard_riverbend,Ari,165,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
166,14,central_repair_ring,Pax,166,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
167,14,riverbend_roofward,Fay,161,1,I will not cross the wet plank while my hands are numb.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
168,15,roofward_archive,Nia,168,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
170,15,signal_orchard,Ivo,170,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
171,15,orchard_riverbend,Ari,171,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
172,15,central_repair_ring,Pax,166,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
174,15,roofward_archive,Fay,174,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
176,15,signal_orchard,Milo,176,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
177,15,orchard_riverbend,Ivo,177,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
179,15,riverbend_roofward,Ari,173,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
181,16,signal_orchard,Milo,181,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
185,16,roofward_archive,Fay,185,8,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
186,16,archive_signal,Nia,186,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
187,16,signal_orchard,Milo,187,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
188,16,orchard_riverbend,Ivo,188,5,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
189,16,central_repair_ring,Juno,189,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
191,16,roofward_archive,Fay,185,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
192,17,archive_signal,Nia,192,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
193,17,signal_orchard,Milo,187,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
194,17,orchard_riverbend,Ivo,194,9,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
195,17,central_repair_ring,Juno,195,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
198,17,archive_signal,Milo,198,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
200,17,orchard_riverbend,Ivo,200,9,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
201,17,central_repair_ring,Pax,201,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
203,17,roofward_archive,Nia,197,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
204,18,archive_signal,Milo,204,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
206,18,orchard_riverbend,Ari,206,8,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
207,18,central_repair_ring,Pax,207,1,The outer path gave me room. I can finish the wire without shaking.,True,True,False,ssrm.v34.memory.central_repair_ring,True,True
210,18,archive_signal,Nia,210,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
212,18,orchard_riverbend,Ari,212,8,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
213,18,central_repair_ring,Juno,213,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
215,18,roofward_archive,Fay,215,1,I need a slower route before I carry the ledger.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
216,19,archive_signal,Nia,216,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
218,19,orchard_riverbend,Ivo,218,7,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
219,19,central_repair_ring,Juno,219,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
221,19,roofward_archive,Fay,221,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
222,19,archive_signal,Milo,222,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
224,19,orchard_riverbend,Ivo,224,7,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
225,19,central_repair_ring,Pax,225,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
226,19,riverbend_roofward,Fay,226,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
227,19,roofward_archive,Nia,221,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
228,20,archive_signal,Milo,228,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
230,20,orchard_riverbend,Ari,230,6,The seeds stayed dry. I will remember that route.,True,True,False,ssrm.v34.memory.orchard_riverbend,True,True
231,20,central_repair_ring,Pax,231,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
232,20,riverbend_roofward,Fay,226,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
234,20,archive_signal,Nia,234,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
236,20,orchard_riverbend,Ari,236,6,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
237,20,central_repair_ring,Juno,237,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
239,20,roofward_archive,Fay,233,2,I need a slower route before I carry the ledger.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
240,21,archive_signal,Nia,240,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
242,21,orchard_riverbend,Ivo,242,9,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
243,21,central_repair_ring,Juno,243,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
246,21,archive_signal,Milo,246,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
248,21,orchard_riverbend,Ivo,248,9,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
249,21,central_repair_ring,Pax,249,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
251,21,roofward_archive,Nia,245,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
252,22,archive_signal,Milo,252,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
253,22,signal_orchard,Ivo,247,3,I am not walking blind while the lantern sputters.,True,True,False,ssrm.v34.memory.signal_orchard,True,True
254,22,orchard_riverbend,Ari,254,8,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
255,22,central_repair_ring,Pax,255,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
258,22,archive_signal,Nia,258,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
260,22,orchard_riverbend,Ari,260,8,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
261,22,central_repair_ring,Juno,261,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
263,22,roofward_archive,Fay,257,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
264,23,archive_signal,Nia,264,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
266,23,orchard_riverbend,Ivo,266,7,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
267,23,central_repair_ring,Juno,267,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
270,23,archive_signal,Milo,270,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
272,23,orchard_riverbend,Ivo,272,7,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
273,23,central_repair_ring,Pax,273,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
275,23,roofward_archive,Nia,269,3,I need a slower route before I carry the ledger.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
277,24,orchard_riverbend,Ari,272,5,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
278,24,central_repair_ring,Pax,278,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
281,24,archive_signal,Milo,281,7,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
282,24,signal_orchard,Ivo,282,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
283,24,orchard_riverbend,Ari,272,5,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
284,24,central_repair_ring,Pax,284,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
285,24,riverbend_roofward,Fay,285,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
287,24,archive_signal,Milo,281,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
288,25,signal_orchard,Ivo,288,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
290,25,central_repair_ring,Pax,290,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
291,25,riverbend_roofward,Fay,291,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
294,25,signal_orchard,Milo,294,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
296,25,central_repair_ring,Juno,296,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
297,25,riverbend_roofward,Ari,297,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
299,25,archive_signal,Nia,293,1,That path kept the spool clean. I can explain the pattern now.,True,True,False,ssrm.v34.memory.archive_signal,True,True
300,26,signal_orchard,Milo,300,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
302,26,central_repair_ring,Juno,302,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
303,26,riverbend_roofward,Ari,303,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
306,26,signal_orchard,Ivo,306,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
308,26,central_repair_ring,Pax,308,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
309,26,riverbend_roofward,Fay,309,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
311,26,archive_signal,Milo,305,3,Do not pull the spool from my hands. Ask first.,True,True,True,ssrm.v34.memory.archive_signal,True,True
312,27,signal_orchard,Ivo,312,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
314,27,central_repair_ring,Pax,314,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
315,27,riverbend_roofward,Fay,315,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
318,27,signal_orchard,Milo,318,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
320,27,central_repair_ring,Juno,320,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
321,27,riverbend_roofward,Ari,321,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
323,27,archive_signal,Nia,317,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
324,28,signal_orchard,Milo,324,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
