tick_id,day,session_id,settlement_id,resident_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,ui_widget_before,ui_widget_after,dom_patch_label,localstorage_written,rendered_delta_visible,no_magic_inventory
19,2,canvas-session-001,lichen_bridge,Sol,lichen glue,839,838,weave spare rope canvas marker,1,2,lichen glue:839,lichen glue:838,inventory-chip:lichen glue:-1,True,True,True
20,2,canvas-session-001,orchid_engine,Bea,valve grease,838,837,tend orchid lamp canvas marker,1,2,valve grease:838,valve grease:837,inventory-chip:valve grease:-1,True,True,True
21,2,canvas-session-001,moss_ward,Fay,dry clay,839,838,raise warm-cup shelf canvas marker,1,2,dry clay:839,dry clay:838,inventory-chip:dry clay:-1,True,True,True
22,2,canvas-session-001,glass_harbor,Puck,net fiber,839,837,relight public lamp canvas marker,0,1,net fiber:839,net fiber:837,inventory-chip:net fiber:-2,True,True,True
23,2,canvas-session-001,cinder_garden,Wren,seed ink,839,838,sort ember fruit canvas marker,0,1,seed ink:839,seed ink:838,inventory-chip:seed ink:-1,True,True,True
24,2,canvas-session-001,lichen_bridge,Kio,rope fiber,839,838,mark signal bell canvas marker,1,2,rope fiber:839,rope fiber:838,inventory-chip:rope fiber:-1,True,True,True
25,2,canvas-session-001,orchid_engine,Cai,gear cloth,839,838,stabilize steam kettle canvas marker,1,2,gear cloth:839,gear cloth:838,inventory-chip:gear cloth:-1,True,True,True
26,2,canvas-session-001,moss_ward,Milo,moss cord,839,838,drain rain path canvas marker,1,2,moss cord:839,moss cord:838,inventory-chip:moss cord:-1,True,True,True
27,2,canvas-session-001,glass_harbor,Sera,salt chalk,840,839,mend fog net canvas marker,1,2,salt chalk:840,salt chalk:839,inventory-chip:salt chalk:-1,True,True,True
28,2,canvas-session-001,cinder_garden,Juno,shade reed,840,839,cool ash path canvas marker,1,2,shade reed:840,shade reed:839,inventory-chip:shade reed:-1,True,True,True
29,2,canvas-session-001,lichen_bridge,Luma,bell tin,838,837,repair meal ledger canvas marker,1,2,bell tin:838,bell tin:837,inventory-chip:bell tin:-1,True,True,True
30,2,canvas-session-001,orchid_engine,Dax,orchid oil,839,838,listen to valve pulse canvas marker,1,2,orchid oil:839,orchid oil:838,inventory-chip:orchid oil:-1,True,True,True
31,2,canvas-session-001,moss_ward,Tala,charcoal mark,839,838,patch blanket loom canvas marker,1,2,charcoal mark:839,charcoal mark:838,inventory-chip:charcoal mark:-1,True,True,True
32,2,canvas-session-001,glass_harbor,Nia,lamp oil,839,838,seal fog catcher canvas marker,1,2,lamp oil:839,lamp oil:838,inventory-chip:lamp oil:-1,True,True,True
33,2,canvas-session-001,cinder_garden,Pax,ember basket,839,837,repair seed calendar canvas marker,1,2,ember basket:839,ember basket:837,inventory-chip:ember basket:-2,True,True,True
34,2,canvas-session-001,lichen_bridge,Rin,meal token,839,838,test rope bridge canvas marker,1,2,meal token:839,meal token:838,inventory-chip:meal token:-1,True,True,True
35,2,canvas-session-001,orchid_engine,Eli,steam seal,839,838,clean gear wash canvas marker,1,2,steam seal:839,steam seal:838,inventory-chip:steam seal:-1,True,True,True
36,3,canvas-session-001,glass_harbor,Sera,salt chalk,839,838,seal fog catcher canvas marker,2,3,salt chalk:839,salt chalk:838,inventory-chip:salt chalk:-1,True,True,True
37,3,canvas-session-001,cinder_garden,Juno,shade reed,839,838,repair seed calendar canvas marker,2,3,shade reed:839,shade reed:838,inventory-chip:shade reed:-1,True,True,True
38,3,canvas-session-001,lichen_bridge,Luma,bell tin,837,836,test rope bridge canvas marker,2,3,bell tin:837,bell tin:836,inventory-chip:bell tin:-1,True,True,True
39,3,canvas-session-001,orchid_engine,Dax,orchid oil,838,837,clean gear wash canvas marker,2,3,orchid oil:838,orchid oil:837,inventory-chip:orchid oil:-1,True,True,True
40,3,canvas-session-001,moss_ward,Tala,charcoal mark,838,837,copy root ledger canvas marker,1,2,charcoal mark:838,charcoal mark:837,inventory-chip:charcoal mark:-1,True,True,True
41,3,canvas-session-001,glass_harbor,Nia,lamp oil,838,837,mark crossing rope canvas marker,1,2,lamp oil:838,lamp oil:837,inventory-chip:lamp oil:-1,True,True,True
42,3,canvas-session-001,cinder_garden,Pax,ember basket,837,836,shade seed rows canvas marker,2,3,ember basket:837,ember basket:836,inventory-chip:ember basket:-1,True,True,True
43,3,canvas-session-001,lichen_bridge,Rin,meal token,838,837,weave spare rope canvas marker,2,3,meal token:838,meal token:837,inventory-chip:meal token:-1,True,True,True
44,3,canvas-session-001,orchid_engine,Eli,steam seal,838,836,tend orchid lamp canvas marker,2,3,steam seal:838,steam seal:836,inventory-chip:steam seal:-2,True,True,True
45,3,canvas-session-001,moss_ward,Ari,reed bundle,839,838,raise warm-cup shelf canvas marker,2,3,reed bundle:839,reed bundle:838,inventory-chip:reed bundle:-1,True,True,True
46,3,canvas-session-001,glass_harbor,Oren,glass bead,839,838,relight public lamp canvas marker,1,2,glass bead:839,glass bead:838,inventory-chip:glass bead:-1,True,True,True
47,3,canvas-session-001,cinder_garden,Vale,cool stone,838,837,sort ember fruit canvas marker,1,2,cool stone:838,cool stone:837,inventory-chip:cool stone:-1,True,True,True
48,3,canvas-session-001,lichen_bridge,Sol,lichen glue,838,837,mark signal bell canvas marker,2,3,lichen glue:838,lichen glue:837,inventory-chip:lichen glue:-1,True,True,True
49,3,canvas-session-001,orchid_engine,Bea,valve grease,837,836,stabilize steam kettle canvas marker,2,3,valve grease:837,valve grease:836,inventory-chip:valve grease:-1,True,True,True
50,3,canvas-session-001,moss_ward,Fay,dry clay,838,837,drain rain path canvas marker,2,3,dry clay:838,dry clay:837,inventory-chip:dry clay:-1,True,True,True
51,3,canvas-session-001,glass_harbor,Puck,net fiber,837,836,mend fog net canvas marker,2,3,net fiber:837,net fiber:836,inventory-chip:net fiber:-1,True,True,True
52,3,canvas-session-001,cinder_garden,Wren,seed ink,838,837,cool ash path canvas marker,2,3,seed ink:838,seed ink:837,inventory-chip:seed ink:-1,True,True,True
53,3,canvas-session-001,lichen_bridge,Kio,rope fiber,838,837,repair meal ledger canvas marker,2,3,rope fiber:838,rope fiber:837,inventory-chip:rope fiber:-1,True,True,True
54,4,canvas-session-001,moss_ward,Ari,reed bundle,838,837,drain rain path canvas marker,3,4,reed bundle:838,reed bundle:837,inventory-chip:reed bundle:-1,True,True,True
55,4,canvas-session-001,glass_harbor,Oren,glass bead,838,836,mend fog net canvas marker,3,4,glass bead:838,glass bead:836,inventory-chip:glass bead:-2,True,True,True
56,4,canvas-session-001,cinder_garden,Vale,cool stone,837,836,cool ash path canvas marker,3,4,cool stone:837,cool stone:836,inventory-chip:cool stone:-1,True,True,True
57,4,canvas-session-001,lichen_bridge,Sol,lichen glue,837,836,repair meal ledger canvas marker,3,4,lichen glue:837,lichen glue:836,inventory-chip:lichen glue:-1,True,True,True
58,4,canvas-session-001,orchid_engine,Bea,valve grease,836,835,listen to valve pulse canvas marker,2,3,valve grease:836,valve grease:835,inventory-chip:valve grease:-1,True,True,True
59,4,canvas-session-001,moss_ward,Fay,dry clay,837,836,patch blanket loom canvas marker,2,3,dry clay:837,dry clay:836,inventory-chip:dry clay:-1,True,True,True
60,4,canvas-session-001,glass_harbor,Puck,net fiber,836,835,seal fog catcher canvas marker,3,4,net fiber:836,net fiber:835,inventory-chip:net fiber:-1,True,True,True
61,4,canvas-session-001,cinder_garden,Wren,seed ink,837,836,repair seed calendar canvas marker,3,4,seed ink:837,seed ink:836,inventory-chip:seed ink:-1,True,True,True
62,4,canvas-session-001,lichen_bridge,Kio,rope fiber,837,836,test rope bridge canvas marker,3,4,rope fiber:837,rope fiber:836,inventory-chip:rope fiber:-1,True,True,True
63,4,canvas-session-001,orchid_engine,Cai,gear cloth,838,837,clean gear wash canvas marker,3,4,gear cloth:838,gear cloth:837,inventory-chip:gear cloth:-1,True,True,True
64,4,canvas-session-001,moss_ward,Milo,moss cord,838,837,copy root ledger canvas marker,2,3,moss cord:838,moss cord:837,inventory-chip:moss cord:-1,True,True,True
65,4,canvas-session-001,glass_harbor,Sera,salt chalk,838,837,mark crossing rope canvas marker,2,3,salt chalk:838,salt chalk:837,inventory-chip:salt chalk:-1,True,True,True
66,4,canvas-session-001,cinder_garden,Juno,shade reed,838,836,shade seed rows canvas marker,3,4,shade reed:838,shade reed:836,inventory-chip:shade reed:-2,True,True,True
67,4,canvas-session-001,lichen_bridge,Luma,bell tin,836,835,weave spare rope canvas marker,3,4,bell tin:836,bell tin:835,inventory-chip:bell tin:-1,True,True,True
68,4,canvas-session-001,orchid_engine,Dax,orchid oil,837,836,tend orchid lamp canvas marker,3,4,orchid oil:837,orchid oil:836,inventory-chip:orchid oil:-1,True,True,True
69,4,canvas-session-001,moss_ward,Tala,charcoal mark,837,836,raise warm-cup shelf canvas marker,3,4,charcoal mark:837,charcoal mark:836,inventory-chip:charcoal mark:-1,True,True,True
70,4,canvas-session-001,glass_harbor,Nia,lamp oil,837,836,relight public lamp canvas marker,2,3,lamp oil:837,lamp oil:836,inventory-chip:lamp oil:-1,True,True,True
71,4,canvas-session-001,cinder_garden,Pax,ember basket,836,835,sort ember fruit canvas marker,2,3,ember basket:836,ember basket:835,inventory-chip:ember basket:-1,True,True,True
72,5,canvas-session-001,orchid_engine,Cai,gear cloth,837,836,tend orchid lamp canvas marker,4,5,gear cloth:837,gear cloth:836,inventory-chip:gear cloth:-1,True,True,True
73,5,canvas-session-001,moss_ward,Milo,moss cord,837,836,raise warm-cup shelf canvas marker,4,5,moss cord:837,moss cord:836,inventory-chip:moss cord:-1,True,True,True
74,5,canvas-session-001,glass_harbor,Sera,salt chalk,837,836,relight public lamp canvas marker,3,4,salt chalk:837,salt chalk:836,inventory-chip:salt chalk:-1,True,True,True
75,5,canvas-session-001,cinder_garden,Juno,shade reed,836,835,sort ember fruit canvas marker,3,4,shade reed:836,shade reed:835,inventory-chip:shade reed:-1,True,True,True
76,5,canvas-session-001,lichen_bridge,Luma,bell tin,835,834,mark signal bell canvas marker,3,4,bell tin:835,bell tin:834,inventory-chip:bell tin:-1,True,True,True
77,5,canvas-session-001,orchid_engine,Dax,orchid oil,836,834,stabilize steam kettle canvas marker,3,4,orchid oil:836,orchid oil:834,inventory-chip:orchid oil:-2,True,True,True
78,5,canvas-session-001,moss_ward,Tala,charcoal mark,836,835,drain rain path canvas marker,4,5,charcoal mark:836,charcoal mark:835,inventory-chip:charcoal mark:-1,True,True,True
79,5,canvas-session-001,glass_harbor,Nia,lamp oil,836,835,mend fog net canvas marker,4,5,lamp oil:836,lamp oil:835,inventory-chip:lamp oil:-1,True,True,True
80,5,canvas-session-001,cinder_garden,Pax,ember basket,835,834,cool ash path canvas marker,4,5,ember basket:835,ember basket:834,inventory-chip:ember basket:-1,True,True,True
81,5,canvas-session-001,lichen_bridge,Rin,meal token,837,836,repair meal ledger canvas marker,4,5,meal token:837,meal token:836,inventory-chip:meal token:-1,True,True,True
82,5,canvas-session-001,orchid_engine,Eli,steam seal,836,835,listen to valve pulse canvas marker,3,4,steam seal:836,steam seal:835,inventory-chip:steam seal:-1,True,True,True
83,5,canvas-session-001,moss_ward,Ari,reed bundle,837,836,patch blanket loom canvas marker,3,4,reed bundle:837,reed bundle:836,inventory-chip:reed bundle:-1,True,True,True
84,5,canvas-session-001,glass_harbor,Oren,glass bead,836,835,seal fog catcher canvas marker,4,5,glass bead:836,glass bead:835,inventory-chip:glass bead:-1,True,True,True
85,5,canvas-session-001,cinder_garden,Vale,cool stone,836,835,repair seed calendar canvas marker,4,5,cool stone:836,cool stone:835,inventory-chip:cool stone:-1,True,True,True
86,5,canvas-session-001,lichen_bridge,Sol,lichen glue,836,835,test rope bridge canvas marker,4,5,lichen glue:836,lichen glue:835,inventory-chip:lichen glue:-1,True,True,True
87,5,canvas-session-001,orchid_engine,Bea,valve grease,835,834,clean gear wash canvas marker,4,5,valve grease:835,valve grease:834,inventory-chip:valve grease:-1,True,True,True
88,5,canvas-session-001,moss_ward,Fay,dry clay,836,834,copy root ledger canvas marker,3,4,dry clay:836,dry clay:834,inventory-chip:dry clay:-2,True,True,True
89,5,canvas-session-001,glass_harbor,Puck,net fiber,835,834,mark crossing rope canvas marker,3,4,net fiber:835,net fiber:834,inventory-chip:net fiber:-1,True,True,True
90,6,canvas-session-001,lichen_bridge,Rin,meal token,836,835,test rope bridge canvas marker,5,6,meal token:836,meal token:835,inventory-chip:meal token:-1,True,True,True
91,6,canvas-session-001,orchid_engine,Eli,steam seal,835,834,clean gear wash canvas marker,5,6,steam seal:835,steam seal:834,inventory-chip:steam seal:-1,True,True,True
92,6,canvas-session-001,moss_ward,Ari,reed bundle,836,835,copy root ledger canvas marker,4,5,reed bundle:836,reed bundle:835,inventory-chip:reed bundle:-1,True,True,True
93,6,canvas-session-001,glass_harbor,Oren,glass bead,835,834,mark crossing rope canvas marker,4,5,glass bead:835,glass bead:834,inventory-chip:glass bead:-1,True,True,True
94,6,canvas-session-001,cinder_garden,Vale,cool stone,835,834,shade seed rows canvas marker,4,5,cool stone:835,cool stone:834,inventory-chip:cool stone:-1,True,True,True
95,6,canvas-session-001,lichen_bridge,Sol,lichen glue,835,834,weave spare rope canvas marker,4,5,lichen glue:835,lichen glue:834,inventory-chip:lichen glue:-1,True,True,True
96,6,canvas-session-001,orchid_engine,Bea,valve grease,834,833,tend orchid lamp canvas marker,5,6,valve grease:834,valve grease:833,inventory-chip:valve grease:-1,True,True,True
97,6,canvas-session-001,moss_ward,Fay,dry clay,834,833,raise warm-cup shelf canvas marker,5,6,dry clay:834,dry clay:833,inventory-chip:dry clay:-1,True,True,True
98,6,canvas-session-001,glass_harbor,Puck,net fiber,834,833,relight public lamp canvas marker,4,5,net fiber:834,net fiber:833,inventory-chip:net fiber:-1,True,True,True
99,6,canvas-session-001,cinder_garden,Wren,seed ink,836,834,sort ember fruit canvas marker,4,5,seed ink:836,seed ink:834,inventory-chip:seed ink:-2,True,True,True
100,6,canvas-session-001,lichen_bridge,Kio,rope fiber,836,835,mark signal bell canvas marker,4,5,rope fiber:836,rope fiber:835,inventory-chip:rope fiber:-1,True,True,True
101,6,canvas-session-001,orchid_engine,Cai,gear cloth,836,835,stabilize steam kettle canvas marker,4,5,gear cloth:836,gear cloth:835,inventory-chip:gear cloth:-1,True,True,True
102,6,canvas-session-001,moss_ward,Milo,moss cord,836,835,drain rain path canvas marker,5,6,moss cord:836,moss cord:835,inventory-chip:moss cord:-1,True,True,True
103,6,canvas-session-001,glass_harbor,Sera,salt chalk,836,835,mend fog net canvas marker,5,6,salt chalk:836,salt chalk:835,inventory-chip:salt chalk:-1,True,True,True
104,6,canvas-session-001,cinder_garden,Juno,shade reed,835,834,cool ash path canvas marker,5,6,shade reed:835,shade reed:834,inventory-chip:shade reed:-1,True,True,True
105,6,canvas-session-001,lichen_bridge,Luma,bell tin,834,833,repair meal ledger canvas marker,5,6,bell tin:834,bell tin:833,inventory-chip:bell tin:-1,True,True,True
106,6,canvas-session-001,orchid_engine,Dax,orchid oil,834,833,listen to valve pulse canvas marker,4,5,orchid oil:834,orchid oil:833,inventory-chip:orchid oil:-1,True,True,True
107,6,canvas-session-001,moss_ward,Tala,charcoal mark,835,834,patch blanket loom canvas marker,4,5,charcoal mark:835,charcoal mark:834,inventory-chip:charcoal mark:-1,True,True,True
108,7,canvas-session-002,cinder_garden,Wren,seed ink,834,833,cool ash path canvas marker,6,7,seed ink:834,seed ink:833,inventory-chip:seed ink:-1,True,True,True
109,7,canvas-session-002,lichen_bridge,Kio,rope fiber,835,834,repair meal ledger canvas marker,6,7,rope fiber:835,rope fiber:834,inventory-chip:rope fiber:-1,True,True,True
110,7,canvas-session-002,orchid_engine,Cai,gear cloth,835,833,listen to valve pulse canvas marker,5,6,gear cloth:835,gear cloth:833,inventory-chip:gear cloth:-2,True,True,True
111,7,canvas-session-002,moss_ward,Milo,moss cord,835,834,patch blanket loom canvas marker,5,6,moss cord:835,moss cord:834,inventory-chip:moss cord:-1,True,True,True
112,7,canvas-session-002,glass_harbor,Sera,salt chalk,835,834,seal fog catcher canvas marker,5,6,salt chalk:835,salt chalk:834,inventory-chip:salt chalk:-1,True,True,True
113,7,canvas-session-002,cinder_garden,Juno,shade reed,834,833,repair seed calendar canvas marker,5,6,shade reed:834,shade reed:833,inventory-chip:shade reed:-1,True,True,True
114,7,canvas-session-002,lichen_bridge,Luma,bell tin,833,832,test rope bridge canvas marker,6,7,bell tin:833,bell tin:832,inventory-chip:bell tin:-1,True,True,True
115,7,canvas-session-002,orchid_engine,Dax,orchid oil,833,832,clean gear wash canvas marker,6,7,orchid oil:833,orchid oil:832,inventory-chip:orchid oil:-1,True,True,True
116,7,canvas-session-002,moss_ward,Tala,charcoal mark,834,833,copy root ledger canvas marker,5,6,charcoal mark:834,charcoal mark:833,inventory-chip:charcoal mark:-1,True,True,True
117,7,canvas-session-002,glass_harbor,Nia,lamp oil,835,834,mark crossing rope canvas marker,5,6,lamp oil:835,lamp oil:834,inventory-chip:lamp oil:-1,True,True,True
118,7,canvas-session-002,cinder_garden,Pax,ember basket,834,833,shade seed rows canvas marker,5,6,ember basket:834,ember basket:833,inventory-chip:ember basket:-1,True,True,True
119,7,canvas-session-002,lichen_bridge,Rin,meal token,835,834,weave spare rope canvas marker,5,6,meal token:835,meal token:834,inventory-chip:meal token:-1,True,True,True
120,7,canvas-session-002,orchid_engine,Eli,steam seal,834,833,tend orchid lamp canvas marker,6,7,steam seal:834,steam seal:833,inventory-chip:steam seal:-1,True,True,True
121,7,canvas-session-002,moss_ward,Ari,reed bundle,835,833,raise warm-cup shelf canvas marker,6,7,reed bundle:835,reed bundle:833,inventory-chip:reed bundle:-2,True,True,True
122,7,canvas-session-002,glass_harbor,Oren,glass bead,834,833,relight public lamp canvas marker,5,6,glass bead:834,glass bead:833,inventory-chip:glass bead:-1,True,True,True
123,7,canvas-session-002,cinder_garden,Vale,cool stone,834,833,sort ember fruit canvas marker,5,6,cool stone:834,cool stone:833,inventory-chip:cool stone:-1,True,True,True
124,7,canvas-session-002,lichen_bridge,Sol,lichen glue,834,833,mark signal bell canvas marker,5,6,lichen glue:834,lichen glue:833,inventory-chip:lichen glue:-1,True,True,True
125,7,canvas-session-002,orchid_engine,Bea,valve grease,833,832,stabilize steam kettle canvas marker,5,6,valve grease:833,valve grease:832,inventory-chip:valve grease:-1,True,True,True
126,8,canvas-session-002,glass_harbor,Nia,lamp oil,834,833,relight public lamp canvas marker,6,7,lamp oil:834,lamp oil:833,inventory-chip:lamp oil:-1,True,True,True
127,8,canvas-session-002,cinder_garden,Pax,ember basket,833,832,sort ember fruit canvas marker,6,7,ember basket:833,ember basket:832,inventory-chip:ember basket:-1,True,True,True
128,8,canvas-session-002,lichen_bridge,Rin,meal token,834,833,mark signal bell canvas marker,6,7,meal token:834,meal token:833,inventory-chip:meal token:-1,True,True,True
129,8,canvas-session-002,orchid_engine,Eli,steam seal,833,832,stabilize steam kettle canvas marker,6,7,steam seal:833,steam seal:832,inventory-chip:steam seal:-1,True,True,True
130,8,canvas-session-002,moss_ward,Ari,reed bundle,833,832,drain rain path canvas marker,6,7,reed bundle:833,reed bundle:832,inventory-chip:reed bundle:-1,True,True,True
131,8,canvas-session-002,glass_harbor,Oren,glass bead,833,832,mend fog net canvas marker,6,7,glass bead:833,glass bead:832,inventory-chip:glass bead:-1,True,True,True
132,8,canvas-session-002,cinder_garden,Vale,cool stone,833,831,cool ash path canvas marker,7,8,cool stone:833,cool stone:831,inventory-chip:cool stone:-2,True,True,True
133,8,canvas-session-002,lichen_bridge,Sol,lichen glue,833,832,repair meal ledger canvas marker,7,8,lichen glue:833,lichen glue:832,inventory-chip:lichen glue:-1,True,True,True
134,8,canvas-session-002,orchid_engine,Bea,valve grease,832,831,listen to valve pulse canvas marker,6,7,valve grease:832,valve grease:831,inventory-chip:valve grease:-1,True,True,True
135,8,canvas-session-002,moss_ward,Fay,dry clay,833,832,patch blanket loom canvas marker,6,7,dry clay:833,dry clay:832,inventory-chip:dry clay:-1,True,True,True
136,8,canvas-session-002,glass_harbor,Puck,net fiber,833,832,seal fog catcher canvas marker,6,7,net fiber:833,net fiber:832,inventory-chip:net fiber:-1,True,True,True
137,8,canvas-session-002,cinder_garden,Wren,seed ink,833,832,repair seed calendar canvas marker,6,7,seed ink:833,seed ink:832,inventory-chip:seed ink:-1,True,True,True
138,8,canvas-session-002,lichen_bridge,Kio,rope fiber,834,833,test rope bridge canvas marker,7,8,rope fiber:834,rope fiber:833,inventory-chip:rope fiber:-1,True,True,True
139,8,canvas-session-002,orchid_engine,Cai,gear cloth,833,832,clean gear wash canvas marker,7,8,gear cloth:833,gear cloth:832,inventory-chip:gear cloth:-1,True,True,True
140,8,canvas-session-002,moss_ward,Milo,moss cord,834,833,copy root ledger canvas marker,6,7,moss cord:834,moss cord:833,inventory-chip:moss cord:-1,True,True,True
141,8,canvas-session-002,glass_harbor,Sera,salt chalk,834,833,mark crossing rope canvas marker,6,7,salt chalk:834,salt chalk:833,inventory-chip:salt chalk:-1,True,True,True
142,8,canvas-session-002,cinder_garden,Juno,shade reed,833,832,shade seed rows canvas marker,6,7,shade reed:833,shade reed:832,inventory-chip:shade reed:-1,True,True,True
143,8,canvas-session-002,lichen_bridge,Luma,bell tin,832,830,weave spare rope canvas marker,6,7,bell tin:832,bell tin:830,inventory-chip:bell tin:-2,True,True,True
144,9,canvas-session-002,moss_ward,Fay,dry clay,832,831,copy root ledger canvas marker,7,8,dry clay:832,dry clay:831,inventory-chip:dry clay:-1,True,True,True
145,9,canvas-session-002,glass_harbor,Puck,net fiber,832,831,mark crossing rope canvas marker,7,8,net fiber:832,net fiber:831,inventory-chip:net fiber:-1,True,True,True
146,9,canvas-session-002,cinder_garden,Wren,seed ink,832,831,shade seed rows canvas marker,7,8,seed ink:832,seed ink:831,inventory-chip:seed ink:-1,True,True,True
147,9,canvas-session-002,lichen_bridge,Kio,rope fiber,833,832,weave spare rope canvas marker,7,8,rope fiber:833,rope fiber:832,inventory-chip:rope fiber:-1,True,True,True
148,9,canvas-session-002,orchid_engine,Cai,gear cloth,832,831,tend orchid lamp canvas marker,7,8,gear cloth:832,gear cloth:831,inventory-chip:gear cloth:-1,True,True,True
149,9,canvas-session-002,moss_ward,Milo,moss cord,833,832,raise warm-cup shelf canvas marker,7,8,moss cord:833,moss cord:832,inventory-chip:moss cord:-1,True,True,True
150,9,canvas-session-002,glass_harbor,Sera,salt chalk,833,832,relight public lamp canvas marker,7,8,salt chalk:833,salt chalk:832,inventory-chip:salt chalk:-1,True,True,True
151,9,canvas-session-002,cinder_garden,Juno,shade reed,832,831,sort ember fruit canvas marker,7,8,shade reed:832,shade reed:831,inventory-chip:shade reed:-1,True,True,True
152,9,canvas-session-002,lichen_bridge,Luma,bell tin,830,829,mark signal bell canvas marker,7,8,bell tin:830,bell tin:829,inventory-chip:bell tin:-1,True,True,True
153,9,canvas-session-002,orchid_engine,Dax,orchid oil,832,831,stabilize steam kettle canvas marker,7,8,orchid oil:832,orchid oil:831,inventory-chip:orchid oil:-1,True,True,True
154,9,canvas-session-002,moss_ward,Tala,charcoal mark,833,831,drain rain path canvas marker,7,8,charcoal mark:833,charcoal mark:831,inventory-chip:charcoal mark:-2,True,True,True
155,9,canvas-session-002,glass_harbor,Nia,lamp oil,833,832,mend fog net canvas marker,7,8,lamp oil:833,lamp oil:832,inventory-chip:lamp oil:-1,True,True,True
156,9,canvas-session-002,cinder_garden,Pax,ember basket,832,831,cool ash path canvas marker,8,9,ember basket:832,ember basket:831,inventory-chip:ember basket:-1,True,True,True
157,9,canvas-session-002,lichen_bridge,Rin,meal token,833,832,repair meal ledger canvas marker,8,9,meal token:833,meal token:832,inventory-chip:meal token:-1,True,True,True
158,9,canvas-session-002,orchid_engine,Eli,steam seal,832,831,listen to valve pulse canvas marker,7,8,steam seal:832,steam seal:831,inventory-chip:steam seal:-1,True,True,True
159,9,canvas-session-002,moss_ward,Ari,reed bundle,832,831,patch blanket loom canvas marker,7,8,reed bundle:832,reed bundle:831,inventory-chip:reed bundle:-1,True,True,True
160,9,canvas-session-002,glass_harbor,Oren,glass bead,832,831,seal fog catcher canvas marker,7,8,glass bead:832,glass bead:831,inventory-chip:glass bead:-1,True,True,True
