tick_id,day,route_id,agent,source_decision_day,delay_days,reaction_due,trust_before,trust_delta,trust_after,posture_reaction,proximity_delta,delayed_reaction_visible,persists_after_reload
43,4,roofward_archive,Nia,2,2,False,0.598,0.0,0.598,open forward lean,0.0,False,False
44,4,archive_signal,Nia,4,0,False,0.656,0.0,0.656,open forward lean,0.0,False,False
45,4,signal_orchard,Ivo,4,0,True,0.646,0.018,0.664,open forward lean,-0.055,True,True
46,4,orchard_riverbend,Ivo,3,1,False,0.598,0.0,0.598,open forward lean,0.0,False,False
47,4,central_repair_ring,Pax,2,2,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
48,5,riverbend_roofward,Ari,5,1,True,0.634,0.018,0.652,open forward lean,-0.055,True,True
49,5,roofward_archive,Nia,2,3,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
50,5,archive_signal,Nia,5,0,False,0.656,0.0,0.656,guarded crossed arms,0.0,False,False
51,5,signal_orchard,Ivo,5,0,True,0.664,0.01,0.674,guarded crossed arms,0.07,True,True
52,5,orchard_riverbend,Ivo,3,2,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
53,5,central_repair_ring,Pax,2,3,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
54,5,riverbend_roofward,Ari,5,0,False,0.652,0.0,0.652,open forward lean,0.0,False,False
55,5,roofward_archive,Nia,2,3,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
56,5,archive_signal,Nia,5,0,True,0.656,0.01,0.666,guarded crossed arms,0.07,True,True
57,5,signal_orchard,Ivo,5,0,True,0.674,0.01,0.684,guarded crossed arms,0.07,True,True
58,5,orchard_riverbend,Ivo,3,2,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
59,5,central_repair_ring,Pax,2,3,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
60,6,roofward_archive,Fay,2,4,False,0.58,0.0,0.58,listening tilt,0.0,False,False
61,6,archive_signal,Milo,5,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
62,6,signal_orchard,Milo,6,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
63,6,orchard_riverbend,Ari,6,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
64,6,central_repair_ring,Juno,2,4,False,0.58,0.0,0.58,careful pointing,0.0,False,False
65,6,riverbend_roofward,Fay,5,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
66,6,roofward_archive,Fay,6,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
67,6,archive_signal,Milo,5,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
68,6,signal_orchard,Milo,6,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
69,6,orchard_riverbend,Ari,6,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
70,6,central_repair_ring,Juno,6,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
71,6,riverbend_roofward,Fay,6,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
72,7,roofward_archive,Fay,6,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
73,7,archive_signal,Milo,5,2,False,0.58,0.0,0.58,listening tilt,0.0,False,False
74,7,signal_orchard,Milo,7,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
75,7,orchard_riverbend,Ari,7,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
76,7,central_repair_ring,Juno,6,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
77,7,riverbend_roofward,Fay,6,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
78,7,roofward_archive,Fay,7,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
79,7,archive_signal,Milo,5,2,False,0.58,0.0,0.58,listening tilt,0.0,False,False
80,7,signal_orchard,Milo,7,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
81,7,orchard_riverbend,Ari,7,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
82,7,central_repair_ring,Juno,6,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
83,7,riverbend_roofward,Fay,6,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
84,8,roofward_archive,Fay,7,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
85,8,archive_signal,Milo,5,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
86,8,signal_orchard,Milo,8,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
87,8,orchard_riverbend,Ari,8,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
88,8,central_repair_ring,Juno,6,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
89,8,riverbend_roofward,Fay,6,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
90,8,roofward_archive,Fay,8,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
91,8,archive_signal,Milo,8,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
92,8,signal_orchard,Milo,8,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
93,8,orchard_riverbend,Ari,8,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
94,8,central_repair_ring,Juno,6,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
95,8,riverbend_roofward,Fay,6,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
96,9,roofward_archive,Fay,8,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
97,9,archive_signal,Milo,8,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
98,9,signal_orchard,Milo,9,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
99,9,orchard_riverbend,Ari,9,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
100,9,central_repair_ring,Juno,6,3,False,0.58,0.0,0.58,open forward lean,0.0,False,False
101,9,riverbend_roofward,Fay,6,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
102,9,roofward_archive,Fay,9,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
103,9,archive_signal,Milo,8,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
104,9,signal_orchard,Milo,9,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
105,9,orchard_riverbend,Ari,9,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
106,9,central_repair_ring,Juno,6,3,False,0.58,0.0,0.58,open forward lean,0.0,False,False
107,9,riverbend_roofward,Fay,6,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
108,10,roofward_archive,Fay,9,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
109,10,archive_signal,Milo,8,2,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
110,10,signal_orchard,Milo,10,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
111,10,orchard_riverbend,Ari,10,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
112,10,central_repair_ring,Juno,6,4,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
113,10,riverbend_roofward,Fay,6,4,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
114,10,roofward_archive,Fay,9,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
115,10,archive_signal,Milo,8,2,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
116,10,signal_orchard,Milo,10,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
117,10,orchard_riverbend,Ari,10,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
118,10,central_repair_ring,Juno,6,4,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
119,10,riverbend_roofward,Fay,6,4,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
120,11,roofward_archive,Fay,9,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
121,11,archive_signal,Milo,8,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
122,11,signal_orchard,Milo,11,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
123,11,orchard_riverbend,Ari,11,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
124,11,central_repair_ring,Juno,6,5,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
125,11,riverbend_roofward,Fay,6,5,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
126,11,roofward_archive,Fay,11,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
127,11,archive_signal,Milo,8,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
128,11,signal_orchard,Milo,11,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
129,11,orchard_riverbend,Ari,11,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
130,11,central_repair_ring,Juno,6,5,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
131,11,riverbend_roofward,Fay,11,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
132,12,archive_signal,Nia,8,4,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
133,12,signal_orchard,Ivo,11,1,False,0.684,0.0,0.684,listening tilt,0.0,False,False
134,12,orchard_riverbend,Ivo,12,0,False,0.598,0.0,0.598,listening tilt,0.0,False,False
135,12,central_repair_ring,Pax,12,0,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
136,12,riverbend_roofward,Ari,11,1,False,0.652,0.0,0.652,listening tilt,0.0,False,False
137,12,roofward_archive,Nia,11,1,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
138,12,archive_signal,Nia,12,0,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
139,12,signal_orchard,Ivo,11,1,False,0.684,0.0,0.684,listening tilt,0.0,False,False
140,12,orchard_riverbend,Ivo,12,0,False,0.598,0.0,0.598,listening tilt,0.0,False,False
141,12,central_repair_ring,Pax,12,0,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
142,12,riverbend_roofward,Ari,11,1,False,0.652,0.0,0.652,listening tilt,0.0,False,False
143,12,roofward_archive,Nia,12,0,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
144,13,archive_signal,Nia,12,1,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
145,13,signal_orchard,Ivo,11,2,False,0.684,0.0,0.684,route-board reach,0.0,False,False
146,13,orchard_riverbend,Ivo,13,0,False,0.598,0.0,0.598,route-board reach,0.0,False,False
147,13,central_repair_ring,Pax,13,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
148,13,riverbend_roofward,Ari,11,2,False,0.652,0.0,0.652,route-board reach,0.0,False,False
149,13,roofward_archive,Nia,12,1,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
150,13,archive_signal,Nia,13,0,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
151,13,signal_orchard,Ivo,11,2,False,0.684,0.0,0.684,route-board reach,0.0,False,False
152,13,orchard_riverbend,Ivo,13,0,False,0.598,0.0,0.598,route-board reach,0.0,False,False
153,13,central_repair_ring,Pax,13,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
154,13,riverbend_roofward,Ari,13,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
155,13,roofward_archive,Nia,12,1,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
156,14,archive_signal,Nia,13,1,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
157,14,signal_orchard,Ivo,11,3,False,0.684,0.0,0.684,open forward lean,0.0,False,False
158,14,orchard_riverbend,Ivo,14,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
159,14,central_repair_ring,Pax,14,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
160,14,riverbend_roofward,Ari,13,1,False,0.652,0.0,0.652,open forward lean,0.0,False,False
161,14,roofward_archive,Nia,12,2,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
162,14,archive_signal,Nia,14,0,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
163,14,signal_orchard,Ivo,11,3,False,0.684,0.0,0.684,open forward lean,0.0,False,False
164,14,orchard_riverbend,Ivo,14,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
165,14,central_repair_ring,Pax,14,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
166,14,riverbend_roofward,Ari,13,1,False,0.652,0.0,0.652,open forward lean,0.0,False,False
167,14,roofward_archive,Nia,12,2,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
168,15,archive_signal,Nia,14,1,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
169,15,signal_orchard,Ivo,11,4,False,0.684,0.0,0.684,guarded crossed arms,0.0,False,False
170,15,orchard_riverbend,Ivo,15,0,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
171,15,central_repair_ring,Pax,15,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
172,15,riverbend_roofward,Ari,13,2,False,0.652,0.0,0.652,guarded crossed arms,0.0,False,False
173,15,roofward_archive,Nia,12,3,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
174,15,archive_signal,Nia,15,0,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
175,15,signal_orchard,Ivo,15,0,False,0.684,0.0,0.684,guarded crossed arms,0.0,False,False
176,15,orchard_riverbend,Ivo,15,0,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
177,15,central_repair_ring,Pax,15,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
178,15,riverbend_roofward,Ari,13,2,False,0.652,0.0,0.652,guarded crossed arms,0.0,False,False
179,15,roofward_archive,Nia,12,3,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
180,16,archive_signal,Nia,15,1,False,0.666,0.0,0.666,open forward lean,0.0,False,False
181,16,signal_orchard,Ivo,15,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
182,16,orchard_riverbend,Ivo,16,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
183,16,central_repair_ring,Pax,16,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
184,16,riverbend_roofward,Ari,13,3,False,0.652,0.0,0.652,relieved reset stance,0.0,False,False
185,16,roofward_archive,Nia,12,4,False,0.598,0.0,0.598,open forward lean,0.0,False,False
186,16,archive_signal,Nia,16,0,False,0.666,0.0,0.666,open forward lean,0.0,False,False
187,16,signal_orchard,Ivo,15,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
188,16,orchard_riverbend,Ivo,16,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
189,16,central_repair_ring,Pax,16,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
190,16,riverbend_roofward,Ari,13,3,False,0.652,0.0,0.652,relieved reset stance,0.0,False,False
191,16,roofward_archive,Nia,16,0,False,0.598,0.0,0.598,open forward lean,0.0,False,False
192,17,archive_signal,Nia,16,1,False,0.666,0.0,0.666,open forward lean,0.0,False,False
193,17,signal_orchard,Ivo,15,2,False,0.684,0.0,0.684,careful pointing,0.0,False,False
194,17,orchard_riverbend,Ivo,17,0,False,0.598,0.0,0.598,careful pointing,0.0,False,False
195,17,central_repair_ring,Pax,17,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
196,17,riverbend_roofward,Ari,13,4,False,0.652,0.0,0.652,careful pointing,0.0,False,False
197,17,roofward_archive,Nia,16,1,False,0.598,0.0,0.598,route-board reach,0.0,False,False
198,17,archive_signal,Nia,17,0,False,0.666,0.0,0.666,route-board reach,0.0,False,False
199,17,signal_orchard,Ivo,15,2,False,0.684,0.0,0.684,careful pointing,0.0,False,False
200,17,orchard_riverbend,Ivo,17,0,False,0.598,0.0,0.598,careful pointing,0.0,False,False
201,17,central_repair_ring,Pax,17,0,False,0.59,0.0,0.59,careful pointing,0.0,False,False
202,17,riverbend_roofward,Ari,13,4,False,0.652,0.0,0.652,careful pointing,0.0,False,False
203,17,roofward_archive,Nia,17,0,False,0.598,0.0,0.598,route-board reach,0.0,False,False
204,18,signal_orchard,Milo,15,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
205,18,orchard_riverbend,Ari,17,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
206,18,central_repair_ring,Juno,18,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
207,18,riverbend_roofward,Fay,13,5,False,0.58,0.0,0.58,careful pointing,0.0,False,False
208,18,roofward_archive,Fay,17,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
209,18,archive_signal,Milo,17,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
210,18,signal_orchard,Milo,18,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
211,18,orchard_riverbend,Ari,17,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
212,18,central_repair_ring,Juno,18,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
213,18,riverbend_roofward,Fay,18,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
214,18,roofward_archive,Fay,17,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
215,18,archive_signal,Milo,18,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
216,19,signal_orchard,Milo,18,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
217,19,orchard_riverbend,Ari,19,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
218,19,central_repair_ring,Juno,19,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
219,19,riverbend_roofward,Fay,19,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
220,19,roofward_archive,Fay,17,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
221,19,archive_signal,Milo,18,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
222,19,signal_orchard,Milo,19,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
223,19,orchard_riverbend,Ari,19,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
224,19,central_repair_ring,Juno,19,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
225,19,riverbend_roofward,Fay,19,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
226,19,roofward_archive,Fay,17,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
227,19,archive_signal,Milo,18,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
228,20,signal_orchard,Milo,19,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
229,20,orchard_riverbend,Ari,19,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
230,20,central_repair_ring,Juno,20,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
231,20,riverbend_roofward,Fay,20,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
232,20,roofward_archive,Fay,17,3,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
233,20,archive_signal,Milo,18,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
234,20,signal_orchard,Milo,20,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
235,20,orchard_riverbend,Ari,19,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
236,20,central_repair_ring,Juno,20,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
237,20,riverbend_roofward,Fay,20,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
238,20,roofward_archive,Fay,20,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
239,20,archive_signal,Milo,18,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
240,21,signal_orchard,Milo,20,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
241,21,orchard_riverbend,Ari,19,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
242,21,central_repair_ring,Juno,21,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
243,21,riverbend_roofward,Fay,21,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
244,21,roofward_archive,Fay,20,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
245,21,archive_signal,Milo,18,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
246,21,signal_orchard,Milo,21,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
247,21,orchard_riverbend,Ari,19,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
248,21,central_repair_ring,Juno,21,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
249,21,riverbend_roofward,Fay,21,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
250,21,roofward_archive,Fay,20,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
251,21,archive_signal,Milo,21,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
252,22,signal_orchard,Milo,21,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
253,22,orchard_riverbend,Ari,19,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
254,22,central_repair_ring,Juno,22,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
255,22,riverbend_roofward,Fay,22,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
256,22,roofward_archive,Fay,20,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
257,22,archive_signal,Milo,21,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
258,22,signal_orchard,Milo,22,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
259,22,orchard_riverbend,Ari,19,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
260,22,central_repair_ring,Juno,22,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
261,22,riverbend_roofward,Fay,22,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
262,22,roofward_archive,Fay,20,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
263,22,archive_signal,Milo,22,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
264,23,signal_orchard,Milo,22,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
265,23,orchard_riverbend,Ari,19,4,False,0.58,0.0,0.58,listening tilt,0.0,False,False
266,23,central_repair_ring,Juno,22,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
267,23,riverbend_roofward,Fay,23,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
268,23,roofward_archive,Fay,20,3,False,0.58,0.0,0.58,listening tilt,0.0,False,False
269,23,archive_signal,Milo,22,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
270,23,signal_orchard,Milo,23,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
271,23,orchard_riverbend,Ari,19,4,False,0.58,0.0,0.58,listening tilt,0.0,False,False
272,23,central_repair_ring,Juno,22,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
273,23,riverbend_roofward,Fay,23,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
274,23,roofward_archive,Fay,20,3,False,0.58,0.0,0.58,listening tilt,0.0,False,False
275,23,archive_signal,Milo,22,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
276,24,orchard_riverbend,Ivo,19,5,False,0.598,0.0,0.598,careful pointing,0.0,False,False
277,24,central_repair_ring,Pax,22,2,False,0.59,0.0,0.59,open forward lean,0.0,False,False
278,24,riverbend_roofward,Ari,24,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
279,24,roofward_archive,Nia,24,0,False,0.598,0.0,0.598,route-board reach,0.0,False,False
280,24,archive_signal,Nia,24,0,False,0.666,0.0,0.666,open forward lean,0.0,False,False
281,24,signal_orchard,Ivo,23,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
