tick_id,day,route_id,recovery_before,new_damage,guild_repair,avatar_repair,drill_bonus,recovery_after,stage,unresolved,visible_recovery_marker
206,15,orchard_riverbend,0.96,0.0,0.038815,0.0,0.0,0.96,open,False,open:0.96
207,15,central_repair_ring,0.96,0.0,0.040464,0.055,0.0,0.96,open,False,open:0.96
208,15,riverbend_roofward,0.96,0.0,0.036215,0.0,0.0,0.96,open,False,open:0.96
209,15,roofward_archive,0.96,0.0,0.037877,0.0,0.0,0.96,open,False,open:0.96
210,16,archive_signal,0.96,0.0,0.039526,0.0,0.0,0.96,open,False,open:0.96
211,16,signal_orchard,0.96,0.0,0.039164,0.0,0.0,0.96,open,False,open:0.96
212,16,orchard_riverbend,0.96,0.0,0.038828,0.055,0.0,0.96,open,False,open:0.96
213,16,central_repair_ring,0.96,0.02,0.040477,0.0,0.0,0.96,open,False,open:0.96
214,16,riverbend_roofward,0.96,0.0,0.036228,0.0,0.0,0.96,open,False,open:0.96
215,16,roofward_archive,0.96,0.0,0.03789,0.055,0.0,0.96,open,False,open:0.96
216,16,archive_signal,0.96,0.0,0.039539,0.0,0.0,0.96,open,False,open:0.96
217,16,signal_orchard,0.96,0.0,0.039177,0.0,0.0,0.96,open,False,open:0.96
218,16,orchard_riverbend,0.96,0.02,0.038841,0.0,0.0,0.96,open,False,open:0.96
219,16,central_repair_ring,0.96,0.0,0.04049,0.0,0.0,0.96,open,False,open:0.96
220,16,riverbend_roofward,0.96,0.0,0.03724,0.0,0.0,0.96,open,False,open:0.96
221,16,roofward_archive,0.96,0.0,0.037903,0.0,0.0,0.96,open,False,open:0.96
222,16,archive_signal,0.96,0.0,0.039552,0.0,0.0,0.96,open,False,open:0.96
223,16,signal_orchard,0.96,0.0,0.03919,0.0,0.0,0.96,open,False,open:0.96
224,17,orchard_riverbend,0.96,0.0,0.038854,0.0,0.0,0.96,open,False,open:0.96
225,17,central_repair_ring,0.96,0.0,0.040503,0.0,0.0,0.96,open,False,open:0.96
226,17,riverbend_roofward,0.96,0.0,0.037253,0.055,0.0,0.96,open,False,open:0.96
227,17,roofward_archive,0.96,0.0,0.037916,0.0,0.0,0.96,open,False,open:0.96
228,17,archive_signal,0.96,0.0,0.039565,0.0,0.0,0.96,open,False,open:0.96
229,17,signal_orchard,0.96,0.0,0.039203,0.055,0.0,0.96,open,False,open:0.96
230,17,orchard_riverbend,0.96,0.0,0.038867,0.0,0.0,0.96,open,False,open:0.96
231,17,central_repair_ring,0.96,0.0,0.040516,0.0,0.0,0.96,open,False,open:0.96
232,17,riverbend_roofward,0.96,0.0,0.037266,0.0,0.0,0.96,open,False,open:0.96
233,17,roofward_archive,0.96,0.0,0.037929,0.0,0.0,0.96,open,False,open:0.96
234,17,archive_signal,0.96,0.0,0.039578,0.0,0.0,0.96,open,False,open:0.96
235,17,signal_orchard,0.96,0.0,0.039216,0.055,0.0,0.96,open,False,open:0.96
236,17,orchard_riverbend,0.96,0.02,0.03888,0.0,0.0,0.96,open,False,open:0.96
237,17,central_repair_ring,0.96,0.0,0.040529,0.0,0.0,0.96,open,False,open:0.96
238,18,riverbend_roofward,0.96,0.0,0.038826,0.0,0.0,0.96,open,False,open:0.96
239,18,roofward_archive,0.96,0.0,0.037942,0.0,0.0,0.96,open,False,open:0.96
240,18,archive_signal,0.96,0.0,0.039591,0.055,0.0,0.96,open,False,open:0.96
241,18,signal_orchard,0.96,0.02,0.039229,0.0,0.0,0.96,open,False,open:0.96
242,18,orchard_riverbend,0.96,0.0,0.038893,0.0,0.0,0.96,open,False,open:0.96
243,18,central_repair_ring,0.96,0.0,0.040542,0.055,0.0,0.96,open,False,open:0.96
244,18,riverbend_roofward,0.96,0.0,0.038839,0.0,0.0,0.96,open,False,open:0.96
245,18,roofward_archive,0.96,0.0,0.037955,0.0,0.0,0.96,open,False,open:0.96
246,18,archive_signal,0.96,0.02,0.039604,0.0,0.0,0.96,open,False,open:0.96
247,18,signal_orchard,0.96,0.0,0.039242,0.0,0.0,0.96,open,False,open:0.96
248,18,orchard_riverbend,0.96,0.0,0.038906,0.0,0.0,0.96,open,False,open:0.96
249,18,central_repair_ring,0.96,0.0,0.042102,0.055,0.0,0.96,open,False,open:0.96
250,18,riverbend_roofward,0.96,0.0,0.038852,0.0,0.0,0.96,open,False,open:0.96
251,18,roofward_archive,0.96,0.0,0.037968,0.0,0.0,0.96,open,False,open:0.96
252,19,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
253,19,signal_orchard,0.96,0.0,0.039255,0.0,0.0,0.96,open,False,open:0.96
254,19,orchard_riverbend,0.96,0.0,0.038919,0.055,0.0,0.96,open,False,open:0.96
255,19,central_repair_ring,0.96,0.0,0.042115,0.0,0.0,0.96,open,False,open:0.96
256,19,riverbend_roofward,0.96,0.0,0.038865,0.0,0.0,0.96,open,False,open:0.96
257,19,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
258,19,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
259,19,signal_orchard,0.96,0.0,0.039268,0.0,0.0,0.96,open,False,open:0.96
260,19,orchard_riverbend,0.96,0.0,0.038932,0.0,0.0,0.96,open,False,open:0.96
261,19,central_repair_ring,0.96,0.0,0.042128,0.0,0.0,0.96,open,False,open:0.96
262,19,riverbend_roofward,0.96,0.0,0.038878,0.0,0.0,0.96,open,False,open:0.96
263,19,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
264,19,archive_signal,0.96,0.0,0.039643,0.0,0.0,0.96,open,False,open:0.96
265,19,signal_orchard,0.96,0.0,0.039281,0.0,0.0,0.96,open,False,open:0.96
266,20,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
267,20,central_repair_ring,0.96,0.0,0.042141,0.0,0.0,0.96,open,False,open:0.96
268,20,riverbend_roofward,0.96,0.0,0.038891,0.055,0.0,0.96,open,False,open:0.96
269,20,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
270,20,archive_signal,0.96,0.0,0.039656,0.0,0.0,0.96,open,False,open:0.96
271,20,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
272,20,orchard_riverbend,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
273,20,central_repair_ring,0.96,0.0,0.042154,0.0,0.0,0.96,open,False,open:0.96
274,20,riverbend_roofward,0.96,0.0,0.038904,0.0,0.0,0.96,open,False,open:0.96
275,20,roofward_archive,0.96,0.0,0.03802,0.0,0.0,0.96,open,False,open:0.96
276,20,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
277,20,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
278,20,orchard_riverbend,0.96,0.0,0.03997,0.0,0.0,0.96,open,False,open:0.96
279,20,central_repair_ring,0.96,0.0,0.042167,0.0,0.0,0.96,open,False,open:0.96
280,21,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
281,21,archive_signal,0.96,0.0,0.039682,0.0,0.0,0.96,open,False,open:0.96
282,21,signal_orchard,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
283,21,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
284,21,central_repair_ring,0.96,0.0,0.04218,0.0,0.0,0.96,open,False,open:0.96
285,21,riverbend_roofward,0.96,0.0,0.038917,0.0,0.0,0.96,open,False,open:0.96
286,21,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
287,21,archive_signal,0.96,0.0,0.039695,0.0,0.0,0.96,open,False,open:0.96
288,21,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
289,21,orchard_riverbend,0.96,0.0,0.039996,0.055,0.0,0.96,open,False,open:0.96
290,21,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
291,21,riverbend_roofward,0.96,0.0,0.03893,0.0,0.0,0.96,open,False,open:0.96
292,21,roofward_archive,0.96,0.0,0.038059,0.0,0.0,0.96,open,False,open:0.96
