tick_id,day,route_id,action,textarea_id,snapshot_id,snapshot_hash,exported_json_bytes,pasted_json_valid,imported_branch,imported_animation_state,import_result_visible,localstorage_restored
94,8,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d8:t10,v34-744347,0,True,inner repair yard,idle,snapshot imported into local state,True
97,9,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d9:t1,v34-652063,0,True,stone kiosk path,idle,snapshot imported into local state,True
100,9,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d9:t4,v34-744528,168,True,inner repair yard,idle,snapshot copied to export box,True
103,9,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d9:t7,v34-652239,159,True,stone kiosk path,idle,snapshot copied to export box,True
106,9,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d9:t10,v34-744528,0,True,inner repair yard,idle,snapshot imported into local state,True
109,10,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d10:t1,v34-652239,0,True,stone kiosk path,idle,snapshot imported into local state,True
112,10,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d10:t4,v34-752008,170,True,inner repair yard,idle,snapshot copied to export box,True
115,10,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d10:t7,v34-652415,160,True,stone kiosk path,idle,snapshot copied to export box,True
118,10,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d10:t10,v34-752008,0,True,inner repair yard,idle,snapshot imported into local state,True
121,11,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d11:t1,v34-652415,0,True,stone kiosk path,idle,snapshot imported into local state,True
124,11,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d11:t4,v34-752190,170,True,inner repair yard,idle,snapshot copied to export box,True
127,11,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d11:t7,v34-652591,160,True,stone kiosk path,idle,snapshot copied to export box,True
130,11,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d11:t10,v34-752190,0,True,inner repair yard,idle,snapshot imported into local state,True
133,12,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d12:t1,v34-652591,0,True,stone kiosk path,idle,snapshot imported into local state,True
136,12,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d12:t4,v34-752372,170,True,inner repair yard,idle,snapshot copied to export box,True
139,12,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d12:t7,v34-651182,160,True,stone kiosk path,idle,snapshot copied to export box,True
142,12,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d12:t10,v34-752372,0,True,inner repair yard,idle,snapshot imported into local state,True
145,13,archive_signal,paste_import_snapshot,snapshot-paste-box,snapshot:archive_signal:d12:t7,v34-651182,0,False,stone kiosk path,idle,snapshot parse warning; previous state kept,False
148,13,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d13:t4,v34-752554,170,True,inner repair yard,idle,snapshot copied to export box,True
151,13,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d13:t7,v34-651182,160,True,stone kiosk path,idle,snapshot copied to export box,True
154,13,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d13:t10,v34-752554,0,True,inner repair yard,idle,snapshot imported into local state,True
157,14,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d14:t1,v34-651182,0,True,stone kiosk path,idle,snapshot imported into local state,True
160,14,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d14:t4,v34-815462,173,True,inner repair yard,stepped,snapshot copied to export box,True
163,14,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d14:t7,v34-651358,160,True,stone kiosk path,idle,snapshot copied to export box,True
166,14,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d14:t10,v34-815649,0,True,inner repair yard,stepped,snapshot imported into local state,True
169,15,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d15:t1,v34-651358,0,True,stone kiosk path,idle,snapshot imported into local state,True
172,15,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d15:t4,v34-816021,173,True,inner repair yard,stepped,snapshot copied to export box,True
175,15,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d15:t7,v34-651534,160,True,stone kiosk path,idle,snapshot copied to export box,True
178,15,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d15:t10,v34-816021,0,True,inner repair yard,stepped,snapshot imported into local state,True
181,16,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d16:t1,v34-752386,0,True,river lantern loop,stepped,snapshot imported into local state,True
184,16,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d16:t4,v34-822669,172,True,low plank crossing,playing,snapshot copied to export box,True
187,16,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d16:t7,v34-752751,165,True,river lantern loop,stepped,snapshot copied to export box,True
190,16,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d16:t10,v34-822669,0,True,low plank crossing,playing,snapshot imported into local state,True
193,17,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d17:t1,v34-752935,0,True,river lantern loop,stepped,snapshot imported into local state,True
196,17,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d17:t4,v34-830314,173,True,low plank crossing,playing,snapshot copied to export box,True
199,17,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d17:t7,v34-753116,165,True,river lantern loop,stepped,snapshot copied to export box,True
202,17,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d17:t10,v34-830314,0,True,low plank crossing,playing,snapshot imported into local state,True
205,18,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d18:t1,v34-753116,0,True,river lantern loop,stepped,snapshot imported into local state,True
208,18,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d18:t4,v34-830499,173,True,low plank crossing,playing,snapshot copied to export box,True
211,18,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d18:t7,v34-751667,165,True,river lantern loop,stepped,snapshot copied to export box,True
214,18,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d18:t10,v34-830499,0,True,low plank crossing,playing,snapshot imported into local state,True
217,19,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d19:t1,v34-751667,0,True,river lantern loop,stepped,snapshot imported into local state,True
220,19,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d19:t4,v34-830813,173,True,low plank crossing,stepped,snapshot copied to export box,True
223,19,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d19:t7,v34-751848,165,True,river lantern loop,stepped,snapshot copied to export box,True
226,19,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d19:t10,v34-831001,0,True,low plank crossing,stepped,snapshot imported into local state,True
229,20,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d20:t1,v34-751848,0,True,river lantern loop,stepped,snapshot imported into local state,True
232,20,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d20:t4,v34-831374,173,True,low plank crossing,stepped,snapshot copied to export box,True
235,20,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d20:t7,v34-752029,165,True,river lantern loop,stepped,snapshot copied to export box,True
238,20,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d20:t10,v34-831374,0,True,low plank crossing,stepped,snapshot imported into local state,True
241,21,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d21:t1,v34-752029,0,True,river lantern loop,stepped,snapshot imported into local state,True
244,21,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d21:t4,v34-831559,173,True,low plank crossing,stepped,snapshot copied to export box,True
247,21,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d21:t7,v34-590801,156,True,dusk road,stepped,snapshot copied to export box,True
250,21,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d21:t10,v34-831559,0,True,low plank crossing,stepped,snapshot imported into local state,True
253,22,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d22:t1,v34-590976,0,True,dusk road,stepped,snapshot imported into local state,True
256,22,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d22:t4,v34-831744,173,True,low plank crossing,stepped,snapshot copied to export box,True
259,22,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d22:t7,v34-591148,156,True,dusk road,stepped,snapshot copied to export box,True
262,22,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d22:t10,v34-831744,0,True,low plank crossing,stepped,snapshot imported into local state,True
265,23,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d23:t1,v34-591148,0,True,dusk road,stepped,snapshot imported into local state,True
268,23,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d23:t4,v34-831929,173,True,low plank crossing,stepped,snapshot copied to export box,True
271,23,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d23:t7,v34-591320,156,True,dusk road,stepped,snapshot copied to export box,True
274,23,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d23:t10,v34-831929,0,True,low plank crossing,stepped,snapshot imported into local state,True
277,24,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d24:t1,v34-786383,0,True,market plank route,paused,snapshot imported into local state,True
280,24,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d24:t4,v34-668609,162,True,glass stair,stepped,snapshot copied to export box,True
283,24,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d24:t7,v34-786752,170,True,market plank route,paused,snapshot copied to export box,True
286,24,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d24:t10,v34-668609,0,True,glass stair,stepped,snapshot imported into local state,True
289,25,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d25:t1,v34-786752,0,True,market plank route,paused,snapshot imported into local state,True
292,25,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d25:t4,v34-668785,162,True,glass stair,stepped,snapshot copied to export box,True
295,25,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d25:t7,v34-786935,170,True,market plank route,paused,snapshot copied to export box,True
298,25,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d25:t10,v34-668785,0,True,glass stair,stepped,snapshot imported into local state,True
301,26,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d26:t1,v34-786935,0,True,market plank route,paused,snapshot imported into local state,True
304,26,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d26:t4,v34-668961,162,True,glass stair,stepped,snapshot copied to export box,True
307,26,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d26:t7,v34-787118,170,True,market plank route,paused,snapshot copied to export box,True
310,26,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d26:t10,v34-668961,0,True,glass stair,stepped,snapshot imported into local state,True
313,27,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d27:t1,v34-787118,0,True,market plank route,paused,snapshot imported into local state,True
316,27,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d27:t4,v34-669137,162,True,glass stair,stepped,snapshot copied to export box,True
319,27,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d27:t7,v34-787301,170,True,market plank route,paused,snapshot copied to export box,True
322,27,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d27:t10,v34-669137,0,True,glass stair,stepped,snapshot imported into local state,True
325,28,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d28:t1,v34-787301,0,True,market plank route,paused,snapshot imported into local state,True
328,28,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d28:t4,v34-667728,162,True,glass stair,stepped,snapshot copied to export box,True
331,28,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d28:t7,v34-787484,170,True,market plank route,paused,snapshot copied to export box,True
334,28,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d28:t10,v34-667728,0,True,glass stair,stepped,snapshot imported into local state,True
337,29,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d29:t1,v34-787484,0,True,market plank route,paused,snapshot imported into local state,True
340,29,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d29:t4,v34-667904,162,True,glass stair,stepped,snapshot copied to export box,True
343,29,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d29:t7,v34-787667,170,True,market plank route,paused,snapshot copied to export box,True
346,29,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d29:t10,v34-667904,0,True,glass stair,stepped,snapshot imported into local state,True
349,30,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d30:t1,v34-787667,0,True,market plank route,paused,snapshot imported into local state,True
352,30,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d30:t4,v34-668080,162,True,glass stair,stepped,snapshot copied to export box,True
355,30,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d30:t7,v34-786202,170,True,market plank route,paused,snapshot copied to export box,True
358,30,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d30:t10,v34-668080,0,True,glass stair,stepped,snapshot imported into local state,True
361,31,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d31:t1,v34-786202,0,True,market plank route,paused,snapshot imported into local state,True
364,31,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d31:t4,v34-668256,162,True,glass stair,stepped,snapshot copied to export box,True
367,31,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d31:t7,v34-786385,170,True,market plank route,paused,snapshot copied to export box,True
370,31,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d31:t10,v34-668256,0,True,glass stair,stepped,snapshot imported into local state,True
373,32,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d32:t1,v34-785513,0,True,outer bell path,stepped,snapshot imported into local state,True
376,32,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d32:t4,v34-606953,157,True,paper lane,playing,snapshot copied to export box,True
379,32,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d32:t7,v34-785696,172,True,outer bell path,stepped,snapshot copied to export box,True
382,32,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d32:t10,v34-606953,0,True,paper lane,playing,snapshot imported into local state,True
385,33,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d33:t1,v34-785696,0,True,outer bell path,stepped,snapshot imported into local state,True
388,33,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d33:t4,v34-607126,157,True,paper lane,playing,snapshot copied to export box,True
391,33,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d33:t7,v34-785879,172,True,outer bell path,stepped,snapshot copied to export box,True
394,33,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d33:t10,v34-607126,0,True,paper lane,playing,snapshot imported into local state,True
397,34,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d34:t1,v34-785879,0,True,outer bell path,stepped,snapshot imported into local state,True
400,34,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d34:t4,v34-607416,157,True,paper lane,stepped,snapshot copied to export box,True
403,34,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d34:t7,v34-786062,172,True,outer bell path,stepped,snapshot copied to export box,True
406,34,archive_signal,paste_import_snapshot,snapshot-paste-box,snapshot:archive_signal:d34:t4,v34-607592,0,False,paper lane,stepped,snapshot parse warning; previous state kept,False
409,35,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d35:t1,v34-786062,0,True,outer bell path,stepped,snapshot imported into local state,True
412,35,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d35:t4,v34-606183,157,True,paper lane,stepped,snapshot copied to export box,True
415,35,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d35:t7,v34-786245,172,True,outer bell path,stepped,snapshot copied to export box,True
418,35,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d35:t10,v34-606183,0,True,paper lane,stepped,snapshot imported into local state,True
421,36,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d36:t1,v34-786245,0,True,outer bell path,stepped,snapshot imported into local state,True
424,36,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d36:t4,v34-606356,157,True,paper lane,stepped,snapshot copied to export box,True
427,36,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d36:t7,v34-786428,172,True,outer bell path,stepped,snapshot copied to export box,True
430,36,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d36:t10,v34-606356,0,True,paper lane,stepped,snapshot imported into local state,True
433,37,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d37:t1,v34-786428,0,True,outer bell path,stepped,snapshot imported into local state,True
436,37,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d37:t4,v34-606529,157,True,paper lane,stepped,snapshot copied to export box,True
439,37,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d37:t7,v34-786611,172,True,outer bell path,stepped,snapshot copied to export box,True
442,37,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d37:t10,v34-606529,0,True,paper lane,stepped,snapshot imported into local state,True
445,38,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d38:t1,v34-786611,0,True,outer bell path,stepped,snapshot imported into local state,True
448,38,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d38:t4,v34-606702,157,True,paper lane,stepped,snapshot copied to export box,True
451,38,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d38:t7,v34-786794,172,True,outer bell path,stepped,snapshot copied to export box,True
454,38,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d38:t10,v34-606702,0,True,paper lane,stepped,snapshot imported into local state,True
457,39,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d39:t1,v34-786794,0,True,outer bell path,stepped,snapshot imported into local state,True
460,39,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d39:t4,v34-606875,157,True,paper lane,stepped,snapshot copied to export box,True
463,39,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d39:t7,v34-785329,172,True,outer bell path,stepped,snapshot copied to export box,True
466,39,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d39:t10,v34-606875,0,True,paper lane,stepped,snapshot imported into local state,True
469,40,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d40:t1,v34-868326,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
472,40,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d40:t4,v34-592370,156,True,dusk road,stepped,snapshot copied to export box,True
475,40,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d40:t7,v34-868703,175,True,lantern ridge detour,stepped,snapshot copied to export box,True
478,40,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d40:t10,v34-592370,0,True,dusk road,stepped,snapshot imported into local state,True
481,41,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d41:t1,v34-868703,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
484,41,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d41:t4,v34-592542,156,True,dusk road,stepped,snapshot copied to export box,True
487,41,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d41:t7,v34-868890,175,True,lantern ridge detour,stepped,snapshot copied to export box,True
490,41,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d41:t10,v34-592542,0,True,dusk road,stepped,snapshot imported into local state,True
493,42,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d41:t7,v34-833234,0,False,low plank crossing,stepped,snapshot parse warning; previous state kept,False
496,42,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d42:t4,v34-592714,156,True,dusk road,stepped,snapshot copied to export box,True
499,42,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d42:t7,v34-833422,173,True,low plank crossing,stepped,snapshot copied to export box,True
502,42,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d42:t10,v34-592714,0,True,dusk road,stepped,snapshot imported into local state,True
505,43,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d43:t1,v34-833422,0,True,low plank crossing,stepped,snapshot imported into local state,True
508,43,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d43:t4,v34-592886,156,True,dusk road,stepped,snapshot copied to export box,True
511,43,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d43:t7,v34-833607,173,True,low plank crossing,stepped,snapshot copied to export box,True
514,43,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d43:t10,v34-592886,0,True,dusk road,stepped,snapshot imported into local state,True
517,44,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d44:t1,v34-833607,0,True,low plank crossing,stepped,snapshot imported into local state,True
520,44,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d44:t4,v34-593058,156,True,dusk road,stepped,snapshot copied to export box,True
