tick_id,day,route_id,branch_a,branch_b,active_branch_before,merge_attempted,merge_success,rollback_available,rollback_taken,active_branch_after,conflict_reason,merge_ui_visible
102,8,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
103,8,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
104,8,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
105,8,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
106,8,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
107,8,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,True,True,river ford,none,False
108,8,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
109,8,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
110,8,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
111,8,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
112,9,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
113,9,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
114,9,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
115,9,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
116,9,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
117,9,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
118,9,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
119,9,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
120,9,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
121,9,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
122,9,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
123,9,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
124,9,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
125,9,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
126,10,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
127,10,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
128,10,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
129,10,orchard_riverbend,fen track,market plank route,fen track,False,False,True,True,fen track,none,False
130,10,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
131,10,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
132,10,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
133,10,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
134,10,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
135,10,orchard_riverbend,fen track,market plank route,fen track,False,False,True,True,fen track,none,False
136,10,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,False,False,False,inner repair yard,agent route priorities conflict,True
137,10,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
138,10,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
139,10,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
140,11,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
141,11,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
142,11,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
143,11,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
144,11,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
145,11,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
146,11,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
147,11,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
148,11,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
149,11,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
150,11,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
151,11,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
152,11,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
153,11,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
154,12,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
155,12,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
156,12,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
157,12,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
158,12,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
159,12,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
160,12,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
161,12,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
162,12,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
163,12,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
164,12,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
165,12,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
166,12,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
167,12,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
168,13,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
169,13,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
170,13,orchard_riverbend,fen track,market plank route,market plank route,True,False,False,False,market plank route,agent route priorities conflict,True
171,13,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
172,13,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
173,13,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
174,13,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
175,13,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
176,13,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
177,13,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
178,13,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
179,13,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
180,13,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
181,13,signal_orchard,dusk road,river lantern loop,dusk road,False,False,True,True,dusk road,none,False
182,14,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
183,14,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
184,14,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
185,14,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
186,14,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
187,14,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
188,14,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
189,14,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
190,14,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
191,14,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
192,14,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
193,14,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
194,14,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
195,14,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
196,15,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
197,15,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
198,15,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
199,15,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
200,15,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
201,15,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
202,15,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
203,15,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
204,15,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
205,15,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
206,15,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
207,15,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
208,15,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
209,15,roofward_archive,glass stair,cool archive lane,glass stair,False,False,True,False,glass stair,none,False
210,16,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
211,16,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
212,16,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
213,16,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
214,16,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
215,16,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
216,16,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
217,16,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
218,16,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
219,16,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
220,16,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
221,16,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
222,16,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
223,16,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
224,17,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
225,17,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
226,17,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
227,17,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
228,17,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
229,17,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
230,17,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
231,17,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
232,17,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
233,17,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
234,17,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
235,17,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
236,17,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
237,17,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,True,True,inner repair yard,none,False
238,18,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
239,18,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
240,18,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
241,18,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
242,18,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
243,18,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,True,True,river ford,none,False
244,18,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
245,18,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
246,18,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
247,18,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
248,18,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
249,18,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
250,18,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
251,18,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
252,19,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
253,19,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
254,19,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
255,19,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
256,19,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
257,19,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
258,19,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
259,19,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
260,19,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
261,19,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
262,19,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
263,19,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
264,19,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
265,19,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
266,20,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
267,20,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
268,20,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
269,20,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
270,20,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
271,20,orchard_riverbend,fen track,market plank route,fen track,False,False,True,True,fen track,none,False
272,20,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,False,False,False,inner repair yard,agent route priorities conflict,True
273,20,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
274,20,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
275,20,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
276,20,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
277,20,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
278,20,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
279,20,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
280,21,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
281,21,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
282,21,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
283,21,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
284,21,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
285,21,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
286,21,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
287,21,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
288,21,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
289,21,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
290,21,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
291,21,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
292,21,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
293,21,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
294,22,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
295,22,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
296,22,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
297,22,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
