tick_id,day,route_id,hazard,forecast_before,proposed_forecast,forecast_after,edit_source,edit_accepted,revision,saved_to_local_state,public_archive_visible
41,3,central_repair_ring,crowded repair yard,0.473603,0.428603,0.473603,stored seasonal drift,False,1,False,True
42,3,riverbend_roofward,river flood,0.447754,0.502754,0.447754,stored seasonal drift,False,2,False,True
43,3,roofward_archive,heat surge,0.42656,0.40156,0.42656,stored seasonal drift,False,1,False,True
44,3,archive_signal,wind scatter,0.492579,0.537579,0.492579,stored seasonal drift,False,3,False,True
45,3,signal_orchard,dusk ice,0.467175,0.522175,0.467175,stored seasonal drift,False,1,False,True
46,3,orchard_riverbend,fen mud,0.434366,0.409366,0.434366,stored seasonal drift,False,3,False,True
47,3,central_repair_ring,crowded repair yard,0.461899,0.416899,0.461899,stored seasonal drift,False,1,False,True
48,4,riverbend_roofward,river flood,0.452268,0.507268,0.507268,avatar forecast slider,True,3,True,True
49,4,roofward_archive,heat surge,0.446642,0.511642,0.446642,stored seasonal drift,False,1,False,True
50,4,archive_signal,wind scatter,0.471918,0.426918,0.471918,stored seasonal drift,False,3,False,True
51,4,signal_orchard,dusk ice,0.47947,0.53447,0.47947,stored seasonal drift,False,1,False,True
52,4,orchard_riverbend,fen mud,0.447055,0.512055,0.447055,stored seasonal drift,False,3,False,True
53,4,central_repair_ring,crowded repair yard,0.439233,0.394233,0.439233,stored seasonal drift,False,1,False,True
54,4,riverbend_roofward,river flood,0.49715,0.46215,0.49715,stored seasonal drift,False,3,False,True
55,4,roofward_archive,heat surge,0.474412,0.539412,0.474412,stored seasonal drift,False,1,False,True
56,4,archive_signal,wind scatter,0.447849,0.402849,0.402849,avatar forecast slider,True,4,True,True
57,4,signal_orchard,dusk ice,0.466944,0.431944,0.466944,stored seasonal drift,False,1,False,True
58,4,orchard_riverbend,fen mud,0.451667,0.516667,0.451667,stored seasonal drift,False,3,False,True
59,4,central_repair_ring,crowded repair yard,0.45754,0.50254,0.45754,stored seasonal drift,False,1,False,True
60,4,riverbend_roofward,river flood,0.498949,0.553949,0.498949,stored seasonal drift,False,3,False,True
61,4,roofward_archive,heat surge,0.475194,0.540194,0.475194,stored seasonal drift,False,1,False,True
62,4,archive_signal,wind scatter,0.42625,0.47125,0.42625,stored seasonal drift,False,4,False,True
63,4,signal_orchard,dusk ice,0.449872,0.414872,0.449872,stored seasonal drift,False,1,False,True
64,5,orchard_riverbend,fen mud,0.443034,0.418034,0.418034,avatar forecast slider,True,4,True,True
65,5,central_repair_ring,crowded repair yard,0.460684,0.505684,0.460684,stored seasonal drift,False,1,False,True
66,5,riverbend_roofward,river flood,0.471096,0.436096,0.471096,stored seasonal drift,False,3,False,True
67,5,roofward_archive,heat surge,0.480067,0.545067,0.480067,stored seasonal drift,False,1,False,True
68,5,archive_signal,wind scatter,0.433775,0.478775,0.433775,stored seasonal drift,False,4,False,True
69,5,signal_orchard,dusk ice,0.46669,0.52169,0.46669,stored seasonal drift,False,1,False,True
70,5,orchard_riverbend,fen mud,0.407809,0.382809,0.407809,stored seasonal drift,False,4,False,True
71,5,central_repair_ring,crowded repair yard,0.473888,0.518888,0.473888,stored seasonal drift,False,1,False,True
72,5,riverbend_roofward,river flood,0.484943,0.539943,0.539943,avatar forecast slider,True,4,True,True
73,5,roofward_archive,heat surge,0.461158,0.436158,0.461158,stored seasonal drift,False,1,False,True
74,5,archive_signal,wind scatter,0.433947,0.478947,0.433947,stored seasonal drift,False,4,False,True
75,5,signal_orchard,dusk ice,0.474853,0.529853,0.474853,stored seasonal drift,False,1,False,True
76,5,orchard_riverbend,fen mud,0.409516,0.474516,0.409516,stored seasonal drift,False,4,False,True
77,5,central_repair_ring,crowded repair yard,0.462144,0.417144,0.462144,stored seasonal drift,False,1,False,True
78,5,riverbend_roofward,river flood,0.537851,0.502851,0.537851,stored seasonal drift,False,4,False,True
79,5,roofward_archive,heat surge,0.438596,0.413596,0.438596,stored seasonal drift,False,1,False,True
80,6,signal_orchard,dusk ice,0.462974,0.417974,0.417974,avatar forecast slider,True,2,True,True
81,6,orchard_riverbend,fen mud,0.419384,0.474384,0.419384,stored seasonal drift,False,4,False,True
82,6,central_repair_ring,crowded repair yard,0.477244,0.542244,0.477244,stored seasonal drift,False,1,False,True
83,6,riverbend_roofward,river flood,0.533952,0.488952,0.533952,stored seasonal drift,False,4,False,True
84,6,roofward_archive,heat surge,0.444393,0.499393,0.444393,stored seasonal drift,False,1,False,True
85,6,archive_signal,wind scatter,0.452994,0.517994,0.452994,stored seasonal drift,False,4,False,True
86,6,signal_orchard,dusk ice,0.407758,0.362758,0.407758,stored seasonal drift,False,2,False,True
87,6,orchard_riverbend,fen mud,0.43837,0.49337,0.43837,stored seasonal drift,False,4,False,True
88,6,central_repair_ring,crowded repair yard,0.48393,0.54893,0.54893,avatar forecast slider,True,2,True,True
89,6,riverbend_roofward,river flood,0.507499,0.462499,0.507499,stored seasonal drift,False,4,False,True
90,6,roofward_archive,heat surge,0.443078,0.408078,0.443078,stored seasonal drift,False,1,False,True
91,6,archive_signal,wind scatter,0.463075,0.528075,0.463075,stored seasonal drift,False,4,False,True
92,6,signal_orchard,dusk ice,0.409472,0.454472,0.409472,stored seasonal drift,False,2,False,True
93,6,orchard_riverbend,fen mud,0.431598,0.396598,0.431598,stored seasonal drift,False,4,False,True
94,6,central_repair_ring,crowded repair yard,0.53928,0.51428,0.53928,stored seasonal drift,False,2,False,True
95,6,riverbend_roofward,river flood,0.478449,0.433449,0.478449,stored seasonal drift,False,4,False,True
96,7,roofward_archive,heat surge,0.429347,0.394347,0.394347,avatar forecast slider,True,2,True,True
97,7,archive_signal,wind scatter,0.459145,0.434145,0.459145,stored seasonal drift,False,4,False,True
98,7,signal_orchard,dusk ice,0.425646,0.470646,0.425646,stored seasonal drift,False,2,False,True
99,7,orchard_riverbend,fen mud,0.429974,0.394974,0.429974,stored seasonal drift,False,4,False,True
100,7,central_repair_ring,crowded repair yard,0.518381,0.493381,0.493381,avatar forecast slider,True,3,True,True
101,7,riverbend_roofward,river flood,0.484966,0.529966,0.484966,stored seasonal drift,False,4,False,True
102,7,roofward_archive,heat surge,0.381138,0.346138,0.381138,stored seasonal drift,False,2,False,True
103,7,archive_signal,wind scatter,0.466265,0.531265,0.466265,stored seasonal drift,False,4,False,True
104,7,signal_orchard,dusk ice,0.433256,0.478256,0.478256,avatar forecast slider,True,3,True,True
105,7,orchard_riverbend,fen mud,0.449578,0.504578,0.449578,stored seasonal drift,False,4,False,True
106,7,central_repair_ring,crowded repair yard,0.472608,0.447608,0.447608,avatar forecast slider,True,4,True,True
107,7,riverbend_roofward,river flood,0.484271,0.439271,0.484271,stored seasonal drift,False,4,False,True
108,7,roofward_archive,heat surge,0.424379,0.479379,0.424379,stored seasonal drift,False,2,False,True
109,7,archive_signal,wind scatter,0.449288,0.424288,0.449288,stored seasonal drift,False,4,False,True
110,7,signal_orchard,dusk ice,0.4722,0.4272,0.4722,stored seasonal drift,False,3,False,True
111,7,orchard_riverbend,fen mud,0.460137,0.515137,0.460137,stored seasonal drift,False,4,False,True
112,8,central_repair_ring,crowded repair yard,0.464743,0.529743,0.529743,avatar forecast slider,True,5,True,True
113,8,riverbend_roofward,river flood,0.471073,0.426073,0.471073,stored seasonal drift,False,4,False,True
114,8,roofward_archive,heat surge,0.432166,0.487166,0.432166,stored seasonal drift,False,2,False,True
115,8,archive_signal,wind scatter,0.482988,0.547988,0.482988,stored seasonal drift,False,4,False,True
116,8,signal_orchard,dusk ice,0.454392,0.409392,0.454392,stored seasonal drift,False,3,False,True
117,8,orchard_riverbend,fen mud,0.456618,0.421618,0.421618,avatar forecast slider,True,5,True,True
118,8,central_repair_ring,crowded repair yard,0.529079,0.504079,0.529079,stored seasonal drift,False,5,False,True
119,8,riverbend_roofward,river flood,0.470223,0.425223,0.470223,stored seasonal drift,False,4,False,True
120,8,roofward_archive,heat surge,0.432563,0.487563,0.487563,avatar forecast slider,True,3,True,True
121,8,archive_signal,wind scatter,0.48887,0.55387,0.48887,stored seasonal drift,False,4,False,True
122,8,signal_orchard,dusk ice,0.432777,0.387777,0.432777,stored seasonal drift,False,3,False,True
123,8,orchard_riverbend,fen mud,0.417191,0.382191,0.382191,avatar forecast slider,True,6,True,True
124,8,central_repair_ring,crowded repair yard,0.539008,0.604008,0.539008,stored seasonal drift,False,5,False,True
125,8,riverbend_roofward,river flood,0.446392,0.401392,0.446392,stored seasonal drift,False,4,False,True
126,8,roofward_archive,heat surge,0.473904,0.438904,0.473904,stored seasonal drift,False,3,False,True
127,8,archive_signal,wind scatter,0.487628,0.462628,0.487628,stored seasonal drift,False,4,False,True
128,9,signal_orchard,dusk ice,0.445688,0.490688,0.490688,avatar forecast slider,True,4,True,True
129,9,orchard_riverbend,fen mud,0.370684,0.335684,0.370684,stored seasonal drift,False,6,False,True
130,9,central_repair_ring,crowded repair yard,0.518147,0.493147,0.518147,stored seasonal drift,False,5,False,True
131,9,riverbend_roofward,river flood,0.474197,0.519197,0.474197,stored seasonal drift,False,4,False,True
132,9,roofward_archive,heat surge,0.449557,0.414557,0.449557,stored seasonal drift,False,3,False,True
133,9,archive_signal,wind scatter,0.47396,0.44896,0.47396,stored seasonal drift,False,4,False,True
134,9,signal_orchard,dusk ice,0.489192,0.444192,0.444192,avatar forecast slider,True,5,True,True
135,9,orchard_riverbend,fen mud,0.415388,0.470388,0.415388,stored seasonal drift,False,6,False,True
136,9,central_repair_ring,crowded repair yard,0.493906,0.468906,0.468906,avatar forecast slider,True,6,True,True
137,9,riverbend_roofward,river flood,0.475009,0.520009,0.475009,stored seasonal drift,False,4,False,True
138,9,roofward_archive,heat surge,0.466419,0.521419,0.466419,stored seasonal drift,False,3,False,True
139,9,archive_signal,wind scatter,0.455906,0.430906,0.455906,stored seasonal drift,False,4,False,True
140,9,signal_orchard,dusk ice,0.459705,0.504705,0.504705,avatar forecast slider,True,6,True,True
141,9,orchard_riverbend,fen mud,0.430734,0.485734,0.430734,stored seasonal drift,False,6,False,True
142,9,central_repair_ring,crowded repair yard,0.445259,0.420259,0.445259,stored seasonal drift,False,6,False,True
143,9,riverbend_roofward,river flood,0.469408,0.424408,0.469408,stored seasonal drift,False,4,False,True
144,10,roofward_archive,heat surge,0.46832,0.52332,0.52332,avatar forecast slider,True,4,True,True
145,10,archive_signal,wind scatter,0.471879,0.536879,0.471879,avatar forecast slider,False,4,True,True
146,10,signal_orchard,dusk ice,0.482346,0.437346,0.482346,stored seasonal drift,False,6,False,True
147,10,orchard_riverbend,fen mud,0.448131,0.503131,0.448131,stored seasonal drift,False,6,False,True
148,10,central_repair_ring,crowded repair yard,0.456423,0.521423,0.456423,stored seasonal drift,False,6,False,True
149,10,riverbend_roofward,river flood,0.451991,0.406991,0.451991,stored seasonal drift,False,4,False,True
150,10,roofward_archive,heat surge,0.510955,0.475955,0.510955,stored seasonal drift,False,4,False,True
151,10,archive_signal,wind scatter,0.496116,0.561116,0.561116,avatar forecast slider,True,5,True,True
152,10,signal_orchard,dusk ice,0.456818,0.411818,0.411818,avatar forecast slider,True,7,True,True
153,10,orchard_riverbend,fen mud,0.439993,0.404993,0.439993,stored seasonal drift,False,6,False,True
154,10,central_repair_ring,crowded repair yard,0.459724,0.524724,0.459724,stored seasonal drift,False,6,False,True
155,10,riverbend_roofward,river flood,0.430712,0.385712,0.430712,stored seasonal drift,False,4,False,True
156,10,roofward_archive,heat surge,0.510821,0.475821,0.510821,stored seasonal drift,False,4,False,True
157,10,archive_signal,wind scatter,0.54976,0.52476,0.52476,avatar forecast slider,True,6,True,True
158,10,signal_orchard,dusk ice,0.433963,0.478963,0.433963,stored seasonal drift,False,7,False,True
159,10,orchard_riverbend,fen mud,0.426694,0.391694,0.426694,stored seasonal drift,False,6,False,True
160,11,central_repair_ring,crowded repair yard,0.449963,0.424963,0.424963,avatar forecast slider,True,7,True,True
161,11,riverbend_roofward,river flood,0.443912,0.488912,0.443912,stored seasonal drift,False,4,False,True
162,11,roofward_archive,heat surge,0.481306,0.446306,0.446306,avatar forecast slider,True,5,True,True
163,11,archive_signal,wind scatter,0.522694,0.497694,0.522694,stored seasonal drift,False,6,False,True
164,11,signal_orchard,dusk ice,0.440408,0.485408,0.440408,stored seasonal drift,False,7,False,True
165,11,orchard_riverbend,fen mud,0.446757,0.501757,0.446757,stored seasonal drift,False,6,False,True
166,11,central_repair_ring,crowded repair yard,0.413768,0.388768,0.413768,stored seasonal drift,False,7,False,True
167,11,riverbend_roofward,river flood,0.465764,0.510764,0.465764,stored seasonal drift,False,4,False,True
168,11,roofward_archive,heat surge,0.463623,0.518623,0.518623,avatar forecast slider,True,6,True,True
169,11,archive_signal,wind scatter,0.497817,0.472817,0.497817,stored seasonal drift,False,6,False,True
170,11,signal_orchard,dusk ice,0.439651,0.394651,0.439651,stored seasonal drift,False,7,False,True
171,11,orchard_riverbend,fen mud,0.457711,0.512711,0.457711,stored seasonal drift,False,6,False,True
172,11,central_repair_ring,crowded repair yard,0.41464,0.47964,0.41464,stored seasonal drift,False,7,False,True
173,11,riverbend_roofward,river flood,0.461457,0.416457,0.461457,stored seasonal drift,False,4,False,True
174,11,roofward_archive,heat surge,0.519516,0.574516,0.519516,avatar forecast slider,False,6,True,True
175,11,archive_signal,wind scatter,0.470123,0.445123,0.470123,stored seasonal drift,False,6,False,True
176,12,orchard_riverbend,fen mud,0.448231,0.403231,0.403231,avatar forecast slider,True,7,True,True
177,12,central_repair_ring,crowded repair yard,0.42379,0.47879,0.42379,stored seasonal drift,False,7,False,True
178,12,riverbend_roofward,river flood,0.438853,0.413853,0.413853,avatar forecast slider,True,5,True,True
179,12,roofward_archive,heat surge,0.518184,0.473184,0.518184,stored seasonal drift,False,6,False,True
180,12,archive_signal,wind scatter,0.471506,0.526506,0.471506,stored seasonal drift,False,6,False,True
181,12,signal_orchard,dusk ice,0.4579,0.5229,0.4579,stored seasonal drift,False,7,False,True
182,12,orchard_riverbend,fen mud,0.395079,0.350079,0.395079,stored seasonal drift,False,7,False,True
183,12,central_repair_ring,crowded repair yard,0.442159,0.497159,0.442159,stored seasonal drift,False,7,False,True
184,12,riverbend_roofward,river flood,0.435714,0.500714,0.500714,avatar forecast slider,True,6,True,True
185,12,roofward_archive,heat surge,0.493938,0.448938,0.493938,stored seasonal drift,False,6,False,True
186,12,archive_signal,wind scatter,0.466395,0.431395,0.466395,stored seasonal drift,False,6,False,True
187,12,signal_orchard,dusk ice,0.467294,0.532294,0.467294,stored seasonal drift,False,7,False,True
188,12,orchard_riverbend,fen mud,0.398568,0.443568,0.398568,stored seasonal drift,False,7,False,True
189,12,central_repair_ring,crowded repair yard,0.434857,0.399857,0.434857,stored seasonal drift,False,7,False,True
190,12,riverbend_roofward,river flood,0.504114,0.569114,0.569114,avatar forecast slider,True,7,True,True
191,12,roofward_archive,heat surge,0.466787,0.421787,0.466787,stored seasonal drift,False,6,False,True
192,13,archive_signal,wind scatter,0.4494,0.4144,0.4144,avatar forecast slider,True,7,True,True
193,13,signal_orchard,dusk ice,0.462773,0.437773,0.462773,stored seasonal drift,False,7,False,True
194,13,orchard_riverbend,fen mud,0.416268,0.461268,0.416268,stored seasonal drift,False,7,False,True
195,13,central_repair_ring,crowded repair yard,0.432777,0.397777,0.432777,stored seasonal drift,False,7,False,True
196,13,riverbend_roofward,river flood,0.550338,0.525338,0.550338,stored seasonal drift,False,7,False,True
197,13,roofward_archive,heat surge,0.474937,0.519937,0.474937,stored seasonal drift,False,6,False,True
198,13,archive_signal,wind scatter,0.398384,0.363384,0.398384,stored seasonal drift,False,7,False,True
199,13,signal_orchard,dusk ice,0.469385,0.534385,0.469385,stored seasonal drift,False,7,False,True
200,13,orchard_riverbend,fen mud,0.42519,0.47019,0.47019,avatar forecast slider,True,8,True,True
201,13,central_repair_ring,crowded repair yard,0.451988,0.506988,0.451988,stored seasonal drift,False,7,False,True
202,13,riverbend_roofward,river flood,0.527891,0.502891,0.527891,stored seasonal drift,False,7,False,True
203,13,roofward_archive,heat surge,0.475646,0.520646,0.475646,stored seasonal drift,False,6,False,True
204,13,archive_signal,wind scatter,0.43921,0.49421,0.43921,stored seasonal drift,False,7,False,True
205,13,signal_orchard,dusk ice,0.451971,0.426971,0.451971,stored seasonal drift,False,7,False,True
206,13,orchard_riverbend,fen mud,0.465263,0.420263,0.465263,stored seasonal drift,False,8,False,True
207,13,central_repair_ring,crowded repair yard,0.46221,0.51721,0.46221,stored seasonal drift,False,7,False,True
208,14,riverbend_roofward,river flood,0.495986,0.470986,0.470986,avatar forecast slider,True,8,True,True
209,14,roofward_archive,heat surge,0.463656,0.418656,0.463656,stored seasonal drift,False,6,False,True
210,14,archive_signal,wind scatter,0.444921,0.499921,0.444921,stored seasonal drift,False,7,False,True
211,14,signal_orchard,dusk ice,0.485295,0.550295,0.485295,stored seasonal drift,False,7,False,True
212,14,orchard_riverbend,fen mud,0.448426,0.403426,0.448426,stored seasonal drift,False,8,False,True
213,14,central_repair_ring,crowded repair yard,0.458401,0.423401,0.458401,stored seasonal drift,False,7,False,True
214,14,riverbend_roofward,river flood,0.484848,0.549848,0.484848,stored seasonal drift,False,8,False,True
215,14,roofward_archive,heat surge,0.463844,0.508844,0.463844,stored seasonal drift,False,6,False,True
216,14,archive_signal,wind scatter,0.443532,0.408532,0.408532,avatar forecast slider,True,8,True,True
217,14,signal_orchard,dusk ice,0.490854,0.555854,0.490854,stored seasonal drift,False,7,False,True
218,14,orchard_riverbend,fen mud,0.427646,0.382646,0.427646,stored seasonal drift,False,8,False,True
219,14,central_repair_ring,crowded repair yard,0.448825,0.413825,0.448825,stored seasonal drift,False,7,False,True
220,14,riverbend_roofward,river flood,0.507269,0.572269,0.507269,stored seasonal drift,False,8,False,True
221,14,roofward_archive,heat surge,0.440906,0.395906,0.440906,stored seasonal drift,False,6,False,True
222,14,archive_signal,wind scatter,0.405938,0.370938,0.405938,stored seasonal drift,False,8,False,True
223,14,signal_orchard,dusk ice,0.489334,0.464334,0.489334,stored seasonal drift,False,7,False,True
224,15,orchard_riverbend,fen mud,0.441276,0.486276,0.486276,avatar forecast slider,True,9,True,True
225,15,central_repair_ring,crowded repair yard,0.427989,0.392989,0.427989,stored seasonal drift,False,7,False,True
226,15,riverbend_roofward,river flood,0.497151,0.472151,0.497151,stored seasonal drift,False,8,False,True
227,15,roofward_archive,heat surge,0.469479,0.514479,0.469479,stored seasonal drift,False,6,False,True
228,15,archive_signal,wind scatter,0.391107,0.356107,0.391107,stored seasonal drift,False,8,False,True
229,15,signal_orchard,dusk ice,0.475427,0.450427,0.475427,stored seasonal drift,False,7,False,True
230,15,orchard_riverbend,fen mud,0.485397,0.440397,0.485397,stored seasonal drift,False,9,False,True
231,15,central_repair_ring,crowded repair yard,0.464671,0.519671,0.464671,stored seasonal drift,False,7,False,True
232,15,riverbend_roofward,river flood,0.48215,0.45715,0.48215,avatar forecast slider,False,8,True,True
233,15,roofward_archive,heat surge,0.470952,0.515952,0.470952,stored seasonal drift,False,6,False,True
234,15,archive_signal,wind scatter,0.416152,0.471152,0.416152,stored seasonal drift,False,8,False,True
235,15,signal_orchard,dusk ice,0.457167,0.432167,0.457167,stored seasonal drift,False,7,False,True
236,15,orchard_riverbend,fen mud,0.495141,0.540141,0.495141,stored seasonal drift,False,9,False,True
237,15,central_repair_ring,crowded repair yard,0.473117,0.528117,0.473117,stored seasonal drift,False,7,False,True
238,15,riverbend_roofward,river flood,0.462949,0.437949,0.462949,stored seasonal drift,False,8,False,True
239,15,roofward_archive,heat surge,0.465919,0.420919,0.465919,stored seasonal drift,False,6,False,True
240,16,archive_signal,wind scatter,0.425091,0.480091,0.480091,avatar forecast slider,True,9,True,True
241,16,signal_orchard,dusk ice,0.472964,0.537964,0.472964,stored seasonal drift,False,7,False,True
242,16,orchard_riverbend,fen mud,0.474121,0.429121,0.474121,stored seasonal drift,False,9,False,True
243,16,central_repair_ring,crowded repair yard,0.484581,0.539581,0.484581,stored seasonal drift,False,7,False,True
244,16,riverbend_roofward,river flood,0.477936,0.542936,0.477936,stored seasonal drift,False,8,False,True
245,16,roofward_archive,heat surge,0.44899,0.40399,0.44899,stored seasonal drift,False,6,False,True
246,16,archive_signal,wind scatter,0.473778,0.438778,0.473778,stored seasonal drift,False,9,False,True
247,16,signal_orchard,dusk ice,0.497049,0.562049,0.497049,stored seasonal drift,False,7,False,True
248,16,orchard_riverbend,fen mud,0.449744,0.404744,0.404744,avatar forecast slider,True,10,True,True
249,16,central_repair_ring,crowded repair yard,0.47134,0.43634,0.47134,stored seasonal drift,False,7,False,True
250,16,riverbend_roofward,river flood,0.484525,0.549525,0.484525,stored seasonal drift,False,8,False,True
251,16,roofward_archive,heat surge,0.428131,0.383131,0.428131,stored seasonal drift,False,6,False,True
252,16,archive_signal,wind scatter,0.478849,0.533849,0.478849,stored seasonal drift,False,9,False,True
253,16,signal_orchard,dusk ice,0.494662,0.469662,0.494662,stored seasonal drift,False,7,False,True
254,16,orchard_riverbend,fen mud,0.42788,0.47288,0.42788,stored seasonal drift,False,10,False,True
255,16,central_repair_ring,crowded repair yard,0.453652,0.418652,0.453652,stored seasonal drift,False,7,False,True
256,17,riverbend_roofward,river flood,0.477592,0.452592,0.452592,avatar forecast slider,True,9,True,True
257,17,roofward_archive,heat surge,0.441693,0.486693,0.441693,stored seasonal drift,False,6,False,True
258,17,archive_signal,wind scatter,0.45381,0.41881,0.45381,stored seasonal drift,False,9,False,True
259,17,signal_orchard,dusk ice,0.496809,0.561809,0.496809,stored seasonal drift,False,7,False,True
260,17,orchard_riverbend,fen mud,0.435177,0.480177,0.435177,stored seasonal drift,False,10,False,True
261,17,central_repair_ring,crowded repair yard,0.469941,0.524941,0.469941,stored seasonal drift,False,7,False,True
262,17,riverbend_roofward,river flood,0.443829,0.418829,0.443829,stored seasonal drift,False,9,False,True
263,17,roofward_archive,heat surge,0.463856,0.508856,0.463856,stored seasonal drift,False,6,False,True
264,17,archive_signal,wind scatter,0.470077,0.525077,0.525077,avatar forecast slider,True,10,True,True
265,17,signal_orchard,dusk ice,0.475556,0.450556,0.475556,stored seasonal drift,False,7,False,True
266,17,orchard_riverbend,fen mud,0.435152,0.390152,0.435152,stored seasonal drift,False,10,False,True
267,17,central_repair_ring,crowded repair yard,0.477649,0.532649,0.477649,stored seasonal drift,False,7,False,True
268,17,riverbend_roofward,river flood,0.446793,0.511793,0.446793,stored seasonal drift,False,9,False,True
269,17,roofward_archive,heat surge,0.459816,0.414816,0.459816,stored seasonal drift,False,6,False,True
270,17,archive_signal,wind scatter,0.525066,0.490066,0.525066,stored seasonal drift,False,10,False,True
271,17,signal_orchard,dusk ice,0.450978,0.425978,0.450978,stored seasonal drift,False,7,False,True
272,18,central_repair_ring,crowded repair yard,0.465378,0.420378,0.420378,avatar forecast slider,True,8,True,True
273,18,riverbend_roofward,river flood,0.457742,0.512742,0.457742,stored seasonal drift,False,9,False,True
274,18,roofward_archive,heat surge,0.437442,0.412442,0.437442,stored seasonal drift,False,6,False,True
275,18,archive_signal,wind scatter,0.522957,0.477957,0.522957,stored seasonal drift,False,10,False,True
276,18,signal_orchard,dusk ice,0.455041,0.510041,0.455041,stored seasonal drift,False,7,False,True
277,18,orchard_riverbend,fen mud,0.454031,0.519031,0.454031,stored seasonal drift,False,10,False,True
278,18,central_repair_ring,crowded repair yard,0.409825,0.364825,0.409825,stored seasonal drift,False,8,False,True
279,18,riverbend_roofward,river flood,0.477658,0.532658,0.477658,stored seasonal drift,False,9,False,True
280,18,roofward_archive,heat surge,0.456,0.521,0.521,avatar forecast slider,True,7,True,True
