scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_commitment_kept,mean_progress,mean_final_fatigue,mean_hazard_damage,mean_sleep_ticks,mean_unsafe_sleep_ticks,mean_shelter_sleep_ticks,mean_work_ticks,mean_travel_ticks,mean_alarm_uses,mean_social_watch_uses,mean_continuity_resets,mean_fatigue_state_reads,mean_day_night_reads,mean_shelter_memory_reads,mean_vulnerability
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_alarm_tools,alarm_guarded_sleep_planner,104.58241649392659,1.0,1.0,0.0,75.06571650234275,0.931906494760571,0.4369068091156884,16.739583333333332,2.3125,16.739583333333332,202.26041666666666,20.0,0.0,1.0,0.0,240.0,240.0,240.0,0.11410000000000002
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_social_watch,alarm_guarded_sleep_planner,101.04583683180046,1.0,1.0,0.0,75.04678826419561,0.9205128596508806,0.48166975997963646,17.145833333333332,2.6041666666666665,17.145833333333332,201.85416666666666,20.0,1.0,0.0,0.0,240.0,240.0,240.0,0.12912034722222224
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_continuity,alarm_guarded_sleep_planner,129.00941230240227,1.0,1.0,0.0,78.48240856000034,0.5465979880768865,0.26007681963769486,26.989583333333332,0.0,26.989583333333332,191.01041666666666,20.0,1.0,1.0,0.0,240.0,240.0,240.0,0.06722147555555556
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",fixed_schedule_sleep,alarm_guarded_sleep_planner,-149.69894302209698,0.0,0.0,0.0,45.30231987892683,0.8257700000000003,1.0116583585490708,8.1875,8.1875,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,152.1875,0.32891666666666663
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",omniscient_safe_rest,alarm_guarded_sleep_planner,130.67972724127392,1.0,1.0,0.0,79.44445366683506,0.524280393193535,0.25286498160086585,27.489583333333332,0.0,27.489583333333332,190.51041666666666,20.0,1.0,1.0,0.0,240.0,240.0,240.0,0.06491387555555557
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",full_control,continuity_recovery_planner,160.57891783152414,1.0,1.0,1.0,82.85154048076902,0.5045881030272328,0.3066227121680723,26.5625,10.395833333333334,26.5625,190.4375,22.0,1.0,0.0,0.0,240.0,240.0,240.0,0.07886754861111112
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_rest_action,continuity_recovery_planner,-180.5805600773427,0.0,0.0,0.0,47.652437908207226,1.0,1.0125975364091455,0.0,0.0,0.0,137.39583333333334,22.0,0.0,0.0,0.0,159.39583333333334,159.39583333333334,159.39583333333334,0.14514000000000002
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_fatigue_state,continuity_recovery_planner,-181.22297954445574,0.0,0.0,0.0,47.59122373149123,1.0,1.0129780887310607,0.0,0.0,0.0,137.70833333333334,22.0,1.0,0.0,0.0,0.0,160.70833333333334,160.70833333333334,0.08970300000000002
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_day_night_state,continuity_recovery_planner,-88.96683910811214,0.2916666666666667,0.5416666666666666,0.0,70.58069363341689,0.9874175740314372,0.9405103737763567,25.333333333333332,2.8958333333333335,0.0,213.54166666666666,0.0,0.0,0.0,0.0,238.875,0.0,238.875,0.20316666666666663
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_shelter_memory,continuity_recovery_planner,-84.62057654514841,0.3333333333333333,0.5208333333333334,0.0,70.52011972528727,0.9867042515151864,0.9367137326586689,25.53125,3.0729166666666665,0.0,213.1875,0.0,0.0,0.0,0.0,238.71875,238.71875,0.0,0.20316666666666663
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_alarm_tools,continuity_recovery_planner,74.38338318685713,1.0,1.0,0.0,80.6343952709667,0.8760723477893354,0.4866097673376936,17.40625,1.125,17.40625,200.59375,22.0,0.0,0.0,0.0,240.0,240.0,240.0,0.13958944444444446
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_social_watch,continuity_recovery_planner,160.63074093458127,1.0,1.0,1.0,82.86300247203371,0.5081804691955404,0.30604885440400337,26.520833333333332,10.270833333333334,26.520833333333332,190.47916666666666,22.0,1.0,0.0,0.0,240.0,240.0,240.0,0.07883711805555556
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",no_continuity,continuity_recovery_planner,82.75393742355196,1.0,1.0,0.0,74.1482728458691,0.5018580260281981,0.31608154243704595,27.229166666666668,10.520833333333334,27.229166666666668,166.77083333333334,44.0,2.0,0.0,1.0,240.0,240.0,240.0,0.08121822916666667
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",fixed_schedule_sleep,continuity_recovery_planner,-179.25926792247574,0.0,0.0,0.0,47.6214438283235,0.3554249999999992,1.0082018201316982,28.270833333333332,21.270833333333332,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,172.27083333333334,0.20316666666666663
4,interrupted_commitment_rest,"after restore, the agent must remember both the commitment and its fatigue debt",omniscient_safe_rest,continuity_recovery_planner,160.33457515643227,1.0,1.0,1.0,82.77500679578328,0.5069348976419003,0.3054158643833991,26.5625,10.364583333333334,26.5625,190.4375,22.0,1.0,0.0,0.0,240.0,240.0,240.0,0.07854694097222223
