tick_id,day,session_id,settlement_id,reload_index,canvas_event_count,path_animation_count,inventory_ui_count,tool_dispute_count,repair_step_count,phrase_consequence_count,checksum,restored_canvas_visible,restored_inventory_ui_visible,restored_tool_disputes_visible,restored_minigame_visible,restored_phrase_consequence_visible,replay_exportable
88,5,canvas-session-001,moss_ward,7,18,18,18,18,18,18,368c10043a909b13,True,True,True,True,True,True
96,6,canvas-session-001,orchid_engine,6,20,20,20,20,20,20,b3135935ab7e33a3,True,True,True,True,True,True
104,6,canvas-session-001,cinder_garden,6,21,21,21,21,21,21,1fc0b03b3dc3cbb9,True,True,True,True,True,True
112,7,canvas-session-002,glass_harbor,5,22,22,22,22,22,22,fd286761b9a3c018,True,True,True,True,True,True
120,7,canvas-session-002,orchid_engine,7,25,25,25,25,25,25,237c22ec820173f1,True,True,True,True,True,True
128,8,canvas-session-002,lichen_bridge,7,27,27,27,27,27,27,bbfabb6d7ac31aff,True,True,True,True,True,True
136,8,canvas-session-002,glass_harbor,6,27,27,27,27,27,27,dd413fe0f50892fd,True,True,True,True,True,True
144,9,canvas-session-002,moss_ward,8,29,29,29,29,29,29,8254e28983c25da8,True,True,True,True,True,True
152,9,canvas-session-002,lichen_bridge,8,32,32,32,32,32,32,664f5e666887e2c0,True,True,True,True,True,True
160,9,canvas-session-002,glass_harbor,7,32,32,32,32,32,32,98c44869c646c604,True,True,True,True,True,True
168,10,canvas-session-002,moss_ward,9,34,34,34,34,34,34,9445c3fda606e267,True,True,True,True,True,True
176,10,canvas-session-002,lichen_bridge,9,36,36,36,36,36,36,de9a4e7fa63c3892,True,True,True,True,True,True
184,11,canvas-session-002,cinder_garden,7,37,37,37,37,37,37,824f648d7bad4589,True,True,True,True,True,True
192,11,canvas-session-002,moss_ward,10,39,39,39,39,39,39,a7028cd81adeb866,True,True,True,True,True,True
200,12,canvas-session-002,orchid_engine,8,41,41,41,41,41,41,2629ae675e862416,True,True,True,True,True,True
208,12,canvas-session-002,cinder_garden,8,42,42,42,42,42,42,79389fee7b33bdf0,True,True,True,True,True,True
216,13,canvas-session-003,glass_harbor,8,43,43,43,43,43,43,a57843fc82fc094c,True,True,True,True,True,True
224,13,canvas-session-003,orchid_engine,9,46,46,46,46,46,46,e7293ce701f25c0a,True,True,True,True,True,True
232,13,canvas-session-003,cinder_garden,9,47,47,47,47,47,47,806168c9993d1e1d,True,True,True,True,True,True
240,14,canvas-session-003,glass_harbor,9,48,48,48,48,48,48,d2672a736f673a02,True,True,True,True,True,True
248,14,canvas-session-003,orchid_engine,10,50,50,50,50,50,50,868fb9a0ab210de3,True,True,True,True,True,True
256,15,canvas-session-003,lichen_bridge,10,52,52,52,52,52,52,41dc336440043910,True,True,True,True,True,True
264,15,canvas-session-003,glass_harbor,10,53,53,53,53,53,53,671ab2141957ec4a,True,True,True,True,True,True
272,16,canvas-session-003,moss_ward,11,55,55,55,55,55,55,6f0d03b5e14d0d45,True,True,True,True,True,True
280,16,canvas-session-003,lichen_bridge,11,57,57,57,57,57,57,539553af80756b46,True,True,True,True,True,True
288,17,canvas-session-003,cinder_garden,10,58,58,58,58,58,58,c9622544a5f37d26,True,True,True,True,True,True
296,17,canvas-session-003,moss_ward,12,60,60,60,60,60,60,9de599f5c7722386,True,True,True,True,True,True
304,17,canvas-session-003,lichen_bridge,12,62,62,62,62,62,62,07c9dd0eb0ab0328,True,True,True,True,True,True
312,18,canvas-session-003,cinder_garden,11,63,63,63,63,63,63,85a2c1b815a3a577,True,True,True,True,True,True
320,18,canvas-session-003,moss_ward,13,64,64,64,64,64,64,71b1dabdb4930267,True,True,True,True,True,True
328,19,canvas-session-004,orchid_engine,11,66,66,66,66,66,66,33357540d1a08175,True,True,True,True,True,True
336,19,canvas-session-004,cinder_garden,12,68,68,68,68,68,68,c29b4a9834f73258,True,True,True,True,True,True
344,20,canvas-session-004,glass_harbor,11,69,69,69,69,69,69,ac4b0cffa291dca9,True,True,True,True,True,True
352,20,canvas-session-004,orchid_engine,12,71,71,71,71,71,71,af942e77439cbde4,True,True,True,True,True,True
360,21,canvas-session-004,lichen_bridge,13,73,73,73,73,73,73,7acaec8fdd5aad42,True,True,True,True,True,True
368,21,canvas-session-004,glass_harbor,12,74,74,74,74,74,74,0c5a97fe5b269cc9,True,True,True,True,True,True
376,21,canvas-session-004,orchid_engine,13,76,76,76,76,76,76,14056d2ff3be2ac0,True,True,True,True,True,True
384,22,canvas-session-004,lichen_bridge,14,78,78,78,78,78,78,45e4627679682c46,True,True,True,True,True,True
392,22,canvas-session-004,glass_harbor,13,78,78,78,78,78,78,c6fdf0a3b6f4c010,True,True,True,True,True,True
400,23,canvas-session-004,moss_ward,14,80,80,80,80,80,80,1b333c1da4635272,True,True,True,True,True,True
408,23,canvas-session-004,lichen_bridge,15,83,83,83,83,83,83,c2190e8d07644ddd,True,True,True,True,True,True
416,24,canvas-session-004,cinder_garden,13,84,84,84,84,84,84,b1d1821878c3fc71,True,True,True,True,True,True
424,24,canvas-session-004,moss_ward,15,85,85,85,85,85,85,255d7585bfc4039f,True,True,True,True,True,True
432,25,canvas-session-005,orchid_engine,14,87,87,87,87,87,87,823a0fdf02670365,True,True,True,True,True,True
440,25,canvas-session-005,cinder_garden,14,89,89,89,89,89,89,b352775ee97f8089,True,True,True,True,True,True
448,25,canvas-session-005,moss_ward,16,90,90,90,90,90,90,f5daf6ad25a49c37,True,True,True,True,True,True
456,26,canvas-session-005,orchid_engine,15,92,92,92,92,92,92,3d62517977cd5e9f,True,True,True,True,True,True
464,26,canvas-session-005,cinder_garden,15,93,93,93,93,93,93,1d72bdf5f0b66417,True,True,True,True,True,True
472,27,canvas-session-005,glass_harbor,14,94,94,94,94,94,94,8037e887e40f7b3f,True,True,True,True,True,True
480,27,canvas-session-005,orchid_engine,16,97,97,97,97,97,97,0ddc3977c7cd4f81,True,True,True,True,True,True
488,28,canvas-session-005,lichen_bridge,16,99,99,99,99,99,99,24ba34000fb056b1,True,True,True,True,True,True
496,28,canvas-session-005,glass_harbor,15,99,99,99,99,99,99,818923b90bd764ff,True,True,True,True,True,True
504,29,canvas-session-005,moss_ward,17,101,101,101,101,101,101,a649be710ec489ae,True,True,True,True,True,True
512,29,canvas-session-005,lichen_bridge,17,104,104,104,104,104,104,bc6b8e9dda57cea9,True,True,True,True,True,True
520,29,canvas-session-005,glass_harbor,16,104,104,104,104,104,104,59a69e9677246d2d,True,True,True,True,True,True
528,30,canvas-session-005,moss_ward,18,106,106,106,106,106,106,0ac9984ff5b53c2b,True,True,True,True,True,True
536,30,canvas-session-005,lichen_bridge,18,108,108,108,108,108,108,b668b9195c31efd9,True,True,True,True,True,True
544,31,canvas-session-006,cinder_garden,16,109,109,109,109,109,109,23a74d5cac15feac,True,True,True,True,True,True
552,31,canvas-session-006,moss_ward,19,111,111,111,111,111,111,3ebdd2161db0bbcf,True,True,True,True,True,True
560,32,canvas-session-006,orchid_engine,17,113,113,113,113,113,113,527b04d8a5d1907e,True,True,True,True,True,True
568,32,canvas-session-006,cinder_garden,17,114,114,114,114,114,114,bc9cac8ed0bcf056,True,True,True,True,True,True
576,33,canvas-session-006,glass_harbor,17,115,115,115,115,115,115,63bf11eee13b421f,True,True,True,True,True,True
584,33,canvas-session-006,orchid_engine,18,118,118,118,118,118,118,1756a5211a8ab132,True,True,True,True,True,True
592,33,canvas-session-006,cinder_garden,18,119,119,119,119,119,119,187e3f7a4d06330a,True,True,True,True,True,True
600,34,canvas-session-006,glass_harbor,18,120,120,120,120,120,120,c4d8eca3170cb676,True,True,True,True,True,True
608,34,canvas-session-006,orchid_engine,19,122,122,122,122,122,122,727ce825b30ea494,True,True,True,True,True,True
616,35,canvas-session-006,lichen_bridge,19,124,124,124,124,124,124,f50d646319d9baa1,True,True,True,True,True,True
624,35,canvas-session-006,glass_harbor,19,125,125,125,125,125,125,0908af5a2bc87785,True,True,True,True,True,True
632,36,canvas-session-006,moss_ward,20,127,127,127,127,127,127,5068bc0a9632cb3a,True,True,True,True,True,True
640,36,canvas-session-006,lichen_bridge,20,129,129,129,129,129,129,5ef9bb136f7e7aea,True,True,True,True,True,True
648,37,canvas-session-007,cinder_garden,19,130,130,130,130,130,130,3ee22910f4d13352,True,True,True,True,True,True
656,37,canvas-session-007,moss_ward,21,132,132,132,132,132,132,86895f968739ff01,True,True,True,True,True,True
664,37,canvas-session-007,lichen_bridge,21,134,134,134,134,134,134,40dc028d5ff9d211,True,True,True,True,True,True
672,38,canvas-session-007,cinder_garden,20,135,135,135,135,135,135,421c4c8767aec404,True,True,True,True,True,True
680,38,canvas-session-007,moss_ward,22,136,136,136,136,136,136,a59c62b8b9764083,True,True,True,True,True,True
688,39,canvas-session-007,orchid_engine,20,138,138,138,138,138,138,3e51922cf22e69b7,True,True,True,True,True,True
696,39,canvas-session-007,cinder_garden,21,140,140,140,140,140,140,096330661a7f0f57,True,True,True,True,True,True
704,40,canvas-session-007,glass_harbor,20,141,141,141,141,141,141,426a05f9d2472022,True,True,True,True,True,True
712,40,canvas-session-007,orchid_engine,21,143,143,143,143,143,143,9bb4fc789355859d,True,True,True,True,True,True
720,41,canvas-session-007,lichen_bridge,22,145,145,145,145,145,145,d44c06caa7f3130f,True,True,True,True,True,True
728,41,canvas-session-007,glass_harbor,21,146,146,146,146,146,146,dec4fe617a3f9980,True,True,True,True,True,True
736,41,canvas-session-007,orchid_engine,22,148,148,148,148,148,148,39603ca9ab12d19d,True,True,True,True,True,True
744,42,canvas-session-007,lichen_bridge,23,150,150,150,150,150,150,0d5abd025d756119,True,True,True,True,True,True
752,42,canvas-session-007,glass_harbor,22,150,150,150,150,150,150,d6b4ae7b9a0179cf,True,True,True,True,True,True
760,43,canvas-session-008,moss_ward,23,152,152,152,152,152,152,8f3658573e0f66fc,True,True,True,True,True,True
768,43,canvas-session-008,lichen_bridge,24,155,155,155,155,155,155,83d04d94cb7dfa77,True,True,True,True,True,True
776,44,canvas-session-008,cinder_garden,22,156,156,156,156,156,156,97487a95eb86b70f,True,True,True,True,True,True
784,44,canvas-session-008,moss_ward,24,157,157,157,157,157,157,30e3b167941f371b,True,True,True,True,True,True
792,45,canvas-session-008,orchid_engine,23,159,159,159,159,159,159,9f3ae7afb244dcfa,True,True,True,True,True,True
800,45,canvas-session-008,cinder_garden,23,161,161,161,161,161,161,4a51bc6a771b7a4d,True,True,True,True,True,True
808,45,canvas-session-008,moss_ward,25,162,162,162,162,162,162,9e4a30b0b4627543,True,True,True,True,True,True
816,46,canvas-session-008,orchid_engine,24,164,164,164,164,164,164,51bf535ebc11d5dd,True,True,True,True,True,True
824,46,canvas-session-008,cinder_garden,24,165,165,165,165,165,165,c101be82c4c23ff7,True,True,True,True,True,True
832,47,canvas-session-008,glass_harbor,23,166,166,166,166,166,166,b854c4e39f4bb500,True,True,True,True,True,True
840,47,canvas-session-008,orchid_engine,25,169,169,169,169,169,169,d74659d8e4c9b64c,True,True,True,True,True,True
848,48,canvas-session-008,lichen_bridge,25,171,171,171,171,171,171,38746bcd658895e3,True,True,True,True,True,True
856,48,canvas-session-008,glass_harbor,24,171,171,171,171,171,171,c50c2ac65e2fac9d,True,True,True,True,True,True
864,49,canvas-session-009,moss_ward,26,173,173,173,173,173,173,0aa5d1a479940181,True,True,True,True,True,True
872,49,canvas-session-009,lichen_bridge,26,176,176,176,176,176,176,ce5bdbcd5c91c6de,True,True,True,True,True,True
880,49,canvas-session-009,glass_harbor,25,176,176,176,176,176,176,07da93d016fc4f5a,True,True,True,True,True,True
888,50,canvas-session-009,moss_ward,27,178,178,178,178,178,178,a08550ed8d8cd76e,True,True,True,True,True,True
896,50,canvas-session-009,lichen_bridge,27,180,180,180,180,180,180,3791046e0ce2e19c,True,True,True,True,True,True
904,51,canvas-session-009,cinder_garden,25,181,181,181,181,181,181,ad59a871a2c071e0,True,True,True,True,True,True
912,51,canvas-session-009,moss_ward,28,183,183,183,183,183,183,7277415a002855a1,True,True,True,True,True,True
920,52,canvas-session-009,orchid_engine,26,185,185,185,185,185,185,c9e2589456e7126f,True,True,True,True,True,True
928,52,canvas-session-009,cinder_garden,26,186,186,186,186,186,186,a027e580fe437dd6,True,True,True,True,True,True
936,53,canvas-session-009,glass_harbor,26,187,187,187,187,187,187,6f52ff1a3b8c46af,True,True,True,True,True,True
944,53,canvas-session-009,orchid_engine,27,190,190,190,190,190,190,d9a364c69cf9b768,True,True,True,True,True,True
952,53,canvas-session-009,cinder_garden,27,191,191,191,191,191,191,2812ece856a7bed4,True,True,True,True,True,True
960,54,canvas-session-009,glass_harbor,27,192,192,192,192,192,192,22cec1675aec260f,True,True,True,True,True,True
968,54,canvas-session-009,orchid_engine,28,194,194,194,194,194,194,6e576a53a75fcc71,True,True,True,True,True,True
976,55,canvas-session-010,lichen_bridge,28,196,196,196,196,196,196,ef15fe9d923810fe,True,True,True,True,True,True
984,55,canvas-session-010,glass_harbor,28,197,197,197,197,197,197,a3e2f77508d20073,True,True,True,True,True,True
992,56,canvas-session-010,moss_ward,29,199,199,199,199,199,199,119910817b8e165a,True,True,True,True,True,True
1000,56,canvas-session-010,lichen_bridge,29,201,201,201,201,201,201,2afe69c8ea181f56,True,True,True,True,True,True
1008,57,canvas-session-010,cinder_garden,28,202,202,202,202,202,202,f770e4a2b7549dec,True,True,True,True,True,True
1016,57,canvas-session-010,moss_ward,30,204,204,204,204,204,204,809970834ad503b2,True,True,True,True,True,True
1024,57,canvas-session-010,lichen_bridge,30,206,206,206,206,206,206,cec63c157cb9833f,True,True,True,True,True,True
1032,58,canvas-session-010,cinder_garden,29,207,207,207,207,207,207,a8c3f8cdc7a2b598,True,True,True,True,True,True
1040,58,canvas-session-010,moss_ward,31,208,208,208,208,208,208,b034aac1ac84ff07,True,True,True,True,True,True
1048,59,canvas-session-010,orchid_engine,29,210,210,210,210,210,210,25eadd749892e879,True,True,True,True,True,True
1056,59,canvas-session-010,cinder_garden,30,212,212,212,212,212,212,151ad0c00d348baf,True,True,True,True,True,True
1064,60,canvas-session-010,glass_harbor,29,213,213,213,213,213,213,cfc59e699b134e99,True,True,True,True,True,True
1072,60,canvas-session-010,orchid_engine,30,215,215,215,215,215,215,c73b9be3755e135c,True,True,True,True,True,True
1080,61,canvas-session-011,lichen_bridge,31,217,217,217,217,217,217,25d888bca8ed793b,True,True,True,True,True,True
1088,61,canvas-session-011,glass_harbor,30,218,218,218,218,218,218,d5da963855c3cf78,True,True,True,True,True,True
1096,61,canvas-session-011,orchid_engine,31,220,220,220,220,220,220,f1fd4104770df58c,True,True,True,True,True,True
1104,62,canvas-session-011,lichen_bridge,32,222,222,222,222,222,222,cb296761a917fa9f,True,True,True,True,True,True
1112,62,canvas-session-011,glass_harbor,31,222,222,222,222,222,222,dab52fce9b34e32a,True,True,True,True,True,True
1120,63,canvas-session-011,moss_ward,32,224,224,224,224,224,224,43b4ae3e5ab247cd,True,True,True,True,True,True
1128,63,canvas-session-011,lichen_bridge,33,227,227,227,227,227,227,c933815c3e0ed626,True,True,True,True,True,True
1136,64,canvas-session-011,cinder_garden,31,228,228,228,228,228,228,ed4ae4c2d7bf4647,True,True,True,True,True,True
1144,64,canvas-session-011,moss_ward,33,229,229,229,229,229,229,d7aeae17bfe26ea8,True,True,True,True,True,True
1152,65,canvas-session-011,orchid_engine,32,231,231,231,231,231,231,0de4d7ad497e3d47,True,True,True,True,True,True
1160,65,canvas-session-011,cinder_garden,32,233,233,233,233,233,233,74eff31ac4a81e15,True,True,True,True,True,True
1168,65,canvas-session-011,moss_ward,34,234,234,234,234,234,234,030f61cb0ea0d033,True,True,True,True,True,True
1176,66,canvas-session-011,orchid_engine,33,236,236,236,236,236,236,0531c1a4ad51d2f1,True,True,True,True,True,True
1184,66,canvas-session-011,cinder_garden,33,237,237,237,237,237,237,eca68869ea6f4ddb,True,True,True,True,True,True
1192,67,canvas-session-012,glass_harbor,32,238,238,238,238,238,238,e5f5eb7b13d3ec22,True,True,True,True,True,True
1200,67,canvas-session-012,orchid_engine,34,241,241,241,241,241,241,1b90e0864dd05720,True,True,True,True,True,True
1208,68,canvas-session-012,lichen_bridge,34,243,243,243,243,243,243,8f1fd9f246252d1f,True,True,True,True,True,True
1216,68,canvas-session-012,glass_harbor,33,243,243,243,243,243,243,d9d3325a4ac66952,True,True,True,True,True,True
1224,69,canvas-session-012,moss_ward,35,245,245,245,245,245,245,c77e888146a8bb02,True,True,True,True,True,True
1232,69,canvas-session-012,lichen_bridge,35,248,248,248,248,248,248,61766f0c796fb590,True,True,True,True,True,True
1240,69,canvas-session-012,glass_harbor,34,248,248,248,248,248,248,3f0ea6bfdc27b550,True,True,True,True,True,True
1248,70,canvas-session-012,moss_ward,36,250,250,250,250,250,250,a63e7363bb2c17a4,True,True,True,True,True,True
1256,70,canvas-session-012,lichen_bridge,36,252,252,252,252,252,252,2404e64764b43fb7,True,True,True,True,True,True
1264,71,canvas-session-012,cinder_garden,34,253,253,253,253,253,253,490ede107ef8b0a9,True,True,True,True,True,True
1272,71,canvas-session-012,moss_ward,37,255,255,255,255,255,255,d0c447ae01f06955,True,True,True,True,True,True
1280,72,canvas-session-012,orchid_engine,35,257,257,257,257,257,257,8aef10f21c16eca1,True,True,True,True,True,True
1288,72,canvas-session-012,cinder_garden,35,258,258,258,258,258,258,8127e363667db30a,True,True,True,True,True,True
1296,73,canvas-session-013,glass_harbor,35,259,259,259,259,259,259,e54a60e651c41d71,True,True,True,True,True,True
1304,73,canvas-session-013,orchid_engine,36,262,262,262,262,262,262,43cd2f2a8545c2b6,True,True,True,True,True,True
1312,73,canvas-session-013,cinder_garden,36,263,263,263,263,263,263,26e4e07a3ffe3cfb,True,True,True,True,True,True
1320,74,canvas-session-013,glass_harbor,36,264,264,264,264,264,264,fa0918cb91a84ce3,True,True,True,True,True,True
1328,74,canvas-session-013,orchid_engine,37,266,266,266,266,266,266,79e9e63f5e1a179b,True,True,True,True,True,True
1336,75,canvas-session-013,lichen_bridge,37,268,268,268,268,268,268,cb2544aa7873814c,True,True,True,True,True,True
1344,75,canvas-session-013,glass_harbor,37,269,269,269,269,269,269,ca19f529e99898d0,True,True,True,True,True,True
1352,76,canvas-session-013,moss_ward,38,271,271,271,271,271,271,7dd2569cdad37e73,True,True,True,True,True,True
1360,76,canvas-session-013,lichen_bridge,38,273,273,273,273,273,273,e2c77968217a7770,True,True,True,True,True,True
1368,77,canvas-session-013,cinder_garden,37,274,274,274,274,274,274,aa847e9ff131202c,True,True,True,True,True,True
1376,77,canvas-session-013,moss_ward,39,276,276,276,276,276,276,48d3279ea7876099,True,True,True,True,True,True
1384,77,canvas-session-013,lichen_bridge,39,278,278,278,278,278,278,aa8af2da6392edf0,True,True,True,True,True,True
1392,78,canvas-session-013,cinder_garden,38,279,279,279,279,279,279,08f1a1f2664bea5d,True,True,True,True,True,True
1400,78,canvas-session-013,moss_ward,40,280,280,280,280,280,280,2475fbebc1201d0f,True,True,True,True,True,True
1408,79,canvas-session-014,orchid_engine,38,282,282,282,282,282,282,71ce182e76e69178,True,True,True,True,True,True
1416,79,canvas-session-014,cinder_garden,39,284,284,284,284,284,284,dd925804d4982b9d,True,True,True,True,True,True
1424,80,canvas-session-014,glass_harbor,38,285,285,285,285,285,285,fd4d42e135f9bfec,True,True,True,True,True,True
1432,80,canvas-session-014,orchid_engine,39,287,287,287,287,287,287,a246954cb4c2e2e8,True,True,True,True,True,True
1440,81,canvas-session-014,lichen_bridge,40,289,289,289,289,289,289,223cb486f061ecb7,True,True,True,True,True,True
1448,81,canvas-session-014,glass_harbor,39,290,290,290,290,290,290,7e6f6d4b3f5db059,True,True,True,True,True,True
1456,81,canvas-session-014,orchid_engine,40,292,292,292,292,292,292,095120ebc5b7afdc,True,True,True,True,True,True
1464,82,canvas-session-014,lichen_bridge,41,294,294,294,294,294,294,57b4fc47827fbf01,True,True,True,True,True,True
1472,82,canvas-session-014,glass_harbor,40,294,294,294,294,294,294,49390083eeea6d2e,True,True,True,True,True,True
1480,83,canvas-session-014,moss_ward,41,296,296,296,296,296,296,7b8dd19294e765bb,True,True,True,True,True,True
1488,83,canvas-session-014,lichen_bridge,42,299,299,299,299,299,299,fe5f89a905a48731,True,True,True,True,True,True
1496,84,canvas-session-014,cinder_garden,40,300,300,300,300,300,300,54f00d1a790e8e38,True,True,True,True,True,True
1504,84,canvas-session-014,moss_ward,42,301,301,301,301,301,301,d408ce555e5e0b30,True,True,True,True,True,True
1512,85,canvas-session-015,orchid_engine,41,303,303,303,303,303,303,21c46dabb8dbd029,True,True,True,True,True,True
1520,85,canvas-session-015,cinder_garden,41,305,305,305,305,305,305,a0fc926545041f30,True,True,True,True,True,True
1528,85,canvas-session-015,moss_ward,43,306,306,306,306,306,306,70b0ae2de0f51dcd,True,True,True,True,True,True
1536,86,canvas-session-015,orchid_engine,42,308,308,308,308,308,308,699a8c06098917e5,True,True,True,True,True,True
1544,86,canvas-session-015,cinder_garden,42,309,309,309,309,309,309,6f3a42b6c83f1943,True,True,True,True,True,True
1552,87,canvas-session-015,glass_harbor,41,310,310,310,310,310,310,6a351dc138ff2651,True,True,True,True,True,True
1560,87,canvas-session-015,orchid_engine,43,313,313,313,313,313,313,024eaea728d4b327,True,True,True,True,True,True
1568,88,canvas-session-015,lichen_bridge,43,315,315,315,315,315,315,87d40a94ea2f686b,True,True,True,True,True,True
1576,88,canvas-session-015,glass_harbor,42,315,315,315,315,315,315,0985e887499f6ace,True,True,True,True,True,True
1584,89,canvas-session-015,moss_ward,44,317,317,317,317,317,317,92b981e35f1f61a1,True,True,True,True,True,True
1592,89,canvas-session-015,lichen_bridge,44,320,320,320,320,320,320,75493a4ea600d91f,True,True,True,True,True,True
1600,89,canvas-session-015,glass_harbor,43,320,320,320,320,320,320,b2cac13da1f3d42b,True,True,True,True,True,True
1608,90,canvas-session-015,moss_ward,45,322,322,322,322,322,322,7f38297426615556,True,True,True,True,True,True
1616,90,canvas-session-015,lichen_bridge,45,324,324,324,324,324,324,ed2d9ff0ec147f6b,True,True,True,True,True,True
1624,91,canvas-session-016,cinder_garden,43,325,325,325,325,325,325,cd91d00bcb5aabdf,True,True,True,True,True,True
1632,91,canvas-session-016,moss_ward,46,327,327,327,327,327,327,b94b734549bd1565,True,True,True,True,True,True
1640,92,canvas-session-016,orchid_engine,44,329,329,329,329,329,329,a40acaf0871b619e,True,True,True,True,True,True
1648,92,canvas-session-016,cinder_garden,44,330,330,330,330,330,330,e85990907ae198d8,True,True,True,True,True,True
1656,93,canvas-session-016,glass_harbor,44,331,331,331,331,331,331,ea2020e327a642b2,True,True,True,True,True,True
1664,93,canvas-session-016,orchid_engine,45,334,334,334,334,334,334,2c69218492ff56c8,True,True,True,True,True,True
1672,93,canvas-session-016,cinder_garden,45,335,335,335,335,335,335,e889365c752d5877,True,True,True,True,True,True
1680,94,canvas-session-016,glass_harbor,45,336,336,336,336,336,336,1095abdda903dcd8,True,True,True,True,True,True
1688,94,canvas-session-016,orchid_engine,46,338,338,338,338,338,338,b6a2165e06cc8b07,True,True,True,True,True,True
1696,95,canvas-session-016,lichen_bridge,46,340,340,340,340,340,340,240135c4b56b1815,True,True,True,True,True,True
1704,95,canvas-session-016,glass_harbor,46,341,341,341,341,341,341,a5bfc2a76f717245,True,True,True,True,True,True
1712,96,canvas-session-016,moss_ward,47,343,343,343,343,343,343,e59659fdee92a53a,True,True,True,True,True,True
1720,96,canvas-session-016,lichen_bridge,47,345,345,345,345,345,345,b78e436c71a99aef,True,True,True,True,True,True
1728,97,canvas-session-017,cinder_garden,46,346,346,346,346,346,346,9fbd7bd70d9255a3,True,True,True,True,True,True
1736,97,canvas-session-017,moss_ward,48,348,348,348,348,348,348,3765b932592d2beb,True,True,True,True,True,True
1744,97,canvas-session-017,lichen_bridge,48,350,350,350,350,350,350,cc12b3c64a21e44b,True,True,True,True,True,True
1752,98,canvas-session-017,cinder_garden,47,351,351,351,351,351,351,ff0c8a614d609ece,True,True,True,True,True,True
1760,98,canvas-session-017,moss_ward,49,352,352,352,352,352,352,a30a0466910fde66,True,True,True,True,True,True
1768,99,canvas-session-017,orchid_engine,47,354,354,354,354,354,354,01ea145cfb5667a8,True,True,True,True,True,True
1776,99,canvas-session-017,cinder_garden,48,356,356,356,356,356,356,a97518b798aa77a6,True,True,True,True,True,True
1784,100,canvas-session-017,glass_harbor,47,357,357,357,357,357,357,0ddb59f716a7f5b8,True,True,True,True,True,True
1792,100,canvas-session-017,orchid_engine,48,359,359,359,359,359,359,9b4ab543a8392962,True,True,True,True,True,True
