generation,year,settlement_id,deep_time_timeline_panel,culture_ledger_panel,language_ledger_panel,technology_ledger_panel,settlement_memory_panel,avatar_entry_gate_panel,visible_boundary_notice,save_restore_key,replay_key
4,120,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g004.roofward
4,120,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g004.archive
4,120,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g004.signal
4,120,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g004.orchard
4,120,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g004.repair_ring
5,150,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g005.riverbend
5,150,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g005.roofward
5,150,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g005.archive
5,150,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g005.signal
5,150,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g005.orchard
5,150,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g005.repair_ring
6,180,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g006.riverbend
6,180,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g006.roofward
6,180,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g006.archive
6,180,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g006.signal
6,180,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g006.orchard
6,180,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g006.repair_ring
7,210,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g007.riverbend
7,210,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g007.roofward
7,210,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g007.archive
7,210,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g007.signal
7,210,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g007.orchard
7,210,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g007.repair_ring
8,240,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g008.riverbend
8,240,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g008.roofward
8,240,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g008.archive
8,240,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g008.signal
8,240,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g008.orchard
8,240,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g008.repair_ring
9,270,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g009.riverbend
9,270,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g009.roofward
9,270,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g009.archive
9,270,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g009.signal
9,270,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g009.orchard
9,270,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g009.repair_ring
10,300,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g010.riverbend
10,300,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g010.roofward
10,300,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g010.archive
10,300,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g010.signal
10,300,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g010.orchard
10,300,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g010.repair_ring
11,330,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g011.riverbend
11,330,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g011.roofward
11,330,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g011.archive
11,330,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g011.signal
11,330,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g011.orchard
11,330,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g011.repair_ring
12,360,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g012.riverbend
12,360,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g012.roofward
12,360,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g012.archive
12,360,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g012.signal
12,360,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g012.orchard
12,360,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g012.repair_ring
13,390,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g013.riverbend
13,390,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g013.roofward
13,390,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g013.archive
13,390,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g013.signal
13,390,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g013.orchard
13,390,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g013.repair_ring
14,420,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g014.riverbend
14,420,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g014.roofward
14,420,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g014.archive
14,420,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g014.signal
14,420,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g014.orchard
14,420,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g014.repair_ring
15,450,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g015.riverbend
15,450,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g015.roofward
15,450,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g015.archive
15,450,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g015.signal
15,450,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g015.orchard
15,450,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g015.repair_ring
16,480,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g016.riverbend
16,480,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g016.roofward
16,480,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g016.archive
16,480,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g016.signal
16,480,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g016.orchard
16,480,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g016.repair_ring
17,510,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g017.riverbend
17,510,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g017.roofward
17,510,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g017.archive
17,510,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g017.signal
17,510,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g017.orchard
17,510,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g017.repair_ring
18,540,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g018.riverbend
18,540,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g018.roofward
18,540,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g018.archive
18,540,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g018.signal
18,540,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g018.orchard
18,540,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g018.repair_ring
19,570,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g019.riverbend
19,570,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g019.roofward
19,570,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g019.archive
19,570,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g019.signal
19,570,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g019.orchard
19,570,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g019.repair_ring
20,600,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g020.riverbend
20,600,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g020.roofward
20,600,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g020.archive
20,600,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g020.signal
20,600,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g020.orchard
20,600,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g020.repair_ring
21,630,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g021.riverbend
21,630,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g021.roofward
21,630,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g021.archive
21,630,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g021.signal
21,630,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g021.orchard
21,630,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g021.repair_ring
22,660,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g022.riverbend
22,660,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g022.roofward
22,660,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g022.archive
22,660,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g022.signal
22,660,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g022.orchard
22,660,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g022.repair_ring
23,690,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g023.riverbend
23,690,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g023.roofward
23,690,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g023.archive
23,690,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g023.signal
23,690,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g023.orchard
23,690,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g023.repair_ring
24,720,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g024.riverbend
24,720,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g024.roofward
24,720,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g024.archive
24,720,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g024.signal
24,720,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g024.orchard
24,720,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g024.repair_ring
25,750,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g025.riverbend
25,750,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g025.roofward
25,750,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g025.archive
25,750,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g025.signal
25,750,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g025.orchard
25,750,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g025.repair_ring
26,780,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g026.riverbend
26,780,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g026.roofward
26,780,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g026.archive
26,780,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g026.signal
26,780,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g026.orchard
26,780,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g026.repair_ring
27,810,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g027.riverbend
27,810,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g027.roofward
27,810,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g027.archive
27,810,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g027.signal
27,810,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g027.orchard
27,810,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g027.repair_ring
28,840,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g028.riverbend
28,840,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g028.roofward
28,840,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g028.archive
28,840,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g028.signal
28,840,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g028.orchard
28,840,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g028.repair_ring
29,870,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g029.riverbend
29,870,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g029.roofward
29,870,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g029.archive
29,870,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g029.signal
29,870,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g029.orchard
29,870,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g029.repair_ring
30,900,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g030.riverbend
30,900,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g030.roofward
30,900,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g030.archive
30,900,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g030.signal
30,900,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g030.orchard
30,900,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g030.repair_ring
31,930,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g031.riverbend
31,930,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g031.roofward
31,930,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g031.archive
31,930,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g031.signal
31,930,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g031.orchard
31,930,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g031.repair_ring
32,960,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g032.riverbend
32,960,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g032.roofward
32,960,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g032.archive
32,960,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g032.signal
32,960,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g032.orchard
32,960,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g032.repair_ring
33,990,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g033.riverbend
33,990,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g033.roofward
33,990,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g033.archive
33,990,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g033.signal
33,990,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g033.orchard
33,990,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g033.repair_ring
34,1020,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g034.riverbend
34,1020,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g034.roofward
34,1020,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g034.archive
34,1020,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g034.signal
34,1020,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g034.orchard
34,1020,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g034.repair_ring
35,1050,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g035.riverbend
35,1050,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g035.roofward
35,1050,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g035.archive
35,1050,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g035.signal
35,1050,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g035.orchard
35,1050,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g035.repair_ring
36,1080,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g036.riverbend
36,1080,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g036.roofward
36,1080,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g036.archive
36,1080,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g036.signal
36,1080,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g036.orchard
36,1080,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g036.repair_ring
37,1110,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g037.riverbend
37,1110,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g037.roofward
37,1110,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g037.archive
37,1110,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g037.signal
37,1110,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g037.orchard
37,1110,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g037.repair_ring
38,1140,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g038.riverbend
38,1140,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g038.roofward
38,1140,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g038.archive
38,1140,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g038.signal
38,1140,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g038.orchard
38,1140,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g038.repair_ring
39,1170,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g039.riverbend
39,1170,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g039.roofward
39,1170,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g039.archive
39,1170,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g039.signal
39,1170,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g039.orchard
39,1170,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g039.repair_ring
40,1200,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g040.riverbend
40,1200,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g040.roofward
40,1200,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g040.archive
40,1200,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g040.signal
40,1200,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g040.orchard
