tick_id,day,settlement_id,room_id,avatar_x,avatar_y,facing_deg,action,inventory_count,previous_state_key,current_state_key,continuity_valid,scene_clock_ms,replay_frame_key,visible_scene_state
30,2,roofward,arrival court,0.88,0.92,0,wait_respectfully,0,v44-757965,v44-758977,True,7500,ssrm.v44.replay.00030,True
31,2,archive,arrival court,1.0,1.0,270,listen_memory,0,v44-697268,v44-697392,True,7750,ssrm.v44.replay.00031,True
32,2,signal,mast base,1.72,1.2,0,move_forward,0,v44-630308,v44-429038,True,8000,ssrm.v44.replay.00032,True
33,2,orchard,arrival court,0.88,0.92,90,turn_right,0,v44-725791,v44-727681,True,8250,ssrm.v44.replay.00033,True
34,2,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-832018,v44-829473,True,8500,ssrm.v44.replay.00034,True
35,2,riverbend,arrival court,1.48,1.2,0,move_forward,0,v44-772763,v44-771868,True,8750,ssrm.v44.replay.00035,True
36,3,archive,arrival court,1.0,1.0,225,turn_left,0,v44-697392,v44-698509,True,9000,ssrm.v44.replay.00036,True
37,3,signal,mast base,1.84,1.3,0,approach_group,0,v44-429038,v44-435327,True,9250,ssrm.v44.replay.00037,True
38,3,orchard,arrival court,0.88,0.92,90,request_permission,0,v44-727681,v44-729683,True,9500,ssrm.v44.replay.00038,True
39,3,repair_ring,arrival court,1.0,1.0,0,pickup_shared_object,0,v44-829473,v44-836373,True,9750,ssrm.v44.replay.00039,True
40,3,riverbend,arrival court,1.6,1.3,0,approach_group,0,v44-771868,v44-748704,True,10000,ssrm.v44.replay.00040,True
41,3,roofward,arrival court,0.88,0.92,0,request_permission,0,v44-758977,v44-761556,True,10250,ssrm.v44.replay.00041,True
42,3,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-698509,v44-697751,True,10500,ssrm.v44.replay.00042,True
43,3,signal,mast base,1.84,1.3,0,return_object,0,v44-435327,v44-433253,True,10750,ssrm.v44.replay.00043,True
44,3,orchard,arrival court,0.82,0.88,90,wait_respectfully,0,v44-729683,v44-729857,True,11000,ssrm.v44.replay.00044,True
45,3,repair_ring,arrival court,1.0,1.0,0,listen_memory,0,v44-836373,v44-833826,True,11250,ssrm.v44.replay.00045,True
46,3,riverbend,arrival court,1.6,1.3,0,return_object,0,v44-748704,v44-748013,True,11500,ssrm.v44.replay.00046,True
47,3,roofward,arrival court,0.82,0.88,0,wait_respectfully,0,v44-761556,v44-757813,True,11750,ssrm.v44.replay.00047,True
48,3,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-697751,v44-699263,True,12000,ssrm.v44.replay.00048,True
49,3,signal,mast base,2.08,1.3,0,move_forward,0,v44-433253,v44-432660,True,12250,ssrm.v44.replay.00049,True
50,3,orchard,arrival court,0.82,0.88,135,turn_right,0,v44-729857,v44-751714,True,12500,ssrm.v44.replay.00050,True
51,3,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-833826,v44-832614,True,12750,ssrm.v44.replay.00051,True
52,3,riverbend,plank hall,1.84,1.3,0,move_forward,0,v44-748013,v44-613685,True,13000,ssrm.v44.replay.00052,True
53,3,roofward,arrival court,0.82,0.88,45,turn_right,0,v44-757813,v44-782617,True,13250,ssrm.v44.replay.00053,True
54,4,signal,mast base,2.2,1.4,0,approach_group,0,v44-432660,v44-408100,True,13500,ssrm.v44.replay.00054,True
55,4,orchard,arrival court,0.82,0.88,135,request_permission,0,v44-751714,v44-747939,True,13750,ssrm.v44.replay.00055,True
56,4,repair_ring,arrival court,1.0,1.0,0,pickup_shared_object,0,v44-832614,v44-831971,True,14000,ssrm.v44.replay.00056,True
57,4,riverbend,plank hall,1.96,1.4,0,approach_group,0,v44-613685,v44-620052,True,14250,ssrm.v44.replay.00057,True
58,4,roofward,arrival court,0.82,0.88,45,request_permission,0,v44-782617,v44-784634,True,14500,ssrm.v44.replay.00058,True
59,4,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-699263,v44-700067,True,14750,ssrm.v44.replay.00059,True
60,4,signal,mast base,2.2,1.4,0,return_object,0,v44-408100,v44-403413,True,15000,ssrm.v44.replay.00060,True
61,4,orchard,arrival court,0.76,0.84,135,wait_respectfully,0,v44-747939,v44-752518,True,15250,ssrm.v44.replay.00061,True
62,4,repair_ring,arrival court,1.0,1.0,0,listen_memory,0,v44-831971,v44-832976,True,15500,ssrm.v44.replay.00062,True
63,4,riverbend,plank hall,1.96,1.4,0,return_object,0,v44-620052,v44-612674,True,15750,ssrm.v44.replay.00063,True
64,4,roofward,arrival court,0.76,0.84,45,wait_respectfully,0,v44-784634,v44-783423,True,16000,ssrm.v44.replay.00064,True
65,4,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-700067,v44-692265,True,16250,ssrm.v44.replay.00065,True
66,4,signal,mast base,2.44,1.4,0,move_forward,0,v44-403413,v44-430497,True,16500,ssrm.v44.replay.00066,True
67,4,orchard,arrival court,0.76,0.84,180,turn_right,0,v44-752518,v44-750034,True,16750,ssrm.v44.replay.00067,True
68,4,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-832976,v44-838079,True,17000,ssrm.v44.replay.00068,True
69,4,riverbend,plank hall,2.2,1.4,0,move_forward,0,v44-612674,v44-593385,True,17250,ssrm.v44.replay.00069,True
70,4,roofward,arrival court,0.76,0.84,90,turn_right,0,v44-783423,v44-779989,True,17500,ssrm.v44.replay.00070,True
71,4,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-692265,v44-695460,True,17750,ssrm.v44.replay.00071,True
72,5,orchard,arrival court,0.76,0.84,180,request_permission,0,v44-750034,v44-744429,True,18000,ssrm.v44.replay.00072,True
73,5,repair_ring,arrival court,1.0,1.0,0,pickup_shared_object,0,v44-838079,v44-836458,True,18250,ssrm.v44.replay.00073,True
74,5,riverbend,plank hall,2.32,1.5,0,approach_group,0,v44-593385,v44-618033,True,18500,ssrm.v44.replay.00074,True
75,5,roofward,arrival court,0.76,0.84,90,request_permission,0,v44-779989,v44-791781,True,18750,ssrm.v44.replay.00075,True
76,5,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-695460,v44-697452,True,19000,ssrm.v44.replay.00076,True
77,5,signal,mast base,2.44,1.4,0,return_object,0,v44-430497,v44-436541,True,19250,ssrm.v44.replay.00077,True
78,5,orchard,arrival court,0.7,0.8,180,wait_respectfully,0,v44-744429,v44-704110,True,19500,ssrm.v44.replay.00078,True
79,5,repair_ring,arrival court,1.0,1.0,0,listen_memory,0,v44-836458,v44-838442,True,19750,ssrm.v44.replay.00079,True
80,5,riverbend,plank hall,2.32,1.5,0,return_object,0,v44-618033,v44-611542,True,20000,ssrm.v44.replay.00080,True
81,5,roofward,arrival court,0.7,0.8,90,wait_respectfully,0,v44-791781,v44-735826,True,20250,ssrm.v44.replay.00081,True
82,5,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-697452,v44-697575,True,20500,ssrm.v44.replay.00082,True
83,5,signal,mast base,2.68,1.4,0,move_forward,0,v44-436541,v44-436073,True,20750,ssrm.v44.replay.00083,True
84,5,orchard,arrival court,0.7,0.8,225,turn_right,0,v44-704110,v44-695385,True,21000,ssrm.v44.replay.00084,True
85,5,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-838442,v44-834991,True,21250,ssrm.v44.replay.00085,True
86,5,riverbend,plank hall,2.56,1.5,0,move_forward,0,v44-611542,v44-615610,True,21500,ssrm.v44.replay.00086,True
87,5,roofward,arrival court,0.7,0.8,135,turn_right,0,v44-735826,v44-759038,True,21750,ssrm.v44.replay.00087,True
88,5,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-697575,v44-702641,True,22000,ssrm.v44.replay.00088,True
89,5,signal,mast base,2.68,1.4,0,pickup_owned_object,0,v44-436073,v44-438480,True,22250,ssrm.v44.replay.00089,True
90,6,repair_ring,arrival court,1.0,1.0,0,pickup_shared_object,0,v44-834991,v44-835597,True,22500,ssrm.v44.replay.00090,True
91,6,riverbend,plank hall,2.68,1.6,0,approach_group,0,v44-615610,v44-615673,True,22750,ssrm.v44.replay.00091,True
92,6,roofward,arrival court,0.7,0.8,135,request_permission,0,v44-759038,v44-757869,True,23000,ssrm.v44.replay.00092,True
93,6,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-702641,v44-692647,True,23250,ssrm.v44.replay.00093,True
94,6,signal,mast base,2.68,1.4,0,return_object,0,v44-438480,v44-438616,True,23500,ssrm.v44.replay.00094,True
95,6,orchard,arrival court,0.64,0.76,225,wait_respectfully,0,v44-695385,v44-753144,True,23750,ssrm.v44.replay.00095,True
96,6,repair_ring,arrival court,1.0,1.0,0,listen_memory,0,v44-835597,v44-839370,True,24000,ssrm.v44.replay.00096,True
97,6,riverbend,plank hall,2.68,1.6,0,return_object,0,v44-615673,v44-622063,True,24250,ssrm.v44.replay.00097,True
98,6,roofward,arrival court,0.64,0.76,135,wait_respectfully,0,v44-757869,v44-811625,True,24500,ssrm.v44.replay.00098,True
99,6,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-692647,v44-701238,True,24750,ssrm.v44.replay.00099,True
100,6,signal,lantern walk,2.92,1.4,0,move_forward,0,v44-438616,v44-599610,True,25000,ssrm.v44.replay.00100,True
101,6,orchard,arrival court,0.64,0.76,270,turn_right,0,v44-753144,v44-765459,True,25250,ssrm.v44.replay.00101,True
102,6,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-839370,v44-853818,True,25500,ssrm.v44.replay.00102,True
103,6,riverbend,plank hall,2.92,1.6,0,move_forward,0,v44-622063,v44-634038,True,25750,ssrm.v44.replay.00103,True
104,6,roofward,arrival court,0.64,0.76,180,turn_right,0,v44-811625,v44-820849,True,26000,ssrm.v44.replay.00104,True
105,6,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-701238,v44-713040,True,26250,ssrm.v44.replay.00105,True
106,6,signal,lantern walk,2.92,1.4,0,pickup_owned_object,0,v44-599610,v44-602868,True,26500,ssrm.v44.replay.00106,True
107,6,orchard,arrival court,0.64,0.76,270,drop_object,0,v44-765459,v44-773218,True,26750,ssrm.v44.replay.00107,True
108,7,riverbend,plank hall,3.04,1.7,0,approach_group,0,v44-634038,v44-636166,True,27000,ssrm.v44.replay.00108,True
109,7,roofward,arrival court,0.64,0.76,180,request_permission,0,v44-820849,v44-826441,True,27250,ssrm.v44.replay.00109,True
110,7,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-713040,v44-708754,True,27500,ssrm.v44.replay.00110,True
111,7,signal,lantern walk,2.92,1.4,0,return_object,0,v44-602868,v44-601306,True,27750,ssrm.v44.replay.00111,True
112,7,orchard,arrival court,0.58,0.72,270,wait_respectfully,0,v44-773218,v44-767601,True,28000,ssrm.v44.replay.00112,True
113,7,repair_ring,arrival court,1.0,1.0,0,listen_memory,0,v44-853818,v44-855976,True,28250,ssrm.v44.replay.00113,True
114,7,riverbend,plank hall,3.04,1.7,0,return_object,0,v44-636166,v44-636714,True,28500,ssrm.v44.replay.00114,True
115,7,roofward,arrival court,0.58,0.72,180,wait_respectfully,0,v44-826441,v44-822090,True,28750,ssrm.v44.replay.00115,True
116,7,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-708754,v44-718260,True,29000,ssrm.v44.replay.00116,True
117,7,signal,lantern walk,3.16,1.4,0,move_forward,0,v44-601306,v44-596285,True,29250,ssrm.v44.replay.00117,True
118,7,orchard,arrival court,0.58,0.72,315,turn_right,0,v44-767601,v44-769555,True,29500,ssrm.v44.replay.00118,True
119,7,repair_ring,arrival court,1.0,1.0,0,start_conversation,0,v44-855976,v44-861527,True,29750,ssrm.v44.replay.00119,True
120,7,riverbend,wet crossing,3.28,1.7,0,move_forward,0,v44-636714,v44-747949,True,30000,ssrm.v44.replay.00120,True
121,7,roofward,arrival court,0.58,0.72,225,turn_right,0,v44-822090,v44-819107,True,30250,ssrm.v44.replay.00121,True
122,7,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-718260,v44-713943,True,30500,ssrm.v44.replay.00122,True
123,7,signal,lantern walk,3.16,1.4,0,pickup_owned_object,0,v44-596285,v44-603427,True,30750,ssrm.v44.replay.00123,True
124,7,orchard,arrival court,0.58,0.72,315,drop_object,0,v44-769555,v44-772809,True,31000,ssrm.v44.replay.00124,True
125,7,repair_ring,arrival court,0.94,0.96,0,apologize,0,v44-861527,v44-910209,True,31250,ssrm.v44.replay.00125,True
126,8,roofward,arrival court,0.58,0.72,225,request_permission,0,v44-819107,v44-823352,True,31500,ssrm.v44.replay.00126,True
127,8,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-713943,v44-717291,True,31750,ssrm.v44.replay.00127,True
128,8,signal,lantern walk,3.16,1.4,0,return_object,0,v44-603427,v44-599728,True,32000,ssrm.v44.replay.00128,True
129,8,orchard,arrival court,0.52,0.68,315,wait_respectfully,0,v44-772809,v44-772650,True,32250,ssrm.v44.replay.00129,True
130,8,repair_ring,arrival court,0.94,0.96,0,listen_memory,0,v44-910209,v44-905018,True,32500,ssrm.v44.replay.00130,True
131,8,riverbend,wet crossing,3.28,1.7,0,return_object,0,v44-747949,v44-754522,True,32750,ssrm.v44.replay.00131,True
132,8,roofward,arrival court,0.52,0.68,225,wait_respectfully,0,v44-823352,v44-820405,True,33000,ssrm.v44.replay.00132,True
133,8,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-717291,v44-716081,True,33250,ssrm.v44.replay.00133,True
134,8,signal,lantern walk,3.4,1.4,0,move_forward,0,v44-599728,v44-583640,True,33500,ssrm.v44.replay.00134,True
135,8,orchard,arrival court,0.52,0.68,0,turn_right,0,v44-772650,v44-721425,True,33750,ssrm.v44.replay.00135,True
136,8,repair_ring,arrival court,0.94,0.96,0,start_conversation,0,v44-905018,v44-908344,True,34000,ssrm.v44.replay.00136,True
137,8,riverbend,wet crossing,3.52,1.7,0,move_forward,0,v44-754522,v44-749011,True,34250,ssrm.v44.replay.00137,True
138,8,roofward,arrival court,0.52,0.68,270,turn_right,0,v44-820405,v44-821038,True,34500,ssrm.v44.replay.00138,True
139,8,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-716081,v44-716721,True,34750,ssrm.v44.replay.00139,True
140,8,signal,lantern walk,3.4,1.4,0,pickup_owned_object,1,v44-583640,v44-097473,True,35000,ssrm.v44.replay.00140,True
141,8,orchard,arrival court,0.52,0.68,0,drop_object,0,v44-721425,v44-717578,True,35250,ssrm.v44.replay.00141,True
142,8,repair_ring,arrival court,0.88,0.92,0,apologize,0,v44-908344,v44-908906,True,35500,ssrm.v44.replay.00142,True
143,8,riverbend,wet crossing,3.52,1.7,0,pickup_owned_object,0,v44-749011,v44-746463,True,35750,ssrm.v44.replay.00143,True
144,9,archive,arrival court,1.0,1.0,225,pickup_shared_object,0,v44-716721,v44-715549,True,36000,ssrm.v44.replay.00144,True
145,9,signal,lantern walk,3.4,1.4,0,return_object,0,v44-097473,v44-580063,True,36250,ssrm.v44.replay.00145,True
146,9,orchard,arrival court,0.46,0.64,0,wait_respectfully,0,v44-717578,v44-725355,True,36500,ssrm.v44.replay.00146,True
147,9,repair_ring,arrival court,0.88,0.92,0,listen_memory,0,v44-908906,v44-912724,True,36750,ssrm.v44.replay.00147,True
148,9,riverbend,wet crossing,3.52,1.7,0,return_object,0,v44-746463,v44-752039,True,37000,ssrm.v44.replay.00148,True
149,9,roofward,arrival court,0.46,0.64,270,wait_respectfully,0,v44-821038,v44-822746,True,37250,ssrm.v44.replay.00149,True
150,9,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-715549,v44-717462,True,37500,ssrm.v44.replay.00150,True
151,9,signal,lantern walk,3.64,1.4,0,move_forward,0,v44-580063,v44-599365,True,37750,ssrm.v44.replay.00151,True
152,9,orchard,arrival court,0.46,0.64,45,turn_right,0,v44-725355,v44-746174,True,38000,ssrm.v44.replay.00152,True
153,9,repair_ring,arrival court,0.88,0.92,0,start_conversation,0,v44-912724,v44-908378,True,38250,ssrm.v44.replay.00153,True
154,9,riverbend,wet crossing,3.76,1.7,0,move_forward,0,v44-752039,v44-751607,True,38500,ssrm.v44.replay.00154,True
155,9,roofward,arrival court,0.46,0.64,315,turn_right,0,v44-822746,v44-824658,True,38750,ssrm.v44.replay.00155,True
156,9,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-717462,v44-718088,True,39000,ssrm.v44.replay.00156,True
157,9,signal,lantern walk,3.64,1.4,0,pickup_owned_object,0,v44-599365,v44-608364,True,39250,ssrm.v44.replay.00157,True
158,9,orchard,arrival court,0.46,0.64,45,drop_object,0,v44-746174,v44-749469,True,39500,ssrm.v44.replay.00158,True
159,9,repair_ring,arrival court,0.82,0.88,0,apologize,0,v44-908378,v44-914892,True,39750,ssrm.v44.replay.00159,True
160,9,riverbend,wet crossing,3.76,1.7,0,pickup_owned_object,1,v44-751607,v44-370477,True,40000,ssrm.v44.replay.00160,True
161,9,roofward,arrival court,0.46,0.64,315,drop_object,0,v44-824658,v44-825235,True,40250,ssrm.v44.replay.00161,True
162,10,signal,lantern walk,3.64,1.4,0,return_object,0,v44-608364,v44-602373,True,40500,ssrm.v44.replay.00162,True
163,10,orchard,arrival court,0.4,0.6,45,wait_respectfully,0,v44-749469,v44-704664,True,40750,ssrm.v44.replay.00163,True
164,10,repair_ring,arrival court,0.82,0.88,0,listen_memory,0,v44-914892,v44-912365,True,41000,ssrm.v44.replay.00164,True
165,10,riverbend,wet crossing,3.76,1.7,0,return_object,0,v44-370477,v44-753310,True,41250,ssrm.v44.replay.00165,True
166,10,roofward,arrival court,0.4,0.6,315,wait_respectfully,0,v44-825235,v44-775857,True,41500,ssrm.v44.replay.00166,True
167,10,archive,arrival court,1.0,1.0,225,listen_memory,0,v44-718088,v44-721119,True,41750,ssrm.v44.replay.00167,True
168,10,signal,lens room,3.88,1.4,0,move_forward,0,v44-602373,v44-472573,True,42000,ssrm.v44.replay.00168,True
169,10,orchard,arrival court,0.4,0.6,90,turn_right,0,v44-704664,v44-701770,True,42250,ssrm.v44.replay.00169,True
170,10,repair_ring,arrival court,0.82,0.88,0,start_conversation,0,v44-912365,v44-908022,True,42500,ssrm.v44.replay.00170,True
171,10,riverbend,wet crossing,4.0,1.7,0,move_forward,0,v44-753310,v44-721350,True,42750,ssrm.v44.replay.00171,True
172,10,roofward,arrival court,0.4,0.6,0,turn_right,0,v44-775857,v44-733608,True,43000,ssrm.v44.replay.00172,True
173,10,archive,arrival court,1.0,1.0,225,start_conversation,0,v44-721119,v44-715039,True,43250,ssrm.v44.replay.00173,True
174,10,signal,lens room,3.88,1.4,0,pickup_owned_object,0,v44-472573,v44-474420,True,43500,ssrm.v44.replay.00174,True
175,10,orchard,arrival court,0.4,0.6,90,drop_object,0,v44-701770,v44-698349,True,43750,ssrm.v44.replay.00175,True
176,10,repair_ring,arrival court,0.76,0.84,0,apologize,0,v44-908022,v44-907763,True,44000,ssrm.v44.replay.00176,True
177,10,riverbend,wet crossing,4.0,1.7,0,pickup_owned_object,0,v44-721350,v44-723344,True,44250,ssrm.v44.replay.00177,True
178,10,roofward,arrival court,0.4,0.6,0,drop_object,0,v44-733608,v44-730729,True,44500,ssrm.v44.replay.00178,True
179,10,archive,arrival court,0.94,0.96,225,apologize,0,v44-715039,v44-773734,True,44750,ssrm.v44.replay.00179,True
180,11,orchard,arrival court,0.34,0.56,90,wait_respectfully,0,v44-698349,v44-751050,True,45000,ssrm.v44.replay.00180,True
181,11,repair_ring,arrival court,0.76,0.84,0,listen_memory,0,v44-907763,v44-911062,True,45250,ssrm.v44.replay.00181,True
182,11,riverbend,wet crossing,4.0,1.7,0,return_object,0,v44-723344,v44-723942,True,45500,ssrm.v44.replay.00182,True
183,11,roofward,arrival court,0.34,0.56,0,wait_respectfully,0,v44-730729,v44-776336,True,45750,ssrm.v44.replay.00183,True
184,11,archive,arrival court,0.94,0.96,225,listen_memory,0,v44-773734,v44-774775,True,46000,ssrm.v44.replay.00184,True
185,11,signal,lens room,4.0,1.4,0,move_forward,0,v44-474420,v44-444528,True,46250,ssrm.v44.replay.00185,True
186,11,orchard,arrival court,0.34,0.56,135,turn_right,0,v44-751050,v44-765888,True,46500,ssrm.v44.replay.00186,True
187,11,repair_ring,arrival court,0.76,0.84,0,start_conversation,0,v44-911062,v44-907689,True,46750,ssrm.v44.replay.00187,True
188,11,riverbend,dry ridge,4.0,1.7,0,move_forward,0,v44-723942,v44-577703,True,47000,ssrm.v44.replay.00188,True
189,11,roofward,arrival court,0.34,0.56,45,turn_right,0,v44-776336,v44-806151,True,47250,ssrm.v44.replay.00189,True
190,11,archive,arrival court,0.94,0.96,225,start_conversation,0,v44-774775,v44-776243,True,47500,ssrm.v44.replay.00190,True
191,11,signal,lens room,4.0,1.4,0,pickup_owned_object,0,v44-444528,v44-445962,True,47750,ssrm.v44.replay.00191,True
192,11,orchard,arrival court,0.34,0.56,135,drop_object,0,v44-765888,v44-775374,True,48000,ssrm.v44.replay.00192,True
193,11,repair_ring,arrival court,0.7,0.8,0,apologize,0,v44-907689,v44-867468,True,48250,ssrm.v44.replay.00193,True
194,11,riverbend,dry ridge,4.0,1.7,0,pickup_owned_object,0,v44-577703,v44-577358,True,48500,ssrm.v44.replay.00194,True
195,11,roofward,arrival court,0.34,0.56,45,drop_object,0,v44-806151,v44-800049,True,48750,ssrm.v44.replay.00195,True
196,11,archive,arrival court,0.88,0.92,225,apologize,0,v44-776243,v44-774644,True,49000,ssrm.v44.replay.00196,True
197,11,signal,lens room,4.0,1.4,0,offer_help,0,v44-445962,v44-449667,True,49250,ssrm.v44.replay.00197,True
198,12,repair_ring,arrival court,0.7,0.8,0,listen_memory,0,v44-867468,v44-869485,True,49500,ssrm.v44.replay.00198,True
199,12,riverbend,dry ridge,4.0,1.7,0,return_object,0,v44-577358,v44-582027,True,49750,ssrm.v44.replay.00199,True
200,12,roofward,arrival court,0.28,0.52,45,wait_respectfully,0,v44-800049,v44-794395,True,50000,ssrm.v44.replay.00200,True
201,12,archive,arrival court,0.88,0.92,225,listen_memory,0,v44-774644,v44-770764,True,50250,ssrm.v44.replay.00201,True
202,12,signal,lens room,4.0,1.4,0,move_forward,0,v44-449667,v44-447083,True,50500,ssrm.v44.replay.00202,True
203,12,orchard,arrival court,0.34,0.56,180,turn_right,0,v44-775374,v44-768546,True,50750,ssrm.v44.replay.00203,True
204,12,repair_ring,arrival court,0.7,0.8,0,start_conversation,0,v44-869485,v44-865059,True,51000,ssrm.v44.replay.00204,True
205,12,riverbend,dry ridge,4.0,1.7,0,move_forward,0,v44-582027,v44-572355,True,51250,ssrm.v44.replay.00205,True
206,12,roofward,arrival court,0.28,0.52,90,turn_right,0,v44-794395,v44-803906,True,51500,ssrm.v44.replay.00206,True
207,12,archive,arrival court,0.88,0.92,225,start_conversation,0,v44-770764,v44-772737,True,51750,ssrm.v44.replay.00207,True
208,12,signal,lens room,4.0,1.4,0,pickup_owned_object,0,v44-447083,v44-445125,True,52000,ssrm.v44.replay.00208,True
209,12,orchard,arrival court,0.34,0.56,180,drop_object,0,v44-768546,v44-772293,True,52250,ssrm.v44.replay.00209,True
210,12,repair_ring,arrival court,0.64,0.76,0,apologize,0,v44-865059,v44-907829,True,52500,ssrm.v44.replay.00210,True
211,12,riverbend,dry ridge,4.0,1.7,0,pickup_owned_object,0,v44-572355,v44-572460,True,52750,ssrm.v44.replay.00211,True
212,12,roofward,arrival court,0.28,0.52,90,drop_object,0,v44-803906,v44-797810,True,53000,ssrm.v44.replay.00212,True
213,12,archive,arrival court,0.82,0.88,225,apologize,0,v44-772737,v44-772024,True,53250,ssrm.v44.replay.00213,True
214,12,signal,lens room,4.0,1.4,0,offer_help,0,v44-445125,v44-441741,True,53500,ssrm.v44.replay.00214,True
