tick_id,day,agent,tool_id,infrastructure_id,condition_before,wear_delta,maintenance_delta,condition_after,broken,tool_limits_work,repair_action
34,2,Nia,binding awl,archive_public_kiosk,0.753,0.009,0.0,0.744,False,False,none
35,2,Milo,wire crimper,dusk_signal_workshop,0.735,0.002,0.0,0.733,False,False,none
36,3,Ari,drawknife,river_mill_bridge,0.90756,0.002,0.0,0.90556,False,False,none
37,3,Fay,glass tongs,roof_greenhouse_cistern,0.776,0.002,0.0,0.774,False,False,none
38,3,Nia,binding awl,archive_public_kiosk,0.744,0.009,0.0,0.735,False,False,none
39,3,Milo,wire crimper,dusk_signal_workshop,0.733,0.002,0.0,0.731,False,False,none
40,3,Ari,drawknife,river_mill_bridge,0.90556,0.002,0.0,0.90356,False,False,none
41,3,Fay,glass tongs,roof_greenhouse_cistern,0.774,0.009,0.0,0.765,False,False,none
42,3,Nia,binding awl,archive_public_kiosk,0.735,0.002,0.0,0.733,False,False,none
43,3,Milo,wire crimper,dusk_signal_workshop,0.731,0.002,0.0,0.729,False,False,none
44,3,Ari,drawknife,river_mill_bridge,0.90356,0.009,0.0,0.89456,False,False,none
45,3,Fay,glass tongs,roof_greenhouse_cistern,0.765,0.002,0.0,0.763,False,False,none
46,3,Nia,binding awl,archive_public_kiosk,0.733,0.002,0.0,0.731,False,False,none
47,3,Milo,wire crimper,dusk_signal_workshop,0.729,0.009,0.0,0.72,False,False,none
48,3,Ari,drawknife,river_mill_bridge,0.89456,0.002,0.0,0.89256,False,False,none
49,3,Fay,glass tongs,roof_greenhouse_cistern,0.763,0.002,0.0,0.761,False,False,none
50,3,Nia,binding awl,archive_public_kiosk,0.731,0.009,0.0,0.722,False,False,none
51,3,Milo,wire crimper,dusk_signal_workshop,0.72,0.002,0.0,0.718,False,False,none
52,3,Ari,drawknife,river_mill_bridge,0.89256,0.002,0.0,0.89056,False,False,none
53,3,Fay,glass tongs,roof_greenhouse_cistern,0.761,0.002,0.0,0.759,False,False,none
54,4,Milo,wire crimper,dusk_signal_workshop,0.718,0.002,0.0,0.716,False,False,none
55,4,Ari,drawknife,river_mill_bridge,0.89056,0.002,0.0,0.88856,False,False,none
56,4,Fay,glass tongs,roof_greenhouse_cistern,0.759,0.009,0.0,0.75,False,False,none
57,4,Nia,binding awl,archive_public_kiosk,0.722,0.002,0.0,0.72,False,False,none
58,4,Milo,wire crimper,dusk_signal_workshop,0.716,0.002,0.0,0.714,False,False,none
59,4,Ari,drawknife,river_mill_bridge,0.88856,0.009,0.0,0.87956,False,False,none
60,4,Fay,glass tongs,roof_greenhouse_cistern,0.75,0.002,0.0,0.748,False,False,none
61,4,Nia,binding awl,archive_public_kiosk,0.72,0.002,0.0,0.718,False,False,none
62,4,Milo,wire crimper,dusk_signal_workshop,0.714,0.009,0.0,0.705,False,False,none
63,4,Ari,drawknife,river_mill_bridge,0.87956,0.002,0.0,0.87756,False,False,none
64,4,Fay,glass tongs,roof_greenhouse_cistern,0.748,0.002,0.0,0.746,False,False,none
65,4,Nia,binding awl,archive_public_kiosk,0.718,0.009,0.0,0.709,False,False,none
66,4,Milo,wire crimper,dusk_signal_workshop,0.705,0.002,0.0,0.703,False,False,none
67,4,Ari,drawknife,river_mill_bridge,0.87756,0.002,0.0,0.87556,False,False,none
68,4,Fay,glass tongs,roof_greenhouse_cistern,0.746,0.009,0.0,0.737,False,False,none
69,4,Nia,binding awl,archive_public_kiosk,0.709,0.002,0.112034,0.819034,False,False,sharpen / oil / recalibrate
70,4,Milo,wire crimper,dusk_signal_workshop,0.703,0.002,0.0,0.701,False,False,none
71,4,Ari,drawknife,river_mill_bridge,0.87556,0.002,0.0,0.87356,False,False,none
72,5,Fay,glass tongs,roof_greenhouse_cistern,0.737,0.002,0.0,0.735,False,False,none
73,5,Nia,binding awl,archive_public_kiosk,0.819034,0.002,0.0,0.817034,False,False,none
74,5,Milo,wire crimper,dusk_signal_workshop,0.701,0.009,0.0,0.692,False,False,none
75,5,Ari,drawknife,river_mill_bridge,0.87356,0.002,0.0,0.87156,False,False,none
76,5,Fay,glass tongs,roof_greenhouse_cistern,0.735,0.009,0.0,0.726,False,False,none
77,5,Nia,binding awl,archive_public_kiosk,0.817034,0.009,0.0,0.808034,False,False,none
78,5,Milo,wire crimper,dusk_signal_workshop,0.692,0.002,0.0,0.69,False,False,none
79,5,Ari,drawknife,river_mill_bridge,0.87156,0.002,0.0,0.86956,False,False,none
80,5,Fay,glass tongs,roof_greenhouse_cistern,0.726,0.009,0.0,0.717,False,False,none
81,5,Nia,binding awl,archive_public_kiosk,0.808034,0.002,0.0,0.806034,False,False,none
82,5,Milo,wire crimper,dusk_signal_workshop,0.69,0.002,0.0,0.688,False,False,none
83,5,Ari,drawknife,river_mill_bridge,0.86956,0.009,0.0,0.86056,False,False,none
84,5,Fay,glass tongs,roof_greenhouse_cistern,0.717,0.002,0.0,0.715,False,False,none
85,5,Nia,binding awl,archive_public_kiosk,0.806034,0.009,0.0,0.797034,False,False,none
86,5,Milo,wire crimper,dusk_signal_workshop,0.688,0.009,0.0,0.679,False,False,none
87,5,Ari,drawknife,river_mill_bridge,0.86056,0.009,0.0,0.85156,False,False,none
88,5,Fay,glass tongs,roof_greenhouse_cistern,0.715,0.002,0.0,0.713,False,False,none
89,5,Nia,binding awl,archive_public_kiosk,0.797034,0.002,0.0,0.795034,False,False,none
90,6,Milo,wire crimper,dusk_signal_workshop,0.679,0.002,0.113564,0.790564,False,False,sharpen / oil / recalibrate
91,6,Ari,drawknife,river_mill_bridge,0.85156,0.002,0.0,0.84956,False,False,none
92,6,Fay,glass tongs,roof_greenhouse_cistern,0.713,0.009,0.0,0.704,False,False,none
93,6,Nia,binding awl,archive_public_kiosk,0.795034,0.002,0.0,0.793034,False,False,none
94,6,Milo,wire crimper,dusk_signal_workshop,0.790564,0.002,0.0,0.788564,False,False,none
95,6,Ari,drawknife,river_mill_bridge,0.84956,0.009,0.0,0.84056,False,False,none
96,6,Fay,glass tongs,roof_greenhouse_cistern,0.704,0.002,0.0,0.702,False,False,none
97,6,Nia,binding awl,archive_public_kiosk,0.793034,0.002,0.0,0.791034,False,False,none
98,6,Milo,wire crimper,dusk_signal_workshop,0.788564,0.009,0.0,0.779564,False,False,none
99,6,Ari,drawknife,river_mill_bridge,0.84056,0.002,0.0,0.83856,False,False,none
100,6,Fay,glass tongs,roof_greenhouse_cistern,0.702,0.002,0.0,0.7,False,False,none
101,6,Nia,binding awl,archive_public_kiosk,0.791034,0.009,0.0,0.782034,False,False,none
102,6,Milo,wire crimper,dusk_signal_workshop,0.779564,0.002,0.0,0.777564,False,False,none
103,6,Ari,drawknife,river_mill_bridge,0.83856,0.002,0.0,0.83656,False,False,none
104,6,Fay,glass tongs,roof_greenhouse_cistern,0.7,0.009,0.0,0.691,False,False,none
105,6,Nia,binding awl,archive_public_kiosk,0.782034,0.002,0.0,0.780034,False,False,none
106,6,Milo,wire crimper,dusk_signal_workshop,0.777564,0.002,0.0,0.775564,False,False,none
107,6,Ari,drawknife,river_mill_bridge,0.83656,0.002,0.0,0.83456,False,False,none
108,7,Fay,glass tongs,roof_greenhouse_cistern,0.691,0.002,0.0,0.689,False,False,none
109,7,Nia,binding awl,archive_public_kiosk,0.780034,0.009,0.0,0.771034,False,False,none
110,7,Milo,wire crimper,dusk_signal_workshop,0.775564,0.009,0.0,0.766564,False,False,none
111,7,Ari,drawknife,river_mill_bridge,0.83456,0.009,0.0,0.82556,False,False,none
112,7,Fay,glass tongs,roof_greenhouse_cistern,0.689,0.002,0.0,0.687,False,False,none
113,7,Nia,binding awl,archive_public_kiosk,0.771034,0.009,0.0,0.762034,False,False,none
114,7,Milo,wire crimper,dusk_signal_workshop,0.766564,0.002,0.0,0.764564,False,False,none
115,7,Ari,drawknife,river_mill_bridge,0.82556,0.002,0.0,0.82356,False,False,none
116,7,Fay,glass tongs,roof_greenhouse_cistern,0.687,0.009,0.0,0.678,False,False,none
117,7,Nia,binding awl,archive_public_kiosk,0.762034,0.002,0.0,0.760034,False,False,none
118,7,Milo,wire crimper,dusk_signal_workshop,0.764564,0.009,0.0,0.755564,False,False,none
119,7,Ari,drawknife,river_mill_bridge,0.82356,0.009,0.0,0.81456,False,False,none
120,7,Fay,glass tongs,roof_greenhouse_cistern,0.678,0.009,0.0,0.669,False,False,none
121,7,Nia,binding awl,archive_public_kiosk,0.760034,0.002,0.0,0.758034,False,False,none
122,7,Milo,wire crimper,dusk_signal_workshop,0.755564,0.009,0.0,0.746564,False,False,none
123,7,Ari,drawknife,river_mill_bridge,0.81456,0.002,0.0,0.81256,False,False,none
124,7,Fay,glass tongs,roof_greenhouse_cistern,0.669,0.002,0.0,0.667,False,False,none
125,7,Nia,binding awl,archive_public_kiosk,0.758034,0.002,0.0,0.756034,False,False,none
126,8,Ari,drawknife,river_mill_bridge,0.81256,0.002,0.0,0.81056,False,False,none
127,8,Fay,glass tongs,roof_greenhouse_cistern,0.667,0.009,0.0,0.658,False,False,none
128,8,Nia,binding awl,archive_public_kiosk,0.756034,0.009,0.0,0.747034,False,False,none
129,8,Milo,wire crimper,dusk_signal_workshop,0.746564,0.002,0.0,0.744564,False,False,none
130,8,Ari,drawknife,river_mill_bridge,0.81056,0.002,0.0,0.80856,False,False,none
131,8,Fay,glass tongs,roof_greenhouse_cistern,0.658,0.009,0.0,0.649,False,False,none
132,8,Nia,binding awl,archive_public_kiosk,0.747034,0.002,0.0,0.745034,False,False,none
133,8,Milo,wire crimper,dusk_signal_workshop,0.744564,0.002,0.0,0.742564,False,False,none
134,8,Ari,drawknife,river_mill_bridge,0.80856,0.009,0.0,0.79956,False,False,none
135,8,Fay,glass tongs,roof_greenhouse_cistern,0.649,0.002,0.113564,0.760564,False,False,sharpen / oil / recalibrate
136,8,Nia,binding awl,archive_public_kiosk,0.745034,0.009,0.0,0.736034,False,False,none
137,8,Milo,wire crimper,dusk_signal_workshop,0.742564,0.009,0.0,0.733564,False,False,none
138,8,Ari,drawknife,river_mill_bridge,0.79956,0.009,0.0,0.79056,False,False,none
139,8,Fay,glass tongs,roof_greenhouse_cistern,0.760564,0.002,0.0,0.758564,False,False,none
140,8,Nia,binding awl,archive_public_kiosk,0.736034,0.009,0.0,0.727034,False,False,none
141,8,Milo,wire crimper,dusk_signal_workshop,0.733564,0.002,0.0,0.731564,False,False,none
142,8,Ari,drawknife,river_mill_bridge,0.79056,0.002,0.0,0.78856,False,False,none
143,8,Fay,glass tongs,roof_greenhouse_cistern,0.758564,0.002,0.0,0.756564,False,False,none
144,9,Nia,binding awl,archive_public_kiosk,0.727034,0.002,0.0,0.725034,False,False,none
145,9,Milo,wire crimper,dusk_signal_workshop,0.731564,0.002,0.0,0.729564,False,False,none
146,9,Ari,drawknife,river_mill_bridge,0.78856,0.009,0.0,0.77956,False,False,none
147,9,Fay,glass tongs,roof_greenhouse_cistern,0.756564,0.002,0.0,0.754564,False,False,none
148,9,Nia,binding awl,archive_public_kiosk,0.725034,0.002,0.0,0.723034,False,False,none
149,9,Milo,wire crimper,dusk_signal_workshop,0.729564,0.009,0.0,0.720564,False,False,none
150,9,Ari,drawknife,river_mill_bridge,0.77956,0.002,0.0,0.77756,False,False,none
151,9,Fay,glass tongs,roof_greenhouse_cistern,0.754564,0.002,0.0,0.752564,False,False,none
152,9,Nia,binding awl,archive_public_kiosk,0.723034,0.009,0.0,0.714034,False,False,none
153,9,Milo,wire crimper,dusk_signal_workshop,0.720564,0.002,0.0,0.718564,False,False,none
154,9,Ari,drawknife,river_mill_bridge,0.77756,0.002,0.0,0.77556,False,False,none
155,9,Fay,glass tongs,roof_greenhouse_cistern,0.752564,0.009,0.0,0.743564,False,False,none
156,9,Nia,binding awl,archive_public_kiosk,0.714034,0.002,0.0,0.712034,False,False,none
157,9,Milo,wire crimper,dusk_signal_workshop,0.718564,0.002,0.0,0.716564,False,False,none
158,9,Ari,drawknife,river_mill_bridge,0.77556,0.009,0.0,0.76656,False,False,none
159,9,Fay,glass tongs,roof_greenhouse_cistern,0.743564,0.002,0.0,0.741564,False,False,none
160,9,Nia,binding awl,archive_public_kiosk,0.712034,0.002,0.0,0.710034,False,False,none
161,9,Milo,wire crimper,dusk_signal_workshop,0.716564,0.002,0.116148,0.830712,False,False,sharpen / oil / recalibrate
162,10,Ari,drawknife,river_mill_bridge,0.76656,0.009,0.0,0.75756,False,False,none
163,10,Fay,glass tongs,roof_greenhouse_cistern,0.741564,0.002,0.0,0.739564,False,False,none
164,10,Nia,binding awl,archive_public_kiosk,0.710034,0.009,0.0,0.701034,False,False,none
165,10,Milo,wire crimper,dusk_signal_workshop,0.830712,0.002,0.0,0.828712,False,False,none
166,10,Ari,drawknife,river_mill_bridge,0.75756,0.002,0.0,0.75556,False,False,none
167,10,Fay,glass tongs,roof_greenhouse_cistern,0.739564,0.009,0.0,0.730564,False,False,none
168,10,Nia,binding awl,archive_public_kiosk,0.701034,0.002,0.0,0.699034,False,False,none
169,10,Milo,wire crimper,dusk_signal_workshop,0.828712,0.009,0.0,0.819712,False,False,none
170,10,Ari,drawknife,river_mill_bridge,0.75556,0.009,0.0,0.74656,False,False,none
171,10,Fay,glass tongs,roof_greenhouse_cistern,0.730564,0.009,0.0,0.721564,False,False,none
172,10,Nia,binding awl,archive_public_kiosk,0.699034,0.002,0.0,0.697034,False,False,none
173,10,Milo,wire crimper,dusk_signal_workshop,0.819712,0.009,0.0,0.810712,False,False,none
174,10,Ari,drawknife,river_mill_bridge,0.74656,0.002,0.0,0.74456,False,False,none
175,10,Fay,glass tongs,roof_greenhouse_cistern,0.721564,0.002,0.0,0.719564,False,False,none
176,10,Nia,binding awl,archive_public_kiosk,0.697034,0.009,0.0,0.688034,False,False,none
177,10,Milo,wire crimper,dusk_signal_workshop,0.810712,0.002,0.0,0.808712,False,False,none
178,10,Ari,drawknife,river_mill_bridge,0.74456,0.002,0.0,0.74256,False,False,none
179,10,Fay,glass tongs,roof_greenhouse_cistern,0.719564,0.002,0.0,0.717564,False,False,none
180,11,Nia,binding awl,archive_public_kiosk,0.688034,0.002,0.0,0.686034,False,False,none
181,11,Milo,wire crimper,dusk_signal_workshop,0.808712,0.002,0.0,0.806712,False,False,none
182,11,Ari,drawknife,river_mill_bridge,0.74256,0.009,0.0,0.73356,False,False,none
183,11,Fay,glass tongs,roof_greenhouse_cistern,0.717564,0.002,0.0,0.715564,False,False,none
184,11,Nia,binding awl,archive_public_kiosk,0.686034,0.002,0.0,0.684034,False,False,none
185,11,Milo,wire crimper,dusk_signal_workshop,0.806712,0.009,0.0,0.797712,False,False,none
186,11,Ari,drawknife,river_mill_bridge,0.73356,0.002,0.0,0.73156,False,False,none
187,11,Fay,glass tongs,roof_greenhouse_cistern,0.715564,0.002,0.0,0.713564,False,False,none
188,11,Nia,binding awl,archive_public_kiosk,0.684034,0.009,0.0,0.675034,False,False,none
189,11,Milo,wire crimper,dusk_signal_workshop,0.797712,0.002,0.0,0.795712,False,False,none
190,11,Ari,drawknife,river_mill_bridge,0.73156,0.002,0.0,0.72956,False,False,none
191,11,Fay,glass tongs,roof_greenhouse_cistern,0.713564,0.009,0.0,0.704564,False,False,none
192,11,Nia,binding awl,archive_public_kiosk,0.675034,0.002,0.0,0.673034,False,False,none
193,11,Milo,wire crimper,dusk_signal_workshop,0.795712,0.002,0.0,0.793712,False,False,none
194,11,Ari,drawknife,river_mill_bridge,0.72956,0.009,0.0,0.72056,False,False,none
195,11,Fay,glass tongs,roof_greenhouse_cistern,0.704564,0.002,0.0,0.702564,False,False,none
196,11,Nia,binding awl,archive_public_kiosk,0.673034,0.002,0.0,0.671034,False,False,none
197,11,Milo,wire crimper,dusk_signal_workshop,0.793712,0.002,0.0,0.791712,False,False,none
198,12,Fay,glass tongs,roof_greenhouse_cistern,0.702564,0.002,0.0,0.700564,False,False,none
199,12,Nia,binding awl,archive_public_kiosk,0.671034,0.002,0.0,0.669034,False,False,none
200,12,Milo,wire crimper,dusk_signal_workshop,0.791712,0.009,0.0,0.782712,False,False,none
201,12,Ari,drawknife,river_mill_bridge,0.72056,0.002,0.0,0.71856,False,False,none
202,12,Fay,glass tongs,roof_greenhouse_cistern,0.700564,0.002,0.0,0.698564,False,False,none
203,12,Nia,binding awl,archive_public_kiosk,0.669034,0.009,0.0,0.660034,False,False,none
204,12,Milo,wire crimper,dusk_signal_workshop,0.782712,0.002,0.0,0.780712,False,False,none
205,12,Ari,drawknife,river_mill_bridge,0.71856,0.002,0.0,0.71656,False,False,none
206,12,Fay,glass tongs,roof_greenhouse_cistern,0.698564,0.009,0.0,0.689564,False,False,none
207,12,Nia,binding awl,archive_public_kiosk,0.660034,0.002,0.117508,0.775542,False,False,sharpen / oil / recalibrate
208,12,Milo,wire crimper,dusk_signal_workshop,0.780712,0.002,0.0,0.778712,False,False,none
209,12,Ari,drawknife,river_mill_bridge,0.71656,0.009,0.0,0.70756,False,False,none
210,12,Fay,glass tongs,roof_greenhouse_cistern,0.689564,0.002,0.0,0.687564,False,False,none
211,12,Nia,binding awl,archive_public_kiosk,0.775542,0.002,0.0,0.773542,False,False,none
212,12,Milo,wire crimper,dusk_signal_workshop,0.778712,0.009,0.0,0.769712,False,False,none
213,12,Ari,drawknife,river_mill_bridge,0.70756,0.002,0.0,0.70556,False,False,none
214,12,Fay,glass tongs,roof_greenhouse_cistern,0.687564,0.002,0.0,0.685564,False,False,none
215,12,Nia,binding awl,archive_public_kiosk,0.773542,0.002,0.0,0.771542,False,False,none
216,13,Milo,wire crimper,dusk_signal_workshop,0.769712,0.002,0.0,0.767712,False,False,none
217,13,Ari,drawknife,river_mill_bridge,0.70556,0.002,0.0,0.70356,False,False,none
218,13,Fay,glass tongs,roof_greenhouse_cistern,0.685564,0.009,0.0,0.676564,False,False,none
219,13,Nia,binding awl,archive_public_kiosk,0.771542,0.002,0.0,0.769542,False,False,none
220,13,Milo,wire crimper,dusk_signal_workshop,0.767712,0.009,0.0,0.758712,False,False,none
221,13,Ari,drawknife,river_mill_bridge,0.70356,0.009,0.0,0.69456,False,False,none
222,13,Fay,glass tongs,roof_greenhouse_cistern,0.676564,0.009,0.0,0.667564,False,False,none
223,13,Nia,binding awl,archive_public_kiosk,0.769542,0.002,0.0,0.767542,False,False,none
224,13,Milo,wire crimper,dusk_signal_workshop,0.758712,0.009,0.0,0.749712,False,False,none
225,13,Ari,drawknife,river_mill_bridge,0.69456,0.002,0.0,0.69256,False,False,none
226,13,Fay,glass tongs,roof_greenhouse_cistern,0.667564,0.002,0.0,0.665564,False,False,none
227,13,Nia,binding awl,archive_public_kiosk,0.767542,0.009,0.0,0.758542,False,False,none
228,13,Milo,wire crimper,dusk_signal_workshop,0.749712,0.002,0.0,0.747712,False,False,none
229,13,Ari,drawknife,river_mill_bridge,0.69256,0.002,0.0,0.69056,False,False,none
230,13,Fay,glass tongs,roof_greenhouse_cistern,0.665564,0.009,0.0,0.656564,False,False,none
231,13,Nia,binding awl,archive_public_kiosk,0.758542,0.009,0.0,0.749542,False,False,none
232,13,Milo,wire crimper,dusk_signal_workshop,0.747712,0.002,0.0,0.745712,False,False,none
233,13,Ari,drawknife,river_mill_bridge,0.69056,0.009,0.0,0.68156,False,False,none
234,14,Fay,glass tongs,roof_greenhouse_cistern,0.656564,0.002,0.117168,0.771732,False,False,sharpen / oil / recalibrate
235,14,Nia,binding awl,archive_public_kiosk,0.749542,0.002,0.0,0.747542,False,False,none
236,14,Milo,wire crimper,dusk_signal_workshop,0.745712,0.009,0.0,0.736712,False,False,none
237,14,Ari,drawknife,river_mill_bridge,0.68156,0.002,0.0,0.67956,False,False,none
238,14,Fay,glass tongs,roof_greenhouse_cistern,0.771732,0.002,0.0,0.769732,False,False,none
239,14,Nia,binding awl,archive_public_kiosk,0.747542,0.009,0.0,0.738542,False,False,none
240,14,Milo,wire crimper,dusk_signal_workshop,0.736712,0.002,0.0,0.734712,False,False,none
241,14,Ari,drawknife,river_mill_bridge,0.67956,0.002,0.0,0.67756,False,False,none
242,14,Fay,glass tongs,roof_greenhouse_cistern,0.769732,0.009,0.0,0.760732,False,False,none
243,14,Nia,binding awl,archive_public_kiosk,0.738542,0.002,0.0,0.736542,False,False,none
244,14,Milo,wire crimper,dusk_signal_workshop,0.734712,0.002,0.0,0.732712,False,False,none
245,14,Ari,drawknife,river_mill_bridge,0.67756,0.009,0.0,0.66856,False,False,none
246,14,Fay,glass tongs,roof_greenhouse_cistern,0.760732,0.002,0.0,0.758732,False,False,none
247,14,Nia,binding awl,archive_public_kiosk,0.736542,0.002,0.0,0.734542,False,False,none
248,14,Milo,wire crimper,dusk_signal_workshop,0.732712,0.009,0.0,0.723712,False,False,none
249,14,Ari,drawknife,river_mill_bridge,0.66856,0.002,0.0,0.66656,False,False,none
250,14,Fay,glass tongs,roof_greenhouse_cistern,0.758732,0.002,0.0,0.756732,False,False,none
251,14,Nia,binding awl,archive_public_kiosk,0.734542,0.002,0.0,0.732542,False,False,none
252,15,Milo,wire crimper,dusk_signal_workshop,0.723712,0.002,0.0,0.721712,False,False,none
253,15,Ari,drawknife,river_mill_bridge,0.66656,0.002,0.0,0.66456,False,False,none
254,15,Fay,glass tongs,roof_greenhouse_cistern,0.756732,0.009,0.0,0.747732,False,False,none
255,15,Nia,binding awl,archive_public_kiosk,0.732542,0.009,0.0,0.723542,False,False,none
256,15,Milo,wire crimper,dusk_signal_workshop,0.721712,0.002,0.0,0.719712,False,False,none
257,15,Ari,drawknife,river_mill_bridge,0.66456,0.009,0.0,0.65556,False,False,none
258,15,Fay,glass tongs,roof_greenhouse_cistern,0.747732,0.002,0.0,0.745732,False,False,none
259,15,Nia,binding awl,archive_public_kiosk,0.723542,0.002,0.0,0.721542,False,False,none
260,15,Milo,wire crimper,dusk_signal_workshop,0.719712,0.009,0.0,0.710712,False,False,none
261,15,Ari,drawknife,river_mill_bridge,0.65556,0.002,0.116454,0.770014,False,False,sharpen / oil / recalibrate
262,15,Fay,glass tongs,roof_greenhouse_cistern,0.745732,0.002,0.0,0.743732,False,False,none
263,15,Nia,binding awl,archive_public_kiosk,0.721542,0.009,0.0,0.712542,False,False,none
264,15,Milo,wire crimper,dusk_signal_workshop,0.710712,0.009,0.0,0.701712,False,False,none
265,15,Ari,drawknife,river_mill_bridge,0.770014,0.002,0.0,0.768014,False,False,none
266,15,Fay,glass tongs,roof_greenhouse_cistern,0.743732,0.009,0.0,0.734732,False,False,none
267,15,Nia,binding awl,archive_public_kiosk,0.712542,0.002,0.0,0.710542,False,False,none
268,15,Milo,wire crimper,dusk_signal_workshop,0.701712,0.002,0.0,0.699712,False,False,none
269,15,Ari,drawknife,river_mill_bridge,0.768014,0.002,0.0,0.766014,False,False,none
270,16,Nia,binding awl,archive_public_kiosk,0.710542,0.002,0.0,0.708542,False,False,none
271,16,Milo,wire crimper,dusk_signal_workshop,0.699712,0.009,0.0,0.690712,False,False,none
272,16,Ari,drawknife,river_mill_bridge,0.766014,0.009,0.0,0.757014,False,False,none
273,16,Fay,glass tongs,roof_greenhouse_cistern,0.734732,0.009,0.0,0.725732,False,False,none
274,16,Nia,binding awl,archive_public_kiosk,0.708542,0.002,0.0,0.706542,False,False,none
275,16,Milo,wire crimper,dusk_signal_workshop,0.690712,0.009,0.0,0.681712,False,False,none
276,16,Ari,drawknife,river_mill_bridge,0.757014,0.002,0.116964,0.871978,False,False,sharpen / oil / recalibrate
277,16,Fay,glass tongs,roof_greenhouse_cistern,0.725732,0.002,0.0,0.723732,False,False,none
278,16,Nia,binding awl,archive_public_kiosk,0.706542,0.009,0.0,0.697542,False,False,none
279,16,Milo,wire crimper,dusk_signal_workshop,0.681712,0.002,0.0,0.679712,False,False,none
280,16,Ari,drawknife,river_mill_bridge,0.871978,0.002,0.0,0.869978,False,False,none
281,16,Fay,glass tongs,roof_greenhouse_cistern,0.723732,0.009,0.0,0.714732,False,False,none
282,16,Nia,binding awl,archive_public_kiosk,0.697542,0.009,0.0,0.688542,False,False,none
283,16,Milo,wire crimper,dusk_signal_workshop,0.679712,0.002,0.0,0.677712,False,False,none
284,16,Ari,drawknife,river_mill_bridge,0.869978,0.009,0.0,0.860978,False,False,none
285,16,Fay,glass tongs,roof_greenhouse_cistern,0.714732,0.002,0.0,0.712732,False,False,none
286,16,Nia,binding awl,archive_public_kiosk,0.688542,0.002,0.0,0.686542,False,False,none
