branch_id,choice_id,branch_day,lineage,agent,branch_label,schedule_state,access_state,trust,boundary_pressure,welfare_note,branch_persists,branch_hash
1,1,6,Hearthline,Sova,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.66172,0.25312,branch stays recoverable,True,bedfd7ded18242e5
14,5,7,Hearthline,Sova,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.64848,0.2652,branch stays recoverable,True,00bff311970d2fd5
15,5,8,Hearthline,Sova,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.65072,0.26352,branch stays recoverable,True,7f2047244f4a7a6d
16,6,6,Routeline,Keth,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64772,0.25472,branch stays recoverable,True,6b4147e163705456
17,6,7,Routeline,Keth,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65284,0.2508,branch stays recoverable,True,e7c872db91cb0566
18,6,8,Routeline,Keth,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65796,0.24688,branch stays recoverable,True,f2502b4db86d59ff
19,7,6,Routeline,Keth,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65976,0.24956,branch stays recoverable,True,fbe20cce68e5e897
20,7,7,Routeline,Keth,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66712,0.2448,branch stays recoverable,True,cc0289f9a0e707d1
21,7,8,Routeline,Keth,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67448,0.24004,branch stays recoverable,True,70191088c33a7a2a
22,8,6,Routeline,Keth,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6374,0.26332,branch stays recoverable,True,c91c2dfaa4462bd0
23,8,7,Routeline,Keth,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6406,0.2608,branch stays recoverable,True,fabd8b399aeed1c3
24,8,8,Routeline,Keth,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6438,0.25828,branch stays recoverable,True,97ad796ed7b1b2f9
25,9,6,Routeline,Keth,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5858,0.3304,bounded refusal prevents forced access,True,21a192a726f0fb5f
26,9,7,Routeline,Keth,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5794,0.3388,bounded refusal prevents forced access,True,7a9c162dca5dc929
27,9,8,Routeline,Keth,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.573,0.3472,bounded refusal prevents forced access,True,4c4e9d6af98f6423
28,10,6,Routeline,Keth,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63224,0.26848,branch stays recoverable,True,6611bc700f16d9c8
29,10,7,Routeline,Keth,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63448,0.2668,branch stays recoverable,True,88e9437242c7c9c9
30,10,8,Routeline,Keth,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63672,0.26512,branch stays recoverable,True,57493b1ec3560056
31,11,6,Marketline,Melo,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.65052,0.25752,branch stays recoverable,True,7e069d33e0e2687a
32,11,7,Marketline,Melo,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65564,0.2536,branch stays recoverable,True,8700ca2ee3dff49c
33,11,8,Marketline,Melo,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.66076,0.24968,branch stays recoverable,True,ebb47da23e45c09e
34,12,6,Marketline,Melo,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.66256,0.25236,branch stays recoverable,True,2ef848fe72718e95
35,12,7,Marketline,Melo,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66992,0.2476,branch stays recoverable,True,2f479e5e94e2590d
36,12,8,Marketline,Melo,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67728,0.24284,branch stays recoverable,True,c952b11b118532b6
37,13,6,Marketline,Melo,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6402,0.26612,branch stays recoverable,True,b23c3899153430be
38,13,7,Marketline,Melo,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6434,0.2636,branch stays recoverable,True,254cc38f38ddd286
39,13,8,Marketline,Melo,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6466,0.26108,branch stays recoverable,True,76cbf3c217f0b9d9
40,14,6,Marketline,Melo,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5886,0.3332,bounded refusal prevents forced access,True,e2187285a9810766
41,14,7,Marketline,Melo,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5822,0.3416,bounded refusal prevents forced access,True,bfb31ff4b3a63777
42,14,8,Marketline,Melo,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5758,0.35,bounded refusal prevents forced access,True,732164234098a1f8
43,15,6,Marketline,Melo,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63504,0.27128,branch stays recoverable,True,ae8c870cfda35c89
44,15,7,Marketline,Melo,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63728,0.2696,branch stays recoverable,True,0ea88093b016473b
45,15,8,Marketline,Melo,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63952,0.26792,branch stays recoverable,True,5c1f7b6bdfe7c5bc
46,16,6,Ledgerline,Nari,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64492,0.25032,branch stays recoverable,True,d968b2d4fe5507d8
47,16,7,Ledgerline,Nari,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65004,0.2464,branch stays recoverable,True,6aba0f6db655e949
48,16,8,Ledgerline,Nari,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65516,0.24248,branch stays recoverable,True,75fdcb72a5da6ddd
49,17,6,Ledgerline,Nari,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65696,0.24516,branch stays recoverable,True,572b5a3d55d2534d
50,17,7,Ledgerline,Nari,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66432,0.2404,branch stays recoverable,True,a1af9836210886d7
51,17,8,Ledgerline,Nari,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67168,0.23564,branch stays recoverable,True,30ed4f935c0ea493
52,18,6,Ledgerline,Nari,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6346,0.25892,branch stays recoverable,True,d9f09c3c8d4c4a6f
53,18,7,Ledgerline,Nari,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6378,0.2564,branch stays recoverable,True,dba5ccf473f20fd1
54,18,8,Ledgerline,Nari,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.641,0.25388,branch stays recoverable,True,6ced84700da41c72
55,19,6,Ledgerline,Nari,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.583,0.326,bounded refusal prevents forced access,True,a9a29de374c673c5
56,19,7,Ledgerline,Nari,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5766,0.3344,bounded refusal prevents forced access,True,775da2fab6a8052c
57,19,8,Ledgerline,Nari,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5702,0.3428,bounded refusal prevents forced access,True,783404692b97ce0c
58,20,6,Ledgerline,Nari,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62944,0.26408,branch stays recoverable,True,10508779133d786b
59,20,7,Ledgerline,Nari,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63168,0.2624,branch stays recoverable,True,2e181f429c53eb56
60,20,8,Ledgerline,Nari,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63392,0.26072,branch stays recoverable,True,fc476e4038df395d
61,21,6,Orchardline,Ori,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.65332,0.25792,branch stays recoverable,True,39497836e486675c
62,21,7,Orchardline,Ori,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65844,0.254,branch stays recoverable,True,f03746ae4f337ed0
63,21,8,Orchardline,Ori,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.66356,0.25008,branch stays recoverable,True,7aa9574bd032783d
64,22,6,Orchardline,Ori,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.66536,0.25276,branch stays recoverable,True,3f1940038c8d9458
65,22,7,Orchardline,Ori,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.67272,0.248,branch stays recoverable,True,6caf2b40ea24f1a0
66,22,8,Orchardline,Ori,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.68008,0.24324,branch stays recoverable,True,732cc880517b0cf9
67,23,6,Orchardline,Ori,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.643,0.26652,branch stays recoverable,True,05bf7092f0424458
68,23,7,Orchardline,Ori,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6462,0.264,branch stays recoverable,True,880f90c098897a98
69,23,8,Orchardline,Ori,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6494,0.26148,branch stays recoverable,True,511bf88874351e27
70,24,6,Orchardline,Ori,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5914,0.3336,bounded refusal prevents forced access,True,cc3336a273156936
71,24,7,Orchardline,Ori,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.585,0.342,bounded refusal prevents forced access,True,388196e7a5262257
72,24,8,Orchardline,Ori,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5786,0.3504,bounded refusal prevents forced access,True,e6e4783528b81967
73,25,6,Orchardline,Ori,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63784,0.27168,branch stays recoverable,True,73c643f211db33f2
74,25,7,Orchardline,Ori,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.64008,0.27,branch stays recoverable,True,4c265da92e6785b1
75,25,8,Orchardline,Ori,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.64232,0.26832,branch stays recoverable,True,1d7d2d1b59f692ec
76,26,6,Rainline,Vonn,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64632,0.25232,branch stays recoverable,True,63ce31da4ee27802
77,26,7,Rainline,Vonn,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65144,0.2484,branch stays recoverable,True,9c670cd7af9f3e56
78,26,8,Rainline,Vonn,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65656,0.24448,branch stays recoverable,True,e13f75e071301aa9
79,27,6,Rainline,Vonn,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65836,0.24716,branch stays recoverable,True,4e8970bae0760bb4
80,27,7,Rainline,Vonn,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66572,0.2424,branch stays recoverable,True,12d12369aa42749f
81,27,8,Rainline,Vonn,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67308,0.23764,branch stays recoverable,True,3831491deee5bbae
82,28,6,Rainline,Vonn,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.636,0.26092,branch stays recoverable,True,25e7359a578a0411
83,28,7,Rainline,Vonn,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6392,0.2584,branch stays recoverable,True,d256029d8c821a89
84,28,8,Rainline,Vonn,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6424,0.25588,branch stays recoverable,True,d6e62821d1e04a1e
85,29,6,Rainline,Vonn,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5844,0.328,bounded refusal prevents forced access,True,31cfbb4b79dbbb7d
86,29,7,Rainline,Vonn,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.578,0.3364,bounded refusal prevents forced access,True,3a8ef804b0500e50
87,29,8,Rainline,Vonn,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5716,0.3448,bounded refusal prevents forced access,True,aeabc2d4810eef7f
88,30,6,Rainline,Vonn,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63084,0.26608,branch stays recoverable,True,1760dc257960f8a2
89,30,7,Rainline,Vonn,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63308,0.2644,branch stays recoverable,True,9f978b7580f18072
90,30,8,Rainline,Vonn,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63532,0.26272,branch stays recoverable,True,23a44c6ba5e6267e
91,31,12,Hearthline,Sova,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.65572,0.26112,branch stays recoverable,True,9674e86ff06be768
92,31,13,Hearthline,Sova,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.66084,0.2572,branch stays recoverable,True,8391312d8f0b5ece
93,31,14,Hearthline,Sova,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.66596,0.25328,branch stays recoverable,True,aa0cf3ee1bb0f5e3
94,32,12,Hearthline,Sova,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.66776,0.25596,branch stays recoverable,True,e542bc74488160dd
95,32,13,Hearthline,Sova,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.67512,0.2512,branch stays recoverable,True,109a46d6dd2ec839
96,32,14,Hearthline,Sova,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.68248,0.24644,branch stays recoverable,True,61f4ed2f061f2ba8
97,33,12,Hearthline,Sova,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6454,0.26972,branch stays recoverable,True,eeb1affe15ede13f
98,33,13,Hearthline,Sova,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6486,0.2672,branch stays recoverable,True,9a25a4a6e3856188
99,33,14,Hearthline,Sova,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6518,0.26468,branch stays recoverable,True,b393175b71e1a7b3
100,34,12,Hearthline,Sova,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5938,0.3368,bounded refusal prevents forced access,True,1c0651eace7ed135
101,34,13,Hearthline,Sova,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5874,0.3452,bounded refusal prevents forced access,True,d69d1d694cf271aa
102,34,14,Hearthline,Sova,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.581,0.3536,bounded refusal prevents forced access,True,747a1269271bb231
103,35,12,Hearthline,Sova,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.64024,0.27488,branch stays recoverable,True,9d8c760aba5cfa57
104,35,13,Hearthline,Sova,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.64248,0.2732,branch stays recoverable,True,df980861c7aed8f6
105,35,14,Hearthline,Sova,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.64472,0.27152,branch stays recoverable,True,bb13f3c8f670d7e2
106,36,12,Routeline,Keth,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64172,0.26272,branch stays recoverable,True,8790753c61694ad8
107,36,13,Routeline,Keth,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64684,0.2588,branch stays recoverable,True,da75bbb38d61a71f
108,36,14,Routeline,Keth,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65196,0.25488,branch stays recoverable,True,7e072680433d1d7a
109,37,12,Routeline,Keth,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65376,0.25756,branch stays recoverable,True,d23aabf891414745
110,37,13,Routeline,Keth,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66112,0.2528,branch stays recoverable,True,1d0090ab3e50c7c2
111,37,14,Routeline,Keth,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66848,0.24804,branch stays recoverable,True,e7995ec869d57f00
112,38,12,Routeline,Keth,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6314,0.27132,branch stays recoverable,True,d405d5516838cbab
113,38,13,Routeline,Keth,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6346,0.2688,branch stays recoverable,True,9970b8f5a02a3ca4
114,38,14,Routeline,Keth,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6378,0.26628,branch stays recoverable,True,91018d97081c0d0e
115,39,12,Routeline,Keth,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5798,0.3384,bounded refusal prevents forced access,True,f0022ec950d6cc7e
116,39,13,Routeline,Keth,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5734,0.3468,bounded refusal prevents forced access,True,90ac00fd81d22eb1
117,39,14,Routeline,Keth,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.567,0.3552,bounded refusal prevents forced access,True,754bfc36df260b13
118,40,12,Routeline,Keth,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62624,0.27648,branch stays recoverable,True,cf859f506430d2ec
119,40,13,Routeline,Keth,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62848,0.2748,branch stays recoverable,True,c3faae597ac05911
120,40,14,Routeline,Keth,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63072,0.27312,branch stays recoverable,True,3ef9afe74f4df7f3
121,41,12,Marketline,Melo,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64452,0.26552,branch stays recoverable,True,5a4a01736e6fc530
122,41,13,Marketline,Melo,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64964,0.2616,branch stays recoverable,True,284b8a2266c7025e
123,41,14,Marketline,Melo,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65476,0.25768,branch stays recoverable,True,878dae4710a90a23
124,42,12,Marketline,Melo,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65656,0.26036,branch stays recoverable,True,ba09c6b61529cf90
125,42,13,Marketline,Melo,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66392,0.2556,branch stays recoverable,True,6d3d63dd7704229f
126,42,14,Marketline,Melo,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67128,0.25084,branch stays recoverable,True,a18e0f7985baabe8
127,43,12,Marketline,Melo,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6342,0.27412,branch stays recoverable,True,157d71eb4818852e
128,43,13,Marketline,Melo,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6374,0.2716,branch stays recoverable,True,15295fb2dd7b93e2
129,43,14,Marketline,Melo,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6406,0.26908,branch stays recoverable,True,c86dcc7862096ab1
130,44,12,Marketline,Melo,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5826,0.3412,bounded refusal prevents forced access,True,dcab2a65c76c0c2d
131,44,13,Marketline,Melo,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5762,0.3496,bounded refusal prevents forced access,True,750e1f0e4eccf894
132,44,14,Marketline,Melo,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5698,0.358,bounded refusal prevents forced access,True,849f9fd832c8a9d7
133,45,12,Marketline,Melo,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62904,0.27928,branch stays recoverable,True,228a1183e312f79f
134,45,13,Marketline,Melo,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63128,0.2776,branch stays recoverable,True,65cfa9a772c60494
135,45,14,Marketline,Melo,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63352,0.27592,branch stays recoverable,True,1e6a9a8742fea9b6
136,46,12,Ledgerline,Nari,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63892,0.25832,branch stays recoverable,True,67340ba97fb3509b
137,46,13,Ledgerline,Nari,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64404,0.2544,branch stays recoverable,True,9dfe569028bf8751
138,46,14,Ledgerline,Nari,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64916,0.25048,branch stays recoverable,True,523a394c9b033077
139,47,12,Ledgerline,Nari,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65096,0.25316,branch stays recoverable,True,59da0f4c28845298
