tick_id,day,settlement_id,resident_id,object_id,mistake_label,repair_action,trust_before,trust_after,repair_need_before,repair_need_after,object_returned,apology_visible,space_given,repair_partial_not_magic,recovery_path_visible
98,6,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.689,0.698,0.0078,0.0,False,False,True,True,True
107,6,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.692,0.704,0.0,0.0,True,False,False,True,True
111,7,signal,Milo,signal lens,minor boundary strain,return_object,0.708,0.72,0.0168,0.0,True,False,False,True,True
112,7,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.723,0.732,0.0,0.0,False,False,True,True,True
114,7,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.703,0.715,0.0,0.0,True,False,False,True,True
115,7,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.729,0.738,0.0,0.0,False,False,True,True,True
124,7,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.732,0.744,0.0,0.0,True,False,False,True,True
125,7,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.712,0.726,0.0,0.0,False,True,False,True,True
128,8,signal,Kesh,signal lens,minor boundary strain,return_object,0.708,0.72,0.0168,0.0,True,False,False,True,True
129,8,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.705,0.714,0.0,0.0,False,False,True,True,True
131,8,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.69,0.702,0.0168,0.0,True,False,False,True,True
132,8,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.711,0.72,0.0,0.0,False,False,True,True,True
140,8,signal,Kesh,signal lens,object mistake,pickup_owned_object,0.692,0.692,0.17,0.17,False,False,False,True,True
141,8,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.714,0.726,0.0,0.0,True,False,False,True,True
142,8,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.694,0.708,0.0,0.0,False,True,False,True,True
145,9,signal,Ren,signal lens,minor boundary strain,return_object,0.708,0.72,0.0,0.0,True,False,False,True,True
146,9,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.711,0.72,0.0,0.0,False,False,True,True,True
148,9,riverbend,Lio,ridge lantern,minor boundary strain,return_object,0.702,0.714,0.0168,0.0,True,False,False,True,True
149,9,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.705,0.714,0.0,0.0,False,False,True,True,True
158,9,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.72,0.732,0.0,0.0,True,False,False,True,True
159,9,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.718,0.732,0.0,0.0,False,True,False,True,True
160,9,riverbend,Lio,ridge lantern,object mistake,pickup_owned_object,0.686,0.686,0.17,0.17,False,False,False,True,True
161,9,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.714,0.726,0.0,0.0,True,False,False,True,True
162,10,signal,Milo,signal lens,minor boundary strain,return_object,0.716,0.728,0.0,0.0,True,False,False,True,True
163,10,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.751,0.76,0.0,0.0,False,False,True,True,True
165,10,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.733,0.745,0.0,0.0,True,False,False,True,True
166,10,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.745,0.754,0.0,0.0,False,False,True,True,True
175,10,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.76,0.772,0.0,0.0,True,False,False,True,True
176,10,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.75,0.764,0.0,0.0,False,True,False,True,True
178,10,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.754,0.766,0.0,0.0,True,False,False,True,True
179,10,archive,Vell,clean cloth,minor boundary strain,apologize,0.719,0.733,0.0,0.0,False,True,False,True,True
180,11,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.733,0.742,0.0,0.0,False,False,True,True,True
182,11,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.698,0.71,0.0,0.0,True,False,False,True,True
183,11,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.727,0.736,0.0,0.0,False,False,True,True,True
192,11,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.742,0.754,0.0,0.0,True,False,False,True,True
193,11,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.732,0.746,0.0,0.0,False,True,False,True,True
195,11,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.736,0.748,0.0,0.0,True,False,False,True,True
196,11,archive,Toma,clean cloth,minor boundary strain,apologize,0.719,0.733,0.0,0.0,False,True,False,True,True
197,11,signal,Kesh,mast rope,object mistake,offer_help,0.705,0.711,0.152,0.1412,False,False,False,True,True
199,12,riverbend,Lio,ridge lantern,object mistake,return_object,0.692,0.704,0.17,0.1484,True,False,False,True,True
200,12,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.733,0.742,0.0,0.0,False,False,True,True,True
209,12,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.732,0.744,0.0,0.0,True,False,False,True,True
210,12,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.756,0.77,0.0,0.0,False,True,False,True,True
212,12,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.742,0.754,0.0,0.0,True,False,False,True,True
213,12,archive,Nia,clean cloth,minor boundary strain,apologize,0.707,0.721,0.0,0.0,False,True,False,True,True
214,12,signal,Ren,mast rope,minor boundary strain,offer_help,0.733,0.739,0.0,0.0,False,False,False,True,True
216,13,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.751,0.763,0.0,0.0,True,False,False,True,True
217,13,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.773,0.782,0.0,0.0,False,False,True,True,True
225,13,signal,Milo,signal lens,object mistake,pickup_owned_object,0.706,0.706,0.17,0.17,False,False,False,True,True
226,13,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.772,0.784,0.0,0.0,True,False,False,True,True
227,13,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.781,0.795,0.0,0.0,False,True,False,True,True
229,13,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.782,0.794,0.0,0.0,True,False,False,True,True
230,13,archive,Vell,clean cloth,minor boundary strain,apologize,0.757,0.771,0.0,0.0,False,True,False,True,True
231,13,signal,Milo,mast rope,object mistake,offer_help,0.713,0.719,0.152,0.1412,False,False,False,True,True
234,14,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.755,0.764,0.0,0.0,False,False,True,True,True
243,14,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.754,0.766,0.0,0.0,True,False,False,True,True
244,14,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.763,0.777,0.0,0.0,False,True,False,True,True
245,14,riverbend,Cee,ridge lantern,object mistake,pickup_owned_object,0.688,0.688,0.17,0.17,False,False,False,True,True
246,14,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.764,0.776,0.0,0.0,True,False,False,True,True
247,14,archive,Toma,clean cloth,minor boundary strain,apologize,0.757,0.771,0.0,0.0,False,True,False,True,True
248,14,signal,Kesh,mast rope,object mistake,offer_help,0.724,0.73,0.1232,0.1124,False,False,False,True,True
251,14,riverbend,Cee,dry shawl,object mistake,offer_help,0.695,0.701,0.152,0.1412,False,False,False,True,True
260,15,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.744,0.756,0.0,0.0,True,False,False,True,True
261,15,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.787,0.801,0.0,0.0,False,True,False,True,True
263,15,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.754,0.766,0.0,0.0,True,False,False,True,True
264,15,archive,Nia,clean cloth,minor boundary strain,apologize,0.745,0.759,0.0,0.0,False,True,False,True,True
265,15,signal,Ren,mast rope,minor boundary strain,offer_help,0.742,0.748,0.0,0.0,False,False,False,True,True
268,15,riverbend,Lio,dry shawl,object mistake,offer_help,0.717,0.723,0.1304,0.1196,False,False,False,True,True
277,16,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.784,0.796,0.0,0.0,True,False,False,True,True
278,16,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.812,0.826,0.0,0.0,False,True,False,True,True
280,16,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.794,0.806,0.0,0.0,True,False,False,True,True
281,16,archive,Vell,clean cloth,minor boundary strain,apologize,0.788,0.802,0.0,0.0,False,True,False,True,True
282,16,signal,Milo,mast rope,object mistake,offer_help,0.732,0.738,0.1232,0.1124,False,False,False,True,True
285,16,riverbend,Ari,dry shawl,minor boundary strain,offer_help,0.766,0.772,0.0,0.0,False,False,False,True,True
294,17,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.766,0.778,0.0,0.0,True,False,False,True,True
295,17,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.794,0.808,0.0,0.0,False,True,False,True,True
297,17,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.776,0.788,0.0,0.0,True,False,False,True,True
298,17,archive,Toma,clean cloth,minor boundary strain,apologize,0.788,0.802,0.0,0.0,False,True,False,True,True
299,17,signal,Kesh,mast rope,minor boundary strain,offer_help,0.743,0.749,0.0944,0.0836,False,False,False,True,True
302,17,riverbend,Cee,dry shawl,object mistake,offer_help,0.714,0.72,0.1232,0.1124,False,False,False,True,True
310,18,signal,Ren,signal lens,object mistake,pickup_owned_object,0.726,0.726,0.17,0.17,False,False,False,True,True
311,18,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.756,0.768,0.0,0.0,True,False,False,True,True
312,18,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.818,0.832,0.0,0.0,False,True,False,True,True
314,18,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.766,0.778,0.0,0.0,True,False,False,True,True
315,18,archive,Nia,clean cloth,minor boundary strain,apologize,0.776,0.79,0.0,0.0,False,True,False,True,True
316,18,signal,Ren,mast rope,object mistake,offer_help,0.733,0.739,0.152,0.1412,False,False,False,True,True
319,18,riverbend,Lio,dry shawl,minor boundary strain,offer_help,0.736,0.742,0.1016,0.0908,False,False,False,True,True
328,19,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.796,0.808,0.0,0.0,True,False,False,True,True
329,19,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.839,0.853,0.0,0.0,False,True,False,True,True
330,19,riverbend,Ari,ridge lantern,object mistake,pickup_owned_object,0.75,0.75,0.17,0.17,False,False,False,True,True
331,19,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.806,0.818,0.0,0.0,True,False,False,True,True
332,19,archive,Vell,clean cloth,minor boundary strain,apologize,0.819,0.833,0.0,0.0,False,True,False,True,True
333,19,signal,Milo,mast rope,minor boundary strain,offer_help,0.751,0.757,0.0944,0.0836,False,False,False,True,True
336,19,riverbend,Ari,dry shawl,object mistake,offer_help,0.757,0.763,0.152,0.1412,False,False,False,True,True
345,20,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.778,0.79,0.0,0.0,True,False,False,True,True
346,20,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.821,0.835,0.0,0.0,False,True,False,True,True
348,20,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.788,0.8,0.0,0.0,True,False,False,True,True
349,20,archive,Toma,clean cloth,minor boundary strain,apologize,0.819,0.833,0.0,0.0,False,True,False,True,True
350,20,signal,Kesh,mast rope,minor boundary strain,offer_help,0.752,0.758,0.0656,0.0548,False,False,False,True,True
353,20,riverbend,Cee,dry shawl,minor boundary strain,offer_help,0.733,0.739,0.0944,0.0836,False,False,False,True,True
362,21,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.774,0.786,0.0,0.0,True,False,False,True,True
363,21,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.845,0.859,0.0,0.0,False,True,False,True,True
365,21,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.778,0.79,0.0,0.0,True,False,False,True,True
366,21,archive,Nia,clean cloth,minor boundary strain,apologize,0.807,0.821,0.0,0.0,False,True,False,True,True
367,21,signal,Ren,mast rope,object mistake,offer_help,0.752,0.758,0.1232,0.1124,False,False,False,True,True
370,21,riverbend,Lio,dry shawl,minor boundary strain,offer_help,0.745,0.751,0.0728,0.062,False,False,False,True,True
379,22,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.814,0.826,0.0,0.0,True,False,False,True,True
380,22,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.866,0.88,0.0,0.0,False,True,False,True,True
382,22,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.818,0.83,0.0,0.0,True,False,False,True,True
383,22,archive,Vell,clean cloth,minor boundary strain,apologize,0.846,0.86,0.0,0.0,False,True,False,True,True
384,22,signal,Milo,mast rope,minor boundary strain,offer_help,0.77,0.776,0.0656,0.0548,False,False,False,True,True
387,22,riverbend,Ari,dry shawl,object mistake,offer_help,0.776,0.782,0.1232,0.1124,False,False,False,True,True
396,23,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.796,0.808,0.0,0.0,True,False,False,True,True
397,23,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.848,0.862,0.0,0.0,False,True,False,True,True
399,23,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.8,0.812,0.0,0.0,True,False,False,True,True
400,23,archive,Toma,clean cloth,minor boundary strain,apologize,0.846,0.86,0.0,0.0,False,True,False,True,True
401,23,signal,Kesh,mast rope,minor boundary strain,offer_help,0.771,0.777,0.0368,0.026,False,False,False,True,True
404,23,riverbend,Cee,dry shawl,minor boundary strain,offer_help,0.752,0.758,0.0656,0.0548,False,False,False,True,True
413,23,signal,Kesh,mast rope,minor boundary strain,return_object,0.789,0.801,0.0,0.0,True,False,False,True,True
414,24,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.872,0.886,0.0,0.0,False,True,False,True,True
415,24,riverbend,Lio,ridge lantern,object mistake,pickup_owned_object,0.729,0.729,0.232,0.232,False,False,False,True,True
416,24,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.796,0.808,0.0,0.0,True,False,False,True,True
417,24,archive,Nia,clean cloth,minor boundary strain,apologize,0.834,0.848,0.0,0.0,False,True,False,True,True
418,24,signal,Ren,mast rope,minor boundary strain,offer_help,0.771,0.777,0.0944,0.0836,False,False,False,True,True
421,24,riverbend,Lio,dry shawl,object mistake,offer_help,0.736,0.742,0.214,0.2032,False,False,False,True,True
427,24,riverbend,Lio,ridge lantern,object mistake,approach_group,0.742,0.742,0.2032,0.2032,False,False,False,True,True
430,24,signal,Ren,mast rope,minor boundary strain,return_object,0.777,0.789,0.0836,0.062,True,False,False,True,True
431,24,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.805,0.814,0.0,0.0,False,False,True,True,True
433,25,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.836,0.848,0.0,0.0,True,False,False,True,True
434,25,archive,Vell,clean cloth,minor boundary strain,apologize,0.873,0.887,0.0,0.0,False,True,False,True,True
435,25,signal,Milo,mast rope,minor boundary strain,offer_help,0.795,0.801,0.0368,0.026,False,False,False,True,True
438,25,riverbend,Ari,dry shawl,minor boundary strain,offer_help,0.795,0.801,0.0944,0.0836,False,False,False,True,True
447,25,signal,Milo,mast rope,minor boundary strain,return_object,0.801,0.813,0.026,0.0044,True,False,False,True,True
448,25,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.845,0.854,0.0,0.0,False,False,True,True,True
450,26,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.818,0.83,0.0,0.0,True,False,False,True,True
451,26,archive,Toma,clean cloth,minor boundary strain,apologize,0.873,0.887,0.0,0.0,False,True,False,True,True
452,26,signal,Kesh,mast rope,minor boundary strain,offer_help,0.82,0.826,0.0,0.0,False,False,False,True,True
455,26,riverbend,Cee,dry shawl,minor boundary strain,offer_help,0.761,0.767,0.0368,0.026,False,False,False,True,True
464,26,signal,Kesh,mast rope,minor boundary strain,return_object,0.826,0.838,0.0,0.0,True,False,False,True,True
465,26,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.827,0.836,0.0,0.0,False,False,True,True,True
467,26,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.779,0.791,0.0,0.0,True,False,False,True,True
468,27,archive,Nia,clean cloth,minor boundary strain,apologize,0.861,0.875,0.0,0.0,False,True,False,True,True
469,27,signal,Ren,mast rope,minor boundary strain,offer_help,0.808,0.814,0.044,0.0332,False,False,False,True,True
472,27,riverbend,Lio,dry shawl,object mistake,offer_help,0.755,0.761,0.1852,0.1744,False,False,False,True,True
481,27,signal,Ren,mast rope,minor boundary strain,return_object,0.814,0.826,0.0332,0.0116,True,False,False,True,True
482,27,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.827,0.836,0.0,0.0,False,False,True,True,True
484,27,riverbend,Lio,dry shawl,object mistake,return_object,0.761,0.773,0.1744,0.1528,True,False,False,True,True
485,27,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.827,0.836,0.0,0.0,False,False,True,True,True
486,28,signal,Milo,mast rope,minor boundary strain,offer_help,0.832,0.838,0.0,0.0,False,False,False,True,True
489,28,riverbend,Ari,dry shawl,minor boundary strain,offer_help,0.82,0.826,0.0656,0.0548,False,False,False,True,True
498,28,signal,Milo,mast rope,minor boundary strain,return_object,0.838,0.85,0.0,0.0,True,False,False,True,True
499,28,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.867,0.876,0.0,0.0,False,False,True,True,True
501,28,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.826,0.838,0.0548,0.0332,True,False,False,True,True
502,28,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.867,0.876,0.0,0.0,False,False,True,True,True
506,29,riverbend,Cee,dry shawl,minor boundary strain,offer_help,0.81,0.816,0.0,0.0,False,False,False,True,True
515,29,signal,Kesh,mast rope,minor boundary strain,return_object,0.85,0.862,0.0,0.0,True,False,False,True,True
516,29,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.849,0.858,0.0,0.0,False,False,True,True,True
518,29,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.816,0.828,0.0,0.0,True,False,False,True,True
519,29,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.849,0.858,0.0,0.0,False,False,True,True,True
523,30,riverbend,Lio,dry shawl,object mistake,offer_help,0.792,0.798,0.1348,0.124,False,False,False,True,True
532,30,signal,Ren,mast rope,minor boundary strain,return_object,0.838,0.85,0.0116,0.0,True,False,False,True,True
533,30,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.849,0.858,0.0,0.0,False,False,True,True,True
535,30,riverbend,Lio,dry shawl,object mistake,return_object,0.798,0.81,0.124,0.1024,True,False,False,True,True
536,30,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.849,0.858,0.0,0.0,False,False,True,True,True
540,31,riverbend,Ari,dry shawl,minor boundary strain,offer_help,0.857,0.863,0.0152,0.0044,False,False,False,True,True
549,31,signal,Milo,mast rope,minor boundary strain,return_object,0.856,0.868,0.0,0.0,True,False,False,True,True
550,31,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.889,0.898,0.0,0.0,False,False,True,True,True
552,31,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.863,0.875,0.0044,0.0,True,False,False,True,True
553,31,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.889,0.898,0.0,0.0,False,False,True,True,True
566,32,signal,Kesh,mast rope,minor boundary strain,return_object,0.868,0.88,0.0,0.0,True,False,False,True,True
567,32,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.871,0.88,0.0,0.0,False,False,True,True,True
569,32,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.84,0.852,0.0,0.0,True,False,False,True,True
570,32,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.871,0.88,0.0,0.0,False,False,True,True,True
583,33,signal,Ren,mast rope,minor boundary strain,return_object,0.856,0.868,0.0,0.0,True,False,False,True,True
584,33,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.871,0.88,0.0,0.0,False,False,True,True,True
586,33,riverbend,Lio,dry shawl,minor boundary strain,return_object,0.822,0.834,0.1024,0.0808,True,False,False,True,True
587,33,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.871,0.88,0.0,0.0,False,False,True,True,True
600,34,signal,Milo,mast rope,minor boundary strain,return_object,0.874,0.886,0.0,0.0,True,False,False,True,True
601,34,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.911,0.92,0.0,0.0,False,False,True,True,True
603,34,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.881,0.893,0.0,0.0,True,False,False,True,True
604,34,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.911,0.92,0.0,0.0,False,False,True,True,True
617,35,signal,Kesh,mast rope,minor boundary strain,return_object,0.886,0.898,0.0,0.0,True,False,False,True,True
618,35,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.893,0.902,0.0,0.0,False,False,True,True,True
620,35,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.858,0.87,0.0,0.0,True,False,False,True,True
621,35,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.893,0.902,0.0,0.0,False,False,True,True,True
634,36,signal,Ren,mast rope,minor boundary strain,return_object,0.874,0.886,0.0,0.0,True,False,False,True,True
635,36,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.887,0.896,0.0,0.0,False,False,True,True,True
637,36,riverbend,Lio,dry shawl,minor boundary strain,return_object,0.84,0.852,0.0808,0.0592,True,False,False,True,True
638,36,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.893,0.902,0.0,0.0,False,False,True,True,True
647,36,orchard,Pim,market token,minor boundary strain,drop_object,0.896,0.908,0.0,0.0,True,False,False,True,True
651,37,signal,Milo,mast rope,minor boundary strain,return_object,0.892,0.904,0.0,0.0,True,False,False,True,True
652,37,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.927,0.936,0.0,0.0,False,False,True,True,True
654,37,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.899,0.911,0.0,0.0,True,False,False,True,True
655,37,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.933,0.942,0.0,0.0,False,False,True,True,True
664,37,orchard,Mara,market token,minor boundary strain,drop_object,0.936,0.948,0.0,0.0,True,False,False,True,True
665,37,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.94,0.954,0.0,0.0,False,True,False,True,True
668,38,signal,Kesh,mast rope,minor boundary strain,return_object,0.904,0.916,0.0,0.0,True,False,False,True,True
669,38,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.909,0.918,0.0,0.0,False,False,True,True,True
671,38,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.876,0.888,0.0,0.0,True,False,False,True,True
672,38,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.915,0.924,0.0,0.0,False,False,True,True,True
680,38,signal,Kesh,mast rope,object mistake,pickup_owned_object,0.888,0.888,0.17,0.17,False,False,False,True,True
681,38,orchard,Ivo,market token,minor boundary strain,drop_object,0.918,0.93,0.0,0.0,True,False,False,True,True
682,38,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.922,0.936,0.0,0.0,False,True,False,True,True
685,39,signal,Ren,mast rope,minor boundary strain,return_object,0.904,0.916,0.0,0.0,True,False,False,True,True
686,39,orchard,Pim,market token,minor boundary strain,wait_respectfully,0.915,0.924,0.0,0.0,False,False,True,True,True
688,39,riverbend,Lio,dry shawl,minor boundary strain,return_object,0.858,0.87,0.0592,0.0376,True,False,False,True,True
689,39,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.909,0.918,0.0,0.0,False,False,True,True,True
698,39,orchard,Pim,market token,minor boundary strain,drop_object,0.924,0.936,0.0,0.0,True,False,False,True,True
699,39,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.946,0.96,0.0,0.0,False,True,False,True,True
700,39,riverbend,Lio,dry shawl,object mistake,pickup_owned_object,0.842,0.842,0.2076,0.2076,False,False,False,True,True
701,39,roofward,Orr,sun lens,minor boundary strain,drop_object,0.918,0.93,0.0,0.0,True,False,False,True,True
702,40,signal,Milo,mast rope,minor boundary strain,return_object,0.9,0.912,0.0,0.0,True,False,False,True,True
703,40,orchard,Mara,market token,minor boundary strain,wait_respectfully,0.955,0.964,0.0,0.0,False,False,True,True,True
705,40,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.929,0.941,0.0,0.0,True,False,False,True,True
706,40,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.949,0.958,0.0,0.0,False,False,True,True,True
715,40,orchard,Mara,market token,minor boundary strain,drop_object,0.964,0.976,0.0,0.0,True,False,False,True,True
