tick_id,day,region_id,building,collapse_event,collapse_cause,collapse_severity,recovery_stage_before,recovery_delta,recovery_stage_after,bounded_damage,recovery_visible
114,8,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
115,8,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
116,8,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
117,8,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
118,8,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
119,8,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
120,8,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
121,8,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
122,8,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
123,8,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
124,8,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
125,8,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
126,8,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
127,8,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
128,9,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
129,9,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
130,9,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
131,9,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
132,9,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
133,9,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
134,9,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
135,9,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
136,9,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
137,9,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
138,9,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
139,9,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
140,9,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
141,9,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
142,9,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
143,9,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
144,10,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
145,10,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
146,10,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
147,10,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
148,10,orchard_fen,seed pier,True,seasonal storm pressure,0.2562,stable,0.0,shored,True,True
149,10,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
150,10,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
151,10,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
152,10,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
153,10,orchard_fen,seed pier,True,seasonal storm pressure,0.2562,shored,0.0,shored,True,True
154,10,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
155,10,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
156,10,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
157,10,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
158,10,orchard_fen,seed pier,True,seasonal storm pressure,0.2562,shored,0.0,shored,True,True
159,10,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
160,11,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
161,11,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
162,11,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
163,11,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
164,11,riverbend,river mill,True,seasonal storm pressure,0.1986,stable,0.0,shored,True,True
165,11,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
166,11,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
167,11,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
168,11,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
169,11,riverbend,river mill,True,seasonal storm pressure,0.1986,shored,0.0,shored,True,True
170,11,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
171,11,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
172,11,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
173,11,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
174,11,riverbend,river mill,True,seasonal storm pressure,0.1986,shored,0.0,shored,True,True
175,11,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
176,12,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
177,12,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
178,12,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
179,12,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
180,12,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
181,12,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
182,12,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
183,12,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
184,12,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
185,12,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
186,12,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
187,12,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
188,12,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
189,12,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
190,12,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
191,12,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
192,13,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
193,13,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
194,13,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
195,13,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
196,13,signal_ridge,signal tower,True,seasonal storm pressure,0.2274,stable,0.0,shored,True,True
197,13,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
198,13,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
199,13,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
200,13,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
201,13,signal_ridge,signal tower,True,seasonal storm pressure,0.2274,shored,0.0,shored,True,True
202,13,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
203,13,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
204,13,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
205,13,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
206,13,signal_ridge,signal tower,True,seasonal storm pressure,0.2274,shored,0.0,shored,True,True
207,13,orchard_fen,seed pier,False,none,0.0,shored,0.28075,stable,True,True
208,14,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
209,14,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
210,14,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
211,14,signal_ridge,signal tower,False,none,0.0,shored,0.0,shored,True,True
212,14,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
213,14,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
214,14,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
215,14,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
216,14,signal_ridge,signal tower,False,none,0.0,shored,0.0,shored,True,True
217,14,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
218,14,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
219,14,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
220,14,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
221,14,signal_ridge,signal tower,False,none,0.0,shored,0.0,shored,True,True
222,14,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
223,14,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
224,15,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
225,15,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
226,15,signal_ridge,signal tower,False,none,0.0,shored,0.280015,stable,True,True
227,15,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
228,15,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
229,15,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
230,15,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
231,15,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
232,15,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
233,15,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
234,15,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
235,15,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
236,15,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
237,15,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
238,15,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
239,15,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
240,16,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
241,16,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
242,16,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
243,16,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
244,16,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
245,16,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
246,16,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
247,16,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
248,16,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
249,16,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
250,16,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
251,16,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
252,16,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
253,16,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
254,16,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
255,16,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
256,17,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
257,17,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
258,17,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
259,17,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
260,17,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
261,17,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
262,17,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
263,17,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
264,17,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
265,17,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
266,17,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
267,17,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
268,17,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
269,17,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
270,17,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
271,17,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
272,18,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
273,18,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
274,18,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
275,18,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
276,18,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
277,18,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
278,18,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
279,18,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
280,18,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
281,18,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
282,18,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
283,18,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
284,18,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
285,18,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
286,18,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
287,18,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
288,19,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
289,19,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
290,19,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
291,19,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
292,19,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
293,19,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
294,19,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
295,19,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
296,19,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
297,19,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
298,19,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
299,19,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
300,19,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
301,19,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
302,19,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
303,19,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
304,20,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
305,20,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
306,20,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
307,20,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
308,20,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
309,20,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
310,20,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
311,20,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
312,20,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
313,20,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
314,20,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
315,20,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
316,20,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
317,20,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
318,20,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
319,20,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
320,21,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
321,21,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
322,21,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
323,21,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
324,21,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
325,21,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
326,21,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
327,21,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
328,21,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
329,21,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
330,21,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
331,21,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
332,21,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
333,21,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
334,21,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
335,21,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
336,22,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
337,22,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
338,22,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
339,22,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
340,22,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
341,22,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
342,22,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
343,22,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
344,22,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
345,22,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
346,22,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
347,22,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
348,22,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
349,22,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
350,22,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
351,22,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
352,23,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
353,23,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
354,23,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
355,23,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
356,23,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
357,23,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
358,23,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
359,23,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
360,23,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
361,23,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
362,23,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
363,23,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
364,23,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
365,23,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
366,23,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
367,23,riverbend,river mill,False,none,0.0,shored,0.27963,stable,True,True
368,24,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
369,24,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
