tick_id,day,project_id,material,inventory_before,consumed,inventory_after,shortage,shortage_visible,ledger_entry,substitute_material
31,2,archive_weather_log,paper,11.8171,0.1829,11.6342,false,false,archive_weather_log:sort:paper:0.183,none
32,2,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
33,2,herb_roof_garden,seed,10.382,0.0,10.382,false,false,none,none
34,2,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
35,2,archive_weather_log,thread,2.2,0.0,2.2,false,false,none,none
36,3,herb_roof_garden,seed,10.382,0.0,10.382,false,false,none,none
37,3,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
38,3,archive_weather_log,thread,2.2,0.0,2.2,false,false,none,none
39,3,west_bridge_repair,planks,18.0,0.118,17.882,false,false,west_bridge_repair:measure:planks:0.118,none
40,3,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
41,3,north_lantern_relay,wire,6.0,0.0,6.0,false,false,none,none
42,3,archive_weather_log,ink,8.867,0.0,8.867,false,false,none,none
43,3,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
44,3,herb_roof_garden,compost,7.867,0.0,7.867,false,false,none,none
45,3,north_lantern_relay,oil,12.0,0.1475,11.8525,false,false,north_lantern_relay:clean:oil:0.148,none
46,3,archive_weather_log,paper,11.6342,0.0,11.6342,false,false,none,none
47,3,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
48,3,herb_roof_garden,seed,10.382,0.0,10.382,false,false,none,none
49,3,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
50,3,archive_weather_log,thread,2.2,0.1475,2.0525,false,false,archive_weather_log:sort:thread:0.148,none
51,3,west_bridge_repair,planks,17.882,0.0,17.882,false,false,none,none
52,3,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
53,3,north_lantern_relay,wire,6.0,0.0,6.0,false,false,none,none
54,4,archive_weather_log,ink,8.867,0.0,8.867,false,false,none,none
55,4,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
56,4,herb_roof_garden,compost,7.867,0.0,7.867,false,false,none,none
57,4,north_lantern_relay,oil,11.8525,0.0,11.8525,false,false,none,none
58,4,archive_weather_log,paper,11.6342,0.1829,11.4513,false,false,archive_weather_log:sort:paper:0.183,none
59,4,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
60,4,herb_roof_garden,seed,10.382,0.118,10.264,false,false,herb_roof_garden:clear:seed:0.118,none
61,4,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
62,4,archive_weather_log,thread,2.0525,0.0,2.0525,false,false,none,none
63,4,west_bridge_repair,planks,17.882,0.0,17.882,false,false,none,none
64,4,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
65,4,north_lantern_relay,wire,6.0,0.118,5.882,false,false,north_lantern_relay:clean:wire:0.118,none
66,4,archive_weather_log,ink,8.867,0.0,8.867,false,false,none,none
67,4,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
68,4,herb_roof_garden,compost,7.867,0.0,7.867,false,false,none,none
69,4,north_lantern_relay,oil,11.8525,0.0,11.8525,false,false,none,none
70,4,archive_weather_log,paper,11.4513,0.0,11.4513,false,false,none,none
71,4,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
72,5,herb_roof_garden,seed,10.264,0.0,10.264,false,false,none,none
73,5,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
74,5,archive_weather_log,thread,2.0525,0.0,2.0525,false,false,none,none
75,5,west_bridge_repair,planks,17.882,0.118,17.764,false,false,west_bridge_repair:measure:planks:0.118,none
76,5,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
77,5,north_lantern_relay,wire,5.882,0.0,5.882,false,false,none,none
78,5,archive_weather_log,ink,8.867,0.0,8.867,false,false,none,none
79,5,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
80,5,herb_roof_garden,compost,7.867,0.0,7.867,false,false,none,none
81,5,north_lantern_relay,oil,11.8525,0.1475,11.705,false,false,north_lantern_relay:clean:oil:0.148,none
82,5,archive_weather_log,paper,11.4513,0.0,11.4513,false,false,none,none
83,5,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
84,5,herb_roof_garden,seed,10.264,0.0,10.264,false,false,none,none
85,5,north_lantern_relay,glass,7.867,0.0,7.867,false,false,none,none
86,5,archive_weather_log,thread,2.0525,0.1475,1.905,false,false,archive_weather_log:sort:thread:0.148,none
87,5,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
88,5,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
89,5,north_lantern_relay,wire,5.882,0.0,5.882,false,false,none,none
90,6,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
91,6,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
92,6,north_lantern_relay,wire,5.882,0.0,5.882,false,false,none,none
93,6,archive_weather_log,ink,8.867,0.0,8.867,false,false,none,none
94,6,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
95,6,herb_roof_garden,compost,7.867,0.133,7.734,false,false,herb_roof_garden:clear:compost:0.133,none
96,6,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
97,6,archive_weather_log,paper,11.4513,0.0,11.4513,false,false,none,none
98,6,west_bridge_repair,rope,5.882,0.0,5.882,false,false,none,none
99,6,herb_roof_garden,seed,10.264,0.0,10.264,false,false,none,none
100,6,north_lantern_relay,glass,7.867,0.133,7.734,false,false,north_lantern_relay:clean:glass:0.133,none
101,6,archive_weather_log,thread,1.905,0.0,1.905,false,false,none,none
102,6,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
103,6,herb_roof_garden,water,36.8171,0.0,36.8171,false,false,none,none
104,6,north_lantern_relay,wire,5.882,0.118,5.764,false,false,north_lantern_relay:clean:wire:0.118,none
105,6,archive_weather_log,ink,8.867,0.133,8.734,false,false,archive_weather_log:sort:ink:0.133,none
106,6,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
107,6,herb_roof_garden,compost,7.734,0.0,7.734,false,false,none,none
108,7,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
109,7,archive_weather_log,paper,11.4513,0.0,11.4513,false,false,none,none
110,7,west_bridge_repair,rope,5.882,0.118,5.764,false,false,west_bridge_repair:measure:rope:0.118,none
111,7,herb_roof_garden,seed,10.264,0.118,10.146,false,false,herb_roof_garden:clear:seed:0.118,none
112,7,north_lantern_relay,glass,7.734,0.0,7.734,false,false,none,none
113,7,archive_weather_log,thread,1.905,0.0,1.905,false,false,none,none
114,7,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
115,7,herb_roof_garden,water,36.8171,0.1829,36.6342,false,false,herb_roof_garden:clear:water:0.183,none
116,7,north_lantern_relay,wire,5.764,0.0,5.764,false,false,none,none
117,7,archive_weather_log,ink,8.734,0.0,8.734,false,false,none,none
118,7,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
119,7,herb_roof_garden,compost,7.734,0.0,7.734,false,false,none,none
120,7,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
121,7,archive_weather_log,paper,11.4513,0.1829,11.2684,false,false,archive_weather_log:sort:paper:0.183,none
122,7,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
123,7,herb_roof_garden,seed,10.146,0.0,10.146,false,false,none,none
124,7,north_lantern_relay,glass,7.734,0.0,7.734,false,false,none,none
125,7,archive_weather_log,thread,1.905,0.0,1.905,false,false,none,none
126,8,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
127,8,herb_roof_garden,water,36.6342,0.0,36.6342,false,false,none,none
128,8,north_lantern_relay,wire,5.764,0.0,5.764,false,false,none,none
129,8,archive_weather_log,ink,8.734,0.0,8.734,false,false,none,none
130,8,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
131,8,herb_roof_garden,compost,7.734,0.133,7.601,false,false,herb_roof_garden:clear:compost:0.133,none
132,8,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
133,8,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
134,8,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
135,8,herb_roof_garden,seed,10.146,0.0,10.146,false,false,none,none
136,8,north_lantern_relay,glass,7.734,0.133,7.601,false,false,north_lantern_relay:clean:glass:0.133,none
137,8,archive_weather_log,thread,1.905,0.1475,1.7575,false,false,archive_weather_log:sort:thread:0.148,none
138,8,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
139,8,herb_roof_garden,water,36.6342,0.1829,36.4513,false,false,herb_roof_garden:clear:water:0.183,none
140,8,north_lantern_relay,wire,5.764,0.0,5.764,false,false,none,none
141,8,archive_weather_log,ink,8.734,0.133,8.601,false,false,archive_weather_log:sort:ink:0.133,none
142,8,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
143,8,herb_roof_garden,compost,7.601,0.0,7.601,false,false,none,none
144,9,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
145,9,west_bridge_repair,resin,7.5,0.0,7.5,false,false,none,none
146,9,herb_roof_garden,compost,7.601,0.0,7.601,false,false,none,none
147,9,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
148,9,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
149,9,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
150,9,herb_roof_garden,seed,10.146,0.118,10.028,false,false,herb_roof_garden:clear:seed:0.118,none
151,9,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
152,9,archive_weather_log,thread,1.7575,0.0,1.7575,false,false,none,none
153,9,west_bridge_repair,planks,17.764,0.0,17.764,false,false,none,none
154,9,herb_roof_garden,compost,7.601,0.0,7.601,false,false,none,none
155,9,north_lantern_relay,wire,5.764,0.118,5.646,false,false,north_lantern_relay:clean:wire:0.118,none
156,9,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
157,9,west_bridge_repair,resin,7.5,0.1475,7.3525,false,false,west_bridge_repair:measure:resin:0.148,none
158,9,herb_roof_garden,seed,10.028,0.0,10.028,false,false,none,none
159,9,north_lantern_relay,oil,11.705,0.0,11.705,false,false,none,none
160,9,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
161,9,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
162,10,herb_roof_garden,water,36.4513,0.0,36.4513,false,false,none,none
163,10,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
164,10,archive_weather_log,thread,1.7575,0.0,1.7575,false,false,none,none
165,10,west_bridge_repair,planks,17.764,0.118,17.646,false,false,west_bridge_repair:measure:planks:0.118,shorter handrail route
166,10,herb_roof_garden,compost,7.601,0.0,7.601,false,false,none,none
167,10,north_lantern_relay,wire,5.646,0.0,5.646,false,false,none,none
168,10,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
169,10,west_bridge_repair,resin,7.3525,0.0,7.3525,false,false,none,none
170,10,herb_roof_garden,seed,10.028,0.0,10.028,false,false,none,none
171,10,north_lantern_relay,oil,11.705,0.1475,11.5575,false,false,north_lantern_relay:clean:oil:0.148,none
172,10,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
173,10,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
174,10,herb_roof_garden,water,36.4513,0.0,36.4513,false,false,none,none
175,10,north_lantern_relay,wire,5.646,0.0,5.646,false,false,none,none
176,10,archive_weather_log,thread,1.7575,0.1475,1.61,false,false,archive_weather_log:sort:thread:0.148,none
177,10,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
178,10,herb_roof_garden,compost,7.601,0.0,7.601,false,false,none,none
179,10,north_lantern_relay,oil,11.5575,0.0,11.5575,false,false,none,none
180,11,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
181,11,west_bridge_repair,resin,7.3525,0.0,7.3525,false,false,none,none
182,11,herb_roof_garden,seed,10.028,0.0,10.028,false,false,none,none
183,11,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
184,11,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
185,11,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
186,11,herb_roof_garden,water,36.4513,0.2108,36.2405,false,false,herb_roof_garden:plant:water:0.211,none
187,11,north_lantern_relay,wire,5.646,0.0,5.646,false,false,none,none
188,11,archive_weather_log,thread,1.61,0.1475,1.4625,false,false,archive_weather_log:sort:thread:0.148,none
189,11,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
190,11,herb_roof_garden,compost,7.601,0.151,7.45,false,false,herb_roof_garden:plant:compost:0.151,none
191,11,north_lantern_relay,oil,11.5575,0.17,11.3875,false,false,north_lantern_relay:fit:oil:0.170,none
192,11,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
193,11,west_bridge_repair,resin,7.3525,0.0,7.3525,false,false,none,none
194,11,herb_roof_garden,seed,10.028,0.0,10.028,false,false,none,none
195,11,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
196,11,archive_weather_log,thread,1.4625,0.0,1.4625,false,false,none,none
197,11,west_bridge_repair,rope,5.764,0.0,5.764,false,false,none,none
198,12,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
199,12,archive_weather_log,thread,1.4625,0.0,1.4625,false,false,none,none
200,12,west_bridge_repair,rope,5.764,0.118,5.646,false,false,west_bridge_repair:measure:rope:0.118,none
201,12,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
202,12,north_lantern_relay,wire,5.646,0.0,5.646,false,false,none,none
203,12,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
204,12,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
205,12,herb_roof_garden,compost,7.45,0.136,7.314,false,false,herb_roof_garden:plant:compost:0.136,none
206,12,north_lantern_relay,oil,11.3875,0.17,11.2175,false,false,north_lantern_relay:fit:oil:0.170,none
207,12,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
208,12,west_bridge_repair,resin,7.3525,0.16625,7.18625,false,false,west_bridge_repair:measure:resin:0.166,none
209,12,herb_roof_garden,seed,10.028,0.0,10.028,false,false,none,none
210,12,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
211,12,archive_weather_log,thread,1.4625,0.17,1.2925,false,false,archive_weather_log:copy:thread:0.170,none
212,12,west_bridge_repair,rope,5.646,0.0,5.646,false,false,none,none
213,12,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
214,12,north_lantern_relay,wire,5.646,0.0,5.646,false,false,none,none
215,12,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
216,13,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
217,13,herb_roof_garden,compost,7.314,0.0,7.314,false,false,none,none
218,13,north_lantern_relay,oil,11.2175,0.0,11.2175,false,false,none,none
219,13,archive_weather_log,paper,11.2684,0.0,11.2684,false,false,none,none
220,13,west_bridge_repair,resin,7.18625,0.0,7.18625,false,false,none,none
221,13,herb_roof_garden,seed,10.028,0.151,9.877,false,false,herb_roof_garden:plant:seed:0.151,none
222,13,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
223,13,archive_weather_log,thread,1.2925,0.0,1.2925,false,false,none,none
224,13,west_bridge_repair,rope,5.646,0.0,5.646,false,false,none,none
225,13,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
226,13,north_lantern_relay,wire,5.646,0.151,5.495,false,false,north_lantern_relay:fit:wire:0.151,none
227,13,archive_weather_log,ink,8.601,0.0,8.601,false,false,none,none
228,13,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
229,13,herb_roof_garden,compost,7.314,0.0,7.314,false,false,none,none
230,13,north_lantern_relay,oil,11.2175,0.0,11.2175,false,false,none,none
231,13,archive_weather_log,paper,11.2684,0.23405,11.03435,false,false,archive_weather_log:copy:paper:0.234,none
232,13,west_bridge_repair,resin,7.18625,0.0,7.18625,false,false,none,none
233,13,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
234,14,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
235,14,archive_weather_log,thread,1.2925,0.0,1.2925,false,false,none,none
236,14,west_bridge_repair,rope,5.646,0.118,5.528,false,false,west_bridge_repair:measure:rope:0.118,none
237,14,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
238,14,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
239,14,archive_weather_log,ink,8.601,0.151,8.45,false,false,archive_weather_log:copy:ink:0.151,none
240,14,west_bridge_repair,planks,17.646,0.0,17.646,false,false,none,none
241,14,herb_roof_garden,compost,7.314,0.0,7.314,true,true,none,three-row herb tray
242,14,north_lantern_relay,oil,11.2175,0.0,11.2175,false,false,none,none
243,14,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
244,14,west_bridge_repair,resin,7.18625,0.0,7.18625,false,false,none,none
245,14,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
246,14,north_lantern_relay,glass,7.601,0.0,7.601,false,false,none,none
247,14,archive_weather_log,thread,1.2925,0.17,1.1225,false,false,archive_weather_log:copy:thread:0.170,none
248,14,west_bridge_repair,rope,5.528,0.0,5.528,false,false,none,none
249,14,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
250,14,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
251,14,archive_weather_log,ink,8.45,0.0,8.45,false,false,none,none
252,15,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
253,15,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
254,15,archive_weather_log,ink,8.45,0.0,8.45,false,false,none,none
255,15,west_bridge_repair,planks,17.646,0.118,17.528,false,false,west_bridge_repair:measure:planks:0.118,none
256,15,herb_roof_garden,compost,7.314,0.0,7.314,false,false,none,none
257,15,north_lantern_relay,oil,11.2175,0.18875,11.02875,false,false,north_lantern_relay:fit:oil:0.189,none
258,15,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
259,15,west_bridge_repair,rope,5.528,0.136,5.392,false,false,west_bridge_repair:brace:rope:0.136,none
260,15,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
261,15,north_lantern_relay,glass,7.601,0.136,7.465,false,false,north_lantern_relay:fit:glass:0.136,none
262,15,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
263,15,west_bridge_repair,planks,17.528,0.0,17.528,false,false,none,none
264,15,herb_roof_garden,water,36.2405,0.0,36.2405,false,false,none,none
265,15,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
266,15,archive_weather_log,ink,8.45,0.136,8.314,false,false,archive_weather_log:copy:ink:0.136,none
267,15,west_bridge_repair,resin,7.18625,0.0,7.18625,false,false,none,none
268,15,herb_roof_garden,compost,7.314,0.0,7.314,false,false,none,none
269,15,north_lantern_relay,oil,11.02875,0.0,11.02875,false,false,none,none
270,16,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
271,16,west_bridge_repair,rope,5.392,0.0,5.392,false,false,none,none
272,16,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
273,16,north_lantern_relay,glass,7.465,0.0,7.465,false,false,none,none
274,16,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
275,16,west_bridge_repair,planks,17.528,0.0,17.528,false,false,none,none
276,16,herb_roof_garden,water,36.2405,0.2108,36.0297,false,false,herb_roof_garden:plant:water:0.211,none
277,16,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
278,16,archive_weather_log,ink,8.314,0.0,8.314,false,false,none,none
279,16,west_bridge_repair,resin,7.18625,0.0,7.18625,false,false,none,none
280,16,herb_roof_garden,compost,7.314,0.0,7.314,false,false,none,none
281,16,north_lantern_relay,oil,11.02875,0.17,10.85875,false,false,north_lantern_relay:fit:oil:0.170,none
282,16,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
283,16,west_bridge_repair,rope,5.392,0.0,5.392,false,false,none,none
284,16,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
285,16,north_lantern_relay,glass,7.465,0.151,7.314,false,false,north_lantern_relay:fit:glass:0.151,none
286,16,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
287,16,west_bridge_repair,planks,17.528,0.0,17.528,false,false,none,none
288,17,herb_roof_garden,water,36.0297,0.0,36.0297,false,false,none,none
289,17,north_lantern_relay,oil,10.85875,0.0,10.85875,false,false,none,none
290,17,archive_weather_log,ink,8.314,0.136,8.178,false,false,archive_weather_log:copy:ink:0.136,none
291,17,west_bridge_repair,resin,7.18625,0.17,7.01625,false,false,west_bridge_repair:brace:resin:0.170,none
292,17,herb_roof_garden,compost,7.314,0.136,7.178,false,false,herb_roof_garden:plant:compost:0.136,none
293,17,north_lantern_relay,glass,7.314,0.0,7.314,false,false,none,none
294,17,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
295,17,west_bridge_repair,rope,5.392,0.0,5.392,false,false,none,none
296,17,herb_roof_garden,seed,9.877,0.0,9.877,false,false,none,none
297,17,north_lantern_relay,wire,5.495,0.0,5.495,true,true,none,none
298,17,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
299,17,west_bridge_repair,planks,17.528,0.0,17.528,false,false,none,none
300,17,herb_roof_garden,water,36.0297,0.0,36.0297,false,false,none,none
301,17,north_lantern_relay,oil,10.85875,0.0,10.85875,false,false,none,none
302,17,archive_weather_log,ink,8.178,0.136,8.042,false,false,archive_weather_log:copy:ink:0.136,none
303,17,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
304,17,herb_roof_garden,compost,7.178,0.0,7.178,false,false,none,none
305,17,north_lantern_relay,glass,7.314,0.0,7.314,false,false,none,none
306,18,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
307,18,herb_roof_garden,compost,7.178,0.0,7.178,false,false,none,none
308,18,north_lantern_relay,glass,7.314,0.154,7.16,false,false,north_lantern_relay:wire:glass:0.154,split dusk relay
309,18,archive_weather_log,paper,11.03435,0.0,11.03435,false,false,none,none
310,18,west_bridge_repair,rope,5.392,0.136,5.256,false,false,west_bridge_repair:brace:rope:0.136,none
311,18,herb_roof_garden,seed,9.877,0.151,9.726,false,false,herb_roof_garden:plant:seed:0.151,none
312,18,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
313,18,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
314,18,west_bridge_repair,planks,17.528,0.0,17.528,false,false,none,none
315,18,herb_roof_garden,water,36.0297,0.0,36.0297,false,false,none,none
316,18,north_lantern_relay,oil,10.85875,0.21125,10.6475,false,false,north_lantern_relay:wire:oil:0.211,none
317,18,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
318,18,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
319,18,herb_roof_garden,compost,7.178,0.0,7.178,false,false,none,none
320,18,north_lantern_relay,glass,7.16,0.0,7.16,false,false,none,none
321,18,archive_weather_log,paper,11.03435,0.23405,10.8003,false,false,archive_weather_log:copy:paper:0.234,none
322,18,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
323,18,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
324,19,north_lantern_relay,wire,5.495,0.0,5.495,false,false,none,none
325,19,archive_weather_log,thread,1.1225,0.0,1.1225,false,false,none,none
326,19,west_bridge_repair,planks,17.528,0.136,17.392,false,false,west_bridge_repair:brace:planks:0.136,none
327,19,herb_roof_garden,water,36.0297,0.0,36.0297,false,false,none,none
328,19,north_lantern_relay,oil,10.6475,0.0,10.6475,false,false,none,none
329,19,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
330,19,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
331,19,herb_roof_garden,compost,7.178,0.136,7.042,false,false,herb_roof_garden:plant:compost:0.136,none
332,19,north_lantern_relay,glass,7.16,0.0,7.16,false,false,none,none
333,19,archive_weather_log,paper,10.8003,0.0,10.8003,false,false,none,none
334,19,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
335,19,herb_roof_garden,water,36.0297,0.0,36.0297,false,false,none,none
336,19,north_lantern_relay,wire,5.495,0.154,5.341,false,false,north_lantern_relay:wire:wire:0.154,none
337,19,archive_weather_log,thread,1.1225,0.17,0.9525,false,false,archive_weather_log:copy:thread:0.170,none
338,19,west_bridge_repair,planks,17.392,0.136,17.256,false,false,west_bridge_repair:brace:planks:0.136,none
339,19,herb_roof_garden,compost,7.042,0.0,7.042,false,false,none,none
340,19,north_lantern_relay,oil,10.6475,0.0,10.6475,false,false,none,none
341,19,archive_weather_log,paper,10.8003,0.0,10.8003,false,false,none,none
342,20,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
343,20,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
344,20,north_lantern_relay,glass,7.16,0.0,7.16,false,false,none,none
345,20,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
346,20,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
