tick_id,day,session_id,settlement_id,avatar_x_before,avatar_y_before,click_x,click_y,avatar_x_after,avatar_y_after,movement_command,canvas_state_mutated,collision_checked,pointer_event_visible,localstorage_written,no_llm_call
66,4,canvas-session-001,cinder_garden,137,238,417,260,155,256,pointer-click:shade_tent,True,True,True,True,True
67,4,canvas-session-001,lichen_bridge,165,197,61,272,147,215,pointer-click:rope_bridge,True,True,True,True,True
68,4,canvas-session-001,orchid_engine,202,170,310,273,220,188,pointer-click:gear_wash,True,True,True,True,True
69,4,canvas-session-001,moss_ward,178,166,383,78,196,148,pointer-click:root_alcove,True,True,True,True,True
70,4,canvas-session-001,glass_harbor,170,180,120,323,152,198,pointer-click:lamp_pier,True,True,True,True,True
71,4,canvas-session-001,cinder_garden,155,256,245,336,173,274,pointer-click:ash_path,True,True,True,True,True
72,5,canvas-session-001,orchid_engine,220,188,143,143,202,170,pointer-click:engine_ring,True,True,True,True,True
73,5,canvas-session-001,moss_ward,196,148,244,176,214,166,pointer-click:blanket_room,True,True,True,True,True
74,5,canvas-session-001,glass_harbor,152,198,441,135,170,180,pointer-click:fog_rail,True,True,True,True,True
75,5,canvas-session-001,cinder_garden,173,274,110,238,155,256,pointer-click:seed_shelf,True,True,True,True,True
76,5,canvas-session-001,lichen_bridge,147,215,238,7,165,197,pointer-click:signal_post,True,True,True,True,True
77,5,canvas-session-001,orchid_engine,202,170,443,184,220,184,pointer-click:orchid_bay,True,True,True,True,True
78,5,canvas-session-001,moss_ward,214,166,92,292,196,184,pointer-click:rain_gate,True,True,True,True,True
79,5,canvas-session-001,glass_harbor,170,180,301,181,188,181,pointer-click:net_room,True,True,True,True,True
80,5,canvas-session-001,cinder_garden,155,256,422,222,173,238,pointer-click:shade_tent,True,True,True,True,True
81,5,canvas-session-001,lichen_bridge,165,197,66,275,147,215,pointer-click:rope_bridge,True,True,True,True,True
82,5,canvas-session-001,orchid_engine,220,184,315,276,238,202,pointer-click:gear_wash,True,True,True,True,True
83,5,canvas-session-001,moss_ward,196,184,388,81,214,166,pointer-click:root_alcove,True,True,True,True,True
84,5,canvas-session-001,glass_harbor,188,181,125,326,170,199,pointer-click:lamp_pier,True,True,True,True,True
85,5,canvas-session-001,cinder_garden,173,238,209,339,191,256,pointer-click:ash_path,True,True,True,True,True
86,5,canvas-session-001,lichen_bridge,147,215,382,192,165,197,pointer-click:meal_room,True,True,True,True,True
87,5,canvas-session-001,orchid_engine,238,202,155,117,220,184,pointer-click:engine_ring,True,True,True,True,True
88,5,canvas-session-001,moss_ward,214,166,256,150,232,150,pointer-click:blanket_room,True,True,True,True,True
89,5,canvas-session-001,glass_harbor,170,199,453,109,188,181,pointer-click:fog_rail,True,True,True,True,True
90,6,canvas-session-001,lichen_bridge,165,197,243,353,183,215,pointer-click:signal_post,True,True,True,True,True
91,6,canvas-session-001,orchid_engine,220,184,448,146,238,166,pointer-click:orchid_bay,True,True,True,True,True
92,6,canvas-session-001,moss_ward,232,150,97,295,214,168,pointer-click:rain_gate,True,True,True,True,True
93,6,canvas-session-001,glass_harbor,188,181,306,184,206,184,pointer-click:net_room,True,True,True,True,True
94,6,canvas-session-001,cinder_garden,191,256,386,225,209,238,pointer-click:shade_tent,True,True,True,True,True
95,6,canvas-session-001,lichen_bridge,183,215,71,278,165,233,pointer-click:rope_bridge,True,True,True,True,True
96,6,canvas-session-001,orchid_engine,238,166,320,279,256,184,pointer-click:gear_wash,True,True,True,True,True
97,6,canvas-session-001,moss_ward,214,168,393,84,232,150,pointer-click:root_alcove,True,True,True,True,True
98,6,canvas-session-001,glass_harbor,206,184,130,329,188,202,pointer-click:lamp_pier,True,True,True,True,True
99,6,canvas-session-001,cinder_garden,209,238,214,342,214,256,pointer-click:ash_path,True,True,True,True,True
100,6,canvas-session-001,lichen_bridge,165,233,387,195,183,215,pointer-click:meal_room,True,True,True,True,True
101,6,canvas-session-001,orchid_engine,256,184,160,120,238,166,pointer-click:engine_ring,True,True,True,True,True
102,6,canvas-session-001,moss_ward,232,150,261,153,250,153,pointer-click:blanket_room,True,True,True,True,True
103,6,canvas-session-001,glass_harbor,188,202,417,112,206,184,pointer-click:fog_rail,True,True,True,True,True
104,6,canvas-session-001,cinder_garden,214,256,86,215,196,238,pointer-click:seed_shelf,True,True,True,True,True
105,6,canvas-session-001,lichen_bridge,183,215,255,368,201,233,pointer-click:signal_post,True,True,True,True,True
106,6,canvas-session-001,orchid_engine,238,166,460,161,256,161,pointer-click:orchid_bay,True,True,True,True,True
107,6,canvas-session-001,moss_ward,250,153,109,310,232,171,pointer-click:rain_gate,True,True,True,True,True
108,7,canvas-session-002,cinder_garden,196,238,391,228,214,228,pointer-click:shade_tent,True,True,True,True,True
109,7,canvas-session-002,lichen_bridge,201,233,76,281,183,251,pointer-click:rope_bridge,True,True,True,True,True
110,7,canvas-session-002,orchid_engine,256,161,325,282,274,179,pointer-click:gear_wash,True,True,True,True,True
111,7,canvas-session-002,moss_ward,232,171,398,87,250,153,pointer-click:root_alcove,True,True,True,True,True
112,7,canvas-session-002,glass_harbor,206,184,94,332,188,202,pointer-click:lamp_pier,True,True,True,True,True
113,7,canvas-session-002,cinder_garden,214,228,219,345,219,246,pointer-click:ash_path,True,True,True,True,True
114,7,canvas-session-002,lichen_bridge,183,251,392,198,201,233,pointer-click:meal_room,True,True,True,True,True
115,7,canvas-session-002,orchid_engine,274,179,165,123,256,161,pointer-click:engine_ring,True,True,True,True,True
116,7,canvas-session-002,moss_ward,250,153,266,156,266,156,pointer-click:blanket_room,True,True,True,True,True
117,7,canvas-session-002,glass_harbor,188,202,422,115,206,184,pointer-click:fog_rail,True,True,True,True,True
118,7,canvas-session-002,cinder_garden,219,246,91,218,201,228,pointer-click:seed_shelf,True,True,True,True,True
119,7,canvas-session-002,lichen_bridge,201,233,260,371,219,251,pointer-click:signal_post,True,True,True,True,True
120,7,canvas-session-002,orchid_engine,256,161,465,164,274,164,pointer-click:orchid_bay,True,True,True,True,True
121,7,canvas-session-002,moss_ward,266,156,73,313,248,174,pointer-click:rain_gate,True,True,True,True,True
122,7,canvas-session-002,glass_harbor,206,184,282,202,224,202,pointer-click:net_room,True,True,True,True,True
123,7,canvas-session-002,cinder_garden,201,228,403,243,219,243,pointer-click:shade_tent,True,True,True,True,True
124,7,canvas-session-002,lichen_bridge,219,251,88,296,201,269,pointer-click:rope_bridge,True,True,True,True,True
125,7,canvas-session-002,orchid_engine,274,164,337,297,292,182,pointer-click:gear_wash,True,True,True,True,True
126,8,canvas-session-002,glass_harbor,224,202,99,335,206,220,pointer-click:lamp_pier,True,True,True,True,True
127,8,canvas-session-002,cinder_garden,219,243,224,348,224,261,pointer-click:ash_path,True,True,True,True,True
128,8,canvas-session-002,lichen_bridge,201,269,397,201,219,251,pointer-click:meal_room,True,True,True,True,True
129,8,canvas-session-002,orchid_engine,292,182,170,126,274,164,pointer-click:engine_ring,True,True,True,True,True
130,8,canvas-session-002,moss_ward,248,174,230,159,230,159,pointer-click:blanket_room,True,True,True,True,True
131,8,canvas-session-002,glass_harbor,206,220,427,118,224,202,pointer-click:fog_rail,True,True,True,True,True
132,8,canvas-session-002,cinder_garden,224,261,96,221,206,243,pointer-click:seed_shelf,True,True,True,True,True
133,8,canvas-session-002,lichen_bridge,219,251,265,374,237,269,pointer-click:signal_post,True,True,True,True,True
134,8,canvas-session-002,orchid_engine,274,164,470,167,292,167,pointer-click:orchid_bay,True,True,True,True,True
135,8,canvas-session-002,moss_ward,230,159,78,316,212,177,pointer-click:rain_gate,True,True,True,True,True
136,8,canvas-session-002,glass_harbor,224,202,287,205,242,205,pointer-click:net_room,True,True,True,True,True
137,8,canvas-session-002,cinder_garden,206,243,408,246,224,246,pointer-click:shade_tent,True,True,True,True,True
138,8,canvas-session-002,lichen_bridge,237,269,93,299,219,287,pointer-click:rope_bridge,True,True,True,True,True
139,8,canvas-session-002,orchid_engine,292,167,301,300,301,185,pointer-click:gear_wash,True,True,True,True,True
140,8,canvas-session-002,moss_ward,212,177,374,105,230,159,pointer-click:root_alcove,True,True,True,True,True
141,8,canvas-session-002,glass_harbor,242,205,111,350,224,223,pointer-click:lamp_pier,True,True,True,True,True
142,8,canvas-session-002,cinder_garden,224,246,236,363,236,264,pointer-click:ash_path,True,True,True,True,True
143,8,canvas-session-002,lichen_bridge,219,287,409,216,237,269,pointer-click:meal_room,True,True,True,True,True
144,9,canvas-session-002,moss_ward,230,159,235,162,235,162,pointer-click:blanket_room,True,True,True,True,True
145,9,canvas-session-002,glass_harbor,224,223,432,121,242,205,pointer-click:fog_rail,True,True,True,True,True
146,9,canvas-session-002,cinder_garden,236,264,101,224,218,246,pointer-click:seed_shelf,True,True,True,True,True
147,9,canvas-session-002,lichen_bridge,237,269,270,377,255,287,pointer-click:signal_post,True,True,True,True,True
148,9,canvas-session-002,orchid_engine,301,185,434,170,319,170,pointer-click:orchid_bay,True,True,True,True,True
149,9,canvas-session-002,moss_ward,235,162,83,319,217,180,pointer-click:rain_gate,True,True,True,True,True
150,9,canvas-session-002,glass_harbor,242,205,292,208,260,208,pointer-click:net_room,True,True,True,True,True
151,9,canvas-session-002,cinder_garden,218,246,413,249,236,249,pointer-click:shade_tent,True,True,True,True,True
152,9,canvas-session-002,lichen_bridge,255,287,98,302,237,302,pointer-click:rope_bridge,True,True,True,True,True
153,9,canvas-session-002,orchid_engine,319,170,306,303,306,188,pointer-click:gear_wash,True,True,True,True,True
154,9,canvas-session-002,moss_ward,217,180,379,108,235,162,pointer-click:root_alcove,True,True,True,True,True
155,9,canvas-session-002,glass_harbor,260,208,116,353,242,226,pointer-click:lamp_pier,True,True,True,True,True
156,9,canvas-session-002,cinder_garden,236,249,241,366,241,267,pointer-click:ash_path,True,True,True,True,True
157,9,canvas-session-002,lichen_bridge,237,302,373,219,255,284,pointer-click:meal_room,True,True,True,True,True
158,9,canvas-session-002,orchid_engine,306,188,146,144,288,170,pointer-click:engine_ring,True,True,True,True,True
159,9,canvas-session-002,moss_ward,235,162,247,177,247,177,pointer-click:blanket_room,True,True,True,True,True
160,9,canvas-session-002,glass_harbor,242,226,444,136,260,208,pointer-click:fog_rail,True,True,True,True,True
161,9,canvas-session-002,cinder_garden,241,267,113,239,223,249,pointer-click:seed_shelf,True,True,True,True,True
162,10,canvas-session-002,orchid_engine,288,170,439,173,306,173,pointer-click:orchid_bay,True,True,True,True,True
163,10,canvas-session-002,moss_ward,247,177,88,322,229,195,pointer-click:rain_gate,True,True,True,True,True
164,10,canvas-session-002,glass_harbor,260,208,297,211,278,211,pointer-click:net_room,True,True,True,True,True
165,10,canvas-session-002,cinder_garden,223,249,418,252,241,252,pointer-click:shade_tent,True,True,True,True,True
166,10,canvas-session-002,lichen_bridge,255,284,62,305,237,302,pointer-click:rope_bridge,True,True,True,True,True
167,10,canvas-session-002,orchid_engine,306,173,311,306,311,191,pointer-click:gear_wash,True,True,True,True,True
168,10,canvas-session-002,moss_ward,229,195,384,111,247,177,pointer-click:root_alcove,True,True,True,True,True
169,10,canvas-session-002,glass_harbor,278,211,121,356,260,229,pointer-click:lamp_pier,True,True,True,True,True
170,10,canvas-session-002,cinder_garden,241,252,246,369,246,270,pointer-click:ash_path,True,True,True,True,True
171,10,canvas-session-002,lichen_bridge,237,302,378,222,255,284,pointer-click:meal_room,True,True,True,True,True
172,10,canvas-session-002,orchid_engine,311,191,151,147,293,173,pointer-click:engine_ring,True,True,True,True,True
173,10,canvas-session-002,moss_ward,247,177,252,180,252,180,pointer-click:blanket_room,True,True,True,True,True
174,10,canvas-session-002,glass_harbor,260,229,449,98,278,211,pointer-click:fog_rail,True,True,True,True,True
175,10,canvas-session-002,cinder_garden,246,270,77,201,228,252,pointer-click:seed_shelf,True,True,True,True,True
176,10,canvas-session-002,lichen_bridge,255,284,246,354,246,302,pointer-click:signal_post,True,True,True,True,True
177,10,canvas-session-002,orchid_engine,293,173,451,147,311,155,pointer-click:orchid_bay,True,True,True,True,True
178,10,canvas-session-002,moss_ward,252,180,100,296,234,198,pointer-click:rain_gate,True,True,True,True,True
179,10,canvas-session-002,glass_harbor,278,211,309,185,296,193,pointer-click:net_room,True,True,True,True,True
180,11,canvas-session-002,lichen_bridge,246,302,67,308,228,308,pointer-click:rope_bridge,True,True,True,True,True
181,11,canvas-session-002,orchid_engine,311,155,316,309,316,173,pointer-click:gear_wash,True,True,True,True,True
182,11,canvas-session-002,moss_ward,234,198,389,114,252,180,pointer-click:root_alcove,True,True,True,True,True
183,11,canvas-session-002,glass_harbor,296,193,126,359,278,211,pointer-click:lamp_pier,True,True,True,True,True
184,11,canvas-session-002,cinder_garden,228,252,210,372,210,270,pointer-click:ash_path,True,True,True,True,True
185,11,canvas-session-002,lichen_bridge,228,308,383,184,246,290,pointer-click:meal_room,True,True,True,True,True
186,11,canvas-session-002,orchid_engine,316,173,156,109,298,155,pointer-click:engine_ring,True,True,True,True,True
187,11,canvas-session-002,moss_ward,252,180,257,142,257,162,pointer-click:blanket_room,True,True,True,True,True
188,11,canvas-session-002,glass_harbor,278,211,454,101,296,193,pointer-click:fog_rail,True,True,True,True,True
189,11,canvas-session-002,cinder_garden,210,270,82,204,192,252,pointer-click:seed_shelf,True,True,True,True,True
190,11,canvas-session-002,lichen_bridge,246,290,251,357,251,308,pointer-click:signal_post,True,True,True,True,True
191,11,canvas-session-002,orchid_engine,298,155,456,150,316,150,pointer-click:orchid_bay,True,True,True,True,True
192,11,canvas-session-002,moss_ward,257,162,105,299,239,180,pointer-click:rain_gate,True,True,True,True,True
193,11,canvas-session-002,glass_harbor,296,193,273,188,278,188,pointer-click:net_room,True,True,True,True,True
194,11,canvas-session-002,cinder_garden,192,252,394,229,210,234,pointer-click:shade_tent,True,True,True,True,True
195,11,canvas-session-002,lichen_bridge,251,308,79,282,233,290,pointer-click:rope_bridge,True,True,True,True,True
196,11,canvas-session-002,orchid_engine,316,150,328,283,328,168,pointer-click:gear_wash,True,True,True,True,True
197,11,canvas-session-002,moss_ward,239,180,401,88,257,162,pointer-click:root_alcove,True,True,True,True,True
198,12,canvas-session-002,cinder_garden,210,234,215,334,215,252,pointer-click:ash_path,True,True,True,True,True
199,12,canvas-session-002,lichen_bridge,233,290,388,187,251,272,pointer-click:meal_room,True,True,True,True,True
200,12,canvas-session-002,orchid_engine,328,168,161,112,310,150,pointer-click:engine_ring,True,True,True,True,True
201,12,canvas-session-002,moss_ward,257,162,262,145,262,145,pointer-click:blanket_room,True,True,True,True,True
202,12,canvas-session-002,glass_harbor,278,188,418,104,296,170,pointer-click:fog_rail,True,True,True,True,True
203,12,canvas-session-002,cinder_garden,215,252,87,207,197,234,pointer-click:seed_shelf,True,True,True,True,True
204,12,canvas-session-002,lichen_bridge,251,272,256,360,256,290,pointer-click:signal_post,True,True,True,True,True
205,12,canvas-session-002,orchid_engine,310,150,461,153,328,153,pointer-click:orchid_bay,True,True,True,True,True
206,12,canvas-session-002,moss_ward,262,145,110,302,244,163,pointer-click:rain_gate,True,True,True,True,True
207,12,canvas-session-002,glass_harbor,296,170,278,191,278,188,pointer-click:net_room,True,True,True,True,True
208,12,canvas-session-002,cinder_garden,197,234,399,232,215,232,pointer-click:shade_tent,True,True,True,True,True
209,12,canvas-session-002,lichen_bridge,256,290,84,285,238,285,pointer-click:rope_bridge,True,True,True,True,True
210,12,canvas-session-002,orchid_engine,328,153,333,286,333,171,pointer-click:gear_wash,True,True,True,True,True
211,12,canvas-session-002,moss_ward,244,163,365,91,262,145,pointer-click:root_alcove,True,True,True,True,True
212,12,canvas-session-002,glass_harbor,278,188,102,336,260,206,pointer-click:lamp_pier,True,True,True,True,True
213,12,canvas-session-002,cinder_garden,215,232,227,349,227,250,pointer-click:ash_path,True,True,True,True,True
214,12,canvas-session-002,lichen_bridge,238,285,400,202,256,267,pointer-click:meal_room,True,True,True,True,True
215,12,canvas-session-002,orchid_engine,333,171,173,127,315,153,pointer-click:engine_ring,True,True,True,True,True
216,13,canvas-session-003,glass_harbor,260,206,423,107,278,188,pointer-click:fog_rail,True,True,True,True,True
217,13,canvas-session-003,cinder_garden,227,250,92,210,209,232,pointer-click:seed_shelf,True,True,True,True,True
218,13,canvas-session-003,lichen_bridge,256,267,261,363,261,285,pointer-click:signal_post,True,True,True,True,True
219,13,canvas-session-003,orchid_engine,315,153,466,156,333,156,pointer-click:orchid_bay,True,True,True,True,True
220,13,canvas-session-003,moss_ward,262,145,74,305,244,163,pointer-click:rain_gate,True,True,True,True,True
221,13,canvas-session-003,glass_harbor,278,188,283,194,283,194,pointer-click:net_room,True,True,True,True,True
222,13,canvas-session-003,cinder_garden,209,232,404,235,227,235,pointer-click:shade_tent,True,True,True,True,True
223,13,canvas-session-003,lichen_bridge,261,285,89,288,243,288,pointer-click:rope_bridge,True,True,True,True,True
224,13,canvas-session-003,orchid_engine,333,156,338,289,338,174,pointer-click:gear_wash,True,True,True,True,True
225,13,canvas-session-003,moss_ward,244,163,370,94,262,145,pointer-click:root_alcove,True,True,True,True,True
226,13,canvas-session-003,glass_harbor,283,194,107,339,265,212,pointer-click:lamp_pier,True,True,True,True,True
227,13,canvas-session-003,cinder_garden,227,235,232,352,232,253,pointer-click:ash_path,True,True,True,True,True
228,13,canvas-session-003,lichen_bridge,243,288,405,205,261,270,pointer-click:meal_room,True,True,True,True,True
229,13,canvas-session-003,orchid_engine,338,174,137,130,320,156,pointer-click:engine_ring,True,True,True,True,True
230,13,canvas-session-003,moss_ward,262,145,238,163,244,163,pointer-click:blanket_room,True,True,True,True,True
231,13,canvas-session-003,glass_harbor,265,212,435,122,283,194,pointer-click:fog_rail,True,True,True,True,True
232,13,canvas-session-003,cinder_garden,232,253,104,225,214,235,pointer-click:seed_shelf,True,True,True,True,True
233,13,canvas-session-003,lichen_bridge,261,270,273,378,273,288,pointer-click:signal_post,True,True,True,True,True
234,14,canvas-session-003,moss_ward,244,163,79,308,226,181,pointer-click:rain_gate,True,True,True,True,True
235,14,canvas-session-003,glass_harbor,283,194,288,197,288,197,pointer-click:net_room,True,True,True,True,True
236,14,canvas-session-003,cinder_garden,214,235,409,238,232,238,pointer-click:shade_tent,True,True,True,True,True
237,14,canvas-session-003,lichen_bridge,273,288,94,291,255,291,pointer-click:rope_bridge,True,True,True,True,True
238,14,canvas-session-003,orchid_engine,320,156,302,292,302,174,pointer-click:gear_wash,True,True,True,True,True
239,14,canvas-session-003,moss_ward,226,181,375,97,244,163,pointer-click:root_alcove,True,True,True,True,True
240,14,canvas-session-003,glass_harbor,288,197,112,342,270,215,pointer-click:lamp_pier,True,True,True,True,True
241,14,canvas-session-003,cinder_garden,232,238,237,355,237,256,pointer-click:ash_path,True,True,True,True,True
242,14,canvas-session-003,lichen_bridge,255,291,410,208,273,273,pointer-click:meal_room,True,True,True,True,True
243,14,canvas-session-003,orchid_engine,302,174,142,133,284,156,pointer-click:engine_ring,True,True,True,True,True
244,14,canvas-session-003,moss_ward,244,163,243,166,243,166,pointer-click:blanket_room,True,True,True,True,True
245,14,canvas-session-003,glass_harbor,270,215,440,125,288,197,pointer-click:fog_rail,True,True,True,True,True
246,14,canvas-session-003,cinder_garden,237,256,109,228,219,238,pointer-click:seed_shelf,True,True,True,True,True
247,14,canvas-session-003,lichen_bridge,273,273,237,381,255,291,pointer-click:signal_post,True,True,True,True,True
248,14,canvas-session-003,orchid_engine,284,156,442,174,302,174,pointer-click:orchid_bay,True,True,True,True,True
249,14,canvas-session-003,moss_ward,243,166,91,323,225,184,pointer-click:rain_gate,True,True,True,True,True
250,14,canvas-session-003,glass_harbor,288,197,300,212,300,212,pointer-click:net_room,True,True,True,True,True
251,14,canvas-session-003,cinder_garden,219,238,421,253,237,253,pointer-click:shade_tent,True,True,True,True,True
252,15,canvas-session-003,orchid_engine,302,174,307,295,307,192,pointer-click:gear_wash,True,True,True,True,True
253,15,canvas-session-003,moss_ward,225,184,380,100,243,166,pointer-click:root_alcove,True,True,True,True,True
254,15,canvas-session-003,glass_harbor,300,212,117,345,282,230,pointer-click:lamp_pier,True,True,True,True,True
255,15,canvas-session-003,cinder_garden,237,253,242,358,242,271,pointer-click:ash_path,True,True,True,True,True
256,15,canvas-session-003,lichen_bridge,255,291,374,211,273,273,pointer-click:meal_room,True,True,True,True,True
257,15,canvas-session-003,orchid_engine,307,192,147,136,289,174,pointer-click:engine_ring,True,True,True,True,True
258,15,canvas-session-003,moss_ward,243,166,248,169,248,169,pointer-click:blanket_room,True,True,True,True,True
259,15,canvas-session-003,glass_harbor,282,230,445,128,300,212,pointer-click:fog_rail,True,True,True,True,True
