environment,surface,scenario,architecture,boundary_signature,latent_signature,total_reward,mean_reward,risky_count,safe_count,failed_risky_count,success_rate,latent_mean,latent_std,latent_self_accuracy,latent_world_accuracy,latent_control_accuracy,parameter_count,uses_probe_rate,training_return,optimized_steps,selected_weights
homeostatic_viability,hidden integrity controls future option value,agent_shared,gated_scalar_rnn,agent_bounded_cross_env,agent_bounded_candidate,41936.0,83.872,1048,952,0,1.0,0.04405602597731579,0.9211396669894609,1.0,0.538,1.0,4,1.0,87.93795317956926,19,"-0.006,-1.121,2.336,0.180"
homeostatic_viability,hidden integrity controls future option value,agent_shared,two_unit_rnn,agent_bounded_cross_env,agent_bounded_candidate,41936.0,83.872,1048,952,0,1.0,0.09555763330988354,1.976655607319227,1.0,0.538,1.0,7,1.0,88.55122126186136,17,"0.011,0.540,2.149,-0.015,0.387,-2.196,0.065"
homeostatic_viability,hidden integrity controls future option value,world_shared,scalar_rnn,external_cross_env,external_candidate,41312.0,82.624,1016,984,0,1.0,0.016141157902082745,0.9900814675814209,0.558,1.0,1.0,4,1.0,85.45305144094023,16,"0.015,0.532,2.140,0.028"
homeostatic_viability,hidden integrity controls future option value,world_shared,gated_scalar_rnn,external_cross_env,external_candidate,41312.0,82.624,1016,984,0,1.0,0.014517269104250793,0.9212207199570259,0.558,1.0,1.0,4,1.0,85.11991247608634,19,"-0.006,-1.113,2.333,0.193"
homeostatic_viability,hidden integrity controls future option value,world_shared,two_unit_rnn,external_cross_env,external_candidate,41312.0,82.624,1016,984,0,1.0,0.03222369850343608,1.9784937435275012,0.558,1.0,1.0,7,1.0,85.74321275314387,17,"0.011,0.538,2.147,-0.015,0.384,-2.193,0.077"
homeostatic_viability,hidden integrity controls future option value,independent_hidden,scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,22000.0,44.0,0,2000,0,0.0,0.0,0.0,0.51,0.542,0.792,4,0.0,44.0,0,"0.000,0.000,0.000,6.000"
homeostatic_viability,hidden integrity controls future option value,independent_hidden,gated_scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,22000.0,44.0,0,2000,0,0.0,0.0,0.0,0.51,0.542,0.792,4,0.0,44.0,0,"0.000,0.000,0.000,6.000"
homeostatic_viability,hidden integrity controls future option value,independent_hidden,two_unit_rnn,no_shared_agent_boundary,no_shared_agent_boundary,22000.0,44.0,0,2000,0,0.0,0.0,0.0,0.51,0.542,0.792,7,0.0,44.0,0,"0.000,0.000,0.000,0.000,0.000,0.000,6.000"
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,scalar_rnn,no_shared_agent_boundary,no_hidden_needed,61000.0,122.0,2000,0,0,1.0,0.0,0.0,0.552,0.506,0.5,4,0.0,121.99999999999999,0,"0.000,0.000,0.000,-6.000"
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,gated_scalar_rnn,no_shared_agent_boundary,no_hidden_needed,61000.0,122.0,2000,0,0,1.0,0.0,0.0,0.552,0.506,0.5,4,0.0,121.99999999999999,0,"0.000,0.000,0.000,-6.000"
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,two_unit_rnn,no_shared_agent_boundary,no_hidden_needed,61000.0,122.0,2000,0,0,1.0,0.0,0.0,0.552,0.506,0.5,7,0.0,121.99999999999999,0,"0.000,0.000,0.000,0.000,0.000,0.000,-6.000"
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,scalar_rnn,agent_bounded_cross_env,agent_bounded_candidate,44340.0,88.68,1120,880,0,1.0,0.11916705028954123,0.983605351067212,1.0,0.57,1.0,4,1.0,89.33136114913565,16,"0.015,0.546,2.155,0.017"
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,gated_scalar_rnn,agent_bounded_cross_env,agent_bounded_candidate,44340.0,88.68,1120,880,0,1.0,0.11043218642663163,0.9153733267539619,1.0,0.57,1.0,4,1.0,89.00664950741161,19,"-0.006,-1.120,2.336,0.183"
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,two_unit_rnn,agent_bounded_cross_env,agent_bounded_candidate,44340.0,88.68,1120,880,0,1.0,0.23803361155386843,1.9645713913543434,1.0,0.57,1.0,7,1.0,89.61522787956173,17,"0.011,0.539,2.148,-0.015,0.386,-2.195,0.067"
sensor_frame,hidden body frame controls observation-action mapping,world_shared,scalar_rnn,external_cross_env,external_candidate,44340.0,88.68,1120,880,0,1.0,0.11915591341209422,0.9836101720787613,0.518,1.0,1.0,4,1.0,84.64962032133104,16,"0.014,0.546,2.155,0.049"
sensor_frame,hidden body frame controls observation-action mapping,world_shared,gated_scalar_rnn,external_cross_env,external_candidate,44340.0,88.68,1120,880,0,1.0,0.11026674695159366,0.9141928229481192,0.518,1.0,1.0,4,1.0,84.31521753294862,19,"-0.007,-1.108,2.331,0.203"
sensor_frame,hidden body frame controls observation-action mapping,world_shared,two_unit_rnn,external_cross_env,external_candidate,44340.0,88.68,1120,880,0,1.0,0.23801821313595706,1.964631754121259,0.518,1.0,1.0,7,1.0,84.935220310668,17,"0.011,0.540,2.149,-0.014,0.386,-2.196,0.087"
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,23000.0,46.0,0,2000,0,0.0,0.0,0.0,0.566,0.522,0.732,4,0.0,46.0,0,"0.000,0.000,0.000,6.000"
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,gated_scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,23000.0,46.0,0,2000,0,0.0,0.0,0.0,0.566,0.522,0.732,4,0.0,46.0,0,"0.000,0.000,0.000,6.000"
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,two_unit_rnn,no_shared_agent_boundary,no_shared_agent_boundary,23000.0,46.0,0,2000,0,0.0,0.0,0.0,0.566,0.522,0.732,7,0.0,46.0,0,"0.000,0.000,0.000,0.000,0.000,0.000,6.000"
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,scalar_rnn,no_shared_agent_boundary,no_hidden_needed,62000.0,124.0,2000,0,0,1.0,0.0,0.0,0.512,0.568,0.5,4,0.0,123.99999999999999,0,"0.000,0.000,0.000,-6.000"
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,gated_scalar_rnn,no_shared_agent_boundary,no_hidden_needed,62000.0,124.0,2000,0,0,1.0,0.0,0.0,0.512,0.568,0.5,4,0.0,123.99999999999999,0,"0.000,0.000,0.000,-6.000"
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,two_unit_rnn,no_shared_agent_boundary,no_hidden_needed,62000.0,124.0,2000,0,0,1.0,0.0,0.0,0.512,0.568,0.5,7,0.0,123.99999999999999,0,"0.000,0.000,0.000,0.000,0.000,0.000,-6.000"
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,scalar_rnn,agent_bounded_cross_env,agent_bounded_candidate,42750.0,85.5,1160,840,0,1.0,0.15873754839303256,0.9775748749576508,1.0,0.536,1.0,4,1.0,79.96276559103457,16,"0.014,0.535,2.143,0.044"
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,gated_scalar_rnn,agent_bounded_cross_env,agent_bounded_candidate,42750.0,85.5,1160,840,0,1.0,0.14705309981351614,0.9087326015369575,1.0,0.536,1.0,4,1.0,79.63055689676828,19,"-0.007,-1.106,2.330,0.210"
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,two_unit_rnn,agent_bounded_cross_env,agent_bounded_candidate,42750.0,85.5,1160,840,0,1.0,0.31738466543935817,1.9551601091318744,1.0,0.536,1.0,7,1.0,80.24923044069205,17,"0.010,0.559,2.168,-0.014,0.410,-2.220,0.094"
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,scalar_rnn,external_cross_env,external_candidate,41925.0,83.85,1116,884,0,1.0,0.11514951932848506,0.9835140291205225,0.55,1.0,1.0,4,1.0,80.86398921228789,16,"0.014,0.532,2.140,0.055"
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,gated_scalar_rnn,external_cross_env,external_candidate,41925.0,83.85,1116,884,0,1.0,0.10656828751065435,0.9145246731404207,0.55,1.0,1.0,4,1.0,80.53151612971705,19,"-0.007,-1.107,2.331,0.206"
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,two_unit_rnn,external_cross_env,external_candidate,41925.0,83.85,1116,884,0,1.0,0.23010718928624935,1.9656718054683398,0.55,1.0,1.0,7,1.0,81.14922410658606,17,"0.011,0.541,2.150,-0.014,0.388,-2.197,0.090"
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,21500.0,43.0,0,2000,0,0.0,0.0,0.0,0.53,0.574,0.754,4,0.0,42.99999999999999,0,"0.000,0.000,0.000,6.000"
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,gated_scalar_rnn,no_shared_agent_boundary,no_shared_agent_boundary,21500.0,43.0,0,2000,0,0.0,0.0,0.0,0.53,0.574,0.754,4,0.0,42.99999999999999,0,"0.000,0.000,0.000,6.000"
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,two_unit_rnn,no_shared_agent_boundary,no_shared_agent_boundary,21500.0,43.0,0,2000,0,0.0,0.0,0.0,0.53,0.574,0.754,7,0.0,42.99999999999999,0,"0.000,0.000,0.000,0.000,0.000,0.000,6.000"
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,scalar_rnn,no_shared_agent_boundary,no_hidden_needed,59000.0,118.0,2000,0,0,1.0,0.0,0.0,0.586,0.584,0.5,4,0.0,117.99999999999999,0,"0.000,0.000,0.000,-6.000"
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,gated_scalar_rnn,no_shared_agent_boundary,no_hidden_needed,59000.0,118.0,2000,0,0,1.0,0.0,0.0,0.586,0.584,0.5,4,0.0,117.99999999999999,0,"0.000,0.000,0.000,-6.000"
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,two_unit_rnn,no_shared_agent_boundary,no_hidden_needed,59000.0,118.0,2000,0,0,1.0,0.0,0.0,0.586,0.584,0.5,7,0.0,117.99999999999999,0,"0.000,0.000,0.000,0.000,0.000,0.000,-6.000"
