tick_id,day,agent_id,input_id,user_intent,utterance,input_visible,send_button_clicked,localstorage_conversation_key,text_event_bound,avatar_position_bound
194,17,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
196,17,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
197,17,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
199,17,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
202,17,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
204,18,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
206,18,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
209,18,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
211,18,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
212,18,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
214,18,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
216,19,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
217,19,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
218,19,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
221,19,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
223,19,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
226,19,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
228,20,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
230,20,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
233,20,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
234,20,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
235,20,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
238,20,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
240,21,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
242,21,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
245,21,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
247,21,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
250,21,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
251,21,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
252,22,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
254,22,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
256,22,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
257,22,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
259,22,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
262,22,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
264,23,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
266,23,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
269,23,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
271,23,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
274,23,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
276,24,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
278,24,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
281,24,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
283,24,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
286,24,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
288,25,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
290,25,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
293,25,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
295,25,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
298,25,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
300,26,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
302,26,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
305,26,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
307,26,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
310,26,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
312,27,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
314,27,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
317,27,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
319,27,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
322,27,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
324,28,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
326,28,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
329,28,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
331,28,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
332,28,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
334,28,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
336,29,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
337,29,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
338,29,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
341,29,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
343,29,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
346,29,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
348,30,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
350,30,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
353,30,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
354,30,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
355,30,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
358,30,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
360,31,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
362,31,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
365,31,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
367,31,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
370,31,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
371,31,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
372,32,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
374,32,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
376,32,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
377,32,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
379,32,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
382,32,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
384,33,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
386,33,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
387,33,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
389,33,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
391,33,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
393,33,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
394,33,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
396,34,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
398,34,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
401,34,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
403,34,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
406,34,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
408,35,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
410,35,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
413,35,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
415,35,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
418,35,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
420,36,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
422,36,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
425,36,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
427,36,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
430,36,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
432,37,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
434,37,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
437,37,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
439,37,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
442,37,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
444,38,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
446,38,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
449,38,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
451,38,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
454,38,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
456,39,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
457,39,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
458,39,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
461,39,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
463,39,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
466,39,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
468,40,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
470,40,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
473,40,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
474,40,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
475,40,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
478,40,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
480,41,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
482,41,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
485,41,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
487,41,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
490,41,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
491,41,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
492,42,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
494,42,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
496,42,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
497,42,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
499,42,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
502,42,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
504,43,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
506,43,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
507,43,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
