tick_id,day,conflict_id,parties,rule,selected_allocation,fairness_score,residual_resentment,appeal_available,overruled,calibrated_not_paranoid
44,3,c03-04-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
45,3,c03-05-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
46,3,c03-06-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
47,3,c03-07-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
48,3,c03-08-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
49,3,c03-09-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
50,3,c03-10-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
51,3,c03-11-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
52,3,c03-12-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
53,3,c03-13-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
54,3,c03-14-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
55,3,c03-15-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
56,3,c03-16-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
57,3,c03-17-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
58,3,c03-18-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
59,3,c03-19-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
60,4,c04-00-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
61,4,c04-01-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.3604,True,False,True
62,4,c04-02-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.366,True,False,True
63,4,c04-03-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
64,4,c04-04-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.338,True,False,True
65,4,c04-05-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
66,4,c04-06-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.369074,True,False,True
67,4,c04-07-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.3604,True,False,True
68,4,c04-08-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.368839,True,True,True
69,4,c04-09-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.363427,True,False,True
70,4,c04-10-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
71,4,c04-11-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.363427,True,False,True
72,4,c04-12-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
73,4,c04-13-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.36648,True,False,True
74,4,c04-14-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.432175,True,False,True
75,4,c04-15-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
76,4,c04-16-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.431937,True,False,True
77,4,c04-17-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
78,4,c04-18-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.375805,False,False,True
79,4,c04-19-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.36648,True,False,True
80,5,c05-00-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.4372,True,False,True
81,5,c05-01-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.369559,True,False,True
82,5,c05-02-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
83,5,c05-03-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.3772,True,False,True
84,5,c05-04-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
85,5,c05-05-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.372663,True,True,True
86,5,c05-06-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.3772,True,False,True
87,5,c05-07-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.7,0.380368,True,False,False
88,5,c05-08-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.440872,True,False,True
89,5,c05-09-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
90,5,c05-10-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.380368,True,False,True
91,5,c05-11-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
92,5,c05-12-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.444576,True,False,True
93,5,c05-13-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.375793,True,False,True
94,5,c05-14-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
95,5,c05-15-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.383564,True,False,True
96,5,c05-16-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
97,5,c05-17-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.37895,True,False,True
98,5,c05-18-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.383564,True,False,True
99,5,c05-19-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.386786,True,False,True
100,6,c06-00-flood_bridge_market_route-oil,"Milo,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.426,True,False,True
101,6,c06-01-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
102,6,c06-02-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
103,6,c06-03-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
104,6,c06-04-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
105,6,c06-05-archive_public_kiosk-ink,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.3716,True,False,True
106,6,c06-06-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
107,6,c06-07-greenhouse_heat_loop-copper,"Milo,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.3716,True,False,True
108,6,c06-08-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
109,6,c06-09-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
110,6,c06-10-dusk_signal_court-rope,"Fay,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.338,True,False,True
111,6,c06-11-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
112,6,c06-12-flood_bridge_market_route-oil,"Milo,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.369578,True,False,True
113,6,c06-13-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
114,6,c06-14-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
115,6,c06-15-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
116,6,c06-16-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
117,6,c06-17-archive_public_kiosk-ink,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.434721,False,False,True
118,6,c06-18-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
119,6,c06-19-greenhouse_heat_loop-copper,"Milo,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.434721,True,True,True
120,7,c07-00-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.378962,True,False,True
121,7,c07-01-archive_public_kiosk-thread,"Fay,Fay",none,none,1.0,0.0,False,False,True
122,7,c07-02-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.375566,True,False,True
123,7,c07-03-greenhouse_heat_loop-water,"Fay,Nia",none,none,1.0,0.0,False,False,True
124,7,c07-04-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.442145,True,False,True
125,7,c07-05-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.368839,True,False,True
126,7,c07-06-dusk_signal_court-oil,"Ari,Ari",none,none,1.0,0.0,False,False,True
127,7,c07-07-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.369559,True,False,True
128,7,c07-08-flood_bridge_market_route-planks,"Nia,Milo",none,none,1.0,0.0,False,False,True
129,7,c07-09-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.371937,True,False,True
130,7,c07-10-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.37872,False,False,True
131,7,c07-11-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.372663,True,False,True
132,7,c07-12-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.445859,True,False,True
133,7,c07-13-archive_public_kiosk-thread,"Fay,Fay",none,none,1.0,0.0,False,False,True
134,7,c07-14-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.381902,True,False,True
135,7,c07-15-greenhouse_heat_loop-water,"Fay,Nia",none,none,1.0,0.0,False,False,True
136,7,c07-16-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.389604,True,True,True
137,7,c07-17-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.435062,True,False,True
138,7,c07-18-dusk_signal_court-oil,"Ari,Ari",none,none,1.0,0.0,False,False,True
139,7,c07-19-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.375793,True,False,True
140,8,c08-00-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
141,8,c08-01-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
142,8,c08-02-dusk_signal_court-wire,"Milo,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.3772,True,False,True
143,8,c08-03-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
144,8,c08-04-flood_bridge_market_route-resin,"Ari,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.390035,True,False,True
145,8,c08-05-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
146,8,c08-06-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
147,8,c08-07-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
148,8,c08-08-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
149,8,c08-09-archive_public_kiosk-glass,"Milo,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.338,True,False,True
150,8,c08-10-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
151,8,c08-11-greenhouse_heat_loop-compost,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.386786,True,False,True
152,8,c08-12-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
153,8,c08-13-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
154,8,c08-14-dusk_signal_court-wire,"Milo,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.440368,True,False,True
155,8,c08-15-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
156,8,c08-16-flood_bridge_market_route-resin,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.453311,False,False,True
157,8,c08-17-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
158,8,c08-18-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
159,8,c08-19-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
160,9,c09-00-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
161,9,c09-01-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.382133,True,False,True
162,9,c09-02-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.390035,True,False,True
163,9,c09-03-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.397119,True,False,True
164,9,c09-04-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.38831,True,False,True
165,9,c09-05-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
166,9,c09-06-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.393311,True,False,True
167,9,c09-07-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
168,9,c09-08-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.391572,True,False,True
169,9,c09-09-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.445343,False,False,True
170,9,c09-10-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
171,9,c09-11-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.460454,True,False,True
172,9,c09-12-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
173,9,c09-13-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.389084,True,False,True
174,9,c09-14-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.77,0.396615,True,False,False
175,9,c09-15-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.404322,True,False,True
176,9,c09-16-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.394861,True,False,True
177,9,c09-17-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
178,9,c09-18-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.459946,True,False,True
179,9,c09-19-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
180,10,c10-00-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.392877,True,False,True
181,10,c10-01-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.392352,True,False,True
182,10,c10-02-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.37391,False,False,True
183,10,c10-03-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.37895,True,False,True
184,10,c10-04-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
185,10,c10-05-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.395648,True,False,True
186,10,c10-06-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
187,10,c10-07-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.382133,True,True,True
188,10,c10-08-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.396177,True,False,True
189,10,c10-09-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
190,10,c10-10-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.377051,True,False,True
191,10,c10-11-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
192,10,c10-12-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.399505,True,False,True
193,10,c10-13-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.398971,True,False,True
194,10,c10-14-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.380218,True,False,True
195,10,c10-15-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.385343,False,False,True
196,10,c10-16-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
197,10,c10-17-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.402323,True,False,True
198,10,c10-18-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
199,10,c10-19-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.38858,True,False,True
200,11,c11-00-archive_public_kiosk-ink,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.366,True,False,True
201,11,c11-01-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
202,11,c11-02-greenhouse_heat_loop-copper,"Milo,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.372683,True,False,True
203,11,c11-03-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
204,11,c11-04-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
205,11,c11-05-dusk_signal_court-rope,"Fay,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.366,True,False,True
206,11,c11-06-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
207,11,c11-07-flood_bridge_market_route-oil,"Milo,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.368839,True,False,True
208,11,c11-08-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
209,11,c11-09-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
210,11,c11-10-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
211,11,c11-11-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
212,11,c11-12-archive_public_kiosk-ink,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.369074,True,False,True
213,11,c11-13-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
214,11,c11-14-greenhouse_heat_loop-copper,"Milo,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.375813,True,False,True
215,11,c11-15-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
216,11,c11-16-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
217,11,c11-17-dusk_signal_court-rope,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.429074,True,False,True
218,11,c11-18-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
219,11,c11-19-flood_bridge_market_route-oil,"Milo,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.431937,True,False,True
220,12,c12-00-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.398178,True,False,True
221,12,c12-01-dusk_signal_court-oil,"Ari,Fay",none,none,1.0,0.0,False,False,True
222,12,c12-02-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.372679,True,False,True
223,12,c12-03-flood_bridge_market_route-planks,"Nia,Nia",none,none,1.0,0.0,False,False,True
224,12,c12-04-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.401523,True,False,True
225,12,c12-05-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.372175,True,False,True
226,12,c12-06-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.375809,True,False,True
227,12,c12-07-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.338,True,False,True
228,12,c12-08-archive_public_kiosk-thread,"Fay,Milo",none,none,1.0,0.0,False,False,True
229,12,c12-09-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.375301,True,False,True
230,12,c12-10-greenhouse_heat_loop-water,"Fay,Ari",none,none,1.0,0.0,False,False,True
231,12,c12-11-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.368839,True,False,True
232,12,c12-12-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.77,0.464896,True,False,False
233,12,c12-13-dusk_signal_court-oil,"Ari,Fay",none,none,1.0,0.0,False,False,True
234,12,c12-14-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.378966,False,False,True
235,12,c12-15-flood_bridge_market_route-planks,"Nia,Nia",none,none,1.0,0.0,False,False,True
236,12,c12-16-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.468801,True,False,True
237,12,c12-17-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.378453,True,False,True
238,12,c12-18-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.382149,True,True,True
239,12,c12-19-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.371937,True,False,True
240,13,c13-00-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
241,13,c13-01-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
242,13,c13-02-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
243,13,c13-03-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
