tick_id,day,agent,infrastructure_id,public_memory_key,remembered_stock,remembered_durability,remembered_tool,remembered_failure,private_workspace_sealed,replay_pointer
27,2,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day2,oil:16.18,durability:0.80,wire crimper:0.74,none,True,replay:27:dusk_signal_workshop
28,2,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day2,planks:22.20,durability:0.80,drawknife:0.92,none,True,replay:28:river_mill_bridge
29,2,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day2,water:42.41,durability:0.76,glass tongs:0.78,none,True,replay:29:roof_greenhouse_cistern
30,2,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day2,paper:18.45,durability:0.81,binding awl:0.75,none,True,replay:30:archive_public_kiosk
31,2,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day2,oil:16.18,durability:0.80,wire crimper:0.73,none,True,replay:31:dusk_signal_workshop
32,2,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day2,planks:22.27,durability:0.79,drawknife:0.91,none,True,replay:32:river_mill_bridge
33,2,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day2,water:42.41,durability:0.75,glass tongs:0.78,none,True,replay:33:roof_greenhouse_cistern
34,2,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day2,paper:18.62,durability:0.79,binding awl:0.74,none,True,replay:34:archive_public_kiosk
35,2,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day2,oil:16.18,durability:0.79,wire crimper:0.73,none,True,replay:35:dusk_signal_workshop
36,3,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day3,planks:22.27,durability:0.78,drawknife:0.91,none,True,replay:36:river_mill_bridge
37,3,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day3,water:42.41,durability:0.75,glass tongs:0.77,none,True,replay:37:roof_greenhouse_cistern
38,3,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day3,paper:18.71,durability:0.78,binding awl:0.73,none,True,replay:38:archive_public_kiosk
39,3,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day3,oil:16.18,durability:0.78,wire crimper:0.73,none,True,replay:39:dusk_signal_workshop
40,3,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day3,planks:22.27,durability:0.78,drawknife:0.90,none,True,replay:40:river_mill_bridge
41,3,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day3,water:42.41,durability:0.74,glass tongs:0.76,none,True,replay:41:roof_greenhouse_cistern
42,3,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day3,paper:18.71,durability:0.77,binding awl:0.73,none,True,replay:42:archive_public_kiosk
43,3,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day3,oil:16.18,durability:0.77,wire crimper:0.73,none,True,replay:43:dusk_signal_workshop
44,3,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day3,planks:22.43,durability:0.77,drawknife:0.89,none,True,replay:44:river_mill_bridge
45,3,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day3,water:42.41,durability:0.73,glass tongs:0.76,none,True,replay:45:roof_greenhouse_cistern
46,3,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day3,paper:18.71,durability:0.77,binding awl:0.73,none,True,replay:46:archive_public_kiosk
47,3,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day3,oil:16.30,durability:0.76,wire crimper:0.72,none,True,replay:47:dusk_signal_workshop
48,3,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day3,planks:22.43,durability:0.76,drawknife:0.89,none,True,replay:48:river_mill_bridge
49,3,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day3,water:42.41,durability:0.73,glass tongs:0.76,none,True,replay:49:roof_greenhouse_cistern
50,3,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day3,paper:18.80,durability:0.76,binding awl:0.72,none,True,replay:50:archive_public_kiosk
51,3,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day3,oil:16.30,durability:0.75,wire crimper:0.72,none,True,replay:51:dusk_signal_workshop
52,3,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day3,planks:22.43,durability:0.75,drawknife:0.89,none,True,replay:52:river_mill_bridge
53,3,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day3,water:42.41,durability:0.72,glass tongs:0.76,none,True,replay:53:roof_greenhouse_cistern
54,4,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day4,oil:16.30,durability:0.75,wire crimper:0.72,none,True,replay:54:dusk_signal_workshop
55,4,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day4,planks:22.43,durability:0.75,drawknife:0.89,none,True,replay:55:river_mill_bridge
56,4,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day4,water:42.58,durability:0.71,glass tongs:0.75,none,True,replay:56:roof_greenhouse_cistern
57,4,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day4,paper:18.80,durability:0.75,binding awl:0.72,none,True,replay:57:archive_public_kiosk
58,4,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day4,oil:16.30,durability:0.74,wire crimper:0.71,none,True,replay:58:dusk_signal_workshop
59,4,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day4,planks:22.56,durability:0.73,drawknife:0.88,none,True,replay:59:river_mill_bridge
60,4,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day4,water:42.58,durability:0.70,glass tongs:0.75,none,True,replay:60:roof_greenhouse_cistern
61,4,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day4,paper:18.80,durability:0.75,binding awl:0.72,none,True,replay:61:archive_public_kiosk
62,4,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day4,oil:16.41,durability:0.73,wire crimper:0.70,none,True,replay:62:dusk_signal_workshop
63,4,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day4,planks:22.56,durability:0.73,drawknife:0.88,none,True,replay:63:river_mill_bridge
64,4,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day4,water:42.58,durability:0.70,glass tongs:0.75,none,True,replay:64:roof_greenhouse_cistern
65,4,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day4,paper:19.00,durability:0.73,binding awl:0.71,none,True,replay:65:archive_public_kiosk
66,4,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day4,oil:16.41,durability:0.73,wire crimper:0.70,none,True,replay:66:dusk_signal_workshop
67,4,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day4,planks:22.56,durability:0.72,drawknife:0.88,none,True,replay:67:river_mill_bridge
68,4,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day4,water:42.75,durability:0.68,glass tongs:0.74,none,True,replay:68:roof_greenhouse_cistern
69,4,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day4,paper:19.00,durability:0.72,binding awl:0.82,none,True,replay:69:archive_public_kiosk
70,4,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day4,oil:16.41,durability:0.72,wire crimper:0.70,none,True,replay:70:dusk_signal_workshop
71,4,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day4,planks:22.56,durability:0.72,drawknife:0.87,none,True,replay:71:river_mill_bridge
72,5,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day5,water:42.65,durability:0.75,glass tongs:0.73,none,True,replay:72:roof_greenhouse_cistern
73,5,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day5,paper:19.00,durability:0.72,binding awl:0.82,none,True,replay:73:archive_public_kiosk
74,5,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day5,oil:16.59,durability:0.71,wire crimper:0.69,none,True,replay:74:dusk_signal_workshop
75,5,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day5,planks:22.56,durability:0.71,drawknife:0.87,none,True,replay:75:river_mill_bridge
76,5,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day5,water:42.78,durability:0.74,glass tongs:0.73,none,True,replay:76:roof_greenhouse_cistern
77,5,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day5,paper:19.15,durability:0.70,binding awl:0.81,none,True,replay:77:archive_public_kiosk
78,5,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day5,oil:16.59,durability:0.71,wire crimper:0.69,none,True,replay:78:dusk_signal_workshop
79,5,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day5,planks:22.56,durability:0.71,drawknife:0.87,none,True,replay:79:river_mill_bridge
80,5,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day5,water:42.89,durability:0.73,glass tongs:0.72,none,True,replay:80:roof_greenhouse_cistern
81,5,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day5,paper:19.15,durability:0.70,binding awl:0.81,none,True,replay:81:archive_public_kiosk
82,5,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day5,oil:16.59,durability:0.70,wire crimper:0.69,none,True,replay:82:dusk_signal_workshop
83,5,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day5,planks:22.63,durability:0.70,drawknife:0.86,none,True,replay:83:river_mill_bridge
84,5,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day5,water:42.89,durability:0.72,glass tongs:0.71,none,True,replay:84:roof_greenhouse_cistern
85,5,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day5,paper:19.32,durability:0.68,binding awl:0.80,none,True,replay:85:archive_public_kiosk
86,5,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day5,oil:16.78,durability:0.69,wire crimper:0.68,none,True,replay:86:dusk_signal_workshop
87,5,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day5,planks:22.68,durability:0.69,drawknife:0.85,none,True,replay:87:river_mill_bridge
88,5,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day5,water:42.89,durability:0.72,glass tongs:0.71,none,True,replay:88:roof_greenhouse_cistern
89,5,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day5,paper:19.32,durability:0.68,binding awl:0.80,none,True,replay:89:archive_public_kiosk
90,6,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day6,oil:16.78,durability:0.68,wire crimper:0.79,none,True,replay:90:dusk_signal_workshop
91,6,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day6,planks:22.68,durability:0.68,drawknife:0.85,none,True,replay:91:river_mill_bridge
92,6,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day6,water:42.95,durability:0.71,glass tongs:0.70,none,True,replay:92:roof_greenhouse_cistern
93,6,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day6,paper:19.32,durability:0.67,binding awl:0.79,none,True,replay:93:archive_public_kiosk
94,6,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day6,oil:16.78,durability:0.67,wire crimper:0.79,none,True,replay:94:dusk_signal_workshop
95,6,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day6,planks:22.84,durability:0.67,drawknife:0.84,none,True,replay:95:river_mill_bridge
96,6,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day6,water:42.95,durability:0.70,glass tongs:0.70,none,True,replay:96:roof_greenhouse_cistern
97,6,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day6,paper:19.32,durability:0.66,binding awl:0.79,none,True,replay:97:archive_public_kiosk
98,6,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day6,oil:16.90,durability:0.66,wire crimper:0.78,none,True,replay:98:dusk_signal_workshop
99,6,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day6,planks:22.74,durability:0.74,drawknife:0.84,none,True,replay:99:river_mill_bridge
100,6,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day6,water:42.90,durability:0.69,glass tongs:0.70,none,True,replay:100:roof_greenhouse_cistern
101,6,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day6,paper:19.41,durability:0.65,binding awl:0.78,none,True,replay:101:archive_public_kiosk
102,6,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day6,oil:16.90,durability:0.65,wire crimper:0.78,none,True,replay:102:dusk_signal_workshop
103,6,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day6,planks:22.74,durability:0.73,drawknife:0.84,none,True,replay:103:river_mill_bridge
104,6,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day6,water:42.95,durability:0.68,glass tongs:0.69,none,True,replay:104:roof_greenhouse_cistern
105,6,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day6,paper:19.41,durability:0.65,binding awl:0.78,none,True,replay:105:archive_public_kiosk
106,6,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day6,oil:16.90,durability:0.65,wire crimper:0.78,none,True,replay:106:dusk_signal_workshop
107,6,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day6,planks:22.64,durability:0.80,drawknife:0.83,none,True,replay:107:river_mill_bridge
108,7,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day7,water:42.95,durability:0.68,glass tongs:0.69,none,True,replay:108:roof_greenhouse_cistern
109,7,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day7,paper:19.47,durability:0.63,binding awl:0.77,none,True,replay:109:archive_public_kiosk
110,7,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day7,oil:17.04,durability:0.63,wire crimper:0.77,none,True,replay:110:dusk_signal_workshop
111,7,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day7,planks:22.78,durability:0.79,drawknife:0.83,none,True,replay:111:river_mill_bridge
112,7,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day7,water:42.95,durability:0.67,glass tongs:0.69,none,True,replay:112:roof_greenhouse_cistern
113,7,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day7,paper:19.57,durability:0.62,binding awl:0.76,none,True,replay:113:archive_public_kiosk
114,7,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day7,oil:17.04,durability:0.63,wire crimper:0.76,none,True,replay:114:dusk_signal_workshop
115,7,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day7,planks:22.78,durability:0.78,drawknife:0.82,none,True,replay:115:river_mill_bridge
116,7,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day7,water:43.16,durability:0.66,glass tongs:0.68,none,True,replay:116:roof_greenhouse_cistern
117,7,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day7,paper:19.57,durability:0.62,binding awl:0.76,none,True,replay:117:archive_public_kiosk
118,7,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day7,oil:17.13,durability:0.62,wire crimper:0.76,none,True,replay:118:dusk_signal_workshop
119,7,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day7,planks:22.95,durability:0.77,drawknife:0.81,none,True,replay:119:river_mill_bridge
120,7,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day7,water:43.34,durability:0.65,glass tongs:0.67,none,True,replay:120:roof_greenhouse_cistern
121,7,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day7,paper:19.57,durability:0.61,binding awl:0.76,none,True,replay:121:archive_public_kiosk
122,7,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day7,oil:17.27,durability:0.60,wire crimper:0.75,none,True,replay:122:dusk_signal_workshop
123,7,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day7,planks:22.85,durability:0.84,drawknife:0.81,none,True,replay:123:river_mill_bridge
124,7,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day7,water:43.29,durability:0.64,glass tongs:0.67,none,True,replay:124:roof_greenhouse_cistern
125,7,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day7,paper:19.47,durability:0.69,binding awl:0.76,none,True,replay:125:archive_public_kiosk
126,8,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day8,planks:22.75,durability:0.91,drawknife:0.81,none,True,replay:126:river_mill_bridge
127,8,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day8,water:43.43,durability:0.62,glass tongs:0.66,none,True,replay:127:roof_greenhouse_cistern
128,8,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day8,paper:19.62,durability:0.67,binding awl:0.75,none,True,replay:128:archive_public_kiosk
129,8,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day8,oil:17.27,durability:0.60,wire crimper:0.74,none,True,replay:129:dusk_signal_workshop
130,8,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day8,planks:22.75,durability:0.91,drawknife:0.81,none,True,replay:130:river_mill_bridge
131,8,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day8,water:43.54,durability:0.61,glass tongs:0.65,none,True,replay:131:roof_greenhouse_cistern
132,8,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day8,paper:19.62,durability:0.67,binding awl:0.75,none,True,replay:132:archive_public_kiosk
133,8,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day8,oil:17.27,durability:0.59,wire crimper:0.74,none,True,replay:133:dusk_signal_workshop
134,8,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day8,planks:22.83,durability:0.90,drawknife:0.80,none,True,replay:134:river_mill_bridge
135,8,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day8,water:43.49,durability:0.60,glass tongs:0.76,none,True,replay:135:roof_greenhouse_cistern
136,8,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day8,paper:19.80,durability:0.65,binding awl:0.74,none,True,replay:136:archive_public_kiosk
137,8,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day8,oil:17.36,durability:0.66,wire crimper:0.73,none,True,replay:137:dusk_signal_workshop
138,8,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day8,planks:22.88,durability:0.89,drawknife:0.79,none,True,replay:138:river_mill_bridge
139,8,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day8,water:43.49,durability:0.60,glass tongs:0.76,none,True,replay:139:roof_greenhouse_cistern
140,8,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day8,paper:19.95,durability:0.64,binding awl:0.73,none,True,replay:140:archive_public_kiosk
141,8,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day8,oil:17.36,durability:0.66,wire crimper:0.73,none,True,replay:141:dusk_signal_workshop
142,8,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day8,planks:22.88,durability:0.88,drawknife:0.79,none,True,replay:142:river_mill_bridge
143,8,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day8,water:43.39,durability:0.67,glass tongs:0.76,none,True,replay:143:roof_greenhouse_cistern
144,9,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day9,paper:19.85,durability:0.72,binding awl:0.73,none,True,replay:144:archive_public_kiosk
145,9,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day9,oil:17.36,durability:0.65,wire crimper:0.73,none,True,replay:145:dusk_signal_workshop
146,9,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day9,planks:23.04,durability:0.87,drawknife:0.78,none,True,replay:146:river_mill_bridge
147,9,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day9,water:43.39,durability:0.67,glass tongs:0.75,none,True,replay:147:roof_greenhouse_cistern
148,9,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day9,paper:19.85,durability:0.71,binding awl:0.72,none,True,replay:148:archive_public_kiosk
149,9,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day9,oil:17.49,durability:0.64,wire crimper:0.72,none,True,replay:149:dusk_signal_workshop
150,9,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day9,planks:23.04,durability:0.86,drawknife:0.78,none,True,replay:150:river_mill_bridge
151,9,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day9,water:43.29,durability:0.74,glass tongs:0.75,none,True,replay:151:roof_greenhouse_cistern
152,9,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day9,paper:19.94,durability:0.70,binding awl:0.71,none,True,replay:152:archive_public_kiosk
153,9,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day9,oil:17.49,durability:0.63,wire crimper:0.72,none,True,replay:153:dusk_signal_workshop
154,9,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day9,planks:23.04,durability:0.85,drawknife:0.78,none,True,replay:154:river_mill_bridge
155,9,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day9,water:43.35,durability:0.73,glass tongs:0.74,none,True,replay:155:roof_greenhouse_cistern
156,9,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day9,paper:19.94,durability:0.69,binding awl:0.71,none,True,replay:156:archive_public_kiosk
157,9,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day9,oil:17.49,durability:0.62,wire crimper:0.72,none,True,replay:157:dusk_signal_workshop
158,9,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day9,planks:23.20,durability:0.84,drawknife:0.77,joint swelling blocks wheel,True,replay:158:river_mill_bridge
159,9,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day9,water:43.30,durability:0.72,glass tongs:0.74,none,True,replay:159:roof_greenhouse_cistern
160,9,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day9,paper:19.94,durability:0.69,binding awl:0.71,none,True,replay:160:archive_public_kiosk
161,9,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day9,oil:17.49,durability:0.62,wire crimper:0.83,none,True,replay:161:dusk_signal_workshop
162,10,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day10,planks:23.24,durability:0.92,drawknife:0.76,none,True,replay:162:river_mill_bridge
163,10,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day10,water:43.30,durability:0.72,glass tongs:0.74,none,True,replay:163:roof_greenhouse_cistern
164,10,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day10,paper:20.05,durability:0.68,binding awl:0.70,none,True,replay:164:archive_public_kiosk
165,10,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day10,oil:17.49,durability:0.61,wire crimper:0.83,none,True,replay:165:dusk_signal_workshop
166,10,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day10,planks:23.24,durability:0.91,drawknife:0.76,none,True,replay:166:river_mill_bridge
