tick_id,day,agent,route_id,public_memory_key,remembered_dialogue_choice,remembered_branch_action,remembered_snapshot,remembered_body_language,remembered_recovery,private_workspace_sealed,replay_pointer
21,2,Ivo,signal_orchard,v32:Ivo:signal_orchard:day2,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v3:shared,watchful neutral stance,0.59,True,replay:21:signal_orchard
22,2,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day2,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v3:local,watchful neutral stance,0.61,True,replay:22:orchard_riverbend
23,2,Pax,central_repair_ring,v32:Pax:central_repair_ring:day2,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v4:local,watchful neutral stance,0.57,True,replay:23:central_repair_ring
24,2,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day2,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v5:shared,watchful neutral stance,0.71,True,replay:24:riverbend_roofward
25,2,Nia,roofward_archive,v32:Nia:roofward_archive:day2,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v5:shared,watchful neutral stance,0.64,True,replay:25:roofward_archive
26,2,Nia,archive_signal,v32:Nia:archive_signal:day2,ask to merge detour,merge=True;rollback=False;branch=paper lane,snap:archive_signal:v5:shared,watchful neutral stance,0.70,True,replay:26:archive_signal
27,2,Ivo,signal_orchard,v32:Ivo:signal_orchard:day2,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v3:local,watchful neutral stance,0.59,True,replay:27:signal_orchard
28,3,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day3,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v4:shared,watchful neutral stance,0.61,True,replay:28:orchard_riverbend
29,3,Pax,central_repair_ring,v32:Pax:central_repair_ring:day3,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v4:local,watchful neutral stance,0.57,True,replay:29:central_repair_ring
30,3,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day3,ask to merge detour,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v6:local,watchful neutral stance,0.73,True,replay:30:riverbend_roofward
31,3,Nia,roofward_archive,v32:Nia:roofward_archive:day3,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v6:shared,watchful neutral stance,0.64,True,replay:31:roofward_archive
32,3,Nia,archive_signal,v32:Nia:archive_signal:day3,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v5:local,watchful neutral stance,0.71,True,replay:32:archive_signal
33,3,Ivo,signal_orchard,v32:Ivo:signal_orchard:day3,ask to keep direct route,merge=False;rollback=True;branch=dusk road,snap:signal_orchard:v4:shared,relieved reset stance,0.61,True,replay:33:signal_orchard
34,3,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day3,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v5:shared,watchful neutral stance,0.60,True,replay:34:orchard_riverbend
35,3,Pax,central_repair_ring,v32:Pax:central_repair_ring:day3,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v5:local,watchful neutral stance,0.56,True,replay:35:central_repair_ring
36,3,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day3,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v6:local,watchful neutral stance,0.74,True,replay:36:riverbend_roofward
37,3,Nia,roofward_archive,v32:Nia:roofward_archive:day3,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v6:local,watchful neutral stance,0.64,True,replay:37:roofward_archive
38,3,Nia,archive_signal,v32:Nia:archive_signal:day3,none,merge=True;rollback=False;branch=stone kiosk path,snap:archive_signal:v6:shared,watchful neutral stance,0.73,True,replay:38:archive_signal
39,3,Ivo,signal_orchard,v32:Ivo:signal_orchard:day3,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v5:shared,watchful neutral stance,0.63,True,replay:39:signal_orchard
40,3,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day3,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v5:local,watchful neutral stance,0.61,True,replay:40:orchard_riverbend
41,3,Pax,central_repair_ring,v32:Pax:central_repair_ring:day3,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v5:local,watchful neutral stance,0.56,True,replay:41:central_repair_ring
42,4,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day4,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v7:shared,watchful neutral stance,0.74,True,replay:42:riverbend_roofward
43,4,Nia,roofward_archive,v32:Nia:roofward_archive:day4,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v6:local,watchful neutral stance,0.65,True,replay:43:roofward_archive
44,4,Nia,archive_signal,v32:Nia:archive_signal:day4,none,merge=True;rollback=False;branch=paper lane,snap:archive_signal:v7:shared,watchful neutral stance,0.74,True,replay:44:archive_signal
45,4,Ivo,signal_orchard,v32:Ivo:signal_orchard:day4,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v6:shared,watchful neutral stance,0.63,True,replay:45:signal_orchard
46,4,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day4,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v6:shared,watchful neutral stance,0.62,True,replay:46:orchard_riverbend
47,4,Pax,central_repair_ring,v32:Pax:central_repair_ring:day4,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v5:local,watchful neutral stance,0.56,True,replay:47:central_repair_ring
48,4,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day4,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v8:shared,watchful neutral stance,0.75,True,replay:48:riverbend_roofward
49,4,Nia,roofward_archive,v32:Nia:roofward_archive:day4,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v7:shared,watchful neutral stance,0.65,True,replay:49:roofward_archive
50,4,Nia,archive_signal,v32:Nia:archive_signal:day4,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v7:local,watchful neutral stance,0.75,True,replay:50:archive_signal
51,4,Ivo,signal_orchard,v32:Ivo:signal_orchard:day4,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v6:local,watchful neutral stance,0.63,True,replay:51:signal_orchard
52,4,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day4,none,merge=True;rollback=False;branch=market plank route,snap:orchard_riverbend:v7:shared,watchful neutral stance,0.64,True,replay:52:orchard_riverbend
53,4,Pax,central_repair_ring,v32:Pax:central_repair_ring:day4,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v6:shared,watchful neutral stance,0.56,True,replay:53:central_repair_ring
54,4,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day4,ask to merge detour,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v9:shared,watchful neutral stance,0.78,True,replay:54:riverbend_roofward
55,4,Nia,roofward_archive,v32:Nia:roofward_archive:day4,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v7:local,watchful neutral stance,0.65,True,replay:55:roofward_archive
56,5,Nia,archive_signal,v32:Nia:archive_signal:day5,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v8:shared,watchful neutral stance,0.75,True,replay:56:archive_signal
57,5,Ivo,signal_orchard,v32:Ivo:signal_orchard:day5,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v6:local,watchful neutral stance,0.63,True,replay:57:signal_orchard
58,5,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day5,none,merge=True;rollback=False;branch=fen track,snap:orchard_riverbend:v8:shared,watchful neutral stance,0.65,True,replay:58:orchard_riverbend
59,5,Pax,central_repair_ring,v32:Pax:central_repair_ring:day5,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v7:shared,watchful neutral stance,0.56,True,replay:59:central_repair_ring
60,5,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day5,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v9:local,watchful neutral stance,0.79,True,replay:60:riverbend_roofward
61,5,Nia,roofward_archive,v32:Nia:roofward_archive:day5,ask to keep direct route,merge=False;rollback=True;branch=glass stair,snap:roofward_archive:v8:shared,relieved reset stance,0.67,True,replay:61:roofward_archive
62,5,Nia,archive_signal,v32:Nia:archive_signal:day5,none,merge=True;rollback=False;branch=stone kiosk path,snap:archive_signal:v9:shared,watchful neutral stance,0.76,True,replay:62:archive_signal
63,5,Ivo,signal_orchard,v32:Ivo:signal_orchard:day5,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v7:shared,watchful neutral stance,0.63,True,replay:63:signal_orchard
64,5,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day5,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v8:local,watchful neutral stance,0.66,True,replay:64:orchard_riverbend
65,5,Pax,central_repair_ring,v32:Pax:central_repair_ring:day5,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v8:shared,watchful neutral stance,0.57,True,replay:65:central_repair_ring
66,5,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day5,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v10:shared,watchful neutral stance,0.80,True,replay:66:riverbend_roofward
67,5,Nia,roofward_archive,v32:Nia:roofward_archive:day5,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v9:shared,watchful neutral stance,0.68,True,replay:67:roofward_archive
68,5,Nia,archive_signal,v32:Nia:archive_signal:day5,ask to merge detour,merge=False;rollback=False;branch=stone kiosk path,snap:archive_signal:v10:shared,watchful neutral stance,0.77,True,replay:68:archive_signal
69,5,Ivo,signal_orchard,v32:Ivo:signal_orchard:day5,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v7:local,watchful neutral stance,0.63,True,replay:69:signal_orchard
70,6,Juno,central_repair_ring,v32:Juno:central_repair_ring:day6,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v9:local,watchful neutral stance,0.57,True,replay:70:central_repair_ring
71,6,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day6,ask to merge detour,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v11:shared,watchful neutral stance,0.83,True,replay:71:riverbend_roofward
72,6,Fay,roofward_archive,v32:Fay:roofward_archive:day6,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v10:shared,watchful neutral stance,0.70,True,replay:72:roofward_archive
73,6,Milo,archive_signal,v32:Milo:archive_signal:day6,ask to merge detour,merge=True;rollback=True;branch=paper lane,snap:archive_signal:v11:shared,relieved reset stance,0.81,True,replay:73:archive_signal
74,6,Milo,signal_orchard,v32:Milo:signal_orchard:day6,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v7:local,watchful neutral stance,0.64,True,replay:74:signal_orchard
75,6,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day6,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v8:local,watchful neutral stance,0.66,True,replay:75:orchard_riverbend
76,6,Juno,central_repair_ring,v32:Juno:central_repair_ring:day6,ask to keep direct route,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v10:shared,watchful neutral stance,0.60,True,replay:76:central_repair_ring
77,6,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day6,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v12:shared,watchful neutral stance,0.83,True,replay:77:riverbend_roofward
78,6,Fay,roofward_archive,v32:Fay:roofward_archive:day6,ask to merge detour,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v11:shared,watchful neutral stance,0.72,True,replay:78:roofward_archive
79,6,Milo,archive_signal,v32:Milo:archive_signal:day6,ask to keep direct route,merge=False;rollback=True;branch=paper lane,snap:archive_signal:v12:shared,relieved reset stance,0.83,True,replay:79:archive_signal
80,6,Milo,signal_orchard,v32:Milo:signal_orchard:day6,none,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v8:local,watchful neutral stance,0.65,True,replay:80:signal_orchard
81,6,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day6,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v9:shared,watchful neutral stance,0.66,True,replay:81:orchard_riverbend
82,6,Juno,central_repair_ring,v32:Juno:central_repair_ring:day6,ask to merge detour,merge=False;rollback=False;branch=outer bell path,snap:central_repair_ring:v10:local,watchful neutral stance,0.59,True,replay:82:central_repair_ring
83,6,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day6,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v12:local,watchful neutral stance,0.83,True,replay:83:riverbend_roofward
84,7,Fay,roofward_archive,v32:Fay:roofward_archive:day7,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v12:shared,watchful neutral stance,0.72,True,replay:84:roofward_archive
85,7,Milo,archive_signal,v32:Milo:archive_signal:day7,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v12:local,watchful neutral stance,0.84,True,replay:85:archive_signal
86,7,Milo,signal_orchard,v32:Milo:signal_orchard:day7,none,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v9:shared,watchful neutral stance,0.67,True,replay:86:signal_orchard
87,7,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day7,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v10:shared,watchful neutral stance,0.66,True,replay:87:orchard_riverbend
88,7,Juno,central_repair_ring,v32:Juno:central_repair_ring:day7,ask to merge detour,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v11:shared,watchful neutral stance,0.62,True,replay:88:central_repair_ring
89,7,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day7,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v12:local,watchful neutral stance,0.82,True,replay:89:riverbend_roofward
90,7,Fay,roofward_archive,v32:Fay:roofward_archive:day7,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v13:local,watchful neutral stance,0.74,True,replay:90:roofward_archive
91,7,Milo,archive_signal,v32:Milo:archive_signal:day7,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v13:shared,watchful neutral stance,0.83,True,replay:91:archive_signal
92,7,Milo,signal_orchard,v32:Milo:signal_orchard:day7,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v9:local,watchful neutral stance,0.68,True,replay:92:signal_orchard
93,7,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day7,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v10:local,watchful neutral stance,0.66,True,replay:93:orchard_riverbend
94,7,Juno,central_repair_ring,v32:Juno:central_repair_ring:day7,none,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v12:shared,watchful neutral stance,0.63,True,replay:94:central_repair_ring
95,7,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day7,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v13:shared,watchful neutral stance,0.83,True,replay:95:riverbend_roofward
96,7,Fay,roofward_archive,v32:Fay:roofward_archive:day7,ask to merge detour,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v14:shared,watchful neutral stance,0.76,True,replay:96:roofward_archive
97,7,Milo,archive_signal,v32:Milo:archive_signal:day7,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v13:local,watchful neutral stance,0.83,True,replay:97:archive_signal
98,8,Milo,signal_orchard,v32:Milo:signal_orchard:day8,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v10:shared,watchful neutral stance,0.69,True,replay:98:signal_orchard
99,8,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day8,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v10:local,watchful neutral stance,0.67,True,replay:99:orchard_riverbend
100,8,Juno,central_repair_ring,v32:Juno:central_repair_ring:day8,none,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v13:local,watchful neutral stance,0.65,True,replay:100:central_repair_ring
101,8,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day8,ask to keep direct route,merge=False;rollback=True;branch=river ford,snap:riverbend_roofward:v14:shared,relieved reset stance,0.85,True,replay:101:riverbend_roofward
102,8,Fay,roofward_archive,v32:Fay:roofward_archive:day8,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v14:local,watchful neutral stance,0.77,True,replay:102:roofward_archive
103,8,Milo,archive_signal,v32:Milo:archive_signal:day8,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v13:local,watchful neutral stance,0.83,True,replay:103:archive_signal
104,8,Milo,signal_orchard,v32:Milo:signal_orchard:day8,ask to keep direct route,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v11:shared,watchful neutral stance,0.71,True,replay:104:signal_orchard
105,8,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day8,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v11:local,watchful neutral stance,0.67,True,replay:105:orchard_riverbend
106,8,Juno,central_repair_ring,v32:Juno:central_repair_ring:day8,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v13:local,watchful neutral stance,0.66,True,replay:106:central_repair_ring
107,8,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day8,ask to keep direct route,merge=False;rollback=True;branch=river ford,snap:riverbend_roofward:v15:shared,relieved reset stance,0.87,True,replay:107:riverbend_roofward
108,8,Fay,roofward_archive,v32:Fay:roofward_archive:day8,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v15:shared,watchful neutral stance,0.79,True,replay:108:roofward_archive
109,8,Milo,archive_signal,v32:Milo:archive_signal:day8,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v14:shared,watchful neutral stance,0.83,True,replay:109:archive_signal
110,8,Milo,signal_orchard,v32:Milo:signal_orchard:day8,ask to merge detour,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v12:local,watchful neutral stance,0.74,True,replay:110:signal_orchard
111,8,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day8,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v11:local,watchful neutral stance,0.67,True,replay:111:orchard_riverbend
112,9,Juno,central_repair_ring,v32:Juno:central_repair_ring:day9,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v14:shared,watchful neutral stance,0.65,True,replay:112:central_repair_ring
113,9,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day9,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v15:local,watchful neutral stance,0.88,True,replay:113:riverbend_roofward
114,9,Fay,roofward_archive,v32:Fay:roofward_archive:day9,none,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v16:shared,watchful neutral stance,0.81,True,replay:114:roofward_archive
115,9,Milo,archive_signal,v32:Milo:archive_signal:day9,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v15:shared,watchful neutral stance,0.83,True,replay:115:archive_signal
116,9,Milo,signal_orchard,v32:Milo:signal_orchard:day9,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v12:local,watchful neutral stance,0.73,True,replay:116:signal_orchard
117,9,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day9,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v11:local,watchful neutral stance,0.67,True,replay:117:orchard_riverbend
118,9,Juno,central_repair_ring,v32:Juno:central_repair_ring:day9,none,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v15:shared,watchful neutral stance,0.67,True,replay:118:central_repair_ring
119,9,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day9,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v16:shared,watchful neutral stance,0.88,True,replay:119:riverbend_roofward
120,9,Fay,roofward_archive,v32:Fay:roofward_archive:day9,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v16:local,watchful neutral stance,0.82,True,replay:120:roofward_archive
121,9,Milo,archive_signal,v32:Milo:archive_signal:day9,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v15:local,watchful neutral stance,0.83,True,replay:121:archive_signal
122,9,Milo,signal_orchard,v32:Milo:signal_orchard:day9,none,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v13:shared,watchful neutral stance,0.75,True,replay:122:signal_orchard
123,9,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day9,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v12:shared,watchful neutral stance,0.67,True,replay:123:orchard_riverbend
124,9,Juno,central_repair_ring,v32:Juno:central_repair_ring:day9,ask to merge detour,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v16:shared,watchful neutral stance,0.70,True,replay:124:central_repair_ring
125,9,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day9,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v16:local,watchful neutral stance,0.88,True,replay:125:riverbend_roofward
126,10,Fay,roofward_archive,v32:Fay:roofward_archive:day10,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v17:shared,watchful neutral stance,0.82,True,replay:126:roofward_archive
127,10,Milo,archive_signal,v32:Milo:archive_signal:day10,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v15:local,watchful neutral stance,0.84,True,replay:127:archive_signal
128,10,Milo,signal_orchard,v32:Milo:signal_orchard:day10,none,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v14:shared,watchful neutral stance,0.76,True,replay:128:signal_orchard
129,10,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day10,ask to keep direct route,merge=False;rollback=True;branch=fen track,snap:orchard_riverbend:v13:shared,relieved reset stance,0.70,True,replay:129:orchard_riverbend
130,10,Juno,central_repair_ring,v32:Juno:central_repair_ring:day10,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v16:local,watchful neutral stance,0.71,True,replay:130:central_repair_ring
131,10,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day10,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v16:local,watchful neutral stance,0.87,True,replay:131:riverbend_roofward
132,10,Fay,roofward_archive,v32:Fay:roofward_archive:day10,ask to keep direct route,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v18:shared,watchful neutral stance,0.85,True,replay:132:roofward_archive
133,10,Milo,archive_signal,v32:Milo:archive_signal:day10,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v16:shared,watchful neutral stance,0.84,True,replay:133:archive_signal
134,10,Milo,signal_orchard,v32:Milo:signal_orchard:day10,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v14:local,watchful neutral stance,0.77,True,replay:134:signal_orchard
135,10,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day10,ask to keep direct route,merge=False;rollback=True;branch=fen track,snap:orchard_riverbend:v14:local,relieved reset stance,0.72,True,replay:135:orchard_riverbend
