tick_id,day,settlement_id,resident_id,object_id,default_state,forgiveness_state,forgiveness_ceiling,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,visible_limit,no_forced_forgiveness,partial_repair_only
45,3,riverbend,Ari,cedar plank,current,repairing,0.47754,0.647,0.657,0.03,0.018,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
48,3,signal,Oda,wind wrap,current,observed,0.47234,0.663,0.663,0.07,0.07,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
50,3,repair_ring,Pax,copper wire,current,repairing,0.47594,0.617,0.627,0.046,0.034,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
52,3,roofward,Bex,shade cloth,current,observed,0.47144,0.644,0.644,0.07,0.07,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
53,3,archive,Nia,signal spool,current,repairing,0.47226,0.625,0.635,0.054,0.042,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
56,4,riverbend,Cee,binding cord,current,observed,0.47014,0.66,0.66,0.092,0.092,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
59,4,signal,Ren,oil lantern,current,repairing,0.47714,0.617,0.627,0.034,0.022,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
60,4,orchard,Pim,dry cord,current,observed,0.47284,0.644,0.644,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
62,4,riverbend,Ari,cedar plank,current,repairing,0.47934,0.647,0.657,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
64,4,archive,Vell,memory tag,current,observed,0.46898,0.644,0.644,0.064,0.064,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
67,4,repair_ring,Pax,copper wire,current,repairing,0.47714,0.617,0.627,0.034,0.022,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
68,4,riverbend,Cee,binding cord,current,observed,0.46994,0.651,0.651,0.094,0.094,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
70,4,archive,Nia,signal spool,current,repairing,0.47366,0.625,0.635,0.04,0.028,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
72,5,repair_ring,Pax,copper wire,current,observed,0.47714,0.663,0.663,0.022,0.022,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
76,5,signal,Ren,oil lantern,current,repairing,0.48014,0.663,0.673,0.022,0.01,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
79,5,riverbend,Ari,cedar plank,current,repairing,0.48114,0.663,0.673,0.0,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
80,5,roofward,Sera,herb ledger,current,observed,0.47012,0.644,0.644,0.058,0.058,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
84,5,repair_ring,Pax,copper wire,current,repairing,0.48014,0.663,0.673,0.022,0.01,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
87,5,archive,Nia,signal spool,current,repairing,0.47666,0.647,0.657,0.028,0.016,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
88,5,signal,Ren,oil lantern,current,observed,0.48122,0.679,0.679,0.01,0.01,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
92,6,archive,Nia,signal spool,current,observed,0.47674,0.635,0.635,0.026,0.026,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
93,6,signal,Ren,oil lantern,current,repairing,0.48366,0.636,0.646,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
96,6,riverbend,Ari,cedar plank,current,repairing,0.48222,0.645,0.655,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
100,6,orchard,Ivo,seed satchel,current,observed,0.47364,0.646,0.646,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
101,6,repair_ring,Pax,copper wire,current,repairing,0.48222,0.633,0.643,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
104,6,archive,Nia,signal spool,current,repairing,0.47634,0.629,0.639,0.042,0.03,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
108,7,roofward,Bex,shade cloth,defaulted,observed,0.46428,0.64,0.64,0.12,0.12,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
110,7,signal,Ren,oil lantern,current,repairing,0.48366,0.651,0.661,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
112,7,repair_ring,Wren,cool cloth,defaulted,observed,0.46132,0.667,0.667,0.11,0.11,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
113,7,riverbend,Ari,cedar plank,defaulted,repairing,0.48222,0.642,0.652,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
116,7,signal,Oda,wind wrap,current,observed,0.47106,0.681,0.681,0.09,0.09,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
118,7,repair_ring,Pax,copper wire,current,repairing,0.47952,0.618,0.628,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
120,7,roofward,Bex,shade cloth,defaulted,observed,0.46364,0.628,0.628,0.13,0.13,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
121,7,archive,Nia,signal spool,defaulted,repairing,0.47176,0.62,0.63,0.05,0.038,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
124,7,repair_ring,Wren,cool cloth,defaulted,observed,0.46212,0.652,0.652,0.12,0.12,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
127,8,signal,Ren,oil lantern,defaulted,repairing,0.48178,0.635,0.645,0.02,0.008,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
128,8,orchard,Pim,dry cord,defaulted,observed,0.4651,0.622,0.622,0.11,0.11,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
130,8,riverbend,Ari,cedar plank,defaulted,repairing,0.47898,0.624,0.634,0.012,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
132,8,archive,Vell,memory tag,current,observed,0.46748,0.645,0.645,0.07,0.07,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
135,8,repair_ring,Pax,copper wire,defaulted,repairing,0.47736,0.612,0.622,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
136,8,riverbend,Cee,binding cord,defaulted,observed,0.465,0.637,0.637,0.138,0.138,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
138,8,archive,Nia,signal spool,defaulted,repairing,0.47116,0.602,0.612,0.056,0.044,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
140,8,orchard,Pim,dry cord,defaulted,observed,0.4635,0.606,0.606,0.126,0.126,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
144,9,signal,Ren,oil lantern,defaulted,repairing,0.48062,0.669,0.679,0.028,0.016,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
147,9,riverbend,Ari,cedar plank,defaulted,repairing,0.47674,0.643,0.653,0.02,0.008,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
148,9,roofward,Sera,herb ledger,current,observed,0.46524,0.628,0.628,0.078,0.078,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
152,9,repair_ring,Pax,copper wire,defaulted,repairing,0.477,0.64,0.65,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
155,9,archive,Nia,signal spool,defaulted,repairing,0.46992,0.624,0.634,0.054,0.042,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
156,9,signal,Ren,oil lantern,defaulted,observed,0.47854,0.673,0.673,0.026,0.026,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
160,9,roofward,Sera,herb ledger,current,observed,0.46668,0.636,0.636,0.078,0.078,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
164,10,riverbend,Ari,cedar plank,defaulted,repairing,0.47522,0.613,0.623,0.028,0.016,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
168,10,orchard,Ivo,seed satchel,defaulted,observed,0.46322,0.579,0.579,0.064,0.064,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
169,10,repair_ring,Pax,copper wire,defaulted,repairing,0.47808,0.592,0.602,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
172,10,archive,Nia,signal spool,defaulted,repairing,0.472,0.618,0.628,0.044,0.032,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
176,10,riverbend,Ari,cedar plank,current,observed,0.47602,0.629,0.629,0.008,0.008,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
180,11,repair_ring,Wren,cool cloth,defaulted,observed,0.44594,0.632,0.632,0.19,0.19,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
181,11,riverbend,Ari,cedar plank,current,repairing,0.47682,0.636,0.646,0.008,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
184,11,signal,Oda,wind wrap,defaulted,observed,0.46426,0.657,0.657,0.14,0.14,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
186,11,repair_ring,Pax,copper wire,defaulted,repairing,0.47322,0.559,0.569,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
188,11,roofward,Bex,shade cloth,current,observed,0.462,0.627,0.627,0.15,0.15,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
189,11,archive,Nia,signal spool,defaulted,repairing,0.4703,0.597,0.607,0.034,0.022,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
192,11,repair_ring,Wren,cool cloth,defaulted,observed,0.4435,0.605,0.605,0.2,0.2,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
196,11,signal,Oda,wind wrap,defaulted,observed,0.46038,0.633,0.633,0.15,0.15,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
197,11,orchard,Ivo,seed satchel,defaulted,repairing,0.45836,0.554,0.564,0.076,0.064,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
198,12,riverbend,Ari,cedar plank,current,repairing,0.47682,0.612,0.622,0.0,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
200,12,archive,Vell,memory tag,defaulted,observed,0.45794,0.616,0.616,0.124,0.124,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
203,12,repair_ring,Pax,copper wire,defaulted,repairing,0.4689,0.553,0.563,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
204,12,riverbend,Cee,binding cord,current,observed,0.4654,0.637,0.637,0.134,0.134,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
206,12,archive,Nia,signal spool,defaulted,repairing,0.46914,0.579,0.589,0.024,0.012,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
208,12,orchard,Pim,dry cord,defaulted,observed,0.4442,0.555,0.555,0.184,0.184,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
212,12,archive,Vell,memory tag,defaulted,observed,0.45774,0.595,0.595,0.126,0.126,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
214,12,orchard,Ivo,seed satchel,defaulted,repairing,0.45916,0.506,0.516,0.068,0.056,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
216,13,roofward,Sera,herb ledger,defaulted,observed,0.4579,0.615,0.615,0.128,0.128,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
220,13,repair_ring,Pax,copper wire,current,repairing,0.4707,0.605,0.615,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
223,13,archive,Nia,signal spool,defaulted,repairing,0.46682,0.589,0.599,0.022,0.01,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
224,13,signal,Ren,oil lantern,defaulted,observed,0.46302,0.609,0.609,0.066,0.066,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
228,13,roofward,Sera,herb ledger,defaulted,observed,0.45618,0.611,0.611,0.138,0.138,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
231,13,orchard,Ivo,seed satchel,defaulted,repairing,0.45152,0.534,0.544,0.076,0.064,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
232,13,repair_ring,Pax,copper wire,current,observed,0.47178,0.621,0.621,0.0,0.0,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
236,14,orchard,Ivo,seed satchel,defaulted,observed,0.4516,0.528,0.528,0.074,0.074,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
237,14,repair_ring,Pax,copper wire,current,repairing,0.47322,0.608,0.618,0.0,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
240,14,archive,Nia,signal spool,defaulted,repairing,0.4689,0.571,0.581,0.012,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
244,14,riverbend,Ari,cedar plank,defaulted,observed,0.47398,0.631,0.631,0.032,0.032,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
248,14,orchard,Ivo,seed satchel,defaulted,repairing,0.4526,0.504,0.514,0.076,0.064,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
251,14,roofward,Bex,shade cloth,defaulted,repairing,0.45542,0.602,0.612,0.19,0.178,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
252,15,signal,Oda,wind wrap,defaulted,observed,0.44474,0.593,0.593,0.22,0.22,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
254,15,repair_ring,Pax,copper wire,current,repairing,0.47322,0.569,0.579,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
256,15,roofward,Bex,shade cloth,defaulted,observed,0.45442,0.584,0.584,0.188,0.188,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
257,15,archive,Nia,signal spool,defaulted,repairing,0.4689,0.538,0.548,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
260,15,repair_ring,Wren,cool cloth,current,observed,0.4443,0.623,0.623,0.21,0.21,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
264,15,signal,Oda,wind wrap,current,observed,0.44186,0.593,0.593,0.22,0.22,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
265,15,orchard,Ivo,seed satchel,current,repairing,0.45326,0.543,0.553,0.064,0.052,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
268,15,roofward,Bex,shade cloth,defaulted,repairing,0.44976,0.56,0.57,0.198,0.186,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
271,16,repair_ring,Pax,copper wire,defaulted,repairing,0.47134,0.547,0.557,0.02,0.008,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
272,16,riverbend,Cee,binding cord,defaulted,observed,0.45712,0.621,0.621,0.188,0.188,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
274,16,archive,Nia,signal spool,defaulted,repairing,0.46458,0.52,0.53,0.012,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
276,16,orchard,Pim,dry cord,current,observed,0.44362,0.52,0.52,0.17,0.17,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
280,16,archive,Vell,memory tag,defaulted,observed,0.43844,0.563,0.563,0.184,0.184,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
282,16,orchard,Ivo,seed satchel,current,repairing,0.45606,0.519,0.529,0.036,0.024,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
284,16,riverbend,Cee,binding cord,defaulted,observed,0.45692,0.603,0.603,0.19,0.19,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
285,16,roofward,Bex,shade cloth,defaulted,repairing,0.44896,0.578,0.588,0.206,0.194,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
288,17,repair_ring,Pax,copper wire,defaulted,repairing,0.47018,0.611,0.621,0.028,0.016,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
291,17,archive,Nia,signal spool,current,repairing,0.46638,0.581,0.591,0.0,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
292,17,signal,Ren,oil lantern,defaulted,observed,0.45082,0.569,0.569,0.116,0.116,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
296,17,roofward,Sera,herb ledger,defaulted,observed,0.44156,0.552,0.552,0.178,0.178,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
299,17,orchard,Ivo,seed satchel,current,repairing,0.45698,0.541,0.551,0.034,0.022,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
300,17,repair_ring,Pax,copper wire,defaulted,observed,0.4681,0.615,0.615,0.026,0.026,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
302,17,roofward,Bex,shade cloth,defaulted,repairing,0.44132,0.554,0.564,0.214,0.202,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
304,17,signal,Ren,oil lantern,defaulted,observed,0.44694,0.553,0.553,0.126,0.126,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
308,18,archive,Nia,signal spool,current,repairing,0.4689,0.557,0.567,0.01,0.0,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,False,True
312,18,riverbend,Ari,cedar plank,defaulted,observed,0.46518,0.579,0.579,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
316,18,orchard,Ivo,seed satchel,defaulted,repairing,0.45906,0.511,0.521,0.024,0.012,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
319,18,roofward,Bex,shade cloth,defaulted,repairing,0.4416,0.543,0.553,0.222,0.21,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
320,18,archive,Nia,signal spool,current,observed,0.4679,0.567,0.567,0.01,0.01,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
324,19,roofward,Bex,shade cloth,defaulted,observed,0.4406,0.525,0.525,0.22,0.22,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
325,19,archive,Nia,signal spool,defaulted,repairing,0.4681,0.532,0.542,0.02,0.008,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
328,19,repair_ring,Wren,cool cloth,defaulted,observed,0.4375,0.599,0.599,0.26,0.26,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
332,19,signal,Oda,wind wrap,defaulted,observed,0.4339,0.532,0.532,0.26,0.26,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
333,19,orchard,Ivo,seed satchel,defaulted,repairing,0.45596,0.532,0.542,0.028,0.016,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
336,19,roofward,Bex,shade cloth,defaulted,repairing,0.44026,0.501,0.511,0.23,0.218,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
340,19,repair_ring,Wren,cool cloth,defaulted,observed,0.43362,0.575,0.575,0.27,0.27,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
342,20,archive,Nia,signal spool,defaulted,repairing,0.46702,0.526,0.536,0.02,0.008,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
344,20,orchard,Pim,dry cord,defaulted,observed,0.43624,0.509,0.509,0.224,0.224,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
348,20,archive,Vell,memory tag,defaulted,observed,0.4386,0.563,0.563,0.204,0.204,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
350,20,orchard,Ivo,seed satchel,defaulted,repairing,0.4534,0.502,0.512,0.032,0.02,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
352,20,riverbend,Cee,binding cord,current,observed,0.44146,0.587,0.587,0.224,0.224,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
353,20,roofward,Bex,shade cloth,defaulted,repairing,0.44046,0.543,0.553,0.228,0.216,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
356,20,orchard,Pim,dry cord,defaulted,observed,0.43604,0.488,0.488,0.226,0.226,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
360,21,signal,Ren,oil lantern,defaulted,observed,0.43184,0.508,0.508,0.196,0.196,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
364,21,roofward,Sera,herb ledger,defaulted,observed,0.43018,0.511,0.511,0.218,0.218,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
367,21,orchard,Ivo,seed satchel,defaulted,repairing,0.45108,0.506,0.516,0.03,0.018,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
368,21,repair_ring,Pax,copper wire,defaulted,observed,0.45258,0.551,0.551,0.066,0.066,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
370,21,roofward,Bex,shade cloth,defaulted,repairing,0.43814,0.543,0.553,0.226,0.214,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
372,21,signal,Ren,oil lantern,defaulted,observed,0.42796,0.492,0.492,0.206,0.206,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
376,21,roofward,Sera,herb ledger,defaulted,observed,0.42756,0.502,0.502,0.228,0.228,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
380,22,riverbend,Ari,cedar plank,current,observed,0.46216,0.581,0.581,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
384,22,orchard,Ivo,seed satchel,defaulted,repairing,0.45176,0.464,0.474,0.034,0.022,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
387,22,roofward,Bex,shade cloth,defaulted,repairing,0.43942,0.52,0.53,0.224,0.212,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
388,22,archive,Nia,signal spool,defaulted,observed,0.46382,0.539,0.539,0.022,0.022,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
392,22,riverbend,Ari,cedar plank,current,observed,0.46196,0.583,0.583,0.046,0.046,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
395,22,signal,Oda,wind wrap,defaulted,repairing,0.42192,0.407,0.417,0.3,0.288,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
396,23,repair_ring,Wren,cool cloth,current,observed,0.4263,0.559,0.559,0.3,0.3,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
400,23,signal,Oda,wind wrap,defaulted,observed,0.42092,0.465,0.465,0.298,0.298,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
401,23,orchard,Ivo,seed satchel,defaulted,repairing,0.45276,0.473,0.483,0.024,0.012,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
404,23,roofward,Bex,shade cloth,defaulted,repairing,0.43584,0.478,0.488,0.222,0.21,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
408,23,repair_ring,Wren,cool cloth,current,observed,0.42342,0.559,0.559,0.3,0.3,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
412,23,signal,Oda,wind wrap,defaulted,repairing,0.41626,0.441,0.451,0.308,0.296,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
416,24,archive,Vell,memory tag,defaulted,observed,0.42384,0.523,0.523,0.258,0.258,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
418,24,orchard,Ivo,seed satchel,current,repairing,0.45376,0.467,0.477,0.014,0.002,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
420,24,riverbend,Cee,binding cord,defaulted,observed,0.4368,0.568,0.568,0.258,0.258,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
