tick_id,day,route_id,replay_event,state_hash,includes_route_selection,includes_caravan_task,includes_forecast_edit,includes_drill_minigame,includes_guild_inspection,includes_reload_probe,replay_exportable
69,5,signal_orchard,signal_orchard:river lantern loop:rev1:tasks0,v30-438420,True,False,False,False,False,False,True
70,5,orchard_riverbend,orchard_riverbend:market plank route:rev4:tasks1,v30-475736,False,False,False,False,False,False,True
71,5,central_repair_ring,central_repair_ring:outer bell path:rev1:tasks0,v30-460803,False,False,False,True,True,False,True
72,5,riverbend_roofward,riverbend_roofward:river ford:rev4:tasks1,v30-388607,False,False,True,False,False,False,True
73,5,roofward_archive,roofward_archive:cool archive lane:rev1:tasks0,v30-439007,True,False,False,False,False,False,True
74,5,archive_signal,archive_signal:paper lane:rev4:tasks2,v30-341094,False,True,False,False,False,False,True
75,5,signal_orchard,signal_orchard:river lantern loop:rev1:tasks0,v30-438550,False,False,False,False,False,False,True
76,5,orchard_riverbend,orchard_riverbend:market plank route:rev4:tasks1,v30-476470,False,False,False,False,True,False,True
77,5,central_repair_ring,central_repair_ring:inner repair yard:rev1:tasks0,v30-487868,True,False,False,False,True,False,True
78,5,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-516624,True,True,False,False,False,False,True
79,5,roofward_archive,roofward_archive:cool archive lane:rev1:tasks0,v30-446487,False,False,False,False,False,True,True
80,6,signal_orchard,signal_orchard:river lantern loop:rev2:tasks0,v30-437235,False,False,True,False,False,True,True
81,6,orchard_riverbend,orchard_riverbend:fen track:rev4:tasks1,v30-359029,True,False,False,False,False,False,True
82,6,central_repair_ring,central_repair_ring:inner repair yard:rev1:tasks1,v30-486906,False,True,False,False,False,False,True
83,6,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-514748,True,False,False,True,False,False,True
84,6,roofward_archive,roofward_archive:cool archive lane:rev1:tasks0,v30-439414,False,False,False,False,True,False,True
85,6,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-412252,True,False,False,False,False,False,True
86,6,signal_orchard,signal_orchard:river lantern loop:rev2:tasks0,v30-437963,False,False,False,False,False,False,True
87,6,orchard_riverbend,orchard_riverbend:fen track:rev4:tasks1,v30-365762,False,False,False,True,False,False,True
88,6,central_repair_ring,central_repair_ring:inner repair yard:rev2:tasks1,v30-487889,False,False,True,False,False,False,True
89,6,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-515617,True,False,False,False,False,False,True
90,6,roofward_archive,roofward_archive:cool archive lane:rev1:tasks0,v30-445547,False,False,False,False,False,False,True
91,6,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-405421,False,False,False,False,False,False,True
92,6,signal_orchard,signal_orchard:river lantern loop:rev2:tasks0,v30-437970,False,False,False,False,True,False,True
93,6,orchard_riverbend,orchard_riverbend:fen track:rev4:tasks1,v30-365402,True,False,False,False,False,True,True
94,6,central_repair_ring,central_repair_ring:outer bell path:rev2:tasks2,v30-461810,True,True,False,False,False,False,True
95,6,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-515374,False,False,False,False,False,True,True
96,7,roofward_archive,roofward_archive:cool archive lane:rev2:tasks0,v30-433073,False,False,True,False,False,True,True
97,7,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-412122,True,False,False,False,False,False,True
98,7,signal_orchard,signal_orchard:river lantern loop:rev2:tasks1,v30-438812,False,True,False,False,False,False,True
99,7,orchard_riverbend,orchard_riverbend:fen track:rev4:tasks1,v30-366471,False,False,False,True,False,False,True
100,7,central_repair_ring,central_repair_ring:outer bell path:rev3:tasks2,v30-469824,True,False,True,False,True,False,True
101,7,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-523587,True,False,False,False,False,False,True
102,7,roofward_archive,roofward_archive:cool archive lane:rev2:tasks0,v30-452527,False,False,False,False,False,False,True
103,7,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-419835,False,False,False,True,False,False,True
104,7,signal_orchard,signal_orchard:river lantern loop:rev3:tasks1,v30-446628,False,False,True,False,False,False,True
105,7,orchard_riverbend,orchard_riverbend:market plank route:rev4:tasks1,v30-485015,True,False,False,False,False,False,True
106,7,central_repair_ring,central_repair_ring:outer bell path:rev4:tasks3,v30-469917,False,True,True,False,False,False,True
107,7,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-524857,False,False,False,True,False,False,True
108,7,roofward_archive,roofward_archive:cool archive lane:rev2:tasks0,v30-453265,False,False,False,False,True,False,True
109,7,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-419590,True,False,False,False,False,False,True
110,7,signal_orchard,signal_orchard:river lantern loop:rev3:tasks1,v30-439632,False,False,False,False,False,False,True
111,7,orchard_riverbend,orchard_riverbend:market plank route:rev4:tasks1,v30-484769,False,False,False,False,False,True,True
112,8,central_repair_ring,central_repair_ring:outer bell path:rev5:tasks3,v30-469916,False,False,True,False,False,True,True
113,8,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-510126,True,False,False,False,False,False,True
114,8,roofward_archive,roofward_archive:cool archive lane:rev2:tasks1,v30-453389,False,True,False,False,False,False,True
115,8,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-418974,False,False,False,True,False,False,True
116,8,signal_orchard,signal_orchard:river lantern loop:rev3:tasks1,v30-445375,False,False,False,False,True,False,True
117,8,orchard_riverbend,orchard_riverbend:market plank route:rev5:tasks1,v30-485758,True,False,True,False,False,False,True
118,8,central_repair_ring,central_repair_ring:outer bell path:rev5:tasks3,v30-470782,True,False,False,False,False,False,True
119,8,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-523532,False,False,False,False,False,False,True
120,8,roofward_archive,roofward_archive:cool archive lane:rev3:tasks1,v30-453765,False,False,True,False,False,False,True
121,8,archive_signal,archive_signal:paper lane:rev4:tasks2,v30-347741,True,False,False,False,False,False,True
122,8,signal_orchard,signal_orchard:river lantern loop:rev3:tasks2,v30-439496,False,True,False,False,False,False,True
123,8,orchard_riverbend,orchard_riverbend:market plank route:rev6:tasks1,v30-477576,False,False,True,False,False,False,True
124,8,central_repair_ring,central_repair_ring:outer bell path:rev5:tasks3,v30-469401,True,False,False,False,True,True,True
125,8,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-523680,True,False,False,False,False,False,True
126,8,roofward_archive,roofward_archive:cool archive lane:rev3:tasks2,v30-453618,False,True,False,False,False,False,True
127,8,archive_signal,archive_signal:paper lane:rev4:tasks2,v30-348109,False,False,False,False,False,True,True
128,9,signal_orchard,signal_orchard:river lantern loop:rev4:tasks2,v30-447347,False,False,True,False,False,True,True
129,9,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-372937,True,False,False,False,False,False,True
130,9,central_repair_ring,central_repair_ring:outer bell path:rev5:tasks3,v30-469537,True,False,False,False,False,False,True
131,9,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-516884,False,False,False,True,False,False,True
132,9,roofward_archive,roofward_archive:cool archive lane:rev3:tasks2,v30-453751,False,False,False,False,True,False,True
133,9,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-419462,True,False,False,False,False,False,True
134,9,signal_orchard,signal_orchard:river lantern loop:rev5:tasks2,v30-440592,False,False,True,False,False,False,True
135,9,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373287,False,False,False,True,False,False,True
136,9,central_repair_ring,central_repair_ring:outer bell path:rev6:tasks3,v30-463790,False,False,True,False,False,False,True
137,9,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517370,True,False,False,False,False,False,True
138,9,roofward_archive,roofward_archive:cool archive lane:rev3:tasks3,v30-448055,False,True,False,False,False,False,True
139,9,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-420684,False,False,False,True,False,False,True
140,9,signal_orchard,signal_orchard:river lantern loop:rev6:tasks2,v30-445846,False,False,True,False,True,False,True
141,9,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373281,True,False,False,False,False,False,True
142,9,central_repair_ring,central_repair_ring:outer bell path:rev6:tasks4,v30-463667,False,True,False,False,False,False,True
143,9,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517126,False,False,False,False,False,True,True
144,10,roofward_archive,roofward_archive:cool archive lane:rev4:tasks3,v30-447929,False,False,True,False,False,True,True
145,10,archive_signal,archive_signal:stone kiosk path:rev4:tasks2,v30-420070,True,False,True,False,False,False,True
146,10,signal_orchard,signal_orchard:river lantern loop:rev6:tasks3,v30-440573,False,True,False,False,False,False,True
147,10,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373289,False,False,False,True,False,False,True
148,10,central_repair_ring,central_repair_ring:outer bell path:rev6:tasks4,v30-464153,False,False,False,False,True,False,True
149,10,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517612,True,False,False,False,True,False,True
150,10,roofward_archive,roofward_archive:cool archive lane:rev4:tasks3,v30-447685,True,False,False,False,False,False,True
151,10,archive_signal,archive_signal:stone kiosk path:rev5:tasks2,v30-420309,False,False,True,False,False,False,True
152,10,signal_orchard,signal_orchard:river lantern loop:rev7:tasks3,v30-440446,False,False,True,False,False,False,True
153,10,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373283,True,False,False,False,False,False,True
154,10,central_repair_ring,central_repair_ring:outer bell path:rev6:tasks5,v30-464030,False,True,False,False,False,False,True
155,10,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517368,False,False,False,True,True,True,True
156,10,roofward_archive,roofward_archive:cool archive lane:rev4:tasks3,v30-448171,True,False,False,False,True,False,True
157,10,archive_signal,archive_signal:stone kiosk path:rev6:tasks2,v30-420301,True,False,True,False,False,False,True
158,10,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-441051,False,True,False,False,False,False,True
159,10,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373649,False,False,False,False,False,True,True
160,11,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-463905,False,False,True,False,False,True,True
161,11,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517124,True,False,False,False,False,False,True
162,11,roofward_archive,roofward_archive:cool archive lane:rev5:tasks4,v30-448165,False,True,True,False,True,False,True
163,11,archive_signal,archive_signal:stone kiosk path:rev6:tasks2,v30-413535,True,False,False,True,False,False,True
164,11,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440807,False,False,False,False,True,False,True
165,11,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373643,True,False,False,False,False,False,True
166,11,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464391,False,False,False,False,False,False,True
167,11,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517610,False,False,False,True,False,False,True
168,11,roofward_archive,roofward_archive:cool archive lane:rev6:tasks4,v30-448769,False,False,True,False,True,False,True
169,11,archive_signal,archive_signal:stone kiosk path:rev6:tasks2,v30-414021,True,False,False,False,False,False,True
170,11,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440563,False,False,False,False,False,False,True
171,11,orchard_riverbend,orchard_riverbend:fen track:rev6:tasks1,v30-373993,False,False,False,True,False,False,True
172,11,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464147,False,False,False,False,True,False,True
173,11,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev4:tasks2,v30-517366,True,False,False,False,False,False,True
174,11,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448645,True,True,True,False,True,False,True
175,11,archive_signal,archive_signal:stone kiosk path:rev6:tasks2,v30-413777,False,False,False,False,False,True,True
176,12,orchard_riverbend,orchard_riverbend:fen track:rev7:tasks1,v30-374507,False,False,True,False,False,True,True
177,12,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-491013,True,False,False,False,False,False,True
178,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev5:tasks3,v30-518019,False,True,True,False,False,False,True
179,12,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-449050,True,False,False,True,False,False,True
180,12,archive_signal,archive_signal:stone kiosk path:rev6:tasks2,v30-413452,False,False,False,False,True,False,True
181,12,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440724,True,False,False,False,False,False,True
182,12,orchard_riverbend,orchard_riverbend:fen track:rev7:tasks1,v30-374501,False,False,False,False,False,False,True
183,12,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-490769,False,False,False,True,False,False,True
184,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev6:tasks3,v30-517898,False,False,True,False,False,False,True
185,12,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448806,True,False,False,False,False,False,True
186,12,archive_signal,archive_signal:stone kiosk path:rev6:tasks3,v30-414055,False,True,False,False,True,True,True
187,12,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-441210,False,False,False,True,False,False,True
188,12,orchard_riverbend,orchard_riverbend:fen track:rev7:tasks1,v30-368441,False,False,False,False,True,False,True
189,12,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-491255,True,False,False,False,False,False,True
190,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev7:tasks3,v30-517777,True,False,True,False,False,False,True
191,12,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448562,False,False,False,False,False,True,True
192,13,archive_signal,archive_signal:stone kiosk path:rev7:tasks3,v30-413926,False,False,True,False,False,True,True
193,13,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440966,True,False,False,False,True,False,True
194,13,orchard_riverbend,orchard_riverbend:fen track:rev7:tasks2,v30-367601,False,True,False,False,False,False,True
195,13,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-491011,False,False,False,True,False,False,True
196,13,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev7:tasks3,v30-518263,True,False,False,False,True,False,True
197,13,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-449048,True,False,False,False,False,False,True
198,13,archive_signal,archive_signal:stone kiosk path:rev7:tasks3,v30-414412,False,False,False,False,False,False,True
199,13,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-441452,False,False,False,False,True,False,True
200,13,orchard_riverbend,orchard_riverbend:fen track:rev8:tasks2,v30-372815,False,False,True,False,False,False,True
201,13,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-463585,True,False,False,False,False,False,True
202,13,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev7:tasks4,v30-517423,True,True,False,False,False,False,True
203,13,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448083,False,False,False,True,False,False,True
204,13,archive_signal,archive_signal:stone kiosk path:rev7:tasks3,v30-413447,False,False,False,False,True,False,True
205,13,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440487,True,False,False,False,True,False,True
206,13,orchard_riverbend,orchard_riverbend:fen track:rev8:tasks3,v30-367582,False,True,False,False,False,False,True
207,13,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464071,False,False,False,False,False,True,True
208,14,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev8:tasks4,v30-518032,False,False,True,False,False,True,True
209,14,roofward_archive,roofward_archive:glass stair:rev6:tasks5,v30-383980,True,False,False,False,False,False,True
210,14,archive_signal,archive_signal:stone kiosk path:rev7:tasks3,v30-413203,False,False,False,False,False,False,True
211,14,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440243,False,False,False,True,False,False,True
212,14,orchard_riverbend,orchard_riverbend:fen track:rev8:tasks3,v30-367338,False,False,False,False,True,False,True
213,14,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-463827,True,False,False,False,False,False,True
214,14,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev8:tasks4,v30-517788,False,False,False,False,False,False,True
215,14,roofward_archive,roofward_archive:glass stair:rev6:tasks5,v30-383736,False,False,False,True,False,False,True
216,14,archive_signal,archive_signal:stone kiosk path:rev8:tasks3,v30-413804,False,False,True,False,False,False,True
217,14,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440729,True,False,False,False,False,True,True
218,14,orchard_riverbend,orchard_riverbend:fen track:rev8:tasks4,v30-367937,False,True,False,False,True,False,True
219,14,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464313,False,False,False,True,False,False,True
220,14,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks4,v30-396873,True,False,False,False,True,False,True
221,14,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448081,True,False,False,False,False,False,True
222,14,archive_signal,archive_signal:stone kiosk path:rev8:tasks4,v30-413677,False,True,False,False,False,False,True
223,14,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440485,False,False,False,False,False,True,True
224,15,orchard_riverbend,orchard_riverbend:fen track:rev9:tasks4,v30-367804,False,False,True,False,False,True,True
225,15,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-490530,True,False,False,False,True,False,True
226,15,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks5,v30-397474,False,True,False,False,False,False,True
227,15,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448567,False,False,False,False,False,False,True
228,15,archive_signal,archive_signal:stone kiosk path:rev8:tasks4,v30-414163,False,False,False,False,True,False,True
229,15,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440971,True,False,False,False,False,False,True
230,15,orchard_riverbend,orchard_riverbend:fen track:rev9:tasks4,v30-367560,False,False,False,False,False,False,True
231,15,central_repair_ring,central_repair_ring:inner repair yard:rev7:tasks5,v30-490286,False,False,False,False,True,False,True
232,15,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks5,v30-403644,False,False,True,False,False,False,True
233,15,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448323,True,False,False,False,False,False,True
234,15,archive_signal,archive_signal:stone kiosk path:rev8:tasks5,v30-414036,False,True,False,False,False,False,True
235,15,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440727,False,False,False,True,False,False,True
236,15,orchard_riverbend,orchard_riverbend:fen track:rev9:tasks4,v30-368046,False,False,False,False,True,False,True
237,15,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464311,True,False,False,False,True,False,True
238,15,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks6,v30-397831,False,True,False,False,False,False,True
239,15,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448809,False,False,False,False,False,True,True
240,16,archive_signal,archive_signal:stone kiosk path:rev9:tasks5,v30-413907,False,False,True,False,False,True,True
241,16,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440483,True,False,False,False,False,False,True
242,16,orchard_riverbend,orchard_riverbend:fen track:rev9:tasks5,v30-367915,False,True,False,False,False,False,True
243,16,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464067,False,False,False,True,False,False,True
244,16,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks6,v30-397587,False,False,False,False,True,False,True
245,16,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448565,True,False,False,False,False,False,True
246,16,archive_signal,archive_signal:stone kiosk path:rev9:tasks5,v30-414393,False,False,False,False,False,False,True
247,16,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440969,False,False,False,True,False,False,True
248,16,orchard_riverbend,orchard_riverbend:fen track:rev10:tasks5,v30-373393,False,False,True,False,False,True,True
249,16,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464553,True,False,False,False,False,False,True
250,16,riverbend_roofward,riverbend_roofward:river ford:rev8:tasks6,v30-397343,False,False,False,False,False,False,True
251,16,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448321,False,False,False,True,False,False,True
252,16,archive_signal,archive_signal:stone kiosk path:rev9:tasks5,v30-414149,False,False,False,False,True,False,True
