tick_id,day,route_id,agent,dialogue_turn,dialogue_kind,public_text,references_avatar_decision,references_branch_tradeoff,references_reload_state,private_workspace_sealed,followup_available
138,10,archive_signal,Nia,1,planning_followup,Nia: I remember you chose stone kiosk path for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,False,True,True,True
139,10,signal_orchard,Milo,2,none,none,False,False,False,True,False
140,10,orchard_riverbend,Ivo,2,none,none,False,False,False,True,False
141,10,central_repair_ring,Juno,0,none,none,False,False,False,True,False
142,10,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
143,10,roofward_archive,Fay,2,none,none,False,False,False,True,False
144,10,archive_signal,Nia,1,none,none,False,False,False,True,False
145,10,signal_orchard,Milo,2,none,none,False,False,False,True,False
146,10,orchard_riverbend,Ivo,3,planning_followup,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
147,10,central_repair_ring,Juno,0,none,none,False,False,False,True,False
148,10,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
149,10,roofward_archive,Fay,2,none,none,False,False,False,True,False
150,11,archive_signal,Nia,1,none,none,False,False,False,True,False
151,11,signal_orchard,Milo,2,none,none,False,False,False,True,False
152,11,orchard_riverbend,Ivo,3,none,none,False,False,False,True,False
153,11,central_repair_ring,Juno,1,planning_followup,Juno: I remember you chose outer bell path for central_exchange->repair_hall. The Repair Circle record shows recovery 0.94.,True,False,True,True,True
154,11,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
155,11,roofward_archive,Fay,2,none,none,False,False,False,True,False
156,11,archive_signal,Nia,1,none,none,False,False,False,True,False
157,11,signal_orchard,Milo,2,none,none,False,False,False,True,False
158,11,orchard_riverbend,Ivo,3,none,none,False,False,False,True,False
159,11,central_repair_ring,Juno,1,none,none,False,False,False,True,False
160,11,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
161,11,roofward_archive,Fay,3,concern,Fay: I remember you chose glass stair for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.94.,True,False,True,True,True
162,11,archive_signal,Nia,1,none,none,False,False,False,True,False
163,11,signal_orchard,Milo,2,none,none,False,False,False,True,False
164,11,orchard_riverbend,Ivo,3,none,none,False,False,False,True,False
165,12,central_repair_ring,Juno,1,none,none,False,False,False,True,False
166,12,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
167,12,roofward_archive,Fay,3,none,none,False,False,False,True,False
168,12,archive_signal,Nia,2,thanks,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,True,True,True,True
169,12,signal_orchard,Milo,2,none,none,False,False,False,True,False
170,12,orchard_riverbend,Ivo,3,none,none,False,False,False,True,False
171,12,central_repair_ring,Juno,1,none,none,False,False,False,True,False
172,12,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
173,12,roofward_archive,Fay,3,none,none,False,False,False,True,False
174,12,archive_signal,Nia,2,none,none,False,False,False,True,False
175,12,signal_orchard,Milo,2,none,none,False,False,False,True,False
176,12,orchard_riverbend,Ivo,4,thanks,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
177,12,central_repair_ring,Juno,1,none,none,False,False,False,True,False
178,12,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
179,12,roofward_archive,Fay,3,none,none,False,False,False,True,False
180,13,archive_signal,Nia,2,none,none,False,False,False,True,False
181,13,signal_orchard,Milo,2,none,none,False,False,False,True,False
182,13,orchard_riverbend,Ivo,4,none,none,False,False,False,True,False
183,13,central_repair_ring,Juno,2,thanks,Juno: I remember you chose outer bell path for central_exchange->repair_hall. The Repair Circle record shows recovery 0.94.,True,False,True,True,True
184,13,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
185,13,roofward_archive,Fay,3,none,none,False,False,False,True,False
186,13,archive_signal,Nia,2,none,none,False,False,False,True,False
187,13,signal_orchard,Milo,2,none,none,False,False,False,True,False
188,13,orchard_riverbend,Ivo,4,none,none,False,False,False,True,False
189,13,central_repair_ring,Juno,2,none,none,False,False,False,True,False
190,13,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
191,13,roofward_archive,Fay,4,planning_followup,Fay: I remember you chose glass stair for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.94.,True,False,True,True,True
192,13,archive_signal,Nia,2,none,none,False,False,False,True,False
193,13,signal_orchard,Milo,2,none,none,False,False,False,True,False
194,13,orchard_riverbend,Ivo,4,none,none,False,False,False,True,False
195,14,central_repair_ring,Juno,2,none,none,False,False,False,True,False
196,14,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
197,14,roofward_archive,Fay,4,none,none,False,False,False,True,False
198,14,archive_signal,Nia,3,thanks,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,True,True,True,True
199,14,signal_orchard,Milo,2,none,none,False,False,False,True,False
200,14,orchard_riverbend,Ivo,4,none,none,False,False,False,True,False
201,14,central_repair_ring,Juno,2,none,none,False,False,False,True,False
202,14,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
203,14,roofward_archive,Fay,4,none,none,False,False,False,True,False
204,14,archive_signal,Nia,3,none,none,False,False,False,True,False
205,14,signal_orchard,Milo,2,none,none,False,False,False,True,False
206,14,orchard_riverbend,Ivo,5,planning_followup,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
207,14,central_repair_ring,Juno,2,none,none,False,False,False,True,False
208,14,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
209,14,roofward_archive,Fay,4,none,none,False,False,False,True,False
210,15,signal_orchard,Milo,2,none,none,False,False,False,True,False
211,15,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
212,15,central_repair_ring,Juno,2,none,none,False,False,False,True,False
213,15,riverbend_roofward,Ari,3,planning_followup,Ari: I remember you chose orchard ridge detour for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,False,True,True,True
214,15,roofward_archive,Fay,4,none,none,False,False,False,True,False
215,15,archive_signal,Nia,3,none,none,False,False,False,True,False
216,15,signal_orchard,Milo,2,none,none,False,False,False,True,False
217,15,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
218,15,central_repair_ring,Juno,2,none,none,False,False,False,True,False
219,15,riverbend_roofward,Ari,3,none,none,False,False,False,True,False
220,15,roofward_archive,Fay,4,none,none,False,False,False,True,False
221,15,archive_signal,Nia,4,planning_followup,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.93.,True,False,True,True,True
222,15,signal_orchard,Milo,2,none,none,False,False,False,True,False
223,15,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
224,15,central_repair_ring,Juno,2,none,none,False,False,False,True,False
225,16,riverbend_roofward,Ari,3,none,none,False,False,False,True,False
226,16,roofward_archive,Fay,4,none,none,False,False,False,True,False
227,16,archive_signal,Nia,4,none,none,False,False,False,True,False
228,16,signal_orchard,Milo,3,thanks,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,True,True,True,True
229,16,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
230,16,central_repair_ring,Juno,2,none,none,False,False,False,True,False
231,16,riverbend_roofward,Ari,3,none,none,False,False,False,True,False
232,16,roofward_archive,Fay,4,none,none,False,False,False,True,False
233,16,archive_signal,Nia,4,none,none,False,False,False,True,False
234,16,signal_orchard,Milo,3,none,none,False,False,False,True,False
235,16,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
236,16,central_repair_ring,Juno,3,planning_followup,Juno: I remember you chose outer bell path for central_exchange->repair_hall. The Repair Circle record shows recovery 0.94.,True,True,True,True,True
237,16,riverbend_roofward,Ari,3,none,none,False,False,False,True,False
238,16,roofward_archive,Fay,4,none,none,False,False,False,True,False
239,16,archive_signal,Nia,4,none,none,False,False,False,True,False
240,17,signal_orchard,Milo,3,none,none,False,False,False,True,False
241,17,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
242,17,central_repair_ring,Juno,3,none,none,False,False,False,True,False
243,17,riverbend_roofward,Ari,4,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,False,True,True,True
244,17,roofward_archive,Fay,4,none,none,False,False,False,True,False
245,17,archive_signal,Nia,4,none,none,False,False,False,True,False
246,17,signal_orchard,Milo,3,none,none,False,False,False,True,False
247,17,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
248,17,central_repair_ring,Juno,3,none,none,False,False,False,True,False
249,17,riverbend_roofward,Ari,4,none,none,False,False,False,True,False
250,17,roofward_archive,Fay,4,none,none,False,False,False,True,False
251,17,archive_signal,Nia,5,planning_followup,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,False,True,True,True
252,17,signal_orchard,Milo,3,none,none,False,False,False,True,False
253,17,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
254,17,central_repair_ring,Juno,3,none,none,False,False,False,True,False
255,18,riverbend_roofward,Ari,4,none,none,False,False,False,True,False
256,18,roofward_archive,Fay,4,none,none,False,False,False,True,False
257,18,archive_signal,Nia,5,none,none,False,False,False,True,False
258,18,signal_orchard,Milo,4,planning_followup,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,True,True,True,True
259,18,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
260,18,central_repair_ring,Juno,3,none,none,False,False,False,True,False
261,18,riverbend_roofward,Ari,4,none,none,False,False,False,True,False
262,18,roofward_archive,Fay,4,none,none,False,False,False,True,False
263,18,archive_signal,Nia,5,none,none,False,False,False,True,False
264,18,signal_orchard,Milo,4,none,none,False,False,False,True,False
265,18,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
266,18,central_repair_ring,Juno,4,planning_followup,Juno: I remember you chose outer bell path for central_exchange->repair_hall. The Repair Circle record shows recovery 0.94.,True,True,True,True,True
267,18,riverbend_roofward,Ari,4,none,none,False,False,False,True,False
268,18,roofward_archive,Fay,4,none,none,False,False,False,True,False
269,18,archive_signal,Nia,5,none,none,False,False,False,True,False
270,19,signal_orchard,Milo,4,none,none,False,False,False,True,False
271,19,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
272,19,central_repair_ring,Juno,4,none,none,False,False,False,True,False
273,19,riverbend_roofward,Ari,5,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.93.,True,False,True,True,True
274,19,roofward_archive,Fay,4,none,none,False,False,False,True,False
275,19,archive_signal,Nia,5,none,none,False,False,False,True,False
276,19,signal_orchard,Milo,4,none,none,False,False,False,True,False
277,19,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
278,19,central_repair_ring,Juno,4,none,none,False,False,False,True,False
279,19,riverbend_roofward,Ari,5,none,none,False,False,False,True,False
280,19,roofward_archive,Fay,4,none,none,False,False,False,True,False
281,19,archive_signal,Nia,6,planning_followup,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,False,True,True,True
282,19,signal_orchard,Milo,4,none,none,False,False,False,True,False
283,19,orchard_riverbend,Ivo,5,none,none,False,False,False,True,False
284,19,central_repair_ring,Juno,4,none,none,False,False,False,True,False
285,20,roofward_archive,Fay,4,none,none,False,False,False,True,False
286,20,archive_signal,Nia,6,none,none,False,False,False,True,False
287,20,signal_orchard,Milo,4,none,none,False,False,False,True,False
288,20,orchard_riverbend,Ivo,6,planning_followup,Ivo: I remember you chose fen track for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
289,20,central_repair_ring,Juno,4,none,none,False,False,False,True,False
290,20,riverbend_roofward,Ari,5,none,none,False,False,False,True,False
291,20,roofward_archive,Fay,4,none,none,False,False,False,True,False
292,20,archive_signal,Nia,6,none,none,False,False,False,True,False
293,20,signal_orchard,Milo,4,none,none,False,False,False,True,False
294,20,orchard_riverbend,Ivo,6,none,none,False,False,False,True,False
295,20,central_repair_ring,Juno,4,none,none,False,False,False,True,False
296,20,riverbend_roofward,Ari,6,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,True,True,True,True
297,20,roofward_archive,Fay,4,none,none,False,False,False,True,False
298,20,archive_signal,Nia,6,none,none,False,False,False,True,False
299,20,signal_orchard,Milo,4,none,none,False,False,False,True,False
300,21,orchard_riverbend,Ivo,6,none,none,False,False,False,True,False
301,21,central_repair_ring,Juno,4,none,none,False,False,False,True,False
302,21,riverbend_roofward,Ari,6,none,none,False,False,False,True,False
303,21,roofward_archive,Fay,5,thanks,Fay: I remember you chose cool archive lane for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.94.,True,False,True,True,True
304,21,archive_signal,Nia,6,none,none,False,False,False,True,False
305,21,signal_orchard,Milo,4,none,none,False,False,False,True,False
306,21,orchard_riverbend,Ivo,6,none,none,False,False,False,True,False
307,21,central_repair_ring,Juno,4,none,none,False,False,False,True,False
308,21,riverbend_roofward,Ari,6,none,none,False,False,False,True,False
309,21,roofward_archive,Fay,5,none,none,False,False,False,True,False
310,21,archive_signal,Nia,6,none,none,False,False,False,True,False
311,21,signal_orchard,Milo,5,planning_followup,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,False,True,True,True
312,21,orchard_riverbend,Ivo,6,none,none,False,False,False,True,False
313,21,central_repair_ring,Juno,4,none,none,False,False,False,True,False
314,21,riverbend_roofward,Ari,6,none,none,False,False,False,True,False
315,22,roofward_archive,Fay,5,none,none,False,False,False,True,False
316,22,archive_signal,Nia,6,none,none,False,False,False,True,False
317,22,signal_orchard,Milo,5,none,none,False,False,False,True,False
318,22,orchard_riverbend,Ivo,7,thanks,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
319,22,central_repair_ring,Juno,4,none,none,False,False,False,True,False
320,22,riverbend_roofward,Ari,6,none,none,False,False,False,True,False
321,22,roofward_archive,Fay,5,none,none,False,False,False,True,False
322,22,archive_signal,Nia,6,none,none,False,False,False,True,False
323,22,signal_orchard,Milo,5,none,none,False,False,False,True,False
324,22,orchard_riverbend,Ivo,7,none,none,False,False,False,True,False
325,22,central_repair_ring,Juno,4,none,none,False,False,False,True,False
326,22,riverbend_roofward,Ari,7,planning_followup,Ari: I remember you chose orchard ridge detour for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,True,True,True,True
327,22,roofward_archive,Fay,5,none,none,False,False,False,True,False
328,22,archive_signal,Nia,6,none,none,False,False,False,True,False
329,22,signal_orchard,Milo,5,none,none,False,False,False,True,False
330,23,orchard_riverbend,Ivo,7,none,none,False,False,False,True,False
331,23,central_repair_ring,Juno,4,none,none,False,False,False,True,False
332,23,riverbend_roofward,Ari,7,none,none,False,False,False,True,False
333,23,roofward_archive,Fay,6,thanks,Fay: I remember you chose cool archive lane for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.94.,True,False,True,True,True
334,23,archive_signal,Nia,6,none,none,False,False,False,True,False
335,23,signal_orchard,Milo,5,none,none,False,False,False,True,False
336,23,orchard_riverbend,Ivo,7,none,none,False,False,False,True,False
337,23,central_repair_ring,Juno,4,none,none,False,False,False,True,False
338,23,riverbend_roofward,Ari,7,none,none,False,False,False,True,False
339,23,roofward_archive,Fay,6,none,none,False,False,False,True,False
340,23,archive_signal,Nia,6,none,none,False,False,False,True,False
341,23,signal_orchard,Milo,6,planning_followup,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,False,True,True,True
342,23,orchard_riverbend,Ivo,7,none,none,False,False,False,True,False
343,23,central_repair_ring,Juno,4,none,none,False,False,False,True,False
344,23,riverbend_roofward,Ari,7,none,none,False,False,False,True,False
345,24,roofward_archive,Fay,6,none,none,False,False,False,True,False
346,24,archive_signal,Nia,6,none,none,False,False,False,True,False
347,24,signal_orchard,Milo,6,none,none,False,False,False,True,False
348,24,orchard_riverbend,Ivo,8,thanks,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,True,True,True,True
349,24,central_repair_ring,Juno,4,none,none,False,False,False,True,False
350,24,riverbend_roofward,Ari,7,none,none,False,False,False,True,False
351,24,roofward_archive,Fay,6,none,none,False,False,False,True,False
352,24,archive_signal,Nia,6,none,none,False,False,False,True,False
353,24,signal_orchard,Milo,6,none,none,False,False,False,True,False
354,24,orchard_riverbend,Ivo,8,none,none,False,False,False,True,False
355,24,central_repair_ring,Juno,4,none,none,False,False,False,True,False
356,24,riverbend_roofward,Ari,8,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,True,True,True,True
357,24,roofward_archive,Fay,6,none,none,False,False,False,True,False
358,24,archive_signal,Nia,6,none,none,False,False,False,True,False
359,24,signal_orchard,Milo,6,none,none,False,False,False,True,False
360,25,central_repair_ring,Juno,4,none,none,False,False,False,True,False
361,25,riverbend_roofward,Ari,8,none,none,False,False,False,True,False
362,25,roofward_archive,Fay,6,none,none,False,False,False,True,False
363,25,archive_signal,Nia,7,planning_followup,Nia: I remember you chose paper lane for archive_quarter->signal_ridge. The Index Guild record shows recovery 0.94.,True,False,True,True,True
364,25,signal_orchard,Milo,6,none,none,False,False,False,True,False
365,25,orchard_riverbend,Ivo,8,none,none,False,False,False,True,False
366,25,central_repair_ring,Juno,4,none,none,False,False,False,True,False
367,25,riverbend_roofward,Ari,8,none,none,False,False,False,True,False
368,25,roofward_archive,Fay,6,none,none,False,False,False,True,False
369,25,archive_signal,Nia,7,none,none,False,False,False,True,False
370,25,signal_orchard,Milo,6,none,none,False,False,False,True,False
371,25,orchard_riverbend,Ivo,9,planning_followup,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,False,True,True,True
372,25,central_repair_ring,Juno,4,none,none,False,False,False,True,False
