tick_id,day,tick,avatar_zone,active_project,visible_card,material_panel,fatigue_panel,obligation_panel,save_restore_key,replay_key,boundary_note
26,2,8,west crossing,north_lantern_relay,North lantern relay: 0.03/1.00 work active,wire: 6.00 left,"Milo fatigue 0.24, energy 0.82",respect_milo_quiet_dusk_route debt 0.12,ssrm_v25_project_state_seed_20260878,v25-165758,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
27,2,9,warm roof,archive_weather_log,Archive weather log: 0.06/1.00 work active,ink: 8.87 left,"Nia fatigue 0.34, energy 0.76",return_nia_reading_lens debt 0.29,ssrm_v25_project_state_seed_20260878,v25-173206,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
28,2,10,north path,west_bridge_repair,West bridge repair: 0.03/1.00 work active,resin: 7.50 left,"Ari fatigue 0.10, energy 0.90",return_caliper_to_ari debt 0.04,ssrm_v25_project_state_seed_20260878,v25-159064,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
29,2,11,archive alcove,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,compost: 7.87 left,"Fay fatigue 0.28, energy 0.80",restore_seed_pouch_to_fay debt 0.23,ssrm_v25_project_state_seed_20260878,v25-154656,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
30,2,12,central commons,north_lantern_relay,North lantern relay: 0.03/1.00 work active,oil: 12.00 left,"Milo fatigue 0.23, energy 0.82",respect_milo_quiet_dusk_route debt 0.11,ssrm_v25_project_state_seed_20260878,v25-169187,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
31,2,13,west crossing,archive_weather_log,Archive weather log: 0.06/1.00 blocked: obligation_time_conflict,paper: 11.63 left,"Nia fatigue 0.40, energy 0.73",return_nia_reading_lens debt 0.33,ssrm_v25_project_state_seed_20260878,v25-340777,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
32,2,14,warm roof,west_bridge_repair,West bridge repair: 0.03/1.00 work active,rope: 5.88 left,"Ari fatigue 0.09, energy 0.90",return_caliper_to_ari debt 0.07,ssrm_v25_project_state_seed_20260878,v25-166825,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
33,2,15,north path,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,seed: 10.38 left,"Fay fatigue 0.26, energy 0.81",restore_seed_pouch_to_fay debt 0.22,ssrm_v25_project_state_seed_20260878,v25-157527,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
34,2,16,archive alcove,north_lantern_relay,North lantern relay: 0.03/1.00 work active,glass: 7.87 left,"Milo fatigue 0.17, energy 0.84",respect_milo_quiet_dusk_route debt 0.10,ssrm_v25_project_state_seed_20260878,v25-174261,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
35,2,17,central commons,archive_weather_log,Archive weather log: 0.06/1.00 reserved work slot,thread: 2.20 left,"Nia fatigue 0.35, energy 0.74",return_nia_reading_lens debt 0.32,ssrm_v25_project_state_seed_20260878,v25-164485,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
36,3,0,archive alcove,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,seed: 10.38 left,"Fay fatigue 0.21, energy 0.83",restore_seed_pouch_to_fay debt 0.20,ssrm_v25_project_state_seed_20260878,v25-157581,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
37,3,1,central commons,north_lantern_relay,North lantern relay: 0.03/1.00 work active,glass: 7.87 left,"Milo fatigue 0.12, energy 0.86",respect_milo_quiet_dusk_route debt 0.09,ssrm_v25_project_state_seed_20260878,v25-174315,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
38,3,2,west crossing,archive_weather_log,Archive weather log: 0.06/1.00 work active,thread: 2.20 left,"Nia fatigue 0.33, energy 0.75",return_nia_reading_lens debt 0.35,ssrm_v25_project_state_seed_20260878,v25-164539,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
39,3,3,warm roof,west_bridge_repair,West bridge repair: 0.06/1.00 reserved work slot,planks: 17.88 left,"Ari fatigue 0.13, energy 0.88",return_caliper_to_ari debt 0.06,ssrm_v25_project_state_seed_20260878,v25-170640,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
40,3,4,north path,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,water: 36.82 left,"Fay fatigue 0.19, energy 0.83",restore_seed_pouch_to_fay debt 0.24,ssrm_v25_project_state_seed_20260878,v25-161733,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
41,3,5,archive alcove,north_lantern_relay,North lantern relay: 0.03/1.00 work active,wire: 6.00 left,"Milo fatigue 0.10, energy 0.87",respect_milo_quiet_dusk_route debt 0.07,ssrm_v25_project_state_seed_20260878,v25-165702,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
42,3,6,central commons,archive_weather_log,Archive weather log: 0.06/1.00 work active,ink: 8.87 left,"Nia fatigue 0.32, energy 0.75",return_nia_reading_lens debt 0.34,ssrm_v25_project_state_seed_20260878,v25-173113,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
43,3,7,west crossing,west_bridge_repair,West bridge repair: 0.06/1.00 work active,resin: 7.50 left,"Ari fatigue 0.12, energy 0.88",return_caliper_to_ari debt 0.05,ssrm_v25_project_state_seed_20260878,v25-158815,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
44,3,8,warm roof,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,compost: 7.87 left,"Fay fatigue 0.18, energy 0.84",restore_seed_pouch_to_fay debt 0.27,ssrm_v25_project_state_seed_20260878,v25-154600,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
45,3,9,north path,north_lantern_relay,North lantern relay: 0.06/1.00 reserved work slot,oil: 11.85 left,"Milo fatigue 0.15, energy 0.84",respect_milo_quiet_dusk_route debt 0.06,ssrm_v25_project_state_seed_20260878,v25-182234,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
46,3,10,archive alcove,archive_weather_log,Archive weather log: 0.06/1.00 work active,paper: 11.63 left,"Nia fatigue 0.30, energy 0.76",return_nia_reading_lens debt 0.33,ssrm_v25_project_state_seed_20260878,v25-180170,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
47,3,11,central commons,west_bridge_repair,West bridge repair: 0.06/1.00 work active,rope: 5.88 left,"Ari fatigue 0.11, energy 0.89",return_caliper_to_ari debt 0.03,ssrm_v25_project_state_seed_20260878,v25-166739,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
48,3,12,west crossing,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,seed: 10.38 left,"Fay fatigue 0.17, energy 0.84",restore_seed_pouch_to_fay debt 0.26,ssrm_v25_project_state_seed_20260878,v25-157634,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
49,3,13,warm roof,north_lantern_relay,North lantern relay: 0.06/1.00 work active,glass: 7.87 left,"Milo fatigue 0.13, energy 0.85",respect_milo_quiet_dusk_route debt 0.10,ssrm_v25_project_state_seed_20260878,v25-175005,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
50,3,14,north path,archive_weather_log,Archive weather log: 0.09/1.00 reserved work slot,thread: 2.05 left,"Nia fatigue 0.35, energy 0.73",return_nia_reading_lens debt 0.31,ssrm_v25_project_state_seed_20260878,v25-176725,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
51,3,15,archive alcove,west_bridge_repair,West bridge repair: 0.06/1.00 work active,planks: 17.88 left,"Ari fatigue 0.09, energy 0.89",return_caliper_to_ari debt 0.02,ssrm_v25_project_state_seed_20260878,v25-170530,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
52,3,16,central commons,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,water: 36.82 left,"Fay fatigue 0.11, energy 0.86",restore_seed_pouch_to_fay debt 0.25,ssrm_v25_project_state_seed_20260878,v25-161786,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
53,3,17,west crossing,north_lantern_relay,North lantern relay: 0.06/1.00 reserved work slot,wire: 6.00 left,"Milo fatigue 0.08, energy 0.87",respect_milo_quiet_dusk_route debt 0.09,ssrm_v25_project_state_seed_20260878,v25-166392,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
54,4,0,central commons,archive_weather_log,Archive weather log: 0.09/1.00 work active,ink: 8.87 left,"Nia fatigue 0.29, energy 0.75",return_nia_reading_lens debt 0.30,ssrm_v25_project_state_seed_20260878,v25-173783,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
55,4,1,west crossing,west_bridge_repair,West bridge repair: 0.06/1.00 reserved work slot,resin: 7.50 left,"Ari fatigue 0.05, energy 0.91",return_caliper_to_ari debt 0.01,ssrm_v25_project_state_seed_20260878,v25-158868,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
56,4,2,warm roof,herb_roof_garden,Herb roof garden: 0.06/1.00 work active,compost: 7.87 left,"Fay fatigue 0.10, energy 0.86",restore_seed_pouch_to_fay debt 0.24,ssrm_v25_project_state_seed_20260878,v25-154653,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
57,4,3,north path,north_lantern_relay,North lantern relay: 0.06/1.00 work active,oil: 11.85 left,"Milo fatigue 0.06, energy 0.87",respect_milo_quiet_dusk_route debt 0.12,ssrm_v25_project_state_seed_20260878,v25-182287,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
58,4,4,archive alcove,archive_weather_log,Archive weather log: 0.12/1.00 reserved work slot,paper: 11.45 left,"Nia fatigue 0.34, energy 0.73",return_nia_reading_lens debt 0.29,ssrm_v25_project_state_seed_20260878,v25-180478,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
59,4,5,central commons,west_bridge_repair,West bridge repair: 0.06/1.00 work active,rope: 5.88 left,"Ari fatigue 0.05, energy 0.92",return_caliper_to_ari debt 0.00,ssrm_v25_project_state_seed_20260878,v25-166792,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
60,4,6,west crossing,herb_roof_garden,Herb roof garden: 0.09/1.00 reserved work slot,seed: 10.26 left,"Fay fatigue 0.14, energy 0.84",restore_seed_pouch_to_fay debt 0.23,ssrm_v25_project_state_seed_20260878,v25-157678,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
61,4,7,warm roof,north_lantern_relay,North lantern relay: 0.06/1.00 work active,glass: 7.87 left,"Milo fatigue 0.05, energy 0.88",respect_milo_quiet_dusk_route debt 0.16,ssrm_v25_project_state_seed_20260878,v25-174895,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
62,4,8,north path,archive_weather_log,Archive weather log: 0.12/1.00 work active,thread: 2.05 left,"Nia fatigue 0.33, energy 0.73",return_nia_reading_lens debt 0.28,ssrm_v25_project_state_seed_20260878,v25-176521,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
63,4,9,archive alcove,west_bridge_repair,West bridge repair: 0.06/1.00 work active,planks: 17.88 left,"Ari fatigue 0.05, energy 0.92",return_caliper_to_ari debt 0.04,ssrm_v25_project_state_seed_20260878,v25-170583,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
64,4,10,central commons,herb_roof_garden,Herb roof garden: 0.09/1.00 work active,water: 36.82 left,"Fay fatigue 0.13, energy 0.85",restore_seed_pouch_to_fay debt 0.21,ssrm_v25_project_state_seed_20260878,v25-162040,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
65,4,11,west crossing,north_lantern_relay,North lantern relay: 0.09/1.00 reserved work slot,wire: 5.88 left,"Milo fatigue 0.10, energy 0.85",respect_milo_quiet_dusk_route debt 0.00,ssrm_v25_project_state_seed_20260878,v25-174461,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
66,4,12,warm roof,archive_weather_log,Archive weather log: 0.12/1.00 work active,ink: 8.87 left,"Nia fatigue 0.31, energy 0.74",return_nia_reading_lens debt 0.31,ssrm_v25_project_state_seed_20260878,v25-173579,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
67,4,13,north path,west_bridge_repair,West bridge repair: 0.06/1.00 work active,resin: 7.50 left,"Ari fatigue 0.05, energy 0.93",return_caliper_to_ari debt 0.00,ssrm_v25_project_state_seed_20260878,v25-158921,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
68,4,14,archive alcove,herb_roof_garden,Herb roof garden: 0.09/1.00 work active,compost: 7.87 left,"Fay fatigue 0.11, energy 0.85",restore_seed_pouch_to_fay debt 0.20,ssrm_v25_project_state_seed_20260878,v25-154907,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
69,4,15,central commons,north_lantern_relay,North lantern relay: 0.09/1.00 work active,oil: 11.85 left,"Milo fatigue 0.08, energy 0.86",respect_milo_quiet_dusk_route debt 0.00,ssrm_v25_project_state_seed_20260878,v25-182093,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
70,4,16,west crossing,archive_weather_log,Archive weather log: 0.12/1.00 work active,paper: 11.45 left,"Nia fatigue 0.26, energy 0.76",return_nia_reading_lens debt 0.30,ssrm_v25_project_state_seed_20260878,v25-180368,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
71,4,17,warm roof,west_bridge_repair,West bridge repair: 0.06/1.00 work active,rope: 5.88 left,"Ari fatigue 0.05, energy 0.95",return_caliper_to_ari debt 0.00,ssrm_v25_project_state_seed_20260878,v25-166682,"deterministic browser-local project/material/body-cost scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
