seed,session_id,branch_id,hint_id,source_practice_id,avatar_commanded,hidden_law_exposed
36247,36247-HRS-01,36247-AHB-005-2,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-01,36247-AHB-005-3,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-01,36247-AHB-006-1,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-01,36247-AHB-006-2,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-01,36247-AHB-006-3,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-02,36247-AHB-005-1,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-02,36247-AHB-005-2,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-02,36247-AHB-005-3,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-02,36247-AHB-006-1,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-02,36247-AHB-006-2,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-02,36247-AHB-006-3,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-03,36247-AHB-005-1,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-03,36247-AHB-005-2,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-03,36247-AHB-005-3,36247-AHD-005,36247-EPG-005,False,False
36247,36247-HRS-03,36247-AHB-006-1,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-03,36247-AHB-006-2,36247-AHD-006,36247-EPG-006,False,False
36247,36247-HRS-03,36247-AHB-006-3,36247-AHD-006,36247-EPG-006,False,False
36263,36263-HRS-01,36263-AHB-007-1,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-01,36263-AHB-007-2,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-01,36263-AHB-007-3,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-01,36263-AHB-008-1,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-01,36263-AHB-008-2,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-01,36263-AHB-008-3,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-02,36263-AHB-007-1,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-02,36263-AHB-007-2,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-02,36263-AHB-007-3,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-02,36263-AHB-008-1,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-02,36263-AHB-008-2,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-02,36263-AHB-008-3,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-03,36263-AHB-007-1,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-03,36263-AHB-007-2,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-03,36263-AHB-007-3,36263-AHD-007,36263-EPG-007,False,False
36263,36263-HRS-03,36263-AHB-008-1,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-03,36263-AHB-008-2,36263-AHD-008,36263-EPG-008,False,False
36263,36263-HRS-03,36263-AHB-008-3,36263-AHD-008,36263-EPG-008,False,False
36281,36281-HRS-01,36281-AHB-009-1,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-01,36281-AHB-009-2,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-01,36281-AHB-009-3,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-01,36281-AHB-010-1,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-01,36281-AHB-010-2,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-01,36281-AHB-010-3,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-02,36281-AHB-009-1,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-02,36281-AHB-009-2,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-02,36281-AHB-009-3,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-02,36281-AHB-010-1,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-02,36281-AHB-010-2,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-02,36281-AHB-010-3,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-03,36281-AHB-009-1,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-03,36281-AHB-009-2,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-03,36281-AHB-009-3,36281-AHD-009,36281-EPG-009,False,False
36281,36281-HRS-03,36281-AHB-010-1,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-03,36281-AHB-010-2,36281-AHD-010,36281-EPG-010,False,False
36281,36281-HRS-03,36281-AHB-010-3,36281-AHD-010,36281-EPG-010,False,False
36307,36307-HRS-01,36307-AHB-011-1,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-01,36307-AHB-011-2,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-01,36307-AHB-011-3,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-01,36307-AHB-012-1,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-01,36307-AHB-012-2,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-01,36307-AHB-012-3,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-02,36307-AHB-011-1,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-02,36307-AHB-011-2,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-02,36307-AHB-011-3,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-02,36307-AHB-012-1,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-02,36307-AHB-012-2,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-02,36307-AHB-012-3,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-03,36307-AHB-011-1,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-03,36307-AHB-011-2,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-03,36307-AHB-011-3,36307-AHD-011,36307-EPG-011,False,False
36307,36307-HRS-03,36307-AHB-012-1,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-03,36307-AHB-012-2,36307-AHD-012,36307-EPG-012,False,False
36307,36307-HRS-03,36307-AHB-012-3,36307-AHD-012,36307-EPG-012,False,False
36319,36319-HRS-01,36319-AHB-013-1,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-01,36319-AHB-013-2,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-01,36319-AHB-013-3,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-01,36319-AHB-014-1,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-01,36319-AHB-014-2,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-01,36319-AHB-014-3,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-02,36319-AHB-013-1,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-02,36319-AHB-013-2,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-02,36319-AHB-013-3,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-02,36319-AHB-014-1,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-02,36319-AHB-014-2,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-02,36319-AHB-014-3,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-03,36319-AHB-013-1,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-03,36319-AHB-013-2,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-03,36319-AHB-013-3,36319-AHD-013,36319-EPG-013,False,False
36319,36319-HRS-03,36319-AHB-014-1,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-03,36319-AHB-014-2,36319-AHD-014,36319-EPG-014,False,False
36319,36319-HRS-03,36319-AHB-014-3,36319-AHD-014,36319-EPG-014,False,False
36343,36343-HRS-01,36343-AHB-015-1,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-01,36343-AHB-015-2,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-01,36343-AHB-015-3,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-01,36343-AHB-016-1,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-01,36343-AHB-016-2,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-01,36343-AHB-016-3,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-02,36343-AHB-015-1,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-02,36343-AHB-015-2,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-02,36343-AHB-015-3,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-02,36343-AHB-016-1,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-02,36343-AHB-016-2,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-02,36343-AHB-016-3,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-03,36343-AHB-015-1,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-03,36343-AHB-015-2,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-03,36343-AHB-015-3,36343-AHD-015,36343-EPG-015,False,False
36343,36343-HRS-03,36343-AHB-016-1,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-03,36343-AHB-016-2,36343-AHD-016,36343-EPG-016,False,False
36343,36343-HRS-03,36343-AHB-016-3,36343-AHD-016,36343-EPG-016,False,False
