tick_id,day,settlement_id,resident_id,scheduled_task,scheduled_room,avatar_action,interrupted,recovery_action_available,recovery_completed,routine_integrity,visible_routine_state
26,3,archive,Toma,repair project,spool room,interrupt_routine,True,True,True,0.85,recovered
27,3,signal,Milo,teach dialect,lantern walk,ask_dialect_memory,False,False,False,0.85,on schedule
28,3,orchard,Mara,teach dialect,satchel shed,rest,False,False,False,0.86,on schedule
29,3,repair_ring,Juno,teach dialect,spark lane,dry_off,False,False,False,0.86,on schedule
30,3,riverbend,Lio,patrol hazard,dry ridge,ask_dialect_memory,False,False,False,0.78,on schedule
31,3,roofward,Fay,patrol hazard,glass stair,rest,False,False,False,0.86,on schedule
32,3,archive,Toma,patrol hazard,ink niche,dry_off,False,False,False,0.85,on schedule
33,3,signal,Milo,restore memory,arrival court,path_to_resident,False,False,False,0.85,on schedule
34,3,orchard,Mara,restore memory,arrival court,inspect_affordance,False,False,False,0.86,on schedule
35,3,repair_ring,Juno,restore memory,cool corner,interrupt_routine,True,True,False,0.79,interrupted
36,4,riverbend,Ari,repair project,plank hall,path_to_rest,False,False,False,0.92,on schedule
37,4,roofward,Sera,repair project,ledger loft,perform_chain_step,False,False,False,0.86,on schedule
38,4,archive,Nia,repair project,spool room,recover_routine,False,True,True,0.92,recovered
39,4,signal,Ren,teach dialect,lantern walk,offer_care,False,False,False,0.92,on schedule
40,4,orchard,Ivo,teach dialect,satchel shed,treat_pain,False,False,False,0.86,on schedule
41,4,repair_ring,Pax,teach dialect,spark lane,continue_project,False,False,False,0.86,on schedule
42,4,riverbend,Ari,patrol hazard,dry ridge,offer_care,False,False,False,0.92,on schedule
43,4,roofward,Sera,patrol hazard,glass stair,treat_pain,False,False,False,0.86,on schedule
44,4,archive,Nia,patrol hazard,ink niche,continue_project,False,False,False,0.92,on schedule
45,4,signal,Ren,restore memory,arrival court,path_to_rest,False,False,False,0.92,on schedule
46,4,orchard,Ivo,restore memory,arrival court,perform_chain_step,False,False,False,0.86,on schedule
47,4,repair_ring,Pax,restore memory,cool corner,recover_routine,False,True,True,0.92,recovered
48,5,riverbend,Lio,repair project,plank hall,inspect_affordance,False,False,False,0.78,on schedule
49,5,roofward,Fay,repair project,ledger loft,interrupt_routine,True,True,False,0.79,interrupted
50,5,archive,Toma,repair project,spool room,ask_dialect_memory,False,False,False,0.85,on schedule
51,5,signal,Milo,teach dialect,lantern walk,rest,False,False,False,0.85,on schedule
52,5,orchard,Mara,teach dialect,satchel shed,dry_off,False,False,False,0.86,on schedule
53,5,repair_ring,Juno,teach dialect,spark lane,path_to_resident,True,True,True,0.78,recovered
54,5,riverbend,Lio,patrol hazard,dry ridge,rest,False,False,False,0.78,on schedule
55,5,roofward,Fay,patrol hazard,glass stair,dry_off,False,False,False,0.79,on schedule
56,5,archive,Toma,patrol hazard,ink niche,path_to_resident,False,False,False,0.85,on schedule
57,5,signal,Milo,restore memory,arrival court,inspect_affordance,False,False,False,0.85,on schedule
58,5,orchard,Mara,restore memory,arrival court,interrupt_routine,True,True,True,0.85,recovered
59,5,repair_ring,Juno,restore memory,cool corner,ask_dialect_memory,False,False,False,0.78,on schedule
60,6,riverbend,Ari,repair project,plank hall,perform_chain_step,True,True,True,0.91,recovered
61,6,roofward,Sera,repair project,ledger loft,recover_routine,False,True,True,0.92,recovered
62,6,archive,Nia,repair project,spool room,offer_care,False,False,False,0.92,on schedule
63,6,signal,Ren,teach dialect,lantern walk,treat_pain,False,False,False,0.92,on schedule
64,6,orchard,Ivo,teach dialect,satchel shed,continue_project,False,False,False,0.86,on schedule
65,6,repair_ring,Pax,teach dialect,spark lane,path_to_rest,False,False,False,0.92,on schedule
66,6,riverbend,Ari,patrol hazard,dry ridge,treat_pain,False,False,False,0.91,on schedule
67,6,roofward,Sera,patrol hazard,glass stair,continue_project,False,False,False,0.92,on schedule
68,6,archive,Nia,patrol hazard,ink niche,path_to_rest,False,False,False,0.92,on schedule
69,6,signal,Ren,restore memory,arrival court,perform_chain_step,False,False,False,0.92,on schedule
70,6,orchard,Ivo,restore memory,arrival court,recover_routine,False,True,True,0.92,recovered
71,6,repair_ring,Pax,restore memory,cool corner,offer_care,False,False,False,0.92,on schedule
72,7,riverbend,Lio,repair project,plank hall,interrupt_routine,True,True,True,0.77,recovered
73,7,roofward,Fay,repair project,ledger loft,ask_dialect_memory,False,False,False,0.79,on schedule
74,7,archive,Toma,repair project,spool room,rest,False,False,False,0.85,on schedule
75,7,signal,Milo,teach dialect,lantern walk,dry_off,False,False,False,0.85,on schedule
76,7,orchard,Mara,teach dialect,satchel shed,path_to_resident,False,False,False,0.85,on schedule
77,7,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.78,on schedule
78,7,riverbend,Lio,patrol hazard,dry ridge,dry_off,False,False,False,0.77,on schedule
79,7,roofward,Fay,patrol hazard,glass stair,path_to_resident,False,False,False,0.79,on schedule
80,7,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.85,on schedule
81,7,signal,Milo,restore memory,arrival court,interrupt_routine,True,True,True,0.84,recovered
82,7,orchard,Mara,restore memory,arrival court,ask_dialect_memory,False,False,False,0.85,on schedule
83,7,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.78,on schedule
84,8,roofward,Fay,repair project,ledger loft,ask_dialect_memory,False,False,False,0.79,on schedule
85,8,archive,Toma,repair project,spool room,rest,False,False,False,0.85,on schedule
86,8,signal,Milo,repair project,mast base,dry_off,False,False,False,0.84,on schedule
87,8,orchard,Mara,teach dialect,satchel shed,path_to_resident,False,False,False,0.85,on schedule
88,8,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.78,on schedule
89,8,riverbend,Lio,teach dialect,kit alcove,dry_off,False,False,False,0.77,on schedule
90,8,roofward,Fay,patrol hazard,glass stair,path_to_resident,False,False,False,0.79,on schedule
91,8,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.85,on schedule
92,8,signal,Milo,patrol hazard,lens room,interrupt_routine,True,True,True,0.83,recovered
93,8,orchard,Mara,restore memory,arrival court,ask_dialect_memory,False,False,False,0.85,on schedule
94,8,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.78,on schedule
95,8,riverbend,Lio,restore memory,arrival court,interrupt_routine,True,True,True,0.76,recovered
96,9,roofward,Sera,repair project,ledger loft,offer_care,False,False,False,0.92,on schedule
97,9,archive,Nia,repair project,spool room,treat_pain,False,False,False,0.92,on schedule
98,9,signal,Ren,repair project,mast base,continue_project,False,False,False,0.92,on schedule
99,9,orchard,Ivo,teach dialect,satchel shed,path_to_rest,False,False,False,0.92,on schedule
100,9,repair_ring,Pax,teach dialect,spark lane,perform_chain_step,False,False,False,0.92,on schedule
101,9,riverbend,Ari,teach dialect,kit alcove,continue_project,False,False,False,0.91,on schedule
102,9,roofward,Sera,patrol hazard,glass stair,path_to_rest,False,False,False,0.92,on schedule
103,9,archive,Nia,patrol hazard,ink niche,perform_chain_step,False,False,False,0.92,on schedule
104,9,signal,Ren,patrol hazard,lens room,recover_routine,False,True,True,0.96,recovered
105,9,orchard,Ivo,restore memory,arrival court,offer_care,False,False,False,0.92,on schedule
106,9,repair_ring,Pax,restore memory,cool corner,treat_pain,True,True,True,0.91,recovered
107,9,riverbend,Ari,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
108,10,roofward,Fay,repair project,ledger loft,rest,False,False,False,0.79,on schedule
109,10,archive,Toma,repair project,spool room,dry_off,False,False,False,0.85,on schedule
110,10,signal,Milo,repair project,mast base,path_to_resident,False,False,False,0.83,on schedule
111,10,orchard,Mara,teach dialect,satchel shed,inspect_affordance,False,False,False,0.85,on schedule
112,10,repair_ring,Juno,teach dialect,spark lane,interrupt_routine,True,True,False,0.71,interrupted
113,10,riverbend,Lio,teach dialect,kit alcove,path_to_resident,False,False,False,0.76,on schedule
114,10,roofward,Fay,patrol hazard,glass stair,inspect_affordance,False,False,False,0.79,on schedule
115,10,archive,Toma,patrol hazard,ink niche,interrupt_routine,True,True,True,0.84,recovered
116,10,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.83,on schedule
117,10,orchard,Mara,restore memory,arrival court,rest,False,False,False,0.85,on schedule
118,10,repair_ring,Juno,restore memory,cool corner,dry_off,False,False,False,0.71,on schedule
119,10,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.76,on schedule
120,11,roofward,Sera,repair project,ledger loft,treat_pain,False,False,False,0.92,on schedule
121,11,archive,Nia,repair project,spool room,continue_project,False,False,False,0.92,on schedule
122,11,signal,Ren,repair project,mast base,path_to_rest,False,False,False,0.96,on schedule
123,11,orchard,Ivo,teach dialect,satchel shed,perform_chain_step,False,False,False,0.92,on schedule
124,11,repair_ring,Pax,teach dialect,spark lane,recover_routine,False,True,True,0.96,recovered
125,11,riverbend,Ari,teach dialect,kit alcove,path_to_rest,False,False,False,0.96,on schedule
126,11,roofward,Sera,patrol hazard,glass stair,perform_chain_step,False,False,False,0.92,on schedule
127,11,archive,Nia,patrol hazard,ink niche,recover_routine,False,True,True,0.96,recovered
128,11,signal,Ren,patrol hazard,lens room,offer_care,False,False,False,0.96,on schedule
129,11,orchard,Ivo,restore memory,arrival court,treat_pain,False,False,False,0.92,on schedule
130,11,repair_ring,Pax,restore memory,cool corner,continue_project,False,False,False,0.96,on schedule
131,11,riverbend,Ari,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
132,12,roofward,Fay,repair project,ledger loft,dry_off,False,False,False,0.79,on schedule
133,12,archive,Toma,repair project,spool room,path_to_resident,False,False,False,0.84,on schedule
134,12,signal,Milo,repair project,mast base,inspect_affordance,False,False,False,0.83,on schedule
135,12,orchard,Mara,teach dialect,satchel shed,interrupt_routine,True,True,True,0.84,recovered
136,12,repair_ring,Juno,teach dialect,spark lane,ask_dialect_memory,False,False,False,0.71,on schedule
137,12,riverbend,Lio,teach dialect,kit alcove,inspect_affordance,False,False,False,0.76,on schedule
138,12,roofward,Fay,patrol hazard,glass stair,interrupt_routine,True,True,True,0.78,recovered
139,12,archive,Toma,patrol hazard,ink niche,ask_dialect_memory,False,False,False,0.84,on schedule
140,12,signal,Milo,patrol hazard,lens room,rest,False,False,False,0.83,on schedule
141,12,orchard,Mara,restore memory,arrival court,dry_off,False,False,False,0.84,on schedule
142,12,repair_ring,Juno,restore memory,cool corner,path_to_resident,False,False,False,0.71,on schedule
143,12,riverbend,Lio,restore memory,arrival court,rest,False,False,False,0.76,on schedule
144,13,roofward,Sera,repair project,ledger loft,continue_project,False,False,False,0.92,on schedule
145,13,archive,Nia,repair project,spool room,path_to_rest,False,False,False,0.96,on schedule
146,13,signal,Ren,repair project,mast base,perform_chain_step,False,False,False,0.96,on schedule
147,13,orchard,Ivo,teach dialect,satchel shed,recover_routine,False,True,True,0.96,recovered
148,13,repair_ring,Pax,teach dialect,spark lane,offer_care,False,False,False,0.96,on schedule
149,13,riverbend,Ari,teach dialect,kit alcove,perform_chain_step,False,False,False,0.96,on schedule
150,13,roofward,Sera,patrol hazard,glass stair,recover_routine,False,True,True,0.96,recovered
151,13,archive,Nia,patrol hazard,ink niche,offer_care,False,False,False,0.96,on schedule
152,13,signal,Ren,patrol hazard,lens room,treat_pain,False,False,False,0.96,on schedule
153,13,orchard,Ivo,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
154,13,repair_ring,Pax,restore memory,cool corner,path_to_rest,False,False,False,0.96,on schedule
155,13,riverbend,Ari,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
156,14,roofward,Fay,repair project,ledger loft,path_to_resident,False,False,False,0.78,on schedule
157,14,archive,Toma,repair project,spool room,inspect_affordance,False,False,False,0.84,on schedule
158,14,signal,Milo,repair project,mast base,interrupt_routine,True,True,True,0.82,recovered
159,14,orchard,Mara,teach dialect,satchel shed,ask_dialect_memory,True,True,True,0.83,recovered
160,14,repair_ring,Juno,teach dialect,spark lane,rest,False,False,False,0.71,on schedule
161,14,riverbend,Lio,teach dialect,kit alcove,interrupt_routine,True,True,False,0.69,interrupted
162,14,roofward,Fay,patrol hazard,glass stair,ask_dialect_memory,False,False,False,0.78,on schedule
163,14,archive,Toma,patrol hazard,ink niche,rest,False,False,False,0.84,on schedule
164,14,signal,Milo,patrol hazard,lens room,dry_off,False,False,False,0.82,on schedule
165,14,orchard,Mara,restore memory,arrival court,path_to_resident,False,False,False,0.83,on schedule
166,14,repair_ring,Juno,restore memory,cool corner,inspect_affordance,False,False,False,0.71,on schedule
167,14,riverbend,Lio,restore memory,arrival court,dry_off,False,False,False,0.69,on schedule
168,15,roofward,Sera,repair project,ledger loft,path_to_rest,False,False,False,0.96,on schedule
169,15,archive,Nia,repair project,spool room,perform_chain_step,False,False,False,0.96,on schedule
170,15,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
171,15,orchard,Ivo,teach dialect,satchel shed,offer_care,False,False,False,0.96,on schedule
172,15,repair_ring,Pax,teach dialect,spark lane,treat_pain,False,False,False,0.96,on schedule
173,15,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
174,15,roofward,Sera,patrol hazard,glass stair,offer_care,False,False,False,0.96,on schedule
175,15,archive,Nia,patrol hazard,ink niche,treat_pain,False,False,False,0.96,on schedule
176,15,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
177,15,orchard,Ivo,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
178,15,repair_ring,Pax,restore memory,cool corner,perform_chain_step,False,False,False,0.96,on schedule
179,15,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
180,16,archive,Nia,repair project,spool room,perform_chain_step,False,False,False,0.96,on schedule
181,16,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
182,16,orchard,Ivo,repair project,seed lane,offer_care,False,False,False,0.96,on schedule
183,16,repair_ring,Pax,teach dialect,spark lane,treat_pain,False,False,False,0.96,on schedule
184,16,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
185,16,roofward,Sera,teach dialect,warm lane,offer_care,False,False,False,0.96,on schedule
186,16,archive,Nia,patrol hazard,ink niche,treat_pain,False,False,False,0.96,on schedule
187,16,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
188,16,orchard,Ivo,patrol hazard,market plank,path_to_rest,False,False,False,0.96,on schedule
189,16,repair_ring,Pax,restore memory,cool corner,perform_chain_step,False,False,False,0.96,on schedule
190,16,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
191,16,roofward,Sera,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
192,17,archive,Toma,repair project,spool room,interrupt_routine,True,True,True,0.83,recovered
193,17,signal,Milo,repair project,mast base,ask_dialect_memory,False,False,False,0.82,on schedule
194,17,orchard,Mara,repair project,seed lane,rest,False,False,False,0.83,on schedule
195,17,repair_ring,Juno,teach dialect,spark lane,dry_off,False,False,False,0.71,on schedule
196,17,riverbend,Lio,teach dialect,kit alcove,ask_dialect_memory,False,False,False,0.69,on schedule
197,17,roofward,Fay,teach dialect,warm lane,rest,False,False,False,0.78,on schedule
198,17,archive,Toma,patrol hazard,ink niche,dry_off,False,False,False,0.83,on schedule
199,17,signal,Milo,patrol hazard,lens room,path_to_resident,False,False,False,0.82,on schedule
200,17,orchard,Mara,patrol hazard,market plank,inspect_affordance,False,False,False,0.83,on schedule
201,17,repair_ring,Juno,restore memory,cool corner,interrupt_routine,True,True,True,0.7,recovered
202,17,riverbend,Lio,restore memory,arrival court,path_to_resident,False,False,False,0.69,on schedule
203,17,roofward,Fay,restore memory,arrival court,inspect_affordance,False,False,False,0.78,on schedule
204,18,archive,Nia,repair project,spool room,recover_routine,False,True,True,0.96,recovered
205,18,signal,Ren,repair project,mast base,offer_care,False,False,False,0.96,on schedule
206,18,orchard,Ivo,repair project,seed lane,treat_pain,False,False,False,0.96,on schedule
207,18,repair_ring,Pax,teach dialect,spark lane,continue_project,False,False,False,0.96,on schedule
208,18,riverbend,Ari,teach dialect,kit alcove,offer_care,False,False,False,0.96,on schedule
209,18,roofward,Sera,teach dialect,warm lane,treat_pain,False,False,False,0.96,on schedule
210,18,archive,Nia,patrol hazard,ink niche,continue_project,False,False,False,0.96,on schedule
211,18,signal,Ren,patrol hazard,lens room,path_to_rest,False,False,False,0.96,on schedule
212,18,orchard,Ivo,patrol hazard,market plank,perform_chain_step,True,True,True,0.95,recovered
213,18,repair_ring,Pax,restore memory,cool corner,recover_routine,False,True,True,0.96,recovered
214,18,riverbend,Ari,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
215,18,roofward,Sera,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
216,19,archive,Toma,repair project,spool room,ask_dialect_memory,False,False,False,0.83,on schedule
217,19,signal,Milo,repair project,mast base,rest,False,False,False,0.82,on schedule
218,19,orchard,Mara,repair project,seed lane,dry_off,False,False,False,0.83,on schedule
219,19,repair_ring,Juno,teach dialect,spark lane,path_to_resident,False,False,False,0.7,on schedule
220,19,riverbend,Lio,teach dialect,kit alcove,rest,False,False,False,0.69,on schedule
221,19,roofward,Fay,teach dialect,warm lane,dry_off,False,False,False,0.78,on schedule
222,19,archive,Toma,patrol hazard,ink niche,path_to_resident,False,False,False,0.83,on schedule
223,19,signal,Milo,patrol hazard,lens room,inspect_affordance,False,False,False,0.82,on schedule
224,19,orchard,Mara,patrol hazard,market plank,interrupt_routine,True,True,False,0.76,interrupted
225,19,repair_ring,Juno,restore memory,cool corner,ask_dialect_memory,False,False,False,0.7,on schedule
226,19,riverbend,Lio,restore memory,arrival court,inspect_affordance,False,False,False,0.69,on schedule
227,19,roofward,Fay,restore memory,arrival court,interrupt_routine,True,True,True,0.77,recovered
228,20,archive,Nia,repair project,spool room,offer_care,False,False,False,0.96,on schedule
229,20,signal,Ren,repair project,mast base,treat_pain,False,False,False,0.96,on schedule
230,20,orchard,Ivo,repair project,seed lane,continue_project,False,False,False,0.95,on schedule
231,20,repair_ring,Pax,teach dialect,spark lane,path_to_rest,False,False,False,0.96,on schedule
232,20,riverbend,Ari,teach dialect,kit alcove,treat_pain,False,False,False,0.96,on schedule
233,20,roofward,Sera,teach dialect,warm lane,continue_project,False,False,False,0.96,on schedule
234,20,archive,Nia,patrol hazard,ink niche,path_to_rest,False,False,False,0.96,on schedule
235,20,signal,Ren,patrol hazard,lens room,perform_chain_step,False,False,False,0.96,on schedule
236,20,orchard,Ivo,patrol hazard,market plank,recover_routine,False,True,True,0.96,recovered
237,20,repair_ring,Pax,restore memory,cool corner,offer_care,False,False,False,0.96,on schedule
238,20,riverbend,Ari,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
239,20,roofward,Sera,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
240,21,archive,Toma,repair project,spool room,rest,False,False,False,0.83,on schedule
241,21,signal,Milo,repair project,mast base,dry_off,False,False,False,0.82,on schedule
242,21,orchard,Mara,repair project,seed lane,path_to_resident,False,False,False,0.76,on schedule
243,21,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.7,on schedule
244,21,riverbend,Lio,teach dialect,kit alcove,dry_off,False,False,False,0.69,on schedule
245,21,roofward,Fay,teach dialect,warm lane,path_to_resident,False,False,False,0.77,on schedule
246,21,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.83,on schedule
247,21,signal,Milo,patrol hazard,lens room,interrupt_routine,True,True,True,0.81,recovered
248,21,orchard,Mara,patrol hazard,market plank,ask_dialect_memory,False,False,False,0.76,on schedule
249,21,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.7,on schedule
250,21,riverbend,Lio,restore memory,arrival court,interrupt_routine,True,True,True,0.68,recovered
251,21,roofward,Fay,restore memory,arrival court,ask_dialect_memory,False,False,False,0.77,on schedule
252,22,archive,Nia,repair project,spool room,treat_pain,False,False,False,0.96,on schedule
253,22,signal,Ren,repair project,mast base,continue_project,False,False,False,0.96,on schedule
254,22,orchard,Ivo,repair project,seed lane,path_to_rest,False,False,False,0.96,on schedule
255,22,repair_ring,Pax,teach dialect,spark lane,perform_chain_step,False,False,False,0.96,on schedule
256,22,riverbend,Ari,teach dialect,kit alcove,continue_project,False,False,False,0.96,on schedule
257,22,roofward,Sera,teach dialect,warm lane,path_to_rest,False,False,False,0.96,on schedule
258,22,archive,Nia,patrol hazard,ink niche,perform_chain_step,True,True,True,0.95,recovered
259,22,signal,Ren,patrol hazard,lens room,recover_routine,False,True,True,0.96,recovered
260,22,orchard,Ivo,patrol hazard,market plank,offer_care,False,False,False,0.96,on schedule
261,22,repair_ring,Pax,restore memory,cool corner,treat_pain,False,False,False,0.96,on schedule
262,22,riverbend,Ari,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
263,22,roofward,Sera,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
264,23,archive,Toma,repair project,spool room,dry_off,False,False,False,0.83,on schedule
265,23,signal,Milo,repair project,mast base,path_to_resident,True,True,True,0.8,recovered
266,23,orchard,Mara,repair project,seed lane,inspect_affordance,False,False,False,0.76,on schedule
267,23,repair_ring,Juno,teach dialect,spark lane,interrupt_routine,True,True,True,0.69,recovered
268,23,riverbend,Lio,teach dialect,kit alcove,path_to_resident,False,False,False,0.68,on schedule
269,23,roofward,Fay,teach dialect,warm lane,inspect_affordance,False,False,False,0.77,on schedule
270,23,archive,Toma,patrol hazard,ink niche,interrupt_routine,True,True,True,0.82,recovered
271,23,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.8,on schedule
272,23,orchard,Mara,patrol hazard,market plank,rest,False,False,False,0.76,on schedule
273,23,repair_ring,Juno,restore memory,cool corner,dry_off,False,False,False,0.69,on schedule
274,23,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.68,on schedule
275,23,roofward,Fay,restore memory,arrival court,rest,False,False,False,0.77,on schedule
276,24,signal,Milo,repair project,mast base,path_to_resident,False,False,False,0.8,on schedule
277,24,orchard,Mara,repair project,seed lane,inspect_affordance,False,False,False,0.76,on schedule
278,24,repair_ring,Juno,repair project,wire bench,interrupt_routine,True,True,True,0.68,recovered
279,24,riverbend,Lio,teach dialect,kit alcove,path_to_resident,False,False,False,0.68,on schedule
280,24,roofward,Fay,teach dialect,warm lane,inspect_affordance,False,False,False,0.77,on schedule
281,24,archive,Toma,teach dialect,stone stacks,interrupt_routine,True,True,True,0.81,recovered
282,24,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.8,on schedule
283,24,orchard,Mara,patrol hazard,market plank,rest,False,False,False,0.76,on schedule
284,24,repair_ring,Juno,patrol hazard,bell alcove,dry_off,False,False,False,0.68,on schedule
285,24,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.68,on schedule
286,24,roofward,Fay,restore memory,arrival court,rest,False,False,False,0.77,on schedule
287,24,archive,Toma,restore memory,memory desk,dry_off,False,False,False,0.81,on schedule
288,25,signal,Ren,repair project,mast base,path_to_rest,False,False,False,0.96,on schedule
289,25,orchard,Ivo,repair project,seed lane,perform_chain_step,False,False,False,0.96,on schedule
290,25,repair_ring,Pax,repair project,wire bench,recover_routine,False,True,True,0.96,recovered
291,25,riverbend,Ari,teach dialect,kit alcove,path_to_rest,False,False,False,0.96,on schedule
292,25,roofward,Sera,teach dialect,warm lane,perform_chain_step,False,False,False,0.96,on schedule
293,25,archive,Nia,teach dialect,stone stacks,recover_routine,False,True,True,0.96,recovered
294,25,signal,Ren,patrol hazard,lens room,offer_care,False,False,False,0.96,on schedule
295,25,orchard,Ivo,patrol hazard,market plank,treat_pain,False,False,False,0.96,on schedule
296,25,repair_ring,Pax,patrol hazard,bell alcove,continue_project,False,False,False,0.96,on schedule
297,25,riverbend,Ari,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
298,25,roofward,Sera,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
299,25,archive,Nia,restore memory,memory desk,continue_project,False,False,False,0.96,on schedule
300,26,signal,Milo,repair project,mast base,inspect_affordance,False,False,False,0.8,on schedule
301,26,orchard,Mara,repair project,seed lane,interrupt_routine,True,True,False,0.69,interrupted
302,26,repair_ring,Juno,repair project,wire bench,ask_dialect_memory,False,False,False,0.68,on schedule
303,26,riverbend,Lio,teach dialect,kit alcove,inspect_affordance,False,False,False,0.68,on schedule
304,26,roofward,Fay,teach dialect,warm lane,interrupt_routine,True,True,True,0.76,recovered
305,26,archive,Toma,teach dialect,stone stacks,ask_dialect_memory,False,False,False,0.81,on schedule
306,26,signal,Milo,patrol hazard,lens room,rest,False,False,False,0.8,on schedule
307,26,orchard,Mara,patrol hazard,market plank,dry_off,False,False,False,0.69,on schedule
308,26,repair_ring,Juno,patrol hazard,bell alcove,path_to_resident,False,False,False,0.68,on schedule
309,26,riverbend,Lio,restore memory,arrival court,rest,False,False,False,0.68,on schedule
310,26,roofward,Fay,restore memory,arrival court,dry_off,False,False,False,0.76,on schedule
311,26,archive,Toma,restore memory,memory desk,path_to_resident,False,False,False,0.81,on schedule
312,27,signal,Ren,repair project,mast base,perform_chain_step,False,False,False,0.96,on schedule
313,27,orchard,Ivo,repair project,seed lane,recover_routine,False,True,True,0.96,recovered
