tick_id,day,guild,region_id,assigned_agent,backlog_before,new_work,repair_capacity,backlog_after,repair_success,safety_clause,visible_guild_board
33,3,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
34,3,Seed Guild,orchard_fen,Ivo,0.32,0.0,0.07704,0.24296,True,normal repair safety,Seed Guild:0.24
35,3,Bridgewright Guild,riverbend,Ari,0.10709,0.0,0.0,0.10709,False,normal repair safety,Bridgewright Guild:0.11
36,3,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
37,3,Index Guild,archive_quarter,Nia,0.02602,0.0,0.0,0.02602,False,normal repair safety,Index Guild:0.03
38,3,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
39,3,Seed Guild,orchard_fen,Ivo,0.24296,0.0,0.07725,0.16571,True,normal repair safety,Seed Guild:0.17
40,3,Bridgewright Guild,riverbend,Ari,0.10709,0.0,0.0,0.10709,False,normal repair safety,Bridgewright Guild:0.11
41,3,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
42,3,Index Guild,archive_quarter,Nia,0.02602,0.0,0.0,0.02602,False,normal repair safety,Index Guild:0.03
43,3,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
44,3,Seed Guild,orchard_fen,Ivo,0.16571,0.0,0.07746,0.08825,True,normal repair safety,Seed Guild:0.09
45,3,Bridgewright Guild,riverbend,Ari,0.10709,0.0,0.0,0.10709,False,normal repair safety,Bridgewright Guild:0.11
46,3,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
47,3,Index Guild,archive_quarter,Nia,0.02602,0.0,0.07536,0.0,False,normal repair safety,Index Guild:0.00
48,4,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
49,4,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
50,4,Bridgewright Guild,riverbend,Ari,0.10709,0.0,0.07396,0.03313,False,normal repair safety,Bridgewright Guild:0.03
51,4,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
52,4,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
53,4,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
54,4,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
55,4,Bridgewright Guild,riverbend,Ari,0.03313,0.0,0.07403,0.0,False,normal repair safety,Bridgewright Guild:0.00
56,4,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
57,4,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
58,4,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.0,0.056505,False,normal repair safety,Signal Guild:0.06
59,4,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
60,4,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0741,0.0,False,normal repair safety,Bridgewright Guild:0.00
61,4,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.0,0.141005,False,normal repair safety,Glassgarden Guild:0.14
62,4,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
63,4,Signal Guild,signal_ridge,Milo,0.056505,0.0,0.076865,0.0,False,normal repair safety,Signal Guild:0.00
64,5,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
65,5,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
66,5,Glassgarden Guild,roofward,Fay,0.141005,0.0,0.075045,0.06596,False,normal repair safety,Glassgarden Guild:0.07
67,5,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
68,5,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
69,5,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
70,5,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
71,5,Glassgarden Guild,roofward,Fay,0.06596,0.0,0.075115,0.0,False,normal repair safety,Glassgarden Guild:0.00
72,5,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
73,5,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
74,5,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.0,0.08825,False,normal repair safety,Seed Guild:0.09
75,5,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
76,5,Glassgarden Guild,roofward,Fay,0.0,0.0,0.075185,0.0,False,normal repair safety,Glassgarden Guild:0.00
77,5,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
78,5,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
79,5,Seed Guild,orchard_fen,Ivo,0.08825,0.0,0.07809,0.01016,False,normal repair safety,Seed Guild:0.01
80,6,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
81,6,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
82,6,Signal Guild,signal_ridge,Milo,0.0,0.0,0.077145,0.0,False,normal repair safety,Signal Guild:0.00
83,6,Seed Guild,orchard_fen,Ivo,0.01016,0.0,0.0,0.01016,False,normal repair safety,Seed Guild:0.01
84,6,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
85,6,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
86,6,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
87,6,Signal Guild,signal_ridge,Milo,0.0,0.0,0.077215,0.0,False,normal repair safety,Signal Guild:0.00
88,6,Seed Guild,orchard_fen,Ivo,0.01016,0.0,0.0,0.01016,False,normal repair safety,Seed Guild:0.01
89,6,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
90,6,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
91,6,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
92,6,Signal Guild,signal_ridge,Milo,0.0,0.0,0.077285,0.0,False,normal repair safety,Signal Guild:0.00
93,6,Seed Guild,orchard_fen,Ivo,0.01016,0.0,0.0,0.01016,False,normal repair safety,Seed Guild:0.01
94,6,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
95,6,Glassgarden Guild,roofward,Fay,0.0,0.0,0.075465,0.0,False,normal repair safety,Glassgarden Guild:0.00
96,7,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
97,7,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
98,7,Seed Guild,orchard_fen,Ivo,0.01016,0.0,0.07879,0.0,False,normal repair safety,Seed Guild:0.00
99,7,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
100,7,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
101,7,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
102,7,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
103,7,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.07886,0.0,False,normal repair safety,Seed Guild:0.00
104,7,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
105,7,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
106,7,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
107,7,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
108,7,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.07893,0.0,False,normal repair safety,Seed Guild:0.00
109,7,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
110,7,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
111,7,Index Guild,archive_quarter,Nia,0.0,0.0,0.07669,0.0,False,normal repair safety,Index Guild:0.00
112,8,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
113,8,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
114,8,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07522,0.0,False,normal repair safety,Bridgewright Guild:0.00
115,8,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
116,8,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
117,8,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
118,8,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
119,8,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07529,0.0,False,normal repair safety,Bridgewright Guild:0.00
120,8,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
121,8,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
122,8,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
123,8,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
124,8,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07536,0.0,False,normal repair safety,Bridgewright Guild:0.00
125,8,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
126,8,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
127,8,Signal Guild,signal_ridge,Milo,0.0,0.0,0.077775,0.0,False,normal repair safety,Signal Guild:0.00
128,9,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
129,9,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
130,9,Glassgarden Guild,roofward,Fay,0.0,0.0,0.076375,0.0,False,normal repair safety,Glassgarden Guild:0.00
131,9,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
132,9,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
133,9,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
134,9,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
135,9,Glassgarden Guild,roofward,Fay,0.0,0.0,0.076445,0.0,False,normal repair safety,Glassgarden Guild:0.00
136,9,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
137,9,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
138,9,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
139,9,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
140,9,Glassgarden Guild,roofward,Fay,0.0,0.0,0.076515,0.0,False,normal repair safety,Glassgarden Guild:0.00
141,9,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
142,9,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
143,9,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.07942,0.0,False,normal repair safety,Seed Guild:0.00
144,10,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
145,10,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
146,10,Index Guild,archive_quarter,Nia,0.0,0.0,0.0776,0.0,False,normal repair safety,Index Guild:0.00
147,10,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
148,10,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.046116,False,guild may close route while shoring collapse,Seed Guild:0.05
149,10,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
150,10,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
151,10,Index Guild,archive_quarter,Nia,0.0,0.0,0.07767,0.0,False,normal repair safety,Index Guild:0.00
152,10,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
153,10,Seed Guild,orchard_fen,Ivo,0.046116,0.0,0.0,0.092232,False,guild may close route while shoring collapse,Seed Guild:0.09
154,10,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
155,10,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
156,10,Index Guild,archive_quarter,Nia,0.0,0.0,0.07774,0.0,False,normal repair safety,Index Guild:0.00
157,10,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
158,10,Seed Guild,orchard_fen,Ivo,0.092232,0.0,0.0,0.138348,False,guild may close route while shoring collapse,Seed Guild:0.14
159,10,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07585,0.0,False,normal repair safety,Bridgewright Guild:0.00
160,11,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
161,11,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
162,11,Signal Guild,signal_ridge,Milo,0.0,0.0,0.078685,0.0,False,normal repair safety,Signal Guild:0.00
163,11,Seed Guild,orchard_fen,Ivo,0.138348,0.028337,0.0,0.166685,False,normal repair safety,Seed Guild:0.17
164,11,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.035748,False,guild may close route while shoring collapse,Bridgewright Guild:0.04
165,11,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
166,11,Index Guild,archive_quarter,Nia,0.018,0.027329,0.0,0.045329,False,guild may close route while shoring collapse,Index Guild:0.05
167,11,Signal Guild,signal_ridge,Milo,0.0,0.0,0.078755,0.0,False,normal repair safety,Signal Guild:0.00
168,11,Seed Guild,orchard_fen,Ivo,0.166685,0.028337,0.0,0.195022,False,normal repair safety,Seed Guild:0.20
169,11,Bridgewright Guild,riverbend,Ari,0.035748,0.0,0.0,0.071496,False,guild may close route while shoring collapse,Bridgewright Guild:0.07
170,11,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
171,11,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
172,11,Signal Guild,signal_ridge,Milo,0.0,0.0,0.078825,0.0,False,normal repair safety,Signal Guild:0.00
173,11,Seed Guild,orchard_fen,Ivo,0.195022,0.028337,0.0,0.223359,False,normal repair safety,Seed Guild:0.22
174,11,Bridgewright Guild,riverbend,Ari,0.071496,0.0,0.0,0.107244,False,guild may close route while shoring collapse,Bridgewright Guild:0.11
175,11,Glassgarden Guild,roofward,Fay,0.0,0.0,0.077005,0.0,False,normal repair safety,Glassgarden Guild:0.00
176,12,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
177,12,Seed Guild,orchard_fen,Ivo,0.223359,0.027833,0.0,0.251192,False,normal repair safety,Seed Guild:0.25
178,12,Bridgewright Guild,riverbend,Ari,0.107244,0.0,0.07613,0.031114,False,normal repair safety,Bridgewright Guild:0.03
179,12,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
180,12,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
181,12,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
182,12,Seed Guild,orchard_fen,Ivo,0.251192,0.027833,0.0,0.279025,False,normal repair safety,Seed Guild:0.28
183,12,Bridgewright Guild,riverbend,Ari,0.031114,0.0,0.0762,0.0,False,normal repair safety,Bridgewright Guild:0.00
184,12,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
185,12,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
186,12,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
187,12,Seed Guild,orchard_fen,Ivo,0.279025,0.027833,0.0,0.306858,False,normal repair safety,Seed Guild:0.31
188,12,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07627,0.0,False,normal repair safety,Bridgewright Guild:0.00
189,12,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
190,12,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
191,12,Signal Guild,signal_ridge,Milo,0.0,0.0,0.079105,0.0,False,normal repair safety,Signal Guild:0.00
192,13,Seed Guild,orchard_fen,Ivo,0.306858,0.027833,0.0,0.334691,False,normal repair safety,Seed Guild:0.33
193,13,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
194,13,Glassgarden Guild,roofward,Fay,0.0,0.0,0.077705,0.0,False,normal repair safety,Glassgarden Guild:0.00
195,13,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
196,13,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.040932,False,guild may close route while shoring collapse,Signal Guild:0.04
197,13,Seed Guild,orchard_fen,Ivo,0.334691,0.027833,0.0,0.362524,False,normal repair safety,Seed Guild:0.36
198,13,Bridgewright Guild,riverbend,Ari,0.018,0.028337,0.0,0.046337,False,guild may close route while shoring collapse,Bridgewright Guild:0.05
199,13,Glassgarden Guild,roofward,Fay,0.0,0.0,0.077775,0.0,False,normal repair safety,Glassgarden Guild:0.00
200,13,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
201,13,Signal Guild,signal_ridge,Milo,0.040932,0.0,0.0,0.081864,False,guild may close route while shoring collapse,Signal Guild:0.08
202,13,Seed Guild,orchard_fen,Ivo,0.362524,0.027833,0.0,0.390357,False,normal repair safety,Seed Guild:0.39
203,13,Bridgewright Guild,riverbend,Ari,0.046337,0.0,0.0,0.046337,False,normal repair safety,Bridgewright Guild:0.05
204,13,Glassgarden Guild,roofward,Fay,0.0,0.0,0.077845,0.0,False,normal repair safety,Glassgarden Guild:0.00
205,13,Index Guild,archive_quarter,Nia,0.045329,0.0,0.0,0.045329,False,normal repair safety,Index Guild:0.05
206,13,Signal Guild,signal_ridge,Milo,0.081864,0.027959,0.0,0.150755,False,guild may close route while shoring collapse,Signal Guild:0.15
207,13,Seed Guild,orchard_fen,Ivo,0.390357,0.027833,0.08075,0.33744,True,normal repair safety,Seed Guild:0.34
208,14,Bridgewright Guild,riverbend,Ari,0.046337,0.0,0.0,0.046337,False,normal repair safety,Bridgewright Guild:0.05
209,14,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
210,14,Index Guild,archive_quarter,Nia,0.045329,0.0,0.07886,0.0,False,normal repair safety,Index Guild:0.00
211,14,Signal Guild,signal_ridge,Milo,0.150755,0.027329,0.0,0.178084,False,normal repair safety,Signal Guild:0.18
212,14,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
213,14,Bridgewright Guild,riverbend,Ari,0.046337,0.0,0.0,0.046337,False,normal repair safety,Bridgewright Guild:0.05
214,14,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
215,14,Index Guild,archive_quarter,Nia,0.0,0.0,0.07893,0.0,False,normal repair safety,Index Guild:0.00
216,14,Signal Guild,signal_ridge,Milo,0.178084,0.027329,0.0,0.205413,False,normal repair safety,Signal Guild:0.21
217,14,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
218,14,Bridgewright Guild,riverbend,Ari,0.046337,0.0,0.0,0.046337,False,normal repair safety,Bridgewright Guild:0.05
219,14,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
220,14,Index Guild,archive_quarter,Nia,0.0,0.0,0.079,0.0,False,normal repair safety,Index Guild:0.00
221,14,Signal Guild,signal_ridge,Milo,0.205413,0.027329,0.0,0.232742,False,normal repair safety,Signal Guild:0.23
222,14,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
223,14,Bridgewright Guild,riverbend,Ari,0.046337,0.0,0.07676,0.0,False,normal repair safety,Bridgewright Guild:0.00
224,15,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
225,15,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
226,15,Signal Guild,signal_ridge,Milo,0.232742,0.027329,0.080015,0.180056,True,normal repair safety,Signal Guild:0.18
227,15,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
228,15,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
