tick_id,day,route_id,replay_event,state_hash,includes_route_plan,includes_caravan,includes_forecast,includes_disaster_drill,includes_guild_record,includes_avatar_intervention,replay_exportable
76,6,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-641894,True,True,True,False,True,False,True
77,6,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-596891,True,True,True,False,True,False,True
78,6,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-708140,True,True,True,False,True,False,True
79,6,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-612226,True,True,True,False,True,False,True
80,6,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-574810,True,True,True,True,True,False,True
81,6,signal_orchard,spring_rain:signal_orchard:direct route:open,v29-529053,True,True,True,False,True,False,True
82,6,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-641814,True,True,True,False,True,False,True
83,6,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-627333,True,True,True,False,True,False,True
84,7,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-611940,True,True,True,False,True,False,True
85,7,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-575271,True,True,True,False,True,False,True
86,7,signal_orchard,spring_rain:signal_orchard:direct route:open,v29-522577,True,True,True,False,True,False,True
87,7,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-643393,True,True,True,False,True,False,True
88,7,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-597967,True,True,True,False,True,False,True
89,7,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-707878,True,True,True,False,True,False,True
90,7,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-611969,True,True,True,True,True,False,True
91,7,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-576240,True,True,True,False,True,False,True
92,7,signal_orchard,spring_rain:signal_orchard:direct route:blocked watch,v29-632108,True,True,True,False,True,False,True
93,7,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-644051,True,True,True,False,True,False,True
94,7,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-627832,True,True,True,False,True,False,True
95,7,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-706266,True,True,True,False,True,False,True
96,7,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-613593,True,True,True,False,True,False,True
97,7,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-576897,True,True,True,False,True,False,True
98,8,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-604024,True,True,True,False,True,False,True
99,8,orchard_riverbend,spring_rain:orchard_riverbend:direct route:open,v29-571500,True,True,True,False,True,False,True
100,8,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637878,True,True,True,False,True,True,True
101,8,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-716828,True,True,True,False,True,False,True
102,8,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-620568,True,True,True,False,True,False,True
103,8,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-577268,True,True,True,False,True,True,True
104,8,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612866,True,True,True,False,True,False,True
105,8,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652770,True,True,True,False,True,False,True
106,8,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638913,True,True,True,False,True,False,True
107,8,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-710304,True,True,True,False,True,True,True
108,8,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621473,True,True,True,False,True,False,True
109,8,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-583918,True,True,True,False,True,True,True
110,8,signal_orchard,spring_rain:signal_orchard:direct route:blocked watch,v29-650346,True,True,True,False,True,False,True
111,8,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652689,True,True,True,False,True,False,True
112,9,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638326,True,True,True,False,True,False,True
113,9,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-709308,True,True,True,False,True,False,True
114,9,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-620760,True,True,True,False,True,True,True
115,9,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586482,True,True,True,False,True,False,True
116,9,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-613427,True,True,True,False,True,False,True
117,9,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653098,True,True,True,False,True,True,True
118,9,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637256,True,True,True,False,True,False,True
119,9,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-717703,True,True,True,False,True,False,True
120,9,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-613824,True,True,True,False,True,False,True
121,9,archive_signal,spring_rain:archive_signal:direct route:open,v29-539299,True,True,True,False,True,True,True
122,9,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612269,True,True,True,False,True,False,True
123,9,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-645058,True,True,True,False,True,True,True
124,9,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638533,True,True,True,False,True,False,True
125,9,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-709267,True,True,True,False,True,False,True
126,10,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-620624,True,True,True,False,True,False,True
127,10,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-585477,True,True,True,False,True,False,True
128,10,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-611588,True,True,True,False,True,True,True
129,10,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652535,True,True,True,False,True,False,True
130,10,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637702,True,True,True,False,True,False,True
131,10,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-716650,True,True,True,False,True,True,True
132,10,roofward_archive,spring_rain:roofward_archive:direct route:open,v29-558971,True,True,True,False,True,False,True
133,10,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-583962,True,True,True,False,True,False,True
134,10,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614315,True,True,True,False,True,False,True
135,10,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653475,True,True,True,False,True,True,True
136,10,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-636505,True,True,True,False,True,False,True
137,10,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718119,True,True,True,False,True,True,True
138,10,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621059,True,True,True,False,True,False,True
139,10,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-584858,True,True,True,False,True,False,True
140,11,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612014,True,True,True,False,True,False,True
141,11,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652910,True,True,True,False,True,False,True
142,11,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637671,True,True,True,True,True,True,True
143,11,riverbend_roofward,spring_rain:riverbend_roofward:direct route:blocked watch,v29-709161,True,True,True,False,True,False,True
144,11,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622074,True,True,True,False,True,False,True
145,11,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-585853,True,True,True,False,True,True,True
146,11,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-615120,True,True,True,False,True,False,True
147,11,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653322,True,True,True,False,True,False,True
148,11,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638314,True,True,True,False,True,False,True
149,11,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718064,True,True,True,False,True,True,True
150,11,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-620041,True,True,True,False,True,False,True
151,11,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-584441,True,True,True,False,True,True,True
152,11,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614054,True,True,True,False,True,False,True
153,11,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-645395,True,True,True,False,True,False,True
154,12,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-605261,True,True,True,False,True,False,True
155,12,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-719294,True,True,True,False,True,False,True
156,12,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621308,True,True,True,False,True,True,True
157,12,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586185,True,True,True,False,True,False,True
158,12,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-611915,True,True,True,False,True,False,True
159,12,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-654014,True,True,True,False,True,True,True
160,12,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637042,True,True,True,False,True,False,True
161,12,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-717137,True,True,True,False,True,False,True
162,12,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-613860,True,True,True,False,True,False,True
163,12,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586693,True,True,True,False,True,True,True
164,12,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612795,True,True,True,False,True,False,True
165,12,orchard_riverbend,spring_rain:orchard_riverbend:direct route:open,v29-579828,True,True,True,False,True,True,True
166,12,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-639937,True,True,True,False,True,False,True
167,12,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-710996,True,True,True,False,True,False,True
168,13,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622738,True,True,True,False,True,False,True
169,13,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586652,True,True,True,False,True,False,True
170,13,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612481,True,True,True,True,True,True,True
171,13,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652610,True,True,True,False,True,False,True
172,13,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638466,True,True,True,False,True,False,True
173,13,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-716558,True,True,True,False,True,True,True
174,13,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622905,True,True,True,False,True,False,True
175,13,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586083,True,True,True,False,True,False,True
176,13,signal_orchard,spring_rain:signal_orchard:direct route:blocked watch,v29-650631,True,True,True,False,True,False,True
177,13,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653785,True,True,True,False,True,True,True
178,13,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638022,True,True,True,False,True,False,True
179,13,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718158,True,True,True,False,True,True,True
180,13,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621710,True,True,True,False,True,False,True
181,13,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586463,True,True,True,False,True,False,True
182,14,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653134,True,True,True,False,True,False,True
183,14,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-606357,True,True,True,False,True,False,True
184,14,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-720218,True,True,True,False,True,True,True
185,14,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-623045,True,True,True,False,True,False,True
186,14,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-587412,True,True,True,False,True,False,True
187,14,signal_orchard,spring_rain:signal_orchard:direct route:open,v29-538952,True,True,True,False,True,True,True
188,14,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-654428,True,True,True,False,True,False,True
189,14,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-601573,True,True,True,False,True,False,True
190,14,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-719119,True,True,True,False,True,False,True
191,14,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622202,True,True,True,False,True,False,True
192,14,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-585636,True,True,True,True,True,False,True
193,14,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-615155,True,True,True,False,True,True,True
194,14,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653584,True,True,True,False,True,False,True
195,14,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-601464,True,True,True,False,True,False,True
196,15,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718605,True,True,True,False,True,False,True
197,15,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621881,True,True,True,False,True,False,True
198,15,archive_signal,spring_rain:archive_signal:direct route:open,v29-541225,True,True,True,False,True,True,True
199,15,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614593,True,True,True,False,True,False,True
200,15,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653635,True,True,True,False,True,False,True
201,15,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637167,True,True,True,False,True,True,True
202,15,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-710314,True,True,True,False,True,False,True
203,15,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-613968,True,True,True,False,True,False,True
204,15,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586325,True,True,True,False,True,False,True
205,15,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614125,True,True,True,False,True,False,True
206,15,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653823,True,True,True,False,True,False,True
207,15,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638090,True,True,True,False,True,True,True
208,15,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718981,True,True,True,False,True,False,True
209,15,roofward_archive,spring_rain:roofward_archive:direct route:open,v29-566737,True,True,True,False,True,False,True
210,16,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586242,True,True,True,False,True,False,True
211,16,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-612964,True,True,True,False,True,False,True
212,16,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653242,True,True,True,False,True,True,True
213,16,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-637621,True,True,True,False,True,False,True
214,16,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-719943,True,True,True,False,True,False,True
215,16,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622147,True,True,True,False,True,True,True
216,16,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586414,True,True,True,False,True,False,True
217,16,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-611899,True,True,True,False,True,False,True
218,16,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-652772,True,True,True,False,True,False,True
219,16,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-629521,True,True,True,False,True,False,True
220,16,riverbend_roofward,spring_rain:riverbend_roofward:direct route:open,v29-594135,True,True,True,True,True,False,True
221,16,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-621797,True,True,True,False,True,True,True
222,16,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-579469,True,True,True,False,True,False,True
223,16,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614260,True,True,True,False,True,False,True
224,17,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653048,True,True,True,False,True,False,True
225,17,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638467,True,True,True,False,True,False,True
226,17,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-719253,True,True,True,False,True,True,True
227,17,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622699,True,True,True,False,True,False,True
228,17,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586245,True,True,True,False,True,False,True
229,17,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614809,True,True,True,False,True,True,True
230,17,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653715,True,True,True,False,True,False,True
231,17,central_repair_ring,spring_rain:central_repair_ring:direct route:open,v29-607073,True,True,True,False,True,False,True
232,17,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-711565,True,True,True,False,True,False,True
233,17,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622641,True,True,True,False,True,False,True
234,17,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586642,True,True,True,False,True,False,True
235,17,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-614343,True,True,True,False,True,True,True
236,17,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-653401,True,True,True,False,True,False,True
237,17,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638553,True,True,True,False,True,False,True
238,18,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-720235,True,True,True,False,True,False,True
239,18,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-620325,True,True,True,False,True,False,True
240,18,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-586081,True,True,True,False,True,True,True
241,18,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-613651,True,True,True,False,True,False,True
242,18,orchard_riverbend,spring_rain:orchard_riverbend:direct route:open,v29-579330,True,True,True,False,True,False,True
243,18,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638345,True,True,True,False,True,True,True
244,18,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-718843,True,True,True,False,True,False,True
245,18,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622336,True,True,True,False,True,False,True
246,18,archive_signal,spring_rain:archive_signal:stone kiosk path:open,v29-587591,True,True,True,False,True,False,True
247,18,signal_orchard,spring_rain:signal_orchard:river lantern loop:open,v29-606894,True,True,True,False,True,False,True
248,18,orchard_riverbend,spring_rain:orchard_riverbend:market plank route:open,v29-654985,True,True,True,False,True,False,True
249,18,central_repair_ring,spring_rain:central_repair_ring:outer bell path:open,v29-638885,True,True,True,False,True,True,True
250,18,riverbend_roofward,spring_rain:riverbend_roofward:orchard_fen ridge path:open,v29-710401,True,True,True,False,True,False,True
251,18,roofward_archive,spring_rain:roofward_archive:cool archive lane:open,v29-622487,True,True,True,False,True,False,True
252,19,archive_signal,summer_dry:archive_signal:direct route:open,v29-529205,True,True,True,False,True,False,True
253,19,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530061,True,True,True,False,True,False,True
254,19,orchard_riverbend,summer_dry:orchard_riverbend:market plank route:open,v29-643253,True,True,True,False,True,True,True
255,19,central_repair_ring,summer_dry:central_repair_ring:outer bell path:open,v29-627803,True,True,True,False,True,False,True
