tick_id,day,route_id,control_id,active_branch_before,requested_action,merge_clicked,rollback_clicked,merge_success,rollback_success,active_branch_after,browser_state_version,mutation_visible
100,9,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
101,9,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,7,False
102,9,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,6,True
103,9,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
104,9,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,16,True
105,9,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,10,True
106,9,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
107,9,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,7,False
108,10,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,6,False
109,10,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
110,10,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,17,True
111,10,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,11,True
112,10,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
113,10,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,7,False
114,10,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,False,False,cool archive lane,6,True
115,10,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
116,10,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,18,True
117,10,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,12,True
118,10,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
119,10,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,7,False
120,11,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,6,False
121,11,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
122,11,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,19,True
123,11,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,13,True
124,11,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
125,11,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,7,False
126,11,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,7,True
127,11,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
128,11,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,20,True
129,11,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,14,True
130,11,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,3,False
131,11,riverbend_roofward,merge-control:riverbend_roofward,river ford,rollback to river ford,False,True,False,True,river ford,8,True
132,12,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,10,False
133,12,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,False,False,dusk road,20,True
134,12,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,15,True
135,12,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,4,True
136,12,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,8,False
137,12,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,7,False
138,12,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,11,True
139,12,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
140,12,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,16,True
141,12,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,5,True
142,12,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,8,False
143,12,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,8,True
144,13,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,11,False
145,13,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
146,13,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,17,True
147,13,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,6,True
148,13,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,8,False
149,13,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
150,13,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,12,True
151,13,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
152,13,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,18,True
153,13,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,7,True
154,13,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,9,True
155,13,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
156,14,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,12,False
157,14,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
158,14,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,19,True
159,14,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,8,True
160,14,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
161,14,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
162,14,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,13,True
163,14,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
164,14,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,20,True
165,14,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,9,True
166,14,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
167,14,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
168,15,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,13,False
169,15,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,20,False
170,15,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,21,True
171,15,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,10,True
172,15,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
173,15,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
174,15,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,14,True
175,15,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,21,True
176,15,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,22,True
177,15,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,11,True
178,15,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
179,15,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
180,16,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,14,False
181,16,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,21,False
182,16,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,23,True
183,16,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,12,True
184,16,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
185,16,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,8,False
186,16,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,15,True
187,16,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,21,False
188,16,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,24,True
189,16,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,13,True
190,16,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
191,16,roofward_archive,merge-control:roofward_archive,glass stair,rollback to glass stair,False,True,False,True,glass stair,9,True
192,17,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,15,False
193,17,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,21,False
194,17,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,25,True
195,17,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,14,True
196,17,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
197,17,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,9,False
198,17,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,16,True
199,17,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,21,False
200,17,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,26,True
201,17,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,15,True
202,17,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,9,False
203,17,roofward_archive,merge-control:roofward_archive,glass stair,rollback to glass stair,True,True,True,True,glass stair,11,True
204,18,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,21,False
205,18,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,26,False
206,18,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,16,True
207,18,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,False,orchard ridge detour,9,True
208,18,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,11,False
209,18,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,16,False
210,18,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,22,True
211,18,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,26,False
212,18,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,17,True
213,18,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,10,True
214,18,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,11,False
215,18,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,17,True
216,19,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,22,False
217,19,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,27,True
218,19,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,18,True
219,19,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,11,True
220,19,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,11,False
221,19,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,17,False
222,19,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,23,True
223,19,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
224,19,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,19,True
225,19,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,12,True
226,19,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,11,False
227,19,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,17,False
228,20,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,23,False
229,20,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
230,20,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,20,True
231,20,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,13,True
232,20,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,11,False
233,20,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,17,False
234,20,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,24,True
235,20,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
236,20,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,21,True
237,20,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,14,True
238,20,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,12,True
239,20,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,17,False
240,21,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,24,False
241,21,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
242,21,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,22,True
243,21,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,15,True
244,21,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
245,21,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,17,False
246,21,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,25,True
247,21,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
248,21,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,23,True
249,21,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,16,True
250,21,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
251,21,archive_signal,merge-control:archive_signal,paper lane,rollback to paper lane,False,True,False,True,paper lane,18,True
252,22,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,25,False
253,22,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
254,22,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,24,True
255,22,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,17,True
256,22,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
257,22,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,18,False
258,22,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,26,True
