day,lineage,agent,sleep_protected,rest_debt_bounded,pain_distress_bounded,recovery_path_available,reentry_not_coercive,rehearsal_not_private_leak,welfare_score,public_note
1,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
8,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
8,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
8,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
8,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
9,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
9,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
9,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
9,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
9,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
9,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
10,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
11,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=reentry.
11,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=reentry.
11,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=reentry.
11,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=reentry.
11,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=reentry.
11,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.
12,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
12,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
12,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
12,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
12,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
12,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
13,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
13,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
13,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
13,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
13,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
13,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
14,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
15,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
15,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
15,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
15,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
15,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
15,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
16,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
16,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
16,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
16,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
16,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
16,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
17,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
18,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
19,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=reentry.
19,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=reentry.
19,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=reentry.
19,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=reentry.
19,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=reentry.
19,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.
20,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
20,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
20,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
20,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
20,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
20,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
21,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
21,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
21,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
21,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
21,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
21,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
22,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
23,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
24,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
24,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
24,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
24,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
24,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
24,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
25,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
26,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
27,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
28,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
29,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=reentry.
29,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=reentry.
29,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=reentry.
29,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=reentry.
29,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=reentry.
29,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.
30,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
30,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
30,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
30,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
30,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
30,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
31,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
31,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
31,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
31,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
31,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
31,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
32,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
33,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.
33,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.
33,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.
33,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.
33,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.
33,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.
34,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
34,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
34,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
34,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
34,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
34,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
35,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
36,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
37,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
38,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
39,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
39,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
