tick_id,day,settlement_id,resident_id,tool_name,wear_before,wear_after,maintenance_due,maintenance_action,maintenance_after,tool_wear_visible,maintenance_reduces_wear_when_due,tool_can_fail
67,4,glass_harbor,Oren,rope gauge,0.184,0.19,False,logged as usable,0.19,True,True,False
68,4,cinder_garden,Vale,shade mallet,0.141,0.147,False,logged as usable,0.147,True,True,False
69,4,lichen_bridge,Sol,bell file,0.166,0.172,False,logged as usable,0.172,True,True,False
70,4,orchid_engine,Bea,lamp tongs,0.187,0.193,False,logged as usable,0.193,True,True,False
71,4,moss_ward,Fay,reed knife,0.144,0.15,False,logged as usable,0.15,True,True,False
72,5,cinder_garden,Pax,calendar stylus,0.08,0.086,False,logged as usable,0.086,True,True,False
73,5,lichen_bridge,Rin,tension peg,0.15,0.156,False,logged as usable,0.156,True,True,False
74,5,orchid_engine,Eli,gear brush,0.164,0.17,False,logged as usable,0.17,True,True,False
75,5,moss_ward,Ari,ledger awl,0.191,0.197,False,logged as usable,0.197,True,True,False
76,5,glass_harbor,Oren,wick clamp,0.15,0.156,False,logged as usable,0.156,True,True,False
77,5,cinder_garden,Vale,basket hook,0.17,0.177,False,logged as usable,0.177,True,True,False
78,5,lichen_bridge,Sol,ledger punch,0.184,0.192,False,logged as usable,0.192,True,True,False
79,5,orchid_engine,Bea,valve key,0.153,0.159,False,logged as usable,0.159,True,True,False
80,5,moss_ward,Fay,loom hook,0.173,0.179,False,logged as usable,0.179,True,True,False
81,5,glass_harbor,Puck,rope gauge,0.19,0.196,False,logged as usable,0.196,True,True,False
82,5,cinder_garden,Wren,shade mallet,0.147,0.153,False,logged as usable,0.153,True,True,False
83,5,lichen_bridge,Kio,bell file,0.172,0.178,False,logged as usable,0.178,True,True,False
84,5,orchid_engine,Cai,lamp tongs,0.193,0.199,False,logged as usable,0.199,True,True,False
85,5,moss_ward,Milo,reed knife,0.15,0.156,False,logged as usable,0.156,True,True,False
86,5,glass_harbor,Sera,net shuttle,0.092,0.098,False,logged as usable,0.098,True,True,False
87,5,cinder_garden,Juno,calendar stylus,0.086,0.092,True,"file, oil, and schedule spare handoff",0.08,True,True,False
88,5,lichen_bridge,Luma,tension peg,0.156,0.163,False,logged as usable,0.163,True,True,False
89,5,orchid_engine,Dax,gear brush,0.17,0.176,False,logged as usable,0.176,True,True,False
90,6,glass_harbor,Puck,wick clamp,0.156,0.162,False,logged as usable,0.162,True,True,False
91,6,cinder_garden,Wren,basket hook,0.177,0.185,False,logged as usable,0.185,True,True,False
92,6,lichen_bridge,Kio,ledger punch,0.192,0.198,False,logged as usable,0.198,True,True,False
93,6,orchid_engine,Cai,valve key,0.159,0.165,False,logged as usable,0.165,True,True,False
94,6,moss_ward,Milo,loom hook,0.179,0.185,False,logged as usable,0.185,True,True,False
95,6,glass_harbor,Sera,rope gauge,0.196,0.202,False,logged as usable,0.202,True,True,False
96,6,cinder_garden,Juno,shade mallet,0.153,0.159,False,logged as usable,0.159,True,True,False
97,6,lichen_bridge,Luma,bell file,0.178,0.184,False,logged as usable,0.184,True,True,False
98,6,orchid_engine,Dax,lamp tongs,0.199,0.205,False,logged as usable,0.205,True,True,False
99,6,moss_ward,Tala,reed knife,0.156,0.163,False,logged as usable,0.163,True,True,False
100,6,glass_harbor,Nia,net shuttle,0.098,0.104,False,logged as usable,0.104,True,True,False
101,6,cinder_garden,Pax,calendar stylus,0.08,0.086,False,logged as usable,0.086,True,True,False
102,6,lichen_bridge,Rin,tension peg,0.163,0.169,False,logged as usable,0.169,True,True,False
103,6,orchid_engine,Eli,gear brush,0.176,0.182,False,logged as usable,0.182,True,True,False
104,6,moss_ward,Ari,ledger awl,0.197,0.205,False,logged as usable,0.205,True,True,False
105,6,glass_harbor,Oren,wick clamp,0.162,0.168,False,logged as usable,0.168,True,True,False
106,6,cinder_garden,Vale,basket hook,0.185,0.191,False,logged as usable,0.191,True,True,False
107,6,lichen_bridge,Sol,ledger punch,0.198,0.204,False,logged as usable,0.204,True,True,False
108,7,moss_ward,Tala,loom hook,0.185,0.191,False,logged as usable,0.191,True,True,False
109,7,glass_harbor,Nia,rope gauge,0.202,0.208,False,logged as usable,0.208,True,True,False
110,7,cinder_garden,Pax,shade mallet,0.159,0.166,False,logged as usable,0.166,True,True,False
111,7,lichen_bridge,Rin,bell file,0.184,0.19,False,logged as usable,0.19,True,True,False
112,7,orchid_engine,Eli,lamp tongs,0.205,0.211,False,logged as usable,0.211,True,True,False
113,7,moss_ward,Ari,reed knife,0.163,0.169,False,logged as usable,0.169,True,True,False
114,7,glass_harbor,Oren,net shuttle,0.104,0.11,False,logged as usable,0.11,True,True,False
115,7,cinder_garden,Vale,calendar stylus,0.086,0.092,False,logged as usable,0.092,True,True,False
116,7,lichen_bridge,Sol,tension peg,0.169,0.175,True,"file, oil, and schedule spare handoff",0.08,True,True,False
117,7,orchid_engine,Bea,gear brush,0.182,0.19,False,logged as usable,0.19,True,True,False
118,7,moss_ward,Fay,ledger awl,0.205,0.211,False,logged as usable,0.211,True,True,False
119,7,glass_harbor,Puck,wick clamp,0.168,0.174,False,logged as usable,0.174,True,True,False
120,7,cinder_garden,Wren,basket hook,0.191,0.197,False,logged as usable,0.197,True,True,False
121,7,lichen_bridge,Kio,ledger punch,0.204,0.211,False,logged as usable,0.211,True,True,False
122,7,orchid_engine,Cai,valve key,0.165,0.171,False,logged as usable,0.171,True,True,False
123,7,moss_ward,Milo,loom hook,0.191,0.197,False,logged as usable,0.197,True,True,False
124,7,glass_harbor,Sera,rope gauge,0.208,0.214,False,logged as usable,0.214,True,True,False
125,7,cinder_garden,Juno,shade mallet,0.166,0.172,False,logged as usable,0.172,True,True,False
126,8,orchid_engine,Bea,lamp tongs,0.211,0.217,False,logged as usable,0.217,True,True,False
127,8,moss_ward,Fay,reed knife,0.169,0.175,False,logged as usable,0.175,True,True,False
128,8,glass_harbor,Puck,net shuttle,0.11,0.116,False,logged as usable,0.116,True,True,False
129,8,cinder_garden,Wren,calendar stylus,0.092,0.098,False,logged as usable,0.098,True,True,False
130,8,lichen_bridge,Kio,tension peg,0.08,0.088,False,logged as usable,0.088,True,True,False
131,8,orchid_engine,Cai,gear brush,0.19,0.196,False,logged as usable,0.196,True,True,False
132,8,moss_ward,Milo,ledger awl,0.211,0.218,False,logged as usable,0.218,True,True,False
133,8,glass_harbor,Sera,wick clamp,0.174,0.18,False,logged as usable,0.18,True,True,False
134,8,cinder_garden,Juno,basket hook,0.197,0.203,False,logged as usable,0.203,True,True,False
135,8,lichen_bridge,Luma,ledger punch,0.211,0.217,False,logged as usable,0.217,True,True,False
136,8,orchid_engine,Dax,valve key,0.171,0.177,False,logged as usable,0.177,True,True,False
137,8,moss_ward,Tala,loom hook,0.197,0.203,False,logged as usable,0.203,True,True,False
138,8,glass_harbor,Nia,rope gauge,0.214,0.22,False,logged as usable,0.22,True,True,False
139,8,cinder_garden,Pax,shade mallet,0.172,0.178,False,logged as usable,0.178,True,True,False
140,8,lichen_bridge,Rin,bell file,0.19,0.196,False,logged as usable,0.196,True,True,False
141,8,orchid_engine,Eli,lamp tongs,0.217,0.223,False,logged as usable,0.223,True,True,False
142,8,moss_ward,Ari,reed knife,0.175,0.181,False,logged as usable,0.181,True,True,False
143,8,glass_harbor,Oren,net shuttle,0.116,0.125,False,logged as usable,0.125,True,True,False
144,9,lichen_bridge,Luma,tension peg,0.088,0.095,False,logged as usable,0.095,True,True,False
145,9,orchid_engine,Dax,gear brush,0.196,0.202,True,"file, oil, and schedule spare handoff",0.08,True,True,False
146,9,moss_ward,Tala,ledger awl,0.218,0.224,False,logged as usable,0.224,True,True,False
147,9,glass_harbor,Nia,wick clamp,0.18,0.186,False,logged as usable,0.186,True,True,False
148,9,cinder_garden,Pax,basket hook,0.203,0.21,False,logged as usable,0.21,True,True,False
149,9,lichen_bridge,Rin,ledger punch,0.217,0.223,False,logged as usable,0.223,True,True,False
150,9,orchid_engine,Eli,valve key,0.177,0.183,False,logged as usable,0.183,True,True,False
151,9,moss_ward,Ari,loom hook,0.203,0.209,False,logged as usable,0.209,True,True,False
152,9,glass_harbor,Oren,rope gauge,0.22,0.227,False,logged as usable,0.227,True,True,False
153,9,cinder_garden,Vale,shade mallet,0.178,0.184,False,logged as usable,0.184,True,True,False
154,9,lichen_bridge,Sol,bell file,0.196,0.203,False,logged as usable,0.203,True,True,False
155,9,orchid_engine,Bea,lamp tongs,0.223,0.229,False,logged as usable,0.229,True,True,False
156,9,moss_ward,Fay,reed knife,0.181,0.19,False,logged as usable,0.19,True,True,False
157,9,glass_harbor,Puck,net shuttle,0.125,0.131,False,logged as usable,0.131,True,True,False
158,9,cinder_garden,Wren,calendar stylus,0.098,0.104,False,logged as usable,0.104,True,True,False
159,9,lichen_bridge,Kio,tension peg,0.095,0.101,False,logged as usable,0.101,True,True,False
160,9,orchid_engine,Cai,gear brush,0.08,0.087,False,logged as usable,0.087,True,True,False
161,9,moss_ward,Milo,ledger awl,0.224,0.23,False,logged as usable,0.23,True,True,False
162,10,cinder_garden,Vale,basket hook,0.21,0.216,False,logged as usable,0.216,True,True,False
163,10,lichen_bridge,Sol,ledger punch,0.223,0.229,False,logged as usable,0.229,True,True,False
164,10,orchid_engine,Bea,valve key,0.183,0.189,False,logged as usable,0.189,True,True,False
165,10,moss_ward,Fay,loom hook,0.209,0.216,False,logged as usable,0.216,True,True,False
166,10,glass_harbor,Puck,rope gauge,0.227,0.233,False,logged as usable,0.233,True,True,False
167,10,cinder_garden,Wren,shade mallet,0.184,0.19,False,logged as usable,0.19,True,True,False
168,10,lichen_bridge,Kio,bell file,0.203,0.209,False,logged as usable,0.209,True,True,False
169,10,orchid_engine,Cai,lamp tongs,0.229,0.237,False,logged as usable,0.237,True,True,False
170,10,moss_ward,Milo,reed knife,0.19,0.196,False,logged as usable,0.196,True,True,False
171,10,glass_harbor,Sera,net shuttle,0.131,0.137,False,logged as usable,0.137,True,True,False
172,10,cinder_garden,Juno,calendar stylus,0.104,0.11,False,logged as usable,0.11,True,True,False
173,10,lichen_bridge,Luma,tension peg,0.101,0.107,False,logged as usable,0.107,True,True,False
174,10,orchid_engine,Dax,gear brush,0.087,0.093,True,"file, oil, and schedule spare handoff",0.08,True,True,False
175,10,moss_ward,Tala,ledger awl,0.23,0.236,False,logged as usable,0.236,True,True,False
176,10,glass_harbor,Nia,wick clamp,0.186,0.193,False,logged as usable,0.193,True,True,False
177,10,cinder_garden,Pax,basket hook,0.216,0.222,False,logged as usable,0.222,True,True,False
178,10,lichen_bridge,Rin,ledger punch,0.229,0.235,False,logged as usable,0.235,True,True,False
179,10,orchid_engine,Eli,valve key,0.189,0.195,False,logged as usable,0.195,True,True,False
180,11,glass_harbor,Sera,rope gauge,0.233,0.239,False,logged as usable,0.239,True,True,False
181,11,cinder_garden,Juno,shade mallet,0.19,0.196,False,logged as usable,0.196,True,True,False
182,11,lichen_bridge,Luma,bell file,0.209,0.217,False,logged as usable,0.217,True,True,False
183,11,orchid_engine,Dax,lamp tongs,0.237,0.243,False,logged as usable,0.243,True,True,False
184,11,moss_ward,Tala,reed knife,0.196,0.202,False,logged as usable,0.202,True,True,False
185,11,glass_harbor,Nia,net shuttle,0.137,0.143,False,logged as usable,0.143,True,True,False
186,11,cinder_garden,Pax,calendar stylus,0.11,0.116,False,logged as usable,0.116,True,True,False
187,11,lichen_bridge,Rin,tension peg,0.107,0.114,False,logged as usable,0.114,True,True,False
188,11,orchid_engine,Eli,gear brush,0.08,0.086,False,logged as usable,0.086,True,True,False
189,11,moss_ward,Ari,ledger awl,0.236,0.242,False,logged as usable,0.242,True,True,False
190,11,glass_harbor,Oren,wick clamp,0.193,0.199,False,logged as usable,0.199,True,True,False
191,11,cinder_garden,Vale,basket hook,0.222,0.228,False,logged as usable,0.228,True,True,False
192,11,lichen_bridge,Sol,ledger punch,0.235,0.241,False,logged as usable,0.241,True,True,False
193,11,orchid_engine,Bea,valve key,0.195,0.201,False,logged as usable,0.201,True,True,False
194,11,moss_ward,Fay,loom hook,0.216,0.222,False,logged as usable,0.222,True,True,False
195,11,glass_harbor,Puck,rope gauge,0.239,0.247,False,logged as usable,0.247,True,True,False
196,11,cinder_garden,Wren,shade mallet,0.196,0.202,False,logged as usable,0.202,True,True,False
197,11,lichen_bridge,Kio,bell file,0.217,0.223,False,logged as usable,0.223,True,True,False
198,12,moss_ward,Ari,reed knife,0.202,0.209,False,logged as usable,0.209,True,True,False
199,12,glass_harbor,Oren,net shuttle,0.143,0.149,False,logged as usable,0.149,True,True,False
200,12,cinder_garden,Vale,calendar stylus,0.116,0.122,False,logged as usable,0.122,True,True,False
201,12,lichen_bridge,Sol,tension peg,0.114,0.12,False,logged as usable,0.12,True,True,False
202,12,orchid_engine,Bea,gear brush,0.086,0.092,False,logged as usable,0.092,True,True,False
203,12,moss_ward,Fay,ledger awl,0.242,0.248,True,"file, oil, and schedule spare handoff",0.088,True,True,False
204,12,glass_harbor,Puck,wick clamp,0.199,0.205,False,logged as usable,0.205,True,True,False
205,12,cinder_garden,Wren,basket hook,0.228,0.234,False,logged as usable,0.234,True,True,False
206,12,lichen_bridge,Kio,ledger punch,0.241,0.247,False,logged as usable,0.247,True,True,False
207,12,orchid_engine,Cai,valve key,0.201,0.207,False,logged as usable,0.207,True,True,False
208,12,moss_ward,Milo,loom hook,0.222,0.23,False,logged as usable,0.23,True,True,False
209,12,glass_harbor,Sera,rope gauge,0.247,0.254,False,logged as usable,0.254,True,True,False
210,12,cinder_garden,Juno,shade mallet,0.202,0.208,False,logged as usable,0.208,True,True,False
211,12,lichen_bridge,Luma,bell file,0.223,0.229,False,logged as usable,0.229,True,True,False
212,12,orchid_engine,Dax,lamp tongs,0.243,0.249,False,logged as usable,0.249,True,True,False
213,12,moss_ward,Tala,reed knife,0.209,0.215,False,logged as usable,0.215,True,True,False
214,12,glass_harbor,Nia,net shuttle,0.149,0.155,False,logged as usable,0.155,True,True,False
215,12,cinder_garden,Pax,calendar stylus,0.122,0.128,False,logged as usable,0.128,True,True,False
216,13,orchid_engine,Cai,gear brush,0.092,0.098,False,logged as usable,0.098,True,True,False
217,13,moss_ward,Milo,ledger awl,0.088,0.094,False,logged as usable,0.094,True,True,False
218,13,glass_harbor,Sera,wick clamp,0.205,0.211,False,logged as usable,0.211,True,True,False
219,13,cinder_garden,Juno,basket hook,0.234,0.24,False,logged as usable,0.24,True,True,False
220,13,lichen_bridge,Luma,ledger punch,0.247,0.254,False,logged as usable,0.254,True,True,False
221,13,orchid_engine,Dax,valve key,0.207,0.215,False,logged as usable,0.215,True,True,False
222,13,moss_ward,Tala,loom hook,0.23,0.236,False,logged as usable,0.236,True,True,False
223,13,glass_harbor,Nia,rope gauge,0.254,0.26,False,logged as usable,0.26,True,True,False
224,13,cinder_garden,Pax,shade mallet,0.208,0.214,False,logged as usable,0.214,True,True,False
225,13,lichen_bridge,Rin,bell file,0.229,0.235,False,logged as usable,0.235,True,True,False
226,13,orchid_engine,Eli,lamp tongs,0.249,0.255,False,logged as usable,0.255,True,True,False
227,13,moss_ward,Ari,reed knife,0.215,0.221,False,logged as usable,0.221,True,True,False
228,13,glass_harbor,Oren,net shuttle,0.155,0.161,False,logged as usable,0.161,True,True,False
229,13,cinder_garden,Vale,calendar stylus,0.128,0.134,False,logged as usable,0.134,True,True,False
230,13,lichen_bridge,Sol,tension peg,0.12,0.126,False,logged as usable,0.126,True,True,False
231,13,orchid_engine,Bea,gear brush,0.098,0.105,False,logged as usable,0.105,True,True,False
232,13,moss_ward,Fay,ledger awl,0.094,0.1,True,"file, oil, and schedule spare handoff",0.08,True,True,False
233,13,glass_harbor,Puck,wick clamp,0.211,0.217,False,logged as usable,0.217,True,True,False
234,14,lichen_bridge,Rin,ledger punch,0.254,0.262,False,logged as usable,0.262,True,True,False
235,14,orchid_engine,Eli,valve key,0.215,0.221,False,logged as usable,0.221,True,True,False
236,14,moss_ward,Ari,loom hook,0.236,0.242,False,logged as usable,0.242,True,True,False
237,14,glass_harbor,Oren,rope gauge,0.26,0.266,False,logged as usable,0.266,True,True,False
238,14,cinder_garden,Vale,shade mallet,0.214,0.22,False,logged as usable,0.22,True,True,False
239,14,lichen_bridge,Sol,bell file,0.235,0.241,False,logged as usable,0.241,True,True,False
240,14,orchid_engine,Bea,lamp tongs,0.255,0.261,False,logged as usable,0.261,True,True,False
241,14,moss_ward,Fay,reed knife,0.221,0.227,False,logged as usable,0.227,True,True,False
242,14,glass_harbor,Puck,net shuttle,0.161,0.168,False,logged as usable,0.168,True,True,False
243,14,cinder_garden,Wren,calendar stylus,0.134,0.14,False,logged as usable,0.14,True,True,False
244,14,lichen_bridge,Kio,tension peg,0.126,0.132,False,logged as usable,0.132,True,True,False
245,14,orchid_engine,Cai,gear brush,0.105,0.111,False,logged as usable,0.111,True,True,False
246,14,moss_ward,Milo,ledger awl,0.08,0.086,False,logged as usable,0.086,True,True,False
247,14,glass_harbor,Sera,wick clamp,0.217,0.225,False,logged as usable,0.225,True,True,False
248,14,cinder_garden,Juno,basket hook,0.24,0.246,False,logged as usable,0.246,True,True,False
249,14,lichen_bridge,Luma,ledger punch,0.262,0.268,False,logged as usable,0.268,True,True,False
250,14,orchid_engine,Dax,valve key,0.221,0.227,False,logged as usable,0.227,True,True,False
251,14,moss_ward,Tala,loom hook,0.242,0.248,False,logged as usable,0.248,True,True,False
252,15,cinder_garden,Wren,shade mallet,0.22,0.226,False,logged as usable,0.226,True,True,False
253,15,lichen_bridge,Kio,bell file,0.241,0.248,False,logged as usable,0.248,True,True,False
254,15,orchid_engine,Cai,lamp tongs,0.261,0.267,False,logged as usable,0.267,True,True,False
255,15,moss_ward,Milo,reed knife,0.227,0.233,False,logged as usable,0.233,True,True,False
256,15,glass_harbor,Sera,net shuttle,0.168,0.174,False,logged as usable,0.174,True,True,False
257,15,cinder_garden,Juno,calendar stylus,0.14,0.146,False,logged as usable,0.146,True,True,False
258,15,lichen_bridge,Luma,tension peg,0.132,0.138,False,logged as usable,0.138,True,True,False
259,15,orchid_engine,Dax,gear brush,0.111,0.117,False,logged as usable,0.117,True,True,False
260,15,moss_ward,Tala,ledger awl,0.086,0.094,False,logged as usable,0.094,True,True,False
261,15,glass_harbor,Nia,wick clamp,0.225,0.231,True,"file, oil, and schedule spare handoff",0.08,True,True,False
262,15,cinder_garden,Pax,basket hook,0.246,0.252,False,logged as usable,0.252,True,True,False
263,15,lichen_bridge,Rin,ledger punch,0.268,0.274,False,logged as usable,0.274,True,True,False
264,15,orchid_engine,Eli,valve key,0.227,0.234,False,logged as usable,0.234,True,True,False
265,15,moss_ward,Ari,loom hook,0.248,0.254,False,logged as usable,0.254,True,True,False
266,15,glass_harbor,Oren,rope gauge,0.266,0.272,False,logged as usable,0.272,True,True,False
267,15,cinder_garden,Vale,shade mallet,0.226,0.232,False,logged as usable,0.232,True,True,False
268,15,lichen_bridge,Sol,bell file,0.248,0.254,False,logged as usable,0.254,True,True,False
269,15,orchid_engine,Bea,lamp tongs,0.267,0.273,False,logged as usable,0.273,True,True,False
270,16,glass_harbor,Nia,net shuttle,0.174,0.18,False,logged as usable,0.18,True,True,False
271,16,cinder_garden,Pax,calendar stylus,0.146,0.152,False,logged as usable,0.152,True,True,False
272,16,lichen_bridge,Rin,tension peg,0.138,0.144,False,logged as usable,0.144,True,True,False
273,16,orchid_engine,Eli,gear brush,0.117,0.125,False,logged as usable,0.125,True,True,False
274,16,moss_ward,Ari,ledger awl,0.094,0.1,False,logged as usable,0.1,True,True,False
275,16,glass_harbor,Oren,wick clamp,0.08,0.087,False,logged as usable,0.087,True,True,False
276,16,cinder_garden,Vale,basket hook,0.252,0.258,False,logged as usable,0.258,True,True,False
277,16,lichen_bridge,Sol,ledger punch,0.274,0.28,False,logged as usable,0.28,True,True,False
278,16,orchid_engine,Bea,valve key,0.234,0.24,False,logged as usable,0.24,True,True,False
279,16,moss_ward,Fay,loom hook,0.254,0.26,False,logged as usable,0.26,True,True,False
280,16,glass_harbor,Puck,rope gauge,0.272,0.278,False,logged as usable,0.278,True,True,False
281,16,cinder_garden,Wren,shade mallet,0.232,0.238,False,logged as usable,0.238,True,True,False
282,16,lichen_bridge,Kio,bell file,0.254,0.26,False,logged as usable,0.26,True,True,False
283,16,orchid_engine,Cai,lamp tongs,0.273,0.279,False,logged as usable,0.279,True,True,False
284,16,moss_ward,Milo,reed knife,0.233,0.239,False,logged as usable,0.239,True,True,False
285,16,glass_harbor,Sera,net shuttle,0.18,0.186,False,logged as usable,0.186,True,True,False
286,16,cinder_garden,Juno,calendar stylus,0.152,0.161,False,logged as usable,0.161,True,True,False
287,16,lichen_bridge,Luma,tension peg,0.144,0.15,False,logged as usable,0.15,True,True,False
288,17,moss_ward,Fay,ledger awl,0.1,0.106,False,logged as usable,0.106,True,True,False
289,17,glass_harbor,Puck,wick clamp,0.087,0.093,False,logged as usable,0.093,True,True,False
290,17,cinder_garden,Wren,basket hook,0.258,0.264,True,"file, oil, and schedule spare handoff",0.104,True,True,False
291,17,lichen_bridge,Kio,ledger punch,0.28,0.286,False,logged as usable,0.286,True,True,False
292,17,orchid_engine,Cai,valve key,0.24,0.246,False,logged as usable,0.246,True,True,False
293,17,moss_ward,Milo,loom hook,0.26,0.266,False,logged as usable,0.266,True,True,False
