tick_id,day,route_id,snapshot_id,session_id,snapshot_version,exported,imported,shared_across_session,snapshot_hash,restored_branch,restored_recovery,sync_visible
23,2,central_repair_ring,snap:central_repair_ring:v4,session:1,4,False,False,False,v32-761092,inner repair yard,0.572514,False
24,2,riverbend_roofward,snap:riverbend_roofward:v5,session:1,5,True,False,True,v32-802470,orchard ridge detour,0.707196,True
25,2,roofward_archive,snap:roofward_archive:v5,session:1,5,False,True,True,v32-525320,glass stair,0.640472,True
26,2,archive_signal,snap:archive_signal:v5,session:1,5,True,True,True,v32-472742,paper lane,0.701189,True
27,2,signal_orchard,snap:signal_orchard:v3,session:1,3,False,False,False,v32-467323,dusk road,0.587312,False
28,3,orchard_riverbend,snap:orchard_riverbend:v4,session:1,4,True,False,True,v32-613961,fen track,0.605676,True
29,3,central_repair_ring,snap:central_repair_ring:v4,session:1,4,False,False,False,v32-760957,inner repair yard,0.565326,False
30,3,riverbend_roofward,snap:riverbend_roofward:v6,session:1,6,True,False,False,v32-534027,river ford,0.733229,True
31,3,roofward_archive,snap:roofward_archive:v6,session:1,6,False,True,True,v32-525443,glass stair,0.64407,True
32,3,archive_signal,snap:archive_signal:v5,session:1,5,False,False,False,v32-471486,paper lane,0.710109,False
33,3,signal_orchard,snap:signal_orchard:v4,session:1,4,True,True,True,v32-571202,dusk road,0.61315,True
34,3,orchard_riverbend,snap:orchard_riverbend:v5,session:1,5,True,False,True,v32-614245,fen track,0.595404,True
35,3,central_repair_ring,snap:central_repair_ring:v5,session:1,5,True,False,False,v32-761640,inner repair yard,0.562138,True
36,3,riverbend_roofward,snap:riverbend_roofward:v6,session:1,6,False,False,False,v32-533496,river ford,0.741269,False
37,3,roofward_archive,snap:roofward_archive:v6,session:1,6,False,False,False,v32-518292,glass stair,0.641669,False
38,3,archive_signal,snap:archive_signal:v6,session:1,6,True,False,True,v32-551874,stone kiosk path,0.725029,True
39,3,signal_orchard,snap:signal_orchard:v5,session:1,5,False,True,True,v32-562772,dusk road,0.627082,True
40,3,orchard_riverbend,snap:orchard_riverbend:v5,session:1,5,False,False,False,v32-613829,fen track,0.605074,False
41,3,central_repair_ring,snap:central_repair_ring:v5,session:1,5,False,False,False,v32-761368,inner repair yard,0.55895,False
42,4,riverbend_roofward,snap:riverbend_roofward:v7,session:1,7,True,False,True,v32-534146,river ford,0.737749,True
43,4,roofward_archive,snap:roofward_archive:v6,session:1,6,False,False,False,v32-526634,glass stair,0.651707,False
44,4,archive_signal,snap:archive_signal:v7,session:1,7,True,False,True,v32-471828,paper lane,0.740389,True
45,4,signal_orchard,snap:signal_orchard:v6,session:1,6,False,True,True,v32-571573,dusk road,0.629454,True
46,4,orchard_riverbend,snap:orchard_riverbend:v6,session:1,6,False,True,True,v32-613448,fen track,0.621185,True
47,4,central_repair_ring,snap:central_repair_ring:v5,session:1,5,False,False,False,v32-754290,inner repair yard,0.556202,False
48,4,riverbend_roofward,snap:riverbend_roofward:v8,session:1,8,True,False,True,v32-672813,orchard ridge detour,0.752229,True
49,4,roofward_archive,snap:roofward_archive:v7,session:1,7,True,False,True,v32-526083,glass stair,0.649746,True
50,4,archive_signal,snap:archive_signal:v7,session:1,7,False,False,False,v32-472603,paper lane,0.749749,False
51,4,signal_orchard,snap:signal_orchard:v6,session:1,6,False,False,False,v32-572207,dusk road,0.625826,False
52,4,orchard_riverbend,snap:orchard_riverbend:v7,session:1,7,True,True,True,v32-756397,market plank route,0.643295,True
53,4,central_repair_ring,snap:central_repair_ring:v6,session:1,6,False,True,True,v32-760910,inner repair yard,0.559454,True
54,4,riverbend_roofward,snap:riverbend_roofward:v9,session:1,9,True,False,True,v32-534375,river ford,0.778709,True
55,4,roofward_archive,snap:roofward_archive:v7,session:1,7,False,False,False,v32-527389,glass stair,0.647784,False
56,5,archive_signal,snap:archive_signal:v8,session:1,8,True,False,True,v32-473984,paper lane,0.747549,True
57,5,signal_orchard,snap:signal_orchard:v6,session:1,6,False,False,False,v32-572085,dusk road,0.634638,False
58,5,orchard_riverbend,snap:orchard_riverbend:v8,session:1,8,True,False,True,v32-657014,fen track,0.65327,True
59,5,central_repair_ring,snap:central_repair_ring:v7,session:1,7,False,True,True,v32-762855,inner repair yard,0.563146,True
60,5,riverbend_roofward,snap:riverbend_roofward:v9,session:1,9,False,False,False,v32-535815,river ford,0.787629,False
61,5,roofward_archive,snap:roofward_archive:v8,session:1,8,True,False,True,v32-635339,glass stair,0.667622,True
62,5,archive_signal,snap:archive_signal:v9,session:1,9,True,False,True,v32-555021,stone kiosk path,0.763349,True
63,5,signal_orchard,snap:signal_orchard:v7,session:1,7,True,False,True,v32-572457,dusk road,0.63145,True
64,5,orchard_riverbend,snap:orchard_riverbend:v8,session:1,8,False,False,False,v32-648383,fen track,0.66131,False
65,5,central_repair_ring,snap:central_repair_ring:v8,session:1,8,False,True,True,v32-762141,inner repair yard,0.566838,True
66,5,riverbend_roofward,snap:riverbend_roofward:v10,session:1,10,True,False,True,v32-687248,orchard ridge detour,0.802549,True
67,5,roofward_archive,snap:roofward_archive:v9,session:1,9,False,True,True,v32-634655,glass stair,0.681554,True
68,5,archive_signal,snap:archive_signal:v10,session:1,10,True,False,True,v32-575047,stone kiosk path,0.765149,True
69,5,signal_orchard,snap:signal_orchard:v7,session:1,7,False,False,False,v32-563631,dusk road,0.628262,False
70,6,central_repair_ring,snap:central_repair_ring:v9,session:1,9,True,False,False,v32-763940,inner repair yard,0.57477,True
71,6,riverbend_roofward,snap:riverbend_roofward:v11,session:1,11,True,False,True,v32-547287,river ford,0.830349,True
72,6,roofward_archive,snap:roofward_archive:v10,session:1,10,True,False,True,v32-735023,cool archive lane,0.696366,True
73,6,archive_signal,snap:archive_signal:v11,session:1,11,True,True,True,v32-485622,paper lane,0.809131,True
74,6,signal_orchard,snap:signal_orchard:v7,session:1,7,False,False,False,v32-571938,dusk road,0.637954,False
75,6,orchard_riverbend,snap:orchard_riverbend:v8,session:1,8,False,False,False,v32-647597,fen track,0.65823,False
76,6,central_repair_ring,snap:central_repair_ring:v10,session:1,10,True,False,True,v32-745306,outer bell path,0.600702,True
77,6,riverbend_roofward,snap:riverbend_roofward:v12,session:1,12,True,False,True,v32-547403,river ford,0.828149,True
78,6,roofward_archive,snap:roofward_archive:v11,session:1,11,True,False,True,v32-533221,glass stair,0.723243,True
79,6,archive_signal,snap:archive_signal:v12,session:1,12,True,False,True,v32-484565,paper lane,0.829171,True
80,6,signal_orchard,snap:signal_orchard:v8,session:1,8,True,False,False,v32-711010,river lantern loop,0.653646,True
81,6,orchard_riverbend,snap:orchard_riverbend:v9,session:1,9,False,True,True,v32-648750,fen track,0.66115,True
82,6,central_repair_ring,snap:central_repair_ring:v10,session:1,10,False,False,False,v32-751311,outer bell path,0.592699,False
83,6,riverbend_roofward,snap:riverbend_roofward:v12,session:1,12,False,False,False,v32-548062,river ford,0.825949,False
84,7,roofward_archive,snap:roofward_archive:v12,session:1,12,True,False,True,v32-531497,glass stair,0.720603,True
85,7,archive_signal,snap:archive_signal:v12,session:1,12,False,False,False,v32-485339,paper lane,0.837651,False
86,7,signal_orchard,snap:signal_orchard:v9,session:1,9,True,False,True,v32-460937,dusk road,0.669843,True
87,7,orchard_riverbend,snap:orchard_riverbend:v10,session:1,10,False,True,True,v32-662385,fen track,0.66451,True
88,7,central_repair_ring,snap:central_repair_ring:v11,session:1,11,True,False,True,v32-656177,inner repair yard,0.619136,True
89,7,riverbend_roofward,snap:riverbend_roofward:v12,session:1,12,False,False,False,v32-548730,river ford,0.824189,False
90,7,roofward_archive,snap:roofward_archive:v13,session:1,13,True,False,False,v32-605881,cool archive lane,0.735963,True
91,7,archive_signal,snap:archive_signal:v13,session:1,13,True,False,True,v32-485840,paper lane,0.834131,True
92,7,signal_orchard,snap:signal_orchard:v9,session:1,9,False,False,False,v32-461685,dusk road,0.680083,False
93,7,orchard_riverbend,snap:orchard_riverbend:v10,session:1,10,False,False,False,v32-662771,fen track,0.66187,False
94,7,central_repair_ring,snap:central_repair_ring:v12,session:1,12,True,False,True,v32-624142,outer bell path,0.633616,True
95,7,riverbend_roofward,snap:riverbend_roofward:v13,session:1,13,False,True,True,v32-548323,river ford,0.828429,True
96,7,roofward_archive,snap:roofward_archive:v14,session:1,14,True,False,True,v32-533579,glass stair,0.763323,True
97,7,archive_signal,snap:archive_signal:v13,session:1,13,False,False,False,v32-484551,paper lane,0.830611,False
98,8,signal_orchard,snap:signal_orchard:v10,session:2,10,True,False,True,v32-472334,dusk road,0.688123,True
99,8,orchard_riverbend,snap:orchard_riverbend:v10,session:2,10,False,False,False,v32-663566,fen track,0.67167,False
100,8,central_repair_ring,snap:central_repair_ring:v13,session:2,13,True,False,False,v32-654580,inner repair yard,0.648536,True
101,8,riverbend_roofward,snap:riverbend_roofward:v14,session:2,14,True,True,True,v32-548699,river ford,0.854469,True
102,8,roofward_archive,snap:roofward_archive:v14,session:2,14,False,False,False,v32-532383,glass stair,0.773123,False
103,8,archive_signal,snap:archive_signal:v13,session:2,13,False,False,False,v32-484424,paper lane,0.827531,False
104,8,signal_orchard,snap:signal_orchard:v11,session:2,11,True,False,True,v32-598076,river lantern loop,0.714163,True
105,8,orchard_riverbend,snap:orchard_riverbend:v11,session:2,11,True,False,False,v32-663682,fen track,0.66947,True
106,8,central_repair_ring,snap:central_repair_ring:v13,session:2,13,False,False,False,v32-655562,inner repair yard,0.657456,False
107,8,riverbend_roofward,snap:riverbend_roofward:v15,session:2,15,True,False,True,v32-549353,river ford,0.874509,True
108,8,roofward_archive,snap:roofward_archive:v15,session:2,15,True,False,True,v32-607072,cool archive lane,0.788923,True
109,8,archive_signal,snap:archive_signal:v14,session:2,14,False,True,True,v32-485569,paper lane,0.830451,True
110,8,signal_orchard,snap:signal_orchard:v12,session:2,12,True,False,False,v32-472443,dusk road,0.740203,True
111,8,orchard_riverbend,snap:orchard_riverbend:v11,session:2,11,False,False,False,v32-664331,fen track,0.66727,False
112,9,central_repair_ring,snap:central_repair_ring:v14,session:2,14,True,False,True,v32-655966,inner repair yard,0.654816,True
113,9,riverbend_roofward,snap:riverbend_roofward:v15,session:2,15,False,False,False,v32-548944,river ford,0.882989,False
114,9,roofward_archive,snap:roofward_archive:v16,session:2,16,True,False,True,v32-534590,glass stair,0.805163,True
115,9,archive_signal,snap:archive_signal:v15,session:2,15,False,True,True,v32-485176,paper lane,0.833811,True
116,9,signal_orchard,snap:signal_orchard:v12,session:2,12,False,False,False,v32-471667,dusk road,0.732683,False
117,9,orchard_riverbend,snap:orchard_riverbend:v11,session:2,11,False,False,False,v32-663809,fen track,0.66551,False
118,9,central_repair_ring,snap:central_repair_ring:v15,session:2,15,True,False,True,v32-625473,outer bell path,0.670176,True
119,9,riverbend_roofward,snap:riverbend_roofward:v16,session:2,16,True,False,True,v32-550668,river ford,0.879469,True
120,9,roofward_archive,snap:roofward_archive:v16,session:2,16,False,False,False,v32-532762,glass stair,0.815403,False
121,9,archive_signal,snap:archive_signal:v15,session:2,15,False,False,False,v32-485556,paper lane,0.831171,False
122,9,signal_orchard,snap:signal_orchard:v13,session:2,13,True,False,True,v32-598738,river lantern loop,0.747163,True
123,9,orchard_riverbend,snap:orchard_riverbend:v12,session:2,12,False,True,True,v32-663399,fen track,0.66975,True
124,9,central_repair_ring,snap:central_repair_ring:v16,session:2,16,True,False,True,v32-655649,inner repair yard,0.697536,True
125,9,riverbend_roofward,snap:riverbend_roofward:v16,session:2,16,False,False,False,v32-550528,river ford,0.875949,False
126,10,roofward_archive,snap:roofward_archive:v17,session:2,17,True,False,True,v32-532740,glass stair,0.823443,True
127,10,archive_signal,snap:archive_signal:v15,session:2,15,False,False,False,v32-485177,paper lane,0.840971,False
128,10,signal_orchard,snap:signal_orchard:v14,session:2,14,True,False,True,v32-473690,dusk road,0.762083,True
129,10,orchard_riverbend,snap:orchard_riverbend:v13,session:2,13,True,True,True,v32-507668,fen track,0.69579,True
130,10,central_repair_ring,snap:central_repair_ring:v16,session:2,16,False,False,False,v32-656903,inner repair yard,0.707336,False
131,10,riverbend_roofward,snap:riverbend_roofward:v16,session:2,16,False,False,False,v32-550397,river ford,0.872869,False
132,10,roofward_archive,snap:roofward_archive:v18,session:2,18,True,False,True,v32-607987,cool archive lane,0.849483,True
133,10,archive_signal,snap:archive_signal:v16,session:2,16,True,False,True,v32-486453,paper lane,0.838771,True
134,10,signal_orchard,snap:signal_orchard:v14,session:2,14,False,False,False,v32-473437,dusk road,0.771003,False
135,10,orchard_riverbend,snap:orchard_riverbend:v14,session:2,14,True,False,False,v32-508312,fen track,0.71583,True
136,10,central_repair_ring,snap:central_repair_ring:v17,session:2,17,True,False,True,v32-663622,inner repair yard,0.697136,True
137,10,riverbend_roofward,snap:riverbend_roofward:v17,session:2,17,False,True,True,v32-550389,river ford,0.875789,True
138,10,roofward_archive,snap:roofward_archive:v19,session:2,19,True,False,True,v32-535218,glass stair,0.875523,True
139,10,archive_signal,snap:archive_signal:v16,session:2,16,False,False,False,v32-487092,paper lane,0.836571,False
140,11,signal_orchard,snap:signal_orchard:v15,session:2,15,True,False,False,v32-472648,dusk road,0.768363,True
141,11,orchard_riverbend,snap:orchard_riverbend:v14,session:2,14,False,False,False,v32-506747,fen track,0.72431,False
142,11,central_repair_ring,snap:central_repair_ring:v18,session:2,18,True,False,True,v32-626522,outer bell path,0.713318,True
143,11,riverbend_roofward,snap:riverbend_roofward:v18,session:2,18,False,True,True,v32-551173,river ford,0.879149,True
144,11,roofward_archive,snap:roofward_archive:v19,session:2,19,False,False,False,v32-534418,glass stair,0.884003,False
145,11,archive_signal,snap:archive_signal:v16,session:2,16,False,False,False,v32-486578,paper lane,0.834811,False
146,11,signal_orchard,snap:signal_orchard:v16,session:2,16,True,False,True,v32-600031,river lantern loop,0.783723,True
147,11,orchard_riverbend,snap:orchard_riverbend:v15,session:2,15,True,False,True,v32-506076,fen track,0.72079,True
148,11,central_repair_ring,snap:central_repair_ring:v19,session:2,19,True,False,True,v32-655875,inner repair yard,0.741558,True
149,11,riverbend_roofward,snap:riverbend_roofward:v18,session:2,18,False,False,False,v32-550367,river ford,0.876509,False
150,11,roofward_archive,snap:roofward_archive:v20,session:2,20,True,False,False,v32-606038,cool archive lane,0.898483,True
151,11,archive_signal,snap:archive_signal:v17,session:2,17,False,True,True,v32-486174,paper lane,0.839051,True
152,11,signal_orchard,snap:signal_orchard:v17,session:2,17,True,False,True,v32-474670,dusk road,0.811083,True
153,11,orchard_riverbend,snap:orchard_riverbend:v15,session:2,15,False,False,False,v32-507136,fen track,0.71727,False
154,12,riverbend_roofward,snap:riverbend_roofward:v19,session:2,19,True,True,True,v32-550220,river ford,0.880749,True
155,12,roofward_archive,snap:roofward_archive:v21,session:2,21,True,False,False,v32-533985,glass stair,0.925843,True
156,12,archive_signal,snap:archive_signal:v18,session:2,18,True,False,True,v32-568687,stone kiosk path,0.853531,True
157,12,signal_orchard,snap:signal_orchard:v18,session:2,18,False,True,True,v32-473781,dusk road,0.815323,True
158,12,orchard_riverbend,snap:orchard_riverbend:v15,session:2,15,False,False,False,v32-506998,fen track,0.72663,False
159,12,central_repair_ring,snap:central_repair_ring:v19,session:2,19,False,False,False,v32-656862,inner repair yard,0.738038,False
160,12,riverbend_roofward,snap:riverbend_roofward:v20,session:2,20,True,True,True,v32-687086,orchard ridge detour,0.902989,True
161,12,roofward_archive,snap:roofward_archive:v22,session:2,22,True,False,True,v32-533057,glass stair,0.923203,True
162,12,archive_signal,snap:archive_signal:v19,session:2,19,True,False,True,v32-486663,paper lane,0.880011,True
163,12,signal_orchard,snap:signal_orchard:v18,session:2,18,False,False,False,v32-473899,dusk road,0.813563,False
164,12,orchard_riverbend,snap:orchard_riverbend:v16,session:2,16,True,False,True,v32-634871,market plank route,0.74199,True
165,12,central_repair_ring,snap:central_repair_ring:v20,session:2,20,False,True,True,v32-654616,inner repair yard,0.740518,True
166,12,riverbend_roofward,snap:riverbend_roofward:v21,session:2,21,True,True,True,v32-548736,river ford,0.937229,True
167,12,roofward_archive,snap:roofward_archive:v22,session:2,22,False,False,False,v32-531471,glass stair,0.920563,False
168,13,archive_signal,snap:archive_signal:v20,session:2,20,True,False,True,v32-483793,paper lane,0.876931,True
169,13,signal_orchard,snap:signal_orchard:v18,session:2,18,False,False,False,v32-474417,dusk road,0.821603,False
170,13,orchard_riverbend,snap:orchard_riverbend:v17,session:2,17,True,False,False,v32-643724,market plank route,0.73179,True
171,13,central_repair_ring,snap:central_repair_ring:v21,session:2,21,False,True,True,v32-654318,inner repair yard,0.743438,True
172,13,riverbend_roofward,snap:riverbend_roofward:v21,session:2,21,False,False,False,v32-548054,river ford,0.94,False
173,13,roofward_archive,snap:roofward_archive:v23,session:2,23,False,True,True,v32-532522,glass stair,0.924363,True
174,13,archive_signal,snap:archive_signal:v21,session:2,21,True,False,True,v32-568252,stone kiosk path,0.891851,True
175,13,signal_orchard,snap:signal_orchard:v19,session:2,19,True,False,False,v32-473887,dusk road,0.829643,True
176,13,orchard_riverbend,snap:orchard_riverbend:v18,session:2,18,True,False,True,v32-508142,fen track,0.759533,True
177,13,central_repair_ring,snap:central_repair_ring:v21,session:2,21,False,False,False,v32-654881,inner repair yard,0.740358,False
178,13,riverbend_roofward,snap:riverbend_roofward:v22,session:2,22,True,False,True,v32-654794,orchard ridge detour,0.94,True
179,13,roofward_archive,snap:roofward_archive:v24,session:2,24,False,True,True,v32-533032,glass stair,0.928163,True
180,13,archive_signal,snap:archive_signal:v22,session:2,22,True,False,False,v32-486090,paper lane,0.918771,True
181,13,signal_orchard,snap:signal_orchard:v20,session:2,20,True,False,True,v32-473465,dusk road,0.849683,True
182,14,orchard_riverbend,snap:orchard_riverbend:v19,session:2,19,True,False,True,v32-515914,fen track,0.757773,True
183,14,central_repair_ring,snap:central_repair_ring:v21,session:2,21,False,False,False,v32-654604,inner repair yard,0.749718,False
184,14,riverbend_roofward,snap:riverbend_roofward:v23,session:2,23,True,False,True,v32-518422,river ford,0.94,True
185,14,roofward_archive,snap:roofward_archive:v25,session:2,25,False,True,True,v32-533542,glass stair,0.932403,True
186,14,archive_signal,snap:archive_signal:v23,session:2,23,False,True,True,v32-486472,paper lane,0.934131,True
187,14,signal_orchard,snap:signal_orchard:v20,session:2,20,False,False,False,v32-474233,dusk road,0.846163,False
188,14,orchard_riverbend,snap:orchard_riverbend:v20,session:2,20,True,False,True,v32-642566,market plank route,0.774013,True
189,14,central_repair_ring,snap:central_repair_ring:v22,session:2,22,True,False,True,v32-656122,inner repair yard,0.747078,True
190,14,riverbend_roofward,snap:riverbend_roofward:v23,session:2,23,False,False,False,v32-518422,river ford,0.94,False
191,14,roofward_archive,snap:roofward_archive:v25,session:2,25,False,False,False,v32-532484,glass stair,0.930643,False
192,14,archive_signal,snap:archive_signal:v24,session:2,24,True,True,True,v32-567257,stone kiosk path,0.94,True
193,14,signal_orchard,snap:signal_orchard:v21,session:2,21,False,True,True,v32-473198,dusk road,0.848643,True
194,14,orchard_riverbend,snap:orchard_riverbend:v21,session:2,21,True,False,True,v32-512851,fen track,0.802253,True
195,14,central_repair_ring,snap:central_repair_ring:v22,session:2,22,False,False,False,v32-655707,inner repair yard,0.744438,False
196,15,riverbend_roofward,snap:riverbend_roofward:v24,session:2,24,True,False,True,v32-518671,river ford,0.93692,True
197,15,roofward_archive,snap:roofward_archive:v25,session:2,25,False,False,False,v32-533018,glass stair,0.938683,False
198,15,archive_signal,snap:archive_signal:v25,session:2,25,True,False,True,v32-457539,paper lane,0.94,True
199,15,signal_orchard,snap:signal_orchard:v22,session:2,22,False,True,True,v32-474078,dusk road,0.851563,True
200,15,orchard_riverbend,snap:orchard_riverbend:v21,session:2,21,False,False,False,v32-512606,fen track,0.810293,False
201,15,central_repair_ring,snap:central_repair_ring:v22,session:2,22,False,False,False,v32-655283,inner repair yard,0.742238,False
202,15,riverbend_roofward,snap:riverbend_roofward:v25,session:2,25,True,False,True,v32-679928,orchard ridge detour,0.94,True
203,15,roofward_archive,snap:roofward_archive:v26,session:2,26,True,False,True,v32-534848,glass stair,0.930723,True
204,15,archive_signal,snap:archive_signal:v25,session:2,25,False,False,False,v32-457539,paper lane,0.94,False
205,15,signal_orchard,snap:signal_orchard:v23,session:2,23,False,True,True,v32-473689,dusk road,0.854483,True
206,15,orchard_riverbend,snap:orchard_riverbend:v22,session:2,22,True,False,True,v32-641278,market plank route,0.836333,True
207,15,central_repair_ring,snap:central_repair_ring:v23,session:2,23,False,True,True,v32-654983,inner repair yard,0.746038,True
208,15,riverbend_roofward,snap:riverbend_roofward:v26,session:2,26,True,False,True,v32-519169,river ford,0.94,True
209,15,roofward_archive,snap:roofward_archive:v26,session:2,26,False,False,False,v32-533134,glass stair,0.938763,False
210,16,archive_signal,snap:archive_signal:v26,session:3,26,True,False,False,v32-457780,paper lane,0.93824,True
211,16,signal_orchard,snap:signal_orchard:v23,session:3,23,False,False,False,v32-474200,dusk road,0.863843,False
212,16,orchard_riverbend,snap:orchard_riverbend:v23,session:3,23,True,True,True,v32-513880,fen track,0.856813,True
213,16,central_repair_ring,snap:central_repair_ring:v24,session:3,24,False,True,True,v32-655523,inner repair yard,0.750278,True
214,16,riverbend_roofward,snap:riverbend_roofward:v26,session:3,26,False,False,False,v32-519169,river ford,0.94,False
215,16,roofward_archive,snap:roofward_archive:v26,session:3,26,False,False,False,v32-534714,glass stair,0.935243,False
216,16,archive_signal,snap:archive_signal:v27,session:3,27,True,False,True,v32-561609,stone kiosk path,0.94,True
217,16,signal_orchard,snap:signal_orchard:v24,session:3,24,True,False,True,v32-474439,dusk road,0.861203,True
218,16,orchard_riverbend,snap:orchard_riverbend:v24,session:3,24,False,True,True,v32-514779,fen track,0.871293,True
219,16,central_repair_ring,snap:central_repair_ring:v24,session:3,24,False,False,False,v32-655672,inner repair yard,0.748518,False
220,16,riverbend_roofward,snap:riverbend_roofward:v27,session:3,27,True,False,False,v32-656089,orchard ridge detour,0.94,True
221,16,roofward_archive,snap:roofward_archive:v27,session:3,27,False,True,True,v32-533645,glass stair,0.937723,True
222,16,archive_signal,snap:archive_signal:v28,session:3,28,True,False,True,v32-458262,paper lane,0.94,True
223,16,signal_orchard,snap:signal_orchard:v24,session:3,24,False,False,False,v32-472901,dusk road,0.858563,False
224,17,orchard_riverbend,snap:orchard_riverbend:v25,session:3,25,True,False,True,v32-514907,fen track,0.868213,True
225,17,central_repair_ring,snap:central_repair_ring:v25,session:3,25,False,True,True,v32-656486,inner repair yard,0.762558,True
226,17,riverbend_roofward,snap:riverbend_roofward:v28,session:3,28,True,False,True,v32-519667,river ford,0.94,True
227,17,roofward_archive,snap:roofward_archive:v28,session:3,28,False,True,True,v32-534551,glass stair,0.94,True
228,17,archive_signal,snap:archive_signal:v28,session:3,28,False,False,False,v32-458262,paper lane,0.94,False
229,17,signal_orchard,snap:signal_orchard:v24,session:3,24,False,False,False,v32-474822,dusk road,0.856363,False
230,17,orchard_riverbend,snap:orchard_riverbend:v26,session:3,26,True,False,False,v32-642988,market plank route,0.883133,True
231,17,central_repair_ring,snap:central_repair_ring:v26,session:3,26,True,True,True,v32-656754,inner repair yard,0.776598,True
232,17,riverbend_roofward,snap:riverbend_roofward:v28,session:3,28,False,False,False,v32-519667,river ford,0.9338,False
233,17,roofward_archive,snap:roofward_archive:v28,session:3,28,False,False,False,v32-504748,glass stair,0.93692,False
234,17,archive_signal,snap:archive_signal:v29,session:3,29,True,False,True,v32-539425,stone kiosk path,0.94,True
235,17,signal_orchard,snap:signal_orchard:v25,session:3,25,False,True,True,v32-474556,dusk road,0.860163,True
236,17,orchard_riverbend,snap:orchard_riverbend:v27,session:3,27,True,False,True,v32-514873,fen track,0.910053,True
237,17,central_repair_ring,snap:central_repair_ring:v27,session:3,27,True,True,True,v32-658283,inner repair yard,0.802638,True
238,18,roofward_archive,snap:roofward_archive:v29,session:3,29,True,False,True,v32-527603,glass stair,0.93472,True
239,18,archive_signal,snap:archive_signal:v30,session:3,30,True,False,True,v32-456573,paper lane,0.94,True
240,18,signal_orchard,snap:signal_orchard:v26,session:3,26,True,False,False,v32-599054,river lantern loop,0.886203,True
241,18,orchard_riverbend,snap:orchard_riverbend:v28,session:3,28,False,True,True,v32-514091,fen track,0.913853,True
242,18,central_repair_ring,snap:central_repair_ring:v27,session:3,27,False,False,False,v32-656177,inner repair yard,0.811558,False
243,18,riverbend_roofward,snap:riverbend_roofward:v29,session:3,29,True,False,True,v32-534959,river ford,0.94,True
244,18,roofward_archive,snap:roofward_archive:v30,session:3,30,True,False,True,v32-599362,cool archive lane,0.94,True
245,18,archive_signal,snap:archive_signal:v31,session:3,31,True,False,False,v32-456814,paper lane,0.93692,True
246,18,signal_orchard,snap:signal_orchard:v26,session:3,26,False,False,False,v32-599449,river lantern loop,0.878243,False
247,18,orchard_riverbend,snap:orchard_riverbend:v28,session:3,28,False,False,False,v32-515529,fen track,0.911653,False
248,18,central_repair_ring,snap:central_repair_ring:v28,session:3,28,True,False,True,v32-626246,outer bell path,0.826478,True
