schedule_id,day,lineage,agent,schedule_before,avatar_effect,schedule_after,delay_minutes,work_progress_delta,care_pause_minutes,routine_memory,schedule_hash
47,8,Hearthline,Sova,"Sova day 8 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Sova carries routine_join into tomorrow's schedule; progress=0.32,e7115d619aa09141
48,8,Routeline,Keth,"Keth day 8 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Keth carries object_permission into tomorrow's schedule; progress=0.34,4bca47c87dcd187b
49,9,Rainline,Vonn,"Vonn day 9 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Vonn carries carry_water into tomorrow's schedule; progress=0.42,5efce80ca3264240
50,9,Marketline,Melo,"Melo day 9 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Melo carries request_pause into tomorrow's schedule; progress=0.32,3a594e637ee72751
51,9,Ledgerline,Nari,"Nari day 9 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Nari carries overreach_private into tomorrow's schedule; progress=0.31,b44c152934ed6521
52,9,Orchardline,Ori,"Ori day 9 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Ori carries repair_overreach into tomorrow's schedule; progress=0.37,64767666c88b4e3d
53,9,Rainline,Vonn,"Vonn day 9 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Vonn carries routine_join into tomorrow's schedule; progress=0.45,4c8f1f838fa48e4d
54,9,Hearthline,Sova,"Sova day 9 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Sova carries object_permission into tomorrow's schedule; progress=0.33,e7704d2a4082e3f1
55,10,Orchardline,Ori,"Ori day 10 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Ori carries carry_water into tomorrow's schedule; progress=0.38,cc8905de57f06d1d
56,10,Routeline,Keth,"Keth day 10 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Keth carries request_pause into tomorrow's schedule; progress=0.34,84891baccb3d383c
57,10,Marketline,Melo,"Melo day 10 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Melo carries overreach_private into tomorrow's schedule; progress=0.30,d65eb1eb0236fc1d
58,10,Ledgerline,Nari,"Nari day 10 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Nari carries repair_overreach into tomorrow's schedule; progress=0.34,a79060a466b79f34
59,10,Orchardline,Ori,"Ori day 10 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Ori carries routine_join into tomorrow's schedule; progress=0.41,d8d743358e7f8273
60,10,Rainline,Vonn,"Vonn day 10 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Vonn carries object_permission into tomorrow's schedule; progress=0.47,e1d2efe8c72304f0
61,11,Ledgerline,Nari,"Nari day 11 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Nari carries carry_water into tomorrow's schedule; progress=0.35,556702732bb33b96
62,11,Hearthline,Sova,"Sova day 11 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Sova carries request_pause into tomorrow's schedule; progress=0.33,75292b979e9063f8
63,11,Routeline,Keth,"Keth day 11 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Keth carries overreach_private into tomorrow's schedule; progress=0.32,4e53d6cc25c6b886
64,11,Marketline,Melo,"Melo day 11 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Melo carries repair_overreach into tomorrow's schedule; progress=0.32,75666958f6b471e3
65,11,Ledgerline,Nari,"Nari day 11 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Nari carries routine_join into tomorrow's schedule; progress=0.38,18aa29214a03d58f
66,11,Orchardline,Ori,"Ori day 11 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Ori carries object_permission into tomorrow's schedule; progress=0.43,dd16e051721d1790
67,12,Marketline,Melo,"Melo day 12 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Melo carries carry_water into tomorrow's schedule; progress=0.34,bc386f15c90ff9a0
68,12,Rainline,Vonn,"Vonn day 12 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Vonn carries request_pause into tomorrow's schedule; progress=0.46,322a69a56467837c
69,12,Hearthline,Sova,"Sova day 12 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Sova carries overreach_private into tomorrow's schedule; progress=0.31,d1f940822d830a4a
70,12,Routeline,Keth,"Keth day 12 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Keth carries repair_overreach into tomorrow's schedule; progress=0.34,8586b5cf14d74849
71,12,Marketline,Melo,"Melo day 12 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Melo carries routine_join into tomorrow's schedule; progress=0.37,ffc89fa477453cae
72,12,Ledgerline,Nari,"Nari day 12 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Nari carries object_permission into tomorrow's schedule; progress=0.40,6e3df42c55ce570c
73,13,Routeline,Keth,"Keth day 13 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Keth carries carry_water into tomorrow's schedule; progress=0.36,3c9c3afd5ffea35c
74,13,Orchardline,Ori,"Ori day 13 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Ori carries request_pause into tomorrow's schedule; progress=0.43,c92cf432c9108577
75,13,Rainline,Vonn,"Vonn day 13 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Vonn carries overreach_private into tomorrow's schedule; progress=0.44,5874350350edbd79
76,13,Hearthline,Sova,"Sova day 13 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Sova carries repair_overreach into tomorrow's schedule; progress=0.33,f127cb073f2ea666
77,13,Routeline,Keth,"Keth day 13 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Keth carries routine_join into tomorrow's schedule; progress=0.39,f99a6499cf0a2df2
78,13,Marketline,Melo,"Melo day 13 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Melo carries object_permission into tomorrow's schedule; progress=0.39,837cb4e1a823e75a
79,14,Hearthline,Sova,"Sova day 14 route: teach, repair, rest, public ledger",care route advances,task advances with avatar helper slot and rollback note,3,0.018,3,Sova carries carry_water into tomorrow's schedule; progress=0.35,18799bd89f14b3aa
80,14,Ledgerline,Nari,"Nari day 14 route: teach, repair, rest, public ledger",fatigue pause accepted,work resumes slower with less fatigue debt,12,-0.004,12,Nari carries request_pause into tomorrow's schedule; progress=0.40,be25540f1c09ae1a
81,14,Orchardline,Ori,"Ori day 14 route: teach, repair, rest, public ledger",boundary review interrupts routine,repair work pauses until public boundary is restored,18,-0.018,0,Ori carries overreach_private into tomorrow's schedule; progress=0.41,5307ea1fd6f4c762
82,14,Rainline,Vonn,"Vonn day 14 route: teach, repair, rest, public ledger",boundary repair reopens task access,public route resumes with witness present,4,0.022,6,Vonn carries repair_overreach into tomorrow's schedule; progress=0.47,946b7dd58bb6c32c
83,14,Hearthline,Sova,"Sova day 14 route: teach, repair, rest, public ledger",route work gains helper slot,task advances with avatar helper slot and rollback note,7,0.03,0,Sova carries routine_join into tomorrow's schedule; progress=0.38,6fb7ade9a5b40834
84,14,Routeline,Keth,"Keth day 14 route: teach, repair, rest, public ledger",watched tool use adds small progress,task advances with avatar helper slot and rollback note,7,0.018,0,Keth carries object_permission into tomorrow's schedule; progress=0.41,2da6951319b71a7e
