tick_id,day,settlement_id,room_before,room_after,avatar_x,avatar_y,movement_action,adjacency_valid,collision_guard,room_state_saved
54,5,riverbend,kit alcove,arrival court,0.04,0.598,wait_for_schedule,True,True,True
55,5,roofward,warm lane,warm lane,0.5,0.5,warm_up,True,True,True
56,5,archive,spool room,spool room,0.96,0.402,avoid_hazard,True,True,True
57,5,signal,arrival court,lantern walk,0.04,0.598,move_east,True,True,True
58,5,orchard,seed lane,market plank,0.5,0.5,pick_up_object,True,True,True
59,5,repair_ring,wire bench,wire bench,0.96,0.402,talk_resident,True,True,True
60,6,riverbend,arrival court,plank hall,0.04,0.549,inspect_object,True,True,True
61,6,roofward,warm lane,warm lane,0.5,0.5,place_object,True,True,True
62,6,archive,spool room,spool room,0.96,0.451,ask_dialect_memory,True,True,True
63,6,signal,lantern walk,lantern walk,0.04,0.549,rest,True,True,True
64,6,orchard,market plank,market plank,0.5,0.5,dry_off,True,True,True
65,6,repair_ring,wire bench,bell alcove,0.96,0.451,move_north,True,True,True
66,6,riverbend,plank hall,plank hall,0.04,0.5,rest,True,True,True
67,6,roofward,warm lane,warm lane,0.5,0.5,dry_off,True,True,True
68,6,archive,spool room,ink niche,0.96,0.5,move_north,True,True,True
69,6,signal,lantern walk,lantern walk,0.04,0.5,inspect_object,True,True,True
70,6,orchard,market plank,satchel shed,0.5,0.5,place_object,True,True,True
71,6,repair_ring,bell alcove,bell alcove,0.96,0.5,ask_dialect_memory,True,True,True
72,7,roofward,warm lane,ledger loft,0.445,0.5,place_object,True,True,True
73,7,archive,ink niche,ink niche,0.96,0.549,ask_dialect_memory,True,True,True
74,7,signal,lantern walk,lantern walk,0.095,0.451,rest,True,True,True
75,7,orchard,satchel shed,satchel shed,0.445,0.5,dry_off,True,True,True
76,7,repair_ring,bell alcove,arrival court,0.96,0.549,move_north,True,True,True
77,7,riverbend,plank hall,plank hall,0.095,0.451,rest,True,True,True
78,7,roofward,ledger loft,ledger loft,0.39,0.5,dry_off,True,True,True
79,7,archive,ink niche,stone stacks,0.96,0.598,move_north,True,True,True
80,7,signal,lantern walk,lantern walk,0.15,0.402,inspect_object,True,True,True
81,7,orchard,satchel shed,satchel shed,0.39,0.5,place_object,True,True,True
82,7,repair_ring,arrival court,wire bench,0.96,0.598,ask_dialect_memory,True,True,True
83,7,riverbend,plank hall,plank hall,0.15,0.402,inspect_object,True,True,True
84,8,roofward,ledger loft,arrival court,0.335,0.549,talk_resident,True,True,True
85,8,archive,stone stacks,ink niche,0.96,0.549,wait_for_schedule,True,True,True
86,8,signal,lantern walk,lantern walk,0.205,0.402,warm_up,True,True,True
87,8,orchard,satchel shed,satchel shed,0.335,0.549,avoid_hazard,True,True,True
88,8,repair_ring,wire bench,spark lane,0.96,0.549,move_east,True,True,True
89,8,riverbend,plank hall,plank hall,0.205,0.402,warm_up,True,True,True
90,8,roofward,arrival court,arrival court,0.28,0.598,avoid_hazard,True,True,True
91,8,archive,ink niche,stone stacks,0.96,0.5,move_east,True,True,True
92,8,signal,lantern walk,lantern walk,0.26,0.402,pick_up_object,True,True,True
93,8,orchard,satchel shed,satchel shed,0.28,0.598,talk_resident,True,True,True
94,8,repair_ring,spark lane,bell alcove,0.96,0.5,wait_for_schedule,True,True,True
95,8,riverbend,plank hall,plank hall,0.26,0.402,pick_up_object,True,True,True
96,9,roofward,arrival court,glass stair,0.225,0.549,ask_dialect_memory,True,True,True
97,9,archive,stone stacks,stone stacks,0.96,0.5,rest,True,True,True
98,9,signal,lantern walk,lantern walk,0.315,0.451,dry_off,True,True,True
99,9,orchard,satchel shed,seed lane,0.225,0.549,move_north,True,True,True
100,9,repair_ring,bell alcove,bell alcove,0.96,0.5,inspect_object,True,True,True
101,9,riverbend,plank hall,plank hall,0.315,0.451,dry_off,True,True,True
102,9,roofward,glass stair,warm lane,0.17,0.5,move_north,True,True,True
103,9,archive,stone stacks,stone stacks,0.96,0.5,inspect_object,True,True,True
104,9,signal,lantern walk,lantern walk,0.37,0.5,place_object,True,True,True
105,9,orchard,seed lane,seed lane,0.17,0.5,ask_dialect_memory,True,True,True
106,9,repair_ring,bell alcove,bell alcove,0.96,0.5,rest,True,True,True
107,9,riverbend,plank hall,plank hall,0.37,0.5,place_object,True,True,True
108,10,roofward,warm lane,ledger loft,0.115,0.5,wait_for_schedule,True,True,True
109,10,archive,stone stacks,stone stacks,0.96,0.549,warm_up,True,True,True
110,10,signal,lantern walk,lantern walk,0.425,0.451,avoid_hazard,True,True,True
111,10,orchard,seed lane,satchel shed,0.115,0.5,move_east,True,True,True
112,10,repair_ring,bell alcove,bell alcove,0.96,0.549,pick_up_object,True,True,True
113,10,riverbend,plank hall,dry ridge,0.425,0.451,avoid_hazard,True,True,True
114,10,roofward,ledger loft,arrival court,0.06,0.5,move_east,True,True,True
115,10,archive,stone stacks,stone stacks,0.96,0.598,pick_up_object,True,True,True
116,10,signal,lantern walk,lantern walk,0.48,0.402,talk_resident,True,True,True
117,10,orchard,satchel shed,seed lane,0.06,0.5,wait_for_schedule,True,True,True
118,10,repair_ring,bell alcove,bell alcove,0.96,0.598,warm_up,True,True,True
119,10,riverbend,dry ridge,dry ridge,0.48,0.402,talk_resident,True,True,True
120,11,roofward,arrival court,arrival court,0.04,0.549,rest,True,True,True
121,11,archive,stone stacks,stone stacks,0.96,0.549,dry_off,True,True,True
122,11,signal,lantern walk,lens room,0.535,0.402,move_north,True,True,True
123,11,orchard,seed lane,seed lane,0.04,0.549,inspect_object,True,True,True
124,11,repair_ring,bell alcove,bell alcove,0.96,0.549,place_object,True,True,True
125,11,riverbend,dry ridge,arrival court,0.535,0.402,move_north,True,True,True
126,11,roofward,arrival court,arrival court,0.04,0.598,inspect_object,True,True,True
127,11,archive,stone stacks,stone stacks,0.96,0.5,place_object,True,True,True
128,11,signal,lens room,lens room,0.59,0.402,ask_dialect_memory,True,True,True
129,11,orchard,seed lane,seed lane,0.04,0.598,rest,True,True,True
130,11,repair_ring,bell alcove,bell alcove,0.96,0.5,dry_off,True,True,True
131,11,riverbend,arrival court,arrival court,0.59,0.402,ask_dialect_memory,True,True,True
132,12,roofward,arrival court,arrival court,0.04,0.549,warm_up,True,True,True
133,12,archive,stone stacks,stone stacks,0.96,0.5,avoid_hazard,True,True,True
134,12,signal,lens room,arrival court,0.645,0.451,move_east,True,True,True
135,12,orchard,seed lane,seed lane,0.04,0.549,pick_up_object,True,True,True
136,12,repair_ring,bell alcove,bell alcove,0.96,0.5,talk_resident,True,True,True
137,12,riverbend,arrival court,dry ridge,0.645,0.451,move_east,True,True,True
138,12,roofward,arrival court,arrival court,0.04,0.5,pick_up_object,True,True,True
139,12,archive,stone stacks,stone stacks,0.96,0.5,talk_resident,True,True,True
140,12,signal,arrival court,mast base,0.7,0.5,wait_for_schedule,True,True,True
141,12,orchard,seed lane,seed lane,0.04,0.5,warm_up,True,True,True
142,12,repair_ring,bell alcove,arrival court,0.96,0.5,avoid_hazard,True,True,True
143,12,riverbend,dry ridge,arrival court,0.7,0.5,wait_for_schedule,True,True,True
144,13,roofward,arrival court,arrival court,0.04,0.5,dry_off,True,True,True
145,13,archive,stone stacks,ink niche,0.96,0.549,move_north,True,True,True
146,13,signal,mast base,mast base,0.755,0.451,inspect_object,True,True,True
147,13,orchard,seed lane,seed lane,0.04,0.5,place_object,True,True,True
148,13,repair_ring,arrival court,arrival court,0.96,0.549,ask_dialect_memory,True,True,True
149,13,riverbend,arrival court,plank hall,0.755,0.451,inspect_object,True,True,True
150,13,roofward,arrival court,arrival court,0.04,0.5,place_object,True,True,True
151,13,archive,ink niche,ink niche,0.96,0.598,ask_dialect_memory,True,True,True
152,13,signal,mast base,mast base,0.81,0.402,rest,True,True,True
153,13,orchard,seed lane,seed lane,0.04,0.5,dry_off,True,True,True
154,13,repair_ring,arrival court,wire bench,0.96,0.598,move_north,True,True,True
155,13,riverbend,plank hall,plank hall,0.81,0.402,rest,True,True,True
156,14,archive,ink niche,arrival court,0.905,0.647,move_north,True,True,True
157,14,signal,mast base,mast base,0.81,0.353,inspect_object,True,True,True
158,14,orchard,seed lane,seed lane,0.095,0.5,place_object,True,True,True
159,14,repair_ring,wire bench,wire bench,0.905,0.647,ask_dialect_memory,True,True,True
160,14,riverbend,plank hall,plank hall,0.81,0.353,inspect_object,True,True,True
161,14,roofward,arrival court,glass stair,0.095,0.5,place_object,True,True,True
162,14,archive,arrival court,arrival court,0.85,0.696,ask_dialect_memory,True,True,True
163,14,signal,mast base,mast base,0.81,0.304,rest,True,True,True
164,14,orchard,seed lane,seed lane,0.15,0.5,dry_off,True,True,True
165,14,repair_ring,wire bench,bell alcove,0.85,0.696,move_north,True,True,True
166,14,riverbend,plank hall,plank hall,0.81,0.304,rest,True,True,True
167,14,roofward,glass stair,glass stair,0.15,0.5,dry_off,True,True,True
168,15,archive,arrival court,stone stacks,0.795,0.647,move_east,True,True,True
169,15,signal,mast base,mast base,0.81,0.304,pick_up_object,True,True,True
170,15,orchard,seed lane,seed lane,0.205,0.549,talk_resident,True,True,True
171,15,repair_ring,bell alcove,wire bench,0.795,0.647,wait_for_schedule,True,True,True
172,15,riverbend,plank hall,plank hall,0.81,0.304,pick_up_object,True,True,True
173,15,roofward,glass stair,warm lane,0.205,0.549,talk_resident,True,True,True
174,15,archive,stone stacks,spool room,0.74,0.598,wait_for_schedule,True,True,True
175,15,signal,mast base,mast base,0.81,0.304,warm_up,True,True,True
176,15,orchard,seed lane,seed lane,0.26,0.598,avoid_hazard,True,True,True
177,15,repair_ring,wire bench,bell alcove,0.74,0.598,move_east,True,True,True
178,15,riverbend,plank hall,plank hall,0.81,0.304,warm_up,True,True,True
179,15,roofward,warm lane,warm lane,0.26,0.598,avoid_hazard,True,True,True
180,16,archive,spool room,ink niche,0.685,0.598,inspect_object,True,True,True
181,16,signal,mast base,mast base,0.81,0.353,place_object,True,True,True
182,16,orchard,seed lane,seed lane,0.315,0.549,ask_dialect_memory,True,True,True
183,16,repair_ring,bell alcove,bell alcove,0.685,0.598,rest,True,True,True
184,16,riverbend,plank hall,plank hall,0.81,0.353,place_object,True,True,True
185,16,roofward,warm lane,ledger loft,0.315,0.549,ask_dialect_memory,True,True,True
186,16,archive,ink niche,ink niche,0.63,0.598,rest,True,True,True
187,16,signal,mast base,mast base,0.81,0.402,dry_off,True,True,True
188,16,orchard,seed lane,market plank,0.37,0.5,move_north,True,True,True
189,16,repair_ring,bell alcove,bell alcove,0.63,0.598,inspect_object,True,True,True
190,16,riverbend,plank hall,plank hall,0.81,0.402,dry_off,True,True,True
191,16,roofward,ledger loft,glass stair,0.37,0.5,move_north,True,True,True
192,17,archive,ink niche,arrival court,0.575,0.647,pick_up_object,True,True,True
193,17,signal,mast base,mast base,0.81,0.353,talk_resident,True,True,True
194,17,orchard,market plank,satchel shed,0.425,0.5,wait_for_schedule,True,True,True
195,17,repair_ring,bell alcove,bell alcove,0.575,0.647,warm_up,True,True,True
196,17,riverbend,plank hall,plank hall,0.81,0.353,talk_resident,True,True,True
197,17,roofward,glass stair,ledger loft,0.425,0.5,wait_for_schedule,True,True,True
198,17,archive,arrival court,arrival court,0.52,0.696,warm_up,True,True,True
199,17,signal,mast base,mast base,0.81,0.304,avoid_hazard,True,True,True
200,17,orchard,satchel shed,arrival court,0.48,0.5,move_east,True,True,True
201,17,repair_ring,bell alcove,bell alcove,0.52,0.696,pick_up_object,True,True,True
202,17,riverbend,plank hall,dry ridge,0.81,0.304,avoid_hazard,True,True,True
203,17,roofward,ledger loft,glass stair,0.48,0.5,move_east,True,True,True
204,18,archive,arrival court,stone stacks,0.465,0.647,place_object,True,True,True
205,18,signal,mast base,mast base,0.81,0.304,ask_dialect_memory,True,True,True
206,18,orchard,arrival court,arrival court,0.535,0.549,rest,True,True,True
207,18,repair_ring,bell alcove,bell alcove,0.465,0.647,dry_off,True,True,True
208,18,riverbend,dry ridge,dry ridge,0.81,0.304,ask_dialect_memory,True,True,True
209,18,roofward,glass stair,glass stair,0.535,0.549,rest,True,True,True
210,18,archive,stone stacks,stone stacks,0.41,0.598,dry_off,True,True,True
211,18,signal,mast base,lens room,0.81,0.304,move_north,True,True,True
212,18,orchard,arrival court,arrival court,0.59,0.598,inspect_object,True,True,True
213,18,repair_ring,bell alcove,bell alcove,0.41,0.598,place_object,True,True,True
214,18,riverbend,dry ridge,kit alcove,0.81,0.304,move_north,True,True,True
215,18,roofward,glass stair,glass stair,0.59,0.598,inspect_object,True,True,True
216,19,archive,stone stacks,spool room,0.355,0.598,talk_resident,True,True,True
217,19,signal,lens room,mast base,0.81,0.353,wait_for_schedule,True,True,True
218,19,orchard,arrival court,arrival court,0.645,0.549,warm_up,True,True,True
219,19,repair_ring,bell alcove,bell alcove,0.355,0.598,avoid_hazard,True,True,True
220,19,riverbend,kit alcove,arrival court,0.81,0.353,wait_for_schedule,True,True,True
221,19,roofward,glass stair,glass stair,0.645,0.549,warm_up,True,True,True
222,19,archive,spool room,spool room,0.3,0.598,avoid_hazard,True,True,True
223,19,signal,mast base,lens room,0.81,0.402,move_east,True,True,True
224,19,orchard,arrival court,arrival court,0.7,0.5,pick_up_object,True,True,True
225,19,repair_ring,bell alcove,bell alcove,0.3,0.598,talk_resident,True,True,True
226,19,riverbend,arrival court,plank hall,0.81,0.402,move_east,True,True,True
227,19,roofward,glass stair,glass stair,0.7,0.5,pick_up_object,True,True,True
228,20,archive,spool room,ink niche,0.245,0.647,ask_dialect_memory,True,True,True
229,20,signal,lens room,lens room,0.81,0.353,rest,True,True,True
230,20,orchard,arrival court,arrival court,0.755,0.5,dry_off,True,True,True
231,20,repair_ring,bell alcove,wire bench,0.245,0.647,move_north,True,True,True
232,20,riverbend,plank hall,plank hall,0.81,0.353,rest,True,True,True
233,20,roofward,glass stair,glass stair,0.755,0.5,dry_off,True,True,True
234,20,archive,ink niche,arrival court,0.19,0.696,move_north,True,True,True
235,20,signal,lens room,lens room,0.81,0.304,inspect_object,True,True,True
236,20,orchard,arrival court,arrival court,0.81,0.5,place_object,True,True,True
237,20,repair_ring,wire bench,wire bench,0.19,0.696,ask_dialect_memory,True,True,True
238,20,riverbend,plank hall,dry ridge,0.81,0.304,inspect_object,True,True,True
239,20,roofward,glass stair,glass stair,0.81,0.5,place_object,True,True,True
240,21,signal,lens room,lens room,0.755,0.255,rest,True,True,True
241,21,orchard,arrival court,arrival court,0.81,0.5,dry_off,True,True,True
242,21,repair_ring,wire bench,spark lane,0.245,0.745,move_north,True,True,True
243,21,riverbend,dry ridge,dry ridge,0.755,0.255,rest,True,True,True
244,21,roofward,glass stair,glass stair,0.81,0.5,dry_off,True,True,True
245,21,archive,arrival court,spool room,0.245,0.745,move_north,True,True,True
246,21,signal,lens room,lens room,0.7,0.206,inspect_object,True,True,True
247,21,orchard,arrival court,arrival court,0.81,0.5,place_object,True,True,True
248,21,repair_ring,spark lane,spark lane,0.3,0.794,ask_dialect_memory,True,True,True
249,21,riverbend,dry ridge,dry ridge,0.7,0.206,inspect_object,True,True,True
250,21,roofward,glass stair,warm lane,0.81,0.5,place_object,True,True,True
251,21,archive,spool room,spool room,0.3,0.794,ask_dialect_memory,True,True,True
252,22,signal,lens room,lens room,0.645,0.206,warm_up,True,True,True
253,22,orchard,arrival court,arrival court,0.81,0.549,avoid_hazard,True,True,True
254,22,repair_ring,spark lane,bell alcove,0.355,0.745,move_east,True,True,True
255,22,riverbend,dry ridge,dry ridge,0.645,0.206,warm_up,True,True,True
256,22,roofward,warm lane,warm lane,0.81,0.549,avoid_hazard,True,True,True
257,22,archive,spool room,arrival court,0.355,0.745,move_east,True,True,True
258,22,signal,lens room,lens room,0.59,0.206,pick_up_object,True,True,True
259,22,orchard,arrival court,arrival court,0.81,0.598,talk_resident,True,True,True
260,22,repair_ring,bell alcove,arrival court,0.41,0.696,wait_for_schedule,True,True,True
261,22,riverbend,dry ridge,dry ridge,0.59,0.206,pick_up_object,True,True,True
262,22,roofward,warm lane,ledger loft,0.81,0.598,talk_resident,True,True,True
263,22,archive,arrival court,spool room,0.41,0.696,wait_for_schedule,True,True,True
264,23,signal,lens room,lens room,0.535,0.255,dry_off,True,True,True
265,23,orchard,arrival court,market plank,0.81,0.549,move_north,True,True,True
266,23,repair_ring,arrival court,arrival court,0.465,0.696,inspect_object,True,True,True
267,23,riverbend,dry ridge,dry ridge,0.535,0.255,dry_off,True,True,True
268,23,roofward,ledger loft,arrival court,0.81,0.549,move_north,True,True,True
269,23,archive,spool room,ink niche,0.465,0.696,inspect_object,True,True,True
270,23,signal,lens room,lens room,0.48,0.304,place_object,True,True,True
271,23,orchard,market plank,market plank,0.81,0.5,ask_dialect_memory,True,True,True
272,23,repair_ring,arrival court,arrival court,0.52,0.696,rest,True,True,True
273,23,riverbend,dry ridge,dry ridge,0.48,0.304,place_object,True,True,True
274,23,roofward,arrival court,glass stair,0.81,0.5,ask_dialect_memory,True,True,True
275,23,archive,ink niche,ink niche,0.52,0.696,rest,True,True,True
276,24,signal,lens room,arrival court,0.425,0.255,avoid_hazard,True,True,True
277,24,orchard,market plank,arrival court,0.81,0.5,move_east,True,True,True
278,24,repair_ring,arrival court,arrival court,0.575,0.745,pick_up_object,True,True,True
279,24,riverbend,dry ridge,dry ridge,0.425,0.255,avoid_hazard,True,True,True
280,24,roofward,glass stair,warm lane,0.81,0.5,move_east,True,True,True
281,24,archive,ink niche,arrival court,0.575,0.745,pick_up_object,True,True,True
282,24,signal,arrival court,arrival court,0.37,0.206,talk_resident,True,True,True
283,24,orchard,arrival court,market plank,0.81,0.5,wait_for_schedule,True,True,True
284,24,repair_ring,arrival court,arrival court,0.63,0.794,warm_up,True,True,True
285,24,riverbend,dry ridge,dry ridge,0.37,0.206,talk_resident,True,True,True
286,24,roofward,warm lane,ledger loft,0.81,0.5,wait_for_schedule,True,True,True
287,24,archive,arrival court,arrival court,0.63,0.794,warm_up,True,True,True
288,25,signal,arrival court,mast base,0.315,0.206,move_north,True,True,True
289,25,orchard,market plank,market plank,0.81,0.549,inspect_object,True,True,True
290,25,repair_ring,arrival court,arrival court,0.685,0.745,place_object,True,True,True
291,25,riverbend,dry ridge,arrival court,0.315,0.206,move_north,True,True,True
292,25,roofward,ledger loft,ledger loft,0.81,0.549,inspect_object,True,True,True
293,25,archive,arrival court,stone stacks,0.685,0.745,place_object,True,True,True
294,25,signal,mast base,mast base,0.26,0.206,ask_dialect_memory,True,True,True
295,25,orchard,market plank,market plank,0.81,0.598,rest,True,True,True
296,25,repair_ring,arrival court,arrival court,0.74,0.696,dry_off,True,True,True
297,25,riverbend,arrival court,arrival court,0.26,0.206,ask_dialect_memory,True,True,True
298,25,roofward,ledger loft,ledger loft,0.81,0.598,rest,True,True,True
299,25,archive,stone stacks,stone stacks,0.74,0.696,dry_off,True,True,True
300,26,signal,mast base,lantern walk,0.205,0.255,move_east,True,True,True
301,26,orchard,market plank,market plank,0.81,0.549,pick_up_object,True,True,True
302,26,repair_ring,arrival court,arrival court,0.795,0.696,talk_resident,True,True,True
303,26,riverbend,arrival court,dry ridge,0.205,0.255,move_east,True,True,True
304,26,roofward,ledger loft,ledger loft,0.81,0.549,pick_up_object,True,True,True
305,26,archive,stone stacks,spool room,0.795,0.696,talk_resident,True,True,True
306,26,signal,lantern walk,lens room,0.15,0.304,wait_for_schedule,True,True,True
307,26,orchard,market plank,market plank,0.81,0.5,warm_up,True,True,True
308,26,repair_ring,arrival court,arrival court,0.85,0.696,avoid_hazard,True,True,True
309,26,riverbend,dry ridge,arrival court,0.15,0.304,wait_for_schedule,True,True,True
310,26,roofward,ledger loft,ledger loft,0.81,0.5,warm_up,True,True,True
311,26,archive,spool room,spool room,0.85,0.696,avoid_hazard,True,True,True
312,27,signal,lens room,arrival court,0.095,0.255,inspect_object,True,True,True
313,27,orchard,market plank,market plank,0.81,0.5,place_object,True,True,True
314,27,repair_ring,arrival court,arrival court,0.905,0.745,ask_dialect_memory,True,True,True
315,27,riverbend,arrival court,arrival court,0.095,0.255,inspect_object,True,True,True
316,27,roofward,ledger loft,ledger loft,0.81,0.5,place_object,True,True,True
317,27,archive,spool room,ink niche,0.905,0.745,ask_dialect_memory,True,True,True
318,27,signal,arrival court,arrival court,0.04,0.206,rest,True,True,True
319,27,orchard,market plank,market plank,0.81,0.5,dry_off,True,True,True
320,27,repair_ring,arrival court,wire bench,0.96,0.794,move_north,True,True,True
321,27,riverbend,arrival court,arrival court,0.04,0.206,rest,True,True,True
322,27,roofward,ledger loft,ledger loft,0.81,0.5,dry_off,True,True,True
323,27,archive,ink niche,stone stacks,0.96,0.794,move_north,True,True,True
324,28,orchard,market plank,satchel shed,0.755,0.5,place_object,True,True,True
325,28,repair_ring,wire bench,wire bench,0.96,0.843,ask_dialect_memory,True,True,True
326,28,riverbend,arrival court,arrival court,0.095,0.157,inspect_object,True,True,True
327,28,roofward,ledger loft,ledger loft,0.755,0.5,place_object,True,True,True
328,28,archive,stone stacks,stone stacks,0.96,0.843,ask_dialect_memory,True,True,True
329,28,signal,arrival court,arrival court,0.095,0.157,rest,True,True,True
330,28,orchard,satchel shed,satchel shed,0.7,0.5,dry_off,True,True,True
331,28,repair_ring,wire bench,bell alcove,0.96,0.892,move_north,True,True,True
332,28,riverbend,arrival court,arrival court,0.15,0.108,rest,True,True,True
333,28,roofward,ledger loft,ledger loft,0.7,0.5,dry_off,True,True,True
334,28,archive,stone stacks,spool room,0.96,0.892,move_north,True,True,True
335,28,signal,arrival court,arrival court,0.15,0.108,inspect_object,True,True,True
336,29,orchard,satchel shed,arrival court,0.645,0.549,talk_resident,True,True,True
337,29,repair_ring,bell alcove,wire bench,0.96,0.843,wait_for_schedule,True,True,True
338,29,riverbend,arrival court,arrival court,0.205,0.108,pick_up_object,True,True,True
339,29,roofward,ledger loft,ledger loft,0.645,0.549,talk_resident,True,True,True
340,29,archive,spool room,ink niche,0.96,0.843,wait_for_schedule,True,True,True
341,29,signal,arrival court,arrival court,0.205,0.108,warm_up,True,True,True
342,29,orchard,arrival court,arrival court,0.59,0.598,avoid_hazard,True,True,True
343,29,repair_ring,wire bench,bell alcove,0.96,0.794,move_east,True,True,True
344,29,riverbend,arrival court,arrival court,0.26,0.108,warm_up,True,True,True
345,29,roofward,ledger loft,ledger loft,0.59,0.598,avoid_hazard,True,True,True
346,29,archive,ink niche,arrival court,0.96,0.794,move_east,True,True,True
347,29,signal,arrival court,arrival court,0.26,0.108,pick_up_object,True,True,True
348,30,orchard,arrival court,seed lane,0.535,0.549,ask_dialect_memory,True,True,True
349,30,repair_ring,bell alcove,bell alcove,0.96,0.794,rest,True,True,True
350,30,riverbend,arrival court,arrival court,0.315,0.157,place_object,True,True,True
351,30,roofward,ledger loft,ledger loft,0.535,0.549,ask_dialect_memory,True,True,True
352,30,archive,arrival court,arrival court,0.96,0.794,rest,True,True,True
353,30,signal,arrival court,arrival court,0.315,0.157,dry_off,True,True,True
354,30,orchard,seed lane,market plank,0.48,0.5,move_north,True,True,True
355,30,repair_ring,bell alcove,bell alcove,0.96,0.794,inspect_object,True,True,True
356,30,riverbend,arrival court,arrival court,0.37,0.206,dry_off,True,True,True
357,30,roofward,ledger loft,glass stair,0.48,0.5,move_north,True,True,True
358,30,archive,arrival court,stone stacks,0.96,0.794,inspect_object,True,True,True
359,30,signal,arrival court,arrival court,0.37,0.206,place_object,True,True,True
360,31,orchard,market plank,satchel shed,0.425,0.5,wait_for_schedule,True,True,True
361,31,repair_ring,bell alcove,bell alcove,0.96,0.843,warm_up,True,True,True
