tick_id,day,project_id,replay_event,state_hash,includes_delegation,includes_debt,includes_workshop,includes_conflict,includes_routine_mutation,replay_exportable
19,1,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-347944,True,False,True,False,False,True
20,2,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-335928,True,False,True,False,False,True
21,2,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-437834,True,False,True,False,False,True
22,2,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-373096,True,False,True,False,False,True
23,2,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-322754,True,False,True,False,False,True
24,2,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-347232,True,False,True,False,False,True
25,2,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-438574,True,False,True,False,False,True
26,2,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-373224,True,False,True,False,False,True
27,2,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-322811,True,False,True,False,False,True
28,2,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-347908,True,False,True,False,False,True
29,2,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-437935,True,False,True,False,False,True
30,2,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-373063,True,False,True,False,False,True
31,2,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-323192,True,False,True,False,False,True
32,2,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-347060,True,False,True,False,False,True
33,2,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-438386,True,False,True,False,False,True
34,2,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-373191,True,False,True,False,False,True
35,2,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-322645,True,False,True,False,False,True
36,2,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-347736,True,False,True,False,False,True
37,2,flood_bridge_market_route,flood_bridge_market_route:survey_piers:blocked: delegate asks for clearer terms,v26-438514,True,False,True,False,False,True
38,2,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-373319,True,False,True,False,False,True
39,2,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-317635,True,False,True,False,False,True
40,3,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: dependency not ready,v26-364875,True,False,True,False,False,True
41,3,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-393721,True,False,True,False,False,True
42,3,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-346553,True,False,True,False,False,True
43,3,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-321342,True,False,True,False,False,True
44,3,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: dependency not ready,v26-365003,True,False,True,False,False,True
45,3,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-393849,True,False,True,False,False,True
46,3,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-346681,True,False,True,False,False,True
47,3,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-321470,True,False,True,False,False,True
48,3,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: dependency not ready,v26-365131,True,False,True,False,False,True
49,3,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-393977,True,False,True,False,False,True
50,3,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-346520,True,False,True,False,False,True
51,3,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-321309,True,False,True,False,False,True
52,3,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: dependency not ready,v26-364970,True,False,True,False,False,True
53,3,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-393816,True,False,True,False,False,True
54,3,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-346648,True,False,True,False,False,True
55,3,dusk_signal_court,dusk_signal_court:string_wire:blocked: delegate asks for clearer terms,v26-321437,True,False,True,False,False,True
56,3,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: dependency not ready,v26-365098,True,False,True,False,False,True
57,3,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-393944,True,False,True,False,False,True
58,3,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-346776,True,False,True,False,False,True
59,3,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-321565,True,False,True,False,False,True
60,4,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-353071,True,True,True,False,False,True
61,4,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399249,True,True,True,True,False,True
62,4,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-362866,True,True,True,True,False,True
63,4,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-326943,True,False,True,False,False,True
64,4,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-365246,True,True,True,True,False,True
65,4,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-393585,True,False,True,False,False,True
66,4,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-363325,True,True,True,True,False,True
67,4,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332471,True,True,True,True,False,True
68,4,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-365889,True,True,True,True,False,True
69,4,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399167,True,True,True,True,False,True
70,4,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-357622,True,False,True,False,False,True
71,4,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332463,True,True,True,True,False,True
72,4,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-364884,True,True,True,False,False,True
73,4,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399677,True,True,True,True,False,True
74,4,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-362888,True,True,True,True,False,True
75,4,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-327038,True,False,True,False,False,True
76,4,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: material priority lost,v26-365667,True,True,True,True,False,True
77,4,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-393680,True,False,True,False,False,True
78,4,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-364382,True,True,True,True,False,True
79,4,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332640,True,True,True,True,False,True
80,5,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399279,True,True,True,True,False,True
81,5,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-362686,True,True,True,True,False,True
82,5,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-326973,True,False,True,False,False,True
83,5,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-365069,True,True,True,True,False,True
84,5,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399407,True,True,True,False,False,True
85,5,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-363218,True,True,True,True,False,True
86,5,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332501,True,True,True,True,False,True
87,5,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-365197,True,True,True,True,False,True
88,5,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399197,True,True,True,True,False,True
89,5,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-357444,True,True,True,False,False,True
90,5,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332493,True,True,True,True,False,True
91,5,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-365376,True,True,True,False,False,True
92,5,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399707,True,True,True,True,False,True
93,5,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-363831,True,True,True,True,False,True
94,5,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-327068,True,False,True,False,False,True
95,5,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-365161,True,True,True,True,False,True
96,5,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-399669,True,True,True,False,False,True
97,5,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-358583,True,True,True,True,False,True
98,5,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-332670,True,True,True,True,False,True
99,5,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-365452,True,True,True,True,False,True
100,6,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405223,True,True,True,True,False,True
101,6,archive_public_kiosk,archive_public_kiosk:build_frame:blocked: dependency not ready,v26-341168,True,False,True,False,False,True
102,6,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-355067,True,False,True,False,False,True
103,6,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:blocked: dependency not ready,v26-352993,True,False,True,False,False,True
104,6,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405355,True,True,True,False,False,True
105,6,archive_public_kiosk,archive_public_kiosk:build_frame:blocked: dependency not ready,v26-346812,True,True,True,True,False,True
106,6,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-355199,True,False,True,False,False,True
107,6,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:blocked: dependency not ready,v26-358453,True,True,True,True,False,True
108,6,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405487,True,True,True,False,False,True
109,6,archive_public_kiosk,archive_public_kiosk:build_frame:blocked: dependency not ready,v26-341432,True,False,True,False,False,True
110,6,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-360361,True,True,True,True,False,True
111,6,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:blocked: delegate asks for clearer terms,v26-352959,True,False,True,False,False,True
112,6,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405321,True,True,True,True,False,True
113,6,archive_public_kiosk,archive_public_kiosk:build_frame:blocked: dependency not ready,v26-341266,True,False,True,False,False,True
114,6,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-355165,True,False,True,False,False,True
115,6,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:blocked: dependency not ready,v26-353091,True,False,True,False,False,True
116,6,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405453,True,True,True,False,False,True
117,6,archive_public_kiosk,archive_public_kiosk:build_frame:blocked: dependency not ready,v26-346910,True,True,True,True,False,True
118,6,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-355297,True,False,True,False,False,True
119,6,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:blocked: dependency not ready,v26-358551,True,True,True,True,False,True
120,7,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-445753,True,True,True,True,False,True
121,7,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-380709,True,False,True,False,False,True
122,7,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-346082,True,True,True,True,False,True
123,7,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-348860,True,False,True,False,False,True
124,7,flood_bridge_market_route,flood_bridge_market_route:survey_piers:blocked: material priority lost,v26-446152,True,True,True,True,False,True
125,7,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-386079,True,True,True,True,False,True
126,7,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-341054,True,False,True,False,False,True
127,7,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-360558,True,True,True,True,False,True
128,7,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-452832,True,True,True,False,False,True
129,7,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-386625,True,True,True,True,False,True
130,7,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-347106,True,True,True,True,False,True
131,7,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-360487,True,True,True,True,False,True
132,7,flood_bridge_market_route,flood_bridge_market_route:survey_piers:blocked: material priority lost,v26-452304,True,True,True,True,False,True
133,7,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-380807,True,False,True,False,False,True
134,7,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-346394,True,True,True,True,False,True
135,7,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-354834,True,False,True,False,False,True
136,7,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-452362,True,True,True,True,False,True
137,7,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: dependency not ready,v26-386177,True,True,True,True,False,True
138,7,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-341508,True,False,True,False,False,True
139,7,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-372201,True,True,True,True,False,True
140,8,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-401563,True,False,True,False,False,True
141,8,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-353868,True,False,True,False,False,True
142,8,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-333553,True,True,True,True,False,True
143,8,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-384152,True,False,True,False,False,True
144,8,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-407033,True,True,True,True,False,True
145,8,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-354000,True,False,True,False,False,True
146,8,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-328516,True,False,True,False,False,True
147,8,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-384636,True,False,True,False,False,True
148,8,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-401827,True,False,True,False,False,True
149,8,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-359700,True,True,True,True,False,True
150,8,dusk_signal_court,dusk_signal_court:string_wire:blocked: delegate asks for clearer terms,v26-328350,True,False,True,False,False,True
151,8,greenhouse_heat_loop,greenhouse_heat_loop:index_care:material conflict: greenhouse_heat_loop priority,v26-390362,True,True,True,True,False,True
152,8,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-401661,True,False,True,False,False,True
153,8,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-353966,True,False,True,False,False,True
154,8,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-333651,True,True,True,True,False,True
155,8,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-384675,True,False,True,False,False,True
156,8,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: dependency not ready,v26-407131,True,True,True,True,False,True
157,8,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-354098,True,False,True,False,False,True
158,8,dusk_signal_court,dusk_signal_court:string_wire:blocked: dependency not ready,v26-333783,True,True,True,False,False,True
159,8,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-378859,True,False,True,False,False,True
160,9,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407314,True,True,True,False,False,True
161,9,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-371129,True,True,True,True,False,True
162,9,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339484,True,True,True,True,False,True
163,9,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-367003,True,True,True,True,False,True
164,9,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407022,True,True,True,True,False,True
165,9,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-370610,True,True,True,False,False,True
166,9,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339771,True,True,True,True,False,True
167,9,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-366991,True,True,True,False,False,True
168,9,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407067,True,True,True,True,False,True
169,9,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: material priority lost,v26-370905,True,True,True,True,False,True
170,9,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339455,True,True,True,False,False,True
171,9,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-367480,True,True,True,True,False,True
172,9,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401479,True,True,True,False,False,True
173,9,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-371562,True,True,True,True,False,True
174,9,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339737,True,True,True,True,False,True
175,9,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-373502,True,True,True,True,False,True
176,9,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407457,True,True,True,True,False,True
177,9,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-365248,True,True,True,False,False,True
178,9,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339874,True,True,True,True,False,True
179,9,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-373110,True,True,True,False,False,True
180,10,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-365370,True,True,True,True,False,True
181,10,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339515,True,True,True,True,False,True
182,10,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-373437,True,True,True,True,False,True
183,10,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407303,True,True,True,True,False,True
184,10,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-371222,True,True,True,False,False,True
185,10,dusk_signal_court,dusk_signal_court:signal_code:blocked: delegate asks for clearer terms,v26-339802,True,True,True,True,False,True
186,10,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-368424,True,True,True,False,False,True
187,10,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-408114,True,True,True,True,False,True
188,10,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-382822,True,True,True,True,False,True
189,10,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-334405,True,True,True,False,False,True
190,10,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-372751,True,True,True,True,False,True
191,10,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401510,True,True,True,False,False,True
192,10,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-383580,True,True,True,True,False,True
193,10,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-334855,True,True,True,True,False,True
194,10,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-373396,True,True,True,True,False,True
195,10,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407738,True,True,True,True,False,True
196,10,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-382719,True,True,True,False,False,True
197,10,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339280,True,True,True,True,False,True
198,10,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-373243,True,True,True,False,False,True
199,10,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401856,True,True,True,True,False,True
200,11,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-368965,True,True,True,True,False,True
201,11,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-360710,True,True,True,False,False,True
202,11,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:material conflict: greenhouse_heat_loop priority,v26-370120,True,True,True,True,False,True
203,11,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405353,True,True,True,False,False,True
204,11,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369237,True,True,True,False,False,True
205,11,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-360604,True,True,True,True,False,True
206,11,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-370388,True,True,True,False,False,True
207,11,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405485,True,True,True,True,False,True
208,11,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-368869,True,True,True,False,False,True
209,11,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-360974,True,True,True,False,False,True
210,11,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-369736,True,True,True,False,False,True
211,11,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405319,True,True,True,False,False,True
212,11,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-368908,True,True,True,True,False,True
213,11,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-360808,True,True,True,False,False,True
214,11,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:material conflict: greenhouse_heat_loop priority,v26-381795,True,True,True,True,False,True
215,11,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405451,True,True,True,False,False,True
216,11,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369265,True,True,True,False,False,True
217,11,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: dependency not ready,v26-361339,True,True,True,True,False,True
218,11,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-381644,True,True,True,False,False,True
219,11,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405752,True,True,True,True,False,True
220,12,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: workshop over capacity,v26-385945,True,True,True,True,False,True
221,12,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-341204,True,False,True,False,False,True
222,12,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-371889,True,True,True,True,False,True
223,12,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-452179,True,True,True,False,False,True
224,12,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-409856,True,True,True,True,False,True
225,12,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-346755,True,True,True,True,False,True
226,12,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-372742,True,True,True,True,False,True
227,12,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465659,True,True,True,True,False,True
228,12,archive_public_kiosk,archive_public_kiosk:weather_copy:delegated progress,v26-410658,True,True,True,False,False,True
