generation,year,gate_id,avatar_locked,entry_allowed,required_years,required_generations,matured_language_count,matured_technology_count,matured_ritual_count,settlement_memory_count,gate_reason
16,480,avatar-entry-gate,True,False,2400,80,94,92,94,94,avatar entry locked during pre-avatar culture formation
16,480,avatar-entry-gate,True,False,2400,80,95,93,95,95,avatar entry locked during pre-avatar culture formation
16,480,avatar-entry-gate,True,False,2400,80,96,94,96,96,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,97,95,97,97,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,98,96,98,98,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,99,97,99,99,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,100,98,100,100,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,101,99,101,101,avatar entry locked during pre-avatar culture formation
17,510,avatar-entry-gate,True,False,2400,80,102,100,102,102,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,103,101,103,103,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,104,102,104,104,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,105,103,105,105,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,106,104,106,106,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,107,105,107,107,avatar entry locked during pre-avatar culture formation
18,540,avatar-entry-gate,True,False,2400,80,108,106,108,108,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,109,107,109,109,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,110,108,110,110,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,111,109,111,111,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,112,110,112,112,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,113,111,113,113,avatar entry locked during pre-avatar culture formation
19,570,avatar-entry-gate,True,False,2400,80,114,112,114,114,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,115,113,115,115,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,116,114,116,116,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,117,115,117,117,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,118,116,118,118,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,119,116,119,119,avatar entry locked during pre-avatar culture formation
20,600,avatar-entry-gate,True,False,2400,80,120,117,120,120,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,121,118,121,121,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,122,119,122,122,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,123,120,123,123,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,124,121,124,124,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,125,122,125,125,avatar entry locked during pre-avatar culture formation
21,630,avatar-entry-gate,True,False,2400,80,126,123,126,126,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,127,124,127,127,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,128,125,128,128,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,129,126,129,129,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,130,127,130,130,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,131,128,131,131,avatar entry locked during pre-avatar culture formation
22,660,avatar-entry-gate,True,False,2400,80,132,129,132,132,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,133,130,133,133,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,134,131,134,134,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,135,132,135,135,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,136,133,136,136,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,137,134,137,137,avatar entry locked during pre-avatar culture formation
23,690,avatar-entry-gate,True,False,2400,80,138,135,138,138,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,139,135,139,139,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,140,136,140,140,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,141,137,141,141,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,142,138,142,142,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,143,139,143,143,avatar entry locked during pre-avatar culture formation
24,720,avatar-entry-gate,True,False,2400,80,144,140,144,144,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,145,141,145,145,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,146,142,146,146,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,147,143,147,147,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,148,144,148,148,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,149,145,149,149,avatar entry locked during pre-avatar culture formation
25,750,avatar-entry-gate,True,False,2400,80,150,146,150,150,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,151,147,151,151,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,152,148,152,152,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,153,149,153,153,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,154,150,154,154,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,155,151,155,155,avatar entry locked during pre-avatar culture formation
26,780,avatar-entry-gate,True,False,2400,80,156,152,156,156,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,157,153,157,157,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,158,154,158,158,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,159,155,159,159,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,160,156,160,160,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,161,157,161,161,avatar entry locked during pre-avatar culture formation
27,810,avatar-entry-gate,True,False,2400,80,162,158,162,162,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,163,159,163,163,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,164,160,164,164,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,165,161,165,165,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,166,162,166,166,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,167,163,167,167,avatar entry locked during pre-avatar culture formation
28,840,avatar-entry-gate,True,False,2400,80,168,163,168,168,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,169,164,169,169,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,170,165,170,170,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,171,166,171,171,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,172,167,172,172,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,173,168,173,173,avatar entry locked during pre-avatar culture formation
29,870,avatar-entry-gate,True,False,2400,80,174,169,174,174,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,175,170,175,175,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,176,171,176,176,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,177,172,177,177,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,178,173,178,178,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,179,174,179,179,avatar entry locked during pre-avatar culture formation
30,900,avatar-entry-gate,True,False,2400,80,180,175,180,180,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,181,176,181,181,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,182,177,182,182,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,183,178,183,183,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,184,179,184,184,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,185,180,185,185,avatar entry locked during pre-avatar culture formation
31,930,avatar-entry-gate,True,False,2400,80,186,181,186,186,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,187,182,187,187,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,188,182,188,188,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,189,183,189,189,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,190,184,190,190,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,191,185,191,191,avatar entry locked during pre-avatar culture formation
32,960,avatar-entry-gate,True,False,2400,80,192,186,192,192,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,193,187,193,193,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,194,188,194,194,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,195,189,195,195,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,196,190,196,196,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,197,191,197,197,avatar entry locked during pre-avatar culture formation
33,990,avatar-entry-gate,True,False,2400,80,198,192,198,198,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,199,193,199,199,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,200,194,200,200,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,201,195,201,201,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,202,196,202,202,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,203,197,203,203,avatar entry locked during pre-avatar culture formation
34,1020,avatar-entry-gate,True,False,2400,80,204,198,204,204,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,205,199,205,205,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,206,200,206,206,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,207,201,207,207,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,208,202,208,208,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,209,203,209,209,avatar entry locked during pre-avatar culture formation
35,1050,avatar-entry-gate,True,False,2400,80,210,204,210,210,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,211,205,211,211,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,212,206,212,212,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,213,207,213,213,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,214,208,214,214,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,215,209,215,215,avatar entry locked during pre-avatar culture formation
36,1080,avatar-entry-gate,True,False,2400,80,216,210,216,216,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,217,211,217,217,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,218,212,218,218,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,219,213,219,219,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,220,214,220,220,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,221,215,221,221,avatar entry locked during pre-avatar culture formation
37,1110,avatar-entry-gate,True,False,2400,80,222,216,222,222,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,223,217,223,223,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,224,218,224,224,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,225,219,225,225,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,226,220,226,226,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,227,221,227,227,avatar entry locked during pre-avatar culture formation
38,1140,avatar-entry-gate,True,False,2400,80,228,222,228,228,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,229,223,229,229,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,230,224,230,230,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,231,225,231,231,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,232,226,232,232,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,233,227,233,233,avatar entry locked during pre-avatar culture formation
39,1170,avatar-entry-gate,True,False,2400,80,234,228,234,234,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,235,229,235,235,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,236,230,236,236,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,237,230,237,237,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,238,231,238,238,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,239,232,239,239,avatar entry locked during pre-avatar culture formation
40,1200,avatar-entry-gate,True,False,2400,80,240,233,240,240,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,241,234,241,241,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,242,235,242,242,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,243,236,243,243,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,244,237,244,244,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,245,238,245,245,avatar entry locked during pre-avatar culture formation
41,1230,avatar-entry-gate,True,False,2400,80,246,239,246,246,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,247,240,247,247,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,248,241,248,248,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,249,242,249,249,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,250,243,250,250,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,251,244,251,251,avatar entry locked during pre-avatar culture formation
42,1260,avatar-entry-gate,True,False,2400,80,252,245,252,252,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,253,246,253,253,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,254,247,254,254,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,255,248,255,255,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,256,249,256,256,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,257,250,257,257,avatar entry locked during pre-avatar culture formation
43,1290,avatar-entry-gate,True,False,2400,80,258,251,258,258,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,259,252,259,259,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,260,253,260,260,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,261,254,261,261,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,262,255,262,262,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,263,256,263,263,avatar entry locked during pre-avatar culture formation
44,1320,avatar-entry-gate,True,False,2400,80,264,257,264,264,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,265,258,265,265,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,266,259,266,266,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,267,260,267,267,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,268,261,268,268,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,269,262,269,269,avatar entry locked during pre-avatar culture formation
45,1350,avatar-entry-gate,True,False,2400,80,270,263,270,270,avatar entry locked during pre-avatar culture formation
46,1380,avatar-entry-gate,True,False,2400,80,271,264,271,271,avatar entry locked during pre-avatar culture formation
46,1380,avatar-entry-gate,True,False,2400,80,272,265,272,272,avatar entry locked during pre-avatar culture formation
46,1380,avatar-entry-gate,True,False,2400,80,273,266,273,273,avatar entry locked during pre-avatar culture formation
46,1380,avatar-entry-gate,True,False,2400,80,274,267,274,274,avatar entry locked during pre-avatar culture formation
46,1380,avatar-entry-gate,True,False,2400,80,275,268,275,275,avatar entry locked during pre-avatar culture formation
