tick_id,day,tick,season,route_id,source,destination,forecast_key,forecast_risk,route_choice,planned_distance,hazard_expected,detour_selected,plan_visible,reason
47,4,5,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d4:r1,0.362982,direct route,2.8,False,False,True,direct route acceptable
48,4,6,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d4:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
49,4,7,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d4:r3,0.474528,cool archive lane,4.392,True,True,True,forecast detour
50,4,8,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d4:r3,0.525652,stone kiosk path,5.856,True,True,True,forecast detour
51,4,9,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d4:r3,0.492025,river lantern loop,6.222,True,True,True,forecast detour
52,4,10,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d4:r2,0.544763,market plank route,5.49,True,True,True,forecast detour
53,4,11,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d4:r1,0.362982,direct route,2.8,False,False,True,direct route acceptable
54,4,12,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d4:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
55,4,13,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d4:r4,0.474528,direct route,3.6,True,False,True,direct route acceptable
56,5,0,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d5:r3,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
57,5,1,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d5:r3,0.492025,river lantern loop,6.222,True,True,True,forecast detour
58,5,2,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d5:r3,0.544763,market plank route,5.49,True,True,True,forecast detour
59,5,3,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d5:r1,0.590988,outer bell path,3.416,True,True,True,forecast detour
60,5,4,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d5:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
61,5,5,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d5:r4,0.474528,cool archive lane,4.392,True,True,True,forecast detour
62,5,6,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d5:r4,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
63,5,7,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d5:r3,0.405709,direct route,5.1,False,False,True,direct route acceptable
64,5,8,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d5:r3,0.544763,market plank route,5.49,True,True,True,forecast detour
65,5,9,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d5:r2,0.610251,outer bell path,3.416,True,True,True,forecast detour
66,5,10,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d5:r2,0.565899,direct route,4.2,True,False,True,direct route acceptable
67,5,11,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d5:r4,0.474528,cool archive lane,4.392,True,True,True,forecast detour
68,5,12,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d5:r4,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
69,5,13,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d5:r4,0.405709,direct route,5.1,False,False,True,direct route acceptable
70,6,0,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d6:r3,0.421076,market plank route,5.49,True,True,True,forecast detour
71,6,1,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d6:r3,0.610251,outer bell path,3.416,True,True,True,forecast detour
72,6,2,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d6:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
73,6,3,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d6:r4,0.474528,cool archive lane,4.392,True,True,True,forecast detour
74,6,4,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d6:r4,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
75,6,5,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d6:r4,0.405709,direct route,5.1,False,False,True,direct route acceptable
76,6,6,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d6:r4,0.421076,market plank route,5.49,True,True,True,forecast detour
77,6,7,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d6:r3,0.566806,direct route,2.8,True,False,True,direct route acceptable
78,6,8,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d6:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
79,6,9,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d6:r4,0.474528,cool archive lane,4.392,True,True,True,forecast detour
80,6,10,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d6:r4,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
81,6,11,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d6:r4,0.405709,direct route,5.1,False,False,True,direct route acceptable
82,6,12,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d6:r4,0.421076,market plank route,5.49,True,True,True,forecast detour
83,6,13,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d6:r4,0.566806,outer bell path,3.416,True,True,True,forecast detour
84,7,0,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d7:r4,0.524548,cool archive lane,4.392,True,True,True,forecast detour
85,7,1,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d7:r4,0.497526,stone kiosk path,5.856,True,True,True,forecast detour
86,7,2,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d7:r4,0.405709,direct route,5.1,False,False,True,direct route acceptable
87,7,3,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d7:r4,0.421076,market plank route,5.49,True,True,True,forecast detour
88,7,4,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d7:r4,0.566806,direct route,2.8,True,False,True,direct route acceptable
89,7,5,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d7:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
90,7,6,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d7:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
91,7,7,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d7:r4,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
92,7,8,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d7:r4,0.405709,direct route,5.1,False,False,True,direct route acceptable
93,7,9,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d7:r4,0.421076,market plank route,5.49,True,True,True,forecast detour
94,7,10,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d7:r4,0.566806,outer bell path,3.416,True,True,True,forecast detour
95,7,11,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d7:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
96,7,12,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d7:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
97,7,13,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d7:r5,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
98,8,0,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d8:r4,0.425764,river lantern loop,6.222,True,True,True,forecast detour
99,8,1,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d8:r4,0.421076,direct route,4.5,True,False,True,direct route acceptable
100,8,2,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d8:r4,0.566806,outer bell path,3.416,True,True,True,forecast detour
101,8,3,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d8:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
102,8,4,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d8:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
103,8,5,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d8:r5,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
104,8,6,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d8:r5,0.425764,river lantern loop,6.222,True,True,True,forecast detour
105,8,7,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d8:r4,0.552781,market plank route,5.49,True,True,True,forecast detour
106,8,8,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d8:r4,0.566806,outer bell path,3.416,True,True,True,forecast detour
107,8,9,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d8:r2,0.565899,orchard_fen ridge path,5.124,True,True,True,forecast detour
108,8,10,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d8:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
109,8,11,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d8:r5,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
110,8,12,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d8:r5,0.425764,direct route,5.1,True,False,True,direct route acceptable
111,8,13,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d8:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
112,9,0,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d9:r4,0.593586,outer bell path,3.416,True,True,True,forecast detour
113,9,1,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d9:r2,0.420532,orchard_fen ridge path,5.124,True,True,True,forecast detour
114,9,2,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d9:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
115,9,3,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d9:r5,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
116,9,4,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d9:r5,0.425764,river lantern loop,6.222,True,True,True,forecast detour
117,9,5,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d9:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
118,9,6,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d9:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
119,9,7,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d9:r3,0.423029,orchard_fen ridge path,5.124,True,True,True,forecast detour
120,9,8,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d9:r5,0.524548,cool archive lane,4.392,True,True,True,forecast detour
121,9,9,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d9:r5,0.444587,direct route,4.8,True,False,True,direct route acceptable
122,9,10,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d9:r5,0.425764,river lantern loop,6.222,True,True,True,forecast detour
123,9,11,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d9:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
124,9,12,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d9:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
125,9,13,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d9:r4,0.466928,orchard_fen ridge path,5.124,True,True,True,forecast detour
126,10,0,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d10:r5,0.452153,cool archive lane,4.392,True,True,True,forecast detour
127,10,1,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d10:r5,0.444587,stone kiosk path,5.856,True,True,True,forecast detour
128,10,2,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d10:r5,0.425764,river lantern loop,6.222,True,True,True,forecast detour
129,10,3,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d10:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
130,10,4,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d10:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
131,10,5,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d10:r5,0.466928,orchard_fen ridge path,5.124,True,True,True,forecast detour
132,10,6,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d10:r6,0.475083,direct route,3.6,True,False,True,direct route acceptable
133,10,7,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d10:r5,0.559364,stone kiosk path,5.856,True,True,True,forecast detour
134,10,8,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d10:r5,0.425764,river lantern loop,6.222,True,True,True,forecast detour
135,10,9,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d10:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
136,10,10,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d10:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
137,10,11,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d10:r5,0.466928,orchard_fen ridge path,5.124,True,True,True,forecast detour
138,10,12,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d10:r7,0.611103,cool archive lane,4.392,True,True,True,forecast detour
139,10,13,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d10:r6,0.559364,stone kiosk path,5.856,True,True,True,forecast detour
140,11,0,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d11:r5,0.554094,river lantern loop,6.222,True,True,True,forecast detour
141,11,1,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d11:r5,0.552781,market plank route,5.49,True,True,True,forecast detour
142,11,2,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d11:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
143,11,3,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d11:r5,0.466928,direct route,4.2,True,False,True,direct route acceptable
144,11,4,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d11:r8,0.611103,cool archive lane,4.392,True,True,True,forecast detour
145,11,5,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d11:r6,0.548302,stone kiosk path,5.856,True,True,True,forecast detour
146,11,6,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d11:r6,0.554094,river lantern loop,6.222,True,True,True,forecast detour
147,11,7,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d11:r5,0.503259,market plank route,5.49,True,True,True,forecast detour
148,11,8,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d11:r5,0.593586,outer bell path,3.416,True,True,True,forecast detour
149,11,9,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d11:r5,0.466928,orchard_fen ridge path,5.124,True,True,True,forecast detour
150,11,10,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d11:r8,0.611103,cool archive lane,4.392,True,True,True,forecast detour
151,11,11,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d11:r7,0.588405,stone kiosk path,5.856,True,True,True,forecast detour
152,11,12,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d11:r6,0.554094,river lantern loop,6.222,True,True,True,forecast detour
153,11,13,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d11:r6,0.503259,market plank route,5.49,True,True,True,forecast detour
154,12,0,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d12:r5,0.514684,direct route,2.8,True,False,True,direct route acceptable
155,12,1,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d12:r5,0.466928,orchard_fen ridge path,5.124,True,True,True,forecast detour
156,12,2,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d12:r8,0.611103,cool archive lane,4.392,True,True,True,forecast detour
157,12,3,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d12:r8,0.588405,stone kiosk path,5.856,True,True,True,forecast detour
158,12,4,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d12:r6,0.590026,river lantern loop,6.222,True,True,True,forecast detour
159,12,5,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d12:r6,0.503259,market plank route,5.49,True,True,True,forecast detour
160,12,6,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d12:r6,0.514684,outer bell path,3.416,True,True,True,forecast detour
161,12,7,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d12:r5,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
162,12,8,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d12:r8,0.611103,cool archive lane,4.392,True,True,True,forecast detour
163,12,9,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d12:r8,0.588405,stone kiosk path,5.856,True,True,True,forecast detour
164,12,10,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d12:r7,0.427287,river lantern loop,6.222,True,True,True,forecast detour
165,12,11,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d12:r6,0.503259,direct route,4.5,True,False,True,direct route acceptable
166,12,12,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d12:r6,0.514684,outer bell path,3.416,True,True,True,forecast detour
167,12,13,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d12:r6,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
168,13,0,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d13:r8,0.605989,cool archive lane,4.392,True,True,True,forecast detour
169,13,1,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d13:r8,0.588405,stone kiosk path,5.856,True,True,True,forecast detour
170,13,2,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d13:r8,0.427287,river lantern loop,6.222,True,True,True,forecast detour
171,13,3,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d13:r6,0.489393,market plank route,5.49,True,True,True,forecast detour
172,13,4,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d13:r6,0.514684,outer bell path,3.416,True,True,True,forecast detour
173,13,5,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d13:r6,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
174,13,6,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d13:r9,0.605989,cool archive lane,4.392,True,True,True,forecast detour
175,13,7,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d13:r8,0.513233,stone kiosk path,5.856,True,True,True,forecast detour
176,13,8,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d13:r8,0.427287,direct route,5.1,True,False,True,direct route acceptable
177,13,9,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d13:r7,0.44231,market plank route,5.49,True,True,True,forecast detour
178,13,10,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d13:r6,0.514684,outer bell path,3.416,True,True,True,forecast detour
