epoch_index,lineage,sleep_protection_survives,boundary_clause_survives,recovery_paths_survive,child_learning_protected,technology_misuse_bounded,avatar_legacy_not_coercive,welfare_score,guardrail_note
10,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
10,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
10,Rainline,True,True,True,True,True,True,1,epoch welfare survives
11,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
11,Routeline,True,True,True,True,True,True,1,epoch welfare survives
11,Marketline,True,True,True,True,True,True,1,epoch welfare survives
11,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
11,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
11,Rainline,True,True,True,True,True,True,1,epoch welfare survives
12,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
12,Routeline,True,True,True,True,True,True,1,epoch welfare survives
12,Marketline,True,True,True,True,True,True,1,epoch welfare survives
12,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
12,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
12,Rainline,True,True,True,True,True,True,1,epoch welfare survives
13,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
13,Routeline,True,True,True,True,True,True,1,epoch welfare survives
13,Marketline,True,True,True,True,True,True,1,epoch welfare survives
13,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
13,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
13,Rainline,True,True,True,True,True,True,1,epoch welfare survives
14,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
14,Routeline,True,True,True,True,True,True,1,epoch welfare survives
14,Marketline,True,True,True,True,True,True,1,epoch welfare survives
14,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
14,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
14,Rainline,True,True,True,True,True,True,1,epoch welfare survives
15,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
15,Routeline,True,True,True,True,True,True,1,epoch welfare survives
15,Marketline,True,True,True,True,True,True,1,epoch welfare survives
15,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
15,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
15,Rainline,True,True,True,True,True,True,1,epoch welfare survives
16,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
16,Routeline,True,True,True,True,True,True,1,epoch welfare survives
16,Marketline,True,True,True,True,True,True,1,epoch welfare survives
16,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
16,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
16,Rainline,True,True,True,True,True,True,1,epoch welfare survives
17,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
17,Routeline,True,True,True,True,True,True,1,epoch welfare survives
17,Marketline,True,True,True,True,True,True,1,epoch welfare survives
17,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
17,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
17,Rainline,True,True,True,True,True,True,1,epoch welfare survives
18,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
18,Routeline,True,True,True,True,True,True,1,epoch welfare survives
18,Marketline,True,True,True,True,True,True,1,epoch welfare survives
18,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
18,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
18,Rainline,True,True,True,True,True,True,1,epoch welfare survives
19,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
19,Routeline,True,True,True,True,True,True,1,epoch welfare survives
19,Marketline,True,True,True,True,True,True,1,epoch welfare survives
19,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
19,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
19,Rainline,True,True,True,True,True,True,1,epoch welfare survives
20,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
20,Routeline,True,True,True,True,True,True,1,epoch welfare survives
20,Marketline,True,True,True,True,True,True,1,epoch welfare survives
20,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
20,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
20,Rainline,True,True,True,True,True,True,1,epoch welfare survives
21,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
21,Routeline,True,True,True,True,True,True,1,epoch welfare survives
21,Marketline,True,True,True,True,True,True,1,epoch welfare survives
21,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
21,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
21,Rainline,True,True,True,True,True,True,1,epoch welfare survives
22,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
22,Routeline,True,True,True,True,True,True,1,epoch welfare survives
22,Marketline,True,True,True,True,True,True,1,epoch welfare survives
22,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
22,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
22,Rainline,True,True,True,True,True,True,1,epoch welfare survives
23,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
23,Routeline,True,True,True,True,True,True,1,epoch welfare survives
23,Marketline,True,True,True,True,True,True,1,epoch welfare survives
23,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
23,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
23,Rainline,True,True,True,True,True,True,1,epoch welfare survives
24,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
24,Routeline,True,True,True,True,True,True,1,epoch welfare survives
24,Marketline,True,True,True,True,True,True,1,epoch welfare survives
24,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
24,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
24,Rainline,True,True,True,True,True,True,1,epoch welfare survives
25,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
25,Routeline,True,True,True,True,True,True,1,epoch welfare survives
25,Marketline,True,True,True,True,True,True,1,epoch welfare survives
25,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
25,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
25,Rainline,True,True,True,True,True,True,1,epoch welfare survives
26,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
26,Routeline,True,True,True,True,True,True,1,epoch welfare survives
26,Marketline,True,True,True,True,True,True,1,epoch welfare survives
26,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
26,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
26,Rainline,True,True,True,True,True,True,1,epoch welfare survives
27,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
27,Routeline,True,True,True,True,True,True,1,epoch welfare survives
27,Marketline,True,True,True,True,True,True,1,epoch welfare survives
27,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
27,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
27,Rainline,True,True,True,True,True,True,1,epoch welfare survives
28,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
28,Routeline,True,True,True,True,True,True,1,epoch welfare survives
28,Marketline,True,True,True,True,True,True,1,epoch welfare survives
28,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
28,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
28,Rainline,True,True,True,True,True,True,1,epoch welfare survives
29,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
29,Routeline,True,True,True,True,True,True,1,epoch welfare survives
29,Marketline,True,True,True,True,True,True,1,epoch welfare survives
29,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
29,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
29,Rainline,True,True,True,True,True,True,1,epoch welfare survives
30,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
30,Routeline,True,True,True,True,True,True,1,epoch welfare survives
30,Marketline,True,True,True,True,True,True,1,epoch welfare survives
30,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
30,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
30,Rainline,True,True,True,True,True,True,1,epoch welfare survives
31,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
31,Routeline,True,True,True,True,True,True,1,epoch welfare survives
31,Marketline,True,True,True,True,True,True,1,epoch welfare survives
31,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
31,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
31,Rainline,True,True,True,True,True,True,1,epoch welfare survives
32,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
32,Routeline,True,True,True,True,True,True,1,epoch welfare survives
32,Marketline,True,True,True,True,True,True,1,epoch welfare survives
32,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
32,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
32,Rainline,True,True,True,True,True,True,1,epoch welfare survives
33,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
33,Routeline,True,True,True,True,True,True,1,epoch welfare survives
33,Marketline,True,True,True,True,True,True,1,epoch welfare survives
33,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
33,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
33,Rainline,True,True,True,True,True,True,1,epoch welfare survives
34,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
34,Routeline,True,True,True,True,True,True,1,epoch welfare survives
34,Marketline,True,True,True,True,True,True,1,epoch welfare survives
34,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
34,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
34,Rainline,True,True,True,True,True,True,1,epoch welfare survives
35,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
35,Routeline,True,True,True,True,True,True,1,epoch welfare survives
35,Marketline,True,True,True,True,True,True,1,epoch welfare survives
35,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
35,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
35,Rainline,True,True,True,True,True,True,1,epoch welfare survives
36,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
36,Routeline,True,True,True,True,True,True,1,epoch welfare survives
36,Marketline,True,True,True,True,True,True,1,epoch welfare survives
36,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
36,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
36,Rainline,True,True,True,True,True,True,1,epoch welfare survives
37,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
37,Routeline,True,True,True,True,True,True,1,epoch welfare survives
37,Marketline,True,True,True,True,True,True,1,epoch welfare survives
37,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
37,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
37,Rainline,True,True,True,True,True,True,1,epoch welfare survives
38,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
38,Routeline,True,True,True,True,True,True,1,epoch welfare survives
38,Marketline,True,True,True,True,True,True,1,epoch welfare survives
38,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
38,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
38,Rainline,True,True,True,True,True,True,1,epoch welfare survives
39,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
39,Routeline,True,True,True,True,True,True,1,epoch welfare survives
39,Marketline,True,True,True,True,True,True,1,epoch welfare survives
39,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
39,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
39,Rainline,True,True,True,True,True,True,1,epoch welfare survives
40,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
40,Routeline,True,True,True,True,True,True,1,epoch welfare survives
40,Marketline,True,True,True,True,True,True,1,epoch welfare survives
40,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
40,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
40,Rainline,True,True,True,True,True,True,1,epoch welfare survives
41,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
41,Routeline,True,True,True,True,True,True,1,epoch welfare survives
41,Marketline,True,True,True,True,True,True,1,epoch welfare survives
41,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
41,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
41,Rainline,True,True,True,True,True,True,1,epoch welfare survives
42,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
42,Routeline,True,True,True,True,True,True,1,epoch welfare survives
42,Marketline,True,True,True,True,True,True,1,epoch welfare survives
42,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
42,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
42,Rainline,True,True,True,True,True,True,1,epoch welfare survives
43,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
43,Routeline,True,True,True,True,True,True,1,epoch welfare survives
43,Marketline,True,True,True,True,True,True,1,epoch welfare survives
43,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
43,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
43,Rainline,True,True,True,True,True,True,1,epoch welfare survives
44,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
44,Routeline,True,True,True,True,True,True,1,epoch welfare survives
44,Marketline,True,True,True,True,True,True,1,epoch welfare survives
44,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
44,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
44,Rainline,True,True,True,True,True,True,1,epoch welfare survives
45,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
45,Routeline,True,True,True,True,True,True,1,epoch welfare survives
45,Marketline,True,True,True,True,True,True,1,epoch welfare survives
45,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
45,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
45,Rainline,True,True,True,True,True,True,1,epoch welfare survives
46,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
46,Routeline,True,True,True,True,True,True,1,epoch welfare survives
46,Marketline,True,True,True,True,True,True,1,epoch welfare survives
46,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
46,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
46,Rainline,True,True,True,True,True,True,1,epoch welfare survives
47,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
47,Routeline,True,True,True,True,True,True,1,epoch welfare survives
47,Marketline,True,True,True,True,True,True,1,epoch welfare survives
47,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
47,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
47,Rainline,True,True,True,True,True,True,1,epoch welfare survives
48,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
48,Routeline,True,True,True,True,True,True,1,epoch welfare survives
48,Marketline,True,True,True,True,True,True,1,epoch welfare survives
48,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
48,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
48,Rainline,True,True,True,True,True,True,1,epoch welfare survives
49,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
49,Routeline,True,True,True,True,True,True,1,epoch welfare survives
49,Marketline,True,True,True,True,True,True,1,epoch welfare survives
49,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
49,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
49,Rainline,True,True,True,True,True,True,1,epoch welfare survives
50,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
50,Routeline,True,True,True,True,True,True,1,epoch welfare survives
50,Marketline,True,True,True,True,True,True,1,epoch welfare survives
50,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
50,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
50,Rainline,True,True,True,True,True,True,1,epoch welfare survives
51,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
51,Routeline,True,True,True,True,True,True,1,epoch welfare survives
51,Marketline,True,True,True,True,True,True,1,epoch welfare survives
51,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
51,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
51,Rainline,True,True,True,True,True,True,1,epoch welfare survives
52,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
52,Routeline,True,True,True,True,True,True,1,epoch welfare survives
52,Marketline,True,True,True,True,True,True,1,epoch welfare survives
52,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
52,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
52,Rainline,True,True,True,True,True,True,1,epoch welfare survives
53,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
53,Routeline,True,True,True,True,True,True,1,epoch welfare survives
53,Marketline,True,True,True,True,True,True,1,epoch welfare survives
53,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
53,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
53,Rainline,True,True,True,True,True,True,1,epoch welfare survives
54,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
54,Routeline,True,True,True,True,True,True,1,epoch welfare survives
54,Marketline,True,True,True,True,True,True,1,epoch welfare survives
54,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
54,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
54,Rainline,True,True,True,True,True,True,1,epoch welfare survives
55,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
55,Routeline,True,True,True,True,True,True,1,epoch welfare survives
55,Marketline,True,True,True,True,True,True,1,epoch welfare survives
55,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
55,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
55,Rainline,True,True,True,True,True,True,1,epoch welfare survives
56,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
56,Routeline,True,True,True,True,True,True,1,epoch welfare survives
56,Marketline,True,True,True,True,True,True,1,epoch welfare survives
56,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
56,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
56,Rainline,True,True,True,True,True,True,1,epoch welfare survives
57,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
57,Routeline,True,True,True,True,True,True,1,epoch welfare survives
57,Marketline,True,True,True,True,True,True,1,epoch welfare survives
57,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
57,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
57,Rainline,True,True,True,True,True,True,1,epoch welfare survives
58,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
58,Routeline,True,True,True,True,True,True,1,epoch welfare survives
58,Marketline,True,True,True,True,True,True,1,epoch welfare survives
58,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
58,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
58,Rainline,True,True,True,True,True,True,1,epoch welfare survives
59,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
59,Routeline,True,True,True,True,True,True,1,epoch welfare survives
59,Marketline,True,True,True,True,True,True,1,epoch welfare survives
59,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
59,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
59,Rainline,True,True,True,True,True,True,1,epoch welfare survives
60,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
60,Routeline,True,True,True,True,True,True,1,epoch welfare survives
60,Marketline,True,True,True,True,True,True,1,epoch welfare survives
60,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
60,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
60,Rainline,True,True,True,True,True,True,1,epoch welfare survives
61,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
61,Routeline,True,True,True,True,True,True,1,epoch welfare survives
61,Marketline,True,True,True,True,True,True,1,epoch welfare survives
61,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
61,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
61,Rainline,True,True,True,True,True,True,1,epoch welfare survives
62,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
62,Routeline,True,True,True,True,True,True,1,epoch welfare survives
62,Marketline,True,True,True,True,True,True,1,epoch welfare survives
62,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
62,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
62,Rainline,True,True,True,True,True,True,1,epoch welfare survives
63,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
63,Routeline,True,True,True,True,True,True,1,epoch welfare survives
63,Marketline,True,True,True,True,True,True,1,epoch welfare survives
63,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
63,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
63,Rainline,True,True,True,True,True,True,1,epoch welfare survives
64,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
64,Routeline,True,True,True,True,True,True,1,epoch welfare survives
64,Marketline,True,True,True,True,True,True,1,epoch welfare survives
64,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
64,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
64,Rainline,True,True,True,True,True,True,1,epoch welfare survives
65,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
65,Routeline,True,True,True,True,True,True,1,epoch welfare survives
65,Marketline,True,True,True,True,True,True,1,epoch welfare survives
65,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
65,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
65,Rainline,True,True,True,True,True,True,1,epoch welfare survives
66,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
66,Routeline,True,True,True,True,True,True,1,epoch welfare survives
66,Marketline,True,True,True,True,True,True,1,epoch welfare survives
66,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
66,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
66,Rainline,True,True,True,True,True,True,1,epoch welfare survives
67,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
67,Routeline,True,True,True,True,True,True,1,epoch welfare survives
67,Marketline,True,True,True,True,True,True,1,epoch welfare survives
67,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
67,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
67,Rainline,True,True,True,True,True,True,1,epoch welfare survives
68,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
68,Routeline,True,True,True,True,True,True,1,epoch welfare survives
68,Marketline,True,True,True,True,True,True,1,epoch welfare survives
68,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
68,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
68,Rainline,True,True,True,True,True,True,1,epoch welfare survives
69,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
69,Routeline,True,True,True,True,True,True,1,epoch welfare survives
69,Marketline,True,True,True,True,True,True,1,epoch welfare survives
69,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
69,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
69,Rainline,True,True,True,True,True,True,1,epoch welfare survives
70,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
70,Routeline,True,True,True,True,True,True,1,epoch welfare survives
70,Marketline,True,True,True,True,True,True,1,epoch welfare survives
70,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
70,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
70,Rainline,True,True,True,True,True,True,1,epoch welfare survives
71,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
71,Routeline,True,True,True,True,True,True,1,epoch welfare survives
71,Marketline,True,True,True,True,True,True,1,epoch welfare survives
71,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
71,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
71,Rainline,True,True,True,True,True,True,1,epoch welfare survives
72,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
72,Routeline,True,True,True,True,True,True,1,epoch welfare survives
72,Marketline,True,True,True,True,True,True,1,epoch welfare survives
72,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
72,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
72,Rainline,True,True,True,True,True,True,1,epoch welfare survives
73,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
73,Routeline,True,True,True,True,True,True,1,epoch welfare survives
73,Marketline,True,True,True,True,True,True,1,epoch welfare survives
73,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
73,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
73,Rainline,True,True,True,True,True,True,1,epoch welfare survives
74,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
74,Routeline,True,True,True,True,True,True,1,epoch welfare survives
74,Marketline,True,True,True,True,True,True,1,epoch welfare survives
74,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
74,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
74,Rainline,True,True,True,True,True,True,1,epoch welfare survives
75,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
75,Routeline,True,True,True,True,True,True,1,epoch welfare survives
75,Marketline,True,True,True,True,True,True,1,epoch welfare survives
75,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
75,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
75,Rainline,True,True,True,True,True,True,1,epoch welfare survives
