epoch_id,simulated_year,generation,settlement_id,population_estimate,resource_pressure,conflict_pressure,cooperation_norm_strength,institution_count,avatar_absent,civilization_marker,continuity_score,bounded_history
70,70,2,moss_ward,43,0.274706,0.150988,0.568411,1,True,moss_ward wet temperate ward year 70 institutions 1,0.39266,True
71,70,2,glass_harbor,50,0.288235,0.171529,0.566562,1,True,glass_harbor fog harbor year 70 institutions 1,0.391411,True
72,70,2,cinder_garden,57,0.301765,0.192071,0.564714,1,True,cinder_garden ash garden year 70 institutions 1,0.390162,True
73,70,2,lichen_bridge,64,0.315294,0.212612,0.562865,1,True,lichen_bridge rope bridge valley year 70 institutions 1,0.388913,True
74,70,2,orchid_engine,71,0.328824,0.233153,0.561016,1,True,orchid_engine warm engine terrace year 70 institutions 1,0.387664,True
75,75,3,moss_ward,43,0.288235,0.171529,0.572562,1,True,moss_ward wet temperate ward year 75 institutions 1,0.398131,True
76,75,3,glass_harbor,50,0.301765,0.192071,0.570714,1,True,glass_harbor fog harbor year 75 institutions 1,0.396882,True
77,75,3,cinder_garden,57,0.315294,0.212612,0.568865,1,True,cinder_garden ash garden year 75 institutions 1,0.395633,True
78,75,3,lichen_bridge,64,0.328824,0.233153,0.567016,1,True,lichen_bridge rope bridge valley year 75 institutions 1,0.394384,True
79,75,3,orchid_engine,71,0.342353,0.253694,0.565168,1,True,orchid_engine warm engine terrace year 75 institutions 1,0.393135,True
80,80,3,moss_ward,43,0.301765,0.172071,0.572514,1,True,moss_ward wet temperate ward year 80 institutions 1,0.398098,True
81,80,3,glass_harbor,50,0.315294,0.192612,0.570665,1,True,glass_harbor fog harbor year 80 institutions 1,0.396849,True
82,80,3,cinder_garden,57,0.328824,0.213153,0.568816,1,True,cinder_garden ash garden year 80 institutions 1,0.3956,True
83,80,3,lichen_bridge,64,0.342353,0.233694,0.566968,1,True,lichen_bridge rope bridge valley year 80 institutions 1,0.394351,True
84,80,3,orchid_engine,71,0.355882,0.254235,0.565119,1,True,orchid_engine warm engine terrace year 80 institutions 1,0.393102,True
85,85,3,moss_ward,43,0.315294,0.172612,0.572465,1,True,moss_ward wet temperate ward year 85 institutions 1,0.398065,True
86,85,3,glass_harbor,50,0.328824,0.193153,0.570616,1,True,glass_harbor fog harbor year 85 institutions 1,0.396816,True
87,85,3,cinder_garden,57,0.342353,0.213694,0.568768,1,True,cinder_garden ash garden year 85 institutions 1,0.395567,True
88,85,3,lichen_bridge,64,0.355882,0.234235,0.566919,1,True,lichen_bridge rope bridge valley year 85 institutions 1,0.394318,True
89,85,3,orchid_engine,71,0.369412,0.254776,0.56507,1,True,orchid_engine warm engine terrace year 85 institutions 1,0.39307,True
90,90,3,moss_ward,43,0.328824,0.173153,0.572416,1,True,moss_ward wet temperate ward year 90 institutions 1,0.398032,True
91,90,3,glass_harbor,50,0.342353,0.193694,0.570568,1,True,glass_harbor fog harbor year 90 institutions 1,0.396783,True
92,90,3,cinder_garden,57,0.355882,0.214235,0.568719,1,True,cinder_garden ash garden year 90 institutions 1,0.395534,True
93,90,3,lichen_bridge,64,0.369412,0.234776,0.56687,1,True,lichen_bridge rope bridge valley year 90 institutions 1,0.394286,True
94,90,3,orchid_engine,71,0.382941,0.255318,0.565021,1,True,orchid_engine warm engine terrace year 90 institutions 1,0.393037,True
95,95,3,moss_ward,43,0.342353,0.173694,0.572368,1,True,moss_ward wet temperate ward year 95 institutions 1,0.397999,True
96,95,3,glass_harbor,50,0.355882,0.194235,0.570519,1,True,glass_harbor fog harbor year 95 institutions 1,0.39675,True
97,95,3,cinder_garden,57,0.369412,0.214776,0.56867,1,True,cinder_garden ash garden year 95 institutions 1,0.395502,True
98,95,3,lichen_bridge,64,0.382941,0.235318,0.566821,1,True,lichen_bridge rope bridge valley year 95 institutions 1,0.394253,True
99,95,3,orchid_engine,71,0.396471,0.255859,0.564973,1,True,orchid_engine warm engine terrace year 95 institutions 1,0.393004,True
100,100,4,moss_ward,43,0.355882,0.194235,0.576519,1,True,moss_ward wet temperate ward year 100 institutions 1,0.40347,True
101,100,4,glass_harbor,50,0.369412,0.214776,0.57467,1,True,glass_harbor fog harbor year 100 institutions 1,0.402222,True
102,100,4,cinder_garden,57,0.382941,0.235318,0.572821,1,True,cinder_garden ash garden year 100 institutions 1,0.400973,True
103,100,4,lichen_bridge,64,0.396471,0.255859,0.570973,1,True,lichen_bridge rope bridge valley year 100 institutions 1,0.399724,True
104,100,4,orchid_engine,71,0.18,0.2672,0.569952,1,True,orchid_engine warm engine terrace year 100 institutions 1,0.399034,True
105,105,4,moss_ward,43,0.369412,0.194776,0.57647,1,True,moss_ward wet temperate ward year 105 institutions 1,0.403438,True
106,105,4,glass_harbor,50,0.382941,0.215318,0.574621,1,True,glass_harbor fog harbor year 105 institutions 1,0.402189,True
107,105,4,cinder_garden,57,0.396471,0.235859,0.572773,1,True,cinder_garden ash garden year 105 institutions 1,0.40094,True
108,105,4,lichen_bridge,64,0.18,0.2472,0.571752,1,True,lichen_bridge rope bridge valley year 105 institutions 1,0.40025,True
109,105,4,orchid_engine,71,0.193529,0.267741,0.569903,1,True,orchid_engine warm engine terrace year 105 institutions 1,0.399001,True
110,110,4,moss_ward,43,0.382941,0.195318,0.576421,1,True,moss_ward wet temperate ward year 110 institutions 1,0.403405,True
111,110,4,glass_harbor,50,0.396471,0.215859,0.574573,1,True,glass_harbor fog harbor year 110 institutions 1,0.402156,True
112,110,4,cinder_garden,57,0.18,0.2272,0.573552,1,True,cinder_garden ash garden year 110 institutions 1,0.401466,True
113,110,4,lichen_bridge,64,0.193529,0.247741,0.571703,1,True,lichen_bridge rope bridge valley year 110 institutions 1,0.400217,True
114,110,4,orchid_engine,71,0.207059,0.268282,0.569855,1,True,orchid_engine warm engine terrace year 110 institutions 1,0.398968,True
115,115,4,moss_ward,44,0.396471,0.195859,0.576373,1,True,moss_ward wet temperate ward year 115 institutions 1,0.403372,True
116,115,4,glass_harbor,51,0.18,0.2072,0.575352,1,True,glass_harbor fog harbor year 115 institutions 1,0.402682,True
117,115,4,cinder_garden,58,0.193529,0.227741,0.573503,1,True,cinder_garden ash garden year 115 institutions 1,0.401433,True
118,115,4,lichen_bridge,65,0.207059,0.248282,0.571655,1,True,lichen_bridge rope bridge valley year 115 institutions 1,0.400184,True
119,115,4,orchid_engine,72,0.220588,0.268824,0.569806,1,True,orchid_engine warm engine terrace year 115 institutions 1,0.398936,True
120,120,4,moss_ward,44,0.18,0.1872,0.577152,1,True,moss_ward wet temperate ward year 120 institutions 1,0.403898,True
121,120,4,glass_harbor,51,0.193529,0.207741,0.575303,1,True,glass_harbor fog harbor year 120 institutions 1,0.402649,True
122,120,4,cinder_garden,58,0.207059,0.228282,0.573455,1,True,cinder_garden ash garden year 120 institutions 1,0.4014,True
123,120,4,lichen_bridge,65,0.220588,0.248824,0.571606,1,True,lichen_bridge rope bridge valley year 120 institutions 1,0.400152,True
124,120,4,orchid_engine,72,0.234118,0.269365,0.569757,1,True,orchid_engine warm engine terrace year 120 institutions 1,0.398903,True
125,125,5,moss_ward,44,0.193529,0.207741,0.581303,1,True,moss_ward wet temperate ward year 125 institutions 1,0.409369,True
126,125,5,glass_harbor,51,0.207059,0.228282,0.579455,1,True,glass_harbor fog harbor year 125 institutions 1,0.40812,True
127,125,5,cinder_garden,58,0.220588,0.248824,0.577606,1,True,cinder_garden ash garden year 125 institutions 1,0.406872,True
128,125,5,lichen_bridge,65,0.234118,0.269365,0.575757,1,True,lichen_bridge rope bridge valley year 125 institutions 1,0.405623,True
129,125,5,orchid_engine,72,0.247647,0.109906,0.590108,1,True,orchid_engine warm engine terrace year 125 institutions 1,0.415318,True
130,130,5,moss_ward,44,0.207059,0.208282,0.581255,1,True,moss_ward wet temperate ward year 130 institutions 1,0.409336,True
131,130,5,glass_harbor,51,0.220588,0.228824,0.579406,1,True,glass_harbor fog harbor year 130 institutions 1,0.408088,True
132,130,5,cinder_garden,58,0.234118,0.249365,0.577557,1,True,cinder_garden ash garden year 130 institutions 1,0.406839,True
133,130,5,lichen_bridge,65,0.247647,0.269906,0.575708,1,True,lichen_bridge rope bridge valley year 130 institutions 1,0.40559,True
134,130,5,orchid_engine,72,0.261176,0.110447,0.59006,1,True,orchid_engine warm engine terrace year 130 institutions 1,0.415285,True
135,135,5,moss_ward,44,0.220588,0.208824,0.581206,1,True,moss_ward wet temperate ward year 135 institutions 1,0.409304,True
136,135,5,glass_harbor,51,0.234118,0.229365,0.579357,1,True,glass_harbor fog harbor year 135 institutions 1,0.408055,True
137,135,5,cinder_garden,58,0.247647,0.249906,0.577508,1,True,cinder_garden ash garden year 135 institutions 1,0.406806,True
138,135,5,lichen_bridge,65,0.261176,0.270447,0.57566,1,True,lichen_bridge rope bridge valley year 135 institutions 1,0.405557,True
139,135,5,orchid_engine,72,0.274706,0.110988,0.590011,1,True,orchid_engine warm engine terrace year 135 institutions 1,0.415252,True
140,140,5,moss_ward,44,0.234118,0.209365,0.581157,1,True,moss_ward wet temperate ward year 140 institutions 1,0.409271,True
141,140,5,glass_harbor,51,0.247647,0.229906,0.579308,1,True,glass_harbor fog harbor year 140 institutions 1,0.408022,True
142,140,5,cinder_garden,58,0.261176,0.250447,0.57746,1,True,cinder_garden ash garden year 140 institutions 1,0.406773,True
143,140,5,lichen_bridge,65,0.274706,0.270988,0.575611,1,True,lichen_bridge rope bridge valley year 140 institutions 1,0.405524,True
144,140,5,orchid_engine,72,0.288235,0.111529,0.589962,1,True,orchid_engine warm engine terrace year 140 institutions 1,0.415219,True
145,145,5,moss_ward,44,0.247647,0.209906,0.581108,1,True,moss_ward wet temperate ward year 145 institutions 1,0.409238,True
146,145,5,glass_harbor,51,0.261176,0.230447,0.57926,1,True,glass_harbor fog harbor year 145 institutions 1,0.407989,True
147,145,5,cinder_garden,58,0.274706,0.250988,0.577411,1,True,cinder_garden ash garden year 145 institutions 1,0.40674,True
148,145,5,lichen_bridge,65,0.288235,0.271529,0.575562,1,True,lichen_bridge rope bridge valley year 145 institutions 1,0.405491,True
149,145,5,orchid_engine,72,0.301765,0.112071,0.589914,1,True,orchid_engine warm engine terrace year 145 institutions 1,0.415186,True
150,150,6,moss_ward,44,0.261176,0.230447,0.58526,1,True,moss_ward wet temperate ward year 150 institutions 1,0.414709,True
151,150,6,glass_harbor,51,0.274706,0.250988,0.583411,1,True,glass_harbor fog harbor year 150 institutions 1,0.41346,True
152,150,6,cinder_garden,58,0.288235,0.271529,0.581562,1,True,cinder_garden ash garden year 150 institutions 1,0.412211,True
153,150,6,lichen_bridge,65,0.301765,0.112071,0.595914,1,True,lichen_bridge rope bridge valley year 150 institutions 1,0.421906,True
154,150,6,orchid_engine,72,0.315294,0.132612,0.594065,1,True,orchid_engine warm engine terrace year 150 institutions 1,0.420657,True
155,155,6,moss_ward,44,0.274706,0.230988,0.585211,1,True,moss_ward wet temperate ward year 155 institutions 1,0.414676,True
156,155,6,glass_harbor,51,0.288235,0.251529,0.583362,1,True,glass_harbor fog harbor year 155 institutions 1,0.413427,True
157,155,6,cinder_garden,58,0.301765,0.272071,0.581514,1,True,cinder_garden ash garden year 155 institutions 1,0.412178,True
158,155,6,lichen_bridge,65,0.315294,0.112612,0.595865,1,True,lichen_bridge rope bridge valley year 155 institutions 1,0.421873,True
159,155,6,orchid_engine,72,0.328824,0.133153,0.594016,1,True,orchid_engine warm engine terrace year 155 institutions 1,0.420624,True
160,160,6,moss_ward,44,0.288235,0.231529,0.585162,1,True,moss_ward wet temperate ward year 160 institutions 1,0.414643,True
161,160,6,glass_harbor,51,0.301765,0.252071,0.583314,1,True,glass_harbor fog harbor year 160 institutions 1,0.413394,True
162,160,6,cinder_garden,58,0.315294,0.272612,0.581465,1,True,cinder_garden ash garden year 160 institutions 1,0.412145,True
163,160,6,lichen_bridge,65,0.328824,0.113153,0.595816,1,True,lichen_bridge rope bridge valley year 160 institutions 1,0.42184,True
164,160,6,orchid_engine,72,0.342353,0.133694,0.593968,1,True,orchid_engine warm engine terrace year 160 institutions 1,0.420591,True
165,165,6,moss_ward,44,0.301765,0.232071,0.585114,1,True,moss_ward wet temperate ward year 165 institutions 1,0.41461,True
166,165,6,glass_harbor,51,0.315294,0.252612,0.583265,1,True,glass_harbor fog harbor year 165 institutions 1,0.413361,True
167,165,6,cinder_garden,58,0.328824,0.273153,0.581416,1,True,cinder_garden ash garden year 165 institutions 1,0.412112,True
168,165,6,lichen_bridge,65,0.342353,0.113694,0.595768,1,True,lichen_bridge rope bridge valley year 165 institutions 1,0.421807,True
169,165,6,orchid_engine,72,0.355882,0.134235,0.593919,1,True,orchid_engine warm engine terrace year 165 institutions 1,0.420558,True
170,170,6,moss_ward,45,0.315294,0.232612,0.585065,1,True,moss_ward wet temperate ward year 170 institutions 1,0.414577,True
171,170,6,glass_harbor,52,0.328824,0.253153,0.583216,1,True,glass_harbor fog harbor year 170 institutions 1,0.413328,True
172,170,6,cinder_garden,59,0.342353,0.273694,0.581368,1,True,cinder_garden ash garden year 170 institutions 1,0.412079,True
173,170,6,lichen_bridge,66,0.355882,0.114235,0.595719,1,True,lichen_bridge rope bridge valley year 170 institutions 1,0.421774,True
174,170,6,orchid_engine,73,0.369412,0.134776,0.59387,1,True,orchid_engine warm engine terrace year 170 institutions 1,0.420526,True
175,175,7,moss_ward,45,0.378824,0.255153,0.589036,1,True,moss_ward wet temperate ward year 175 institutions 1,0.419927,True
176,175,7,glass_harbor,52,0.392353,0.275694,0.587188,1,True,glass_harbor fog harbor year 175 institutions 1,0.418678,True
177,175,7,cinder_garden,59,0.405882,0.116235,0.601539,1,True,cinder_garden ash garden year 175 institutions 1,0.428373,True
178,175,7,lichen_bridge,66,0.419412,0.136776,0.59969,1,True,lichen_bridge rope bridge valley year 175 institutions 1,0.427124,True
179,175,7,orchid_engine,73,0.432941,0.157318,0.597841,1,True,orchid_engine warm engine terrace year 175 institutions 1,0.425875,True
180,180,7,moss_ward,45,0.392353,0.255694,0.588988,1,True,moss_ward wet temperate ward year 180 institutions 1,0.419894,True
181,180,7,glass_harbor,52,0.405882,0.276235,0.587139,1,True,glass_harbor fog harbor year 180 institutions 1,0.418645,True
182,180,7,cinder_garden,59,0.419412,0.116776,0.60149,1,True,cinder_garden ash garden year 180 institutions 1,0.42834,True
183,180,7,lichen_bridge,66,0.432941,0.137318,0.599641,1,True,lichen_bridge rope bridge valley year 180 institutions 1,0.427091,True
184,180,7,orchid_engine,73,0.446471,0.157859,0.597793,1,True,orchid_engine warm engine terrace year 180 institutions 1,0.425842,True
185,185,7,moss_ward,45,0.405882,0.256235,0.588939,1,True,moss_ward wet temperate ward year 185 institutions 1,0.419861,True
186,185,7,glass_harbor,52,0.419412,0.276776,0.58709,1,True,glass_harbor fog harbor year 185 institutions 1,0.418612,True
187,185,7,cinder_garden,59,0.432941,0.117318,0.601441,1,True,cinder_garden ash garden year 185 institutions 1,0.428307,True
188,185,7,lichen_bridge,66,0.446471,0.137859,0.599593,1,True,lichen_bridge rope bridge valley year 185 institutions 1,0.427058,True
189,185,7,orchid_engine,73,0.23,0.1492,0.598572,1,True,orchid_engine warm engine terrace year 185 institutions 1,0.426369,True
190,190,7,moss_ward,45,0.419412,0.256776,0.58889,1,True,moss_ward wet temperate ward year 190 institutions 1,0.419828,True
191,190,7,glass_harbor,52,0.432941,0.277318,0.587041,1,True,glass_harbor fog harbor year 190 institutions 1,0.418579,True
192,190,7,cinder_garden,59,0.446471,0.117859,0.601393,1,True,cinder_garden ash garden year 190 institutions 1,0.428274,True
193,190,7,lichen_bridge,66,0.23,0.1292,0.600372,1,True,lichen_bridge rope bridge valley year 190 institutions 1,0.427585,True
194,190,7,orchid_engine,73,0.243529,0.149741,0.598523,1,True,orchid_engine warm engine terrace year 190 institutions 1,0.426336,True
195,195,7,moss_ward,45,0.432941,0.257318,0.588841,1,True,moss_ward wet temperate ward year 195 institutions 1,0.419795,True
196,195,7,glass_harbor,52,0.446471,0.277859,0.586993,1,True,glass_harbor fog harbor year 195 institutions 1,0.418546,True
197,195,7,cinder_garden,59,0.23,0.1092,0.602172,1,True,cinder_garden ash garden year 195 institutions 1,0.428801,True
198,195,7,lichen_bridge,66,0.243529,0.129741,0.600323,1,True,lichen_bridge rope bridge valley year 195 institutions 1,0.427552,True
199,195,7,orchid_engine,73,0.257059,0.150282,0.598475,1,True,orchid_engine warm engine terrace year 195 institutions 1,0.426303,True
200,200,8,moss_ward,45,0.396471,0.275859,0.593173,2,True,moss_ward wet temperate ward year 200 institutions 2,0.425388,True
201,200,8,glass_harbor,52,0.18,0.1072,0.608352,2,True,glass_harbor fog harbor year 200 institutions 2,0.435642,True
202,200,8,cinder_garden,59,0.193529,0.127741,0.606503,2,True,cinder_garden ash garden year 200 institutions 2,0.434393,True
203,200,8,lichen_bridge,66,0.207059,0.148282,0.604655,2,True,lichen_bridge rope bridge valley year 200 institutions 2,0.433144,True
204,200,8,orchid_engine,73,0.220588,0.168824,0.602806,2,True,orchid_engine warm engine terrace year 200 institutions 2,0.431896,True
205,205,8,moss_ward,45,0.18,0.2672,0.593952,2,True,moss_ward wet temperate ward year 205 institutions 2,0.425914,True
206,205,8,glass_harbor,52,0.193529,0.107741,0.608303,2,True,glass_harbor fog harbor year 205 institutions 2,0.435609,True
207,205,8,cinder_garden,59,0.207059,0.128282,0.606455,2,True,cinder_garden ash garden year 205 institutions 2,0.43436,True
208,205,8,lichen_bridge,66,0.220588,0.148824,0.604606,2,True,lichen_bridge rope bridge valley year 205 institutions 2,0.433112,True
209,205,8,orchid_engine,73,0.234118,0.169365,0.602757,2,True,orchid_engine warm engine terrace year 205 institutions 2,0.431863,True
210,210,8,moss_ward,45,0.193529,0.267741,0.593903,2,True,moss_ward wet temperate ward year 210 institutions 2,0.425881,True
211,210,8,glass_harbor,52,0.207059,0.108282,0.608255,2,True,glass_harbor fog harbor year 210 institutions 2,0.435576,True
212,210,8,cinder_garden,59,0.220588,0.128824,0.606406,2,True,cinder_garden ash garden year 210 institutions 2,0.434328,True
213,210,8,lichen_bridge,66,0.234118,0.149365,0.604557,2,True,lichen_bridge rope bridge valley year 210 institutions 2,0.433079,True
214,210,8,orchid_engine,73,0.247647,0.169906,0.602708,2,True,orchid_engine warm engine terrace year 210 institutions 2,0.43183,True
215,215,8,moss_ward,45,0.207059,0.268282,0.593855,2,True,moss_ward wet temperate ward year 215 institutions 2,0.425848,True
216,215,8,glass_harbor,52,0.220588,0.108824,0.608206,2,True,glass_harbor fog harbor year 215 institutions 2,0.435544,True
217,215,8,cinder_garden,59,0.234118,0.129365,0.606357,2,True,cinder_garden ash garden year 215 institutions 2,0.434295,True
218,215,8,lichen_bridge,66,0.247647,0.149906,0.604508,2,True,lichen_bridge rope bridge valley year 215 institutions 2,0.433046,True
