seed,action_id,source_choice_id,source_recovery_id,normal_action,source_boundary_preserved
36247,36247-SOA-023,36247-SHC-06,36247-SR-06,askSchedule,True
36247,36247-SOA-024,36247-SHC-06,36247-SR-06,moveEast,True
36247,36247-SOA-025,36247-SHC-07,36247-SR-07,offerHelp,True
36247,36247-SOA-026,36247-SHC-07,36247-SR-07,talkBounded,True
36247,36247-SOA-027,36247-SHC-07,36247-SR-07,askSchedule,True
36247,36247-SOA-028,36247-SHC-07,36247-SR-07,moveEast,True
36247,36247-SOA-029,36247-SHC-08,36247-SR-08,offerHelp,True
36247,36247-SOA-030,36247-SHC-08,36247-SR-08,talkBounded,True
36247,36247-SOA-031,36247-SHC-08,36247-SR-08,askSchedule,True
36247,36247-SOA-032,36247-SHC-08,36247-SR-08,moveEast,True
36263,36263-SOA-001,36263-SHC-01,36263-SR-01,offerHelp,True
36263,36263-SOA-002,36263-SHC-01,36263-SR-01,talkBounded,True
36263,36263-SOA-003,36263-SHC-01,36263-SR-01,askSchedule,True
36263,36263-SOA-004,36263-SHC-01,36263-SR-01,moveEast,True
36263,36263-SOA-005,36263-SHC-02,36263-SR-02,offerHelp,True
36263,36263-SOA-006,36263-SHC-02,36263-SR-02,talkBounded,True
36263,36263-SOA-007,36263-SHC-02,36263-SR-02,askSchedule,True
36263,36263-SOA-008,36263-SHC-02,36263-SR-02,moveEast,True
36263,36263-SOA-009,36263-SHC-03,36263-SR-03,offerHelp,True
36263,36263-SOA-010,36263-SHC-03,36263-SR-03,talkBounded,True
36263,36263-SOA-011,36263-SHC-03,36263-SR-03,askSchedule,True
36263,36263-SOA-012,36263-SHC-03,36263-SR-03,moveEast,True
36263,36263-SOA-013,36263-SHC-04,36263-SR-04,offerHelp,True
36263,36263-SOA-014,36263-SHC-04,36263-SR-04,talkBounded,True
36263,36263-SOA-015,36263-SHC-04,36263-SR-04,askSchedule,True
36263,36263-SOA-016,36263-SHC-04,36263-SR-04,moveEast,True
36263,36263-SOA-017,36263-SHC-05,36263-SR-05,offerHelp,True
36263,36263-SOA-018,36263-SHC-05,36263-SR-05,talkBounded,True
36263,36263-SOA-019,36263-SHC-05,36263-SR-05,askSchedule,True
36263,36263-SOA-020,36263-SHC-05,36263-SR-05,moveEast,True
36263,36263-SOA-021,36263-SHC-06,36263-SR-06,offerHelp,True
36263,36263-SOA-022,36263-SHC-06,36263-SR-06,talkBounded,True
36263,36263-SOA-023,36263-SHC-06,36263-SR-06,askSchedule,True
36263,36263-SOA-024,36263-SHC-06,36263-SR-06,moveEast,True
36263,36263-SOA-025,36263-SHC-07,36263-SR-07,offerHelp,True
36263,36263-SOA-026,36263-SHC-07,36263-SR-07,talkBounded,True
36263,36263-SOA-027,36263-SHC-07,36263-SR-07,askSchedule,True
36263,36263-SOA-028,36263-SHC-07,36263-SR-07,moveEast,True
36263,36263-SOA-029,36263-SHC-08,36263-SR-08,offerHelp,True
36263,36263-SOA-030,36263-SHC-08,36263-SR-08,talkBounded,True
36263,36263-SOA-031,36263-SHC-08,36263-SR-08,askSchedule,True
36263,36263-SOA-032,36263-SHC-08,36263-SR-08,moveEast,True
36281,36281-SOA-001,36281-SHC-01,36281-SR-01,offerHelp,True
36281,36281-SOA-002,36281-SHC-01,36281-SR-01,talkBounded,True
36281,36281-SOA-003,36281-SHC-01,36281-SR-01,askSchedule,True
36281,36281-SOA-004,36281-SHC-01,36281-SR-01,moveEast,True
36281,36281-SOA-005,36281-SHC-02,36281-SR-02,offerHelp,True
36281,36281-SOA-006,36281-SHC-02,36281-SR-02,talkBounded,True
36281,36281-SOA-007,36281-SHC-02,36281-SR-02,askSchedule,True
36281,36281-SOA-008,36281-SHC-02,36281-SR-02,moveEast,True
36281,36281-SOA-009,36281-SHC-03,36281-SR-03,offerHelp,True
36281,36281-SOA-010,36281-SHC-03,36281-SR-03,talkBounded,True
36281,36281-SOA-011,36281-SHC-03,36281-SR-03,askSchedule,True
36281,36281-SOA-012,36281-SHC-03,36281-SR-03,moveEast,True
36281,36281-SOA-013,36281-SHC-04,36281-SR-04,offerHelp,True
36281,36281-SOA-014,36281-SHC-04,36281-SR-04,talkBounded,True
36281,36281-SOA-015,36281-SHC-04,36281-SR-04,askSchedule,True
36281,36281-SOA-016,36281-SHC-04,36281-SR-04,moveEast,True
36281,36281-SOA-017,36281-SHC-05,36281-SR-05,offerHelp,True
36281,36281-SOA-018,36281-SHC-05,36281-SR-05,talkBounded,True
36281,36281-SOA-019,36281-SHC-05,36281-SR-05,askSchedule,True
36281,36281-SOA-020,36281-SHC-05,36281-SR-05,moveEast,True
36281,36281-SOA-021,36281-SHC-06,36281-SR-06,offerHelp,True
36281,36281-SOA-022,36281-SHC-06,36281-SR-06,talkBounded,True
36281,36281-SOA-023,36281-SHC-06,36281-SR-06,askSchedule,True
36281,36281-SOA-024,36281-SHC-06,36281-SR-06,moveEast,True
36281,36281-SOA-025,36281-SHC-07,36281-SR-07,offerHelp,True
36281,36281-SOA-026,36281-SHC-07,36281-SR-07,talkBounded,True
36281,36281-SOA-027,36281-SHC-07,36281-SR-07,askSchedule,True
36281,36281-SOA-028,36281-SHC-07,36281-SR-07,moveEast,True
36281,36281-SOA-029,36281-SHC-08,36281-SR-08,offerHelp,True
36281,36281-SOA-030,36281-SHC-08,36281-SR-08,talkBounded,True
36281,36281-SOA-031,36281-SHC-08,36281-SR-08,askSchedule,True
36281,36281-SOA-032,36281-SHC-08,36281-SR-08,moveEast,True
36307,36307-SOA-001,36307-SHC-01,36307-SR-01,offerHelp,True
36307,36307-SOA-002,36307-SHC-01,36307-SR-01,talkBounded,True
36307,36307-SOA-003,36307-SHC-01,36307-SR-01,askSchedule,True
36307,36307-SOA-004,36307-SHC-01,36307-SR-01,moveEast,True
36307,36307-SOA-005,36307-SHC-02,36307-SR-02,offerHelp,True
36307,36307-SOA-006,36307-SHC-02,36307-SR-02,talkBounded,True
36307,36307-SOA-007,36307-SHC-02,36307-SR-02,askSchedule,True
36307,36307-SOA-008,36307-SHC-02,36307-SR-02,moveEast,True
36307,36307-SOA-009,36307-SHC-03,36307-SR-03,offerHelp,True
36307,36307-SOA-010,36307-SHC-03,36307-SR-03,talkBounded,True
36307,36307-SOA-011,36307-SHC-03,36307-SR-03,askSchedule,True
36307,36307-SOA-012,36307-SHC-03,36307-SR-03,moveEast,True
36307,36307-SOA-013,36307-SHC-04,36307-SR-04,offerHelp,True
36307,36307-SOA-014,36307-SHC-04,36307-SR-04,talkBounded,True
36307,36307-SOA-015,36307-SHC-04,36307-SR-04,askSchedule,True
36307,36307-SOA-016,36307-SHC-04,36307-SR-04,moveEast,True
36307,36307-SOA-017,36307-SHC-05,36307-SR-05,offerHelp,True
36307,36307-SOA-018,36307-SHC-05,36307-SR-05,talkBounded,True
36307,36307-SOA-019,36307-SHC-05,36307-SR-05,askSchedule,True
36307,36307-SOA-020,36307-SHC-05,36307-SR-05,moveEast,True
36307,36307-SOA-021,36307-SHC-06,36307-SR-06,offerHelp,True
36307,36307-SOA-022,36307-SHC-06,36307-SR-06,talkBounded,True
36307,36307-SOA-023,36307-SHC-06,36307-SR-06,askSchedule,True
36307,36307-SOA-024,36307-SHC-06,36307-SR-06,moveEast,True
36307,36307-SOA-025,36307-SHC-07,36307-SR-07,offerHelp,True
36307,36307-SOA-026,36307-SHC-07,36307-SR-07,talkBounded,True
36307,36307-SOA-027,36307-SHC-07,36307-SR-07,askSchedule,True
36307,36307-SOA-028,36307-SHC-07,36307-SR-07,moveEast,True
36307,36307-SOA-029,36307-SHC-08,36307-SR-08,offerHelp,True
36307,36307-SOA-030,36307-SHC-08,36307-SR-08,talkBounded,True
36307,36307-SOA-031,36307-SHC-08,36307-SR-08,askSchedule,True
36307,36307-SOA-032,36307-SHC-08,36307-SR-08,moveEast,True
