tick,day,snapshot_id,scene_id,storage_key,stores_avatar_position,stores_agent_positions,stores_object_states,stores_prompt_state,stores_replay_cursor,snapshot_integrity
32,3,v21-snapshot-0032,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
33,3,v21-snapshot-0033,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
34,3,v21-snapshot-0034,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
35,3,v21-snapshot-0035,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
36,3,v21-snapshot-0036,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
37,3,v21-snapshot-0037,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
38,3,v21-snapshot-0038,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
39,3,v21-snapshot-0039,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
40,3,v21-snapshot-0040,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
41,3,v21-snapshot-0041,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
42,3,v21-snapshot-0042,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
43,3,v21-snapshot-0043,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
44,3,v21-snapshot-0044,v21-scene-d03,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
45,4,v21-snapshot-0045,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
46,4,v21-snapshot-0046,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
47,4,v21-snapshot-0047,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
48,4,v21-snapshot-0048,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
49,4,v21-snapshot-0049,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
50,4,v21-snapshot-0050,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
51,4,v21-snapshot-0051,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
52,4,v21-snapshot-0052,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
53,4,v21-snapshot-0053,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
54,4,v21-snapshot-0054,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
55,4,v21-snapshot-0055,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
56,4,v21-snapshot-0056,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
57,4,v21-snapshot-0057,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
58,4,v21-snapshot-0058,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
59,4,v21-snapshot-0059,v21-scene-d04,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
60,5,v21-snapshot-0060,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
61,5,v21-snapshot-0061,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
62,5,v21-snapshot-0062,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
63,5,v21-snapshot-0063,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
64,5,v21-snapshot-0064,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,0,1,1,0.8
65,5,v21-snapshot-0065,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
66,5,v21-snapshot-0066,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
67,5,v21-snapshot-0067,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
68,5,v21-snapshot-0068,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
69,5,v21-snapshot-0069,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
70,5,v21-snapshot-0070,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
71,5,v21-snapshot-0071,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
72,5,v21-snapshot-0072,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
73,5,v21-snapshot-0073,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
74,5,v21-snapshot-0074,v21-scene-d05,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
75,6,v21-snapshot-0075,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
76,6,v21-snapshot-0076,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
77,6,v21-snapshot-0077,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
78,6,v21-snapshot-0078,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
79,6,v21-snapshot-0079,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
80,6,v21-snapshot-0080,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
81,6,v21-snapshot-0081,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
82,6,v21-snapshot-0082,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
83,6,v21-snapshot-0083,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
84,6,v21-snapshot-0084,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
85,6,v21-snapshot-0085,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
86,6,v21-snapshot-0086,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
87,6,v21-snapshot-0087,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
88,6,v21-snapshot-0088,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
89,6,v21-snapshot-0089,v21-scene-d06,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
90,7,v21-snapshot-0090,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
91,7,v21-snapshot-0091,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
92,7,v21-snapshot-0092,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
93,7,v21-snapshot-0093,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
94,7,v21-snapshot-0094,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
95,7,v21-snapshot-0095,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
96,7,v21-snapshot-0096,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
97,7,v21-snapshot-0097,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
98,7,v21-snapshot-0098,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
99,7,v21-snapshot-0099,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
100,7,v21-snapshot-0100,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
101,7,v21-snapshot-0101,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
102,7,v21-snapshot-0102,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
103,7,v21-snapshot-0103,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
104,7,v21-snapshot-0104,v21-scene-d07,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
105,8,v21-snapshot-0105,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
106,8,v21-snapshot-0106,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
107,8,v21-snapshot-0107,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
108,8,v21-snapshot-0108,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
109,8,v21-snapshot-0109,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
110,8,v21-snapshot-0110,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
111,8,v21-snapshot-0111,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
112,8,v21-snapshot-0112,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
113,8,v21-snapshot-0113,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
114,8,v21-snapshot-0114,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
115,8,v21-snapshot-0115,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
116,8,v21-snapshot-0116,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,0,1,0.8
117,8,v21-snapshot-0117,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
118,8,v21-snapshot-0118,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
119,8,v21-snapshot-0119,v21-scene-d08,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
120,9,v21-snapshot-0120,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
121,9,v21-snapshot-0121,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
122,9,v21-snapshot-0122,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
123,9,v21-snapshot-0123,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
124,9,v21-snapshot-0124,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
125,9,v21-snapshot-0125,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
126,9,v21-snapshot-0126,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
127,9,v21-snapshot-0127,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
128,9,v21-snapshot-0128,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,0,1,0.8
129,9,v21-snapshot-0129,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
130,9,v21-snapshot-0130,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
131,9,v21-snapshot-0131,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
132,9,v21-snapshot-0132,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
133,9,v21-snapshot-0133,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
134,9,v21-snapshot-0134,v21-scene-d09,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
135,10,v21-snapshot-0135,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
136,10,v21-snapshot-0136,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
137,10,v21-snapshot-0137,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
138,10,v21-snapshot-0138,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
139,10,v21-snapshot-0139,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
140,10,v21-snapshot-0140,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
141,10,v21-snapshot-0141,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
142,10,v21-snapshot-0142,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
143,10,v21-snapshot-0143,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
144,10,v21-snapshot-0144,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
145,10,v21-snapshot-0145,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
146,10,v21-snapshot-0146,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
147,10,v21-snapshot-0147,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
148,10,v21-snapshot-0148,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
149,10,v21-snapshot-0149,v21-scene-d10,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
150,11,v21-snapshot-0150,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
151,11,v21-snapshot-0151,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
152,11,v21-snapshot-0152,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
153,11,v21-snapshot-0153,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
154,11,v21-snapshot-0154,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
155,11,v21-snapshot-0155,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
156,11,v21-snapshot-0156,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
157,11,v21-snapshot-0157,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,0,1,1,0.8
158,11,v21-snapshot-0158,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
159,11,v21-snapshot-0159,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
160,11,v21-snapshot-0160,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
161,11,v21-snapshot-0161,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
162,11,v21-snapshot-0162,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
163,11,v21-snapshot-0163,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
164,11,v21-snapshot-0164,v21-scene-d11,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
165,12,v21-snapshot-0165,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
166,12,v21-snapshot-0166,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
167,12,v21-snapshot-0167,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
168,12,v21-snapshot-0168,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
169,12,v21-snapshot-0169,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
170,12,v21-snapshot-0170,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
171,12,v21-snapshot-0171,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
172,12,v21-snapshot-0172,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
173,12,v21-snapshot-0173,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
174,12,v21-snapshot-0174,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
175,12,v21-snapshot-0175,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
176,12,v21-snapshot-0176,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
177,12,v21-snapshot-0177,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
178,12,v21-snapshot-0178,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
179,12,v21-snapshot-0179,v21-scene-d12,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
180,13,v21-snapshot-0180,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
181,13,v21-snapshot-0181,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
182,13,v21-snapshot-0182,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
183,13,v21-snapshot-0183,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
184,13,v21-snapshot-0184,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
185,13,v21-snapshot-0185,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
186,13,v21-snapshot-0186,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
187,13,v21-snapshot-0187,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
188,13,v21-snapshot-0188,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
189,13,v21-snapshot-0189,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
190,13,v21-snapshot-0190,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
191,13,v21-snapshot-0191,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
192,13,v21-snapshot-0192,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
193,13,v21-snapshot-0193,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
194,13,v21-snapshot-0194,v21-scene-d13,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
195,14,v21-snapshot-0195,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
196,14,v21-snapshot-0196,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,0,0,1,0.6
197,14,v21-snapshot-0197,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
198,14,v21-snapshot-0198,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
199,14,v21-snapshot-0199,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
200,14,v21-snapshot-0200,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
201,14,v21-snapshot-0201,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
202,14,v21-snapshot-0202,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
203,14,v21-snapshot-0203,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
204,14,v21-snapshot-0204,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
205,14,v21-snapshot-0205,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
206,14,v21-snapshot-0206,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
207,14,v21-snapshot-0207,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
208,14,v21-snapshot-0208,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
209,14,v21-snapshot-0209,v21-scene-d14,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
210,15,v21-snapshot-0210,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
211,15,v21-snapshot-0211,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
212,15,v21-snapshot-0212,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
213,15,v21-snapshot-0213,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
214,15,v21-snapshot-0214,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,0,1,1,0,0.6
215,15,v21-snapshot-0215,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
216,15,v21-snapshot-0216,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,0,1,0.8
217,15,v21-snapshot-0217,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
218,15,v21-snapshot-0218,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
219,15,v21-snapshot-0219,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
220,15,v21-snapshot-0220,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
221,15,v21-snapshot-0221,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
222,15,v21-snapshot-0222,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
223,15,v21-snapshot-0223,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
224,15,v21-snapshot-0224,v21-scene-d15,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
225,16,v21-snapshot-0225,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
226,16,v21-snapshot-0226,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
227,16,v21-snapshot-0227,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
228,16,v21-snapshot-0228,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
229,16,v21-snapshot-0229,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
230,16,v21-snapshot-0230,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
231,16,v21-snapshot-0231,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
232,16,v21-snapshot-0232,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
233,16,v21-snapshot-0233,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
234,16,v21-snapshot-0234,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
235,16,v21-snapshot-0235,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
236,16,v21-snapshot-0236,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
237,16,v21-snapshot-0237,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
