tick_id,day,route_id,replay_event,state_hash,includes_dialogue_choice,includes_merge_or_rollback,includes_snapshot,includes_body_language,includes_reload_probe,replay_exportable
17,2,central_repair_ring,central_repair_ring:inner repair yard:snap4:watchful neutral stance,v32-922484,False,False,True,False,False,True
18,2,riverbend_roofward,riverbend_roofward:river ford:snap4:watchful neutral stance,v32-801509,True,False,False,True,False,True
19,2,roofward_archive,roofward_archive:glass stair:snap4:watchful neutral stance,v32-784086,False,False,False,False,False,True
20,2,archive_signal,archive_signal:stone kiosk path:snap4:watchful neutral stance,v32-825532,False,True,True,True,False,True
21,2,signal_orchard,signal_orchard:dusk road:snap3:watchful neutral stance,v32-718896,False,False,True,False,False,True
22,2,orchard_riverbend,orchard_riverbend:fen track:snap3:watchful neutral stance,v32-765014,True,False,False,True,False,True
23,2,central_repair_ring,central_repair_ring:inner repair yard:snap4:watchful neutral stance,v32-922055,False,False,False,False,False,True
24,2,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap5:watchful neutral stance,v32-957979,False,True,True,True,False,True
25,2,roofward_archive,roofward_archive:glass stair:snap5:watchful neutral stance,v32-783789,False,False,True,False,False,True
26,2,archive_signal,archive_signal:paper lane:snap5:watchful neutral stance,v32-732454,True,True,True,True,False,True
27,2,signal_orchard,signal_orchard:dusk road:snap3:watchful neutral stance,v32-718078,False,False,False,False,False,True
28,3,orchard_riverbend,orchard_riverbend:fen track:snap4:watchful neutral stance,v32-765063,False,False,True,True,True,True
29,3,central_repair_ring,central_repair_ring:inner repair yard:snap4:watchful neutral stance,v32-923088,True,False,False,False,False,True
30,3,riverbend_roofward,riverbend_roofward:river ford:snap6:watchful neutral stance,v32-801368,True,True,True,True,False,True
31,3,roofward_archive,roofward_archive:glass stair:snap6:watchful neutral stance,v32-775835,False,False,True,True,True,True
32,3,archive_signal,archive_signal:paper lane:snap5:watchful neutral stance,v32-731110,True,False,False,True,False,True
33,3,signal_orchard,signal_orchard:dusk road:snap4:relieved reset stance,v32-676084,True,True,True,True,False,True
34,3,orchard_riverbend,orchard_riverbend:fen track:snap5:watchful neutral stance,v32-764427,False,True,True,True,False,True
35,3,central_repair_ring,central_repair_ring:inner repair yard:snap5:watchful neutral stance,v32-922629,False,False,True,False,False,True
36,3,riverbend_roofward,riverbend_roofward:river ford:snap6:watchful neutral stance,v32-802525,True,False,False,True,False,True
37,3,roofward_archive,roofward_archive:glass stair:snap6:watchful neutral stance,v32-785577,False,False,False,False,False,True
38,3,archive_signal,archive_signal:stone kiosk path:snap6:watchful neutral stance,v32-825172,False,True,True,True,False,True
39,3,signal_orchard,signal_orchard:dusk road:snap5:watchful neutral stance,v32-718733,True,False,True,True,False,True
40,3,orchard_riverbend,orchard_riverbend:fen track:snap5:watchful neutral stance,v32-763559,True,False,False,True,False,True
41,3,central_repair_ring,central_repair_ring:inner repair yard:snap5:watchful neutral stance,v32-915561,False,False,False,False,False,True
42,4,riverbend_roofward,riverbend_roofward:river ford:snap7:watchful neutral stance,v32-803610,False,False,True,True,True,True
43,4,roofward_archive,roofward_archive:glass stair:snap6:watchful neutral stance,v32-784517,True,False,False,True,False,True
44,4,archive_signal,archive_signal:paper lane:snap7:watchful neutral stance,v32-733580,False,True,True,True,False,True
45,4,signal_orchard,signal_orchard:dusk road:snap6:watchful neutral stance,v32-719328,False,False,True,False,False,True
46,4,orchard_riverbend,orchard_riverbend:fen track:snap6:watchful neutral stance,v32-764521,True,False,True,True,False,True
47,4,central_repair_ring,central_repair_ring:inner repair yard:snap5:watchful neutral stance,v32-922066,False,False,False,False,False,True
48,4,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap8:watchful neutral stance,v32-958728,False,True,True,True,False,True
49,4,roofward_archive,roofward_archive:glass stair:snap7:watchful neutral stance,v32-786714,False,False,True,False,False,True
50,4,archive_signal,archive_signal:paper lane:snap7:watchful neutral stance,v32-734799,True,False,False,True,False,True
51,4,signal_orchard,signal_orchard:dusk road:snap6:watchful neutral stance,v32-718912,False,False,False,False,False,True
52,4,orchard_riverbend,orchard_riverbend:market plank route:snap7:watchful neutral stance,v32-908668,False,True,True,True,False,True
53,4,central_repair_ring,central_repair_ring:inner repair yard:snap6:watchful neutral stance,v32-923887,False,False,True,False,False,True
54,4,riverbend_roofward,riverbend_roofward:river ford:snap9:watchful neutral stance,v32-804413,True,True,True,True,False,True
55,4,roofward_archive,roofward_archive:glass stair:snap7:watchful neutral stance,v32-786445,False,False,False,False,False,True
56,5,archive_signal,archive_signal:paper lane:snap8:watchful neutral stance,v32-734855,False,False,True,True,True,True
57,5,signal_orchard,signal_orchard:dusk road:snap6:watchful neutral stance,v32-719749,True,False,False,True,False,True
58,5,orchard_riverbend,orchard_riverbend:fen track:snap8:watchful neutral stance,v32-757571,True,True,True,True,False,True
59,5,central_repair_ring,central_repair_ring:inner repair yard:snap7:watchful neutral stance,v32-923423,False,False,True,False,False,True
60,5,riverbend_roofward,riverbend_roofward:river ford:snap9:watchful neutral stance,v32-804446,True,False,False,True,False,True
61,5,roofward_archive,roofward_archive:glass stair:snap8:relieved reset stance,v32-751104,True,True,True,True,False,True
62,5,archive_signal,archive_signal:stone kiosk path:snap9:watchful neutral stance,v32-826516,False,True,True,True,True,True
63,5,signal_orchard,signal_orchard:dusk road:snap7:watchful neutral stance,v32-710638,False,False,True,False,False,True
64,5,orchard_riverbend,orchard_riverbend:fen track:snap8:watchful neutral stance,v32-756522,True,False,False,True,False,True
65,5,central_repair_ring,central_repair_ring:inner repair yard:snap8:watchful neutral stance,v32-925075,False,False,True,False,False,True
66,5,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap10:watchful neutral stance,v32-967839,False,True,True,True,False,True
67,5,roofward_archive,roofward_archive:glass stair:snap9:watchful neutral stance,v32-786167,True,False,True,True,False,True
68,5,archive_signal,archive_signal:stone kiosk path:snap10:watchful neutral stance,v32-835379,True,True,True,True,False,True
69,5,signal_orchard,signal_orchard:dusk road:snap7:watchful neutral stance,v32-719524,False,False,False,False,False,True
70,6,central_repair_ring,central_repair_ring:inner repair yard:snap9:watchful neutral stance,v32-916090,True,False,True,True,True,True
71,6,riverbend_roofward,riverbend_roofward:river ford:snap11:watchful neutral stance,v32-811143,True,True,True,True,False,True
72,6,roofward_archive,roofward_archive:cool archive lane:snap10:watchful neutral stance,v32-880546,False,True,True,True,False,True
73,6,archive_signal,archive_signal:paper lane:snap11:relieved reset stance,v32-707306,True,True,True,True,False,True
74,6,signal_orchard,signal_orchard:dusk road:snap7:watchful neutral stance,v32-720508,True,False,False,True,False,True
75,6,orchard_riverbend,orchard_riverbend:fen track:snap8:watchful neutral stance,v32-757769,False,False,False,False,False,True
76,6,central_repair_ring,central_repair_ring:outer bell path:snap10:watchful neutral stance,v32-896928,True,True,True,True,False,True
77,6,riverbend_roofward,riverbend_roofward:river ford:snap12:watchful neutral stance,v32-812580,False,False,True,False,False,True
78,6,roofward_archive,roofward_archive:glass stair:snap11:watchful neutral stance,v32-793430,True,True,True,True,False,True
79,6,archive_signal,archive_signal:paper lane:snap12:relieved reset stance,v32-709008,True,True,True,True,False,True
80,6,signal_orchard,signal_orchard:river lantern loop:snap8:watchful neutral stance,v32-860257,False,True,True,True,False,True
81,6,orchard_riverbend,orchard_riverbend:fen track:snap9:watchful neutral stance,v32-756860,False,False,True,False,False,True
82,6,central_repair_ring,central_repair_ring:outer bell path:snap10:watchful neutral stance,v32-900868,True,False,False,True,False,True
83,6,riverbend_roofward,riverbend_roofward:river ford:snap12:watchful neutral stance,v32-813092,False,False,False,False,False,True
84,7,roofward_archive,roofward_archive:glass stair:snap12:watchful neutral stance,v32-792815,False,False,True,True,True,True
85,7,archive_signal,archive_signal:paper lane:snap12:watchful neutral stance,v32-742978,True,False,False,True,False,True
86,7,signal_orchard,signal_orchard:dusk road:snap9:watchful neutral stance,v32-721300,False,True,True,True,False,True
87,7,orchard_riverbend,orchard_riverbend:fen track:snap10:watchful neutral stance,v32-765808,False,False,True,False,False,True
88,7,central_repair_ring,central_repair_ring:inner repair yard:snap11:watchful neutral stance,v32-933187,True,True,True,True,False,True
89,7,riverbend_roofward,riverbend_roofward:river ford:snap12:watchful neutral stance,v32-812857,False,False,False,False,False,True
90,7,roofward_archive,roofward_archive:cool archive lane:snap13:watchful neutral stance,v32-880603,False,True,True,True,False,True
91,7,archive_signal,archive_signal:paper lane:snap13:watchful neutral stance,v32-741307,False,False,True,False,False,True
92,7,signal_orchard,signal_orchard:dusk road:snap9:watchful neutral stance,v32-719531,True,False,False,True,False,True
93,7,orchard_riverbend,orchard_riverbend:fen track:snap10:watchful neutral stance,v32-766470,False,False,False,True,True,True
94,7,central_repair_ring,central_repair_ring:outer bell path:snap12:watchful neutral stance,v32-899114,False,True,True,True,False,True
95,7,riverbend_roofward,riverbend_roofward:river ford:snap13:watchful neutral stance,v32-812855,False,False,True,False,False,True
96,7,roofward_archive,roofward_archive:glass stair:snap14:watchful neutral stance,v32-794397,True,True,True,True,False,True
97,7,archive_signal,archive_signal:paper lane:snap13:watchful neutral stance,v32-741697,False,False,False,False,False,True
98,8,signal_orchard,signal_orchard:dusk road:snap10:watchful neutral stance,v32-728542,True,False,True,True,True,True
99,8,orchard_riverbend,orchard_riverbend:fen track:snap10:watchful neutral stance,v32-767001,True,False,False,True,False,True
100,8,central_repair_ring,central_repair_ring:inner repair yard:snap13:watchful neutral stance,v32-944781,False,True,True,True,False,True
101,8,riverbend_roofward,riverbend_roofward:river ford:snap14:relieved reset stance,v32-788515,True,True,True,True,False,True
102,8,roofward_archive,roofward_archive:glass stair:snap14:watchful neutral stance,v32-804136,True,False,False,True,False,True
103,8,archive_signal,archive_signal:paper lane:snap13:watchful neutral stance,v32-752148,False,False,False,False,False,True
104,8,signal_orchard,signal_orchard:river lantern loop:snap11:watchful neutral stance,v32-878965,True,True,True,True,False,True
105,8,orchard_riverbend,orchard_riverbend:fen track:snap11:watchful neutral stance,v32-777449,False,False,True,False,False,True
106,8,central_repair_ring,central_repair_ring:inner repair yard:snap13:watchful neutral stance,v32-945651,True,False,False,True,False,True
107,8,riverbend_roofward,riverbend_roofward:river ford:snap15:relieved reset stance,v32-788858,True,True,True,True,False,True
108,8,roofward_archive,roofward_archive:cool archive lane:snap15:watchful neutral stance,v32-893173,False,True,True,True,False,True
109,8,archive_signal,archive_signal:paper lane:snap14:watchful neutral stance,v32-752056,False,False,True,False,False,True
110,8,signal_orchard,signal_orchard:dusk road:snap12:watchful neutral stance,v32-736281,True,True,True,True,False,True
111,8,orchard_riverbend,orchard_riverbend:fen track:snap11:watchful neutral stance,v32-776557,False,False,False,False,False,True
112,9,central_repair_ring,central_repair_ring:inner repair yard:snap14:watchful neutral stance,v32-945013,False,False,True,True,True,True
113,9,riverbend_roofward,riverbend_roofward:river ford:snap15:watchful neutral stance,v32-831873,True,False,False,True,False,True
114,9,roofward_archive,roofward_archive:glass stair:snap16:watchful neutral stance,v32-804667,False,True,True,True,False,True
115,9,archive_signal,archive_signal:paper lane:snap15:watchful neutral stance,v32-752354,False,False,True,False,False,True
116,9,signal_orchard,signal_orchard:dusk road:snap12:watchful neutral stance,v32-738811,True,False,False,False,False,True
117,9,orchard_riverbend,orchard_riverbend:fen track:snap11:watchful neutral stance,v32-776324,False,False,False,False,False,True
118,9,central_repair_ring,central_repair_ring:outer bell path:snap15:watchful neutral stance,v32-911209,False,True,True,True,False,True
119,9,riverbend_roofward,riverbend_roofward:river ford:snap16:watchful neutral stance,v32-832378,False,False,True,False,False,True
120,9,roofward_archive,roofward_archive:glass stair:snap16:watchful neutral stance,v32-804222,True,False,False,True,False,True
121,9,archive_signal,archive_signal:paper lane:snap15:watchful neutral stance,v32-751629,False,False,False,False,False,True
122,9,signal_orchard,signal_orchard:river lantern loop:snap13:watchful neutral stance,v32-880330,False,True,True,True,False,True
123,9,orchard_riverbend,orchard_riverbend:fen track:snap12:watchful neutral stance,v32-777722,False,False,True,False,False,True
124,9,central_repair_ring,central_repair_ring:inner repair yard:snap16:watchful neutral stance,v32-946688,True,True,True,True,True,True
125,9,riverbend_roofward,riverbend_roofward:river ford:snap16:watchful neutral stance,v32-831948,False,False,False,False,False,True
126,10,roofward_archive,roofward_archive:glass stair:snap17:watchful neutral stance,v32-805512,True,False,True,True,True,True
127,10,archive_signal,archive_signal:paper lane:snap15:watchful neutral stance,v32-759821,True,False,False,True,False,True
128,10,signal_orchard,signal_orchard:dusk road:snap14:watchful neutral stance,v32-738859,False,True,True,True,False,True
129,10,orchard_riverbend,orchard_riverbend:fen track:snap13:relieved reset stance,v32-744603,True,True,True,True,False,True
130,10,central_repair_ring,central_repair_ring:inner repair yard:snap16:watchful neutral stance,v32-944937,True,False,False,True,False,True
131,10,riverbend_roofward,riverbend_roofward:river ford:snap16:watchful neutral stance,v32-831363,False,False,False,False,False,True
132,10,roofward_archive,roofward_archive:cool archive lane:snap18:watchful neutral stance,v32-900232,True,True,True,True,False,True
133,10,archive_signal,archive_signal:paper lane:snap16:watchful neutral stance,v32-760431,False,False,True,False,False,True
134,10,signal_orchard,signal_orchard:dusk road:snap14:watchful neutral stance,v32-743732,True,False,False,True,False,True
135,10,orchard_riverbend,orchard_riverbend:fen track:snap14:relieved reset stance,v32-742768,True,True,True,True,False,True
136,10,central_repair_ring,central_repair_ring:inner repair yard:snap17:watchful neutral stance,v32-946590,False,True,True,True,False,True
137,10,riverbend_roofward,riverbend_roofward:river ford:snap17:watchful neutral stance,v32-832664,False,False,True,False,False,True
138,10,roofward_archive,roofward_archive:glass stair:snap19:open forward lean,v32-715022,True,True,True,True,False,True
139,10,archive_signal,archive_signal:paper lane:snap16:watchful neutral stance,v32-760363,False,False,False,False,False,True
140,11,signal_orchard,signal_orchard:dusk road:snap15:watchful neutral stance,v32-745873,False,False,True,True,True,True
141,11,orchard_riverbend,orchard_riverbend:fen track:snap14:watchful neutral stance,v32-775934,True,False,False,True,False,True
142,11,central_repair_ring,central_repair_ring:outer bell path:snap18:watchful neutral stance,v32-910987,False,True,True,True,False,True
143,11,riverbend_roofward,riverbend_roofward:river ford:snap18:watchful neutral stance,v32-831558,False,False,True,False,False,True
144,11,roofward_archive,roofward_archive:glass stair:snap19:open forward lean,v32-713832,True,False,False,True,False,True
145,11,archive_signal,archive_signal:paper lane:snap16:watchful neutral stance,v32-759315,False,False,False,False,False,True
146,11,signal_orchard,signal_orchard:river lantern loop:snap16:watchful neutral stance,v32-888316,False,True,True,True,False,True
147,11,orchard_riverbend,orchard_riverbend:fen track:snap15:watchful neutral stance,v32-777854,False,False,True,False,False,True
148,11,central_repair_ring,central_repair_ring:inner repair yard:snap19:watchful neutral stance,v32-953719,True,True,True,True,False,True
149,11,riverbend_roofward,riverbend_roofward:river ford:snap18:watchful neutral stance,v32-831629,False,False,False,False,False,True
150,11,roofward_archive,roofward_archive:cool archive lane:snap20:open forward lean,v32-797655,False,True,True,True,False,True
151,11,archive_signal,archive_signal:paper lane:snap17:watchful neutral stance,v32-759314,False,False,True,False,False,True
152,11,signal_orchard,signal_orchard:dusk road:snap17:watchful neutral stance,v32-744709,True,True,True,True,False,True
153,11,orchard_riverbend,orchard_riverbend:fen track:snap15:watchful neutral stance,v32-777418,False,False,False,False,False,True
154,12,riverbend_roofward,riverbend_roofward:river ford:snap19:watchful neutral stance,v32-831554,False,False,True,True,True,True
155,12,roofward_archive,roofward_archive:glass stair:snap21:watchful neutral stance,v32-813157,True,True,True,True,True,True
156,12,archive_signal,archive_signal:stone kiosk path:snap18:watchful neutral stance,v32-853270,False,True,True,True,False,True
157,12,signal_orchard,signal_orchard:dusk road:snap18:watchful neutral stance,v32-745426,False,False,True,False,False,True
158,12,orchard_riverbend,orchard_riverbend:fen track:snap15:watchful neutral stance,v32-784318,True,False,False,True,False,True
159,12,central_repair_ring,central_repair_ring:inner repair yard:snap19:watchful neutral stance,v32-953727,False,False,False,False,False,True
160,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap20:watchful neutral stance,v32-988411,False,True,True,True,False,True
161,12,roofward_archive,roofward_archive:glass stair:snap22:watchful neutral stance,v32-811120,False,False,True,False,False,True
162,12,archive_signal,archive_signal:paper lane:snap19:open forward lean,v32-662061,True,True,True,True,False,True
163,12,signal_orchard,signal_orchard:dusk road:snap18:watchful neutral stance,v32-745770,False,False,False,False,False,True
164,12,orchard_riverbend,orchard_riverbend:market plank route:snap16:watchful neutral stance,v32-929831,False,True,True,True,False,True
165,12,central_repair_ring,central_repair_ring:inner repair yard:snap20:watchful neutral stance,v32-951736,False,False,True,False,False,True
166,12,riverbend_roofward,riverbend_roofward:river ford:snap21:open forward lean,v32-731182,True,True,True,True,False,True
167,12,roofward_archive,roofward_archive:glass stair:snap22:watchful neutral stance,v32-812617,False,False,False,False,False,True
168,13,archive_signal,archive_signal:paper lane:snap20:open forward lean,v32-664012,False,False,True,True,True,True
169,13,signal_orchard,signal_orchard:dusk road:snap18:watchful neutral stance,v32-745538,True,False,False,True,False,True
170,13,orchard_riverbend,orchard_riverbend:market plank route:snap17:watchful neutral stance,v32-929195,False,True,True,True,False,True
171,13,central_repair_ring,central_repair_ring:inner repair yard:snap21:watchful neutral stance,v32-952257,False,False,True,False,False,True
172,13,riverbend_roofward,riverbend_roofward:river ford:snap21:open forward lean,v32-698870,True,False,False,True,False,True
173,13,roofward_archive,roofward_archive:glass stair:snap23:watchful neutral stance,v32-812776,False,False,True,False,False,True
174,13,archive_signal,archive_signal:stone kiosk path:snap21:open forward lean,v32-753176,False,True,True,True,False,True
175,13,signal_orchard,signal_orchard:dusk road:snap19:watchful neutral stance,v32-747361,True,False,True,True,False,True
176,13,orchard_riverbend,orchard_riverbend:fen track:snap18:watchful neutral stance,v32-793660,True,True,True,True,False,True
177,13,central_repair_ring,central_repair_ring:inner repair yard:snap21:watchful neutral stance,v32-952476,False,False,False,False,False,True
178,13,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap22:open forward lean,v32-848966,True,True,True,True,False,True
179,13,roofward_archive,roofward_archive:glass stair:snap24:watchful neutral stance,v32-813755,False,False,True,False,False,True
180,13,archive_signal,archive_signal:paper lane:snap22:open forward lean,v32-663708,True,True,True,True,False,True
181,13,signal_orchard,signal_orchard:dusk road:snap20:relieved reset stance,v32-713294,True,True,True,True,False,True
182,14,orchard_riverbend,orchard_riverbend:fen track:snap19:watchful neutral stance,v32-794138,False,False,True,True,True,True
183,14,central_repair_ring,central_repair_ring:inner repair yard:snap21:watchful neutral stance,v32-953842,True,False,False,True,False,True
184,14,riverbend_roofward,riverbend_roofward:river ford:snap23:open forward lean,v32-699535,False,True,True,True,False,True
185,14,roofward_archive,roofward_archive:glass stair:snap25:watchful neutral stance,v32-812346,False,False,True,False,False,True
186,14,archive_signal,archive_signal:paper lane:snap23:open forward lean,v32-662735,True,False,True,True,True,True
187,14,signal_orchard,signal_orchard:dusk road:snap20:watchful neutral stance,v32-746215,False,False,False,False,False,True
188,14,orchard_riverbend,orchard_riverbend:market plank route:snap20:watchful neutral stance,v32-936562,False,True,True,True,False,True
189,14,central_repair_ring,central_repair_ring:inner repair yard:snap22:watchful neutral stance,v32-954030,False,False,True,False,False,True
190,14,riverbend_roofward,riverbend_roofward:river ford:snap23:open forward lean,v32-699406,True,False,False,True,False,True
191,14,roofward_archive,roofward_archive:glass stair:snap25:watchful neutral stance,v32-812706,False,False,False,False,False,True
192,14,archive_signal,archive_signal:stone kiosk path:snap24:open forward lean,v32-721257,False,True,True,True,False,True
193,14,signal_orchard,signal_orchard:dusk road:snap21:watchful neutral stance,v32-746821,False,False,True,False,False,True
194,14,orchard_riverbend,orchard_riverbend:fen track:snap21:open forward lean,v32-693304,True,True,True,True,False,True
195,14,central_repair_ring,central_repair_ring:inner repair yard:snap22:watchful neutral stance,v32-953257,False,False,False,False,False,True
196,15,riverbend_roofward,riverbend_roofward:river ford:snap24:open forward lean,v32-724394,False,False,True,True,True,True
197,15,roofward_archive,roofward_archive:glass stair:snap25:watchful neutral stance,v32-815282,True,False,False,True,False,True
198,15,archive_signal,archive_signal:paper lane:snap25:open forward lean,v32-633548,False,True,True,True,False,True
199,15,signal_orchard,signal_orchard:dusk road:snap22:watchful neutral stance,v32-746728,False,False,True,False,False,True
200,15,orchard_riverbend,orchard_riverbend:fen track:snap21:open forward lean,v32-692816,True,False,False,True,False,True
201,15,central_repair_ring,central_repair_ring:inner repair yard:snap22:watchful neutral stance,v32-951510,False,False,False,False,False,True
202,15,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap25:open forward lean,v32-848436,False,True,True,True,False,True
203,15,roofward_archive,roofward_archive:glass stair:snap26:watchful neutral stance,v32-812281,True,False,True,False,False,True
204,15,archive_signal,archive_signal:paper lane:snap25:open forward lean,v32-632604,True,False,False,True,False,True
205,15,signal_orchard,signal_orchard:dusk road:snap23:watchful neutral stance,v32-746373,False,False,True,False,False,True
206,15,orchard_riverbend,orchard_riverbend:market plank route:snap22:open forward lean,v32-833284,True,True,True,True,False,True
207,15,central_repair_ring,central_repair_ring:inner repair yard:snap23:watchful neutral stance,v32-952516,False,False,True,False,False,True
208,15,riverbend_roofward,riverbend_roofward:river ford:snap26:open forward lean,v32-699930,True,True,True,True,False,True
209,15,roofward_archive,roofward_archive:glass stair:snap26:watchful neutral stance,v32-814857,True,False,False,True,False,True
210,16,archive_signal,archive_signal:paper lane:snap26:open forward lean,v32-655684,False,False,True,True,True,True
211,16,signal_orchard,signal_orchard:dusk road:snap23:watchful neutral stance,v32-746240,True,False,False,True,False,True
212,16,orchard_riverbend,orchard_riverbend:fen track:snap23:open forward lean,v32-694653,False,True,True,True,False,True
213,16,central_repair_ring,central_repair_ring:inner repair yard:snap24:watchful neutral stance,v32-952548,False,False,True,False,False,True
214,16,riverbend_roofward,riverbend_roofward:river ford:snap26:open forward lean,v32-699801,True,False,False,True,False,True
215,16,roofward_archive,roofward_archive:glass stair:snap26:watchful neutral stance,v32-813014,False,False,False,False,False,True
216,16,archive_signal,archive_signal:stone kiosk path:snap27:open forward lean,v32-721515,False,True,True,True,False,True
217,16,signal_orchard,signal_orchard:dusk road:snap24:watchful neutral stance,v32-745067,False,False,True,True,True,True
218,16,orchard_riverbend,orchard_riverbend:fen track:snap24:open forward lean,v32-695323,True,False,True,True,False,True
219,16,central_repair_ring,central_repair_ring:inner repair yard:snap24:watchful neutral stance,v32-953746,False,False,False,False,False,True
220,16,riverbend_roofward,riverbend_roofward:orchard ridge detour:snap27:open forward lean,v32-849012,False,True,True,True,False,True
221,16,roofward_archive,roofward_archive:glass stair:snap27:watchful neutral stance,v32-813644,False,False,True,False,False,True
222,16,archive_signal,archive_signal:paper lane:snap28:open forward lean,v32-633103,True,True,True,True,False,True
223,16,signal_orchard,signal_orchard:dusk road:snap24:watchful neutral stance,v32-747089,False,False,False,False,False,True
224,17,orchard_riverbend,orchard_riverbend:fen track:snap25:open forward lean,v32-694858,False,False,True,True,True,True
225,17,central_repair_ring,central_repair_ring:inner repair yard:snap25:watchful neutral stance,v32-953769,True,False,True,True,False,True
226,17,riverbend_roofward,riverbend_roofward:river ford:snap28:open forward lean,v32-700321,False,True,True,True,False,True
227,17,roofward_archive,roofward_archive:glass stair:snap28:watchful neutral stance,v32-781244,False,False,True,False,False,True
228,17,archive_signal,archive_signal:paper lane:snap28:open forward lean,v32-633790,True,False,False,True,False,True
229,17,signal_orchard,signal_orchard:dusk road:snap24:watchful neutral stance,v32-747025,False,False,False,False,False,True
230,17,orchard_riverbend,orchard_riverbend:market plank route:snap26:open forward lean,v32-833677,False,True,True,True,False,True
231,17,central_repair_ring,central_repair_ring:inner repair yard:snap26:watchful neutral stance,v32-955278,True,False,True,True,False,True
232,17,riverbend_roofward,riverbend_roofward:river ford:snap28:open forward lean,v32-716110,True,False,False,False,False,True
233,17,roofward_archive,roofward_archive:glass stair:snap28:watchful neutral stance,v32-806088,False,False,False,False,False,True
234,17,archive_signal,archive_signal:stone kiosk path:snap29:open forward lean,v32-722206,True,True,True,True,False,True
235,17,signal_orchard,signal_orchard:dusk road:snap25:watchful neutral stance,v32-745803,False,False,True,False,False,True
236,17,orchard_riverbend,orchard_riverbend:fen track:snap27:open forward lean,v32-694036,True,True,True,True,False,True
237,17,central_repair_ring,central_repair_ring:inner repair yard:snap27:relieved reset stance,v32-916762,True,True,True,True,False,True
238,18,roofward_archive,roofward_archive:glass stair:snap29:open forward lean,v32-707710,False,False,True,True,True,True
239,18,archive_signal,archive_signal:paper lane:snap30:watchful neutral stance,v32-728856,True,True,True,True,False,True
240,18,signal_orchard,signal_orchard:river lantern loop:snap26:open forward lean,v32-786506,True,True,True,True,False,True
241,18,orchard_riverbend,orchard_riverbend:fen track:snap28:watchful neutral stance,v32-793432,False,False,True,False,False,True
242,18,central_repair_ring,central_repair_ring:inner repair yard:snap27:open forward lean,v32-849055,True,False,False,True,False,True
243,18,riverbend_roofward,riverbend_roofward:river ford:snap29:relieved reset stance,v32-763933,True,True,True,True,False,True
244,18,roofward_archive,roofward_archive:cool archive lane:snap30:open forward lean,v32-764118,False,True,True,True,False,True
245,18,archive_signal,archive_signal:paper lane:snap31:watchful neutral stance,v32-753340,False,False,True,False,False,True
246,18,signal_orchard,signal_orchard:river lantern loop:snap26:open forward lean,v32-787985,True,False,False,True,False,True
247,18,orchard_riverbend,orchard_riverbend:fen track:snap28:watchful neutral stance,v32-793356,False,False,False,False,False,True
248,18,central_repair_ring,central_repair_ring:outer bell path:snap28:open forward lean,v32-818049,False,True,True,True,True,True
249,18,riverbend_roofward,riverbend_roofward:river ford:snap30:watchful neutral stance,v32-798263,True,False,True,True,False,True
250,18,roofward_archive,roofward_archive:glass stair:snap31:open forward lean,v32-682888,True,True,True,True,False,True
