event_id,week,day,source_household,target_household,contact_kind,contact_strength,trust_path,boundary_friction,welfare_context,vibration_hz,flower_phase_deg
70,2,6,Quietledger,Rainloft,weather_warning,0.483619,0.4984,0.45,careful_contact,2.154343,6.59348
71,2,6,Orchardring,Hearthnest,avatar_story,0.461201,0.5128,0.4464,careful_contact,2.434862,151.661244
72,2,6,Rainloft,Routehall,boundary_warning,0.46542,0.4184,0.444,careful_contact,2.217596,283.079008
73,3,1,Hearthnest,Orchardring,teaching_circle,0.612223,0.7528,0.0932,ordinary_exchange,2.427635,93.786772
74,3,1,Routehall,Rainloft,shared_meal,0.606484,0.7384,0.11,recovery_contact,2.205178,228.354536
75,3,1,Marketroof,Hearthnest,trade_visit,0.622972,0.7512,0.1064,ordinary_exchange,2.44552,12.1623
76,3,1,Quietledger,Routehall,repair_aid,0.626251,0.7416,0.104,ordinary_exchange,2.149048,140.640064
77,3,1,Orchardring,Marketroof,teaching_circle,0.631603,0.7512,0.0956,ordinary_exchange,2.466218,285.707828
78,3,1,Rainloft,Quietledger,shared_meal,0.645745,0.7384,0.1148,recovery_contact,2.092543,57.125592
79,3,2,Hearthnest,Rainloft,repair_aid,0.656114,0.7384,0.11,ordinary_exchange,2.213567,198.833356
80,3,2,Routehall,Hearthnest,teaching_circle,0.655317,0.7464,0.1064,ordinary_exchange,2.229847,333.40112
81,3,2,Marketroof,Routehall,shared_meal,0.656566,0.7464,0.104,recovery_contact,2.29693,117.208884
82,3,2,Quietledger,Marketroof,trade_visit,0.659728,0.7416,0.0956,ordinary_exchange,2.220333,245.686648
83,3,2,Orchardring,Quietledger,repair_aid,0.668396,0.7416,0.1148,ordinary_exchange,2.175515,30.754412
84,3,2,Rainloft,Orchardring,teaching_circle,0.67412,0.7384,0.0932,ordinary_exchange,2.20287,162.172176
85,3,3,Hearthnest,Routehall,trade_visit,0.660494,0.7464,0.104,ordinary_exchange,2.182702,303.87994
86,3,3,Routehall,Marketroof,repair_aid,0.649033,0.7464,0.0956,ordinary_exchange,2.260217,78.447704
87,3,3,Marketroof,Quietledger,teaching_circle,0.667681,0.7416,0.1148,ordinary_exchange,2.195514,222.255468
88,3,3,Quietledger,Orchardring,shared_meal,0.667646,0.7416,0.0932,recovery_contact,2.163581,350.733232
89,3,3,Orchardring,Rainloft,trade_visit,0.636963,0.7384,0.11,ordinary_exchange,2.204296,135.800996
90,3,3,Rainloft,Hearthnest,repair_aid,0.643155,0.7384,0.1064,ordinary_exchange,2.167431,267.21876
91,3,4,Hearthnest,Routehall,shared_meal,0.635984,0.7464,0.104,recovery_contact,2.207662,48.926524
92,3,4,Routehall,Marketroof,trade_visit,0.620684,0.7464,0.0956,ordinary_exchange,2.29958,183.494288
93,3,4,Marketroof,Quietledger,repair_aid,0.636332,0.7416,0.1148,ordinary_exchange,2.247712,327.302052
94,3,4,Quietledger,Orchardring,teaching_circle,0.627644,0.7416,0.0932,ordinary_exchange,2.226533,95.779816
95,3,4,Orchardring,Rainloft,shared_meal,0.624081,0.7384,0.11,recovery_contact,2.275491,240.84758
96,3,4,Rainloft,Hearthnest,trade_visit,0.61247,0.7384,0.1064,ordinary_exchange,2.244032,12.265344
97,3,5,Hearthnest,Marketroof,teaching_circle,0.599482,0.7512,0.0956,ordinary_exchange,2.436615,153.973108
98,3,5,Routehall,Quietledger,shared_meal,0.592477,0.7416,0.1148,recovery_contact,2.162737,288.540872
99,3,5,Marketroof,Orchardring,trade_visit,0.585819,0.7512,0.0932,ordinary_exchange,2.501957,72.348636
100,3,5,Quietledger,Rainloft,repair_aid,0.601752,0.7384,0.11,ordinary_exchange,2.148906,200.8264
101,3,5,Orchardring,Hearthnest,teaching_circle,0.573389,0.7528,0.1064,ordinary_exchange,2.433307,345.894164
102,3,5,Rainloft,Routehall,shared_meal,0.593608,0.7384,0.104,recovery_contact,2.219986,117.311928
103,3,6,Hearthnest,Quietledger,repair_aid,0.57683,0.7416,0.1148,ordinary_exchange,2.253873,259.019692
104,3,6,Routehall,Orchardring,teaching_circle,0.573975,0.7464,0.0932,ordinary_exchange,2.360016,33.587456
105,3,6,Marketroof,Rainloft,shared_meal,0.589309,0.7384,0.11,recovery_contact,2.358566,177.39522
106,3,6,Quietledger,Hearthnest,trade_visit,0.578919,0.7416,0.1064,ordinary_exchange,2.234781,305.872984
107,3,6,Orchardring,Routehall,repair_aid,0.595195,0.7464,0.104,ordinary_exchange,2.334012,90.940748
108,3,6,Rainloft,Marketroof,teaching_circle,0.587145,0.7384,0.0956,ordinary_exchange,2.326688,222.358512
109,4,1,Hearthnest,Rainloft,ritual_guest,0.592238,0.7384,0.11,recovery_contact,2.233299,33.066276
110,4,1,Routehall,Hearthnest,weather_warning,0.469555,0.5064,0.4464,careful_contact,2.24938,167.63404
111,4,1,Marketroof,Routehall,avatar_story,0.485206,0.5064,0.444,careful_contact,2.315486,311.441804
112,4,1,Quietledger,Marketroof,boundary_warning,0.479384,0.4216,0.4356,careful_contact,2.237171,79.919568
113,4,1,Orchardring,Quietledger,ritual_guest,0.61746,0.7416,0.1148,recovery_contact,2.189965,224.987332
114,4,1,Rainloft,Orchardring,weather_warning,0.505155,0.4984,0.4332,careful_contact,2.214355,356.405096
115,4,2,Hearthnest,Routehall,boundary_warning,0.502145,0.4264,0.444,careful_contact,2.190765,138.11286
116,4,2,Routehall,Marketroof,ritual_guest,0.64268,0.7464,0.0956,recovery_contact,2.264535,272.680624
117,4,2,Marketroof,Quietledger,weather_warning,0.528401,0.5016,0.4548,careful_contact,2.195916,56.488388
118,4,2,Quietledger,Orchardring,avatar_story,0.525986,0.5016,0.4332,careful_contact,2.160051,184.966152
119,4,2,Orchardring,Rainloft,boundary_warning,0.544861,0.4184,0.45,careful_contact,2.196974,330.033916
120,4,2,Rainloft,Hearthnest,ritual_guest,0.663633,0.7384,0.1064,recovery_contact,2.15661,101.45168
121,4,3,Hearthnest,Routehall,avatar_story,0.536526,0.5064,0.444,careful_contact,2.193772,243.159444
122,4,3,Routehall,Marketroof,boundary_warning,0.55221,0.4264,0.4356,careful_contact,2.283176,17.727208
123,4,3,Marketroof,Quietledger,ritual_guest,0.66896,0.7416,0.1148,recovery_contact,2.229447,161.534972
124,4,3,Quietledger,Orchardring,weather_warning,0.523896,0.5016,0.4332,careful_contact,2.207136,290.012736
125,4,3,Orchardring,Rainloft,avatar_story,0.550869,0.4984,0.45,careful_contact,2.255735,75.0805
126,4,3,Rainloft,Hearthnest,boundary_warning,0.543637,0.4184,0.4464,careful_contact,2.224705,206.498264
127,4,4,Hearthnest,Marketroof,weather_warning,0.518854,0.5112,0.4356,careful_contact,2.418486,348.206028
128,4,4,Routehall,Quietledger,avatar_story,0.528493,0.5016,0.4548,careful_contact,2.146531,122.773792
129,4,4,Marketroof,Orchardring,boundary_warning,0.509011,0.4312,0.4332,careful_contact,2.488318,266.581556
130,4,4,Quietledger,Rainloft,ritual_guest,0.640202,0.7384,0.11,recovery_contact,2.138379,35.05932
131,4,4,Orchardring,Hearthnest,weather_warning,0.493673,0.5128,0.4464,careful_contact,2.426312,180.127084
132,4,4,Rainloft,Routehall,avatar_story,0.488131,0.4984,0.444,careful_contact,2.2168,311.544848
133,4,5,Hearthnest,Quietledger,ritual_guest,0.624367,0.7416,0.1148,recovery_contact,2.254625,93.252612
134,4,5,Routehall,Orchardring,weather_warning,0.498269,0.5064,0.4332,careful_contact,2.364675,227.820376
135,4,5,Marketroof,Rainloft,avatar_story,0.483791,0.4984,0.45,careful_contact,2.366946,11.62814
136,4,5,Quietledger,Hearthnest,boundary_warning,0.482254,0.4216,0.4464,careful_contact,2.246549,140.105904
137,4,5,Orchardring,Routehall,ritual_guest,0.595176,0.7464,0.104,recovery_contact,2.348698,285.173668
138,4,5,Rainloft,Marketroof,weather_warning,0.467939,0.4984,0.4356,careful_contact,2.343706,56.591432
139,4,6,Hearthnest,Orchardring,boundary_warning,0.473447,0.4328,0.4332,careful_contact,2.396972,198.299196
140,4,6,Routehall,Rainloft,ritual_guest,0.577484,0.7384,0.11,recovery_contact,2.168963,332.86696
141,4,6,Marketroof,Hearthnest,weather_warning,0.465428,0.5112,0.4464,careful_contact,2.405199,116.674724
142,4,6,Quietledger,Routehall,avatar_story,0.449112,0.5016,0.444,careful_contact,2.106227,245.152488
143,4,6,Orchardring,Marketroof,boundary_warning,0.455035,0.4312,0.4356,careful_contact,2.422604,30.220252
144,4,6,Rainloft,Quietledger,ritual_guest,0.574335,0.7384,0.1148,recovery_contact,2.049875,161.638016
145,5,1,Hearthnest,Routehall,shared_meal,0.5892,0.7464,0.104,recovery_contact,2.203546,332.34578
146,5,1,Routehall,Marketroof,trade_visit,0.586225,0.7464,0.0956,ordinary_exchange,2.274068,106.913544
147,5,1,Marketroof,Quietledger,repair_aid,0.609567,0.7416,0.1148,ordinary_exchange,2.201821,250.721308
148,5,1,Quietledger,Orchardring,teaching_circle,0.595494,0.7416,0.0932,ordinary_exchange,2.162093,19.199072
149,5,1,Orchardring,Rainloft,shared_meal,0.619719,0.7384,0.11,recovery_contact,2.195071,164.266836
150,5,1,Rainloft,Hearthnest,trade_visit,0.617433,0.7384,0.1064,ordinary_exchange,2.150838,295.6846
151,5,2,Hearthnest,Routehall,teaching_circle,0.609896,0.7464,0.104,ordinary_exchange,2.184362,77.392364
152,5,2,Routehall,Marketroof,shared_meal,0.635227,0.7464,0.0956,recovery_contact,2.270502,211.960128
153,5,2,Marketroof,Quietledger,trade_visit,0.629553,0.7416,0.1148,ordinary_exchange,2.214015,355.767892
154,5,2,Quietledger,Orchardring,repair_aid,0.650498,0.7416,0.0932,ordinary_exchange,2.18956,124.245656
155,5,2,Orchardring,Rainloft,teaching_circle,0.641293,0.7384,0.11,ordinary_exchange,2.236717,269.31342
156,5,2,Rainloft,Hearthnest,shared_meal,0.655826,0.7384,0.1064,recovery_contact,2.205002,40.731184
157,5,3,Hearthnest,Marketroof,repair_aid,0.648955,0.7512,0.0956,ordinary_exchange,2.398885,182.438948
158,5,3,Routehall,Quietledger,teaching_circle,0.647137,0.7416,0.1148,ordinary_exchange,2.127813,317.006712
159,5,3,Marketroof,Orchardring,shared_meal,0.673012,0.7512,0.0932,recovery_contact,2.471229,100.814476
160,5,3,Quietledger,Rainloft,trade_visit,0.661539,0.7384,0.11,ordinary_exchange,2.1236,229.29224
161,5,3,Orchardring,Hearthnest,repair_aid,0.644673,0.7528,0.1064,ordinary_exchange,2.414432,14.360004
162,5,3,Rainloft,Routehall,teaching_circle,0.673059,0.7384,0.104,ordinary_exchange,2.208293,145.777768
163,5,4,Hearthnest,Quietledger,trade_visit,0.649351,0.7416,0.1148,ordinary_exchange,2.249831,287.485532
164,5,4,Routehall,Orchardring,repair_aid,0.661761,0.7464,0.0932,ordinary_exchange,2.363783,62.053296
165,5,4,Marketroof,Rainloft,teaching_circle,0.652075,0.7384,0.11,ordinary_exchange,2.369994,205.86106
166,5,4,Quietledger,Hearthnest,shared_meal,0.630012,0.7416,0.1064,recovery_contact,2.253414,334.338824
167,5,4,Orchardring,Routehall,trade_visit,0.623305,0.7464,0.104,ordinary_exchange,2.359107,119.406588
168,5,4,Rainloft,Marketroof,repair_aid,0.636687,0.7384,0.0956,ordinary_exchange,2.357244,250.824352
169,5,5,Hearthnest,Orchardring,shared_meal,0.637038,0.7528,0.0932,recovery_contact,2.413098,32.532116
170,5,5,Routehall,Rainloft,trade_visit,0.607502,0.7384,0.11,ordinary_exchange,2.187036,167.09988
171,5,5,Marketroof,Hearthnest,repair_aid,0.600281,0.7512,0.1064,ordinary_exchange,2.424497,310.907644
172,5,5,Quietledger,Routehall,teaching_circle,0.602101,0.7416,0.104,ordinary_exchange,2.125981,79.385408
173,5,5,Orchardring,Marketroof,shared_meal,0.603277,0.7512,0.0956,recovery_contact,2.442027,224.453172
174,5,5,Rainloft,Quietledger,trade_visit,0.592763,0.7384,0.1148,ordinary_exchange,2.068192,355.870936
175,5,6,Hearthnest,Rainloft,teaching_circle,0.591604,0.7384,0.11,ordinary_exchange,2.190027,137.5787
176,5,6,Routehall,Hearthnest,shared_meal,0.589662,0.7464,0.1064,recovery_contact,2.208057,272.146464
177,5,6,Marketroof,Routehall,trade_visit,0.576134,0.7464,0.104,ordinary_exchange,2.277759,55.954228
178,5,6,Quietledger,Marketroof,repair_aid,0.59104,0.7416,0.0956,ordinary_exchange,2.204544,184.431992
179,5,6,Orchardring,Quietledger,teaching_circle,0.572501,0.7416,0.1148,ordinary_exchange,2.163739,329.499756
180,5,6,Rainloft,Orchardring,shared_meal,0.586366,0.7384,0.0932,recovery_contact,2.195575,100.91752
181,6,1,Hearthnest,Routehall,weather_warning,0.44937,0.5064,0.444,careful_contact,2.18018,271.625284
182,6,1,Routehall,Marketroof,avatar_story,0.471379,0.5064,0.4356,careful_contact,2.262568,46.193048
183,6,1,Marketroof,Quietledger,boundary_warning,0.473932,0.4216,0.4548,careful_contact,2.202644,190.000812
184,6,1,Quietledger,Orchardring,ritual_guest,0.589231,0.7416,0.0932,recovery_contact,2.175206,318.478576
185,6,1,Orchardring,Rainloft,weather_warning,0.485175,0.4984,0.45,careful_contact,2.219952,103.54634
186,6,1,Rainloft,Hearthnest,avatar_story,0.495182,0.4984,0.4464,careful_contact,2.186495,234.964104
187,6,2,Hearthnest,Marketroof,ritual_guest,0.600335,0.7512,0.0956,recovery_contact,2.379373,16.671868
188,6,2,Routehall,Quietledger,weather_warning,0.491916,0.5016,0.4548,careful_contact,2.108074,151.239632
189,6,2,Marketroof,Orchardring,avatar_story,0.503158,0.5112,0.4332,careful_contact,2.45205,295.047396
190,6,2,Quietledger,Rainloft,boundary_warning,0.511587,0.4184,0.45,careful_contact,2.105746,63.52516
191,6,2,Orchardring,Hearthnest,ritual_guest,0.625386,0.7528,0.1064,recovery_contact,2.398614,208.592924
192,6,2,Rainloft,Routehall,weather_warning,0.507395,0.4984,0.444,careful_contact,2.195143,340.010688
193,6,3,Hearthnest,Quietledger,boundary_warning,0.516628,0.4216,0.4548,careful_contact,2.239872,121.718452
194,6,3,Routehall,Orchardring,ritual_guest,0.637328,0.7464,0.0932,recovery_contact,2.357413,256.286216
195,6,3,Marketroof,Rainloft,weather_warning,0.53683,0.4984,0.45,careful_contact,2.367466,40.09398
196,6,3,Quietledger,Hearthnest,avatar_story,0.537907,0.5016,0.4464,careful_contact,2.254829,168.571744
197,6,3,Orchardring,Routehall,boundary_warning,0.531706,0.4264,0.444,careful_contact,2.364408,313.639508
198,6,3,Rainloft,Marketroof,ritual_guest,0.674427,0.7384,0.0956,recovery_contact,2.366221,85.057272
199,6,4,Hearthnest,Orchardring,avatar_story,0.532879,0.5128,0.4332,careful_contact,2.425393,226.765036
200,6,4,Routehall,Rainloft,boundary_warning,0.530388,0.4184,0.45,careful_contact,2.202158,1.3328
201,6,4,Marketroof,Hearthnest,ritual_guest,0.669302,0.7512,0.1064,recovery_contact,2.441843,145.140564
202,6,4,Quietledger,Routehall,weather_warning,0.522008,0.5016,0.444,careful_contact,2.14486,273.618328
203,6,4,Orchardring,Marketroof,avatar_story,0.535188,0.5112,0.4356,careful_contact,2.461687,58.686092
204,6,4,Rainloft,Quietledger,boundary_warning,0.511543,0.4184,0.4548,careful_contact,2.087849,190.103856
205,6,5,Hearthnest,Rainloft,weather_warning,0.502784,0.4984,0.45,careful_contact,2.208896,331.81162
206,6,5,Routehall,Hearthnest,avatar_story,0.519779,0.5064,0.4464,careful_contact,2.225387,106.379384
207,6,5,Marketroof,Routehall,boundary_warning,0.491072,0.4264,0.444,careful_contact,2.292859,250.187148
208,6,5,Quietledger,Marketroof,ritual_guest,0.60655,0.7416,0.0956,recovery_contact,2.216811,18.664912
209,6,5,Orchardring,Quietledger,weather_warning,0.490833,0.5016,0.4548,careful_contact,2.172685,163.732676
210,6,5,Rainloft,Orchardring,avatar_story,0.496484,0.4984,0.4332,careful_contact,2.200843,295.15044
211,6,6,Hearthnest,Routehall,ritual_guest,0.584744,0.7464,0.104,recovery_contact,2.18156,76.858204
212,6,6,Routehall,Marketroof,weather_warning,0.476391,0.5064,0.4356,careful_contact,2.260005,211.425968
213,6,6,Marketroof,Quietledger,avatar_story,0.458636,0.5016,0.4548,careful_contact,2.19624,355.233732
214,6,6,Quietledger,Orchardring,boundary_warning,0.472618,0.4216,0.4332,careful_contact,2.165216,123.711496
215,6,6,Orchardring,Rainloft,ritual_guest,0.581526,0.7384,0.11,recovery_contact,2.206776,268.77926
216,6,6,Rainloft,Hearthnest,weather_warning,0.463636,0.4984,0.4464,careful_contact,2.170656,40.197024
217,7,1,Hearthnest,Marketroof,trade_visit,0.585856,0.7512,0.0956,ordinary_exchange,2.361504,210.904788
218,7,1,Routehall,Quietledger,repair_aid,0.587584,0.7416,0.1148,ordinary_exchange,2.088886,345.472552
219,7,1,Marketroof,Orchardring,teaching_circle,0.583411,0.7512,0.0932,ordinary_exchange,2.43231,129.280316
220,7,1,Quietledger,Rainloft,shared_meal,0.576588,0.7384,0.11,recovery_contact,2.086239,257.75808
221,7,1,Orchardring,Hearthnest,trade_visit,0.597935,0.7528,0.1064,ordinary_exchange,2.380119,42.825844
222,7,1,Rainloft,Routehall,repair_aid,0.595125,0.7384,0.104,ordinary_exchange,2.178396,174.243608
223,7,2,Hearthnest,Quietledger,shared_meal,0.600956,0.7416,0.1148,recovery_contact,2.225541,315.951372
224,7,2,Routehall,Orchardring,trade_visit,0.608743,0.7464,0.0932,ordinary_exchange,2.34607,90.519136
225,7,2,Marketroof,Rainloft,repair_aid,0.625371,0.7384,0.11,ordinary_exchange,2.359563,234.3269
226,7,2,Quietledger,Hearthnest,teaching_circle,0.624772,0.7416,0.1064,ordinary_exchange,2.250682,2.804664
227,7,2,Orchardring,Routehall,shared_meal,0.635732,0.7464,0.104,recovery_contact,2.364181,147.872428
228,7,2,Rainloft,Marketroof,trade_visit,0.625246,0.7384,0.0956,ordinary_exchange,2.369923,279.290192
229,7,3,Hearthnest,Orchardring,teaching_circle,0.636026,0.7528,0.0932,ordinary_exchange,2.432877,60.997956
230,7,3,Routehall,Rainloft,shared_meal,0.632326,0.7384,0.11,recovery_contact,2.213125,195.56572
231,7,3,Marketroof,Hearthnest,trade_visit,0.660929,0.7512,0.1064,ordinary_exchange,2.455857,339.373484
232,7,3,Quietledger,Routehall,repair_aid,0.658061,0.7416,0.104,ordinary_exchange,2.161361,107.851248
233,7,3,Orchardring,Marketroof,teaching_circle,0.668831,0.7512,0.0956,ordinary_exchange,2.480018,252.919012
234,7,3,Rainloft,Quietledger,shared_meal,0.672203,0.7384,0.1148,recovery_contact,2.107278,24.336776
235,7,4,Hearthnest,Rainloft,repair_aid,0.674714,0.7384,0.11,ordinary_exchange,2.22865,166.04454
236,7,4,Routehall,Hearthnest,teaching_circle,0.658339,0.7464,0.1064,ordinary_exchange,2.244677,300.612304
237,7,4,Marketroof,Routehall,shared_meal,0.65613,0.7464,0.104,recovery_contact,2.310917,84.420068
238,7,4,Quietledger,Marketroof,trade_visit,0.66832,0.7416,0.0956,ordinary_exchange,2.232917,212.897832
239,7,4,Orchardring,Quietledger,repair_aid,0.640285,0.7416,0.1148,ordinary_exchange,2.186197,357.965596
240,7,4,Rainloft,Orchardring,teaching_circle,0.638645,0.7384,0.0932,ordinary_exchange,2.211222,129.38336
241,7,5,Hearthnest,Routehall,trade_visit,0.64368,0.7464,0.104,ordinary_exchange,2.188392,271.091124
242,7,5,Routehall,Marketroof,repair_aid,0.62952,0.7464,0.0956,ordinary_exchange,2.263017,45.658888
243,7,5,Marketroof,Quietledger,teaching_circle,0.622508,0.7416,0.1148,ordinary_exchange,2.195314,189.466652
244,7,5,Quietledger,Orchardring,shared_meal,0.612215,0.7416,0.0932,recovery_contact,2.160388,317.944416
245,7,5,Orchardring,Rainloft,trade_visit,0.610206,0.7384,0.11,ordinary_exchange,2.198237,103.01218
