epoch_id,simulated_year,origin_id,destination_id,trade_good,route_age_years,route_reliability,conflict_risk,weather_risk,reciprocal_obligation,route_visible_on_map,bounded_trade
58,55,lichen_bridge,moss_ward,lichen soup,30,0.513642,0.210988,0.231176,0.415041,True,True
59,55,orchid_engine,cinder_garden,valve keys,30,0.512224,0.231529,0.267059,0.414893,True,True
60,60,moss_ward,glass_harbor,jar seals,35,0.532856,0.149906,0.219412,0.435481,True,True
61,60,glass_harbor,orchid_engine,lantern lenses,35,0.531439,0.170447,0.255294,0.435333,True,True
62,60,cinder_garden,lichen_bridge,cool bowls,35,0.530022,0.190988,0.231176,0.435185,True,True
63,60,lichen_bridge,cinder_garden,rope kits,35,0.528604,0.211529,0.267059,0.435037,True,True
64,60,orchid_engine,glass_harbor,steam tea,35,0.527187,0.232071,0.242941,0.434889,True,True
65,65,moss_ward,lichen_bridge,dry cloaks,35,0.532819,0.150447,0.255294,0.435477,True,True
66,65,glass_harbor,moss_ward,salt tea,35,0.531402,0.170988,0.231176,0.435329,True,True
67,65,cinder_garden,orchid_engine,seed meal,35,0.529984,0.191529,0.267059,0.435181,True,True
68,65,lichen_bridge,moss_ward,lichen soup,35,0.528567,0.212071,0.242941,0.435033,True,True
69,65,orchid_engine,cinder_garden,valve keys,35,0.52715,0.232612,0.278824,0.434885,True,True
70,70,moss_ward,glass_harbor,jar seals,40,0.547782,0.150988,0.231176,0.455473,True,True
71,70,glass_harbor,orchid_engine,lantern lenses,40,0.546364,0.171529,0.267059,0.455325,True,True
72,70,cinder_garden,lichen_bridge,cool bowls,40,0.544947,0.192071,0.242941,0.455177,True,True
73,70,lichen_bridge,cinder_garden,rope kits,40,0.54353,0.212612,0.278824,0.455029,True,True
74,70,orchid_engine,glass_harbor,steam tea,40,0.542112,0.233153,0.254706,0.454881,True,True
75,75,moss_ward,lichen_bridge,root cakes,40,0.546964,0.171529,0.267059,0.455805,True,True
76,75,glass_harbor,moss_ward,lantern lenses,40,0.545547,0.192071,0.242941,0.455657,True,True
77,75,cinder_garden,orchid_engine,shade poles,40,0.54413,0.212612,0.278824,0.455509,True,True
78,75,lichen_bridge,moss_ward,rope kits,40,0.542712,0.233153,0.254706,0.455361,True,True
79,75,orchid_engine,cinder_garden,orchid lamps,40,0.541295,0.253694,0.290588,0.455213,True,True
80,80,moss_ward,glass_harbor,dry cloaks,45,0.561927,0.172071,0.242941,0.475801,True,True
81,80,glass_harbor,orchid_engine,kelp cord,45,0.56051,0.192612,0.278824,0.475653,True,True
82,80,cinder_garden,lichen_bridge,seed meal,45,0.559092,0.213153,0.254706,0.475505,True,True
83,80,lichen_bridge,cinder_garden,signal bells,45,0.557675,0.233694,0.290588,0.475357,True,True
84,80,orchid_engine,glass_harbor,valve keys,45,0.556258,0.254235,0.266471,0.47521,True,True
85,85,moss_ward,lichen_bridge,root cakes,45,0.56189,0.172612,0.278824,0.475797,True,True
86,85,glass_harbor,moss_ward,lantern lenses,45,0.560472,0.193153,0.254706,0.475649,True,True
87,85,cinder_garden,orchid_engine,shade poles,45,0.559055,0.213694,0.290588,0.475501,True,True
88,85,lichen_bridge,moss_ward,rope kits,45,0.557638,0.234235,0.266471,0.475354,True,True
89,85,orchid_engine,cinder_garden,orchid lamps,45,0.55622,0.254776,0.302353,0.475206,True,True
90,90,moss_ward,glass_harbor,dry cloaks,50,0.576852,0.173153,0.254706,0.495793,True,True
91,90,glass_harbor,orchid_engine,kelp cord,50,0.575435,0.193694,0.290588,0.495645,True,True
92,90,cinder_garden,lichen_bridge,seed meal,50,0.574018,0.214235,0.266471,0.495498,True,True
93,90,lichen_bridge,cinder_garden,signal bells,50,0.5726,0.234776,0.302353,0.49535,True,True
94,90,orchid_engine,glass_harbor,valve keys,50,0.571183,0.255318,0.278235,0.495202,True,True
95,95,moss_ward,lichen_bridge,root cakes,50,0.576815,0.173694,0.290588,0.495789,True,True
96,95,glass_harbor,moss_ward,lantern lenses,50,0.575398,0.194235,0.266471,0.495642,True,True
97,95,cinder_garden,orchid_engine,shade poles,50,0.57398,0.214776,0.302353,0.495494,True,True
98,95,lichen_bridge,moss_ward,rope kits,50,0.572563,0.235318,0.278235,0.495346,True,True
99,95,orchid_engine,cinder_garden,orchid lamps,50,0.571146,0.255859,0.314118,0.495198,True,True
100,100,moss_ward,glass_harbor,root cakes,55,0.590998,0.194235,0.266471,0.516122,True,True
101,100,glass_harbor,orchid_engine,salt tea,55,0.58958,0.214776,0.302353,0.515974,True,True
102,100,cinder_garden,lichen_bridge,shade poles,55,0.588163,0.235318,0.278235,0.515826,True,True
103,100,lichen_bridge,cinder_garden,lichen soup,55,0.586746,0.255859,0.314118,0.515678,True,True
104,100,orchid_engine,glass_harbor,orchid lamps,55,0.585963,0.2672,0.19,0.515596,True,True
105,105,moss_ward,lichen_bridge,jar seals,55,0.59096,0.194776,0.302353,0.516118,True,True
106,105,glass_harbor,moss_ward,kelp cord,55,0.589543,0.215318,0.278235,0.51597,True,True
107,105,cinder_garden,orchid_engine,cool bowls,55,0.588126,0.235859,0.314118,0.515822,True,True
108,105,lichen_bridge,moss_ward,signal bells,55,0.587343,0.2472,0.19,0.51574,True,True
109,105,orchid_engine,cinder_garden,steam tea,55,0.585926,0.267741,0.225882,0.515592,True,True
110,110,moss_ward,glass_harbor,root cakes,60,0.605923,0.195318,0.278235,0.536114,True,True
111,110,glass_harbor,orchid_engine,salt tea,60,0.604506,0.215859,0.314118,0.535966,True,True
112,110,cinder_garden,lichen_bridge,shade poles,60,0.603723,0.2272,0.19,0.535884,True,True
113,110,lichen_bridge,cinder_garden,lichen soup,60,0.602306,0.247741,0.225882,0.535736,True,True
114,110,orchid_engine,glass_harbor,orchid lamps,60,0.600889,0.268282,0.201765,0.535588,True,True
115,115,moss_ward,lichen_bridge,jar seals,60,0.605886,0.195859,0.314118,0.53611,True,True
116,115,glass_harbor,moss_ward,kelp cord,60,0.605103,0.2072,0.19,0.536028,True,True
117,115,cinder_garden,orchid_engine,cool bowls,60,0.603686,0.227741,0.225882,0.53588,True,True
118,115,lichen_bridge,moss_ward,signal bells,60,0.602269,0.248282,0.201765,0.535732,True,True
119,115,orchid_engine,cinder_garden,steam tea,60,0.600851,0.268824,0.237647,0.535584,True,True
120,120,moss_ward,glass_harbor,root cakes,65,0.621483,0.1872,0.19,0.556172,True,True
121,120,glass_harbor,orchid_engine,salt tea,65,0.620066,0.207741,0.225882,0.556024,True,True
122,120,cinder_garden,lichen_bridge,shade poles,65,0.618649,0.228282,0.201765,0.555876,True,True
123,120,lichen_bridge,cinder_garden,lichen soup,65,0.617231,0.248824,0.237647,0.555728,True,True
124,120,orchid_engine,glass_harbor,orchid lamps,65,0.615814,0.269365,0.213529,0.555581,True,True
125,125,moss_ward,lichen_bridge,dry cloaks,65,0.620666,0.207741,0.225882,0.556504,True,True
126,125,glass_harbor,moss_ward,salt tea,65,0.619249,0.228282,0.201765,0.556356,True,True
127,125,cinder_garden,orchid_engine,seed meal,65,0.617831,0.248824,0.237647,0.556208,True,True
128,125,lichen_bridge,moss_ward,lichen soup,65,0.616414,0.269365,0.213529,0.556061,True,True
129,125,orchid_engine,cinder_garden,valve keys,65,0.627416,0.109906,0.249412,0.557209,True,True
130,130,moss_ward,glass_harbor,jar seals,70,0.635629,0.208282,0.201765,0.5765,True,True
131,130,glass_harbor,orchid_engine,lantern lenses,70,0.634211,0.228824,0.237647,0.576352,True,True
132,130,cinder_garden,lichen_bridge,cool bowls,70,0.632794,0.249365,0.213529,0.576205,True,True
133,130,lichen_bridge,cinder_garden,rope kits,70,0.631376,0.269906,0.249412,0.576057,True,True
134,130,orchid_engine,glass_harbor,steam tea,70,0.642379,0.110447,0.225294,0.577205,True,True
135,135,moss_ward,lichen_bridge,dry cloaks,70,0.635591,0.208824,0.237647,0.576496,True,True
136,135,glass_harbor,moss_ward,salt tea,70,0.634174,0.229365,0.213529,0.576349,True,True
137,135,cinder_garden,orchid_engine,seed meal,70,0.632756,0.249906,0.249412,0.576201,True,True
138,135,lichen_bridge,moss_ward,lichen soup,70,0.631339,0.270447,0.225294,0.576053,True,True
139,135,orchid_engine,cinder_garden,valve keys,70,0.642342,0.110988,0.261176,0.577201,True,True
140,140,moss_ward,glass_harbor,jar seals,75,0.650554,0.209365,0.213529,0.596493,True,True
141,140,glass_harbor,orchid_engine,lantern lenses,75,0.649136,0.229906,0.249412,0.596345,True,True
142,140,cinder_garden,lichen_bridge,cool bowls,75,0.647719,0.250447,0.225294,0.596197,True,True
143,140,lichen_bridge,cinder_garden,rope kits,75,0.646302,0.270988,0.261176,0.596049,True,True
144,140,orchid_engine,glass_harbor,steam tea,75,0.657304,0.111529,0.237059,0.597197,True,True
145,145,moss_ward,lichen_bridge,dry cloaks,75,0.650516,0.209906,0.249412,0.596489,True,True
146,145,glass_harbor,moss_ward,salt tea,75,0.649099,0.230447,0.225294,0.596341,True,True
147,145,cinder_garden,orchid_engine,seed meal,75,0.647682,0.250988,0.261176,0.596193,True,True
148,145,lichen_bridge,moss_ward,lichen soup,75,0.646264,0.271529,0.237059,0.596045,True,True
149,145,orchid_engine,cinder_garden,valve keys,75,0.657267,0.112071,0.272941,0.597193,True,True
150,150,moss_ward,glass_harbor,dry cloaks,80,0.664699,0.230447,0.225294,0.616821,True,True
151,150,glass_harbor,orchid_engine,kelp cord,80,0.663282,0.250988,0.261176,0.616673,True,True
152,150,cinder_garden,lichen_bridge,seed meal,80,0.661864,0.271529,0.237059,0.616525,True,True
153,150,lichen_bridge,cinder_garden,signal bells,80,0.672867,0.112071,0.272941,0.617673,True,True
154,150,orchid_engine,glass_harbor,valve keys,80,0.67145,0.132612,0.248824,0.617525,True,True
155,155,moss_ward,lichen_bridge,root cakes,80,0.664662,0.230988,0.261176,0.616817,True,True
156,155,glass_harbor,moss_ward,lantern lenses,80,0.663244,0.251529,0.237059,0.616669,True,True
157,155,cinder_garden,orchid_engine,shade poles,80,0.661827,0.272071,0.272941,0.616521,True,True
158,155,lichen_bridge,moss_ward,rope kits,80,0.67283,0.112612,0.248824,0.617669,True,True
159,155,orchid_engine,cinder_garden,orchid lamps,80,0.671412,0.133153,0.284706,0.617521,True,True
160,160,moss_ward,glass_harbor,dry cloaks,85,0.679624,0.231529,0.237059,0.636813,True,True
161,160,glass_harbor,orchid_engine,kelp cord,85,0.678207,0.252071,0.272941,0.636665,True,True
162,160,cinder_garden,lichen_bridge,seed meal,85,0.67679,0.272612,0.248824,0.636517,True,True
163,160,lichen_bridge,cinder_garden,signal bells,85,0.687792,0.113153,0.284706,0.637665,True,True
164,160,orchid_engine,glass_harbor,valve keys,85,0.686375,0.133694,0.260588,0.637517,True,True
165,165,moss_ward,lichen_bridge,root cakes,85,0.679587,0.232071,0.272941,0.636809,True,True
166,165,glass_harbor,moss_ward,lantern lenses,85,0.67817,0.252612,0.248824,0.636661,True,True
167,165,cinder_garden,orchid_engine,shade poles,85,0.676752,0.273153,0.284706,0.636513,True,True
168,165,lichen_bridge,moss_ward,rope kits,85,0.687755,0.113694,0.260588,0.637661,True,True
169,165,orchid_engine,cinder_garden,orchid lamps,85,0.686338,0.134235,0.296471,0.637514,True,True
170,170,moss_ward,glass_harbor,dry cloaks,90,0.69455,0.232612,0.248824,0.656805,True,True
171,170,glass_harbor,orchid_engine,kelp cord,90,0.693132,0.253153,0.284706,0.656657,True,True
172,170,cinder_garden,lichen_bridge,seed meal,90,0.691715,0.273694,0.260588,0.656509,True,True
173,170,lichen_bridge,cinder_garden,signal bells,90,0.702718,0.114235,0.296471,0.657658,True,True
174,170,orchid_engine,glass_harbor,valve keys,90,0.7013,0.134776,0.272353,0.65751,True,True
175,175,moss_ward,lichen_bridge,jar seals,90,0.693594,0.255153,0.284706,0.657123,True,True
176,175,glass_harbor,moss_ward,kelp cord,90,0.692177,0.275694,0.260588,0.656975,True,True
177,175,cinder_garden,orchid_engine,cool bowls,90,0.70318,0.116235,0.296471,0.658123,True,True
178,175,lichen_bridge,moss_ward,signal bells,90,0.701762,0.136776,0.272353,0.657975,True,True
179,175,orchid_engine,cinder_garden,steam tea,90,0.700345,0.157318,0.308235,0.657827,True,True
180,180,moss_ward,glass_harbor,root cakes,95,0.708557,0.255694,0.260588,0.677119,True,True
181,180,glass_harbor,orchid_engine,salt tea,95,0.70714,0.276235,0.296471,0.676971,True,True
182,180,cinder_garden,lichen_bridge,shade poles,95,0.718142,0.116776,0.272353,0.678119,True,True
183,180,lichen_bridge,cinder_garden,lichen soup,95,0.716725,0.137318,0.308235,0.677971,True,True
184,180,orchid_engine,glass_harbor,orchid lamps,95,0.715308,0.157859,0.284118,0.677823,True,True
185,185,moss_ward,lichen_bridge,jar seals,95,0.70852,0.256235,0.296471,0.677115,True,True
186,185,glass_harbor,moss_ward,kelp cord,95,0.707102,0.276776,0.272353,0.676967,True,True
187,185,cinder_garden,orchid_engine,cool bowls,95,0.718105,0.117318,0.308235,0.678115,True,True
188,185,lichen_bridge,moss_ward,signal bells,95,0.716688,0.137859,0.284118,0.677967,True,True
189,185,orchid_engine,cinder_garden,steam tea,95,0.715905,0.1492,0.22,0.677886,True,True
190,190,moss_ward,glass_harbor,root cakes,100,0.723482,0.256776,0.272353,0.697111,True,True
191,190,glass_harbor,orchid_engine,salt tea,100,0.722065,0.277318,0.308235,0.696963,True,True
192,190,cinder_garden,lichen_bridge,shade poles,100,0.733068,0.117859,0.284118,0.698111,True,True
193,190,lichen_bridge,cinder_garden,lichen soup,100,0.732285,0.1292,0.22,0.69803,True,True
194,190,orchid_engine,glass_harbor,orchid lamps,100,0.730868,0.149741,0.195882,0.697882,True,True
195,195,moss_ward,lichen_bridge,jar seals,100,0.723445,0.257318,0.308235,0.697107,True,True
196,195,glass_harbor,moss_ward,kelp cord,100,0.722028,0.277859,0.284118,0.696959,True,True
197,195,cinder_garden,orchid_engine,cool bowls,100,0.733665,0.1092,0.22,0.698174,True,True
198,195,lichen_bridge,moss_ward,signal bells,100,0.732248,0.129741,0.195882,0.698026,True,True
199,195,orchid_engine,cinder_garden,steam tea,100,0.730831,0.150282,0.231765,0.697878,True,True
200,200,moss_ward,glass_harbor,jar seals,105,0.737766,0.275859,0.284118,0.717454,True,True
201,200,glass_harbor,orchid_engine,lantern lenses,105,0.749403,0.1072,0.22,0.718668,True,True
202,200,cinder_garden,lichen_bridge,cool bowls,105,0.747986,0.127741,0.195882,0.71852,True,True
203,200,lichen_bridge,cinder_garden,rope kits,105,0.746569,0.148282,0.231765,0.718372,True,True
204,200,orchid_engine,glass_harbor,steam tea,105,0.745151,0.168824,0.207647,0.718224,True,True
205,205,moss_ward,lichen_bridge,dry cloaks,105,0.738363,0.2672,0.22,0.717516,True,True
206,205,glass_harbor,moss_ward,salt tea,105,0.749366,0.107741,0.195882,0.718664,True,True
207,205,cinder_garden,orchid_engine,seed meal,105,0.747949,0.128282,0.231765,0.718516,True,True
208,205,lichen_bridge,moss_ward,lichen soup,105,0.746531,0.148824,0.207647,0.718368,True,True
209,205,orchid_engine,cinder_garden,valve keys,105,0.745114,0.169365,0.243529,0.718221,True,True
210,210,moss_ward,glass_harbor,jar seals,110,0.753326,0.267741,0.195882,0.737512,True,True
211,210,glass_harbor,orchid_engine,lantern lenses,110,0.764329,0.108282,0.231765,0.73866,True,True
212,210,cinder_garden,lichen_bridge,cool bowls,110,0.762911,0.128824,0.207647,0.738512,True,True
213,210,lichen_bridge,cinder_garden,rope kits,110,0.761494,0.149365,0.243529,0.738365,True,True
214,210,orchid_engine,glass_harbor,steam tea,110,0.760076,0.169906,0.219412,0.738217,True,True
215,215,moss_ward,lichen_bridge,dry cloaks,110,0.753289,0.268282,0.231765,0.737508,True,True
216,215,glass_harbor,moss_ward,salt tea,110,0.764291,0.108824,0.207647,0.738656,True,True
217,215,cinder_garden,orchid_engine,seed meal,110,0.762874,0.129365,0.243529,0.738509,True,True
218,215,lichen_bridge,moss_ward,lichen soup,110,0.761456,0.149906,0.219412,0.738361,True,True
219,215,orchid_engine,cinder_garden,valve keys,110,0.760039,0.170447,0.255294,0.738213,True,True
220,220,moss_ward,glass_harbor,jar seals,115,0.768251,0.268824,0.207647,0.757504,True,True
221,220,glass_harbor,orchid_engine,lantern lenses,115,0.779254,0.109365,0.243529,0.758653,True,True
222,220,cinder_garden,lichen_bridge,cool bowls,115,0.777836,0.129906,0.219412,0.758505,True,True
223,220,lichen_bridge,cinder_garden,rope kits,115,0.776419,0.150447,0.255294,0.758357,True,True
224,220,orchid_engine,glass_harbor,steam tea,115,0.775002,0.170988,0.231176,0.758209,True,True
225,225,moss_ward,lichen_bridge,root cakes,115,0.779854,0.109365,0.243529,0.759133,True,True
226,225,glass_harbor,moss_ward,lantern lenses,115,0.778436,0.129906,0.219412,0.758985,True,True
227,225,cinder_garden,orchid_engine,shade poles,115,0.777019,0.150447,0.255294,0.758837,True,True
228,225,lichen_bridge,moss_ward,rope kits,115,0.775602,0.170988,0.231176,0.758689,True,True
229,225,orchid_engine,cinder_garden,orchid lamps,115,0.774184,0.191529,0.267059,0.758541,True,True
230,230,moss_ward,glass_harbor,dry cloaks,120,0.794816,0.109906,0.219412,0.779129,True,True
231,230,glass_harbor,orchid_engine,kelp cord,120,0.793399,0.130447,0.255294,0.778981,True,True
232,230,cinder_garden,lichen_bridge,seed meal,120,0.791982,0.150988,0.231176,0.778833,True,True
233,230,lichen_bridge,cinder_garden,signal bells,120,0.790564,0.171529,0.267059,0.778685,True,True
234,230,orchid_engine,glass_harbor,valve keys,120,0.789147,0.192071,0.242941,0.778537,True,True
235,235,moss_ward,lichen_bridge,root cakes,120,0.794779,0.110447,0.255294,0.779125,True,True
236,235,glass_harbor,moss_ward,lantern lenses,120,0.793362,0.130988,0.231176,0.778977,True,True
237,235,cinder_garden,orchid_engine,shade poles,120,0.791944,0.151529,0.267059,0.778829,True,True
238,235,lichen_bridge,moss_ward,rope kits,120,0.790527,0.172071,0.242941,0.778681,True,True
239,235,orchid_engine,cinder_garden,orchid lamps,120,0.78911,0.192612,0.278824,0.778533,True,True
240,240,moss_ward,glass_harbor,dry cloaks,125,0.809742,0.110988,0.231176,0.799121,True,True
241,240,glass_harbor,orchid_engine,kelp cord,125,0.808324,0.131529,0.267059,0.798973,True,True
242,240,cinder_garden,lichen_bridge,seed meal,125,0.806907,0.152071,0.242941,0.798825,True,True
243,240,lichen_bridge,cinder_garden,signal bells,125,0.80549,0.172612,0.278824,0.798677,True,True
244,240,orchid_engine,glass_harbor,valve keys,125,0.804072,0.193153,0.254706,0.798529,True,True
245,245,moss_ward,lichen_bridge,root cakes,125,0.809704,0.111529,0.267059,0.799117,True,True
246,245,glass_harbor,moss_ward,lantern lenses,125,0.808287,0.132071,0.242941,0.798969,True,True
247,245,cinder_garden,orchid_engine,shade poles,125,0.80687,0.152612,0.278824,0.798821,True,True
248,245,lichen_bridge,moss_ward,rope kits,125,0.805452,0.173153,0.254706,0.798673,True,True
249,245,orchid_engine,cinder_garden,orchid lamps,125,0.804035,0.193694,0.290588,0.798525,True,True
250,250,moss_ward,glass_harbor,root cakes,130,0.823887,0.132071,0.242941,0.819449,True,True
251,250,glass_harbor,orchid_engine,salt tea,130,0.82247,0.152612,0.278824,0.819301,True,True
252,250,cinder_garden,lichen_bridge,shade poles,130,0.821052,0.173153,0.254706,0.819153,True,True
253,250,lichen_bridge,cinder_garden,lichen soup,130,0.819635,0.193694,0.290588,0.819005,True,True
254,250,orchid_engine,glass_harbor,orchid lamps,130,0.818218,0.214235,0.266471,0.818858,True,True
255,255,moss_ward,glass_harbor,root cakes,135,0.83885,0.132612,0.248824,0.839445,True,True
255,255,moss_ward,lichen_bridge,jar seals,130,0.82385,0.132612,0.278824,0.819445,True,True
256,255,glass_harbor,moss_ward,kelp cord,130,0.822432,0.153153,0.254706,0.819297,True,True
256,255,glass_harbor,orchid_engine,salt tea,135,0.837432,0.153153,0.284706,0.839297,True,True
257,255,cinder_garden,lichen_bridge,shade poles,135,0.836015,0.173694,0.260588,0.839149,True,True
257,255,cinder_garden,orchid_engine,cool bowls,130,0.821015,0.173694,0.290588,0.819149,True,True
258,255,lichen_bridge,moss_ward,signal bells,130,0.819598,0.194235,0.266471,0.819002,True,True
258,255,lichen_bridge,cinder_garden,lichen soup,135,0.834598,0.194235,0.296471,0.839002,True,True
259,255,orchid_engine,glass_harbor,orchid lamps,135,0.83318,0.214776,0.272353,0.838854,True,True
259,255,orchid_engine,cinder_garden,steam tea,130,0.81818,0.214776,0.302353,0.818854,True,True
260,260,moss_ward,glass_harbor,root cakes,140,0.853812,0.133153,0.254706,0.859441,True,True
260,260,moss_ward,lichen_bridge,jar seals,135,0.838812,0.133153,0.284706,0.839441,True,True
261,260,glass_harbor,moss_ward,kelp cord,135,0.837395,0.153694,0.260588,0.839293,True,True
261,260,glass_harbor,orchid_engine,salt tea,140,0.852395,0.153694,0.290588,0.859293,True,True
262,260,cinder_garden,lichen_bridge,shade poles,140,0.850978,0.174235,0.266471,0.859146,True,True
262,260,cinder_garden,orchid_engine,cool bowls,135,0.835978,0.174235,0.296471,0.839146,True,True
263,260,lichen_bridge,moss_ward,signal bells,135,0.83456,0.194776,0.272353,0.838998,True,True
263,260,lichen_bridge,cinder_garden,lichen soup,140,0.84956,0.194776,0.302353,0.858998,True,True
264,260,orchid_engine,glass_harbor,orchid lamps,140,0.848143,0.215318,0.278235,0.85885,True,True
264,260,orchid_engine,cinder_garden,steam tea,135,0.833143,0.215318,0.308235,0.83885,True,True
265,265,moss_ward,glass_harbor,root cakes,145,0.868775,0.133694,0.260588,0.879437,True,True
265,265,moss_ward,lichen_bridge,jar seals,140,0.853775,0.133694,0.290588,0.859437,True,True
266,265,glass_harbor,moss_ward,kelp cord,140,0.852358,0.154235,0.266471,0.85929,True,True
266,265,glass_harbor,orchid_engine,salt tea,145,0.867358,0.154235,0.296471,0.87929,True,True
