tick_id,day,route_id,replay_event,state_hash,includes_editable_state,includes_import_export,includes_branch_comparison,includes_simultaneous_task,includes_agent_dialogue,includes_reload_persistence,replay_exportable
90,7,roofward_archive,roofward_archive:glass stair:v12:task6:turn1,v31-420246,True,False,True,False,False,True,True
91,7,archive_signal,archive_signal:stone kiosk path:v9:task6:turn0,v31-445340,True,True,True,False,False,False,True
92,7,signal_orchard,signal_orchard:river lantern loop:v10:task5:turn1,v31-479844,True,False,True,True,False,False,True
93,7,orchard_riverbend,orchard_riverbend:market plank route:v11:task6:turn1,v31-519872,True,False,True,False,True,False,True
94,7,central_repair_ring,central_repair_ring:outer bell path:v10:task6:turn0,v31-532180,True,False,True,False,False,False,True
95,7,riverbend_roofward,riverbend_roofward:river ford:v9:task3:turn0,v31-427859,True,False,True,True,False,False,True
96,7,roofward_archive,roofward_archive:glass stair:v12:task6:turn1,v31-447529,True,False,True,False,False,False,True
97,7,archive_signal,archive_signal:stone kiosk path:v9:task6:turn0,v31-472786,True,False,True,False,False,False,True
98,7,signal_orchard,signal_orchard:river lantern loop:v12:task5:turn1,v31-480675,True,True,True,False,False,False,True
99,7,orchard_riverbend,orchard_riverbend:market plank route:v12:task6:turn1,v31-520607,True,True,True,False,False,False,True
100,7,central_repair_ring,central_repair_ring:outer bell path:v10:task7:turn0,v31-512034,True,False,True,True,False,False,True
101,7,riverbend_roofward,riverbend_roofward:river ford:v9:task3:turn1,v31-434983,True,False,True,False,True,False,True
102,7,roofward_archive,roofward_archive:glass stair:v13:task6:turn1,v31-454897,True,False,True,False,False,False,True
103,7,archive_signal,archive_signal:stone kiosk path:v9:task7:turn0,v31-453223,True,False,True,True,False,False,True
104,7,signal_orchard,signal_orchard:river lantern loop:v13:task5:turn1,v31-488424,True,True,True,False,False,True,True
105,8,orchard_riverbend,orchard_riverbend:market plank route:v14:task6:turn1,v31-528780,True,True,True,False,False,True,True
106,8,central_repair_ring,central_repair_ring:outer bell path:v11:task7:turn0,v31-512778,True,True,True,False,False,False,True
107,8,riverbend_roofward,riverbend_roofward:river ford:v9:task4:turn1,v31-435614,True,False,True,True,False,False,True
108,8,roofward_archive,roofward_archive:glass stair:v13:task6:turn2,v31-428418,True,False,True,False,True,False,True
109,8,archive_signal,archive_signal:stone kiosk path:v10:task7:turn0,v31-487875,True,False,True,False,False,False,True
110,8,signal_orchard,signal_orchard:river lantern loop:v13:task6:turn1,v31-488294,True,False,True,True,False,False,True
111,8,orchard_riverbend,orchard_riverbend:market plank route:v14:task6:turn1,v31-557464,True,False,True,False,False,False,True
112,8,central_repair_ring,central_repair_ring:outer bell path:v11:task7:turn0,v31-540978,True,False,True,False,False,False,True
113,8,riverbend_roofward,riverbend_roofward:river ford:v10:task5:turn1,v31-441583,True,False,True,True,False,False,True
114,8,roofward_archive,roofward_archive:glass stair:v14:task6:turn2,v31-428386,True,True,True,False,False,False,True
115,8,archive_signal,archive_signal:stone kiosk path:v10:task8:turn0,v31-460127,True,False,True,True,False,False,True
116,8,signal_orchard,signal_orchard:river lantern loop:v13:task6:turn2,v31-488804,True,False,True,False,True,True,True
117,8,orchard_riverbend,orchard_riverbend:market plank route:v15:task6:turn1,v31-558080,True,False,True,False,False,False,True
118,8,central_repair_ring,central_repair_ring:outer bell path:v11:task8:turn0,v31-513160,True,False,True,True,False,False,True
119,8,riverbend_roofward,riverbend_roofward:river ford:v11:task5:turn1,v31-442320,True,True,True,True,False,True,True
120,9,roofward_archive,roofward_archive:glass stair:v15:task7:turn2,v31-428356,True,False,True,True,False,True,True
121,9,archive_signal,archive_signal:stone kiosk path:v11:task8:turn0,v31-460096,True,True,True,False,False,False,True
122,9,signal_orchard,signal_orchard:river lantern loop:v13:task7:turn2,v31-488674,True,False,True,True,False,False,True
123,9,orchard_riverbend,orchard_riverbend:market plank route:v15:task6:turn2,v31-528884,True,False,True,False,True,False,True
124,9,central_repair_ring,central_repair_ring:outer bell path:v12:task8:turn0,v31-527405,True,False,True,False,False,False,True
125,9,riverbend_roofward,riverbend_roofward:river ford:v11:task6:turn1,v31-442186,True,False,True,True,False,False,True
126,9,roofward_archive,roofward_archive:glass stair:v15:task8:turn2,v31-428987,True,False,True,True,False,False,True
127,9,archive_signal,archive_signal:stone kiosk path:v11:task8:turn0,v31-474571,True,False,True,False,False,False,True
128,9,signal_orchard,signal_orchard:river lantern loop:v14:task7:turn2,v31-517323,True,False,True,False,False,False,True
129,9,orchard_riverbend,orchard_riverbend:market plank route:v16:task6:turn2,v31-529627,True,True,True,False,False,False,True
130,9,central_repair_ring,central_repair_ring:outer bell path:v12:task9:turn0,v31-512884,True,False,True,True,False,False,True
131,9,riverbend_roofward,riverbend_roofward:river ford:v11:task6:turn2,v31-441930,True,False,True,False,True,False,True
132,9,roofward_archive,roofward_archive:glass stair:v16:task9:turn2,v31-428957,True,False,True,True,False,False,True
133,9,archive_signal,archive_signal:stone kiosk path:v11:task9:turn0,v31-460474,True,False,True,True,False,False,True
134,9,signal_orchard,signal_orchard:river lantern loop:v15:task7:turn2,v31-489258,True,True,True,False,False,True,True
135,10,central_repair_ring,central_repair_ring:outer bell path:v13:task9:turn0,v31-513417,True,False,True,False,False,True,True
136,10,riverbend_roofward,riverbend_roofward:river ford:v12:task6:turn2,v31-442582,True,True,True,False,False,False,True
137,10,roofward_archive,roofward_archive:glass stair:v16:task10:turn2,v31-434597,True,False,True,True,False,False,True
138,10,archive_signal,archive_signal:stone kiosk path:v11:task10:turn1,v31-466234,True,False,True,True,True,False,True
139,10,signal_orchard,signal_orchard:dusk road:v16:task7:turn2,v31-400830,True,False,True,False,False,False,True
140,10,orchard_riverbend,orchard_riverbend:market plank route:v16:task7:turn2,v31-529159,True,False,True,True,False,False,True
141,10,central_repair_ring,central_repair_ring:outer bell path:v13:task9:turn0,v31-534899,True,False,True,False,False,False,True
142,10,riverbend_roofward,riverbend_roofward:river ford:v12:task6:turn2,v31-470306,True,False,True,False,False,False,True
143,10,roofward_archive,roofward_archive:glass stair:v17:task10:turn2,v31-462030,True,False,True,False,False,False,True
144,10,archive_signal,archive_signal:stone kiosk path:v12:task11:turn1,v31-466328,True,True,True,True,False,False,True
145,10,signal_orchard,signal_orchard:dusk road:v16:task8:turn2,v31-374920,True,False,True,True,False,True,True
146,10,orchard_riverbend,orchard_riverbend:market plank route:v16:task7:turn3,v31-529669,True,False,True,False,True,False,True
147,10,central_repair_ring,central_repair_ring:outer bell path:v15:task9:turn0,v31-514013,True,True,True,False,False,False,True
148,10,riverbend_roofward,riverbend_roofward:river ford:v12:task7:turn2,v31-442958,True,False,True,True,False,False,True
149,10,roofward_archive,roofward_archive:glass stair:v18:task10:turn2,v31-435180,True,True,True,False,False,True,True
150,11,archive_signal,archive_signal:paper lane:v13:task11:turn1,v31-390685,True,False,True,False,False,True,True
151,11,signal_orchard,signal_orchard:dusk road:v17:task9:turn2,v31-374999,True,True,True,True,False,False,True
152,11,orchard_riverbend,orchard_riverbend:market plank route:v16:task8:turn3,v31-529542,True,False,True,True,False,False,True
153,11,central_repair_ring,central_repair_ring:outer bell path:v15:task9:turn1,v31-513757,True,False,True,False,True,False,True
154,11,riverbend_roofward,riverbend_roofward:orchard ridge detour:v14:task7:turn2,v31-570555,True,True,True,False,False,False,True
155,11,roofward_archive,roofward_archive:glass stair:v18:task11:turn2,v31-435046,True,False,True,True,False,False,True
156,11,archive_signal,archive_signal:paper lane:v13:task11:turn1,v31-418774,True,False,True,False,False,False,True
157,11,signal_orchard,signal_orchard:dusk road:v17:task10:turn2,v31-380564,True,False,True,True,False,False,True
158,11,orchard_riverbend,orchard_riverbend:market plank route:v17:task8:turn3,v31-551786,True,False,True,False,False,False,True
159,11,central_repair_ring,central_repair_ring:outer bell path:v16:task9:turn1,v31-514501,True,True,True,False,False,False,True
160,11,riverbend_roofward,riverbend_roofward:orchard ridge detour:v15:task8:turn2,v31-570538,True,False,True,True,False,False,True
161,11,roofward_archive,roofward_archive:glass stair:v18:task11:turn3,v31-462625,True,False,True,False,True,False,True
162,11,archive_signal,archive_signal:paper lane:v14:task11:turn1,v31-418621,True,False,True,False,False,False,True
163,11,signal_orchard,signal_orchard:dusk road:v17:task11:turn2,v31-380426,True,False,True,True,False,False,True
164,11,orchard_riverbend,orchard_riverbend:market plank route:v18:task8:turn3,v31-530135,True,True,True,False,False,True,True
165,12,central_repair_ring,central_repair_ring:outer bell path:v17:task9:turn1,v31-536626,True,False,True,False,False,True,True
166,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:v16:task8:turn2,v31-571285,True,True,True,False,False,False,True
167,12,roofward_archive,roofward_archive:glass stair:v19:task12:turn3,v31-435527,True,False,True,True,False,False,True
168,12,archive_signal,archive_signal:paper lane:v14:task11:turn2,v31-418758,True,False,True,False,True,False,True
169,12,signal_orchard,signal_orchard:dusk road:v18:task11:turn2,v31-400290,True,False,True,False,False,False,True
170,12,orchard_riverbend,orchard_riverbend:market plank route:v18:task8:turn3,v31-551778,True,False,True,True,False,False,True
171,12,central_repair_ring,central_repair_ring:outer bell path:v17:task9:turn1,v31-535566,True,False,True,False,False,False,True
172,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:v16:task8:turn2,v31-592436,True,False,True,False,False,False,True
173,12,roofward_archive,roofward_archive:glass stair:v20:task12:turn3,v31-455463,True,False,True,False,False,False,True
174,12,archive_signal,archive_signal:paper lane:v15:task11:turn2,v31-391515,True,True,True,False,False,True,True
175,12,signal_orchard,signal_orchard:dusk road:v18:task12:turn2,v31-380901,True,False,True,True,False,False,True
176,12,orchard_riverbend,orchard_riverbend:market plank route:v18:task9:turn4,v31-530518,True,False,True,True,True,False,True
177,12,central_repair_ring,central_repair_ring:outer bell path:v18:task9:turn1,v31-536184,True,False,True,False,False,False,True
178,12,riverbend_roofward,riverbend_roofward:orchard ridge detour:v16:task9:turn2,v31-571671,True,False,True,True,False,False,True
179,12,roofward_archive,roofward_archive:glass stair:v22:task12:turn3,v31-435269,True,True,True,False,False,True,True
180,13,archive_signal,archive_signal:paper lane:v16:task11:turn2,v31-391362,True,False,True,False,False,True,True
181,13,signal_orchard,signal_orchard:dusk road:v19:task12:turn2,v31-380863,True,True,True,False,False,False,True
182,13,orchard_riverbend,orchard_riverbend:market plank route:v18:task10:turn4,v31-535797,True,False,True,True,False,False,True
183,13,central_repair_ring,central_repair_ring:outer bell path:v18:task10:turn2,v31-519954,True,False,True,True,True,False,True
184,13,riverbend_roofward,riverbend_roofward:orchard ridge detour:v17:task9:turn2,v31-593627,True,False,True,False,False,False,True
185,13,roofward_archive,roofward_archive:glass stair:v22:task13:turn3,v31-435135,True,False,True,True,False,False,True
186,13,archive_signal,archive_signal:paper lane:v17:task11:turn2,v31-419303,True,False,True,False,False,False,True
187,13,signal_orchard,signal_orchard:dusk road:v19:task12:turn2,v31-401252,True,False,True,False,False,False,True
188,13,orchard_riverbend,orchard_riverbend:market plank route:v19:task10:turn4,v31-557512,True,False,True,False,False,False,True
189,13,central_repair_ring,central_repair_ring:outer bell path:v19:task11:turn2,v31-520827,True,True,True,True,False,False,True
190,13,riverbend_roofward,riverbend_roofward:orchard ridge detour:v17:task10:turn2,v31-576921,True,False,True,True,False,False,True
191,13,roofward_archive,roofward_archive:glass stair:v22:task13:turn4,v31-434879,True,False,True,False,True,False,True
192,13,archive_signal,archive_signal:paper lane:v18:task11:turn2,v31-418525,True,False,True,False,False,False,True
193,13,signal_orchard,signal_orchard:dusk road:v19:task13:turn2,v31-381235,True,False,True,True,False,False,True
194,13,orchard_riverbend,orchard_riverbend:market plank route:v20:task10:turn4,v31-535435,True,True,True,False,False,True,True
195,14,central_repair_ring,central_repair_ring:outer bell path:v20:task11:turn2,v31-519706,True,False,True,False,False,True,True
196,14,riverbend_roofward,riverbend_roofward:orchard ridge detour:v18:task10:turn2,v31-583334,True,True,True,False,False,False,True
197,14,roofward_archive,roofward_archive:glass stair:v22:task14:turn4,v31-435511,True,False,True,True,False,False,True
198,14,archive_signal,archive_signal:paper lane:v18:task11:turn3,v31-392332,True,False,True,False,True,False,True
199,14,signal_orchard,signal_orchard:dusk road:v20:task13:turn2,v31-401048,True,False,True,False,False,False,True
200,14,orchard_riverbend,orchard_riverbend:market plank route:v20:task11:turn4,v31-534552,True,False,True,True,False,False,True
201,14,central_repair_ring,central_repair_ring:outer bell path:v20:task11:turn2,v31-539638,True,False,True,False,False,False,True
202,14,riverbend_roofward,riverbend_roofward:orchard ridge detour:v18:task10:turn2,v31-605025,True,False,True,False,False,False,True
203,14,roofward_archive,roofward_archive:glass stair:v24:task14:turn4,v31-434827,True,True,True,False,False,True,True
204,14,archive_signal,archive_signal:paper lane:v19:task11:turn3,v31-391538,True,True,True,False,False,False,True
205,14,signal_orchard,signal_orchard:dusk road:v21:task14:turn2,v31-380128,True,False,True,True,False,False,True
206,14,orchard_riverbend,orchard_riverbend:market plank route:v20:task11:turn5,v31-557665,True,False,True,False,True,False,True
207,14,central_repair_ring,central_repair_ring:outer bell path:v21:task11:turn2,v31-540256,True,False,True,False,False,False,True
208,14,riverbend_roofward,riverbend_roofward:orchard ridge detour:v18:task11:turn2,v31-582965,True,False,True,True,False,False,True
209,14,roofward_archive,roofward_archive:glass stair:v25:task14:turn4,v31-440802,True,True,True,False,False,True,True
210,15,signal_orchard,signal_orchard:river lantern loop:v23:task14:turn2,v31-500712,True,True,True,False,False,True,True
211,15,orchard_riverbend,orchard_riverbend:market plank route:v22:task11:turn5,v31-540610,True,True,True,False,False,False,True
212,15,central_repair_ring,central_repair_ring:outer bell path:v21:task12:turn2,v31-519099,True,False,True,True,False,False,True
213,15,riverbend_roofward,riverbend_roofward:orchard ridge detour:v18:task11:turn3,v31-582624,True,False,True,False,True,False,True
214,15,roofward_archive,roofward_archive:cool archive lane:v26:task14:turn4,v31-538352,True,False,True,False,False,False,True
215,15,archive_signal,archive_signal:paper lane:v19:task12:turn3,v31-391826,True,False,True,True,False,False,True
216,15,signal_orchard,signal_orchard:river lantern loop:v23:task14:turn2,v31-515615,True,False,True,False,False,False,True
217,15,orchard_riverbend,orchard_riverbend:market plank route:v23:task11:turn5,v31-556077,True,True,True,False,False,False,True
218,15,central_repair_ring,central_repair_ring:outer bell path:v22:task12:turn2,v31-533675,True,False,True,False,False,False,True
219,15,riverbend_roofward,riverbend_roofward:orchard ridge detour:v19:task11:turn3,v31-583372,True,True,True,False,False,False,True
220,15,roofward_archive,roofward_archive:cool archive lane:v26:task15:turn4,v31-509284,True,False,True,True,False,False,True
221,15,archive_signal,archive_signal:paper lane:v19:task12:turn4,v31-417630,True,False,True,False,True,False,True
222,15,signal_orchard,signal_orchard:river lantern loop:v24:task14:turn2,v31-515462,True,False,True,False,False,False,True
223,15,orchard_riverbend,orchard_riverbend:market plank route:v24:task12:turn5,v31-541207,True,False,True,True,False,False,True
224,15,central_repair_ring,central_repair_ring:outer bell path:v23:task12:turn2,v31-525207,True,True,True,False,False,True,True
225,16,riverbend_roofward,riverbend_roofward:river ford:v20:task12:turn3,v31-454014,True,False,True,True,False,True,True
226,16,roofward_archive,roofward_archive:cool archive lane:v27:task15:turn4,v31-510025,True,True,True,False,False,False,True
227,16,archive_signal,archive_signal:paper lane:v19:task13:turn4,v31-392199,True,False,True,True,False,False,True
228,16,signal_orchard,signal_orchard:river lantern loop:v24:task14:turn3,v31-501579,True,False,True,False,True,False,True
229,16,orchard_riverbend,orchard_riverbend:fen track:v25:task12:turn5,v31-437165,True,False,True,False,False,False,True
230,16,central_repair_ring,central_repair_ring:outer bell path:v24:task13:turn2,v31-525189,True,False,True,True,False,False,True
231,16,riverbend_roofward,riverbend_roofward:river ford:v20:task13:turn3,v31-453882,True,False,True,True,False,False,True
232,16,roofward_archive,roofward_archive:cool archive lane:v27:task15:turn4,v31-509769,True,False,True,False,False,True,True
233,16,archive_signal,archive_signal:paper lane:v20:task13:turn4,v31-418579,True,False,True,False,False,False,True
234,16,signal_orchard,signal_orchard:river lantern loop:v25:task14:turn3,v31-501551,True,True,True,False,False,False,True
235,16,orchard_riverbend,orchard_riverbend:fen track:v25:task13:turn5,v31-423280,True,False,True,True,False,False,True
236,16,central_repair_ring,central_repair_ring:outer bell path:v25:task13:turn3,v31-525807,True,False,True,False,True,False,True
237,16,riverbend_roofward,riverbend_roofward:river ford:v21:task14:turn3,v31-454623,True,False,True,True,False,False,True
238,16,roofward_archive,roofward_archive:cool archive lane:v27:task15:turn4,v31-524779,True,False,True,True,False,False,True
239,16,archive_signal,archive_signal:paper lane:v21:task13:turn4,v31-396970,True,True,True,False,False,True,True
240,17,signal_orchard,signal_orchard:river lantern loop:v26:task14:turn3,v31-501398,True,False,True,False,False,True,True
241,17,orchard_riverbend,orchard_riverbend:fen track:v26:task13:turn5,v31-423249,True,True,True,False,False,False,True
242,17,central_repair_ring,central_repair_ring:outer bell path:v25:task14:turn3,v31-525681,True,False,True,True,False,False,True
243,17,riverbend_roofward,riverbend_roofward:river ford:v21:task14:turn4,v31-454367,True,False,True,False,True,False,True
244,17,roofward_archive,roofward_archive:cool archive lane:v28:task16:turn4,v31-510257,True,False,True,True,False,False,True
245,17,archive_signal,archive_signal:paper lane:v21:task14:turn4,v31-396834,True,False,True,True,False,False,True
246,17,signal_orchard,signal_orchard:river lantern loop:v26:task14:turn3,v31-516032,True,False,True,False,False,False,True
247,17,orchard_riverbend,orchard_riverbend:fen track:v26:task13:turn5,v31-436996,True,False,True,False,False,False,True
248,17,central_repair_ring,central_repair_ring:outer bell path:v26:task14:turn3,v31-540906,True,False,True,False,False,False,True
249,17,riverbend_roofward,riverbend_roofward:river ford:v22:task14:turn4,v31-455105,True,True,True,False,False,False,True
