tick_id,day,route_id,agent,pre_reload_pose,post_reload_pose,pre_reload_hash,post_reload_hash,animation_restored,branch_restored,snapshot_restored,persistence_visible
34,3,orchard_riverbend,Ivo,route-board reach,route-board reach,v33-812597,v33-831331,True,True,True,False
35,3,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-878552,v33-897695,True,True,True,True
36,4,riverbend_roofward,Ari,open forward lean,open forward lean,v33-862942,v33-881994,True,True,True,True
37,4,roofward_archive,Nia,open forward lean,open forward lean,v33-774595,v33-793082,True,True,True,False
38,4,archive_signal,Nia,open forward lean,open forward lean,v33-639686,v33-657287,True,True,True,False
39,4,signal_orchard,Ivo,open forward lean,open forward lean,v33-765390,v33-643671,True,True,True,False
40,4,orchard_riverbend,Ivo,open forward lean,open forward lean,v33-812489,v33-831220,True,True,True,False
41,4,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-896330,v33-915582,True,True,True,False
42,4,riverbend_roofward,Ari,open forward lean,open forward lean,v33-862797,v33-881847,True,True,True,False
43,4,roofward_archive,Nia,open forward lean,open forward lean,v33-774288,v33-792772,True,True,True,False
44,4,archive_signal,Nia,open forward lean,open forward lean,v33-639527,v33-657126,True,True,True,False
45,4,signal_orchard,Ivo,open forward lean,open forward lean,v33-625999,v33-783670,True,True,True,False
46,4,orchard_riverbend,Ivo,open forward lean,open forward lean,v33-813260,v33-831998,True,True,True,False
47,4,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-896942,v33-916200,True,True,True,True
48,5,riverbend_roofward,Ari,open forward lean,open forward lean,v33-863571,v33-882628,True,True,True,True
49,5,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-824764,v33-843569,True,True,True,False
50,5,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-692358,v33-804522,True,True,True,False
51,5,signal_orchard,Ivo,open forward lean,open forward lean,v33-764932,v33-643199,True,True,True,False
52,5,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-863456,v33-882506,True,True,True,False
53,5,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-896799,v33-916055,True,True,True,False
54,5,riverbend_roofward,Ari,open forward lean,open forward lean,v33-869792,v33-888886,True,True,True,False
55,5,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-824457,v33-843259,True,True,True,False
56,5,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-786734,v33-711080,True,True,True,False
57,5,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-679087,v33-696955,True,True,True,False
58,5,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-864230,v33-883287,True,True,True,False
59,5,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-897411,v33-916673,True,True,True,True
60,6,roofward_archive,Fay,listening tilt,listening tilt,v33-739137,v33-757400,True,True,True,True
61,6,archive_signal,Milo,careful pointing,careful pointing,v33-640810,v33-658420,True,True,True,False
62,6,signal_orchard,Milo,route-board reach,route-board reach,v33-631772,v33-789852,True,True,True,True
63,6,orchard_riverbend,Ari,open forward lean,open forward lean,v33-813474,v33-689132,True,True,True,False
64,6,central_repair_ring,Juno,careful pointing,careful pointing,v33-823224,v33-842027,True,True,True,False
65,6,riverbend_roofward,Fay,listening tilt,listening tilt,v33-833708,v33-852584,True,True,True,False
66,6,roofward_archive,Fay,listening tilt,listening tilt,v33-739903,v33-758173,True,True,True,False
67,6,archive_signal,Milo,careful pointing,careful pointing,v33-641422,v33-659038,True,True,True,False
68,6,signal_orchard,Milo,route-board reach,route-board reach,v33-771993,v33-649940,True,True,True,False
69,6,orchard_riverbend,Ari,open forward lean,open forward lean,v33-672078,v33-832991,True,True,True,False
70,6,central_repair_ring,Juno,careful pointing,careful pointing,v33-823076,v33-808228,True,True,True,False
71,6,riverbend_roofward,Fay,listening tilt,listening tilt,v33-833561,v33-699196,True,True,True,True
72,7,roofward_archive,Fay,listening tilt,listening tilt,v33-739750,v33-758018,True,True,True,True
73,7,archive_signal,Milo,listening tilt,listening tilt,v33-612489,v33-629910,True,True,True,False
74,7,signal_orchard,Milo,listening tilt,listening tilt,v33-599286,v33-755169,True,True,True,False
75,7,orchard_riverbend,Ari,open forward lean,open forward lean,v33-814097,v33-689742,True,True,True,False
76,7,central_repair_ring,Juno,listening tilt,listening tilt,v33-759791,v33-778194,True,True,True,False
77,7,riverbend_roofward,Fay,listening tilt,listening tilt,v33-682058,v33-699965,True,True,True,False
78,7,roofward_archive,Fay,listening tilt,listening tilt,v33-740516,v33-758791,True,True,True,False
79,7,archive_signal,Milo,listening tilt,listening tilt,v33-613101,v33-630528,True,True,True,False
80,7,signal_orchard,Milo,listening tilt,listening tilt,v33-736762,v33-616455,True,True,True,False
81,7,orchard_riverbend,Ari,open forward lean,open forward lean,v33-677662,v33-838979,True,True,True,False
82,7,central_repair_ring,Juno,listening tilt,listening tilt,v33-759639,v33-778040,True,True,True,False
83,7,riverbend_roofward,Fay,listening tilt,listening tilt,v33-681751,v33-699655,True,True,True,True
84,8,roofward_archive,Fay,careful pointing,careful pointing,v33-770631,v33-789096,True,True,True,True
85,8,archive_signal,Milo,route-board reach,route-board reach,v33-645951,v33-663596,True,True,True,False
86,8,signal_orchard,Milo,route-board reach,route-board reach,v33-632826,v33-790942,True,True,True,False
87,8,orchard_riverbend,Ari,open forward lean,open forward lean,v33-820970,v33-696290,True,True,True,False
88,8,central_repair_ring,Juno,route-board reach,route-board reach,v33-795492,v33-814120,True,True,True,False
89,8,riverbend_roofward,Fay,careful pointing,careful pointing,v33-711913,v33-730016,True,True,True,False
90,8,roofward_archive,Fay,careful pointing,careful pointing,v33-770480,v33-788943,True,True,True,False
91,8,archive_signal,Milo,route-board reach,route-board reach,v33-645793,v33-755771,True,True,True,False
92,8,signal_orchard,Milo,route-board reach,route-board reach,v33-772312,v33-790790,True,True,True,False
93,8,orchard_riverbend,Ari,open forward lean,open forward lean,v33-678269,v33-839609,True,True,True,True
94,8,central_repair_ring,Juno,route-board reach,route-board reach,v33-795343,v33-813969,True,True,True,False
95,8,riverbend_roofward,Fay,careful pointing,careful pointing,v33-711606,v33-729706,True,True,True,True
96,9,roofward_archive,Fay,careful pointing,careful pointing,v33-771248,v33-789718,True,True,True,True
97,9,archive_signal,Milo,open forward lean,open forward lean,v33-738332,v33-756588,True,True,True,False
98,9,signal_orchard,Milo,open forward lean,open forward lean,v33-773280,v33-791765,True,True,True,False
99,9,orchard_riverbend,Ari,open forward lean,open forward lean,v33-821595,v33-696902,True,True,True,False
100,9,central_repair_ring,Juno,open forward lean,open forward lean,v33-804971,v33-823633,True,True,True,False
101,9,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-791495,v33-810087,True,True,True,False
102,9,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-853404,v33-872365,True,True,True,False
103,9,archive_signal,Milo,open forward lean,open forward lean,v33-747391,v33-765683,True,True,True,False
104,9,signal_orchard,Milo,open forward lean,open forward lean,v33-782726,v33-659743,True,True,True,False
105,9,orchard_riverbend,Ari,open forward lean,open forward lean,v33-687857,v33-850182,True,True,True,False
106,9,central_repair_ring,Juno,open forward lean,open forward lean,v33-811997,v33-830705,True,True,True,False
107,9,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792113,v33-810711,True,True,True,True
108,10,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-860550,v33-879557,True,True,True,True
109,10,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-797390,v33-816003,True,True,True,False
110,10,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-689175,v33-851438,True,True,True,False
111,10,orchard_riverbend,Ari,open forward lean,open forward lean,v33-831203,v33-705604,True,True,True,False
112,10,central_repair_ring,Juno,guarded crossed arms,guarded crossed arms,v33-862322,v33-881342,True,True,True,False
113,10,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-791961,v33-810557,True,True,True,False
114,10,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-860403,v33-879408,True,True,True,False
115,10,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-797080,v33-815690,True,True,True,False
116,10,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-833382,v33-707866,True,True,True,False
117,10,orchard_riverbend,Ari,open forward lean,open forward lean,v33-688469,v33-850817,True,True,True,False
118,10,central_repair_ring,Juno,guarded crossed arms,guarded crossed arms,v33-863103,v33-882130,True,True,True,False
119,10,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792579,v33-811181,True,True,True,True
120,11,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-860256,v33-879259,True,True,True,True
121,11,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-814183,v33-832901,True,True,True,False
122,11,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-705053,v33-868359,True,True,True,False
123,11,orchard_riverbend,Ari,open forward lean,open forward lean,v33-831833,v33-706221,True,True,True,False
124,11,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-880649,v33-899784,True,True,True,True
125,11,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792427,v33-811027,True,True,True,False
126,11,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861037,v33-880047,True,True,True,False
127,11,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-814801,v33-833525,True,True,True,False
128,11,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850197,v33-723852,True,True,True,False
129,11,orchard_riverbend,Ari,open forward lean,open forward lean,v33-689081,v33-851452,True,True,True,False
130,11,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-880503,v33-899636,True,True,True,False
131,11,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792275,v33-810873,True,True,True,True
132,12,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797134,v33-815744,True,True,True,True
133,12,signal_orchard,Ivo,listening tilt,listening tilt,v33-608386,v33-625764,True,True,True,False
134,12,orchard_riverbend,Ivo,listening tilt,listening tilt,v33-796328,v33-814944,True,True,True,False
135,12,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-881182,v33-935182,True,True,True,False
136,12,riverbend_roofward,Ari,listening tilt,listening tilt,v33-692342,v33-710298,True,True,True,False
137,12,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-843657,v33-862559,True,True,True,False
138,12,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797911,v33-816528,True,True,True,False
139,12,signal_orchard,Ivo,listening tilt,listening tilt,v33-609004,v33-626388,True,True,True,False
140,12,orchard_riverbend,Ivo,listening tilt,listening tilt,v33-794753,v33-670956,True,True,True,False
141,12,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-915687,v33-900173,True,True,True,False
142,12,riverbend_roofward,Ari,listening tilt,listening tilt,v33-692183,v33-710137,True,True,True,False
143,12,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-843509,v33-775706,True,True,True,True
144,13,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797760,v33-816375,True,True,True,True
145,13,signal_orchard,Ivo,route-board reach,route-board reach,v33-641857,v33-659459,True,True,True,False
146,13,orchard_riverbend,Ivo,route-board reach,route-board reach,v33-687864,v33-850174,True,True,True,False
147,13,central_repair_ring,Pax,careful pointing,careful pointing,v33-808255,v33-860899,True,True,True,False
148,13,riverbend_roofward,Ari,route-board reach,route-board reach,v33-727087,v33-745268,True,True,True,False
149,13,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-758110,v33-776487,True,True,True,False
150,13,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797609,v33-816222,True,True,True,False
151,13,signal_orchard,Ivo,route-board reach,route-board reach,v33-641547,v33-659146,True,True,True,False
152,13,orchard_riverbend,Ivo,route-board reach,route-board reach,v33-831192,v33-705614,True,True,True,False
153,13,central_repair_ring,Pax,careful pointing,careful pointing,v33-841688,v33-826631,True,True,True,False
154,13,riverbend_roofward,Ari,route-board reach,route-board reach,v33-725544,v33-900127,True,True,True,False
155,13,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-757800,v33-776174,True,True,True,True
156,14,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-798386,v33-817006,True,True,True,True
157,14,signal_orchard,Ivo,open forward lean,open forward lean,v33-642364,v33-659969,True,True,True,False
158,14,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-753773,v33-920366,True,True,True,False
159,14,central_repair_ring,Pax,careful pointing,careful pointing,v33-808722,v33-861372,True,True,True,False
160,14,riverbend_roofward,Ari,open forward lean,open forward lean,v33-880872,v33-900013,True,True,True,False
161,14,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-757646,v33-776018,True,True,True,False
162,14,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-798235,v33-816853,True,True,True,False
163,14,signal_orchard,Ivo,open forward lean,open forward lean,v33-642054,v33-659656,True,True,True,False
164,14,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900957,v33-771958,True,True,True,False
165,14,central_repair_ring,Pax,careful pointing,careful pointing,v33-842318,v33-827262,True,True,True,False
166,14,riverbend_roofward,Ari,open forward lean,open forward lean,v33-881654,v33-900802,True,True,True,False
167,14,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-758264,v33-776642,True,True,True,True
168,15,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-799012,v33-817637,True,True,True,True
169,15,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-689851,v33-707774,True,True,True,False
170,15,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-736337,v33-901824,True,True,True,False
171,15,central_repair_ring,Pax,careful pointing,careful pointing,v33-808420,v33-861070,True,True,True,False
172,15,riverbend_roofward,Ari,guarded crossed arms,guarded crossed arms,v33-933245,v33-952705,True,True,True,False
173,15,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-758110,v33-776486,True,True,True,False
174,15,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797429,v33-816043,True,True,True,False
175,15,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-689693,v33-851927,True,True,True,False
176,15,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-883458,v33-755342,True,True,True,False
177,15,central_repair_ring,Pax,careful pointing,careful pointing,v33-842948,v33-827893,True,True,True,False
178,15,riverbend_roofward,Ari,guarded crossed arms,guarded crossed arms,v33-934030,v33-953497,True,True,True,False
179,15,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-758728,v33-777110,True,True,True,True
180,16,archive_signal,Nia,open forward lean,open forward lean,v33-747897,v33-766194,True,True,True,True
181,16,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-850412,v33-869362,True,True,True,False
182,16,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-753929,v33-920549,True,True,True,False
183,16,central_repair_ring,Pax,careful pointing,careful pointing,v33-807614,v33-860246,True,True,True,False
184,16,riverbend_roofward,Ari,relieved reset stance,relieved reset stance,v33-952022,v33-971597,True,True,True,False
185,16,roofward_archive,Nia,open forward lean,open forward lean,v33-710117,v33-728182,True,True,True,False
186,16,archive_signal,Nia,open forward lean,open forward lean,v33-748671,v33-766975,True,True,True,True
187,16,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-851030,v33-869986,True,True,True,False
188,16,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-902068,v33-773051,True,True,True,False
189,16,central_repair_ring,Pax,careful pointing,careful pointing,v33-842128,v33-827083,True,True,True,False
190,16,riverbend_roofward,Ari,relieved reset stance,relieved reset stance,v33-951880,v33-971453,True,True,True,False
191,16,roofward_archive,Nia,open forward lean,open forward lean,v33-708582,v33-726636,True,True,True,True
192,17,archive_signal,Nia,open forward lean,open forward lean,v33-748517,v33-766819,True,True,True,True
193,17,signal_orchard,Ivo,careful pointing,careful pointing,v33-778072,v33-796570,True,True,True,False
194,17,orchard_riverbend,Ivo,careful pointing,careful pointing,v33-684606,v33-846699,True,True,True,False
195,17,central_repair_ring,Pax,careful pointing,careful pointing,v33-808240,v33-860881,True,True,True,False
196,17,riverbend_roofward,Ari,careful pointing,careful pointing,v33-877120,v33-896244,True,True,True,False
197,17,roofward_archive,Nia,route-board reach,route-board reach,v33-709154,v33-727215,True,True,True,False
198,17,archive_signal,Nia,route-board reach,route-board reach,v33-749092,v33-767401,True,True,True,False
199,17,signal_orchard,Ivo,careful pointing,careful pointing,v33-778690,v33-797194,True,True,True,False
200,17,orchard_riverbend,Ivo,careful pointing,careful pointing,v33-826816,v33-701408,True,True,True,False
201,17,central_repair_ring,Pax,careful pointing,careful pointing,v33-840911,v33-825849,True,True,True,False
202,17,riverbend_roofward,Ari,careful pointing,careful pointing,v33-876054,v33-895167,True,True,True,False
203,17,roofward_archive,Nia,route-board reach,route-board reach,v33-708078,v33-726128,True,True,True,True
204,18,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850006,v33-868952,True,True,True,True
205,18,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688670,v33-706584,True,True,True,False
206,18,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-881407,v33-900547,True,True,True,False
207,18,riverbend_roofward,Fay,careful pointing,careful pointing,v33-876732,v33-895851,True,True,True,False
208,18,roofward_archive,Fay,route-board reach,route-board reach,v33-708593,v33-726648,True,True,True,False
209,18,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-815543,v33-834272,True,True,True,False
210,18,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-849858,v33-868802,True,True,True,False
211,18,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688360,v33-706271,True,True,True,False
212,18,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-881261,v33-935266,True,True,True,False
213,18,riverbend_roofward,Fay,careful pointing,careful pointing,v33-876585,v33-895702,True,True,True,False
214,18,roofward_archive,Fay,route-board reach,route-board reach,v33-708436,v33-726489,True,True,True,False
215,18,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-815393,v33-738592,True,True,True,True
216,19,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850638,v33-869589,True,True,True,True
217,19,orchard_riverbend,Ari,open forward lean,open forward lean,v33-687960,v33-850269,True,True,True,True
218,19,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-916700,v33-901188,True,True,True,False
219,19,riverbend_roofward,Fay,route-board reach,route-board reach,v33-882339,v33-745009,True,True,True,False
220,19,roofward_archive,Fay,open forward lean,open forward lean,v33-708325,v33-726375,True,True,True,False
221,19,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720162,v33-738279,True,True,True,False
222,19,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850490,v33-869439,True,True,True,False
223,19,orchard_riverbend,Ari,open forward lean,open forward lean,v33-831127,v33-849956,True,True,True,False
224,19,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-881897,v33-935911,True,True,True,False
225,19,riverbend_roofward,Fay,open forward lean,open forward lean,v33-726873,v33-901543,True,True,True,False
226,19,roofward_archive,Fay,open forward lean,open forward lean,v33-709096,v33-727153,True,True,True,False
227,19,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720780,v33-738903,True,True,True,True
228,20,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-851270,v33-870226,True,True,True,True
229,20,orchard_riverbend,Ari,guarded crossed arms,guarded crossed arms,v33-882701,v33-901851,True,True,True,False
230,20,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-916412,v33-900892,True,True,True,False
231,20,riverbend_roofward,Fay,open forward lean,open forward lean,v33-882246,v33-744892,True,True,True,False
232,20,roofward_archive,Fay,guarded crossed arms,guarded crossed arms,v33-757231,v33-775600,True,True,True,False
233,20,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720624,v33-738745,True,True,True,False
234,20,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-851122,v33-870076,True,True,True,False
235,20,orchard_riverbend,Ari,guarded crossed arms,guarded crossed arms,v33-882391,v33-901538,True,True,True,False
236,20,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-882533,v33-936556,True,True,True,False
237,20,riverbend_roofward,Fay,guarded crossed arms,guarded crossed arms,v33-774853,v33-952914,True,True,True,False
238,20,roofward_archive,Fay,guarded crossed arms,guarded crossed arms,v33-757849,v33-862927,True,True,True,False
239,20,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-721242,v33-739369,True,True,True,True
240,21,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850974,v33-869926,True,True,True,True
241,21,orchard_riverbend,Ari,relieved reset stance,relieved reset stance,v33-900049,v33-919304,True,True,True,False
242,21,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-915557,v33-900047,True,True,True,False
243,21,riverbend_roofward,Fay,guarded crossed arms,guarded crossed arms,v33-933309,v33-793186,True,True,True,False
244,21,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861461,v33-880474,True,True,True,False
245,21,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-721086,v33-739211,True,True,True,False
246,21,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850295,v33-869245,True,True,True,False
247,21,orchard_riverbend,Ari,relieved reset stance,relieved reset stance,v33-900667,v33-919928,True,True,True,False
248,21,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-881692,v33-935697,True,True,True,True
249,21,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792668,v33-971975,True,True,True,False
250,21,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861314,v33-880325,True,True,True,False
251,21,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720930,v33-739053,True,True,True,True
252,22,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850147,v33-869095,True,True,True,True
253,22,orchard_riverbend,Ari,careful pointing,careful pointing,v33-826354,v33-845157,True,True,True,False
254,22,central_repair_ring,Juno,route-board reach,route-board reach,v33-846640,v33-831557,True,True,True,False
255,22,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-952087,v33-810959,True,True,True,False
256,22,roofward_archive,Fay,careful pointing,careful pointing,v33-788819,v33-807381,True,True,True,False
257,22,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720315,v33-738436,True,True,True,False
258,22,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850927,v33-869882,True,True,True,False
259,22,orchard_riverbend,Ari,careful pointing,careful pointing,v33-826972,v33-845781,True,True,True,False
260,22,central_repair_ring,Juno,route-board reach,route-board reach,v33-812691,v33-865418,True,True,True,False
261,22,riverbend_roofward,Fay,careful pointing,careful pointing,v33-721373,v33-895680,True,True,True,False
262,22,roofward_archive,Fay,careful pointing,careful pointing,v33-788667,v33-807227,True,True,True,False
263,22,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720159,v33-738278,True,True,True,True
264,23,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850779,v33-869732,True,True,True,True
265,23,orchard_riverbend,Ari,listening tilt,listening tilt,v33-795730,v33-814344,True,True,True,False
266,23,central_repair_ring,Juno,route-board reach,route-board reach,v33-847272,v33-866205,True,True,True,False
267,23,riverbend_roofward,Fay,careful pointing,careful pointing,v33-877343,v33-740295,True,True,True,False
268,23,roofward_archive,Fay,listening tilt,listening tilt,v33-758727,v33-777101,True,True,True,False
269,23,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720931,v33-739057,True,True,True,False
270,23,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-850631,v33-869582,True,True,True,False
271,23,orchard_riverbend,Ari,listening tilt,listening tilt,v33-795420,v33-814031,True,True,True,False
272,23,central_repair_ring,Juno,route-board reach,route-board reach,v33-846962,v33-865892,True,True,True,False
273,23,riverbend_roofward,Fay,listening tilt,listening tilt,v33-692389,v33-864609,True,True,True,False
274,23,roofward_archive,Fay,listening tilt,listening tilt,v33-758573,v33-776945,True,True,True,False
275,23,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-720621,v33-738744,True,True,True,True
276,24,orchard_riverbend,Ivo,careful pointing,careful pointing,v33-827027,v33-845836,True,True,True,True
277,24,central_repair_ring,Pax,open forward lean,open forward lean,v33-847676,v33-866611,True,True,True,False
