tick_id,day,session_id,settlement_id,resident_id,tool_name,tool_action,owner_id,location_before,location_after,carried_by_before,carried_by_after,permission_checked,visible_hand_state,tool_slot_changed,tool_returned_or_carried
71,4,session-001,orchid_engine,Dax,gear brush,nearby-visible,Eli,engine_ring,engine_ring,none,none,True,True,False,True
72,5,session-001,glass_harbor,Puck,net shuttle,nearby-visible,Puck,fog_rail,fog_rail,none,none,True,True,False,True
73,5,session-001,cinder_garden,Wren,calendar stylus,nearby-visible,Wren,seed_shelf,seed_shelf,none,none,True,True,False,True
74,5,session-001,lichen_bridge,Kio,tension peg,nearby-visible,Kio,meal_room,meal_room,none,none,True,True,False,True
75,5,session-001,orchid_engine,Cai,gear brush,pickup,Cai,engine_ring,carried,none,Cai,True,True,True,True
76,5,session-001,moss_ward,Milo,ledger awl,nearby-visible,Milo,root_alcove,root_alcove,none,none,True,True,True,True
77,5,session-001,glass_harbor,Sera,wick clamp,carry-visible,Sera,carried,carried,Oren,Oren,True,True,False,True
78,5,session-001,cinder_garden,Juno,basket hook,drop,Juno,shade_tent,ash_path,none,none,True,True,True,True
79,5,session-001,lichen_bridge,Luma,ledger punch,carry-visible,Luma,carried,carried,Luma,Luma,True,True,True,True
80,5,session-001,orchid_engine,Dax,valve key,nearby-visible,Dax,gear_wash,gear_wash,none,none,True,True,False,True
81,5,session-001,moss_ward,Tala,loom hook,carry-visible,Tala,carried,carried,Fay,Fay,True,True,False,True
82,5,session-001,glass_harbor,Nia,rope gauge,pickup,Nia,net_room,carried,none,Nia,True,True,True,True
83,5,session-001,cinder_garden,Pax,shade mallet,carry-visible,Pax,carried,carried,Pax,Pax,True,True,True,True
84,5,session-001,lichen_bridge,Rin,bell file,carry-visible,Rin,carried,carried,Kio,Kio,True,True,False,True
85,5,session-001,orchid_engine,Eli,lamp tongs,drop,Eli,orchid_bay,orchid_bay,none,none,True,True,True,True
86,5,session-001,moss_ward,Ari,reed knife,carry-visible,Ari,carried,carried,Ari,Ari,True,True,True,True
87,5,session-001,glass_harbor,Oren,net shuttle,nearby-visible,Oren,fog_rail,fog_rail,none,none,True,True,False,True
88,5,session-001,cinder_garden,Vale,calendar stylus,nearby-visible,Vale,seed_shelf,seed_shelf,none,none,True,True,False,True
89,5,session-001,lichen_bridge,Sol,tension peg,pickup,Sol,meal_room,carried,none,Sol,True,True,True,True
90,6,session-001,moss_ward,Tala,reed knife,carry-visible,Milo,carried,carried,Ari,Ari,True,True,False,True
91,6,session-001,glass_harbor,Nia,net shuttle,nearby-visible,Sera,fog_rail,fog_rail,none,none,True,True,False,True
92,6,session-001,cinder_garden,Pax,calendar stylus,pickup,Juno,seed_shelf,carried,none,Pax,True,True,True,True
93,6,session-001,lichen_bridge,Rin,tension peg,carry-visible,Luma,carried,carried,Sol,Sol,True,True,False,True
94,6,session-001,orchid_engine,Eli,gear brush,carry-visible,Dax,carried,carried,Cai,Cai,True,True,False,True
95,6,session-001,moss_ward,Ari,ledger awl,drop,Tala,root_alcove,blanket_room,none,none,True,True,True,True
96,6,session-001,glass_harbor,Oren,wick clamp,carry-visible,Nia,carried,carried,Oren,Oren,True,True,True,True
97,6,session-001,cinder_garden,Vale,basket hook,nearby-visible,Pax,ash_path,ash_path,none,none,True,True,False,True
98,6,session-001,lichen_bridge,Sol,ledger punch,carry-visible,Rin,carried,carried,Luma,Luma,True,True,False,True
99,6,session-001,orchid_engine,Bea,valve key,pickup,Eli,gear_wash,carried,none,Bea,True,True,True,True
100,6,session-001,moss_ward,Fay,loom hook,carry-visible,Ari,carried,carried,Fay,Fay,True,True,True,True
101,6,session-001,glass_harbor,Puck,rope gauge,carry-visible,Oren,carried,carried,Nia,Nia,True,True,False,True
102,6,session-001,cinder_garden,Wren,shade mallet,drop,Vale,carried,shade_tent,Pax,none,True,True,True,True
103,6,session-001,lichen_bridge,Kio,bell file,carry-visible,Sol,carried,carried,Kio,Kio,True,True,True,True
104,6,session-001,orchid_engine,Cai,lamp tongs,nearby-visible,Bea,orchid_bay,orchid_bay,none,none,True,True,False,True
105,6,session-001,moss_ward,Milo,reed knife,carry-visible,Fay,carried,carried,Ari,Ari,True,True,False,True
106,6,session-001,glass_harbor,Sera,net shuttle,pickup,Puck,fog_rail,carried,none,Sera,True,True,True,True
107,6,session-001,cinder_garden,Juno,calendar stylus,carry-visible,Wren,carried,carried,Pax,Pax,True,True,False,True
108,7,session-002,orchid_engine,Bea,lamp tongs,nearby-visible,Dax,orchid_bay,orchid_bay,none,none,True,True,False,True
109,7,session-002,moss_ward,Fay,reed knife,pickup,Tala,carried,carried,Ari,Fay,True,True,True,True
110,7,session-002,glass_harbor,Puck,net shuttle,carry-visible,Nia,carried,carried,Sera,Sera,True,True,False,True
111,7,session-002,cinder_garden,Wren,calendar stylus,carry-visible,Pax,carried,carried,Pax,Pax,True,True,False,True
112,7,session-002,lichen_bridge,Kio,tension peg,drop,Rin,carried,signal_post,Sol,none,True,True,True,True
113,7,session-002,orchid_engine,Cai,gear brush,carry-visible,Eli,carried,carried,Cai,Cai,True,True,True,True
114,7,session-002,moss_ward,Milo,ledger awl,nearby-visible,Ari,blanket_room,blanket_room,none,none,True,True,False,True
115,7,session-002,glass_harbor,Sera,wick clamp,carry-visible,Oren,carried,carried,Oren,Oren,True,True,False,True
116,7,session-002,cinder_garden,Juno,basket hook,pickup,Vale,ash_path,carried,none,Juno,True,True,True,True
117,7,session-002,lichen_bridge,Luma,ledger punch,carry-visible,Sol,carried,carried,Luma,Luma,True,True,True,True
118,7,session-002,orchid_engine,Dax,valve key,carry-visible,Bea,carried,carried,Bea,Bea,True,True,False,True
119,7,session-002,moss_ward,Tala,loom hook,drop,Fay,carried,root_alcove,Fay,none,True,True,True,True
120,7,session-002,glass_harbor,Nia,rope gauge,carry-visible,Puck,carried,carried,Nia,Nia,True,True,True,True
121,7,session-002,cinder_garden,Pax,shade mallet,nearby-visible,Wren,shade_tent,shade_tent,none,none,True,True,False,True
122,7,session-002,lichen_bridge,Rin,bell file,carry-visible,Kio,carried,carried,Kio,Kio,True,True,False,True
123,7,session-002,orchid_engine,Eli,lamp tongs,pickup,Cai,orchid_bay,carried,none,Eli,True,True,True,True
124,7,session-002,moss_ward,Ari,reed knife,carry-visible,Milo,carried,carried,Fay,Fay,True,True,False,True
125,7,session-002,glass_harbor,Oren,net shuttle,carry-visible,Sera,carried,carried,Sera,Sera,True,True,False,True
126,8,session-002,lichen_bridge,Luma,bell file,pickup,Rin,carried,carried,Kio,Luma,True,True,True,True
127,8,session-002,orchid_engine,Dax,lamp tongs,carry-visible,Eli,carried,carried,Eli,Eli,True,True,False,True
128,8,session-002,moss_ward,Tala,reed knife,carry-visible,Ari,carried,carried,Fay,Fay,True,True,False,True
129,8,session-002,glass_harbor,Nia,net shuttle,drop,Oren,carried,net_room,Sera,none,True,True,True,True
130,8,session-002,cinder_garden,Pax,calendar stylus,carry-visible,Vale,carried,carried,Pax,Pax,True,True,True,True
131,8,session-002,lichen_bridge,Rin,tension peg,nearby-visible,Sol,signal_post,signal_post,none,none,True,True,False,True
132,8,session-002,orchid_engine,Eli,gear brush,carry-visible,Bea,carried,carried,Cai,Cai,True,True,False,True
133,8,session-002,moss_ward,Ari,ledger awl,pickup,Fay,blanket_room,carried,none,Ari,True,True,True,True
134,8,session-002,glass_harbor,Oren,wick clamp,carry-visible,Puck,carried,carried,Oren,Oren,True,True,True,True
135,8,session-002,cinder_garden,Vale,basket hook,carry-visible,Wren,carried,carried,Juno,Juno,True,True,False,True
136,8,session-002,lichen_bridge,Sol,ledger punch,drop,Kio,carried,meal_room,Luma,none,True,True,True,True
137,8,session-002,orchid_engine,Bea,valve key,carry-visible,Cai,carried,carried,Bea,Bea,True,True,True,True
138,8,session-002,moss_ward,Fay,loom hook,nearby-visible,Milo,root_alcove,root_alcove,none,none,True,True,False,True
139,8,session-002,glass_harbor,Puck,rope gauge,carry-visible,Sera,carried,carried,Nia,Nia,True,True,False,True
140,8,session-002,cinder_garden,Wren,shade mallet,pickup,Juno,shade_tent,carried,none,Wren,True,True,True,True
141,8,session-002,lichen_bridge,Kio,bell file,carry-visible,Luma,carried,carried,Luma,Luma,True,True,False,True
142,8,session-002,orchid_engine,Cai,lamp tongs,carry-visible,Dax,carried,carried,Eli,Eli,True,True,False,True
143,8,session-002,moss_ward,Milo,reed knife,drop,Tala,carried,rain_gate,Fay,none,True,True,True,True
144,9,session-002,cinder_garden,Vale,shade mallet,carry-visible,Vale,carried,carried,Wren,Wren,True,True,False,True
145,9,session-002,lichen_bridge,Sol,bell file,carry-visible,Sol,carried,carried,Luma,Luma,True,True,False,True
146,9,session-002,orchid_engine,Bea,lamp tongs,drop,Bea,carried,gear_wash,Eli,none,True,True,True,True
147,9,session-002,moss_ward,Fay,reed knife,nearby-visible,Fay,rain_gate,rain_gate,none,none,True,True,False,True
148,9,session-002,glass_harbor,Puck,net shuttle,nearby-visible,Puck,net_room,net_room,none,none,True,True,False,True
149,9,session-002,cinder_garden,Wren,calendar stylus,carry-visible,Wren,carried,carried,Pax,Pax,True,True,False,True
150,9,session-002,lichen_bridge,Kio,tension peg,pickup,Kio,signal_post,carried,none,Kio,True,True,True,True
151,9,session-002,orchid_engine,Cai,gear brush,carry-visible,Cai,carried,carried,Cai,Cai,True,True,True,True
152,9,session-002,moss_ward,Milo,ledger awl,carry-visible,Milo,carried,carried,Ari,Ari,True,True,False,True
153,9,session-002,glass_harbor,Sera,wick clamp,drop,Sera,carried,fog_rail,Oren,none,True,True,True,True
154,9,session-002,cinder_garden,Juno,basket hook,carry-visible,Juno,carried,carried,Juno,Juno,True,True,True,True
155,9,session-002,lichen_bridge,Luma,ledger punch,nearby-visible,Luma,meal_room,meal_room,none,none,True,True,False,True
156,9,session-002,orchid_engine,Dax,valve key,carry-visible,Dax,carried,carried,Bea,Bea,True,True,False,True
157,9,session-002,moss_ward,Tala,loom hook,pickup,Tala,root_alcove,carried,none,Tala,True,True,True,True
158,9,session-002,glass_harbor,Nia,rope gauge,carry-visible,Nia,carried,carried,Nia,Nia,True,True,True,True
159,9,session-002,cinder_garden,Pax,shade mallet,carry-visible,Pax,carried,carried,Wren,Wren,True,True,False,True
160,9,session-002,lichen_bridge,Rin,bell file,drop,Rin,carried,rope_bridge,Luma,none,True,True,True,True
161,9,session-002,orchid_engine,Eli,lamp tongs,nearby-visible,Eli,gear_wash,gear_wash,none,none,True,True,True,True
162,10,session-002,glass_harbor,Sera,rope gauge,carry-visible,Puck,carried,carried,Nia,Nia,True,True,False,True
163,10,session-002,cinder_garden,Juno,shade mallet,drop,Wren,carried,ash_path,Wren,none,True,True,True,True
164,10,session-002,lichen_bridge,Luma,bell file,nearby-visible,Kio,rope_bridge,rope_bridge,none,none,True,True,False,True
165,10,session-002,orchid_engine,Dax,lamp tongs,nearby-visible,Cai,gear_wash,gear_wash,none,none,True,True,False,True
166,10,session-002,moss_ward,Tala,reed knife,nearby-visible,Milo,rain_gate,rain_gate,none,none,True,True,False,True
167,10,session-002,glass_harbor,Nia,net shuttle,pickup,Sera,net_room,carried,none,Nia,True,True,True,True
168,10,session-002,cinder_garden,Pax,calendar stylus,carry-visible,Juno,carried,carried,Pax,Pax,True,True,True,True
169,10,session-002,lichen_bridge,Rin,tension peg,carry-visible,Luma,carried,carried,Kio,Kio,True,True,False,True
170,10,session-002,orchid_engine,Eli,gear brush,drop,Dax,carried,orchid_bay,Cai,none,True,True,True,True
171,10,session-002,moss_ward,Ari,ledger awl,carry-visible,Tala,carried,carried,Ari,Ari,True,True,True,True
172,10,session-002,glass_harbor,Oren,wick clamp,nearby-visible,Nia,fog_rail,fog_rail,none,none,True,True,False,True
173,10,session-002,cinder_garden,Vale,basket hook,carry-visible,Pax,carried,carried,Juno,Juno,True,True,False,True
174,10,session-002,lichen_bridge,Sol,ledger punch,pickup,Rin,meal_room,carried,none,Sol,True,True,True,True
175,10,session-002,orchid_engine,Bea,valve key,carry-visible,Eli,carried,carried,Bea,Bea,True,True,True,True
176,10,session-002,moss_ward,Fay,loom hook,carry-visible,Ari,carried,carried,Tala,Tala,True,True,False,True
177,10,session-002,glass_harbor,Puck,rope gauge,drop,Oren,carried,lamp_pier,Nia,none,True,True,True,True
178,10,session-002,cinder_garden,Wren,shade mallet,nearby-visible,Vale,ash_path,ash_path,none,none,True,True,True,True
179,10,session-002,lichen_bridge,Kio,bell file,nearby-visible,Sol,rope_bridge,rope_bridge,none,none,True,True,False,True
180,11,session-002,moss_ward,Ari,loom hook,drop,Milo,carried,blanket_room,Tala,none,True,True,True,True
181,11,session-002,glass_harbor,Oren,rope gauge,nearby-visible,Sera,lamp_pier,lamp_pier,none,none,True,True,False,True
182,11,session-002,cinder_garden,Vale,shade mallet,nearby-visible,Juno,ash_path,ash_path,none,none,True,True,False,True
183,11,session-002,lichen_bridge,Sol,bell file,nearby-visible,Luma,rope_bridge,rope_bridge,none,none,True,True,False,True
184,11,session-002,orchid_engine,Bea,lamp tongs,pickup,Dax,gear_wash,carried,none,Bea,True,True,True,True
185,11,session-002,moss_ward,Fay,reed knife,nearby-visible,Tala,rain_gate,rain_gate,none,none,True,True,True,True
186,11,session-002,glass_harbor,Puck,net shuttle,carry-visible,Nia,carried,carried,Nia,Nia,True,True,False,True
187,11,session-002,cinder_garden,Wren,calendar stylus,drop,Pax,carried,shade_tent,Pax,none,True,True,True,True
188,11,session-002,lichen_bridge,Kio,tension peg,carry-visible,Rin,carried,carried,Kio,Kio,True,True,True,True
189,11,session-002,orchid_engine,Cai,gear brush,nearby-visible,Eli,orchid_bay,orchid_bay,none,none,True,True,False,True
190,11,session-002,moss_ward,Milo,ledger awl,carry-visible,Ari,carried,carried,Ari,Ari,True,True,False,True
191,11,session-002,glass_harbor,Sera,wick clamp,pickup,Oren,fog_rail,carried,none,Sera,True,True,True,True
192,11,session-002,cinder_garden,Juno,basket hook,carry-visible,Vale,carried,carried,Juno,Juno,True,True,True,True
193,11,session-002,lichen_bridge,Luma,ledger punch,carry-visible,Sol,carried,carried,Sol,Sol,True,True,False,True
194,11,session-002,orchid_engine,Dax,valve key,drop,Bea,carried,engine_ring,Bea,none,True,True,True,True
195,11,session-002,moss_ward,Tala,loom hook,nearby-visible,Fay,blanket_room,blanket_room,none,none,True,True,True,True
196,11,session-002,glass_harbor,Nia,rope gauge,nearby-visible,Puck,lamp_pier,lamp_pier,none,none,True,True,False,True
197,11,session-002,cinder_garden,Pax,shade mallet,nearby-visible,Wren,ash_path,ash_path,none,none,True,True,False,True
198,12,session-002,orchid_engine,Cai,valve key,nearby-visible,Dax,engine_ring,engine_ring,none,none,True,True,False,True
199,12,session-002,moss_ward,Milo,loom hook,nearby-visible,Tala,blanket_room,blanket_room,none,none,True,True,False,True
200,12,session-002,glass_harbor,Sera,rope gauge,nearby-visible,Nia,lamp_pier,lamp_pier,none,none,True,True,False,True
201,12,session-002,cinder_garden,Juno,shade mallet,pickup,Pax,ash_path,carried,none,Juno,True,True,True,True
202,12,session-002,lichen_bridge,Luma,bell file,nearby-visible,Rin,rope_bridge,rope_bridge,none,none,True,True,True,True
203,12,session-002,orchid_engine,Dax,lamp tongs,carry-visible,Eli,carried,carried,Bea,Bea,True,True,False,True
204,12,session-002,moss_ward,Tala,reed knife,drop,Ari,rain_gate,root_alcove,none,none,True,True,True,True
205,12,session-002,glass_harbor,Nia,net shuttle,carry-visible,Oren,carried,carried,Nia,Nia,True,True,True,True
206,12,session-002,cinder_garden,Pax,calendar stylus,nearby-visible,Vale,shade_tent,shade_tent,none,none,True,True,False,True
207,12,session-002,lichen_bridge,Rin,tension peg,carry-visible,Sol,carried,carried,Kio,Kio,True,True,False,True
208,12,session-002,orchid_engine,Eli,gear brush,pickup,Bea,orchid_bay,carried,none,Eli,True,True,True,True
209,12,session-002,moss_ward,Ari,ledger awl,carry-visible,Fay,carried,carried,Ari,Ari,True,True,True,True
210,12,session-002,glass_harbor,Oren,wick clamp,carry-visible,Puck,carried,carried,Sera,Sera,True,True,False,True
211,12,session-002,cinder_garden,Vale,basket hook,drop,Wren,carried,seed_shelf,Juno,none,True,True,True,True
212,12,session-002,lichen_bridge,Sol,ledger punch,carry-visible,Kio,carried,carried,Sol,Sol,True,True,True,True
213,12,session-002,orchid_engine,Bea,valve key,nearby-visible,Cai,engine_ring,engine_ring,none,none,True,True,False,True
214,12,session-002,moss_ward,Fay,loom hook,nearby-visible,Milo,blanket_room,blanket_room,none,none,True,True,False,True
215,12,session-002,glass_harbor,Puck,rope gauge,pickup,Sera,lamp_pier,carried,none,Puck,True,True,True,True
216,13,session-003,lichen_bridge,Rin,ledger punch,carry-visible,Rin,carried,carried,Sol,Sol,True,True,False,True
217,13,session-003,orchid_engine,Eli,valve key,nearby-visible,Eli,engine_ring,engine_ring,none,none,True,True,False,True
218,13,session-003,moss_ward,Ari,loom hook,pickup,Ari,blanket_room,carried,none,Ari,True,True,True,True
219,13,session-003,glass_harbor,Oren,rope gauge,carry-visible,Oren,carried,carried,Puck,Puck,True,True,False,True
220,13,session-003,cinder_garden,Vale,shade mallet,carry-visible,Vale,carried,carried,Juno,Juno,True,True,False,True
221,13,session-003,lichen_bridge,Sol,bell file,drop,Sol,rope_bridge,meal_room,none,none,True,True,True,True
222,13,session-003,orchid_engine,Bea,lamp tongs,carry-visible,Bea,carried,carried,Bea,Bea,True,True,True,True
223,13,session-003,moss_ward,Fay,reed knife,nearby-visible,Fay,root_alcove,root_alcove,none,none,True,True,False,True
224,13,session-003,glass_harbor,Puck,net shuttle,carry-visible,Puck,carried,carried,Nia,Nia,True,True,False,True
225,13,session-003,cinder_garden,Wren,calendar stylus,pickup,Wren,shade_tent,carried,none,Wren,True,True,True,True
226,13,session-003,lichen_bridge,Kio,tension peg,carry-visible,Kio,carried,carried,Kio,Kio,True,True,True,True
227,13,session-003,orchid_engine,Cai,gear brush,carry-visible,Cai,carried,carried,Eli,Eli,True,True,False,True
228,13,session-003,moss_ward,Milo,ledger awl,drop,Milo,carried,rain_gate,Ari,none,True,True,True,True
229,13,session-003,glass_harbor,Sera,wick clamp,carry-visible,Sera,carried,carried,Sera,Sera,True,True,True,True
230,13,session-003,cinder_garden,Juno,basket hook,nearby-visible,Juno,seed_shelf,seed_shelf,none,none,True,True,False,True
231,13,session-003,lichen_bridge,Luma,ledger punch,carry-visible,Luma,carried,carried,Sol,Sol,True,True,False,True
232,13,session-003,orchid_engine,Dax,valve key,pickup,Dax,engine_ring,carried,none,Dax,True,True,True,True
233,13,session-003,moss_ward,Tala,loom hook,carry-visible,Tala,carried,carried,Ari,Ari,True,True,False,True
234,14,session-003,cinder_garden,Wren,basket hook,nearby-visible,Vale,seed_shelf,seed_shelf,none,none,True,True,False,True
235,14,session-003,lichen_bridge,Kio,ledger punch,pickup,Sol,carried,carried,Sol,Kio,True,True,True,True
236,14,session-003,orchid_engine,Cai,valve key,carry-visible,Bea,carried,carried,Dax,Dax,True,True,False,True
237,14,session-003,moss_ward,Milo,loom hook,carry-visible,Fay,carried,carried,Ari,Ari,True,True,False,True
238,14,session-003,glass_harbor,Sera,rope gauge,drop,Puck,carried,fog_rail,Puck,none,True,True,True,True
239,14,session-003,cinder_garden,Juno,shade mallet,carry-visible,Wren,carried,carried,Juno,Juno,True,True,True,True
240,14,session-003,lichen_bridge,Luma,bell file,nearby-visible,Kio,meal_room,meal_room,none,none,True,True,False,True
