tick_id,day,route_id,drill_id,playable_step,simulated_disaster,participant_guild,success_score,mistake_visible,recovery_lesson,replayable
24,2,riverbend_roofward,drill:riverbend_roofward:d2,none,none,Bridgewright Guild,0.0,False,none,False
25,2,roofward_archive,drill:roofward_archive:d2,none,none,Glassgarden Guild,0.0,False,none,False
26,2,archive_signal,drill:archive_signal:d2,none,none,Index Guild,0.0,False,none,False
27,2,signal_orchard,drill:signal_orchard:d2,none,none,Signal Guild,0.0,False,none,False
28,3,orchard_riverbend,drill:orchard_riverbend:d3,none,none,Seed Guild,0.0,False,none,False
29,3,central_repair_ring,drill:central_repair_ring:d3,none,none,Repair Circle,0.0,False,none,False
30,3,riverbend_roofward,drill:riverbend_roofward:d3,none,none,Bridgewright Guild,0.0,False,none,False
31,3,roofward_archive,drill:roofward_archive:d3,none,none,Glassgarden Guild,0.0,False,none,False
32,3,archive_signal,drill:archive_signal:d3,none,none,Index Guild,0.0,False,none,False
33,3,signal_orchard,drill:signal_orchard:d3,none,none,Signal Guild,0.0,False,none,False
34,3,orchard_riverbend,drill:orchard_riverbend:d3,none,none,Seed Guild,0.0,False,none,False
35,3,central_repair_ring,drill:central_repair_ring:d3,none,none,Repair Circle,0.0,False,none,False
36,3,riverbend_roofward,drill:riverbend_roofward:d3,none,none,Bridgewright Guild,0.0,False,none,False
37,3,roofward_archive,drill:roofward_archive:d3,none,none,Glassgarden Guild,0.0,False,none,False
38,3,archive_signal,drill:archive_signal:d3,none,none,Index Guild,0.0,False,none,False
39,3,signal_orchard,drill:signal_orchard:d3,none,none,Signal Guild,0.0,False,none,False
40,3,orchard_riverbend,drill:orchard_riverbend:d3,none,none,Seed Guild,0.0,False,none,False
41,3,central_repair_ring,drill:central_repair_ring:d3,none,none,Repair Circle,0.0,False,none,False
42,4,riverbend_roofward,drill:riverbend_roofward:d4,none,none,Bridgewright Guild,0.0,False,none,False
43,4,roofward_archive,drill:roofward_archive:d4,none,none,Glassgarden Guild,0.0,False,none,False
44,4,archive_signal,drill:archive_signal:d4,none,none,Index Guild,0.0,False,none,False
45,4,signal_orchard,drill:signal_orchard:d4,none,none,Signal Guild,0.0,False,none,False
46,4,orchard_riverbend,drill:orchard_riverbend:d4,none,none,Seed Guild,0.0,False,none,False
47,4,central_repair_ring,drill:central_repair_ring:d4,none,none,Repair Circle,0.0,False,none,False
48,4,riverbend_roofward,drill:riverbend_roofward:d4,none,none,Bridgewright Guild,0.0,False,none,False
49,4,roofward_archive,drill:roofward_archive:d4,none,none,Glassgarden Guild,0.0,False,none,False
50,4,archive_signal,drill:archive_signal:d4,none,none,Index Guild,0.0,False,none,False
51,4,signal_orchard,drill:signal_orchard:d4,none,none,Signal Guild,0.0,False,none,False
52,4,orchard_riverbend,drill:orchard_riverbend:d4,none,none,Seed Guild,0.0,False,none,False
53,4,central_repair_ring,drill:central_repair_ring:d4,none,none,Repair Circle,0.0,False,none,False
54,4,riverbend_roofward,drill:riverbend_roofward:d4,none,none,Bridgewright Guild,0.0,False,none,False
55,4,roofward_archive,drill:roofward_archive:d4,none,none,Glassgarden Guild,0.0,False,none,False
56,5,archive_signal,drill:archive_signal:d5,none,none,Index Guild,0.0,False,none,False
57,5,signal_orchard,drill:signal_orchard:d5,none,none,Signal Guild,0.0,False,none,False
58,5,orchard_riverbend,drill:orchard_riverbend:d5,none,none,Seed Guild,0.0,False,none,False
59,5,central_repair_ring,drill:central_repair_ring:d5,none,none,Repair Circle,0.0,False,none,False
60,5,riverbend_roofward,drill:riverbend_roofward:d5,none,none,Bridgewright Guild,0.0,False,none,False
61,5,roofward_archive,drill:roofward_archive:d5,none,none,Glassgarden Guild,0.0,False,none,False
62,5,archive_signal,drill:archive_signal:d5,none,none,Index Guild,0.0,False,none,False
63,5,signal_orchard,drill:signal_orchard:d5,none,none,Signal Guild,0.0,False,none,False
64,5,orchard_riverbend,drill:orchard_riverbend:d5,none,none,Seed Guild,0.0,False,none,False
65,5,central_repair_ring,drill:central_repair_ring:d5,none,none,Repair Circle,0.0,False,none,False
66,5,riverbend_roofward,drill:riverbend_roofward:d5,none,none,Bridgewright Guild,0.0,False,none,False
67,5,roofward_archive,drill:roofward_archive:d5,none,none,Glassgarden Guild,0.0,False,none,False
68,5,archive_signal,drill:archive_signal:d5,none,none,Index Guild,0.0,False,none,False
69,5,signal_orchard,drill:signal_orchard:d5,none,none,Signal Guild,0.0,False,none,False
70,6,orchard_riverbend,drill:orchard_riverbend:d6,none,none,Seed Guild,0.0,False,none,False
71,6,central_repair_ring,drill:central_repair_ring:d6,none,none,Repair Circle,0.0,False,none,False
72,6,riverbend_roofward,drill:riverbend_roofward:d6,none,none,Bridgewright Guild,0.0,False,none,False
73,6,roofward_archive,drill:roofward_archive:d6,none,none,Glassgarden Guild,0.0,False,none,False
74,6,archive_signal,drill:archive_signal:d6,none,none,Index Guild,0.0,False,none,False
75,6,signal_orchard,drill:signal_orchard:d6,none,none,Signal Guild,0.0,False,none,False
76,6,orchard_riverbend,drill:orchard_riverbend:d6,none,none,Seed Guild,0.0,False,none,False
77,6,central_repair_ring,drill:central_repair_ring:d6,none,none,Repair Circle,0.0,False,none,False
78,6,riverbend_roofward,drill:riverbend_roofward:d6,none,none,Bridgewright Guild,0.0,False,none,False
79,6,roofward_archive,drill:roofward_archive:d6,none,none,Glassgarden Guild,0.0,False,none,False
80,6,archive_signal,drill:archive_signal:d6,mark shelter,wind archive scatter,Index Guild,0.63769,True,"update forecast, assign guild, place shelter marker",True
81,6,signal_orchard,drill:signal_orchard:d6,none,none,Signal Guild,0.0,False,none,False
82,6,orchard_riverbend,drill:orchard_riverbend:d6,none,none,Seed Guild,0.0,False,none,False
83,6,central_repair_ring,drill:central_repair_ring:d6,none,none,Repair Circle,0.0,False,none,False
84,7,roofward_archive,drill:roofward_archive:d7,none,none,Glassgarden Guild,0.0,False,none,False
85,7,archive_signal,drill:archive_signal:d7,none,none,Index Guild,0.0,False,none,False
86,7,signal_orchard,drill:signal_orchard:d7,none,none,Signal Guild,0.0,False,none,False
87,7,orchard_riverbend,drill:orchard_riverbend:d7,none,none,Seed Guild,0.0,False,none,False
88,7,central_repair_ring,drill:central_repair_ring:d7,none,none,Repair Circle,0.0,False,none,False
89,7,riverbend_roofward,drill:riverbend_roofward:d7,none,none,Bridgewright Guild,0.0,False,none,False
90,7,roofward_archive,drill:roofward_archive:d7,assign guild,glasshouse heat surge,Glassgarden Guild,0.62617,True,"update forecast, assign guild, place shelter marker",True
91,7,archive_signal,drill:archive_signal:d7,none,none,Index Guild,0.0,False,none,False
92,7,signal_orchard,drill:signal_orchard:d7,none,none,Signal Guild,0.0,False,none,False
93,7,orchard_riverbend,drill:orchard_riverbend:d7,none,none,Seed Guild,0.0,False,none,False
94,7,central_repair_ring,drill:central_repair_ring:d7,none,none,Repair Circle,0.0,False,none,False
95,7,riverbend_roofward,drill:riverbend_roofward:d7,none,none,Bridgewright Guild,0.0,False,none,False
96,7,roofward_archive,drill:roofward_archive:d7,none,none,Glassgarden Guild,0.0,False,none,False
97,7,archive_signal,drill:archive_signal:d7,none,none,Index Guild,0.0,False,none,False
98,8,signal_orchard,drill:signal_orchard:d8,none,none,Signal Guild,0.0,False,none,False
99,8,orchard_riverbend,drill:orchard_riverbend:d8,none,none,Seed Guild,0.0,False,none,False
100,8,central_repair_ring,drill:central_repair_ring:d8,none,none,Repair Circle,0.0,False,none,False
101,8,riverbend_roofward,drill:riverbend_roofward:d8,none,none,Bridgewright Guild,0.0,False,none,False
102,8,roofward_archive,drill:roofward_archive:d8,none,none,Glassgarden Guild,0.0,False,none,False
103,8,archive_signal,drill:archive_signal:d8,none,none,Index Guild,0.0,False,none,False
104,8,signal_orchard,drill:signal_orchard:d8,none,none,Signal Guild,0.0,False,none,False
105,8,orchard_riverbend,drill:orchard_riverbend:d8,none,none,Seed Guild,0.0,False,none,False
106,8,central_repair_ring,drill:central_repair_ring:d8,none,none,Repair Circle,0.0,False,none,False
107,8,riverbend_roofward,drill:riverbend_roofward:d8,none,none,Bridgewright Guild,0.0,False,none,False
108,8,roofward_archive,drill:roofward_archive:d8,none,none,Glassgarden Guild,0.0,False,none,False
109,8,archive_signal,drill:archive_signal:d8,none,none,Index Guild,0.0,False,none,False
110,8,signal_orchard,drill:signal_orchard:d8,none,none,Signal Guild,0.0,False,none,False
111,8,orchard_riverbend,drill:orchard_riverbend:d8,none,none,Seed Guild,0.0,False,none,False
112,9,central_repair_ring,drill:central_repair_ring:d9,none,none,Repair Circle,0.0,False,none,False
113,9,riverbend_roofward,drill:riverbend_roofward:d9,none,none,Bridgewright Guild,0.0,False,none,False
114,9,roofward_archive,drill:roofward_archive:d9,none,none,Glassgarden Guild,0.0,False,none,False
115,9,archive_signal,drill:archive_signal:d9,none,none,Index Guild,0.0,False,none,False
116,9,signal_orchard,drill:signal_orchard:d9,none,none,Signal Guild,0.0,False,none,False
117,9,orchard_riverbend,drill:orchard_riverbend:d9,none,none,Seed Guild,0.0,False,none,False
118,9,central_repair_ring,drill:central_repair_ring:d9,none,none,Repair Circle,0.0,False,none,False
119,9,riverbend_roofward,drill:riverbend_roofward:d9,none,none,Bridgewright Guild,0.0,False,none,False
120,9,roofward_archive,drill:roofward_archive:d9,none,none,Glassgarden Guild,0.0,False,none,False
121,9,archive_signal,drill:archive_signal:d9,none,none,Index Guild,0.0,False,none,False
122,9,signal_orchard,drill:signal_orchard:d9,none,none,Signal Guild,0.0,False,none,False
123,9,orchard_riverbend,drill:orchard_riverbend:d9,none,none,Seed Guild,0.0,False,none,False
124,9,central_repair_ring,drill:central_repair_ring:d9,none,none,Repair Circle,0.0,False,none,False
125,9,riverbend_roofward,drill:riverbend_roofward:d9,none,none,Bridgewright Guild,0.0,False,none,False
126,10,roofward_archive,drill:roofward_archive:d10,none,none,Glassgarden Guild,0.0,False,none,False
127,10,archive_signal,drill:archive_signal:d10,none,none,Index Guild,0.0,False,none,False
128,10,signal_orchard,drill:signal_orchard:d10,none,none,Signal Guild,0.0,False,none,False
129,10,orchard_riverbend,drill:orchard_riverbend:d10,none,none,Seed Guild,0.0,False,none,False
130,10,central_repair_ring,drill:central_repair_ring:d10,none,none,Repair Circle,0.0,False,none,False
131,10,riverbend_roofward,drill:riverbend_roofward:d10,none,none,Bridgewright Guild,0.0,False,none,False
132,10,roofward_archive,drill:roofward_archive:d10,none,none,Glassgarden Guild,0.0,False,none,False
133,10,archive_signal,drill:archive_signal:d10,none,none,Index Guild,0.0,False,none,False
134,10,signal_orchard,drill:signal_orchard:d10,none,none,Signal Guild,0.0,False,none,False
135,10,orchard_riverbend,drill:orchard_riverbend:d10,none,none,Seed Guild,0.0,False,none,False
136,10,central_repair_ring,drill:central_repair_ring:d10,none,none,Repair Circle,0.0,False,none,False
137,10,riverbend_roofward,drill:riverbend_roofward:d10,none,none,Bridgewright Guild,0.0,False,none,False
138,10,roofward_archive,drill:roofward_archive:d10,none,none,Glassgarden Guild,0.0,False,none,False
139,10,archive_signal,drill:archive_signal:d10,none,none,Index Guild,0.0,False,none,False
140,11,signal_orchard,drill:signal_orchard:d11,none,none,Signal Guild,0.0,False,none,False
141,11,orchard_riverbend,drill:orchard_riverbend:d11,none,none,Seed Guild,0.0,False,none,False
142,11,central_repair_ring,drill:central_repair_ring:d11,choose detour,crowded repair yard,Repair Circle,0.65209,True,"update forecast, assign guild, place shelter marker",True
143,11,riverbend_roofward,drill:riverbend_roofward:d11,none,none,Bridgewright Guild,0.0,False,none,False
144,11,roofward_archive,drill:roofward_archive:d11,none,none,Glassgarden Guild,0.0,False,none,False
145,11,archive_signal,drill:archive_signal:d11,none,none,Index Guild,0.0,False,none,False
146,11,signal_orchard,drill:signal_orchard:d11,none,none,Signal Guild,0.0,False,none,False
147,11,orchard_riverbend,drill:orchard_riverbend:d11,none,none,Seed Guild,0.0,False,none,False
148,11,central_repair_ring,drill:central_repair_ring:d11,none,none,Repair Circle,0.0,False,none,False
149,11,riverbend_roofward,drill:riverbend_roofward:d11,none,none,Bridgewright Guild,0.0,False,none,False
150,11,roofward_archive,drill:roofward_archive:d11,none,none,Glassgarden Guild,0.0,False,none,False
151,11,archive_signal,drill:archive_signal:d11,none,none,Index Guild,0.0,False,none,False
152,11,signal_orchard,drill:signal_orchard:d11,none,none,Signal Guild,0.0,False,none,False
153,11,orchard_riverbend,drill:orchard_riverbend:d11,none,none,Seed Guild,0.0,False,none,False
154,12,central_repair_ring,drill:central_repair_ring:d12,none,none,Repair Circle,0.0,False,none,False
155,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,Bridgewright Guild,0.0,False,none,False
156,12,roofward_archive,drill:roofward_archive:d12,none,none,Glassgarden Guild,0.0,False,none,False
157,12,archive_signal,drill:archive_signal:d12,none,none,Index Guild,0.0,False,none,False
158,12,signal_orchard,drill:signal_orchard:d12,none,none,Signal Guild,0.0,False,none,False
159,12,orchard_riverbend,drill:orchard_riverbend:d12,none,none,Seed Guild,0.0,False,none,False
160,12,central_repair_ring,drill:central_repair_ring:d12,none,none,Repair Circle,0.0,False,none,False
161,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,Bridgewright Guild,0.0,False,none,False
162,12,roofward_archive,drill:roofward_archive:d12,none,none,Glassgarden Guild,0.0,False,none,False
163,12,archive_signal,drill:archive_signal:d12,none,none,Index Guild,0.0,False,none,False
164,12,signal_orchard,drill:signal_orchard:d12,none,none,Signal Guild,0.0,False,none,False
165,12,orchard_riverbend,drill:orchard_riverbend:d12,none,none,Seed Guild,0.0,False,none,False
166,12,central_repair_ring,drill:central_repair_ring:d12,none,none,Repair Circle,0.0,False,none,False
167,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,Bridgewright Guild,0.0,False,none,False
168,13,roofward_archive,drill:roofward_archive:d13,none,none,Glassgarden Guild,0.0,False,none,False
169,13,archive_signal,drill:archive_signal:d13,none,none,Index Guild,0.0,False,none,False
170,13,signal_orchard,drill:signal_orchard:d13,choose detour,dusk ice,Signal Guild,0.64354,True,"update forecast, assign guild, place shelter marker",True
171,13,orchard_riverbend,drill:orchard_riverbend:d13,none,none,Seed Guild,0.0,False,none,False
172,13,central_repair_ring,drill:central_repair_ring:d13,none,none,Repair Circle,0.0,False,none,False
173,13,riverbend_roofward,drill:riverbend_roofward:d13,none,none,Bridgewright Guild,0.0,False,none,False
174,13,roofward_archive,drill:roofward_archive:d13,none,none,Glassgarden Guild,0.0,False,none,False
175,13,archive_signal,drill:archive_signal:d13,none,none,Index Guild,0.0,False,none,False
176,13,signal_orchard,drill:signal_orchard:d13,none,none,Signal Guild,0.0,False,none,False
177,13,orchard_riverbend,drill:orchard_riverbend:d13,none,none,Seed Guild,0.0,False,none,False
178,13,central_repair_ring,drill:central_repair_ring:d13,none,none,Repair Circle,0.0,False,none,False
179,13,riverbend_roofward,drill:riverbend_roofward:d13,none,none,Bridgewright Guild,0.0,False,none,False
180,13,roofward_archive,drill:roofward_archive:d13,none,none,Glassgarden Guild,0.0,False,none,False
181,13,archive_signal,drill:archive_signal:d13,none,none,Index Guild,0.0,False,none,False
182,14,orchard_riverbend,drill:orchard_riverbend:d14,none,none,Seed Guild,0.0,False,none,False
183,14,central_repair_ring,drill:central_repair_ring:d14,none,none,Repair Circle,0.0,False,none,False
184,14,riverbend_roofward,drill:riverbend_roofward:d14,none,none,Bridgewright Guild,0.0,False,none,False
185,14,roofward_archive,drill:roofward_archive:d14,none,none,Glassgarden Guild,0.0,False,none,False
186,14,archive_signal,drill:archive_signal:d14,none,none,Index Guild,0.0,False,none,False
187,14,signal_orchard,drill:signal_orchard:d14,none,none,Signal Guild,0.0,False,none,False
188,14,orchard_riverbend,drill:orchard_riverbend:d14,none,none,Seed Guild,0.0,False,none,False
189,14,central_repair_ring,drill:central_repair_ring:d14,none,none,Repair Circle,0.0,False,none,False
190,14,riverbend_roofward,drill:riverbend_roofward:d14,none,none,Bridgewright Guild,0.0,False,none,False
191,14,roofward_archive,drill:roofward_archive:d14,none,none,Glassgarden Guild,0.0,False,none,False
192,14,archive_signal,drill:archive_signal:d14,mark shelter,wind archive scatter,Index Guild,0.67087,True,"update forecast, assign guild, place shelter marker",True
193,14,signal_orchard,drill:signal_orchard:d14,none,none,Signal Guild,0.0,False,none,False
194,14,orchard_riverbend,drill:orchard_riverbend:d14,none,none,Seed Guild,0.0,False,none,False
195,14,central_repair_ring,drill:central_repair_ring:d14,none,none,Repair Circle,0.0,False,none,False
196,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,Bridgewright Guild,0.0,False,none,False
197,15,roofward_archive,drill:roofward_archive:d15,none,none,Glassgarden Guild,0.0,False,none,False
198,15,archive_signal,drill:archive_signal:d15,none,none,Index Guild,0.0,False,none,False
199,15,signal_orchard,drill:signal_orchard:d15,none,none,Signal Guild,0.0,False,none,False
200,15,orchard_riverbend,drill:orchard_riverbend:d15,none,none,Seed Guild,0.0,False,none,False
201,15,central_repair_ring,drill:central_repair_ring:d15,none,none,Repair Circle,0.0,False,none,False
202,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,Bridgewright Guild,0.0,False,none,False
203,15,roofward_archive,drill:roofward_archive:d15,none,none,Glassgarden Guild,0.0,False,none,False
204,15,archive_signal,drill:archive_signal:d15,none,none,Index Guild,0.0,False,none,False
205,15,signal_orchard,drill:signal_orchard:d15,none,none,Signal Guild,0.0,False,none,False
206,15,orchard_riverbend,drill:orchard_riverbend:d15,none,none,Seed Guild,0.0,False,none,False
207,15,central_repair_ring,drill:central_repair_ring:d15,none,none,Repair Circle,0.0,False,none,False
208,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,Bridgewright Guild,0.0,False,none,False
209,15,roofward_archive,drill:roofward_archive:d15,none,none,Glassgarden Guild,0.0,False,none,False
210,16,archive_signal,drill:archive_signal:d16,none,none,Index Guild,0.0,False,none,False
211,16,signal_orchard,drill:signal_orchard:d16,none,none,Signal Guild,0.0,False,none,False
212,16,orchard_riverbend,drill:orchard_riverbend:d16,none,none,Seed Guild,0.0,False,none,False
213,16,central_repair_ring,drill:central_repair_ring:d16,none,none,Repair Circle,0.0,False,none,False
214,16,riverbend_roofward,drill:riverbend_roofward:d16,none,none,Bridgewright Guild,0.0,False,none,False
215,16,roofward_archive,drill:roofward_archive:d16,none,none,Glassgarden Guild,0.0,False,none,False
216,16,archive_signal,drill:archive_signal:d16,none,none,Index Guild,0.0,False,none,False
217,16,signal_orchard,drill:signal_orchard:d16,none,none,Signal Guild,0.0,False,none,False
218,16,orchard_riverbend,drill:orchard_riverbend:d16,none,none,Seed Guild,0.0,False,none,False
219,16,central_repair_ring,drill:central_repair_ring:d16,none,none,Repair Circle,0.0,False,none,False
220,16,riverbend_roofward,drill:riverbend_roofward:d16,mark shelter,river flood,Bridgewright Guild,0.64516,True,"update forecast, assign guild, place shelter marker",True
221,16,roofward_archive,drill:roofward_archive:d16,none,none,Glassgarden Guild,0.0,False,none,False
222,16,archive_signal,drill:archive_signal:d16,none,none,Index Guild,0.0,False,none,False
223,16,signal_orchard,drill:signal_orchard:d16,none,none,Signal Guild,0.0,False,none,False
224,17,orchard_riverbend,drill:orchard_riverbend:d17,none,none,Seed Guild,0.0,False,none,False
225,17,central_repair_ring,drill:central_repair_ring:d17,none,none,Repair Circle,0.0,False,none,False
226,17,riverbend_roofward,drill:riverbend_roofward:d17,none,none,Bridgewright Guild,0.0,False,none,False
227,17,roofward_archive,drill:roofward_archive:d17,none,none,Glassgarden Guild,0.0,False,none,False
228,17,archive_signal,drill:archive_signal:d17,none,none,Index Guild,0.0,False,none,False
229,17,signal_orchard,drill:signal_orchard:d17,none,none,Signal Guild,0.0,False,none,False
230,17,orchard_riverbend,drill:orchard_riverbend:d17,none,none,Seed Guild,0.0,False,none,False
231,17,central_repair_ring,drill:central_repair_ring:d17,none,none,Repair Circle,0.0,False,none,False
232,17,riverbend_roofward,drill:riverbend_roofward:d17,none,none,Bridgewright Guild,0.0,False,none,False
233,17,roofward_archive,drill:roofward_archive:d17,none,none,Glassgarden Guild,0.0,False,none,False
234,17,archive_signal,drill:archive_signal:d17,none,none,Index Guild,0.0,False,none,False
235,17,signal_orchard,drill:signal_orchard:d17,none,none,Signal Guild,0.0,False,none,False
236,17,orchard_riverbend,drill:orchard_riverbend:d17,none,none,Seed Guild,0.0,False,none,False
237,17,central_repair_ring,drill:central_repair_ring:d17,none,none,Repair Circle,0.0,False,none,False
238,18,riverbend_roofward,drill:riverbend_roofward:d18,none,none,Bridgewright Guild,0.0,False,none,False
239,18,roofward_archive,drill:roofward_archive:d18,none,none,Glassgarden Guild,0.0,False,none,False
240,18,archive_signal,drill:archive_signal:d18,none,none,Index Guild,0.0,False,none,False
241,18,signal_orchard,drill:signal_orchard:d18,none,none,Signal Guild,0.0,False,none,False
242,18,orchard_riverbend,drill:orchard_riverbend:d18,none,none,Seed Guild,0.0,False,none,False
243,18,central_repair_ring,drill:central_repair_ring:d18,none,none,Repair Circle,0.0,False,none,False
244,18,riverbend_roofward,drill:riverbend_roofward:d18,none,none,Bridgewright Guild,0.0,False,none,False
245,18,roofward_archive,drill:roofward_archive:d18,none,none,Glassgarden Guild,0.0,False,none,False
246,18,archive_signal,drill:archive_signal:d18,none,none,Index Guild,0.0,False,none,False
247,18,signal_orchard,drill:signal_orchard:d18,none,none,Signal Guild,0.0,False,none,False
248,18,orchard_riverbend,drill:orchard_riverbend:d18,none,none,Seed Guild,0.0,False,none,False
249,18,central_repair_ring,drill:central_repair_ring:d18,none,none,Repair Circle,0.0,False,none,False
250,18,riverbend_roofward,drill:riverbend_roofward:d18,none,none,Bridgewright Guild,0.0,False,none,False
251,18,roofward_archive,drill:roofward_archive:d18,none,none,Glassgarden Guild,0.0,False,none,False
252,19,archive_signal,drill:archive_signal:d19,none,none,Index Guild,0.0,False,none,False
253,19,signal_orchard,drill:signal_orchard:d19,none,none,Signal Guild,0.0,False,none,False
254,19,orchard_riverbend,drill:orchard_riverbend:d19,none,none,Seed Guild,0.0,False,none,False
255,19,central_repair_ring,drill:central_repair_ring:d19,none,none,Repair Circle,0.0,False,none,False
256,19,riverbend_roofward,drill:riverbend_roofward:d19,none,none,Bridgewright Guild,0.0,False,none,False
257,19,roofward_archive,drill:roofward_archive:d19,none,none,Glassgarden Guild,0.0,False,none,False
258,19,archive_signal,drill:archive_signal:d19,none,none,Index Guild,0.0,False,none,False
259,19,signal_orchard,drill:signal_orchard:d19,none,none,Signal Guild,0.0,False,none,False
260,19,orchard_riverbend,drill:orchard_riverbend:d19,none,none,Seed Guild,0.0,False,none,False
261,19,central_repair_ring,drill:central_repair_ring:d19,none,none,Repair Circle,0.0,False,none,False
262,19,riverbend_roofward,drill:riverbend_roofward:d19,none,none,Bridgewright Guild,0.0,False,none,False
263,19,roofward_archive,drill:roofward_archive:d19,none,none,Glassgarden Guild,0.0,False,none,False
264,19,archive_signal,drill:archive_signal:d19,none,none,Index Guild,0.0,False,none,False
265,19,signal_orchard,drill:signal_orchard:d19,none,none,Signal Guild,0.0,False,none,False
266,20,orchard_riverbend,drill:orchard_riverbend:d20,none,none,Seed Guild,0.0,False,none,False
267,20,central_repair_ring,drill:central_repair_ring:d20,none,none,Repair Circle,0.0,False,none,False
268,20,riverbend_roofward,drill:riverbend_roofward:d20,none,none,Bridgewright Guild,0.0,False,none,False
269,20,roofward_archive,drill:roofward_archive:d20,none,none,Glassgarden Guild,0.0,False,none,False
270,20,archive_signal,drill:archive_signal:d20,none,none,Index Guild,0.0,False,none,False
271,20,signal_orchard,drill:signal_orchard:d20,none,none,Signal Guild,0.0,False,none,False
272,20,orchard_riverbend,drill:orchard_riverbend:d20,assign guild,fen mud,Seed Guild,0.69637,True,"update forecast, assign guild, place shelter marker",True
273,20,central_repair_ring,drill:central_repair_ring:d20,none,none,Repair Circle,0.0,False,none,False
274,20,riverbend_roofward,drill:riverbend_roofward:d20,none,none,Bridgewright Guild,0.0,False,none,False
275,20,roofward_archive,drill:roofward_archive:d20,none,none,Glassgarden Guild,0.0,False,none,False
276,20,archive_signal,drill:archive_signal:d20,none,none,Index Guild,0.0,False,none,False
277,20,signal_orchard,drill:signal_orchard:d20,none,none,Signal Guild,0.0,False,none,False
278,20,orchard_riverbend,drill:orchard_riverbend:d20,none,none,Seed Guild,0.0,False,none,False
279,20,central_repair_ring,drill:central_repair_ring:d20,none,none,Repair Circle,0.0,False,none,False
280,21,roofward_archive,drill:roofward_archive:d21,none,none,Glassgarden Guild,0.0,False,none,False
281,21,archive_signal,drill:archive_signal:d21,none,none,Index Guild,0.0,False,none,False
282,21,signal_orchard,drill:signal_orchard:d21,choose detour,dusk ice,Signal Guild,0.70183,True,"update forecast, assign guild, place shelter marker",True
283,21,orchard_riverbend,drill:orchard_riverbend:d21,none,none,Seed Guild,0.0,False,none,False
284,21,central_repair_ring,drill:central_repair_ring:d21,none,none,Repair Circle,0.0,False,none,False
285,21,riverbend_roofward,drill:riverbend_roofward:d21,none,none,Bridgewright Guild,0.0,False,none,False
286,21,roofward_archive,drill:roofward_archive:d21,none,none,Glassgarden Guild,0.0,False,none,False
287,21,archive_signal,drill:archive_signal:d21,none,none,Index Guild,0.0,False,none,False
288,21,signal_orchard,drill:signal_orchard:d21,none,none,Signal Guild,0.0,False,none,False
289,21,orchard_riverbend,drill:orchard_riverbend:d21,none,none,Seed Guild,0.0,False,none,False
