choice_id,import_hash,export_hash,compared_branch_count,selected_branch_label,save_restore_available,durable_keys
85,b11be90358c66fda,a8ceb3c75745a0aa,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
86,b11be90358c66fda,76321e5c678fc28c,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
87,b11be90358c66fda,f3e13621a0aa1f8f,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
88,b11be90358c66fda,b957a1838b01ce4a,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
89,b11be90358c66fda,1ae5d3119b76eb58,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
90,e5a0b063f623b34d,e5a0b063f623b34d,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
91,e5a0b063f623b34d,7faf43a96415cf30,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
92,e5a0b063f623b34d,417dec3a45c8f42c,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
93,e5a0b063f623b34d,63830f687929cb5f,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
94,e5a0b063f623b34d,b8e13e689923ce99,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
95,e5a0b063f623b34d,cb0a4682eb298f41,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
96,e5a0b063f623b34d,51d0eef896e510e2,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
97,e5a0b063f623b34d,c97047859b9575d0,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
98,e5a0b063f623b34d,2acc2680d9066ef5,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
99,e5a0b063f623b34d,e40355ac57a1cd28,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
100,98726cc8e271e144,98726cc8e271e144,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
101,98726cc8e271e144,2274dce26ab8158f,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
102,98726cc8e271e144,b4be665f235b2d90,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
103,98726cc8e271e144,822929e99f23fdd0,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
104,98726cc8e271e144,53548f6538f9e17a,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
105,98726cc8e271e144,e855a23b03862080,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
106,98726cc8e271e144,97edad94ec648aab,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
107,98726cc8e271e144,d042435fd7f37d33,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
108,98726cc8e271e144,f502fda7b2d18f85,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
109,98726cc8e271e144,811837ecaf46b2d2,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
110,23dc3ada829c8705,23dc3ada829c8705,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
111,23dc3ada829c8705,3b765242761baa6f,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
112,23dc3ada829c8705,e60d8ac53592ae46,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
113,23dc3ada829c8705,1cd44ef92cd5dfd9,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
114,23dc3ada829c8705,02534731e24252bc,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
115,23dc3ada829c8705,893dced35e8bdf7b,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
116,23dc3ada829c8705,047c73cdd442e020,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
117,23dc3ada829c8705,f8bd76cc0a97fd2d,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
118,23dc3ada829c8705,d369420019985247,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
119,23dc3ada829c8705,c2ff09f03ec3e59c,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
120,02970c636bc6465c,02970c636bc6465c,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
121,02970c636bc6465c,ac0ed8c1849da340,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
122,02970c636bc6465c,5017269e7137c2db,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
123,02970c636bc6465c,af9730c17b906000,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
124,02970c636bc6465c,82b75ae0a529729c,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
125,02970c636bc6465c,14343bfd1d704897,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
126,02970c636bc6465c,2c88f50cab07956d,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
127,02970c636bc6465c,30a920c9719e4cda,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
128,02970c636bc6465c,edefd3fe58c860a5,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
129,02970c636bc6465c,c416b75d9b28ee69,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
130,b20561142f46072a,b20561142f46072a,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
131,b20561142f46072a,10cb086764366732,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
132,b20561142f46072a,a759b82878d0ddaa,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
133,b20561142f46072a,51f7b41774f9432f,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
134,b20561142f46072a,38635fbff421d198,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
135,b20561142f46072a,90c1336a899b8232,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
136,b20561142f46072a,1f6078a0a56e03ec,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
137,b20561142f46072a,6ec2de1cfca38e8f,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
138,b20561142f46072a,25330e4c9f7c7800,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
139,b20561142f46072a,f26fafc872dc62bc,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
140,e83545a08a8f80e9,e83545a08a8f80e9,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
141,e83545a08a8f80e9,ee04f3fa9617e32e,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
142,e83545a08a8f80e9,2a9868a821ff2937,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
143,e83545a08a8f80e9,4c4116fa3d7a542a,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
144,e83545a08a8f80e9,6527124532cc47b2,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
145,e83545a08a8f80e9,f0387772887e75a5,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
146,e83545a08a8f80e9,f6365b2a9338691a,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
147,e83545a08a8f80e9,2eb16491244811af,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
148,e83545a08a8f80e9,ee31fdf392d52fcb,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
149,e83545a08a8f80e9,356ffa7f3270544b,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
150,cf369a801ddd40f4,cf369a801ddd40f4,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
