replay_id,choice_id,import_hash,export_hash,selected_branch_label,replay_includes_mutation,replay_includes_followup,save_restore_available,durable_keys
29,29,5a60c9e508a5c1cb,4b218e0de246c84f,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
30,30,5a60c9e508a5c1cb,2e3ef1a17cf8c71e,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
31,31,5a60c9e508a5c1cb,61405dcd847ad768,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
32,32,5a60c9e508a5c1cb,9275b8fc2c6ed0b2,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
33,33,5a60c9e508a5c1cb,395dbfa5dc53879e,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
34,34,5a60c9e508a5c1cb,e70594a643d16be5,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
35,35,5a60c9e508a5c1cb,d325010da05a6c71,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
36,36,c99ee03b8831ba97,c99ee03b8831ba97,limited_access,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
37,37,c99ee03b8831ba97,7d7f4f9290e28178,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
38,38,c99ee03b8831ba97,18d2254c4d59f6ed,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
39,39,c99ee03b8831ba97,7cfee7d7cfcfbc1d,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
40,40,c99ee03b8831ba97,f491d93220f7a945,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
41,41,c99ee03b8831ba97,097b4cc8fbbd9299,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
42,42,c99ee03b8831ba97,134e8b9723aeb40c,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
43,43,c99ee03b8831ba97,d77bac364c8ad293,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
44,44,c99ee03b8831ba97,9d72dfbf8bb3bcf7,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
45,45,c99ee03b8831ba97,3beebd3219992ac3,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
46,46,c99ee03b8831ba97,627af2d7bf56194b,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
47,47,c99ee03b8831ba97,ee73b726f1fa65dd,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
48,48,c20ac9b5753e949f,c20ac9b5753e949f,summary_then_decide,True,False,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
49,49,c20ac9b5753e949f,bf0af04f4937caec,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
50,50,c20ac9b5753e949f,c7451bd55d0860e6,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
51,51,c20ac9b5753e949f,86b1c41e8bd8eb83,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
52,52,c20ac9b5753e949f,827f5da1fb3a1789,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
53,53,c20ac9b5753e949f,6f5c3651256f4660,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
54,54,c20ac9b5753e949f,3d7001ffb458181b,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
55,55,c20ac9b5753e949f,777eeb1bb182a1d4,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
56,56,c20ac9b5753e949f,c4f41c9121e823d9,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
57,57,c20ac9b5753e949f,1163ad7aa91e29f7,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
58,58,c20ac9b5753e949f,a8e91e244d561f2d,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
59,59,c20ac9b5753e949f,06cb16d032b2a652,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
60,60,a3c08b20d8ad63ab,a3c08b20d8ad63ab,observe_then_followup,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
61,61,a3c08b20d8ad63ab,888daea6519de9f2,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
62,62,a3c08b20d8ad63ab,8d4618aaee9b4010,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
63,63,a3c08b20d8ad63ab,cf372c7546312416,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
64,64,a3c08b20d8ad63ab,b0df48822a955ada,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
65,65,a3c08b20d8ad63ab,1dd5771dc7f795ad,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
66,66,a3c08b20d8ad63ab,56b9848046b03929,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
67,67,a3c08b20d8ad63ab,3103d1823c70c45d,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
68,68,a3c08b20d8ad63ab,f450806f1197b552,summary_then_decide,True,False,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
69,69,a3c08b20d8ad63ab,f811e985cd407276,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
70,70,a3c08b20d8ad63ab,e31a2cb840791f99,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
71,71,a3c08b20d8ad63ab,ef6ce63f5af666d8,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
72,72,50f5c3b4599259ed,50f5c3b4599259ed,repair_first_access,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
73,73,50f5c3b4599259ed,eea15a38dbefda60,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
74,74,50f5c3b4599259ed,0420d998629e8586,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
75,75,50f5c3b4599259ed,ef0ad8aecab85c4f,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
76,76,50f5c3b4599259ed,d9683e050df3f50b,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
77,77,50f5c3b4599259ed,46e7c978ec8c0d9b,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
78,78,50f5c3b4599259ed,1ccc72bdf731b6a0,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
79,79,50f5c3b4599259ed,280e928b4dd3d08d,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
80,80,50f5c3b4599259ed,6032c05a5f5f37ad,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
81,81,50f5c3b4599259ed,943d2486b616eb37,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
82,82,50f5c3b4599259ed,e96ad501d496e7d4,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
83,83,50f5c3b4599259ed,32cf5f484802af3d,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
84,84,e63b9ee3879010de,e63b9ee3879010de,blocked_until_repair,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
85,85,e63b9ee3879010de,c073551fef7a4d16,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
86,86,e63b9ee3879010de,554c612835738a15,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
87,87,e63b9ee3879010de,768a3cf6ddc6adc3,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
88,88,e63b9ee3879010de,448453ba8dbf85cd,summary_then_decide,True,False,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
89,89,e63b9ee3879010de,3d9b20a6a2f5f3e5,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
90,90,e63b9ee3879010de,3aa7e2ccfa6808ba,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
91,91,e63b9ee3879010de,184741519f8cb074,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
92,92,e63b9ee3879010de,2b3bbfdf6bb0fd24,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
93,93,e63b9ee3879010de,7788659bfe4cfd9a,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
94,94,e63b9ee3879010de,7ead112c7ab31438,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
95,95,e63b9ee3879010de,3bc8f3736149afde,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
96,96,8dc3fd76b59704aa,8dc3fd76b59704aa,limited_access,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
97,97,8dc3fd76b59704aa,aba99c20a92373a8,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
98,98,8dc3fd76b59704aa,5c17a59f35c4f289,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
99,99,8dc3fd76b59704aa,268ec64340fbc3b1,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
100,100,8dc3fd76b59704aa,26806abf95b64065,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
101,101,8dc3fd76b59704aa,684fee58f2cae054,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
102,102,8dc3fd76b59704aa,ef02f59eccc413a7,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
103,103,8dc3fd76b59704aa,138a3d1051acf1cb,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
104,104,8dc3fd76b59704aa,f1d2a3d7cf0b08da,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
105,105,8dc3fd76b59704aa,f2e105111a4f1f24,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
106,106,8dc3fd76b59704aa,d3cb40980476f86a,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
107,107,8dc3fd76b59704aa,15d7d11d0496ee95,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
108,108,8d1b42f12db72313,8d1b42f12db72313,summary_then_decide,True,False,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
109,109,8d1b42f12db72313,bbef8161325d65cd,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
110,110,8d1b42f12db72313,474effb78d8df5be,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
111,111,8d1b42f12db72313,99b56911bdf9fe40,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
112,112,8d1b42f12db72313,39d5bc3e3a5a9cd0,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
113,113,8d1b42f12db72313,ff8d9807dc410189,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
114,114,8d1b42f12db72313,f440534f90ead5b2,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
115,115,8d1b42f12db72313,f0ecaef5581acb46,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
116,116,8d1b42f12db72313,64324d93ee62db6f,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
117,117,8d1b42f12db72313,f0eaf172cb389f1f,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
118,118,8d1b42f12db72313,b38737489ed3fbf2,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
119,119,8d1b42f12db72313,45e02e612c2f7ce4,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
120,120,9087d03fcf160c80,9087d03fcf160c80,observe_then_followup,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
121,121,9087d03fcf160c80,549e9e96de982c37,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
122,122,9087d03fcf160c80,937f87e0cde22e15,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
123,123,9087d03fcf160c80,a13dc77dc8bb3e9d,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
124,124,9087d03fcf160c80,9ac29f19059aecec,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
125,125,9087d03fcf160c80,1dcf2e7802410bab,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
126,126,9087d03fcf160c80,78786303d352641f,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
127,127,9087d03fcf160c80,b1ba916a2943e670,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
128,128,9087d03fcf160c80,b0af9bdbc7d40be7,summary_then_decide,True,False,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
129,129,9087d03fcf160c80,7ff81ff772924a4c,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
130,130,9087d03fcf160c80,5c964a99e6f76c03,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
131,131,9087d03fcf160c80,6806d6cec15fee07,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
132,132,fa2e1d78b2f09d20,fa2e1d78b2f09d20,repair_first_access,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
133,133,fa2e1d78b2f09d20,d4314d3847d45ea3,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
134,134,fa2e1d78b2f09d20,8559c5d2a684f8b7,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
135,135,fa2e1d78b2f09d20,143418f65043ebcc,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
136,136,fa2e1d78b2f09d20,8ac50067bbd9374f,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
137,137,fa2e1d78b2f09d20,e5991f2d630fe787,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
138,138,fa2e1d78b2f09d20,6b6d595c97a0ffeb,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
139,139,fa2e1d78b2f09d20,be5c8ddd45c53b49,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
140,140,fa2e1d78b2f09d20,d3a124eb777e0eb7,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
141,141,fa2e1d78b2f09d20,2f726623db46174f,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
142,142,fa2e1d78b2f09d20,1fb97b679b6aed79,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
143,143,fa2e1d78b2f09d20,83956fe502aa32a7,summary_then_decide,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
144,144,1ad8d089740c4f41,1ad8d089740c4f41,blocked_until_repair,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
145,145,1ad8d089740c4f41,811e4d0c36d2819d,observe_then_followup,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
146,146,1ad8d089740c4f41,40e80c86fec3252d,limited_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
147,147,1ad8d089740c4f41,b50375da6c169cd6,repair_first_access,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
148,148,1ad8d089740c4f41,4a215a752577bd96,summary_then_decide,True,False,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
149,149,1ad8d089740c4f41,2d1ab9fadba8d217,blocked_until_repair,True,True,False,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
150,150,cf73862a67250423,cf73862a67250423,observe_then_followup,True,True,True,"source_branch_hash,selected_branch,mutable_state,restore_probe,followup,rollback,replay"
